year,siglas,cod_partido,color_cod_partido,cod_partido_votos,cod_partido_por_voto
1980,CiU,partido_1,#1e4a8e,votos_partido_1,por_voto_partido_1
1980,CC-UCD,partido_4,#008369,votos_partido_4,por_voto_partido_4
1980,PSC,partido_2,#da1f35,votos_partido_2,por_voto_partido_2
1980,ERC,partido_5,#e5ab4b,votos_partido_5,por_voto_partido_5
1980,PSUC,partido_3,#b81d05,votos_partido_3,por_voto_partido_3
1980,PSA,partido_6,#cc503e,votos_partido_6,por_voto_partido_6
1980,Otros,partido_99,#1E2F3C,votos_partido_99,por_voto_partido_99
