year,cod_ine,nom_mun,nom_prov,poblacion,ganador,ganador_por,color,ganador_bloque,ganador_por_bloque,color_bloque,votos_partido_1,votos_partido_2,votos_partido_3,votos_partido_4,votos_partido_5,votos_partido_6,votos_partido_7,votos_partido_8,votos_partido_99,por_voto_partido_1,por_voto_partido_2,por_voto_partido_3,por_voto_partido_4,por_voto_partido_5,por_voto_partido_6,por_voto_partido_7,por_voto_partido_8,por_voto_partido_99
2010,08001,Abrera,Barcelona,8370,CiU,29.2,#1e4a8e,No nacionalistas,59.9,#fa8c00,1434,1161,730,418,261,79,NA,NA,462,29.2,23.7,14.9,8.5,5.3,1.6,NA,NA,9.4
2010,08002,Aguilar de Segarra,Barcelona,203,CiU,58.6,#1e4a8e,Nacionalismo/independentismo,78.6,#18a1cd,85,4,9,9,8,9,NA,NA,20,58.6,2.8,6.2,6.2,5.5,6.2,NA,NA,13.8
2010,08003,Alella,Barcelona,6991,CiU,50.6,#1e4a8e,Nacionalismo/independentismo,63.4,#18a1cd,2416,472,592,245,372,173,NA,NA,242,50.6,9.9,12.4,5.1,7.8,3.6,NA,NA,5
2010,08004,Alpens,Barcelona,230,CiU,54.7,#1e4a8e,Nacionalismo/independentismo,81.8,#18a1cd,105,4,3,12,25,18,NA,NA,14,54.7,2.1,1.6,6.2,13,9.4,NA,NA,7.3
2010,08005,L'Ametlla del Vallès,Barcelona,5794,CiU,50.1,#1e4a8e,Nacionalismo/independentismo,65.6,#18a1cd,1939,337,355,251,278,250,NA,NA,226,50.1,8.7,9.2,6.5,7.2,6.5,NA,NA,5.9
2010,08006,Arenys de Mar,Barcelona,10880,CiU,46.2,#1e4a8e,Nacionalismo/independentismo,61.7,#18a1cd,3093,895,703,407,523,372,NA,NA,397,46.2,13.4,10.5,6.1,7.8,5.6,NA,NA,5.9
2010,08007,Arenys de Munt,Barcelona,6272,CiU,46.6,#1e4a8e,Nacionalismo/independentismo,69.1,#18a1cd,1901,392,265,236,492,310,NA,NA,309,46.6,9.6,6.5,5.8,12.1,7.6,NA,NA,7.6
2010,08008,Argençola,Barcelona,188,CiU,43.4,#1e4a8e,Nacionalismo/independentismo,69,#18a1cd,49,3,9,11,22,7,NA,NA,3,43.4,2.6,8,9.7,19.5,6.2,NA,NA,2.6
2010,08009,Argentona,Barcelona,8891,CiU,48.7,#1e4a8e,Nacionalismo/independentismo,62.3,#18a1cd,2786,628,619,397,395,279,NA,NA,350,48.7,11,10.8,6.9,6.9,4.9,NA,NA,6.1
2010,08010,Artés,Barcelona,4124,CiU,44.4,#1e4a8e,Nacionalismo/independentismo,65.6,#18a1cd,1151,310,147,142,320,203,NA,NA,215,44.4,11.9,5.7,5.5,12.3,7.8,NA,NA,8.3
2010,08011,Avià,Barcelona,1742,CiU,51,#1e4a8e,Nacionalismo/independentismo,78.8,#18a1cd,602,75,23,41,133,170,NA,NA,73,51,6.4,2,3.5,11.3,14.4,NA,NA,6.2
2010,08012,Avinyó,Barcelona,1712,CiU,61.8,#1e4a8e,Nacionalismo/independentismo,83.4,#18a1cd,778,77,38,34,179,83,NA,NA,30,61.8,6.1,3,2.7,14.2,6.6,NA,NA,2.4
2010,08013,Avinyonet del Penedès,Barcelona,1229,CiU,48.1,#1e4a8e,Nacionalismo/independentismo,63.4,#18a1cd,393,117,61,44,58,47,NA,NA,55,48.1,14.3,7.5,5.4,7.1,5.8,NA,NA,6.7
2010,08014,Aiguafreda,Barcelona,1895,CiU,51.9,#1e4a8e,Nacionalismo/independentismo,66.3,#18a1cd,684,158,75,59,113,64,NA,NA,108,51.9,12,5.7,4.5,8.6,4.8,NA,NA,8.2
2010,08015,Badalona,Barcelona,155437,CiU,31,#1e4a8e,No nacionalistas,58.9,#fa8c00,25914,19155,14770,7127,4389,1295,NA,NA,5363,31,22.9,17.7,8.5,5.2,1.6,NA,NA,6.4
2010,08016,Bagà,Barcelona,1950,CiU,48.5,#1e4a8e,Nacionalismo/independentismo,63.4,#18a1cd,611,249,49,49,107,55,NA,NA,95,48.5,19.8,3.9,3.9,8.5,4.4,NA,NA,7.6
2010,08017,Balenyà,Barcelona,2749,CiU,46.2,#1e4a8e,Nacionalismo/independentismo,65.3,#18a1cd,777,206,86,80,181,110,NA,NA,163,46.2,12.3,5.1,4.8,10.8,6.6,NA,NA,9.7
2010,08018,Balsareny,Barcelona,2690,CiU,42.4,#1e4a8e,Nacionalismo/independentismo,58.9,#18a1cd,662,308,83,89,164,70,NA,NA,110,42.4,19.7,5.3,5.7,10.5,4.5,NA,NA,7
2010,08019,Barcelona,Barcelona,1143040,CiU,36.3,#1e4a8e,No nacionalistas,49.9,#fa8c00,256967,126071,100511,65519,46214,20414,NA,NA,41076,36.3,17.8,14.2,9.3,6.5,2.9,NA,NA,5.8
2010,08020,Begues,Barcelona,4450,CiU,46,#1e4a8e,Nacionalismo/independentismo,59.6,#18a1cd,1399,332,363,193,255,120,NA,NA,160,46,10.9,11.9,6.3,8.4,3.9,NA,NA,5.2
2010,08021,Bellprat,Barcelona,77,CiU,49,#1e4a8e,Nacionalismo/independentismo,69.4,#18a1cd,24,7,4,0,9,1,NA,NA,1,49,14.3,8.2,0,18.4,2,NA,NA,2
