year,cod_ine,nom_mun,nom_prov,poblacion,ganador,ganador_por,color,ganador_bloque,ganador_por_bloque,color_bloque,partido_1,partido_2,partido_3,partido_4,partido_5,partido_7,partido_8,partido_99
2012,43092,Mont-roig del Camp,Tarragona,7090,CiU,31.21,#1e4a8e,No nacionalistas,52.79,#fa8c00,31.21,13.8,11.02,21.68,5.27,1.93,1.52,4.04
2012,43093,Móra d'Ebre,Tarragona,3924,CiU,39.4,#1e4a8e,Nacionalismo/independentismo,63.75,#18a1cd,39.4,12.1,20,9.91,5.22,2.99,1.25,3.67
2012,43094,Móra la Nova,Tarragona,2201,CiU,41.4,#1e4a8e,Nacionalismo/independentismo,68.83,#18a1cd,41.4,10.3,24.79,8.5,6.83,1.35,1.29,1.6
2012,43095,El Morell,Tarragona,2456,CiU,35.34,#1e4a8e,Nacionalismo/independentismo,56.73,#18a1cd,35.34,9.68,15.38,14.48,6.25,3.61,2.22,4.08
2012,43096,La Morera de Montsant,Tarragona,106,CiU,56.47,#1e4a8e,Nacionalismo/independentismo,87.06,#18a1cd,56.47,2.35,21.18,3.53,4.71,5.88,3.53,2.36
2012,43097,La Nou de Gaià,Tarragona,391,CiU,52.68,#1e4a8e,Nacionalismo/independentismo,74.16,#18a1cd,52.68,5.7,17.79,6.71,5.7,2.01,1.68,2.3600000000000003
2012,43098,Nulles,Tarragona,356,CiU,50.36,#1e4a8e,Nacionalismo/independentismo,76.45,#18a1cd,50.36,4.35,19.57,4.71,5.43,6.16,0,3.26
2012,43099,La Palma d'Ebre,Tarragona,320,CiU,60.47,#1e4a8e,Nacionalismo/independentismo,82.95,#18a1cd,60.47,9.69,19.38,2.71,4.26,3.1,0,0
2012,43100,Els Pallaresos,Tarragona,3112,CiU,24.08,#1e4a8e,No nacionalistas,56.78,#fa8c00,24.08,14.79,12.18,13.86,8.91,2.99,1.63,5.22
2012,43101,Passanant i Belltall,Tarragona,141,CiU,59.8,#1e4a8e,Nacionalismo/independentismo,88.23,#18a1cd,59.8,3.92,23.53,1.96,4.9,2.94,1.96,0
2012,43102,Paüls,Tarragona,505,CiU,44.95,#1e4a8e,Nacionalismo/independentismo,59.57,#18a1cd,44.95,27.66,12.23,5.32,3.72,1.86,0.53,0.53
2012,43103,Perafort,Tarragona,890,CiU,33.72,#1e4a8e,Nacionalismo/independentismo,53.12,#18a1cd,33.72,11.51,16.28,13.49,6.91,1.97,0.99,4.77
2012,43104,El Perelló,Tarragona,1843,ERC,37.67,#e5ab4b,Nacionalismo/independentismo,74.48,#18a1cd,31.08,11.11,37.67,5.3,5.03,2.34,3.39,1.22
2012,43105,Les Piles,Tarragona,176,CiU,36.09,#1e4a8e,Nacionalismo/independentismo,76.69,#18a1cd,36.09,9.77,33.83,1.5,6.77,3.01,3.76,2.25
2012,43106,El Pinell de Brai,Tarragona,861,CiU,31.22,#1e4a8e,Nacionalismo/independentismo,66.34,#18a1cd,31.22,11.06,25.69,11.22,5.85,7.97,1.46,2.12
2012,43107,Pira,Tarragona,375,ERC,37.18,#e5ab4b,Nacionalismo/independentismo,75.09,#18a1cd,31.41,5.78,37.18,5.78,7.58,5.42,1.08,1.7999999999999998
2012,43108,El Pla de Santa Maria,Tarragona,1789,CiU,43.58,#1e4a8e,Nacionalismo/independentismo,69.11,#18a1cd,43.58,7.8,21.99,9.14,6.07,2.36,1.1,2.77
2012,43109,La Pobla de Mafumet,Tarragona,2193,CiU,32.68,#1e4a8e,No nacionalistas,50.88,#fa8c00,32.68,11.01,8.99,17.25,6.38,3.26,1.81,6.67
2012,43110,La Pobla de Massaluca,Tarragona,310,CiU,58.53,#1e4a8e,Nacionalismo/independentismo,73.28,#18a1cd,58.53,9.68,10.14,8.76,1.84,4.15,0.46,1.84
2012,43111,La Pobla de Montornès,Tarragona,2116,CiU,26.33,#1e4a8e,No nacionalistas,52.99,#fa8c00,26.33,13.81,15.48,18.29,6.53,2.66,1.14,5.18
2012,43112,Poboleda,Tarragona,279,CiU,45.45,#1e4a8e,Nacionalismo/independentismo,84.09,#18a1cd,45.45,9.09,25.91,2.27,2.73,8.18,4.55,0.9
2012,43113,El Pont d'Armentera,Tarragona,442,CiU,54.35,#1e4a8e,Nacionalismo/independentismo,72.98,#18a1cd,54.35,10.25,15.22,7.76,3.73,1.24,2.17,2.48
2012,43114,Porrera,Tarragona,386,CiU,34.97,#1e4a8e,Nacionalismo/independentismo,80.43,#18a1cd,34.97,6.64,32.17,2.45,9.09,11.54,1.75,0.7
2012,43115,Pradell de la Teixeta,Tarragona,169,CiU,44.62,#1e4a8e,Nacionalismo/independentismo,83.85,#18a1cd,44.62,6.15,29.23,1.54,3.85,10,0,3.85
2012,43116,Prades,Tarragona,485,CiU,46.54,#1e4a8e,Nacionalismo/independentismo,80.32,#18a1cd,46.54,11.44,26.6,2.39,4.52,5.32,1.86,1.07
2012,43117,Prat de Comte,Tarragona,146,CiU,54.78,#1e4a8e,Nacionalismo/independentismo,68.69,#18a1cd,54.78,11.3,12.17,11.3,5.22,0,1.74,0.87
2012,43118,Pratdip,Tarragona,430,CiU,41.18,#1e4a8e,Nacionalismo/independentismo,66.57,#18a1cd,41.18,15.17,24.15,7.43,7.74,0.62,0.62,0.62
2012,43119,Puigpelat,Tarragona,766,CiU,34.87,#1e4a8e,Nacionalismo/independentismo,59.01,#18a1cd,34.87,9.2,18.39,10.54,5.94,4.41,1.34,5.55
2012,43120,Querol,Tarragona,442,CiU,31.91,#1e4a8e,No nacionalistas,50.59,#fa8c00,31.91,17.12,12.45,17.51,5.84,4.67,0,3.51
2012,43121,Rasquera,Tarragona,623,ERC,44.9,#e5ab4b,Nacionalismo/independentismo,82.92,#18a1cd,28.32,6.38,44.9,2.81,3.83,4.34,5.36,0.26
2012,43122,Renau,Tarragona,90,CiU,44.44,#1e4a8e,Nacionalismo/independentismo,66.66,#18a1cd,44.44,6.94,13.89,8.33,12.5,8.33,0,2.78
2012,43123,Reus,Tarragona,70301,CiU,30.92,#1e4a8e,No nacionalistas,49.3,#fa8c00,30.92,13.83,11.42,17.3,5.98,5.32,1.29,3.72
2012,43124,La Riba,Tarragona,518,CiU,42.13,#1e4a8e,Nacionalismo/independentismo,70.13,#18a1cd,42.13,8.8,21.6,9.07,5.87,4,2.13,2.4000000000000004
2012,43125,Riba-roja d'Ebre,Tarragona,987,CiU,41.08,#1e4a8e,Nacionalismo/independentismo,59.77,#18a1cd,41.08,21.95,14.73,9.49,2.97,2.12,1.27,2.12
2012,43126,La Riera de Gaià,Tarragona,1166,CiU,43.44,#1e4a8e,Nacionalismo/independentismo,65.75,#18a1cd,43.44,7.44,18.38,9.41,7.44,2.84,1.09,2.75
2012,43127,Riudecanyes,Tarragona,767,CiU,52.89,#1e4a8e,Nacionalismo/independentismo,78.35,#18a1cd,52.89,3.61,20.22,7.76,5.42,3.43,1.81,1.98
2012,43128,Riudecols,Tarragona,950,CiU,38.35,#1e4a8e,Nacionalismo/independentismo,65.2,#18a1cd,38.35,13.49,20.88,6.68,7.67,4.55,1.28,3.55
2012,43129,Riudoms,Tarragona,4547,CiU,51.17,#1e4a8e,Nacionalismo/independentismo,70.68,#18a1cd,51.17,7.29,12.22,9.63,3.69,5.6,1.63,1.49
2012,43130,Rocafort de Queralt,Tarragona,199,CiU,40.38,#1e4a8e,Nacionalismo/independentismo,80.76,#18a1cd,40.38,5.13,35.9,8.33,1.92,1.92,2.56,1.92
2012,43131,Roda de Berà,Tarragona,4541,CiU,25.09,#1e4a8e,No nacionalistas,59.46,#fa8c00,25.09,17.65,8.36,19.83,7.78,0.99,0.55,6.109999999999999
2012,43132,Rodonyà,Tarragona,354,CiU,43.51,#1e4a8e,Nacionalismo/independentismo,75.57,#18a1cd,43.51,3.05,25.95,6.87,5.34,2.67,3.44,3.83
2012,43133,Roquetes,Tarragona,5687,CiU,27.35,#1e4a8e,Nacionalismo/independentismo,57.45,#18a1cd,27.35,10.23,23.93,11.46,9.23,4.53,1.55,6.38
2012,43134,El Rourell,Tarragona,286,CiU,32.2,#1e4a8e,Nacionalismo/independentismo,58.54,#18a1cd,32.2,15.61,18.05,6.83,6.34,5.85,2.44,2.9299999999999997
2012,43135,Salomó,Tarragona,335,CiU,63.74,#1e4a8e,Nacionalismo/independentismo,81.68,#18a1cd,63.74,4.2,16.03,6.11,2.67,1.53,0.38,1.52
2012,43136,Sant Carles de la Ràpita,Tarragona,10255,CiU,34.34,#1e4a8e,Nacionalismo/independentismo,65.65,#18a1cd,34.34,12.08,26.83,8.9,7.45,2.35,1.99,2.0700000000000003
2012,43137,Sant Jaume dels Domenys,Tarragona,1911,CiU,37.69,#1e4a8e,Nacionalismo/independentismo,59.11,#18a1cd,37.69,14.72,16.28,11.21,5.06,4.28,0.86,3.58
2012,43138,Santa Bàrbara,Tarragona,2698,CiU,43.12,#1e4a8e,Nacionalismo/independentismo,60.99,#18a1cd,43.12,10.14,14.19,15.04,3.62,2.05,1.57,3.68
2012,43139,Santa Coloma de Queralt,Tarragona,2133,CiU,56.27,#1e4a8e,Nacionalismo/independentismo,82.38,#18a1cd,56.27,4.42,20.87,5.89,2.75,3.71,1.34,2.09
2012,43140,Santa Oliva,Tarragona,2376,PSC,22.53,#da1f35,No nacionalistas,61.09,#fa8c00,21.39,22.53,12.73,17.31,7.7,2.1,1.02,6.61
2012,43141,Pontils,Tarragona,117,CiU,43.59,#1e4a8e,Nacionalismo/independentismo,75.64,#18a1cd,43.59,7.69,25.64,7.69,5.13,1.28,5.13,1.28
2012,43142,Sarral,Tarragona,1145,CiU,49.31,#1e4a8e,Nacionalismo/independentismo,76.98,#18a1cd,49.31,5.53,23.27,6.67,5.53,2.89,1.51,1.64
2012,43143,Savallà del Comtat,Tarragona,60,CiU,55.1,#1e4a8e,Nacionalismo/independentismo,71.43,#18a1cd,55.1,14.29,16.33,0,2.04,0,0,0
2012,43144,La Secuita,Tarragona,1209,CiU,30.7,#1e4a8e,Nacionalismo/independentismo,63.76,#18a1cd,30.7,7.32,23.02,10.39,6.38,4.96,4.96,3.78
2012,43145,La Selva del Camp,Tarragona,3982,CiU,40.72,#1e4a8e,Nacionalismo/independentismo,64.12,#18a1cd,40.72,14.18,16.29,8.21,6.11,4.97,2.14,2.14
2012,43146,Senan,Tarragona,46,CiU,38.24,#1e4a8e,Nacionalismo/independentismo,67.65,#18a1cd,38.24,0,23.53,2.94,23.53,5.88,0,2.94
2012,43147,Solivella,Tarragona,524,CiU,56.17,#1e4a8e,Nacionalismo/independentismo,85.47,#18a1cd,56.17,2.42,21.55,6.54,2.66,5.57,2.18,0.24
2012,43148,Tarragona,Tarragona,89379,CiU,23.97,#1e4a8e,No nacionalistas,59.84,#fa8c00,23.97,16.17,10.44,19.7,8.04,2.97,1.25,4.1
2012,43149,Tivenys,Tarragona,707,CiU,37.95,#1e4a8e,Nacionalismo/independentismo,54.82,#18a1cd,37.95,24.9,11.45,9.04,4.22,3.01,2.41,2.2
2012,43150,Tivissa,Tarragona,1339,CiU,41.56,#1e4a8e,Nacionalismo/independentismo,74.63,#18a1cd,41.56,3.8,24.39,7.9,10.54,5.85,2.83,0.98
2012,43151,La Torre de Fontaubella,Tarragona,113,ERC,31.58,#e5ab4b,Nacionalismo/independentismo,76.84,#18a1cd,29.47,1.05,31.58,6.32,11.58,15.79,0,2.1
2012,43152,La Torre de l'Espanyol,Tarragona,465,CiU,54.12,#1e4a8e,Nacionalismo/independentismo,76.64,#18a1cd,54.12,13.74,20.05,3.3,6.04,0.82,1.65,0.27
2012,43153,Torredembarra,Tarragona,10384,CiU,30.42,#1e4a8e,No nacionalistas,50.14,#fa8c00,30.42,14.95,13.28,14.6,7.25,3.34,1.47,3.24
2012,43154,Torroja del Priorat,Tarragona,140,CiU,45.95,#1e4a8e,Nacionalismo/independentismo,81.08,#18a1cd,45.95,5.41,20.72,4.5,6.31,14.41,0,0
2012,43155,Tortosa,Tarragona,22842,CiU,33.82,#1e4a8e,Nacionalismo/independentismo,57.21,#18a1cd,33.82,11.47,18.09,11.96,9.9,3.76,1.48,3.98
2012,43156,Ulldecona,Tarragona,4075,CiU,32.5,#1e4a8e,Nacionalismo/independentismo,53.68,#18a1cd,32.5,17.27,14.73,16.74,4.1,5.05,1.29,3.75
2012,43157,Ulldemolins,Tarragona,372,CiU,46.33,#1e4a8e,Nacionalismo/independentismo,76.68,#18a1cd,46.33,6.07,23.32,8.95,5.75,5.11,1.92,0.32
2012,43158,Vallclara,Tarragona,97,CiU,66.25,#1e4a8e,Nacionalismo/independentismo,92.5,#18a1cd,66.25,0,23.75,2.5,1.25,0,2.5,2.5
2012,43159,Vallfogona de Riucorb,Tarragona,87,CiU,68.75,#1e4a8e,Nacionalismo/independentismo,87.49,#18a1cd,68.75,4.69,15.62,0,3.12,3.12,0,3.12
2012,43160,Vallmoll,Tarragona,1293,CiU,33.45,#1e4a8e,Nacionalismo/independentismo,54.27,#18a1cd,33.45,16.61,16.26,13.22,5.38,3.16,1.05,3.97
2012,43161,Valls,Tarragona,17151,CiU,37.99,#1e4a8e,Nacionalismo/independentismo,64.21,#18a1cd,37.99,11.17,18.37,10.14,5.11,5.71,2.05,3.3400000000000003
2012,43162,Vandellòs i l'Hospitalet de l'Infant,Tarragona,4200,CiU,30.36,#1e4a8e,No nacionalistas,49.44,#fa8c00,30.36,17.02,14.84,13.66,5.48,2.15,1.56,1.88
2012,43163,El Vendrell,Tarragona,24930,CiU,26.98,#1e4a8e,No nacionalistas,54.99,#fa8c00,26.98,15.84,11.58,15.93,8.08,3.12,1.57,6.24
2012,43164,Vespella de Gaià,Tarragona,283,PSC,20.47,#da1f35,No nacionalistas,67,#fa8c00,19.53,20.47,9.3,18.14,15.35,2.79,0.47,3.74
2012,43165,Vilabella,Tarragona,611,CiU,51.18,#1e4a8e,Nacionalismo/independentismo,80.7,#18a1cd,51.18,5.71,23.62,4.13,5.91,3.54,2.36,1.58
2012,43166,Vilallonga del Camp,Tarragona,1531,CiU,29.88,#1e4a8e,Nacionalismo/independentismo,56.3,#18a1cd,29.88,9.32,19.79,13.16,8.26,4.42,2.21,3.46
2012,43167,Vilanova d'Escornalbou,Tarragona,392,CiU,50.32,#1e4a8e,Nacionalismo/independentismo,78.25,#18a1cd,50.32,3.25,22.73,8.44,6.49,3.25,1.95,1.62
2012,43168,Vilanova de Prades,Tarragona,103,CiU,49.37,#1e4a8e,Nacionalismo/independentismo,75.95,#18a1cd,49.37,11.39,18.99,8.86,1.27,2.53,5.06,0
2012,43169,Vilaplana,Tarragona,472,CiU,40.39,#1e4a8e,Nacionalismo/independentismo,79.06,#18a1cd,40.39,8.13,26.11,4.19,4.43,9.85,2.71,1.97
2012,43170,Vila-rodona,Tarragona,874,CiU,49.37,#1e4a8e,Nacionalismo/independentismo,74.77,#18a1cd,49.37,7.41,20.98,6.78,4.26,2.84,1.58,2.69
2012,43171,Vila-seca,Tarragona,14078,CiU,22.9,#1e4a8e,No nacionalistas,66.69,#fa8c00,22.9,18.68,6.43,20.47,7.26,1.55,0.61,4.46
2012,43172,Vilaverd,Tarragona,381,CiU,52.96,#1e4a8e,Nacionalismo/independentismo,81.18,#18a1cd,52.96,4.18,18.12,6.27,3.14,6.27,3.48,1.7399999999999998
2012,43173,La Vilella Alta,Tarragona,109,CUP,34.48,#e5c64b,Nacionalismo/independentismo,91.96,#18a1cd,28.74,1.15,28.74,1.15,3.45,34.48,0,1.15
2012,43174,La Vilella Baixa,Tarragona,157,CiU,46.03,#1e4a8e,Nacionalismo/independentismo,92.86,#18a1cd,46.03,2.38,36.51,0,1.59,6.35,3.97,0.79
2012,43175,Vilalba dels Arcs,Tarragona,596,CiU,47.54,#1e4a8e,Nacionalismo/independentismo,74.54,#18a1cd,47.54,3.57,20.76,16.29,1.79,3.12,2.9,1.11
2012,43176,Vimbodí i Poblet,Tarragona,819,CiU,48.76,#1e4a8e,Nacionalismo/independentismo,81.44,#18a1cd,48.76,4.48,29.19,4.98,3.81,1.33,2.16,2.5
2012,43177,Vinebre,Tarragona,329,CiU,46.53,#1e4a8e,Nacionalismo/independentismo,74.28,#18a1cd,46.53,6.53,22.86,8.16,4.9,3.67,1.22,2.4499999999999997
2012,43178,Vinyols i els Arcs,Tarragona,1283,CiU,43.37,#1e4a8e,Nacionalismo/independentismo,61.64,#18a1cd,43.37,10,12.83,13.37,5.11,2.72,2.72,3.38
2012,43901,Deltebre,Tarragona,8845,CiU,32.72,#1e4a8e,Nacionalismo/independentismo,65.66,#18a1cd,32.72,13.57,26.76,10.12,4.32,3.63,2.51,1.52
2012,43902,Sant Jaume d'Enveja,Tarragona,2766,CiU,30.26,#1e4a8e,Nacionalismo/independentismo,54.25,#18a1cd,30.26,25.75,20.87,8.97,3.23,1.53,1.53,2.12
2012,43903,Camarles,Tarragona,2359,CiU,42.84,#1e4a8e,Nacionalismo/independentismo,71.91,#18a1cd,42.84,11.6,23.9,8.46,3.07,1.82,3.28,0.91
2012,43904,L'Aldea,Tarragona,2923,CiU,31.19,#1e4a8e,Nacionalismo/independentismo,63.46,#18a1cd,31.19,10.47,28.65,11.68,4.55,2.07,1.55,3.28
2012,43905,Salou,Tarragona,13867,PP,27.07,#0393d3,No nacionalistas,63.32,#fa8c00,24.06,13.85,9.12,27.07,6.35,1.36,0.85,3.41
2012,43906,L'Ampolla,Tarragona,2045,CiU,50.07,#1e4a8e,Nacionalismo/independentismo,69,#18a1cd,50.07,7.38,15.39,12.91,5.53,1.7,1.84,1.77
2012,43907,La Canonja,Tarragona,4161,PSC,31.27,#da1f35,No nacionalistas,70.84,#fa8c00,17.59,31.27,6.37,17.66,8.38,3.45,0.49,3.56
2012,43998,Residents Absents,Tarragona,11618,CiU,30.53,#1e4a8e,Nacionalismo/independentismo,54.79,#18a1cd,30.53,15.87,18.93,12.53,8.27,2,3.2,3.86
