year,cod_ine,nom_mun,nom_prov,poblacion,ganador,ganador_por,color,ganador_bloque,ganador_por_bloque,color_bloque,votos_partido_2,votos_partido_3,votos_partido_4,votos_partido_5,votos_partido_6,votos_partido_7,votos_partido_8,votos_partido_99,por_voto_partido_2,por_voto_partido_3,por_voto_partido_4,por_voto_partido_5,por_voto_partido_6,por_voto_partido_7,por_voto_partido_8,por_voto_partido_99
2017,08013,Avinyonet del Penedès,Barcelona,1246,JxCat,39.5,#00c4b2,Nacionalismo/independentismo,68.8,#fa8c00,423,253,77,57,60,23,NA,6,39.5,23.6,7.2,5.3,5.6,2.1,NA,0.6
2017,08014,Aiguafreda,Barcelona,2008,JxCat,38.7,#00c4b2,Nacionalismo/independentismo,73.6,#fa8c00,660,499,110,79,95,43,NA,18,38.7,29.3,6.4,4.6,5.6,2.5,NA,1.1
2017,08015,Badalona,Barcelona,155706,Cs,31,#da5b1f,No nacionalistas,66.9,#18a1cd,14368,22566,21067,11262,3697,10301,NA,1897,11.6,18.2,17,9.1,3,8.3,NA,1.5
2017,08016,Bagà,Barcelona,1817,JxCat,34.4,#00c4b2,Nacionalismo/independentismo,70.7,#fa8c00,536,467,138,57,99,22,NA,3,34.4,30,8.9,3.7,6.3,1.4,NA,0.2
2017,08017,Balenyà,Barcelona,2783,JxCat,38.2,#00c4b2,Nacionalismo/independentismo,66.6,#fa8c00,904,564,206,100,106,42,NA,24,38.2,23.9,8.7,4.2,4.5,1.8,NA,1
2017,08018,Balsareny,Barcelona,2592,JxCat,29.4,#00c4b2,Nacionalismo/independentismo,59.1,#fa8c00,632,526,232,128,112,34,NA,16,29.4,24.5,10.8,6,5.2,1.6,NA,0.7
2017,08019,Barcelona,Barcelona,1125838,Cs,24,#da5b1f,No nacionalistas,53.8,#18a1cd,179151,191588,132742,85351,48446,46225,NA,9284,19.6,20.9,14.5,9.3,5.3,5,NA,1
2017,08020,Begues,Barcelona,5031,ERC,26.8,#e5ab4b,Nacionalismo/independentismo,56.4,#fa8c00,1057,1168,468,320,238,90,NA,48,24.2,26.8,10.7,7.3,5.4,2.1,NA,1.1
2017,08021,Bellprat,Barcelona,68,JxCat,39.3,#00c4b2,Nacionalismo/independentismo,67.9,#fa8c00,22,13,4,2,3,2,NA,0,39.3,23.2,7.1,3.6,5.4,3.6,NA,0
2017,08022,Berga,Barcelona,12192,JxCat,40.9,#00c4b2,Nacionalismo/independentismo,76.8,#fa8c00,4047,2750,630,314,803,244,NA,53,40.9,27.8,6.4,3.2,8.1,2.5,NA,0.5
2017,08023,Bigues i Riells,Barcelona,6800,ERC,26.8,#e5ab4b,Nacionalismo/independentismo,54.2,#fa8c00,1300,1527,554,373,258,175,NA,67,22.9,26.8,9.7,6.6,4.5,3.1,NA,1.2
2017,08024,Borredà,Barcelona,369,JxCat,51.1,#00c4b2,Nacionalismo/independentismo,82.2,#fa8c00,161,69,24,5,29,6,NA,1,51.1,21.9,7.6,1.6,9.2,1.9,NA,0.3
2017,08025,El Bruc,Barcelona,1501,ERC,27.7,#e5ab4b,Nacionalismo/independentismo,61.3,#fa8c00,301,351,111,101,125,40,NA,9,23.7,27.7,8.8,8,9.9,3.1,NA,0.7
2017,08026,El Brull,Barcelona,183,JxCat,61.7,#00c4b2,Nacionalismo/independentismo,90.4,#fa8c00,103,33,1,2,15,4,NA,1,61.7,19.8,0.6,1.2,9,2.4,NA,0.6
2017,08027,Les Cabanyes,Barcelona,696,JxCat,36.4,#00c4b2,Nacionalismo/independentismo,66.4,#fa8c00,220,144,54,30,37,15,NA,3,36.4,23.8,8.9,5,6.1,2.5,NA,0.5
2017,08028,Cabrera d'Anoia,Barcelona,1033,Cs,29,#da5b1f,No nacionalistas,58.9,#18a1cd,111,179,136,57,33,27,NA,17,14,22.6,17.1,7.2,4.2,3.4,NA,2.1
2017,08029,Cabrera de Mar,Barcelona,3528,JxCat,38,#00c4b2,Nacionalismo/independentismo,65,#fa8c00,1189,717,270,149,128,92,NA,20,38,22.9,8.6,4.8,4.1,2.9,NA,0.6
2017,08030,Cabrils,Barcelona,5129,JxCat,38.1,#00c4b2,Nacionalismo/independentismo,65.2,#fa8c00,1719,1019,367,196,201,105,NA,46,38.1,22.6,8.1,4.3,4.5,2.3,NA,1
2017,08031,Calaf,Barcelona,2362,JxCat,40.5,#00c4b2,Nacionalismo/independentismo,68.6,#fa8c00,814,482,173,85,84,82,NA,11,40.5,24,8.6,4.2,4.2,4.1,NA,0.6
2017,08032,Caldes d'Estrac,Barcelona,2013,JxCat,31,#00c4b2,Nacionalismo/independentismo,61.6,#fa8c00,503,412,194,109,87,42,NA,19,31,25.4,11.9,6.7,5.3,2.6,NA,1.2
2017,08033,Caldes de Montbui,Barcelona,13010,ERC,27.2,#e5ab4b,Nacionalismo/independentismo,56.6,#fa8c00,2592,2974,1199,676,619,323,NA,119,23.7,27.2,11,6.2,5.7,3,NA,1.1
2017,08034,Calders,Barcelona,767,JxCat,42.8,#00c4b2,Nacionalismo/independentismo,81.7,#fa8c00,286,201,30,17,59,13,NA,7,42.8,30.1,4.5,2.5,8.8,2,NA,1
2017,08035,Calella,Barcelona,12680,JxCat,29.6,#00c4b2,Nacionalismo/independentismo,58.4,#fa8c00,2931,2413,949,515,434,364,NA,108,29.6,24.4,9.6,5.2,4.4,3.7,NA,1.1
2017,08036,Calonge de Segarra,Barcelona,166,JxCat,68.1,#00c4b2,Nacionalismo/independentismo,88.7,#fa8c00,96,24,6,3,5,0,NA,0,68.1,17,4.3,2.1,3.5,0,NA,0
2017,08037,Calldetenes,Barcelona,1890,JxCat,52.6,#00c4b2,Nacionalismo/independentismo,84.1,#fa8c00,880,427,70,38,100,28,NA,6,52.6,25.5,4.2,2.3,6,1.7,NA,0.4
2017,08038,Callús,Barcelona,1512,JxCat,38.8,#00c4b2,Nacionalismo/independentismo,72.4,#fa8c00,501,358,80,49,76,26,NA,4,38.8,27.7,6.2,3.8,5.9,2,NA,0.3
2017,08039,Campins,Barcelona,391,JxCat,37.2,#00c4b2,Nacionalismo/independentismo,79.4,#fa8c00,128,90,21,19,55,4,NA,4,37.2,26.2,6.1,5.5,16,1.2,NA,1.2
2017,08040,Canet de Mar,Barcelona,10891,JxCat,28.2,#00c4b2,Nacionalismo/independentismo,60.5,#fa8c00,2512,2407,895,511,476,332,NA,91,28.2,27,10,5.7,5.3,3.7,NA,1
2017,08041,Canovelles,Barcelona,10519,Cs,37.2,#da5b1f,No nacionalistas,71.8,#18a1cd,948,1140,1675,646,212,427,NA,121,11.4,13.8,20.2,7.8,2.6,5.2,NA,1.5
2017,08042,Cànoves i Samalús,Barcelona,2281,Cs,28,#da5b1f,No nacionalistas,51.7,#18a1cd,362,487,235,135,80,74,NA,15,18.6,25.1,12.1,7,4.1,3.8,NA,0.8
2017,08043,Canyelles,Barcelona,3240,Cs,31.6,#da5b1f,No nacionalistas,59.1,#18a1cd,475,518,382,200,74,106,NA,35,18,19.7,14.5,7.6,2.8,4,NA,1.3
2017,08044,Capellades,Barcelona,4127,ERC,25.3,#e5ab4b,Nacionalismo/independentismo,56.6,#fa8c00,770,872,435,154,310,102,NA,35,22.3,25.3,12.6,4.5,9,3,NA,1
2017,08045,Capolat,Barcelona,70,JxCat,52.6,#00c4b2,Nacionalismo/independentismo,89.5,#fa8c00,30,11,1,2,10,1,NA,2,52.6,19.3,1.8,3.5,17.5,1.8,NA,3.5
2017,08046,Cardedeu,Barcelona,13223,ERC,27.4,#e5ab4b,Nacionalismo/independentismo,60.4,#fa8c00,2961,3109,1208,756,779,295,NA,88,26.1,27.4,10.7,6.7,6.9,2.6,NA,0.8
2017,08047,Cardona,Barcelona,3807,JxCat,28,#00c4b2,Nacionalismo/independentismo,56,#fa8c00,887,756,462,125,135,115,NA,21,28,23.8,14.6,3.9,4.2,3.6,NA,0.7
2017,08048,Carme,Barcelona,574,JxCat,42.2,#00c4b2,Nacionalismo/independentismo,77.4,#fa8c00,207,147,37,7,26,8,NA,6,42.2,29.9,7.5,1.4,5.3,1.6,NA,1.2
2017,08049,Casserres,Barcelona,1305,JxCat,49.4,#00c4b2,Nacionalismo/independentismo,85,#fa8c00,543,298,26,24,93,34,NA,6,49.4,27.1,2.4,2.2,8.5,3.1,NA,0.6
2017,08050,Castellar del Riu,Barcelona,134,JxCat,65,#00c4b2,Nacionalismo/independentismo,90.2,#fa8c00,80,23,3,0,8,1,NA,0,65,18.7,2.4,0,6.5,0.8,NA,0
2017,08051,Castellar del Vallès,Barcelona,18162,ERC,25.2,#e5ab4b,Nacionalismo/independentismo,52.5,#fa8c00,3536,3901,1856,1156,694,469,NA,172,22.8,25.2,12,7.5,4.5,3,NA,1.1
2017,08052,Castellar de n'Hug,Barcelona,138,JxCat,61.8,#00c4b2,Nacionalismo/independentismo,86.2,#fa8c00,76,27,3,1,3,6,NA,1,61.8,22,2.4,0.8,2.4,4.9,NA,0.8
2017,08053,Castellbell i el Vilar,Barcelona,2844,ERC,24.3,#e5ab4b,Nacionalismo/independentismo,52.9,#fa8c00,543,546,295,127,98,68,NA,16,24.2,24.3,13.2,5.7,4.4,3,NA,0.7
2017,08054,Castellbisbal,Barcelona,9097,Cs,30.8,#da5b1f,No nacionalistas,59.2,#18a1cd,1069,1641,1094,687,347,263,NA,121,14,21.5,14.3,9,4.6,3.5,NA,1.6
2017,08055,Castellcir,Barcelona,521,JxCat,40.5,#00c4b2,Nacionalismo/independentismo,79.3,#fa8c00,180,132,17,11,40,7,NA,2,40.5,29.7,3.8,2.5,9,1.6,NA,0.4
2017,08056,Castelldefels,Barcelona,42657,Cs,35.4,#da5b1f,No nacionalistas,68.2,#18a1cd,4215,5817,5774,3003,814,2077,NA,543,12.2,16.8,16.6,8.7,2.4,6,NA,1.6
2017,08057,Castell de l'Areny,Barcelona,65,JxCat,58.2,#00c4b2,Nacionalismo/independentismo,92.7,#fa8c00,32,13,0,2,6,1,NA,0,58.2,23.6,0,3.6,10.9,1.8,NA,0
2017,08058,Castellet i la Gornal,Barcelona,1746,Cs,24.8,#da5b1f,No nacionalistas,51.1,#18a1cd,334,297,199,91,55,59,NA,23,23.6,21,14.1,6.4,3.9,4.2,NA,1.6
2017,08059,Castellfollit del Boix,Barcelona,343,JxCat,45.8,#00c4b2,Nacionalismo/independentismo,83.2,#fa8c00,136,87,7,5,24,5,NA,0,45.8,29.3,2.4,1.7,8.1,1.7,NA,0
2017,08060,Castellfollit de Riubregós,Barcelona,143,JxCat,51.5,#00c4b2,Nacionalismo/independentismo,74.6,#fa8c00,67,25,8,5,5,5,NA,0,51.5,19.2,6.2,3.9,3.9,3.9,NA,0
2017,08061,Castellgalí,Barcelona,1594,Cs,26.1,#da5b1f,No nacionalistas,52.1,#18a1cd,299,262,172,112,56,39,NA,16,22.9,20.1,13.2,8.6,4.3,3,NA,1.2
2017,08062,Castellnou de Bages,Barcelona,965,JxCat,35.5,#00c4b2,Nacionalismo/independentismo,65,#fa8c00,306,210,71,43,44,15,NA,7,35.5,24.4,8.2,5,5.1,1.7,NA,0.8
2017,08063,Castellolí,Barcelona,462,JxCat,49,#00c4b2,Nacionalismo/independentismo,84.4,#fa8c00,207,128,19,17,21,4,NA,4,49,30.3,4.5,4,5,0.9,NA,0.9
2017,08064,Castellterçol,Barcelona,1875,JxCat,42.3,#00c4b2,Nacionalismo/independentismo,76.4,#fa8c00,676,445,107,75,100,27,NA,12,42.3,27.8,6.7,4.7,6.2,1.7,NA,0.8
2017,08065,Castellví de la Marca,Barcelona,1177,JxCat,42.5,#00c4b2,Nacionalismo/independentismo,74.5,#fa8c00,429,242,69,39,81,34,NA,11,42.5,24,6.8,3.9,8,3.4,NA,1.1
2017,08066,Castellví de Rosanes,Barcelona,1396,Cs,25.7,#da5b1f,No nacionalistas,50.9,#18a1cd,241,278,160,92,53,29,NA,17,20.4,23.6,13.6,7.8,4.5,2.5,NA,1.4
2017,08067,Centelles,Barcelona,5721,JxCat,41.9,#00c4b2,Nacionalismo/independentismo,73.4,#fa8c00,2022,1199,353,177,318,112,NA,23,41.9,24.9,7.3,3.7,6.6,2.3,NA,0.5
2017,08068,Cervelló,Barcelona,6785,ERC,26.6,#e5ab4b,No nacionalistas,51.9,#18a1cd,1021,1504,741,401,176,221,NA,90,18.1,26.6,13.1,7.1,3.1,3.9,NA,1.6
2017,08069,Collbató,Barcelona,3237,ERC,29.3,#e5ab4b,Nacionalismo/independentismo,59.6,#fa8c00,685,820,258,175,162,73,NA,26,24.5,29.3,9.2,6.3,5.8,2.6,NA,0.9
2017,08070,Collsuspina,Barcelona,266,JxCat,49.8,#00c4b2,Nacionalismo/independentismo,85.2,#fa8c00,118,68,9,7,16,1,NA,2,49.8,28.7,3.8,3,6.8,0.4,NA,0.8
2017,08071,Copons,Barcelona,248,ERC,35.4,#e5ab4b,Nacionalismo/independentismo,78.3,#fa8c00,68,75,17,5,23,3,NA,2,32.1,35.4,8,2.4,10.8,1.4,NA,0.9
2017,08072,Corbera de Llobregat,Barcelona,10487,ERC,27.1,#e5ab4b,Nacionalismo/independentismo,52.3,#fa8c00,1769,2288,972,547,357,260,NA,99,20.9,27.1,11.5,6.5,4.2,3.1,NA,1.2
2017,08073,Cornellà de Llobregat,Barcelona,62206,Cs,33.4,#da5b1f,No nacionalistas,76.2,#18a1cd,3031,7382,12537,5761,1491,2662,NA,772,6,14.5,24.7,11.3,2.9,5.2,NA,1.5
2017,08074,Cubelles,Barcelona,10813,Cs,33.7,#da5b1f,No nacionalistas,61.3,#18a1cd,1215,1816,1250,666,248,332,NA,120,14.2,21.2,14.6,7.8,2.9,3.9,NA,1.4
2017,08075,Dosrius,Barcelona,3938,Cs,25.8,#da5b1f,Nacionalismo/independentismo,52.5,#fa8c00,775,853,367,199,113,108,NA,34,23.4,25.7,11.1,6,3.4,3.3,NA,1
2017,08076,Esparreguera,Barcelona,16354,Cs,26.8,#da5b1f,No nacionalistas,56,#18a1cd,2072,3172,2186,1064,603,454,NA,222,15.4,23.6,16.3,7.9,4.5,3.4,NA,1.6
2017,08077,Esplugues de Llobregat,Barcelona,34562,Cs,32.6,#da5b1f,No nacionalistas,70.1,#18a1cd,3207,4488,5992,2715,808,1773,NA,330,11.1,15.6,20.8,9.4,2.8,6.2,NA,1.1
2017,08078,L'Espunyola,Barcelona,217,JxCat,59.1,#00c4b2,Nacionalismo/independentismo,89.2,#fa8c00,110,41,1,8,15,4,NA,0,59.1,22,0.5,4.3,8.1,2.1,NA,0
2017,08079,L'Estany,Barcelona,327,JxCat,38.3,#00c4b2,Nacionalismo/independentismo,83.9,#fa8c00,114,110,22,6,26,2,NA,0,38.3,36.9,7.4,2,8.7,0.7,NA,0
2017,08080,Fígols,Barcelona,38,ERC,41.9,#e5ab4b,Nacionalismo/independentismo,74.2,#fa8c00,8,13,2,0,2,3,NA,0,25.8,41.9,6.4,0,6.4,9.7,NA,0
2017,08081,Fogars de Montclús,Barcelona,345,JxCat,56.7,#00c4b2,Nacionalismo/independentismo,84.6,#fa8c00,169,51,7,10,32,2,NA,2,56.7,17.1,2.4,3.4,10.7,0.7,NA,0.7
2017,08082,Fogars de la Selva,Barcelona,1130,Cs,31.8,#da5b1f,No nacionalistas,59.5,#18a1cd,194,134,117,66,33,48,NA,21,21.4,14.8,12.9,7.3,3.6,5.3,NA,2.3
2017,08083,Folgueroles,Barcelona,1675,JxCat,55.6,#00c4b2,Nacionalismo/independentismo,89.5,#fa8c00,869,434,46,26,97,15,NA,3,55.6,27.8,2.9,1.7,6.2,1,NA,0.2
2017,08084,Fonollosa,Barcelona,1149,JxCat,33.9,#00c4b2,Nacionalismo/independentismo,70.5,#fa8c00,335,304,80,43,58,36,NA,9,33.9,30.7,8.1,4.3,5.9,3.6,NA,0.9
2017,08085,Font-rubí,Barcelona,989,JxCat,46.1,#00c4b2,Nacionalismo/independentismo,79.6,#fa8c00,397,232,37,20,56,26,NA,7,46.1,27,4.3,2.3,6.5,3,NA,0.8
2017,08086,Les Franqueses del Vallès,Barcelona,13790,Cs,31.1,#da5b1f,No nacionalistas,56.6,#18a1cd,2072,2386,1510,860,379,356,NA,140,18.4,21.2,13.4,7.6,3.4,3.2,NA,1.2
2017,08087,Gallifa,Barcelona,148,JxCat,46.3,#00c4b2,Nacionalismo/independentismo,79.4,#fa8c00,63,33,4,9,12,5,NA,2,46.3,24.3,2.9,6.6,8.8,3.7,NA,1.5
2017,08088,La Garriga,Barcelona,11991,JxCat,32.8,#00c4b2,Nacionalismo/independentismo,65.6,#fa8c00,3371,2702,888,499,676,256,NA,74,32.8,26.2,8.6,4.8,6.6,2.5,NA,0.7
2017,08089,Gavà,Barcelona,33943,Cs,34.4,#da5b1f,No nacionalistas,69.3,#18a1cd,3014,4677,5521,2438,658,1231,NA,449,10.9,16.9,20,8.8,2.4,4.5,NA,1.6
2017,08090,Gaià,Barcelona,132,JxCat,57.3,#00c4b2,Nacionalismo/independentismo,86.3,#fa8c00,67,27,4,2,7,2,NA,0,57.3,23.1,3.4,1.7,6,1.7,NA,0
2017,08091,Gelida,Barcelona,5295,ERC,25.3,#e5ab4b,Nacionalismo/independentismo,53.5,#fa8c00,988,1127,603,352,269,115,NA,59,22.1,25.3,13.5,7.9,6,2.6,NA,1.3
2017,08092,Gironella,Barcelona,3711,JxCat,41.7,#00c4b2,Nacionalismo/independentismo,76.2,#fa8c00,1295,877,218,95,194,99,NA,11,41.7,28.2,7,3.1,6.2,3.2,NA,0.3
2017,08093,Gisclareny,Barcelona,25,JxCat,56.5,#00c4b2,Nacionalismo/independentismo,91.3,#fa8c00,13,7,0,1,1,0,NA,0,56.5,30.4,0,4.3,4.3,0,NA,0
2017,08094,La Granada,Barcelona,1560,JxCat,35,#00c4b2,Nacionalismo/independentismo,70.1,#fa8c00,477,392,114,65,85,34,NA,9,35,28.8,8.4,4.8,6.2,2.5,NA,0.7
2017,08095,Granera,Barcelona,74,JxCat,53.2,#00c4b2,Nacionalismo/independentismo,85.5,#fa8c00,33,13,1,2,7,0,NA,0,53.2,21,1.6,3.2,11.3,0,NA,0
2017,08096,Granollers,Barcelona,43399,Cs,26.8,#da5b1f,No nacionalistas,53,#18a1cd,7627,7390,5197,2276,1398,1351,NA,444,21.6,20.9,14.7,6.4,4,3.8,NA,1.3
2017,08097,Gualba,Barcelona,1048,JxCat,38.1,#00c4b2,Nacionalismo/independentismo,74.6,#fa8c00,342,260,67,43,67,3,NA,7,38.1,29,7.5,4.8,7.5,0.3,NA,0.8
2017,08098,Sant Salvador de Guardiola,Barcelona,2367,JxCat,29.6,#00c4b2,Nacionalismo/independentismo,56.1,#fa8c00,586,419,152,113,106,82,NA,24,29.6,21.2,7.7,5.7,5.4,4.1,NA,1.2
2017,08099,Guardiola de Berguedà,Barcelona,745,JxCat,36.8,#00c4b2,Nacionalismo/independentismo,70.7,#fa8c00,220,153,80,23,50,12,NA,1,36.8,25.6,13.4,3.9,8.4,2,NA,0.2
2017,08100,Gurb,Barcelona,2041,JxCat,52.5,#00c4b2,Nacionalismo/independentismo,86.3,#fa8c00,979,538,80,23,93,24,NA,5,52.5,28.9,4.3,1.2,5,1.3,NA,0.3
2017,08101,L'Hospitalet de Llobregat,Barcelona,174944,Cs,33.4,#da5b1f,No nacionalistas,73.8,#18a1cd,10738,20670,31343,13269,3773,8442,NA,2047,7.9,15.2,23,9.7,2.8,6.2,NA,1.5
2017,08102,Igualada,Barcelona,28574,JxCat,32.7,#00c4b2,Nacionalismo/independentismo,61.3,#fa8c00,7734,5659,2322,1167,1086,774,NA,217,32.7,24,9.8,4.9,4.6,3.3,NA,0.9
2017,08103,Jorba,Barcelona,632,ERC,33.5,#e5ab4b,Nacionalismo/independentismo,70.3,#fa8c00,162,176,42,25,32,21,NA,3,30.8,33.5,8,4.8,6.1,4,NA,0.6
2017,08104,La Llacuna,Barcelona,667,JxCat,45.2,#00c4b2,Nacionalismo/independentismo,84,#fa8c00,255,171,15,13,48,12,NA,3,45.2,30.3,2.7,2.3,8.5,2.1,NA,0.5
2017,08105,La Llagosta,Barcelona,9657,Cs,37,#da5b1f,No nacionalistas,78.1,#18a1cd,483,1081,1955,775,120,375,NA,121,6.2,13.8,24.9,9.9,1.5,4.8,NA,1.5
2017,08106,Llinars del Vallès,Barcelona,7369,ERC,26.4,#e5ab4b,Nacionalismo/independentismo,55.3,#fa8c00,1475,1623,656,328,304,219,NA,86,24,26.4,10.7,5.3,4.9,3.6,NA,1.4
2017,08107,Lliçà d'Amunt,Barcelona,11724,Cs,32,#da5b1f,No nacionalistas,61.1,#18a1cd,1427,2011,1430,874,315,374,NA,164,14.6,20.6,14.6,8.9,3.2,3.8,NA,1.7
2017,08108,Lliçà de Vall,Barcelona,5087,Cs,30.7,#da5b1f,No nacionalistas,58.5,#18a1cd,816,859,613,343,109,202,NA,52,18.7,19.7,14.1,7.9,2.5,4.6,NA,1.2
2017,08109,Lluçà,Barcelona,215,JxCat,40.2,#00c4b2,Nacionalismo/independentismo,91.8,#fa8c00,78,64,1,4,36,6,NA,0,40.2,33,0.5,2.1,18.6,3.1,NA,0
2017,08110,Malgrat de Mar,Barcelona,13436,Cs,25.5,#da5b1f,No nacionalistas,51.1,#18a1cd,2370,2393,1492,708,370,401,NA,109,22.4,22.6,14.1,6.7,3.5,3.8,NA,1
2017,08111,Malla,Barcelona,210,JxCat,64.5,#00c4b2,Nacionalismo/independentismo,87.8,#fa8c00,127,36,5,7,10,4,NA,1,64.5,18.3,2.5,3.5,5.1,2,NA,0.5
2017,08112,Manlleu,Barcelona,12882,JxCat,39.7,#00c4b2,Nacionalismo/independentismo,67,#fa8c00,4182,2362,849,401,517,252,NA,51,39.7,22.4,8.1,3.8,4.9,2.4,NA,0.5
2017,08113,Manresa,Barcelona,52263,JxCat,33.1,#00c4b2,Nacionalismo/independentismo,62.4,#fa8c00,13888,10034,4178,2022,2256,1466,NA,325,33.1,23.9,10,4.8,5.4,3.5,NA,0.8
2017,08114,Martorell,Barcelona,18490,Cs,29,#da5b1f,No nacionalistas,61.9,#18a1cd,2130,2989,2688,1448,535,600,NA,196,14.2,19.9,17.9,9.7,3.6,4,NA,1.3
2017,08115,Martorelles,Barcelona,3829,Cs,29.4,#da5b1f,No nacionalistas,56.8,#18a1cd,518,719,455,268,111,98,NA,44,16.4,22.8,14.4,8.5,3.5,3.1,NA,1.4
2017,08116,Les Masies de Roda,Barcelona,557,JxCat,58.7,#00c4b2,Nacionalismo/independentismo,86.9,#fa8c00,291,114,9,7,26,6,NA,1,58.7,23,1.8,1.4,5.2,1.2,NA,0.2
2017,08117,Les Masies de Voltregà,Barcelona,2458,JxCat,45.5,#00c4b2,Nacionalismo/independentismo,72.8,#fa8c00,983,473,158,70,116,61,NA,7,45.5,21.9,7.3,3.2,5.4,2.8,NA,0.3
2017,08118,El Masnou,Barcelona,17611,ERC,26.1,#e5ab4b,Nacionalismo/independentismo,57.8,#fa8c00,3853,3895,1550,1115,864,443,NA,177,25.9,26.1,10.4,7.5,5.8,3,NA,1.2
2017,08119,Masquefa,Barcelona,6369,Cs,30.4,#da5b1f,No nacionalistas,59.3,#18a1cd,810,1144,746,491,163,169,NA,115,15.4,21.7,14.2,9.3,3.1,3.2,NA,2.2
2017,08120,Matadepera,Barcelona,6964,JxCat,51.1,#00c4b2,Nacionalismo/independentismo,71.8,#fa8c00,3157,1071,343,136,203,170,NA,35,51.1,17.4,5.6,2.2,3.3,2.8,NA,0.6
2017,08121,Mataró,Barcelona,86793,Cs,30.5,#da5b1f,No nacionalistas,57.5,#18a1cd,13228,14211,10543,4842,2675,3004,NA,884,18.5,19.9,14.8,6.8,3.8,4.2,NA,1.2
2017,08122,Mediona,Barcelona,1684,ERC,32.1,#e5ab4b,Nacionalismo/independentismo,66,#fa8c00,351,426,116,71,99,37,NA,10,26.4,32.1,8.7,5.3,7.5,2.8,NA,0.8
2017,08123,Molins de Rei,Barcelona,19263,ERC,27.2,#e5ab4b,Nacionalismo/independentismo,53.3,#fa8c00,3440,4546,2452,1357,913,403,NA,171,20.6,27.2,14.7,8.1,5.5,2.4,NA,1
2017,08124,Mollet del Vallès,Barcelona,36965,Cs,31.1,#da5b1f,No nacionalistas,66.8,#18a1cd,3469,5653,6077,3167,848,1193,NA,451,11.4,18.6,20,10.4,2.8,3.9,NA,1.5
2017,08125,Montcada i Reixac,Barcelona,25299,Cs,31.6,#da5b1f,No nacionalistas,67.2,#18a1cd,2055,3957,3650,2426,611,862,NA,372,10,19.3,17.8,11.8,3,4.2,NA,1.8
2017,08126,Montgat,Barcelona,8835,ERC,26.3,#e5ab4b,No nacionalistas,52.8,#18a1cd,1244,1974,957,678,302,269,NA,104,16.6,26.3,12.7,9,4,3.6,NA,1.4
