year,cod_ine,nom_mun,nom_prov,poblacion,ganador,ganador_por,color,ganador_bloque,ganador_por_bloque,color_bloque,votos_partido_1,votos_partido_2,votos_partido_3,votos_partido_4,votos_partido_5,votos_partido_6,votos_partido_7,votos_partido_8,votos_partido_99,por_voto_partido_1,por_voto_partido_2,por_voto_partido_3,por_voto_partido_4,por_voto_partido_5,por_voto_partido_6,por_voto_partido_7,por_voto_partido_8,por_voto_partido_99
2006,08011,Avià,Barcelona,1686,CiU,46.4,#1e4a8e,Nacionalismo/independentismo,72.6,#18a1cd,516,139,291,29,77,NA,NA,NA,23,46.4,12.5,26.2,2.6,6.9,NA,NA,NA,2.1
2006,08012,Avinyó,Barcelona,1645,CiU,60.5,#1e4a8e,Nacionalismo/independentismo,82.1,#18a1cd,745,109,267,26,51,NA,NA,NA,5,60.5,8.8,21.7,2.1,4.1,NA,NA,NA,0.4
2006,08013,Avinyonet del Penedès,Barcelona,1209,CiU,43,#1e4a8e,Nacionalismo/independentismo,61.4,#18a1cd,318,158,133,30,71,NA,NA,NA,14,43,21.4,18,4,9.6,NA,NA,NA,1.9
2006,08014,Aiguafreda,Barcelona,1879,CiU,43.6,#1e4a8e,Nacionalismo/independentismo,61,#18a1cd,561,213,221,72,153,NA,NA,NA,30,43.6,16.5,17.2,5.6,11.9,NA,NA,NA,2.3
2006,08015,Badalona,Barcelona,160961,PSC-CpC,32.6,#da1f35,No nacionalistas,61.9,#fa8c00,19516,25123,8098,9513,7650,NA,NA,NA,2138,25.4,32.6,10.5,12.4,9.9,NA,NA,NA,2.8
2006,08016,Bagà,Barcelona,1838,CiU,43.1,#1e4a8e,Nacionalismo/independentismo,57.2,#18a1cd,503,344,160,43,58,NA,NA,NA,31,43.1,29.5,13.7,3.7,5,NA,NA,NA,2.7
2006,08017,Balenyà,Barcelona,2673,CiU,41.5,#1e4a8e,Nacionalismo/independentismo,61.2,#18a1cd,688,372,321,73,125,NA,NA,NA,42,41.5,22.4,19.4,4.4,7.5,NA,NA,NA,2.5
2006,08018,Balsareny,Barcelona,2729,CiU,37.8,#1e4a8e,Nacionalismo/independentismo,51.8,#18a1cd,609,498,221,65,144,NA,NA,NA,16,37.8,30.9,13.7,4,8.9,NA,NA,NA,1
2006,08019,Barcelona,Barcelona,1173593,CiU,29.5,#1e4a8e,No nacionalistas,56.1,#fa8c00,208763,172453,85950,93912,84669,NA,NA,NA,15557,29.5,24.3,12.1,13.3,11.9,NA,NA,NA,2.2
2006,08020,Begues,Barcelona,4090,CiU,36.4,#1e4a8e,Nacionalismo/independentismo,52.5,#18a1cd,948,501,418,236,301,NA,NA,NA,42,36.4,19.2,16,9.1,11.6,NA,NA,NA,1.6
2006,08021,Bellprat,Barcelona,91,CiU,51.7,#1e4a8e,Nacionalismo/independentismo,72.4,#18a1cd,30,10,12,5,0,NA,NA,NA,0,51.7,17.2,20.7,8.6,0,NA,NA,NA,0
2006,08022,Berga,Barcelona,12511,CiU,40,#1e4a8e,Nacionalismo/independentismo,63,#18a1cd,2919,1576,1643,383,455,NA,NA,NA,141,40,21.6,22.5,5.2,6.2,NA,NA,NA,1.9
2006,08023,Bigues i Riells,Barcelona,5869,CiU,39.3,#1e4a8e,Nacionalismo/independentismo,55.8,#18a1cd,1232,673,514,267,243,NA,NA,NA,61,39.3,21.5,16.4,8.5,7.8,NA,NA,NA,1.9
2006,08024,Borredà,Barcelona,385,CiU,46.9,#1e4a8e,Nacionalismo/independentismo,59.8,#18a1cd,120,72,33,7,12,NA,NA,NA,0,46.9,28.1,12.9,2.7,4.7,NA,NA,NA,0
2006,08025,El Bruc,Barcelona,1264,CiU,34.3,#1e4a8e,Nacionalismo/independentismo,53.7,#18a1cd,249,145,139,48,97,NA,NA,NA,24,34.3,20,19.1,6.6,13.4,NA,NA,NA,3.3
2006,08026,El Brull,Barcelona,182,CiU,58.3,#1e4a8e,Nacionalismo/independentismo,74.8,#18a1cd,88,17,25,3,14,NA,NA,NA,2,58.3,11.3,16.6,2,9.3,NA,NA,NA,1.3
2006,08027,Les Cabanyes,Barcelona,598,CiU,41,#1e4a8e,Nacionalismo/independentismo,60.4,#18a1cd,172,82,80,21,43,NA,NA,NA,9,41,19.6,19.1,5,10.3,NA,NA,NA,2.1
2006,08028,Cabrera d'Anoia,Barcelona,874,PSC-CpC,41.5,#da1f35,No nacionalistas,64.9,#fa8c00,98,169,43,34,36,NA,NA,NA,16,24.1,41.5,10.6,8.3,8.8,NA,NA,NA,3.9
2006,08029,Cabrera de Mar,Barcelona,3191,CiU,51.3,#1e4a8e,Nacionalismo/independentismo,66.6,#18a1cd,1102,236,325,173,162,NA,NA,NA,40,51.3,11,15.1,8.1,7.5,NA,NA,NA,1.9
2006,08030,Cabrils,Barcelona,4483,CiU,46.5,#1e4a8e,Nacionalismo/independentismo,62.1,#18a1cd,1364,402,455,253,230,NA,NA,NA,54,46.5,13.7,15.5,8.6,7.8,NA,NA,NA,1.8
2006,08031,Calaf,Barcelona,2373,CiU,43.3,#1e4a8e,Nacionalismo/independentismo,61.5,#18a1cd,647,324,270,95,100,NA,NA,NA,28,43.3,21.7,18.1,6.4,6.7,NA,NA,NA,1.9
2006,08032,Caldes d'Estrac,Barcelona,1896,CiU,43.1,#1e4a8e,Nacionalismo/independentismo,57.2,#18a1cd,507,245,164,82,90,NA,NA,NA,32,43.1,20.8,13.9,7,7.7,NA,NA,NA,2.7
2006,08033,Caldes de Montbui,Barcelona,11890,CiU,37.4,#1e4a8e,Nacionalismo/independentismo,53.3,#18a1cd,2523,1668,1050,512,592,NA,NA,NA,151,37.4,24.7,15.6,7.6,8.8,NA,NA,NA,2.2
2006,08034,Calders,Barcelona,672,CiU,49.5,#1e4a8e,Nacionalismo/independentismo,72.9,#18a1cd,232,57,109,22,33,NA,NA,NA,5,49.5,12.2,23.2,4.7,7,NA,NA,NA,1.1
2006,08035,Calella,Barcelona,11640,CiU,39.2,#1e4a8e,Nacionalismo/independentismo,59.6,#18a1cd,2532,1176,1300,610,466,NA,NA,NA,164,39.2,18.2,20.1,9.4,7.2,NA,NA,NA,2.5
2006,08036,Calonge de Segarra,Barcelona,171,CiU,62.4,#1e4a8e,Nacionalismo/independentismo,85.5,#18a1cd,73,5,26,6,2,NA,NA,NA,2,62.4,4.3,22.2,5.1,1.7,NA,NA,NA,1.7
2006,08037,Calldetenes,Barcelona,1685,CiU,45,#1e4a8e,Nacionalismo/independentismo,79.8,#18a1cd,510,88,384,30,66,NA,NA,NA,29,45,7.8,33.9,2.6,5.8,NA,NA,NA,2.6
2006,08038,Callús,Barcelona,1214,CiU,40.7,#1e4a8e,Nacionalismo/independentismo,58.6,#18a1cd,316,170,137,29,74,NA,NA,NA,16,40.7,21.9,17.6,3.7,9.5,NA,NA,NA,2.1
2006,08039,Campins,Barcelona,286,CiU,47.3,#1e4a8e,Nacionalismo/independentismo,63.9,#18a1cd,97,22,34,3,34,NA,NA,NA,3,47.3,10.7,16.6,1.5,16.6,NA,NA,NA,1.5
2006,08040,Canet de Mar,Barcelona,9777,CiU,33.5,#1e4a8e,Nacionalismo/independentismo,51.9,#18a1cd,1910,1272,1037,567,569,NA,NA,NA,126,33.5,22.3,18.2,9.9,10,NA,NA,NA,2.2
2006,08041,Canovelles,Barcelona,10237,PSC-CpC,40.6,#da1f35,No nacionalistas,64.5,#fa8c00,1348,2123,403,612,341,NA,NA,NA,147,25.8,40.6,7.7,11.7,6.5,NA,NA,NA,2.8
2006,08042,Cànoves i Samalús,Barcelona,2001,CiU,31.7,#1e4a8e,No nacionalistas,54.9,#fa8c00,361,314,134,165,100,NA,NA,NA,20,31.7,27.6,11.8,14.5,8.8,NA,NA,NA,1.8
2006,08043,Canyelles,Barcelona,2651,CiU,30.6,#1e4a8e,No nacionalistas,55,#fa8c00,396,360,171,156,114,NA,NA,NA,34,30.6,27.8,13.2,12.1,8.8,NA,NA,NA,2.6
2006,08044,Capellades,Barcelona,4219,CiU,36.7,#1e4a8e,Nacionalismo/independentismo,54,#18a1cd,927,626,431,205,220,NA,NA,NA,67,36.7,24.8,17.1,8.1,8.7,NA,NA,NA,2.7
2006,08045,Capolat,Barcelona,67,CiU,38.3,#1e4a8e,Nacionalismo/independentismo,72.3,#18a1cd,18,6,16,2,3,NA,NA,NA,1,38.3,12.8,34,4.3,6.4,NA,NA,NA,2.1
2006,08046,Cardedeu,Barcelona,11647,CiU,35.1,#1e4a8e,Nacionalismo/independentismo,51.8,#18a1cd,2500,1584,1172,556,799,NA,NA,NA,179,35.1,22.2,16.5,7.8,11.2,NA,NA,NA,2.5
2006,08047,Cardona,Barcelona,4366,CiU,41.4,#1e4a8e,Nacionalismo/independentismo,53.6,#18a1cd,1015,702,297,186,150,NA,NA,NA,26,41.4,28.6,12.1,7.6,6.1,NA,NA,NA,1
2006,08048,Carme,Barcelona,600,CiU,42.3,#1e4a8e,Nacionalismo/independentismo,64.2,#18a1cd,174,87,90,18,30,NA,NA,NA,5,42.3,21.2,21.9,4.4,7.3,NA,NA,NA,1.2
2006,08049,Casserres,Barcelona,1369,CiU,60.6,#1e4a8e,Nacionalismo/independentismo,78,#18a1cd,529,88,150,23,43,NA,NA,NA,18,60.6,10.1,17.2,2.6,4.9,NA,NA,NA,2.1
2006,08050,Castellar del Riu,Barcelona,119,CiU,54.8,#1e4a8e,Nacionalismo/independentismo,73.8,#18a1cd,46,9,16,5,6,NA,NA,NA,0,54.8,10.7,19,6,7.1,NA,NA,NA,0
2006,08051,Castellar del Vallès,Barcelona,16228,CiU,34.9,#1e4a8e,Nacionalismo/independentismo,51.9,#18a1cd,3300,2387,1573,625,941,NA,NA,NA,225,34.9,25.3,16.6,6.6,10,NA,NA,NA,2.4
2006,08052,Castellar de n'Hug,Barcelona,176,CiU,70.5,#1e4a8e,Nacionalismo/independentismo,88.4,#18a1cd,79,8,20,3,2,NA,NA,NA,0,70.5,7.1,17.9,2.7,1.8,NA,NA,NA,0
2006,08053,Castellbell i el Vilar,Barcelona,2802,CiU,36.6,#1e4a8e,Nacionalismo/independentismo,54.1,#18a1cd,546,431,254,102,87,NA,NA,NA,32,36.6,28.9,17,6.8,5.8,NA,NA,NA,2.1
2006,08054,Castellbisbal,Barcelona,8262,CiU,30,#1e4a8e,No nacionalistas,53.5,#fa8c00,1322,1236,623,475,428,NA,NA,NA,100,30,28,14.1,10.8,9.7,NA,NA,NA,2.3
2006,08055,Castellcir,Barcelona,424,CiU,41.9,#1e4a8e,Nacionalismo/independentismo,67,#18a1cd,117,31,70,15,28,NA,NA,NA,9,41.9,11.1,25.1,5.4,10,NA,NA,NA,3.2
2006,08056,Castelldefels,Barcelona,37896,CiU,27.3,#1e4a8e,No nacionalistas,61.5,#fa8c00,5316,5314,1727,3217,1770,NA,NA,NA,496,27.3,27.3,8.9,16.5,9.1,NA,NA,NA,2.5
2006,08057,Castell de l'Areny,Barcelona,61,CiU,51.2,#1e4a8e,Nacionalismo/independentismo,78,#18a1cd,21,5,11,0,2,NA,NA,NA,1,51.2,12.2,26.8,0,4.9,NA,NA,NA,2.4
2006,08058,Castellet i la Gornal,Barcelona,1540,PSC-CpC,33.2,#da1f35,No nacionalistas,53.5,#fa8c00,221,261,134,57,74,NA,NA,NA,14,28.1,33.2,17,7.2,9.4,NA,NA,NA,1.8
2006,08059,Castellfollit del Boix,Barcelona,329,CiU,40.3,#1e4a8e,Nacionalismo/independentismo,64.2,#18a1cd,81,26,48,8,24,NA,NA,NA,4,40.3,12.9,23.9,4,11.9,NA,NA,NA,2
2006,08060,Castellfollit de Riubregós,Barcelona,170,CiU,58.8,#1e4a8e,Nacionalismo/independentismo,77.3,#18a1cd,70,8,22,9,2,NA,NA,NA,3,58.8,6.7,18.5,7.6,1.7,NA,NA,NA,2.5
2006,08061,Castellgalí,Barcelona,1137,CiU,40.8,#1e4a8e,Nacionalismo/independentismo,53.7,#18a1cd,251,184,79,37,42,NA,NA,NA,9,40.8,29.9,12.8,6,6.8,NA,NA,NA,1.5
2006,08062,Castellnou de Bages,Barcelona,690,CiU,34.5,#1e4a8e,Nacionalismo/independentismo,55.8,#18a1cd,143,83,88,31,37,NA,NA,NA,9,34.5,20,21.3,7.5,8.9,NA,NA,NA,2.2
2006,08063,Castellolí,Barcelona,371,CiU,47.7,#1e4a8e,Nacionalismo/independentismo,77.7,#18a1cd,143,24,89,7,23,NA,NA,NA,6,47.7,8,29.7,2.3,7.7,NA,NA,NA,2
2006,08064,Castellterçol,Barcelona,1725,CiU,44.6,#1e4a8e,Nacionalismo/independentismo,66,#18a1cd,546,218,261,52,101,NA,NA,NA,13,44.6,17.8,21.3,4.2,8.2,NA,NA,NA,1
2006,08065,Castellví de la Marca,Barcelona,1221,CiU,53.6,#1e4a8e,Nacionalismo/independentismo,69.4,#18a1cd,384,105,112,26,54,NA,NA,NA,11,53.6,14.7,15.6,3.6,7.5,NA,NA,NA,1.5
2006,08066,Castellví de Rosanes,Barcelona,1138,CiU,28.8,#1e4a8e,No nacionalistas,52.7,#fa8c00,222,206,135,80,69,NA,NA,NA,28,28.8,26.7,17.5,10.4,8.9,NA,NA,NA,3.6
2006,08067,Centelles,Barcelona,5400,CiU,43.3,#1e4a8e,Nacionalismo/independentismo,61.1,#18a1cd,1495,688,604,175,331,NA,NA,NA,71,43.3,19.9,17.5,5.1,9.6,NA,NA,NA,2.1
2006,08068,Cervelló,Barcelona,5923,CiU,35.9,#1e4a8e,Nacionalismo/independentismo,51.8,#18a1cd,1187,721,511,335,309,NA,NA,NA,93,35.9,21.8,15.5,10.1,9.3,NA,NA,NA,2.8
2006,08069,Collbató,Barcelona,2655,CiU,35.8,#1e4a8e,Nacionalismo/independentismo,52.8,#18a1cd,561,327,266,168,152,NA,NA,NA,30,35.8,20.9,17,10.7,9.7,NA,NA,NA,1.9
2006,08070,Collsuspina,Barcelona,255,CiU,43.1,#1e4a8e,Nacionalismo/independentismo,69,#18a1cd,78,29,44,5,9,NA,NA,NA,6,43.1,16,24.3,2.8,5,NA,NA,NA,3.3
2006,08071,Copons,Barcelona,240,CiU,37.3,#1e4a8e,Nacionalismo/independentismo,60.1,#18a1cd,59,40,34,3,12,NA,NA,NA,5,37.3,25.3,21.5,1.9,7.6,NA,NA,NA,3.2
2006,08072,Corbera de Llobregat,Barcelona,9056,CiU,35,#1e4a8e,Nacionalismo/independentismo,51.5,#18a1cd,1688,1054,788,411,465,NA,NA,NA,129,35,21.8,16.3,8.5,9.6,NA,NA,NA,2.7
2006,08073,Cornellà de Llobregat,Barcelona,61111,PSC-CpC,47.7,#da1f35,No nacionalistas,76.3,#fa8c00,5355,16590,2252,3877,3626,NA,NA,NA,836,15.4,47.7,6.5,11.1,10.4,NA,NA,NA,2.4
2006,08074,Cubelles,Barcelona,9258,CiU,28.7,#1e4a8e,No nacionalistas,56.2,#fa8c00,1263,1207,568,560,470,NA,NA,NA,119,28.7,27.5,12.9,12.7,10.7,NA,NA,NA,2.7
2006,08075,Dosrius,Barcelona,3547,CiU,34.3,#1e4a8e,No nacionalistas,50.6,#fa8c00,626,465,244,183,154,NA,NA,NA,70,34.3,25.5,13.4,10,8.4,NA,NA,NA,3.8
2006,08076,Esparreguera,Barcelona,15824,PSC-CpC,30.9,#da1f35,No nacionalistas,55.6,#fa8c00,2318,2626,1268,838,832,NA,NA,NA,240,27.3,30.9,14.9,9.9,9.8,NA,NA,NA,2.8
2006,08077,Esplugues de Llobregat,Barcelona,35210,PSC-CpC,34.8,#da1f35,No nacionalistas,66.3,#fa8c00,4650,7075,1745,3024,1997,NA,NA,NA,495,22.9,34.8,8.6,14.9,9.8,NA,NA,NA,2.4
2006,08078,L'Espunyola,Barcelona,220,CiU,60.9,#1e4a8e,Nacionalismo/independentismo,73.9,#18a1cd,98,15,20,6,15,NA,NA,NA,2,60.9,9.3,12.4,3.7,9.3,NA,NA,NA,1.2
2006,08079,L'Estany,Barcelona,325,CiU,54.4,#1e4a8e,Nacionalismo/independentismo,83.6,#18a1cd,136,14,71,3,13,NA,NA,NA,4,54.4,5.6,28.4,1.2,5.2,NA,NA,NA,1.6
2006,08080,Fígols,Barcelona,41,CiU,60.7,#1e4a8e,Nacionalismo/independentismo,82.1,#18a1cd,17,4,6,0,0,NA,NA,NA,1,60.7,14.3,21.4,0,0,NA,NA,NA,3.6
2006,08081,Fogars de Montclús,Barcelona,344,CiU,53.4,#1e4a8e,Nacionalismo/independentismo,69.2,#18a1cd,125,23,35,9,27,NA,NA,NA,9,53.4,9.8,15,3.9,11.5,NA,NA,NA,3.8
2006,08082,Fogars de la Selva,Barcelona,1039,PSC-CpC,31.4,#da1f35,No nacionalistas,49.8,#fa8c00,157,158,92,43,22,NA,NA,NA,19,31.1,31.4,18.2,8.5,4.4,NA,NA,NA,3.8
2006,08083,Folgueroles,Barcelona,1532,CiU,44.5,#1e4a8e,Nacionalismo/independentismo,76,#18a1cd,519,120,367,16,86,NA,NA,NA,21,44.5,10.3,31.4,1.4,7.4,NA,NA,NA,1.8
2006,08084,Fonollosa,Barcelona,1028,CiU,44.8,#1e4a8e,Nacionalismo/independentismo,67.4,#18a1cd,276,98,139,24,50,NA,NA,NA,17,44.8,15.9,22.6,3.9,8.1,NA,NA,NA,2.8
2006,08085,Font-rubí,Barcelona,1055,CiU,58.1,#1e4a8e,Nacionalismo/independentismo,74.8,#18a1cd,413,85,116,29,53,NA,NA,NA,8,58.1,11.9,16.3,4.1,7.4,NA,NA,NA,1.1
2006,08086,Les Franqueses del Vallès,Barcelona,12017,CiU,35.6,#1e4a8e,No nacionalistas,49.2,#fa8c00,2254,1684,826,565,529,NA,NA,NA,154,35.6,26.6,13.1,8.9,8.4,NA,NA,NA,2.4
2006,08087,Gallifa,Barcelona,159,CiU,45.2,#1e4a8e,Nacionalismo/independentismo,62.7,#18a1cd,57,18,22,8,4,NA,NA,NA,9,45.2,14.3,17.5,6.3,3.2,NA,NA,NA,7.1
2006,08088,La Garriga,Barcelona,10417,CiU,41,#1e4a8e,Nacionalismo/independentismo,58.7,#18a1cd,2729,1205,1164,447,663,NA,NA,NA,151,41,18.1,17.5,6.7,10,NA,NA,NA,2.3
2006,08089,Gavà,Barcelona,34023,PSC-CpC,35.6,#da1f35,No nacionalistas,64.2,#fa8c00,4287,6161,1569,2212,1427,NA,NA,NA,491,24.8,35.6,9.1,12.8,8.2,NA,NA,NA,2.8
2006,08090,Gaià,Barcelona,123,CiU,50,#1e4a8e,Nacionalismo/independentismo,73.3,#18a1cd,43,12,20,3,2,NA,NA,NA,2,50,13.9,23.3,3.5,2.3,NA,NA,NA,2.3
2006,08091,Gelida,Barcelona,4585,CiU,31,#1e4a8e,No nacionalistas,52,#fa8c00,830,821,387,185,271,NA,NA,NA,76,31,30.7,14.4,6.9,10.1,NA,NA,NA,2.8
2006,08092,Gironella,Barcelona,3972,CiU,36.9,#1e4a8e,Nacionalismo/independentismo,60.9,#18a1cd,906,579,584,122,157,NA,NA,NA,41,36.9,23.6,23.8,5,6.4,NA,NA,NA,1.7
2006,08093,Gisclareny,Barcelona,33,CiU,44,#1e4a8e,Nacionalismo/independentismo,68,#18a1cd,11,1,6,0,5,NA,NA,NA,0,44,4,24,0,20,NA,NA,NA,0
2006,08094,La Granada,Barcelona,1389,CiU,43.3,#1e4a8e,Nacionalismo/independentismo,61.8,#18a1cd,383,165,163,46,106,NA,NA,NA,8,43.3,18.7,18.4,5.2,12,NA,NA,NA,0.9
2006,08095,Granera,Barcelona,72,CiU,59.3,#1e4a8e,Nacionalismo/independentismo,72.9,#18a1cd,35,11,8,1,3,NA,NA,NA,0,59.3,18.6,13.6,1.7,5.1,NA,NA,NA,0
2006,08096,Granollers,Barcelona,40896,CiU,34.9,#1e4a8e,No nacionalistas,51.2,#fa8c00,8404,6755,2876,2379,1953,NA,NA,NA,574,34.9,28,11.9,9.9,8.1,NA,NA,NA,2.4
2006,08097,Gualba,Barcelona,816,CiU,47.6,#1e4a8e,Nacionalismo/independentismo,67.1,#18a1cd,237,82,97,11,54,NA,NA,NA,8,47.6,16.5,19.5,2.2,10.8,NA,NA,NA,1.6
2006,08098,Sant Salvador de Guardiola,Barcelona,2272,CiU,37.7,#1e4a8e,Nacionalismo/independentismo,55.5,#18a1cd,472,252,224,114,114,NA,NA,NA,29,37.7,20.1,17.9,9.1,9.1,NA,NA,NA,2.3
2006,08099,Guardiola de Berguedà,Barcelona,769,CiU,46.9,#1e4a8e,Nacionalismo/independentismo,60.5,#18a1cd,242,148,70,15,33,NA,NA,NA,4,46.9,28.7,13.6,2.9,6.4,NA,NA,NA,0.8
2006,08100,Gurb,Barcelona,1748,CiU,55.1,#1e4a8e,Nacionalismo/independentismo,80.7,#18a1cd,723,72,335,53,60,NA,NA,NA,15,55.1,5.5,25.6,4,4.6,NA,NA,NA,1.1
2006,08101,L'Hospitalet de Llobregat,Barcelona,177306,PSC-CpC,39.7,#da1f35,No nacionalistas,70.8,#fa8c00,17619,36553,7355,13017,9236,NA,NA,NA,2492,19.1,39.7,8,14.1,10,NA,NA,NA,2.7
2006,08102,Igualada,Barcelona,27771,CiU,39.3,#1e4a8e,Nacionalismo/independentismo,57.5,#18a1cd,6692,3688,3050,1383,1287,NA,NA,NA,380,39.3,21.6,17.9,8.1,7.6,NA,NA,NA,2.2
2006,08103,Jorba,Barcelona,532,CiU,42.2,#1e4a8e,Nacionalismo/independentismo,67.6,#18a1cd,138,37,83,23,20,NA,NA,NA,18,42.2,11.3,25.4,7,6.1,NA,NA,NA,5.5
2006,08104,La Llacuna,Barcelona,697,CiU,44.5,#1e4a8e,Nacionalismo/independentismo,73,#18a1cd,206,47,132,34,32,NA,NA,NA,7,44.5,10.2,28.5,7.3,6.9,NA,NA,NA,1.5
2006,08105,La Llagosta,Barcelona,9966,PSC-CpC,44.7,#da1f35,No nacionalistas,69.7,#fa8c00,1069,2219,321,640,375,NA,NA,NA,94,21.5,44.7,6.5,12.9,7.6,NA,NA,NA,1.9
2006,08106,Llinars del Vallès,Barcelona,6386,CiU,31.5,#1e4a8e,No nacionalistas,49.5,#fa8c00,1160,914,612,398,337,NA,NA,NA,95,31.5,24.8,16.6,10.8,9.2,NA,NA,NA,2.6
2006,08107,Lliçà d'Amunt,Barcelona,10143,CiU,30.1,#1e4a8e,No nacionalistas,54.8,#fa8c00,1483,1348,638,658,409,NA,NA,NA,126,30.1,27.4,12.9,13.4,8.3,NA,NA,NA,2.5
2006,08108,Lliçà de Vall,Barcelona,4754,CiU,35.3,#1e4a8e,No nacionalistas,51.1,#fa8c00,951,706,318,295,279,NA,NA,NA,45,35.3,26.2,11.8,10.9,10.3,NA,NA,NA,1.7
2006,08109,Lluçà,Barcelona,203,CiU,43.4,#1e4a8e,Nacionalismo/independentismo,78.6,#18a1cd,69,5,56,12,10,NA,NA,NA,3,43.4,3.1,35.2,7.6,6.3,NA,NA,NA,1.9
2006,08110,Malgrat de Mar,Barcelona,13077,CiU,32.9,#1e4a8e,No nacionalistas,50,#fa8c00,2307,2055,1038,638,557,NA,NA,NA,156,32.9,29.3,14.8,9.1,8,NA,NA,NA,2.2
2006,08111,Malla,Barcelona,218,CiU,51.9,#1e4a8e,Nacionalismo/independentismo,75.1,#18a1cd,96,16,43,5,11,NA,NA,NA,3,51.9,8.7,23.2,2.7,6,NA,NA,NA,1.6
2006,08112,Manlleu,Barcelona,13113,CiU,38.8,#1e4a8e,Nacionalismo/independentismo,60.3,#18a1cd,3172,1821,1727,452,505,NA,NA,NA,232,38.8,22.3,21.1,5.5,6.2,NA,NA,NA,2.8
2006,08113,Manresa,Barcelona,53318,CiU,38.1,#1e4a8e,Nacionalismo/independentismo,56.4,#18a1cd,11879,7094,5654,2411,2505,NA,NA,NA,600,38.1,22.8,18.1,7.7,8,NA,NA,NA,1.9
2006,08114,Martorell,Barcelona,18036,CiU,30.3,#1e4a8e,No nacionalistas,54.4,#fa8c00,3058,3055,1367,982,900,NA,NA,NA,243,30.3,30.2,13.5,9.7,8.9,NA,NA,NA,2.4
2006,08115,Martorelles,Barcelona,3958,CiU,35.6,#1e4a8e,No nacionalistas,50.6,#fa8c00,747,598,238,187,191,NA,NA,NA,38,35.6,28.5,11.3,8.9,9.1,NA,NA,NA,1.8
2006,08116,Les Masies de Roda,Barcelona,616,CiU,51.4,#1e4a8e,Nacionalismo/independentismo,74.9,#18a1cd,217,38,98,16,29,NA,NA,NA,15,51.4,9,23.2,3.8,6.9,NA,NA,NA,3.5
2006,08117,Les Masies de Voltregà,Barcelona,2449,CiU,43.4,#1e4a8e,Nacionalismo/independentismo,64,#18a1cd,679,344,318,75,62,NA,NA,NA,32,43.4,22,20.3,4.8,4,NA,NA,NA,2
2006,08118,El Masnou,Barcelona,16822,CiU,35.5,#1e4a8e,Nacionalismo/independentismo,50.2,#18a1cd,3674,2063,1494,981,1255,NA,NA,NA,296,35.5,20,14.5,9.5,12.1,NA,NA,NA,2.9
