year,cod_ine,nom_mun,nom_prov,poblacion,ganador,ganador_por,color,ganador_bloque,ganador_por_bloque,color_bloque,partido_1,partido_2,partido_3,partido_4,partido_5,partido_6,partido_7,partido_8,partido_99
1988,08143,Òdena,Barcelona,1905,CiU,50.24,#1e4a8e,Nacionalismo/independentismo,52.85,#18a1cd,50.24,35.56,4.16,3.67,2.61,2.12,NA,NA,1.28
1988,08144,Olvan,Barcelona,899,CiU,64.03,#1e4a8e,Nacionalismo/independentismo,71,#18a1cd,64.03,17.12,3.49,5.23,6.97,1.11,NA,NA,1.44
1988,08145,Olèrdola,Barcelona,1190,CiU,61.84,#1e4a8e,Nacionalismo/independentismo,69.61,#18a1cd,61.84,21.32,3.18,1.77,7.77,1.06,NA,NA,2.38
1988,08146,Olesa de Bonesvalls,Barcelona,271,CiU,75.38,#1e4a8e,Nacionalismo/independentismo,84.43,#18a1cd,75.38,10.55,1.01,0,9.05,1.51,NA,NA,2.51
1988,08147,Olesa de Montserrat,Barcelona,10762,CiU,44.93,#1e4a8e,No nacionalistas,50.46,#fa8c00,44.93,33.29,8.63,3.17,4.02,3.29,NA,NA,2.08
1988,08148,Olivella,Barcelona,168,CiU,51.55,#1e4a8e,Nacionalismo/independentismo,59.8,#18a1cd,51.55,20.62,2.06,4.12,8.25,4.12,NA,NA,7.21
1988,08149,Olost,Barcelona,774,CiU,74.19,#1e4a8e,Nacionalismo/independentismo,82.91,#18a1cd,74.19,6.67,1.37,2.22,8.72,4.1,NA,NA,2.04
1988,08150,Orís,Barcelona,186,CiU,83.33,#1e4a8e,Nacionalismo/independentismo,89.68,#18a1cd,83.33,5.56,1.59,0,6.35,0.79,NA,NA,2.37
1988,08151,Oristà,Barcelona,739,CiU,83.71,#1e4a8e,Nacionalismo/independentismo,89.74,#18a1cd,83.71,0.89,1.12,5.13,6.03,1.79,NA,NA,0.67
1988,08152,Orpí,Barcelona,123,CiU,79.55,#1e4a8e,Nacionalismo/independentismo,82.96,#18a1cd,79.55,6.82,3.41,2.27,3.41,1.14,NA,NA,3.41
1988,08153,Òrrius,Barcelona,254,CiU,68.72,#1e4a8e,Nacionalismo/independentismo,75.39,#18a1cd,68.72,8.72,2.56,9.23,6.67,0.51,NA,NA,2.05
1988,08154,Pacs del Penedès,Barcelona,298,CiU,67.71,#1e4a8e,Nacionalismo/independentismo,70.83,#18a1cd,67.71,20.83,3.12,2.08,3.12,0.52,NA,NA,2.08
1988,08155,Palafolls,Barcelona,2195,CiU,51.5,#1e4a8e,Nacionalismo/independentismo,53.92,#18a1cd,51.5,35,4.48,1.47,2.42,2.2,NA,NA,2.48
1988,08156,Palau-solità i Plegamans,Barcelona,3891,CiU,58.73,#1e4a8e,Nacionalismo/independentismo,62.52,#18a1cd,58.73,26.03,3.96,2.67,3.79,2.58,NA,NA,2.01
1988,08157,Pallejà,Barcelona,4200,PSC,39.78,#da1f35,No nacionalistas,58.7,#fa8c00,38.58,39.78,9.63,2.73,2.31,3.5,NA,NA,3.06
1988,08158,El Papiol,Barcelona,2359,PSC,42.99,#da1f35,No nacionalistas,53.87,#fa8c00,41.49,42.99,4.03,2.26,4.24,2.53,NA,NA,2.06
1988,08159,Parets del Vallès,Barcelona,7191,CiU,45.82,#1e4a8e,No nacionalistas,49.88,#fa8c00,45.82,34.44,6.28,3.87,3.84,2.32,NA,NA,2.97
1988,08160,Perafita,Barcelona,291,CiU,77.98,#1e4a8e,Nacionalismo/independentismo,84.4,#18a1cd,77.98,3.21,3.21,5.05,6.42,2.29,NA,NA,1.38
1988,08161,Piera,Barcelona,4012,CiU,59.54,#1e4a8e,Nacionalismo/independentismo,63.1,#18a1cd,59.54,26.69,2.97,3.41,3.56,1.56,NA,NA,1.89
1988,08162,Els Hostalets de Pierola,Barcelona,675,CiU,56.67,#1e4a8e,Nacionalismo/independentismo,62.36,#18a1cd,56.67,28.43,2.75,3.73,5.69,1.18,NA,NA,0.99
1988,08163,Pineda de Mar,Barcelona,9962,CiU,46.37,#1e4a8e,Nacionalismo/independentismo,49.95,#18a1cd,46.37,36.08,3.6,3.56,3.58,3.2,NA,NA,3.08
1988,08164,El Pla del Penedès,Barcelona,787,CiU,63.77,#1e4a8e,Nacionalismo/independentismo,73.19,#18a1cd,63.77,17.39,3.99,2.17,9.42,1.09,NA,NA,0.8999999999999999
1988,08165,La Pobla de Claramunt,Barcelona,1310,CiU,61.09,#1e4a8e,Nacionalismo/independentismo,64.64,#18a1cd,61.09,28.06,2.94,1.62,3.55,1.01,NA,NA,0.9
1988,08166,La Pobla de Lillet,Barcelona,1551,CiU,63.53,#1e4a8e,Nacionalismo/independentismo,68.1,#18a1cd,63.53,22.67,1.77,2.15,4.57,1.59,NA,NA,2.33
1988,08167,Polinyà,Barcelona,1913,PSC,38.69,#da1f35,No nacionalistas,60.78,#fa8c00,37.61,38.69,15.35,2.06,1.26,1.71,NA,NA,2.97
1988,08168,Pontons,Barcelona,184,CiU,78.68,#1e4a8e,Nacionalismo/independentismo,86.03,#18a1cd,78.68,0.74,2.21,2.94,7.35,3.68,NA,NA,2.21
1988,08169,El Prat de Llobregat,Barcelona,44252,PSC,41.76,#da1f35,No nacionalistas,72.41,#fa8c00,25.14,41.76,17.51,3.63,1.89,5.95,NA,NA,3.56
1988,08170,Els Prats de Rei,Barcelona,469,CiU,75,#1e4a8e,Nacionalismo/independentismo,79.89,#18a1cd,75,6.79,0.54,11.41,4.89,0,NA,NA,1.08
1988,08171,Prats de Lluçanès,Barcelona,1953,CiU,75.29,#1e4a8e,Nacionalismo/independentismo,82.83,#18a1cd,75.29,9.71,1.55,3.11,7.54,0.85,NA,NA,1.41
1988,08172,Premià de Mar,Barcelona,15171,CiU,49.48,#1e4a8e,Nacionalismo/independentismo,52.99,#18a1cd,49.48,27.18,7.51,4.9,3.51,4.19,NA,NA,2.79
1988,08174,Puigdàlber,Barcelona,229,CiU,42.86,#1e4a8e,Nacionalismo/independentismo,65.94,#18a1cd,42.86,14.29,9.34,3.85,23.08,1.1,NA,NA,3.850000000000001
1988,08175,Puig-reig,Barcelona,4127,CiU,65.35,#1e4a8e,Nacionalismo/independentismo,72.14,#18a1cd,65.35,18.12,2.96,3.16,6.79,1.55,NA,NA,1.59
1988,08176,Pujalt,Barcelona,153,CiU,86.67,#1e4a8e,Nacionalismo/independentismo,87.62,#18a1cd,86.67,3.81,0,2.86,0.95,3.81,NA,NA,0.95
1988,08177,La Quar,Barcelona,29,CiU,95,#1e4a8e,Nacionalismo/independentismo,95,#18a1cd,95,5,0,0,0,0,NA,NA,0
1988,08178,Rajadell,Barcelona,226,CiU,79.22,#1e4a8e,Nacionalismo/independentismo,87.01,#18a1cd,79.22,7.79,3.25,0,7.79,1.3,NA,NA,0.65
1988,08179,Rellinars,Barcelona,156,CiU,88.98,#1e4a8e,Nacionalismo/independentismo,89.77,#18a1cd,88.98,3.94,0,4.72,0.79,0,NA,NA,1.57
1988,08180,Ripollet,Barcelona,18641,PSC,46.36,#da1f35,No nacionalistas,69.47,#fa8c00,28.44,46.36,12.23,3.74,1.45,4.22,NA,NA,2.92
1988,08181,La Roca del Vallès,Barcelona,3838,CiU,57.48,#1e4a8e,Nacionalismo/independentismo,60.66,#18a1cd,57.48,23.68,5.46,3.36,3.18,2.46,NA,NA,3.81
1988,08182,El Pont de Vilomara i Rocafort,Barcelona,1600,PSC,49.03,#da1f35,No nacionalistas,62.92,#fa8c00,34.29,49.03,7,2.95,2.3,2.03,NA,NA,1.91
1988,08183,Roda de Ter,Barcelona,3605,CiU,65.16,#1e4a8e,Nacionalismo/independentismo,72.98,#18a1cd,65.16,15.65,5.77,2.26,7.82,0.89,NA,NA,1.84
1988,08184,Rubí,Barcelona,33126,PSC,42.05,#da1f35,No nacionalistas,64.58,#fa8c00,31.2,42.05,12.05,3.41,3.57,4.39,NA,NA,2.68
1988,08185,Rubió,Barcelona,109,CiU,67.92,#1e4a8e,Nacionalismo/independentismo,73.58,#18a1cd,67.92,7.55,0,5.66,5.66,5.66,NA,NA,7.55
1988,08187,Sabadell,Barcelona,135626,CiU,37.92,#1e4a8e,No nacionalistas,58.5,#fa8c00,37.92,36.05,13.02,3.57,3.11,3.19,NA,NA,2.67
1988,08188,Sagàs,Barcelona,171,CiU,67.86,#1e4a8e,Nacionalismo/independentismo,75.9,#18a1cd,67.86,6.25,2.68,9.82,8.04,1.79,NA,NA,1.78
1988,08189,Sant Pere Sallavinera,Barcelona,151,CiU,93.39,#1e4a8e,Nacionalismo/independentismo,95.04,#18a1cd,93.39,1.65,1.65,1.65,1.65,0,NA,NA,0
1988,08190,Saldes,Barcelona,252,CiU,92.59,#1e4a8e,Nacionalismo/independentismo,93.82,#18a1cd,92.59,3.7,0.62,0,1.23,0.62,NA,NA,1.24
1988,08191,Sallent,Barcelona,6240,CiU,54.14,#1e4a8e,Nacionalismo/independentismo,58.51,#18a1cd,54.14,23.97,11.49,1.68,4.37,2.1,NA,NA,1.85
1988,08192,Santpedor,Barcelona,2971,CiU,58.46,#1e4a8e,Nacionalismo/independentismo,65.35,#18a1cd,58.46,21.82,5.56,1.85,6.89,2.57,NA,NA,2.56
1988,08193,Sant Iscle de Vallalta,Barcelona,405,CiU,78.88,#1e4a8e,Nacionalismo/independentismo,81.85,#18a1cd,78.88,8.58,2.31,2.97,2.97,2.64,NA,NA,0.99
1988,08194,Sant Adrià de Besòs,Barcelona,24938,PSC,44.59,#da1f35,No nacionalistas,69.41,#fa8c00,28.44,44.59,10.53,5.05,1.64,5.11,NA,NA,4.13
1988,08195,Sant Agustí de Lluçanès,Barcelona,103,CiU,88.57,#1e4a8e,Nacionalismo/independentismo,91.43,#18a1cd,88.57,7.14,0,0,2.86,0,NA,NA,0
1988,08196,Sant Andreu de la Barca,Barcelona,9696,PSC,46.49,#da1f35,No nacionalistas,71.92,#fa8c00,26.42,46.49,13.65,2.87,1.17,4.79,NA,NA,4.12
1988,08197,Sant Andreu de Llavaneres,Barcelona,2622,CiU,55.25,#1e4a8e,Nacionalismo/independentismo,59.04,#18a1cd,55.25,14.73,4.01,17.44,3.79,2.11,NA,NA,2.11
1988,08198,Sant Antoni de Vilamajor,Barcelona,1423,CiU,74.1,#1e4a8e,Nacionalismo/independentismo,79.12,#18a1cd,74.1,11.05,1.02,2.76,5.02,2.66,NA,NA,2.65
1988,08199,Sant Bartomeu del Grau,Barcelona,813,CiU,63.85,#1e4a8e,Nacionalismo/independentismo,67.39,#18a1cd,63.85,20.04,0.59,3.34,3.54,2.75,NA,NA,5.9
1988,08200,Sant Boi de Llobregat,Barcelona,55758,PSC,47.6,#da1f35,No nacionalistas,70.34,#fa8c00,27.17,47.6,11.01,3.16,1.99,4.69,NA,NA,3.88
1988,08201,Sant Boi de Lluçanès,Barcelona,398,CiU,85.14,#1e4a8e,Nacionalismo/independentismo,90.94,#18a1cd,85.14,3.99,0.72,2.17,5.8,0.72,NA,NA,0.72
1988,08202,Sant Celoni,Barcelona,9140,CiU,55.03,#1e4a8e,Nacionalismo/independentismo,59.08,#18a1cd,55.03,27.73,3.61,4.42,4.05,1.84,NA,NA,2.84
1988,08203,Sant Cebrià de Vallalta,Barcelona,530,CiU,86.49,#1e4a8e,Nacionalismo/independentismo,89.19,#18a1cd,86.49,4.59,2.7,2.43,2.7,0.54,NA,NA,0.27
1988,08204,Sant Climent de Llobregat,Barcelona,1576,CiU,62.19,#1e4a8e,Nacionalismo/independentismo,68.51,#18a1cd,62.19,18.36,8.19,0.49,6.32,1.97,NA,NA,2.08
1988,08205,Sant Cugat del Vallès,Barcelona,26041,CiU,50.39,#1e4a8e,Nacionalismo/independentismo,54.33,#18a1cd,50.39,23.17,10.06,5.65,3.94,2.76,NA,NA,3.26
1988,08206,Sant Cugat Sesgarrigues,Barcelona,571,CiU,56.9,#1e4a8e,Nacionalismo/independentismo,67.38,#18a1cd,56.9,17.86,5,1.67,10.48,3.1,NA,NA,4.54
1988,08207,Sant Esteve de Palautordera,Barcelona,790,CiU,77.2,#1e4a8e,Nacionalismo/independentismo,83.79,#18a1cd,77.2,6.93,3.04,4.9,6.59,0.34,NA,NA,1.02
1988,08208,Sant Esteve Sesrovires,Barcelona,1287,CiU,49.19,#1e4a8e,Nacionalismo/independentismo,55,#18a1cd,49.19,32.08,3.88,3.77,5.81,2.8,NA,NA,2.38
1988,08209,Sant Fost de Campsentelles,Barcelona,2857,CiU,56.48,#1e4a8e,Nacionalismo/independentismo,58.71,#18a1cd,56.48,22.93,6.1,4.81,2.23,5.28,NA,NA,1.95
1988,08210,Sant Feliu de Codines,Barcelona,2633,CiU,64.31,#1e4a8e,Nacionalismo/independentismo,68.26,#18a1cd,64.31,13.85,9.57,4.27,3.95,2,NA,NA,1.39
1988,08211,Sant Feliu de Llobregat,Barcelona,26541,PSC,37.78,#da1f35,No nacionalistas,64.32,#fa8c00,32.53,37.78,15.77,3.36,2.63,4.42,NA,NA,2.99
1988,08212,Sant Feliu Sasserra,Barcelona,519,CiU,80.78,#1e4a8e,Nacionalismo/independentismo,86.35,#18a1cd,80.78,5.01,2.79,1.39,5.57,1.11,NA,NA,1.4
1988,08213,Sant Fruitós de Bages,Barcelona,3395,CiU,62.03,#1e4a8e,Nacionalismo/independentismo,65.91,#18a1cd,62.03,23.96,4.66,2.1,3.88,1.28,NA,NA,1.57
1988,08214,Vilassar de Dalt,Barcelona,4719,CiU,56.7,#1e4a8e,Nacionalismo/independentismo,62.49,#18a1cd,56.7,23.16,5.82,4,5.79,2.14,NA,NA,2.09
1988,08215,Sant Hipòlit de Voltregà,Barcelona,2373,CiU,65.08,#1e4a8e,Nacionalismo/independentismo,71.86,#18a1cd,65.08,17.91,3.69,1.9,6.78,1.37,NA,NA,2.39
1988,08216,Sant Jaume de Frontanyà,Barcelona,15,CiU,40,#1e4a8e,Nacionalismo/independentismo,53.33,#18a1cd,40,33.33,0,0,13.33,0,NA,NA,6.67
1988,08217,Sant Joan Despí,Barcelona,17605,PSC,48.84,#da1f35,No nacionalistas,74.29,#fa8c00,23.81,48.84,17.26,2.96,1.24,2.69,NA,NA,2.54
1988,08218,Sant Joan de Vilatorrada,Barcelona,5620,CiU,48.39,#1e4a8e,Nacionalismo/independentismo,52.42,#18a1cd,48.39,33.04,8.23,1.23,4.03,2.84,NA,NA,1.95
1988,08219,Vilassar de Mar,Barcelona,7707,CiU,61.15,#1e4a8e,Nacionalismo/independentismo,65.45,#18a1cd,61.15,19.2,6.11,3.69,4.3,3.07,NA,NA,2.1
1988,08220,Sant Julià de Vilatorta,Barcelona,1284,CiU,75.08,#1e4a8e,Nacionalismo/independentismo,87.54,#18a1cd,75.08,5.83,2.01,2.01,12.46,1.31,NA,NA,0.7
1988,08221,Sant Just Desvern,Barcelona,9517,CiU,48.14,#1e4a8e,Nacionalismo/independentismo,53.07,#18a1cd,48.14,24.17,10.87,4.71,4.93,3.77,NA,NA,2.84
1988,08222,Sant Llorenç d'Hortons,Barcelona,757,CiU,60.74,#1e4a8e,Nacionalismo/independentismo,65.58,#18a1cd,60.74,25.15,2.9,2.51,4.84,0.97,NA,NA,2.32
1988,08223,Sant Llorenç Savall,Barcelona,1466,CiU,73.57,#1e4a8e,Nacionalismo/independentismo,81.56,#18a1cd,73.57,12.03,1.97,1.28,7.99,0.69,NA,NA,2.28
1988,08224,Sant Martí de Centelles,Barcelona,549,CiU,70.39,#1e4a8e,Nacionalismo/independentismo,75.7,#18a1cd,70.39,15.36,1.96,2.51,5.31,1.12,NA,NA,3.3600000000000003
1988,08225,Sant Martí d'Albars,Barcelona,105,CiU,89.06,#1e4a8e,Nacionalismo/independentismo,96.87,#18a1cd,89.06,1.56,0,0,7.81,1.56,NA,NA,0
1988,08226,Sant Martí de Tous,Barcelona,796,CiU,61.77,#1e4a8e,Nacionalismo/independentismo,67.78,#18a1cd,61.77,20.37,1,7.85,6.01,1.34,NA,NA,1.1800000000000002
1988,08227,Sant Martí Sarroca,Barcelona,1828,CiU,66.75,#1e4a8e,Nacionalismo/independentismo,71.86,#18a1cd,66.75,22.4,2.03,0.97,5.11,0.26,NA,NA,1.94
1988,08228,Sant Martí Sesgueioles,Barcelona,323,CiU,74.03,#1e4a8e,Nacionalismo/independentismo,77.49,#18a1cd,74.03,11.26,2.6,1.3,3.46,1.73,NA,NA,3.88
1988,08229,Sant Mateu de Bages,Barcelona,484,CiU,82.2,#1e4a8e,Nacionalismo/independentismo,90.11,#18a1cd,82.2,3.39,1.13,3.39,7.91,0.28,NA,NA,1.6800000000000002
1988,08230,Premià de Dalt,Barcelona,4078,CiU,52.13,#1e4a8e,Nacionalismo/independentismo,54.86,#18a1cd,52.13,29.15,6.48,3.67,2.73,3.16,NA,NA,2.41
1988,08231,Sant Pere de Ribes,Barcelona,8534,PSC,40.75,#da1f35,No nacionalistas,64.76,#fa8c00,31.35,40.75,12.37,4.22,3.72,4.34,NA,NA,3.08
1988,08232,Sant Pere de Riudebitlles,Barcelona,1663,CiU,52.83,#1e4a8e,Nacionalismo/independentismo,63.91,#18a1cd,52.83,26.5,2.58,3.25,11.08,0.92,NA,NA,2.06
1988,08233,Sant Pere de Torelló,Barcelona,1614,CiU,69.2,#1e4a8e,Nacionalismo/independentismo,82.86,#18a1cd,69.2,6.52,2.86,5.18,13.66,0.62,NA,NA,1.52
1988,08234,Sant Pere de Vilamajor,Barcelona,701,CiU,79.27,#1e4a8e,Nacionalismo/independentismo,82.94,#18a1cd,79.27,7.78,1.3,2.59,3.67,2.81,NA,NA,1.52
1988,08235,Sant Pol de Mar,Barcelona,1832,CiU,71.94,#1e4a8e,Nacionalismo/independentismo,77.39,#18a1cd,71.94,7.73,5.96,4.71,5.45,1.4,NA,NA,2.34
1988,08236,Sant Quintí de Mediona,Barcelona,1179,CiU,50.76,#1e4a8e,Nacionalismo/independentismo,64.87,#18a1cd,50.76,23.8,1.26,6.05,14.11,1.64,NA,NA,1.78
1988,08237,Sant Quirze de Besora,Barcelona,1619,CiU,69.03,#1e4a8e,Nacionalismo/independentismo,78.61,#18a1cd,69.03,12.96,2.64,2.64,9.58,1.49,NA,NA,1.23
1988,08238,Sant Quirze del Vallès,Barcelona,4823,CiU,51.66,#1e4a8e,Nacionalismo/independentismo,55.2,#18a1cd,51.66,25.66,10.32,3.57,3.54,2,NA,NA,2.9000000000000004
1988,08239,Sant Quirze Safaja,Barcelona,180,CiU,67.67,#1e4a8e,Nacionalismo/independentismo,71.43,#18a1cd,67.67,9.77,2.26,12.03,3.76,1.5,NA,NA,2.25
1988,08240,Sant Sadurní d'Anoia,Barcelona,6690,CiU,46.72,#1e4a8e,Nacionalismo/independentismo,55.88,#18a1cd,46.72,33.2,2.79,4.49,9.16,1.3,NA,NA,2
1988,08241,Sant Sadurní d'Osormort,Barcelona,61,CiU,70.18,#1e4a8e,Nacionalismo/independentismo,73.69,#18a1cd,70.18,15.79,0,10.53,3.51,0,NA,NA,0
1988,08242,Marganell,Barcelona,185,CiU,88.32,#1e4a8e,Nacionalismo/independentismo,91.97,#18a1cd,88.32,2.19,1.46,3.65,3.65,0,NA,NA,0.73
1988,08243,Santa Cecília de Voltregà,Barcelona,144,CiU,89.57,#1e4a8e,Nacionalismo/independentismo,93.05,#18a1cd,89.57,3.48,0,2.61,3.48,0,NA,NA,0.87
1988,08244,Santa Coloma de Cervelló,Barcelona,2013,CiU,60.5,#1e4a8e,Nacionalismo/independentismo,65.52,#18a1cd,60.5,22.49,4.7,2.66,5.02,1.65,NA,NA,2.37
1988,08245,Santa Coloma de Gramenet,Barcelona,97991,PSC,51.77,#da1f35,No nacionalistas,78.59,#fa8c00,19.76,51.77,15.24,2.97,1.15,5.24,NA,NA,3.37
1988,08246,Santa Eugènia de Berga,Barcelona,998,CiU,74.01,#1e4a8e,Nacionalismo/independentismo,82.32,#18a1cd,74.01,5.54,3.83,3.03,8.31,3.3,NA,NA,1.57
1988,08247,Santa Eulàlia de Riuprimer,Barcelona,628,CiU,79.25,#1e4a8e,Nacionalismo/independentismo,87.86,#18a1cd,79.25,7.73,1.77,0.88,8.61,0.22,NA,NA,1.32
1988,08248,Santa Eulàlia de Ronçana,Barcelona,1913,CiU,69.41,#1e4a8e,Nacionalismo/independentismo,76.32,#18a1cd,69.41,14.52,3.18,2.17,6.91,1.79,NA,NA,1.81
1988,08249,Santa Fe del Penedès,Barcelona,153,CiU,71.43,#1e4a8e,Nacionalismo/independentismo,78.99,#18a1cd,71.43,12.61,0.84,0,7.56,2.52,NA,NA,4.2
1988,08250,Santa Margarida de Montbui,Barcelona,6441,PSC,49.8,#da1f35,No nacionalistas,68.74,#fa8c00,28.96,49.8,9.88,3.51,1.96,2.57,NA,NA,2.98
1988,08251,Santa Margarida i els Monjos,Barcelona,2573,CiU,47.68,#1e4a8e,Nacionalismo/independentismo,51.65,#18a1cd,47.68,39.15,2.83,2.04,3.97,1.14,NA,NA,2.64
1988,08252,Barberà del Vallès,Barcelona,20635,PSC,46.15,#da1f35,No nacionalistas,74,#fa8c00,24.28,46.15,15.46,4.86,1.22,4.54,NA,NA,2.99
1988,08253,Santa Maria de Besora,Barcelona,165,CiU,82.79,#1e4a8e,Nacionalismo/independentismo,94.27,#18a1cd,82.79,3.28,0,1.64,11.48,0,NA,NA,0.82
1988,08254,L'Esquirol,Barcelona,1534,CiU,72.89,#1e4a8e,Nacionalismo/independentismo,82.27,#18a1cd,72.89,6.26,4.38,2.92,9.38,1.04,NA,NA,2.5
1988,08255,Santa Maria de Merlès,Barcelona,154,CiU,85.86,#1e4a8e,Nacionalismo/independentismo,91.92,#18a1cd,85.86,2.02,1.01,5.05,6.06,0,NA,NA,0
1988,08256,Santa Maria de Martorelles,Barcelona,322,CiU,67.94,#1e4a8e,Nacionalismo/independentismo,69.85,#18a1cd,67.94,20.1,7.18,2.39,1.91,0.48,NA,NA,0
1988,08257,Santa Maria de Miralles,Barcelona,84,CiU,82.76,#1e4a8e,Nacionalismo/independentismo,82.76,#18a1cd,82.76,12.07,0,0,0,0,NA,NA,3.44
1988,08258,Santa Maria d'Oló,Barcelona,805,CiU,72.85,#1e4a8e,Nacionalismo/independentismo,85.91,#18a1cd,72.85,4.98,4.12,1.03,13.06,1.2,NA,NA,1.89
1988,08259,Santa Maria de Palautordera,Barcelona,3335,CiU,58.96,#1e4a8e,Nacionalismo/independentismo,63.22,#18a1cd,58.96,25.75,3.69,3.97,4.26,1.05,NA,NA,2
1988,08260,Santa Perpètua de Mogoda,Barcelona,10307,CiU,40.64,#1e4a8e,No nacionalistas,55.61,#fa8c00,40.64,35.45,10.66,3.44,3.25,3.46,NA,NA,2.6
1988,08261,Santa Susanna,Barcelona,505,CiU,71.75,#1e4a8e,Nacionalismo/independentismo,75.42,#18a1cd,71.75,11.3,0.56,8.76,3.67,2.82,NA,NA,0.8400000000000001
1988,08262,Sant Vicenç de Castellet,Barcelona,5881,CiU,48.86,#1e4a8e,Nacionalismo/independentismo,54.72,#18a1cd,48.86,32.79,2.52,3.19,5.86,3.19,NA,NA,3.08
1988,08263,Sant Vicenç dels Horts,Barcelona,14211,PSC,35.91,#da1f35,No nacionalistas,64.97,#fa8c00,32.9,35.91,21.82,2.07,1.71,2.74,NA,NA,2.43
1988,08264,Sant Vicenç de Montalt,Barcelona,1145,CiU,70.78,#1e4a8e,Nacionalismo/independentismo,74.39,#18a1cd,70.78,14.67,1.28,3.84,3.61,3.14,NA,NA,1.74
1988,08265,Sant Vicenç de Torelló,Barcelona,1426,CiU,73.51,#1e4a8e,Nacionalismo/independentismo,81.74,#18a1cd,73.51,9.52,2.78,2.58,8.23,0.3,NA,NA,2.3
1988,08266,Cerdanyola del Vallès,Barcelona,37851,PSC,41.03,#da1f35,No nacionalistas,67.9,#fa8c00,30.05,41.03,12.85,4.59,1.47,6.07,NA,NA,3.36
1988,08267,Sentmenat,Barcelona,3006,CiU,46.11,#1e4a8e,Nacionalismo/independentismo,51.37,#18a1cd,46.11,37.78,5.36,2.34,5.26,1.75,NA,NA,0.99
1988,08268,Cercs,Barcelona,1486,CiU,47.72,#1e4a8e,Nacionalismo/independentismo,50.93,#18a1cd,47.72,40.06,2.9,0.21,3.21,1.86,NA,NA,3.73
1988,08269,Seva,Barcelona,1244,CiU,54.31,#1e4a8e,Nacionalismo/independentismo,89.48,#18a1cd,54.31,5.81,0.9,1.4,35.17,0.3,NA,NA,2
1988,08270,Sitges,Barcelona,9981,CiU,52.48,#1e4a8e,Nacionalismo/independentismo,57.6,#18a1cd,52.48,26.63,3.44,6.51,5.12,3.28,NA,NA,2.19
1988,08271,Sobremunt,Barcelona,65,CiU,71.05,#1e4a8e,Nacionalismo/independentismo,81.58,#18a1cd,71.05,2.63,2.63,0,10.53,0,NA,NA,13.15
1988,08272,Sora,Barcelona,181,CiU,83.97,#1e4a8e,Nacionalismo/independentismo,89.31,#18a1cd,83.97,8.4,0,0.76,5.34,0,NA,NA,1.52
1988,08273,Subirats,Barcelona,1758,CiU,61.54,#1e4a8e,Nacionalismo/independentismo,66.97,#18a1cd,61.54,13.77,4.7,3.24,5.43,8.5,NA,NA,2.34
1988,08274,Súria,Barcelona,5247,CiU,53.19,#1e4a8e,Nacionalismo/independentismo,57.47,#18a1cd,53.19,31.92,3.81,1.53,4.28,2.26,NA,NA,2.56
1988,08275,Tavèrnoles,Barcelona,150,CiU,79.66,#1e4a8e,Nacionalismo/independentismo,86.44,#18a1cd,79.66,4.24,5.08,0,6.78,0.85,NA,NA,2.55
1988,08276,Tagamanent,Barcelona,120,CiU,67.05,#1e4a8e,Nacionalismo/independentismo,71.6,#18a1cd,67.05,14.77,1.14,2.27,4.55,5.68,NA,NA,3.41
1988,08277,Talamanca,Barcelona,62,CiU,78.85,#1e4a8e,Nacionalismo/independentismo,86.54,#18a1cd,78.85,3.85,3.85,5.77,7.69,0,NA,NA,0
1988,08278,Taradell,Barcelona,3192,CiU,73.11,#1e4a8e,Nacionalismo/independentismo,82.54,#18a1cd,73.11,7.17,2.86,4.61,9.43,0.81,NA,NA,1.58
1988,08279,Terrassa,Barcelona,118152,CiU,39.04,#1e4a8e,No nacionalistas,57.35,#fa8c00,39.04,37.44,10.78,2.97,2.98,3.42,NA,NA,2.74
1988,08280,Tavertet,Barcelona,96,CiU,80.65,#1e4a8e,Nacionalismo/independentismo,87.1,#18a1cd,80.65,6.45,0,3.23,6.45,1.61,NA,NA,1.61
1988,08281,Teià,Barcelona,2160,CiU,62.53,#1e4a8e,Nacionalismo/independentismo,70.01,#18a1cd,62.53,15.83,6.46,3.12,7.48,2.03,NA,NA,2.04
1988,08282,Tiana,Barcelona,2905,CiU,58.04,#1e4a8e,Nacionalismo/independentismo,61.91,#18a1cd,58.04,23.51,7.59,2.78,3.87,2.08,NA,NA,1.6
1988,08283,Tona,Barcelona,3894,CiU,70.14,#1e4a8e,Nacionalismo/independentismo,74.88,#18a1cd,70.14,15.57,2.54,2.61,4.74,0.97,NA,NA,2.56
1988,08284,Tordera,Barcelona,5849,CiU,64.85,#1e4a8e,Nacionalismo/independentismo,68.28,#18a1cd,64.85,22.66,1.93,2.34,3.43,2.45,NA,NA,1.99
1988,08285,Torelló,Barcelona,8607,CiU,60.31,#1e4a8e,Nacionalismo/independentismo,69.92,#18a1cd,60.31,18.06,5.46,1.99,9.61,1.44,NA,NA,2.69
1988,08286,La Torre de Claramunt,Barcelona,1038,CiU,51.06,#1e4a8e,Nacionalismo/independentismo,54.71,#18a1cd,51.06,34.95,3.04,2.58,3.65,1.67,NA,NA,2.73
1988,08287,Torrelavit,Barcelona,913,CiU,68.61,#1e4a8e,Nacionalismo/independentismo,76.62,#18a1cd,68.61,13.69,2.84,3.51,8.01,1.34,NA,NA,1.33
