year,cod_ine,nom_mun,nom_prov,poblacion,ganador,ganador_por,color,ganador_bloque,ganador_por_bloque,color_bloque,votos_partido_1,votos_partido_2,votos_partido_3,votos_partido_4,votos_partido_5,votos_partido_6,votos_partido_7,votos_partido_8,votos_partido_99,por_voto_partido_1,por_voto_partido_2,por_voto_partido_3,por_voto_partido_4,por_voto_partido_5,por_voto_partido_6,por_voto_partido_7,por_voto_partido_8,por_voto_partido_99
2003,08001,Abrera,Barcelona,7140,PSC-CpC,41.6,#da1f35,No nacionalistas,66.8,#fa8c00,1746,883,467,585,397,3,NA,NA,74,41.6,21,11.1,13.9,9.5,0.1,NA,NA,1.8
2003,08002,Aguilar de Segarra,Barcelona,179,CiU,57.5,#1e4a8e,Nacionalismo/independentismo,75.6,#18a1cd,9,73,22,6,12,0,NA,NA,4,7.1,57.5,17.3,4.7,9.4,0,NA,NA,3.2
2003,08003,Alella,Barcelona,6732,CiU,38.6,#1e4a8e,Nacionalismo/independentismo,61,#18a1cd,813,1781,1036,659,238,2,NA,NA,47,17.6,38.6,22.4,14.3,5.2,0,NA,NA,1
2003,08004,Alpens,Barcelona,226,CiU,50.3,#1e4a8e,Nacionalismo/independentismo,88.2,#18a1cd,8,94,71,0,11,0,NA,NA,0,4.3,50.3,38,0,5.9,0,NA,NA,0
2003,08005,L'Ametlla del Vallès,Barcelona,4991,CiU,39,#1e4a8e,Nacionalismo/independentismo,61.4,#18a1cd,685,1308,752,374,181,0,NA,NA,29,20.4,39,22.4,11.2,5.4,0,NA,NA,0.9
2003,08006,Arenys de Mar,Barcelona,10450,CiU,38.6,#1e4a8e,Nacionalismo/independentismo,59.6,#18a1cd,1637,2708,1469,762,333,1,NA,NA,52,23.3,38.6,20.9,10.9,4.8,0,NA,NA,0.7
2003,08007,Arenys de Munt,Barcelona,5531,CiU,40.3,#1e4a8e,Nacionalismo/independentismo,67.2,#18a1cd,691,1512,1006,225,231,0,NA,NA,37,18.4,40.3,26.8,6,6.2,0,NA,NA,1
2003,08008,Argençola,Barcelona,193,CiU,42.3,#1e4a8e,Nacionalismo/independentismo,78.9,#18a1cd,8,52,44,8,3,0,NA,NA,4,6.5,42.3,35.8,6.5,2.4,0,NA,NA,3.2
2003,08009,Argentona,Barcelona,8232,CiU,41,#1e4a8e,Nacionalismo/independentismo,59.7,#18a1cd,1157,2243,1018,573,326,4,NA,NA,111,21.1,41,18.6,10.5,6,0.1,NA,NA,2
2003,08010,Artés,Barcelona,3818,CiU,41.8,#1e4a8e,Nacionalismo/independentismo,66.9,#18a1cd,578,1106,663,130,119,0,NA,NA,26,21.8,41.8,25.1,4.9,4.5,0,NA,NA,1
2003,08011,Avià,Barcelona,1619,CiU,50.2,#1e4a8e,Nacionalismo/independentismo,81,#18a1cd,113,579,353,35,49,0,NA,NA,14,9.8,50.2,30.6,3,4.2,0,NA,NA,1.2
