year,cod_ine,nom_mun,nom_prov,poblacion,ganador,ganador_por,color,ganador_bloque,ganador_por_bloque,color_bloque,votos_partido_1,votos_partido_2,votos_partido_3,votos_partido_4,votos_partido_5,votos_partido_6,votos_partido_7,votos_partido_8,votos_partido_99,por_voto_partido_1,por_voto_partido_2,por_voto_partido_3,por_voto_partido_4,por_voto_partido_5,por_voto_partido_6,por_voto_partido_7,por_voto_partido_8,por_voto_partido_99
1980,08001,Abrera,Barcelona,2302,CiU,25.39,#1e4a8e,No nacionalistas,67.64,#fa8c00,411,407,389,96,81,94,NA,NA,131,25.39,25.14,24.03,5.93,5,5.81,NA,NA,8.08
1980,08002,Aguilar de Segarra,Barcelona,192,CiU,77.06,#1e4a8e,Nacionalismo/independentismo,77.98,#18a1cd,84,1,7,16,0,0,NA,NA,1,77.06,0.92,6.42,14.68,0,0,NA,NA,0.92
1980,08003,Alella,Barcelona,2018,CiU,45.61,#1e4a8e,Nacionalismo/independentismo,59.53,#18a1cd,681,256,128,151,128,18,NA,NA,125,45.61,17.15,8.57,10.11,8.57,1.21,NA,NA,8.35
1980,08004,Alpens,Barcelona,205,CiU,36.88,#1e4a8e,Nacionalismo/independentismo,63.83,#18a1cd,52,2,12,24,26,5,NA,NA,17,36.88,1.42,8.51,17.02,18.44,3.55,NA,NA,12.06
1980,08005,L'Ametlla del Vallès,Barcelona,1217,CiU,51.04,#1e4a8e,Nacionalismo/independentismo,65.98,#18a1cd,441,137,50,78,75,10,NA,NA,69,51.04,15.86,5.79,9.03,8.68,1.16,NA,NA,8.01
1980,08006,Arenys de Mar,Barcelona,7872,CiU,39.17,#1e4a8e,Nacionalismo/independentismo,54.63,#18a1cd,1938,964,503,563,479,95,NA,NA,382,39.17,19.48,10.17,11.38,9.68,1.92,NA,NA,7.71
1980,08007,Arenys de Munt,Barcelona,3240,CiU,38.31,#1e4a8e,Nacionalismo/independentismo,71.27,#18a1cd,911,252,202,133,716,14,NA,NA,145,38.31,10.6,8.49,5.59,30.11,0.59,NA,NA,6.08
1980,08008,Argençola,Barcelona,152,CC-UCD,42.11,#008369,No nacionalistas,57.89,#fa8c00,14,5,2,24,1,1,NA,NA,9,24.56,8.77,3.51,42.11,1.75,1.75,NA,NA,15.78
1980,08009,Argentona,Barcelona,4182,CiU,41.09,#1e4a8e,Nacionalismo/independentismo,52.74,#18a1cd,1211,434,334,404,248,127,NA,NA,179,41.09,14.73,11.33,13.71,8.42,4.31,NA,NA,6.08
1980,08010,Artés,Barcelona,2935,CiU,43.77,#1e4a8e,Nacionalismo/independentismo,61.57,#18a1cd,952,372,133,189,117,77,NA,NA,316,43.77,17.1,6.11,8.69,5.38,3.54,NA,NA,14.54
1980,08011,Avià,Barcelona,1655,CiU,53.69,#1e4a8e,Nacionalismo/independentismo,63.61,#18a1cd,509,90,87,145,36,2,NA,NA,74,53.69,9.49,9.18,15.3,3.8,0.21,NA,NA,7.8
