year,cod_ine,nom_mun,nom_prov,poblacion,ganador,ganador_por,color,ganador_bloque,ganador_por_bloque,color_bloque,votos_partido_1,votos_partido_2,votos_partido_3,votos_partido_4,votos_partido_5,votos_partido_6,votos_partido_7,votos_partido_8,votos_partido_99,por_voto_partido_1,por_voto_partido_2,por_voto_partido_3,por_voto_partido_4,por_voto_partido_5,por_voto_partido_6,por_voto_partido_7,por_voto_partido_8,por_voto_partido_99
1999,08001,Abrera,Barcelona,6369,PSC,49.1,#da1f35,No nacionalistas,68,#18a1cd,1754,941,384,179,124,NA,NA,NA,166,49.1,26.4,10.8,5,3.5,NA,NA,NA,4.7
1999,08002,Aguilar de Segarra,Barcelona,183,CiU,74.2,#1e4a8e,Nacionalismo/independentismo,84.7,#fa8c00,8,92,2,13,8,NA,NA,NA,1,6.4,74.2,1.6,10.5,6.4,NA,NA,NA,0.8
1999,08003,Alella,Barcelona,6470,CiU,50,#1e4a8e,Nacionalismo/independentismo,61.5,#fa8c00,922,2063,440,469,99,NA,NA,NA,83,22.4,50,10.7,11.4,2.4,NA,NA,NA,2
1999,08004,Alpens,Barcelona,218,CiU,59.3,#1e4a8e,Nacionalismo/independentismo,84.9,#fa8c00,16,102,1,43,5,NA,NA,NA,4,9.3,59.3,0.6,25,2.9,NA,NA,NA,2.3
1999,08005,L'Ametlla del Vallès,Barcelona,4167,CiU,50.1,#1e4a8e,Nacionalismo/independentismo,62.7,#fa8c00,654,1346,217,331,58,NA,NA,NA,53,24.4,50.1,8.1,12.3,2.2,NA,NA,NA,2
1999,08006,Arenys de Mar,Barcelona,10087,CiU,47,#1e4a8e,Nacionalismo/independentismo,59.3,#fa8c00,1723,2994,584,773,140,NA,NA,NA,106,27.1,47,9.2,12.2,2.2,NA,NA,NA,1.7
1999,08007,Arenys de Munt,Barcelona,5067,CiU,52.3,#1e4a8e,Nacionalismo/independentismo,68.8,#fa8c00,776,1782,163,560,63,NA,NA,NA,39,22.8,52.3,4.8,16.4,1.9,NA,NA,NA,1.1
1999,08008,Argençola,Barcelona,185,CiU,62.7,#1e4a8e,Nacionalismo/independentismo,78.6,#fa8c00,13,79,4,20,3,NA,NA,NA,2,10.3,62.7,3.2,15.9,2.4,NA,NA,NA,1.6
1999,08009,Argentona,Barcelona,7602,CiU,48.6,#1e4a8e,Nacionalismo/independentismo,59.3,#fa8c00,1328,2370,371,523,138,NA,NA,NA,115,27.2,48.6,7.6,10.7,2.8,NA,NA,NA,2.3
1999,08010,Artés,Barcelona,3580,CiU,50.5,#1e4a8e,Nacionalismo/independentismo,66,#fa8c00,636,1211,81,370,31,NA,NA,NA,47,26.5,50.5,3.4,15.4,1.3,NA,NA,NA,2
1999,08011,Avià,Barcelona,1558,CiU,60.3,#1e4a8e,Nacionalismo/independentismo,80,#fa8c00,129,614,34,200,15,NA,NA,NA,16,12.7,60.3,3.3,19.6,1.5,NA,NA,NA,1.6
1999,08012,Avinyó,Barcelona,1665,CiU,66.2,#1e4a8e,Nacionalismo/independentismo,82.4,#fa8c00,186,833,24,203,6,NA,NA,NA,5,14.8,66.2,1.9,16.1,0.5,NA,NA,NA,0.4
1999,08013,Avinyonet del Penedès,Barcelona,1040,CiU,62.5,#1e4a8e,Nacionalismo/independentismo,75.2,#fa8c00,125,431,28,87,10,NA,NA,NA,7,18.1,62.5,4.1,12.6,1.4,NA,NA,NA,1
1999,08014,Aiguafreda,Barcelona,1823,CiU,58,#1e4a8e,Nacionalismo/independentismo,70,#fa8c00,266,762,65,155,34,NA,NA,NA,20,20.2,58,4.9,11.8,2.6,NA,NA,NA,1.5
1999,08015,Badalona,Barcelona,176505,PSC,47.2,#da1f35,No nacionalistas,64.6,#18a1cd,43489,27104,8945,4707,3384,NA,NA,NA,3712,47.2,29.4,9.7,5.1,3.7,NA,NA,NA,4
1999,08016,Bagà,Barcelona,1762,CiU,46.4,#1e4a8e,Nacionalismo/independentismo,56.9,#fa8c00,413,531,45,118,18,NA,NA,NA,13,36.1,46.4,3.9,10.3,1.6,NA,NA,NA,1.1
1999,08017,Balenyà,Barcelona,2467,CiU,57.1,#1e4a8e,Nacionalismo/independentismo,66.8,#fa8c00,423,961,60,161,41,NA,NA,NA,31,25.1,57.1,3.6,9.6,2.4,NA,NA,NA,1.9
1999,08018,Balsareny,Barcelona,2757,CiU,47,#1e4a8e,Nacionalismo/independentismo,57.3,#fa8c00,659,841,50,184,25,NA,NA,NA,17,36.9,47,2.8,10.3,1.4,NA,NA,NA,0.9
1999,08019,Barcelona,Barcelona,1305069,PSC,37.6,#da1f35,No nacionalistas,56,#18a1cd,305077,281093,103589,66797,26169,NA,NA,NA,20177,37.6,34.6,12.8,8.2,3.2,NA,NA,NA,2.5
1999,08020,Begues,Barcelona,3110,CiU,49.6,#1e4a8e,Nacionalismo/independentismo,61,#fa8c00,535,1062,155,244,61,NA,NA,NA,53,25,49.6,7.2,11.4,2.9,NA,NA,NA,2.5
1999,08021,Bellprat,Barcelona,84,CiU,72.6,#1e4a8e,Nacionalismo/independentismo,90.2,#fa8c00,3,37,1,9,0,NA,NA,NA,1,5.9,72.6,2,17.6,0,NA,NA,NA,2
1999,08022,Berga,Barcelona,12235,CiU,45.7,#1e4a8e,Nacionalismo/independentismo,63.3,#fa8c00,2149,3503,388,1341,132,NA,NA,NA,67,28,45.7,5.1,17.5,1.7,NA,NA,NA,0.9
1999,08023,Bigues i Riells,Barcelona,4207,CiU,51.1,#1e4a8e,Nacionalismo/independentismo,60.2,#fa8c00,645,1248,196,221,60,NA,NA,NA,48,26.4,51.1,8,9.1,2.5,NA,NA,NA,2
1999,08024,Borredà,Barcelona,406,CiU,54.5,#1e4a8e,Nacionalismo/independentismo,62.9,#fa8c00,80,150,12,22,1,NA,NA,NA,6,29.1,54.5,4.4,8,0.4,NA,NA,NA,2.2
1999,08025,El Bruc,Barcelona,761,CiU,50.4,#1e4a8e,Nacionalismo/independentismo,61,#fa8c00,135,266,32,56,22,NA,NA,NA,14,25.6,50.4,6.1,10.6,4.2,NA,NA,NA,2.7
1999,08026,El Brull,Barcelona,174,CiU,62.7,#1e4a8e,Nacionalismo/independentismo,82.5,#fa8c00,10,79,7,25,1,NA,NA,NA,1,7.9,62.7,5.6,19.8,0.8,NA,NA,NA,0.8
1999,08027,Les Cabanyes,Barcelona,450,CiU,56,#1e4a8e,Nacionalismo/independentismo,69.6,#fa8c00,75,188,13,45,9,NA,NA,NA,5,22.3,56,3.9,13.4,2.7,NA,NA,NA,1.5
1999,08028,Cabrera d'Anoia,Barcelona,408,PSC,50.2,#da1f35,No nacionalistas,64.2,#18a1cd,122,72,24,13,5,NA,NA,NA,5,50.2,29.6,9.9,5.3,2.1,NA,NA,NA,2.1
1999,08029,Cabrera de Mar,Barcelona,2813,CiU,58.8,#1e4a8e,Nacionalismo/independentismo,71.7,#fa8c00,317,1088,145,239,29,NA,NA,NA,18,17.1,58.8,7.8,12.9,1.6,NA,NA,NA,1
1999,08030,Cabrils,Barcelona,3479,CiU,54.8,#1e4a8e,Nacionalismo/independentismo,66.8,#fa8c00,434,1225,212,266,37,NA,NA,NA,34,19.4,54.8,9.5,11.9,1.7,NA,NA,NA,1.5
1999,08031,Calaf,Barcelona,2538,CiU,52.5,#1e4a8e,Nacionalismo/independentismo,64.7,#fa8c00,439,921,100,213,24,NA,NA,NA,38,25,52.5,5.7,12.1,1.4,NA,NA,NA,2.2
1999,08032,Caldes d'Estrac,Barcelona,1615,CiU,53.1,#1e4a8e,Nacionalismo/independentismo,61.3,#fa8c00,288,551,71,84,21,NA,NA,NA,15,27.8,53.1,6.8,8.1,2,NA,NA,NA,1.4
1999,08033,Caldes de Montbui,Barcelona,10786,CiU,43.9,#1e4a8e,Nacionalismo/independentismo,53.6,#fa8c00,2194,2804,403,614,200,NA,NA,NA,129,34.4,43.9,6.3,9.6,3.1,NA,NA,NA,2
1999,08034,Calders,Barcelona,582,CiU,58.5,#1e4a8e,Nacionalismo/independentismo,80.6,#fa8c00,58,250,13,94,8,NA,NA,NA,3,13.6,58.5,3,22,1.9,NA,NA,NA,0.7
1999,08035,Calella,Barcelona,10219,CiU,51.6,#1e4a8e,Nacionalismo/independentismo,66.9,#fa8c00,1309,3104,493,911,81,NA,NA,NA,83,21.8,51.6,8.2,15.1,1.4,NA,NA,NA,1.4
1999,08036,Calonge de Segarra,Barcelona,158,CiU,67.5,#1e4a8e,Nacionalismo/independentismo,87.3,#fa8c00,3,85,6,25,1,NA,NA,NA,2,2.4,67.5,4.8,19.8,0.8,NA,NA,NA,1.6
1999,08037,Calldetenes,Barcelona,1558,CiU,60.6,#1e4a8e,Nacionalismo/independentismo,86.6,#fa8c00,88,684,30,291,16,NA,NA,NA,10,7.8,60.6,2.7,25.8,1.4,NA,NA,NA,0.9
1999,08038,Callús,Barcelona,1132,CiU,57.6,#1e4a8e,Nacionalismo/independentismo,71.3,#fa8c00,186,449,13,107,14,NA,NA,NA,7,23.9,57.6,1.7,13.7,1.8,NA,NA,NA,0.9
1999,08039,Campins,Barcelona,237,CiU,60.4,#1e4a8e,Nacionalismo/independentismo,94.7,#fa8c00,0,102,2,23,5,NA,NA,NA,37,0,60.4,1.2,13.6,3,NA,NA,NA,21.9
1999,08040,Canet de Mar,Barcelona,8273,CiU,47.6,#1e4a8e,Nacionalismo/independentismo,60,#fa8c00,1453,2466,403,638,119,NA,NA,NA,66,28.1,47.6,7.8,12.3,2.3,NA,NA,NA,1.3
1999,08041,Canovelles,Barcelona,10694,PSC,55.5,#da1f35,No nacionalistas,67.7,#18a1cd,3282,1673,456,197,111,NA,NA,NA,157,55.5,28.3,7.7,3.3,1.9,NA,NA,NA,2.6
1999,08042,Cànoves i Samalús,Barcelona,1492,CiU,41.7,#1e4a8e,No nacionalistas,52,#18a1cd,345,401,128,59,12,NA,NA,NA,15,35.9,41.7,13.3,6.1,1.2,NA,NA,NA,1.6
1999,08043,Canyelles,Barcelona,1483,PSC,41.7,#da1f35,No nacionalistas,55.1,#18a1cd,393,355,72,64,39,NA,NA,NA,16,41.7,37.7,7.6,6.8,4.1,NA,NA,NA,1.7
1999,08044,Capellades,Barcelona,4052,CiU,48.2,#1e4a8e,Nacionalismo/independentismo,58.5,#fa8c00,816,1252,168,267,49,NA,NA,NA,35,31.4,48.2,6.5,10.3,1.9,NA,NA,NA,1.4
1999,08045,Capolat,Barcelona,60,CiU,59.4,#1e4a8e,Nacionalismo/independentismo,71.9,#fa8c00,8,19,0,4,0,NA,NA,NA,0,25,59.4,0,12.5,0,NA,NA,NA,0
1999,08046,Cardedeu,Barcelona,9394,CiU,45.2,#1e4a8e,Nacionalismo/independentismo,54.4,#fa8c00,2032,2747,377,553,189,NA,NA,NA,112,33.4,45.2,6.2,9.1,3.1,NA,NA,NA,1.9
1999,08047,Cardona,Barcelona,4999,CiU,51.1,#1e4a8e,Nacionalismo/independentismo,59.6,#fa8c00,1055,1666,134,276,48,NA,NA,NA,58,32.4,51.1,4.1,8.5,1.5,NA,NA,NA,1.8
1999,08048,Carme,Barcelona,591,CiU,66,#1e4a8e,Nacionalismo/independentismo,74.9,#fa8c00,84,297,21,39,6,NA,NA,NA,1,18.7,66,4.7,8.7,1.3,NA,NA,NA,0.2
1999,08049,Casserres,Barcelona,1424,CiU,66.5,#1e4a8e,Nacionalismo/independentismo,80,#fa8c00,121,609,41,123,11,NA,NA,NA,8,13.2,66.5,4.5,13.4,1.2,NA,NA,NA,0.9
1999,08050,Castellar del Riu,Barcelona,101,CiU,67.1,#1e4a8e,Nacionalismo/independentismo,78.6,#fa8c00,8,47,5,8,2,NA,NA,NA,0,11.4,67.1,7.1,11.4,2.9,NA,NA,NA,0
1999,08051,Castellar del Vallès,Barcelona,13835,CiU,44.9,#1e4a8e,Nacionalismo/independentismo,56.2,#fa8c00,2818,3816,464,958,253,NA,NA,NA,153,33.1,44.9,5.4,11.3,3,NA,NA,NA,1.8
1999,08052,Castellar de n'Hug,Barcelona,168,CiU,76.3,#1e4a8e,Nacionalismo/independentismo,87.8,#fa8c00,10,100,4,14,1,NA,NA,NA,2,7.6,76.3,3,10.7,0.8,NA,NA,NA,1.5
1999,08053,Castellbell i el Vilar,Barcelona,2584,CiU,44.7,#1e4a8e,Nacionalismo/independentismo,53.1,#fa8c00,649,712,54,132,20,NA,NA,NA,17,40.8,44.7,3.4,8.3,1.3,NA,NA,NA,1.1
1999,08054,Castellbisbal,Barcelona,5897,PSC,39.8,#da1f35,No nacionalistas,54.6,#18a1cd,1357,1226,317,296,107,NA,NA,NA,81,39.8,36,9.3,8.7,3.1,NA,NA,NA,2.4
1999,08055,Castellcir,Barcelona,302,CiU,57.6,#1e4a8e,Nacionalismo/independentismo,73.7,#fa8c00,32,125,10,32,8,NA,NA,NA,4,14.8,57.6,4.6,14.8,3.7,NA,NA,NA,1.8
1999,08056,Castelldefels,Barcelona,34606,PSC,43.2,#da1f35,No nacionalistas,64.7,#18a1cd,8064,5540,2783,849,498,NA,NA,NA,722,43.2,29.7,14.9,4.6,2.7,NA,NA,NA,3.9
1999,08057,Castell de l'Areny,Barcelona,43,CiU,69.7,#1e4a8e,Nacionalismo/independentismo,72.7,#fa8c00,5,23,4,1,0,NA,NA,NA,0,15.2,69.7,12.1,3,0,NA,NA,NA,0
1999,08058,Castellet i la Gornal,Barcelona,1202,PSC,42.2,#da1f35,No nacionalistas,50.5,#18a1cd,308,305,36,52,13,NA,NA,NA,13,42.2,41.8,4.9,7.1,1.8,NA,NA,NA,1.8
1999,08059,Castellfollit del Boix,Barcelona,299,CiU,53,#1e4a8e,Nacionalismo/independentismo,69.7,#fa8c00,33,98,11,30,4,NA,NA,NA,4,17.8,53,6,16.2,2.2,NA,NA,NA,2.2
1999,08060,Castellfollit de Riubregós,Barcelona,204,CiU,61.9,#1e4a8e,Nacionalismo/independentismo,76.9,#fa8c00,22,91,8,22,3,NA,NA,NA,0,15,61.9,5.4,15,2,NA,NA,NA,0
1999,08061,Castellgalí,Barcelona,770,CiU,53,#1e4a8e,Nacionalismo/independentismo,65,#fa8c00,145,292,20,65,6,NA,NA,NA,19,26.3,53,3.6,11.8,1.1,NA,NA,NA,3.4
1999,08062,Castellnou de Bages,Barcelona,407,CiU,46.1,#1e4a8e,Nacionalismo/independentismo,58.8,#fa8c00,77,123,11,34,12,NA,NA,NA,8,28.8,46.1,4.1,12.7,4.5,NA,NA,NA,3
1999,08063,Castellolí,Barcelona,356,CiU,59.5,#1e4a8e,Nacionalismo/independentismo,77.2,#fa8c00,37,154,7,46,6,NA,NA,NA,4,14.3,59.5,2.7,17.8,2.3,NA,NA,NA,1.5
1999,08064,Castellterçol,Barcelona,1711,CiU,53.1,#1e4a8e,Nacionalismo/independentismo,67.3,#fa8c00,309,677,55,181,22,NA,NA,NA,21,24.2,53.1,4.3,14.2,1.7,NA,NA,NA,1.6
1999,08065,Castellví de la Marca,Barcelona,1227,CiU,66,#1e4a8e,Nacionalismo/independentismo,74.6,#fa8c00,133,496,30,63,10,NA,NA,NA,15,17.7,66,4,8.4,1.3,NA,NA,NA,2
1999,08066,Castellví de Rosanes,Barcelona,887,PSC,35.7,#da1f35,No nacionalistas,53.6,#18a1cd,228,215,71,78,27,NA,NA,NA,16,35.7,33.7,11.1,12.2,4.2,NA,NA,NA,2.5
1999,08067,Centelles,Barcelona,4833,CiU,57.5,#1e4a8e,Nacionalismo/independentismo,68.2,#fa8c00,745,1882,151,348,80,NA,NA,NA,46,22.8,57.5,4.6,10.6,2.5,NA,NA,NA,1.4
1999,08068,Cervelló,Barcelona,4760,CiU,41.9,#1e4a8e,Nacionalismo/independentismo,51.9,#fa8c00,998,1203,228,286,76,NA,NA,NA,49,34.8,41.9,7.9,10,2.6,NA,NA,NA,1.7
1999,08069,Collbató,Barcelona,1591,CiU,39.8,#1e4a8e,Nacionalismo/independentismo,53.5,#fa8c00,352,408,79,141,24,NA,NA,NA,14,34.3,39.8,7.7,13.7,2.3,NA,NA,NA,1.4
1999,08070,Collsuspina,Barcelona,214,CiU,69.5,#1e4a8e,Nacionalismo/independentismo,87.4,#fa8c00,16,121,4,31,1,NA,NA,NA,0,9.2,69.5,2.3,17.8,0.6,NA,NA,NA,0
1999,08071,Copons,Barcelona,248,CiU,47.7,#1e4a8e,Nacionalismo/independentismo,55.7,#fa8c00,61,83,2,13,4,NA,NA,NA,4,35.1,47.7,1.1,7.5,2.3,NA,NA,NA,2.3
1999,08072,Corbera de Llobregat,Barcelona,6989,CiU,46,#1e4a8e,Nacionalismo/independentismo,56.2,#fa8c00,1195,1805,294,396,94,NA,NA,NA,97,30.5,46,7.5,10.1,2.4,NA,NA,NA,2.5
1999,08073,Cornellà de Llobregat,Barcelona,68042,PSC,55.7,#da1f35,No nacionalistas,76.5,#18a1cd,21801,7300,3874,1533,1843,NA,NA,NA,2475,55.7,18.6,9.9,3.9,4.7,NA,NA,NA,6.3
1999,08074,Cubelles,Barcelona,4910,PSC,37.5,#da1f35,No nacionalistas,56.3,#18a1cd,1009,982,273,171,161,NA,NA,NA,74,37.5,36.5,10.2,6.4,6,NA,NA,NA,2.8
1999,08075,Dosrius,Barcelona,2281,CiU,50.8,#1e4a8e,Nacionalismo/independentismo,59,#fa8c00,347,661,106,107,38,NA,NA,NA,30,26.6,50.8,8.1,8.2,2.9,NA,NA,NA,2.3
1999,08076,Esparreguera,Barcelona,13339,PSC,40,#da1f35,No nacionalistas,54.4,#18a1cd,3111,2784,613,702,273,NA,NA,NA,231,40,35.8,7.9,9,3.5,NA,NA,NA,3
1999,08077,Esplugues de Llobregat,Barcelona,38739,PSC,50.2,#da1f35,No nacionalistas,70.3,#18a1cd,11557,5429,3005,1138,904,NA,NA,NA,734,50.2,23.6,13.1,4.9,3.9,NA,NA,NA,3.2
1999,08078,L'Espunyola,Barcelona,269,CiU,73.7,#1e4a8e,Nacionalismo/independentismo,83.4,#fa8c00,11,98,10,13,0,NA,NA,NA,1,8.3,73.7,7.5,9.8,0,NA,NA,NA,0.8
1999,08079,L'Estany,Barcelona,355,CiU,61.7,#1e4a8e,Nacionalismo/independentismo,83.8,#fa8c00,30,179,10,62,4,NA,NA,NA,2,10.3,61.7,3.5,21.4,1.4,NA,NA,NA,0.7
1999,08080,Fígols,Barcelona,51,ERC,38.9,#e5ab4b,Nacionalismo/independentismo,72.2,#fa8c00,6,12,2,14,0,NA,NA,NA,1,16.7,33.3,5.6,38.9,0,NA,NA,NA,2.8
1999,08081,Fogars de Montclús,Barcelona,290,CiU,59.4,#1e4a8e,Nacionalismo/independentismo,79.4,#fa8c00,16,107,8,36,5,NA,NA,NA,4,8.9,59.4,4.4,20,2.8,NA,NA,NA,2.2
1999,08082,Fogars de la Selva,Barcelona,594,CiU,43.8,#1e4a8e,Nacionalismo/independentismo,50.2,#fa8c00,119,144,30,19,9,NA,NA,NA,8,36.2,43.8,9.1,5.8,2.7,NA,NA,NA,2.4
1999,08083,Folgueroles,Barcelona,1296,CiU,59.7,#1e4a8e,Nacionalismo/independentismo,80.5,#fa8c00,136,574,10,198,19,NA,NA,NA,14,14.1,59.7,1,20.6,2,NA,NA,NA,1.4
1999,08084,Fonollosa,Barcelona,731,CiU,64.7,#1e4a8e,Nacionalismo/independentismo,81.5,#fa8c00,58,301,20,78,2,NA,NA,NA,0,12.5,64.7,4.3,16.8,0.4,NA,NA,NA,0
1999,08085,Font-rubí,Barcelona,1001,CiU,65.8,#1e4a8e,Nacionalismo/independentismo,76.4,#fa8c00,112,478,31,76,14,NA,NA,NA,12,15.4,65.8,4.3,10.5,1.9,NA,NA,NA,1.7
1999,08086,Les Franqueses del Vallès,Barcelona,9738,CiU,43,#1e4a8e,Nacionalismo/independentismo,50,#fa8c00,2056,2456,342,401,133,NA,NA,NA,298,36,43,6,7,2.3,NA,NA,NA,5.2
1999,08087,Gallifa,Barcelona,129,CiU,51.1,#1e4a8e,Nacionalismo/independentismo,63.6,#fa8c00,22,45,7,11,2,NA,NA,NA,1,25,51.1,8,12.5,2.3,NA,NA,NA,1.1
1999,08088,La Garriga,Barcelona,9048,CiU,49.8,#1e4a8e,Nacionalismo/independentismo,62.6,#fa8c00,1482,2900,388,736,161,NA,NA,NA,90,25.5,49.8,6.7,12.7,2.8,NA,NA,NA,1.6
1999,08089,Gavà,Barcelona,32841,PSC,51.4,#da1f35,No nacionalistas,67.9,#18a1cd,9173,4773,1903,833,428,NA,NA,NA,627,51.4,26.7,10.7,4.7,2.4,NA,NA,NA,3.5
1999,08090,Gaià,Barcelona,139,CiU,67.7,#1e4a8e,Nacionalismo/independentismo,79.4,#fa8c00,12,69,1,12,3,NA,NA,NA,1,11.8,67.7,1,11.8,2.9,NA,NA,NA,1
1999,08091,Gelida,Barcelona,3701,CiU,43.5,#1e4a8e,Nacionalismo/independentismo,54.6,#fa8c00,847,1046,149,264,37,NA,NA,NA,49,35.3,43.5,6.2,11,1.5,NA,NA,NA,2
1999,08092,Gironella,Barcelona,4282,CiU,47.1,#1e4a8e,Nacionalismo/independentismo,61.3,#fa8c00,877,1376,124,413,66,NA,NA,NA,35,30,47.1,4.2,14.1,2.3,NA,NA,NA,1.2
1999,08093,Gisclareny,Barcelona,25,CiU,66.7,#1e4a8e,Nacionalismo/independentismo,66.7,#fa8c00,4,12,0,0,2,NA,NA,NA,0,22.2,66.7,0,0,11.1,NA,NA,NA,0
1999,08094,La Granada,Barcelona,1095,CiU,58.4,#1e4a8e,Nacionalismo/independentismo,70.5,#fa8c00,152,434,24,89,27,NA,NA,NA,14,20.5,58.4,3.2,12,3.6,NA,NA,NA,1.9
1999,08095,Granera,Barcelona,56,CiU,67.4,#1e4a8e,Nacionalismo/independentismo,74.4,#fa8c00,9,29,2,3,0,NA,NA,NA,0,20.9,67.4,4.7,7,0,NA,NA,NA,0
1999,08096,Granollers,Barcelona,42299,CiU,41.2,#1e4a8e,No nacionalistas,50.5,#18a1cd,9921,10622,1977,1904,543,NA,NA,NA,587,38.5,41.2,7.7,7.4,2.1,NA,NA,NA,2.3
1999,08097,Gualba,Barcelona,672,CiU,57.8,#1e4a8e,Nacionalismo/independentismo,74.8,#fa8c00,88,268,14,79,9,NA,NA,NA,3,19,57.8,3,17,1.9,NA,NA,NA,0.7
1999,08098,Sant Salvador de Guardiola,Barcelona,1621,CiU,51.8,#1e4a8e,Nacionalismo/independentismo,65.9,#fa8c00,214,487,72,131,12,NA,NA,NA,14,22.8,51.8,7.7,13.9,1.3,NA,NA,NA,1.5
1999,08099,Guardiola de Berguedà,Barcelona,823,CiU,45.2,#1e4a8e,Nacionalismo/independentismo,56,#fa8c00,228,259,17,61,4,NA,NA,NA,3,39.8,45.2,3,10.7,0.7,NA,NA,NA,0.5
1999,08100,Gurb,Barcelona,1521,CiU,68.5,#1e4a8e,Nacionalismo/independentismo,86.7,#fa8c00,72,748,39,198,18,NA,NA,NA,8,6.6,68.5,3.6,18.1,1.6,NA,NA,NA,0.7
1999,08101,L'Hospitalet de Llobregat,Barcelona,208951,PSC,53.3,#da1f35,No nacionalistas,73,#18a1cd,62018,26017,13809,4415,4101,NA,NA,NA,4988,53.3,22.4,11.9,3.8,3.5,NA,NA,NA,4.3
1999,08102,Igualada,Barcelona,27638,CiU,49.3,#1e4a8e,Nacionalismo/independentismo,59.7,#fa8c00,4994,8659,1226,1805,418,NA,NA,NA,259,28.5,49.3,7,10.3,2.4,NA,NA,NA,1.5
1999,08103,Jorba,Barcelona,483,CiU,67.7,#1e4a8e,Nacionalismo/independentismo,76.4,#fa8c00,39,195,16,25,7,NA,NA,NA,3,13.5,67.7,5.6,8.7,2.4,NA,NA,NA,1
1999,08104,La Llacuna,Barcelona,711,CiU,51.1,#1e4a8e,Nacionalismo/independentismo,70.9,#fa8c00,94,258,37,100,5,NA,NA,NA,3,18.6,51.1,7.3,19.8,1,NA,NA,NA,0.6
1999,08105,La Llagosta,Barcelona,9924,PSC,57.7,#da1f35,No nacionalistas,73.2,#18a1cd,3115,1262,452,136,169,NA,NA,NA,218,57.7,23.4,8.4,2.5,3.1,NA,NA,NA,4
1999,08106,Llinars del Vallès,Barcelona,5555,CiU,44.5,#1e4a8e,Nacionalismo/independentismo,52.8,#fa8c00,1117,1429,248,266,67,NA,NA,NA,67,34.8,44.5,7.7,8.3,2.1,NA,NA,NA,2.1
1999,08107,Lliçà d'Amunt,Barcelona,7393,CiU,38.1,#1e4a8e,No nacionalistas,52.4,#18a1cd,1487,1542,395,357,121,NA,NA,NA,123,36.7,38.1,9.8,8.8,3,NA,NA,NA,3
1999,08108,Lliçà de Vall,Barcelona,4074,CiU,42.4,#1e4a8e,No nacionalistas,51.2,#18a1cd,889,1032,225,149,70,NA,NA,NA,64,36.5,42.4,9.2,6.1,2.9,NA,NA,NA,2.6
1999,08109,Lluçà,Barcelona,230,CiU,74.2,#1e4a8e,Nacionalismo/independentismo,89.3,#fa8c00,8,132,8,27,1,NA,NA,NA,2,4.5,74.2,4.5,15.2,0.6,NA,NA,NA,1.1
