year,siglas,cod_partido,color_cod_partido,cod_partido_votos,cod_partido_por_voto
2017,JxCat,partido_2,#00c4b2,votos_partido_2,por_voto_partido_2
2017,ERC,partido_3,#e5ab4b,votos_partido_3,por_voto_partido_3
2017,PSC,partido_4,#da1f35,votos_partido_4,por_voto_partido_4
2017,Cs,partido_1,#da5b1f,votos_partido_1,por_voto_partido_1
2017,CUP,partido_6,#e5c64b,votos_partido_6,por_voto_partido_6
2017,CatComú-Podem,partido_5,#9a558f,votos_partido_5,por_voto_partido_5
2017,PP,partido_7,#0393d3,votos_partido_7,por_voto_partido_7
2017,Otros,partido_99,#1E2F3C,votos_partido_99,por_voto_partido_99
