year,siglas,cod_partido,color_cod_partido,cod_partido_votos,cod_partido_por_voto
1992,CiU,partido_1,#1e4a8e,votos_partido_1,por_voto_partido_1
1992,ERC,partido_3,#e5ab4b,votos_partido_3,por_voto_partido_3
1992,PSC,partido_2,#da1f35,votos_partido_2,por_voto_partido_2
1992,PP,partido_5,#0393d3,votos_partido_5,por_voto_partido_5
1992,CDS,partido_6,#008369,votos_partido_6,por_voto_partido_6
1992,IC,partido_4,#288f64,votos_partido_4,por_voto_partido_4
1992,Otros,partido_99,#1E2F3C,votos_partido_99,por_voto_partido_99
