year,cod_ine,nom_mun,nom_prov,poblacion,ganador,ganador_por,color,ganador_bloque,ganador_por_bloque,color_bloque,votos_partido_1,votos_partido_2,votos_partido_3,votos_partido_4,votos_partido_5,votos_partido_6,votos_partido_7,votos_partido_8,votos_partido_99,por_voto_partido_1,por_voto_partido_2,por_voto_partido_3,por_voto_partido_4,por_voto_partido_5,por_voto_partido_6,por_voto_partido_7,por_voto_partido_8,por_voto_partido_99
1992,08001,Abrera,Barcelona,3942,PSC,41.4,#da1f35,No nacionalistas,58.3,#18a1cd,733,849,88,147,83,22,NA,NA,103,35.7,41.4,4.3,7.2,4,1.1,NA,NA,5
1992,08002,Aguilar de Segarra,Barcelona,177,CiU,83.9,#1e4a8e,Nacionalismo/independentismo,89.5,#fa8c00,104,2,7,2,6,0,NA,NA,1,83.9,1.6,5.7,1.6,4.8,0,NA,NA,0.8
1992,08003,Alella,Barcelona,4866,CiU,60.9,#1e4a8e,Nacionalismo/independentismo,70.7,#fa8c00,1769,354,280,130,241,17,NA,NA,71,60.9,12.2,9.6,4.5,8.3,0.6,NA,NA,2.4
1992,08004,Alpens,Barcelona,207,CiU,70.3,#1e4a8e,Nacionalismo/independentismo,88.5,#fa8c00,104,4,27,8,3,0,NA,NA,0,70.3,2.7,18.2,5.4,2,0,NA,NA,0
1992,08005,L'Ametlla del Vallès,Barcelona,2628,CiU,66.1,#1e4a8e,Nacionalismo/independentismo,78.8,#fa8c00,1068,183,202,54,56,7,NA,NA,27,66.1,11.3,12.5,3.3,3.5,0.4,NA,NA,1.7
1992,08006,Arenys de Mar,Barcelona,8653,CiU,54.4,#1e4a8e,Nacionalismo/independentismo,65.3,#fa8c00,2848,1091,542,187,363,30,NA,NA,106,54.4,20.9,10.4,3.6,6.9,0.6,NA,NA,2
1992,08007,Arenys de Munt,Barcelona,3612,CiU,61.2,#1e4a8e,Nacionalismo/independentismo,77.6,#fa8c00,1532,389,401,55,59,10,NA,NA,36,61.2,15.5,16,2.2,2.4,0.4,NA,NA,1.4
1992,08008,Argençola,Barcelona,141,CiU,81.5,#1e4a8e,Nacionalismo/independentismo,95.1,#fa8c00,66,1,11,0,1,0,NA,NA,0,81.5,1.2,13.6,0,1.2,0,NA,NA,0
1992,08009,Argentona,Barcelona,6106,CiU,58.1,#1e4a8e,Nacionalismo/independentismo,70.5,#fa8c00,2221,693,456,157,117,24,NA,NA,111,58.1,18.1,11.9,4.1,3.1,0.6,NA,NA,2.9
1992,08010,Artés,Barcelona,3195,CiU,62,#1e4a8e,Nacionalismo/independentismo,73.9,#fa8c00,1351,395,255,60,57,9,NA,NA,42,62,18.1,11.7,2.8,2.6,0.4,NA,NA,1.9
1992,08011,Avià,Barcelona,1454,CiU,70.6,#1e4a8e,Nacionalismo/independentismo,88.1,#fa8c00,662,56,158,19,11,2,NA,NA,15,70.6,6,16.8,2,1.2,0.2,NA,NA,1.6
1992,08012,Avinyó,Barcelona,1649,CiU,68,#1e4a8e,Nacionalismo/independentismo,86.1,#fa8c00,791,115,206,18,11,0,NA,NA,19,68,9.9,17.7,1.6,0.9,0,NA,NA,1.6
1992,08013,Avinyonet del Penedès,Barcelona,974,CiU,60.6,#1e4a8e,Nacionalismo/independentismo,73.7,#fa8c00,390,112,83,8,40,2,NA,NA,4,60.6,17.4,12.9,1.2,6.2,0.3,NA,NA,0.6
1992,08014,Aiguafreda,Barcelona,1658,CiU,63.9,#1e4a8e,Nacionalismo/independentismo,76.2,#fa8c00,780,169,140,30,49,3,NA,NA,22,63.9,13.8,11.5,2.5,4,0.2,NA,NA,1.8
1992,08015,Badalona,Barcelona,168097,PSC,38,#da1f35,No nacionalistas,58.4,#18a1cd,25959,28044,3749,6958,3482,767,NA,NA,3889,35.2,38,5.1,9.4,4.7,1,NA,NA,5.3
1992,08016,Bagà,Barcelona,1682,CiU,65,#1e4a8e,Nacionalismo/independentismo,73.1,#fa8c00,706,222,84,22,12,1,NA,NA,29,65,20.4,7.7,2,1.1,0.1,NA,NA,2.7
1992,08017,Balenyà,Barcelona,2428,CiU,62.7,#1e4a8e,Nacionalismo/independentismo,70.9,#fa8c00,1027,326,125,47,34,6,NA,NA,60,62.7,19.9,7.6,2.9,2.1,0.4,NA,NA,3.7
1992,08018,Balsareny,Barcelona,2718,CiU,56.7,#1e4a8e,Nacionalismo/independentismo,64.1,#fa8c00,941,484,119,49,25,6,NA,NA,23,56.7,29.2,7.2,3,1.5,0.4,NA,NA,1.4
1992,08019,Barcelona,Barcelona,1371488,CiU,47.5,#1e4a8e,Nacionalismo/independentismo,55.5,#fa8c00,360707,178243,57272,53458,65252,8833,NA,NA,22702,47.5,23.5,7.6,7,8.6,1.2,NA,NA,3
1992,08020,Begues,Barcelona,1570,CiU,62.4,#1e4a8e,Nacionalismo/independentismo,74.4,#fa8c00,635,125,115,40,48,10,NA,NA,25,62.4,12.3,11.3,3.9,4.7,1,NA,NA,2.4
1992,08021,Bellprat,Barcelona,88,CiU,66.7,#1e4a8e,Nacionalismo/independentismo,75,#fa8c00,32,7,4,0,4,0,NA,NA,1,66.7,14.6,8.3,0,8.3,0,NA,NA,2.1
1992,08022,Berga,Barcelona,11312,CiU,54.5,#1e4a8e,Nacionalismo/independentismo,71.2,#fa8c00,3790,1338,1137,207,241,35,NA,NA,120,54.5,19.2,16.4,3,3.5,0.5,NA,NA,1.7
1992,08023,Bigues i Riells,Barcelona,2155,CiU,71.2,#1e4a8e,Nacionalismo/independentismo,78.8,#fa8c00,836,122,88,61,36,5,NA,NA,18,71.2,10.4,7.5,5.2,3.1,0.4,NA,NA,1.6
1992,08024,Borredà,Barcelona,358,CiU,69.5,#1e4a8e,Nacionalismo/independentismo,79.6,#fa8c00,187,47,27,3,3,0,NA,NA,1,69.5,17.5,10,1.1,1.1,0,NA,NA,0.4
1992,08025,El Bruc,Barcelona,576,CiU,61.9,#1e4a8e,Nacionalismo/independentismo,72.2,#fa8c00,252,59,37,25,18,1,NA,NA,5,61.9,14.5,9.1,6.1,4.4,0.2,NA,NA,1.2
1992,08026,El Brull,Barcelona,154,CiU,69.2,#1e4a8e,Nacionalismo/independentismo,84.6,#fa8c00,81,4,18,4,5,0,NA,NA,3,69.2,3.4,15.4,3.4,4.3,0,NA,NA,2.6
1992,08027,Les Cabanyes,Barcelona,329,CiU,50.8,#1e4a8e,Nacionalismo/independentismo,62.1,#fa8c00,134,78,28,13,4,0,NA,NA,5,50.8,29.6,10.6,4.9,1.5,0,NA,NA,1.9
1992,08028,Cabrera d'Anoia,Barcelona,251,PSC,48.8,#da1f35,No nacionalistas,54.9,#18a1cd,57,79,14,2,7,0,NA,NA,3,35.2,48.8,8.6,1.2,4.3,0,NA,NA,1.9
1992,08029,Cabrera de Mar,Barcelona,2085,CiU,71.8,#1e4a8e,Nacionalismo/independentismo,80.7,#fa8c00,999,117,121,28,81,8,NA,NA,26,71.8,8.4,8.7,2,5.8,0.6,NA,NA,1.9
1992,08030,Cabrils,Barcelona,2176,CiU,67,#1e4a8e,Nacionalismo/independentismo,77.7,#fa8c00,972,163,152,35,72,13,NA,NA,27,67,11.2,10.5,2.4,5,0.9,NA,NA,1.9
1992,08031,Calaf,Barcelona,2532,CiU,58.2,#1e4a8e,Nacionalismo/independentismo,72.9,#fa8c00,1012,281,252,39,80,12,NA,NA,41,58.2,16.2,14.5,2.2,4.6,0.7,NA,NA,2.4
1992,08032,Caldes d'Estrac,Barcelona,1188,CiU,60.5,#1e4a8e,Nacionalismo/independentismo,70.6,#fa8c00,483,165,77,18,27,0,NA,NA,24,60.5,20.6,9.6,2.2,3.4,0,NA,NA,3
1992,08033,Caldes de Montbui,Barcelona,8878,CiU,53.8,#1e4a8e,Nacionalismo/independentismo,63.8,#fa8c00,2774,1368,503,230,141,7,NA,NA,86,53.8,26.5,9.8,4.5,2.7,0.1,NA,NA,1.7
1992,08034,Calders,Barcelona,457,CiU,68.8,#1e4a8e,Nacionalismo/independentismo,82.1,#fa8c00,223,28,43,18,8,0,NA,NA,3,68.8,8.6,13.3,5.6,2.5,0,NA,NA,0.9
1992,08035,Calella,Barcelona,9139,CiU,58.4,#1e4a8e,Nacionalismo/independentismo,72.2,#fa8c00,3190,754,717,234,356,27,NA,NA,116,58.4,13.8,13.1,4.3,6.5,0.5,NA,NA,2.1
1992,08036,Calonge de Segarra,Barcelona,169,CiU,82.4,#1e4a8e,Nacionalismo/independentismo,96.5,#fa8c00,117,0,20,0,3,1,NA,NA,0,82.4,0,14.1,0,2.1,0.7,NA,NA,0
1992,08037,Calldetenes,Barcelona,1145,CiU,63.1,#1e4a8e,Nacionalismo/independentismo,89.6,#fa8c00,545,49,217,7,17,3,NA,NA,18,63.1,5.7,25.1,0.8,2,0.3,NA,NA,2.1
1992,08038,Callús,Barcelona,1150,CiU,59.2,#1e4a8e,Nacionalismo/independentismo,68.7,#fa8c00,468,190,70,25,6,1,NA,NA,19,59.2,24,8.9,3.2,0.8,0.1,NA,NA,2.4
1992,08039,Campins,Barcelona,171,CiU,82.3,#1e4a8e,Nacionalismo/independentismo,89.1,#fa8c00,98,5,8,5,2,1,NA,NA,0,82.3,4.2,6.7,4.2,1.7,0.8,NA,NA,0
1992,08040,Canet de Mar,Barcelona,6888,CiU,57,#1e4a8e,Nacionalismo/independentismo,69.9,#fa8c00,2445,762,533,132,244,15,NA,NA,107,57,17.8,12.4,3.1,5.7,0.3,NA,NA,2.5
1992,08041,Canovelles,Barcelona,9658,PSC,52,#da1f35,No nacionalistas,64.3,#18a1cd,1605,2694,185,250,139,30,NA,NA,222,31,52,3.6,4.8,2.7,0.6,NA,NA,4.3
1992,08042,Cànoves i Samalús,Barcelona,784,CiU,63.4,#1e4a8e,Nacionalismo/independentismo,68.2,#fa8c00,331,111,25,14,27,1,NA,NA,9,63.4,21.3,4.8,2.7,5.2,0.2,NA,NA,1.7
1992,08043,Canyelles,Barcelona,593,CiU,59.4,#1e4a8e,Nacionalismo/independentismo,67.9,#fa8c00,202,84,29,4,18,0,NA,NA,3,59.4,24.7,8.5,1.2,5.3,0,NA,NA,0.9
1992,08044,Capellades,Barcelona,3816,CiU,54.8,#1e4a8e,Nacionalismo/independentismo,64.5,#fa8c00,1354,696,235,48,56,10,NA,NA,52,54.8,28.2,9.5,1.9,2.3,0.4,NA,NA,2.1
1992,08045,Capolat,Barcelona,57,CiU,70.4,#1e4a8e,Nacionalismo/independentismo,77.3,#fa8c00,31,6,3,0,3,0,NA,NA,0,70.4,13.6,6.8,0,6.8,0,NA,NA,0
1992,08046,Cardedeu,Barcelona,6890,CiU,54.8,#1e4a8e,Nacionalismo/independentismo,67.8,#fa8c00,2289,844,523,152,134,19,NA,NA,150,54.8,20.2,12.5,3.6,3.2,0.4,NA,NA,3.6
1992,08047,Cardona,Barcelona,5252,CiU,43,#1e4a8e,Nacionalismo/independentismo,51.6,#fa8c00,1459,1264,278,90,181,22,NA,NA,55,43,37.2,8.2,2.6,5.3,0.7,NA,NA,1.6
1992,08048,Carme,Barcelona,565,CiU,67,#1e4a8e,Nacionalismo/independentismo,73,#fa8c00,278,81,21,6,11,0,NA,NA,13,67,19.5,5.1,1.4,2.6,0,NA,NA,3.1
1992,08049,Casserres,Barcelona,1449,CiU,60.5,#1e4a8e,Nacionalismo/independentismo,82.5,#fa8c00,596,81,211,15,45,2,NA,NA,19,60.5,8.2,21.4,1.5,4.6,0.2,NA,NA,1.9
1992,08050,Castellar del Riu,Barcelona,45,CiU,83.3,#1e4a8e,Nacionalismo/independentismo,95.8,#fa8c00,20,1,3,0,0,0,NA,NA,0,83.3,4.2,12.5,0,0,0,NA,NA,0
1992,08051,Castellar del Vallès,Barcelona,10442,CiU,53.1,#1e4a8e,Nacionalismo/independentismo,64,#fa8c00,3094,1392,614,289,212,28,NA,NA,133,53.1,23.9,10.5,5,3.6,0.5,NA,NA,2.3
1992,08052,Castellar de n'Hug,Barcelona,150,CiU,84.2,#1e4a8e,Nacionalismo/independentismo,92.1,#fa8c00,85,6,8,0,0,0,NA,NA,2,84.2,5.9,7.9,0,0,0,NA,NA,2
1992,08053,Castellbell i el Vilar,Barcelona,2490,CiU,54.2,#1e4a8e,Nacionalismo/independentismo,61.1,#fa8c00,768,463,97,40,33,6,NA,NA,3,54.2,32.6,6.8,2.8,2.3,0.4,NA,NA,0.2
1992,08054,Castellbisbal,Barcelona,3686,CiU,38.5,#1e4a8e,No nacionalistas,49.5,#18a1cd,807,724,200,186,57,9,NA,NA,70,38.5,34.5,9.5,8.9,2.7,0.4,NA,NA,3.3
1992,08055,Castellcir,Barcelona,197,CiU,71.9,#1e4a8e,Nacionalismo/independentismo,82,#fa8c00,100,11,14,5,1,0,NA,NA,5,71.9,7.9,10.1,3.6,0.7,0,NA,NA,3.6
1992,08056,Castelldefels,Barcelona,23735,PSC,37.9,#da1f35,No nacionalistas,59.8,#18a1cd,3828,4149,392,599,978,145,NA,NA,699,35,37.9,3.6,5.5,8.9,1.3,NA,NA,6.4
1992,08057,Castell de l'Areny,Barcelona,48,CiU,70,#1e4a8e,Nacionalismo/independentismo,80,#fa8c00,21,3,3,0,2,0,NA,NA,0,70,10,10,0,6.7,0,NA,NA,0
1992,08058,Castellet i la Gornal,Barcelona,911,CiU,56.6,#1e4a8e,Nacionalismo/independentismo,66.1,#fa8c00,311,148,51,7,12,2,NA,NA,16,56.6,27,9.3,1.3,2.2,0.4,NA,NA,2.9
1992,08059,Castellfollit del Boix,Barcelona,278,CiU,69.4,#1e4a8e,Nacionalismo/independentismo,79.6,#fa8c00,102,12,14,4,4,1,NA,NA,6,69.4,8.2,9.5,2.7,2.7,0.7,NA,NA,4.1
1992,08060,Castellfollit de Riubregós,Barcelona,224,CiU,84.2,#1e4a8e,Nacionalismo/independentismo,94.3,#fa8c00,149,2,18,1,4,0,NA,NA,2,84.2,1.1,10.2,0.6,2.3,0,NA,NA,1.1
1992,08061,Castellgalí,Barcelona,589,CiU,63.6,#1e4a8e,Nacionalismo/independentismo,77.3,#fa8c00,269,75,57,5,9,0,NA,NA,5,63.6,17.7,13.5,1.2,2.1,0,NA,NA,1.2
1992,08062,Castellnou de Bages,Barcelona,136,CiU,71.8,#1e4a8e,Nacionalismo/independentismo,81.2,#fa8c00,61,5,8,4,6,0,NA,NA,1,71.8,5.9,9.4,4.7,7.1,0,NA,NA,1.2
1992,08063,Castellolí,Barcelona,342,CiU,68.7,#1e4a8e,Nacionalismo/independentismo,86.1,#fa8c00,178,21,43,4,4,0,NA,NA,1,68.7,8.1,16.6,1.5,1.5,0,NA,NA,0.4
1992,08064,Castellterçol,Barcelona,1591,CiU,55.5,#1e4a8e,Nacionalismo/independentismo,75.3,#fa8c00,655,155,228,39,33,3,NA,NA,24,55.5,13.1,19.3,3.3,2.8,0.2,NA,NA,2
1992,08065,Castellví de la Marca,Barcelona,1092,CiU,62.9,#1e4a8e,Nacionalismo/independentismo,73.5,#fa8c00,399,125,64,3,14,4,NA,NA,19,62.9,19.7,10.1,0.5,2.2,0.6,NA,NA,3
1992,08066,Castellví de Rosanes,Barcelona,474,CiU,67.2,#1e4a8e,Nacionalismo/independentismo,77.3,#fa8c00,225,50,33,8,11,2,NA,NA,3,67.2,14.9,9.8,2.4,3.3,0.6,NA,NA,0.9
1992,08067,Centelles,Barcelona,4560,CiU,62.9,#1e4a8e,Nacionalismo/independentismo,73.7,#fa8c00,1813,435,298,79,160,6,NA,NA,73,62.9,15.1,10.3,2.7,5.6,0.2,NA,NA,2.5
1992,08068,Cervelló,Barcelona,4068,CiU,53.6,#1e4a8e,Nacionalismo/independentismo,71.6,#fa8c00,1200,333,393,106,89,14,NA,NA,69,53.6,14.9,17.6,4.7,4,0.6,NA,NA,3.1
1992,08069,Collbató,Barcelona,871,CiU,59.2,#1e4a8e,Nacionalismo/independentismo,71.8,#fa8c00,301,76,55,17,21,3,NA,NA,21,59.2,15,10.8,3.4,4.1,0.6,NA,NA,4.1
1992,08070,Collsuspina,Barcelona,176,CiU,71.1,#1e4a8e,Nacionalismo/independentismo,90.6,#fa8c00,91,4,22,0,3,0,NA,NA,5,71.1,3.1,17.2,0,2.3,0,NA,NA,3.9
1992,08071,Copons,Barcelona,247,CiU,60.5,#1e4a8e,Nacionalismo/independentismo,69.5,#fa8c00,101,34,14,5,2,1,NA,NA,8,60.5,20.4,8.4,3,1.2,0.6,NA,NA,4.8
1992,08072,Corbera de Llobregat,Barcelona,3932,CiU,58.1,#1e4a8e,Nacionalismo/independentismo,68.3,#fa8c00,1265,398,217,82,94,23,NA,NA,70,58.1,18.3,10,3.8,4.3,1.1,NA,NA,3.2
1992,08073,Cornellà de Llobregat,Barcelona,68640,PSC,48.3,#da1f35,No nacionalistas,71.4,#18a1cd,7496,15508,1245,3707,1505,417,NA,NA,1855,23.4,48.3,3.9,11.6,4.7,1.3,NA,NA,5.8
1992,08074,Cubelles,Barcelona,2456,CiU,49.8,#1e4a8e,Nacionalismo/independentismo,57.4,#fa8c00,673,370,99,59,68,15,NA,NA,49,49.8,27.4,7.3,4.4,5,1.1,NA,NA,3.6
1992,08075,Dosrius,Barcelona,1094,CiU,65.1,#1e4a8e,Nacionalismo/independentismo,75.6,#fa8c00,442,89,70,22,27,6,NA,NA,19,65.1,13.1,10.3,3.2,4,0.9,NA,NA,2.8
1992,08076,Esparreguera,Barcelona,9514,CiU,42.5,#1e4a8e,Nacionalismo/independentismo,50.7,#fa8c00,2304,1784,411,344,256,42,NA,NA,212,42.5,32.9,7.6,6.3,4.7,0.8,NA,NA,3.9
1992,08077,Esplugues de Llobregat,Barcelona,37602,PSC,41.2,#da1f35,No nacionalistas,63,#18a1cd,5709,7685,890,1885,1190,281,NA,NA,727,30.6,41.2,4.8,10.1,6.4,1.5,NA,NA,3.9
1992,08078,L'Espunyola,Barcelona,266,CiU,85.8,#1e4a8e,Nacionalismo/independentismo,90.5,#fa8c00,127,4,7,0,8,0,NA,NA,2,85.8,2.7,4.7,0,5.4,0,NA,NA,1.4
1992,08079,L'Estany,Barcelona,313,CiU,70.8,#1e4a8e,Nacionalismo/independentismo,88.9,#fa8c00,160,11,41,4,6,0,NA,NA,3,70.8,4.9,18.1,1.8,2.6,0,NA,NA,1.3
1992,08080,Fígols,Barcelona,31,CiU,85.7,#1e4a8e,Nacionalismo/independentismo,95.2,#fa8c00,18,1,2,0,0,0,NA,NA,0,85.7,4.8,9.5,0,0,0,NA,NA,0
1992,08081,Fogars de Montclús,Barcelona,229,CiU,71,#1e4a8e,Nacionalismo/independentismo,87.5,#fa8c00,108,7,25,3,5,0,NA,NA,3,71,4.6,16.4,2,3.3,0,NA,NA,2
1992,08082,Fogars de la Selva,Barcelona,323,CiU,60.4,#1e4a8e,Nacionalismo/independentismo,68,#fa8c00,102,37,11,0,3,2,NA,NA,12,60.4,21.9,6.5,0,1.8,1.2,NA,NA,7.1
1992,08083,Folgueroles,Barcelona,900,CiU,73.5,#1e4a8e,Nacionalismo/independentismo,88.5,#fa8c00,517,50,97,14,6,0,NA,NA,8,73.5,7.1,13.8,2,0.8,0,NA,NA,1.1
1992,08084,Fonollosa,Barcelona,546,CiU,78.4,#1e4a8e,Nacionalismo/independentismo,90.4,#fa8c00,287,17,43,1,12,0,NA,NA,1,78.4,4.6,11.8,0.3,3.3,0,NA,NA,0.3
1992,08085,Font-rubí,Barcelona,937,CiU,76.2,#1e4a8e,Nacionalismo/independentismo,85.3,#fa8c00,478,58,56,11,12,0,NA,NA,6,76.2,9.2,8.9,1.8,1.9,0,NA,NA,1
1992,08086,Les Franqueses del Vallès,Barcelona,7603,CiU,49,#1e4a8e,Nacionalismo/independentismo,55,#fa8c00,2078,1473,244,135,101,40,NA,NA,116,49,34.7,5.8,3.2,2.4,0.9,NA,NA,2.7
1992,08087,Gallifa,Barcelona,64,CiU,62,#1e4a8e,Nacionalismo/independentismo,82,#fa8c00,31,3,9,0,4,1,NA,NA,2,62,6,18,0,8,2,NA,NA,4
1992,08088,La Garriga,Barcelona,7358,CiU,62.3,#1e4a8e,Nacionalismo/independentismo,74.1,#fa8c00,2791,705,518,112,212,19,NA,NA,78,62.3,15.7,11.6,2.5,4.7,0.4,NA,NA,1.8
1992,08089,Gavà,Barcelona,27946,PSC,44.2,#da1f35,No nacionalistas,60.7,#18a1cd,4524,5870,515,812,637,172,NA,NA,591,34,44.2,3.9,6.1,4.8,1.3,NA,NA,4.4
1992,08090,Gaià,Barcelona,118,CiU,80,#1e4a8e,Nacionalismo/independentismo,90,#fa8c00,64,6,8,1,0,0,NA,NA,1,80,7.5,10,1.2,0,0,NA,NA,1.2
1992,08091,Gelida,Barcelona,3115,CiU,52.1,#1e4a8e,Nacionalismo/independentismo,61.6,#fa8c00,1089,546,195,105,82,10,NA,NA,41,52.1,26.1,9.3,5,3.9,0.5,NA,NA,2
1992,08092,Gironella,Barcelona,4481,CiU,57.6,#1e4a8e,Nacionalismo/independentismo,69,#fa8c00,1714,667,327,60,65,6,NA,NA,100,57.6,22.4,11,2,2.2,0.2,NA,NA,3.4
1992,08093,Gisclareny,Barcelona,29,CiU,76.2,#1e4a8e,Nacionalismo/independentismo,76.2,#fa8c00,16,4,0,0,0,0,NA,NA,1,76.2,19,0,0,0,0,NA,NA,4.8
1992,08094,La Granada,Barcelona,967,CiU,60.9,#1e4a8e,Nacionalismo/independentismo,75.1,#fa8c00,415,103,96,29,24,0,NA,NA,8,60.9,15.1,14.1,4.2,3.5,0,NA,NA,1.2
1992,08095,Granera,Barcelona,60,CiU,94.9,#1e4a8e,Nacionalismo/independentismo,97.4,#fa8c00,37,0,1,0,0,0,NA,NA,0,94.9,0,2.6,0,0,0,NA,NA,0
1992,08096,Granollers,Barcelona,38520,CiU,48.8,#1e4a8e,Nacionalismo/independentismo,56.5,#fa8c00,11115,7170,1695,819,794,228,NA,NA,745,48.8,31.5,7.4,3.6,3.5,1,NA,NA,3.3
1992,08097,Gualba,Barcelona,491,CiU,68.4,#1e4a8e,Nacionalismo/independentismo,77.7,#fa8c00,206,42,26,3,5,1,NA,NA,8,68.4,13.9,8.6,1,1.7,0.3,NA,NA,2.6
1992,08098,Sant Salvador de Guardiola,Barcelona,904,CiU,62.2,#1e4a8e,Nacionalismo/independentismo,71.4,#fa8c00,342,108,49,12,22,4,NA,NA,9,62.2,19.6,8.9,2.2,4,0.7,NA,NA,1.6
1992,08099,Guardiola de Berguedà,Barcelona,1039,CiU,57,#1e4a8e,Nacionalismo/independentismo,72.5,#fa8c00,409,158,105,8,13,3,NA,NA,12,57,22,14.6,1.1,1.8,0.4,NA,NA,1.7
1992,08100,Gurb,Barcelona,1391,CiU,75.8,#1e4a8e,Nacionalismo/independentismo,91.2,#fa8c00,716,35,141,11,26,0,NA,NA,12,75.8,3.7,14.9,1.2,2.8,0,NA,NA,1.3
1992,08101,L'Hospitalet de Llobregat,Barcelona,217137,PSC,43.3,#da1f35,No nacionalistas,66.6,#18a1cd,28692,44126,3893,11255,6300,1638,NA,NA,4637,28.2,43.3,3.8,11.1,6.2,1.6,NA,NA,4.5
1992,08102,Igualada,Barcelona,24825,CiU,58.5,#1e4a8e,Nacionalismo/independentismo,67,#fa8c00,9115,3568,1288,520,489,99,NA,NA,313,58.5,22.9,8.3,3.3,3.1,0.6,NA,NA,2
1992,08103,Jorba,Barcelona,453,CiU,81.1,#1e4a8e,Nacionalismo/independentismo,86.9,#fa8c00,223,23,16,6,3,2,NA,NA,1,81.1,8.4,5.8,2.2,1.1,0.7,NA,NA,0.4
1992,08104,La Llacuna,Barcelona,627,CiU,62.6,#1e4a8e,Nacionalismo/independentismo,78.6,#fa8c00,231,34,58,12,25,1,NA,NA,0,62.6,9.2,15.7,3.2,6.8,0.3,NA,NA,0
