year,cod_ine,nom_mun,nom_prov,poblacion,ganador,ganador_por,color,ganador_bloque,ganador_por_bloque,color_bloque,votos_partido_1,votos_partido_2,votos_partido_3,votos_partido_4,votos_partido_5,votos_partido_6,votos_partido_7,votos_partido_8,votos_partido_99,por_voto_partido_1,por_voto_partido_2,por_voto_partido_3,por_voto_partido_4,por_voto_partido_5,por_voto_partido_6,por_voto_partido_7,por_voto_partido_8,por_voto_partido_99
1995,08020,Begues,Barcelona,2175,CiU,54.8,#1e4a8e,Nacionalismo/independentismo,67,#fa8c00,873,210,179,195,92,NA,NA,NA,20,54.8,13.2,11.2,12.2,5.8,NA,NA,NA,1.3
1995,08021,Bellprat,Barcelona,79,CiU,69.1,#1e4a8e,Nacionalismo/independentismo,83.6,#fa8c00,38,5,4,8,0,NA,NA,NA,0,69.1,9.1,7.3,14.6,0,NA,NA,NA,0
1995,08022,Berga,Barcelona,12009,CiU,46.6,#1e4a8e,Nacionalismo/independentismo,65.8,#fa8c00,3815,1690,676,1564,319,NA,NA,NA,29,46.6,20.7,8.3,19.1,3.9,NA,NA,NA,0.3
1995,08023,Bigues i Riells,Barcelona,3068,CiU,51.7,#1e4a8e,Nacionalismo/independentismo,62.9,#fa8c00,1038,312,240,223,160,NA,NA,NA,18,51.7,15.6,12,11.1,8,NA,NA,NA,0.9
1995,08024,Borredà,Barcelona,386,CiU,50,#1e4a8e,Nacionalismo/independentismo,60.9,#fa8c00,160,94,20,35,7,NA,NA,NA,1,50,29.4,6.2,10.9,2.2,NA,NA,NA,0.3
1995,08025,El Bruc,Barcelona,661,CiU,60.7,#1e4a8e,Nacionalismo/independentismo,72.4,#fa8c00,290,58,44,56,23,NA,NA,NA,2,60.7,12.1,9.2,11.7,4.8,NA,NA,NA,0.4
1995,08026,El Brull,Barcelona,171,CiU,59.4,#1e4a8e,Nacionalismo/independentismo,74.8,#fa8c00,73,4,17,19,5,NA,NA,NA,3,59.4,3.2,13.8,15.4,4.1,NA,NA,NA,2.4
1995,08027,Les Cabanyes,Barcelona,364,CiU,51.5,#1e4a8e,Nacionalismo/independentismo,65.9,#fa8c00,151,58,13,42,25,NA,NA,NA,3,51.5,19.8,4.4,14.3,8.5,NA,NA,NA,1
1995,08028,Cabrera d'Anoia,Barcelona,310,PSC,43.2,#da1f35,No nacionalistas,60.7,#18a1cd,64,89,26,16,8,NA,NA,NA,2,31.1,43.2,12.6,7.8,3.9,NA,NA,NA,1
1995,08029,Cabrera de Mar,Barcelona,2530,CiU,61.8,#1e4a8e,Nacionalismo/independentismo,74.3,#fa8c00,1145,161,234,231,59,NA,NA,NA,12,61.8,8.7,12.6,12.5,3.2,NA,NA,NA,0.7
1995,08030,Cabrils,Barcelona,2839,CiU,57.5,#1e4a8e,Nacionalismo/independentismo,69.4,#fa8c00,1118,203,278,232,71,NA,NA,NA,13,57.5,10.4,14.3,11.9,3.6,NA,NA,NA,0.7
1995,08031,Calaf,Barcelona,2565,CiU,59.9,#1e4a8e,Nacionalismo/independentismo,73.3,#fa8c00,1140,285,144,255,52,NA,NA,NA,13,59.9,15,7.6,13.4,2.7,NA,NA,NA,0.7
1995,08032,Caldes d'Estrac,Barcelona,1365,CiU,57.9,#1e4a8e,Nacionalismo/independentismo,65.4,#fa8c00,570,201,80,74,45,NA,NA,NA,10,57.9,20.4,8.1,7.5,4.6,NA,NA,NA,1
1995,08033,Caldes de Montbui,Barcelona,10058,CiU,48.1,#1e4a8e,Nacionalismo/independentismo,58.9,#fa8c00,3097,1514,522,697,522,NA,NA,NA,29,48.1,23.5,8.1,10.8,8.1,NA,NA,NA,0.4
1995,08034,Calders,Barcelona,495,CiU,58.9,#1e4a8e,Nacionalismo/independentismo,79.4,#fa8c00,226,41,26,79,8,NA,NA,NA,2,58.9,10.7,6.8,20.6,2.1,NA,NA,NA,0.5
1995,08035,Calella,Barcelona,9719,CiU,52.7,#1e4a8e,Nacionalismo/independentismo,68.3,#fa8c00,3238,889,686,961,274,NA,NA,NA,39,52.7,14.5,11.2,15.6,4.5,NA,NA,NA,0.6
1995,08036,Calonge de Segarra,Barcelona,156,CiU,83.5,#1e4a8e,Nacionalismo/independentismo,92.5,#fa8c00,111,1,7,12,0,NA,NA,NA,0,83.5,0.8,5.3,9,0,NA,NA,NA,0
1995,08037,Calldetenes,Barcelona,1275,CiU,58,#1e4a8e,Nacionalismo/independentismo,88.6,#fa8c00,586,53,30,310,20,NA,NA,NA,7,58,5.2,3,30.7,2,NA,NA,NA,0.7
1995,08038,Callús,Barcelona,1116,CiU,58.4,#1e4a8e,Nacionalismo/independentismo,73.5,#fa8c00,465,146,20,120,33,NA,NA,NA,7,58.4,18.3,2.5,15.1,4.2,NA,NA,NA,0.9
1995,08039,Campins,Barcelona,190,CiU,64.6,#1e4a8e,Nacionalismo/independentismo,72.1,#fa8c00,95,16,12,11,11,NA,NA,NA,0,64.6,10.9,8.2,7.5,7.5,NA,NA,NA,0
1995,08040,Canet de Mar,Barcelona,7431,CiU,50.9,#1e4a8e,Nacionalismo/independentismo,64,#fa8c00,2600,950,580,667,221,NA,NA,NA,41,50.9,18.6,11.3,13.1,4.3,NA,NA,NA,0.8
1995,08041,Canovelles,Barcelona,10310,PSC,42.1,#da1f35,No nacionalistas,62.3,#18a1cd,1933,2569,613,329,548,NA,NA,NA,73,31.6,42.1,10,5.4,9,NA,NA,NA,1.2
1995,08042,Cànoves i Samalús,Barcelona,1176,CiU,48.6,#1e4a8e,Nacionalismo/independentismo,54.8,#fa8c00,388,179,128,50,41,NA,NA,NA,6,48.6,22.4,16,6.3,5.1,NA,NA,NA,0.8
1995,08043,Canyelles,Barcelona,965,CiU,52,#1e4a8e,Nacionalismo/independentismo,61.6,#fa8c00,329,114,73,61,42,NA,NA,NA,6,52,18,11.5,9.6,6.6,NA,NA,NA,0.9
1995,08044,Capellades,Barcelona,3967,CiU,49.1,#1e4a8e,Nacionalismo/independentismo,60.3,#fa8c00,1324,718,197,303,122,NA,NA,NA,17,49.1,26.6,7.3,11.2,4.5,NA,NA,NA,0.6
1995,08045,Capolat,Barcelona,63,CiU,60.8,#1e4a8e,Nacionalismo/independentismo,72.5,#fa8c00,31,5,8,6,1,NA,NA,NA,0,60.8,9.8,15.7,11.8,2,NA,NA,NA,0
1995,08046,Cardedeu,Barcelona,8185,CiU,50.7,#1e4a8e,Nacionalismo/independentismo,60.3,#fa8c00,2835,1226,474,537,393,NA,NA,NA,68,50.7,21.9,8.5,9.6,7,NA,NA,NA,1.2
1995,08047,Cardona,Barcelona,5095,CiU,47.5,#1e4a8e,Nacionalismo/independentismo,55.4,#fa8c00,1646,1076,265,275,137,NA,NA,NA,27,47.5,31,7.7,7.9,4,NA,NA,NA,0.8
1995,08048,Carme,Barcelona,579,CiU,67.5,#1e4a8e,Nacionalismo/independentismo,74.1,#fa8c00,313,68,37,31,10,NA,NA,NA,4,67.5,14.7,8,6.7,2.2,NA,NA,NA,0.9
1995,08049,Casserres,Barcelona,1388,CiU,63.8,#1e4a8e,Nacionalismo/independentismo,79.2,#fa8c00,621,98,84,150,13,NA,NA,NA,2,63.8,10.1,8.6,15.4,1.3,NA,NA,NA,0.2
1995,08050,Castellar del Riu,Barcelona,80,CiU,60.4,#1e4a8e,Nacionalismo/independentismo,75,#fa8c00,29,5,6,7,0,NA,NA,NA,0,60.4,10.4,12.5,14.6,0,NA,NA,NA,0
1995,08051,Castellar del Vallès,Barcelona,12244,CiU,50.1,#1e4a8e,Nacionalismo/independentismo,62.3,#fa8c00,4037,1677,649,981,589,NA,NA,NA,63,50.1,20.8,8.1,12.2,7.3,NA,NA,NA,0.8
1995,08052,Castellar de n'Hug,Barcelona,138,CiU,85.1,#1e4a8e,Nacionalismo/independentismo,93.9,#fa8c00,97,5,2,10,0,NA,NA,NA,0,85.1,4.4,1.8,8.8,0,NA,NA,NA,0
1995,08053,Castellbell i el Vilar,Barcelona,2405,CiU,51.7,#1e4a8e,Nacionalismo/independentismo,61,#fa8c00,812,470,74,146,64,NA,NA,NA,0,51.7,29.9,4.7,9.3,4.1,NA,NA,NA,0
1995,08054,Castellbisbal,Barcelona,4645,CiU,39.8,#1e4a8e,Nacionalismo/independentismo,50,#fa8c00,1154,755,287,296,362,NA,NA,NA,21,39.8,26,9.9,10.2,12.5,NA,NA,NA,0.7
1995,08055,Castellcir,Barcelona,229,CiU,73.4,#1e4a8e,Nacionalismo/independentismo,84.2,#fa8c00,130,9,6,19,8,NA,NA,NA,3,73.4,5.1,3.4,10.7,4.5,NA,NA,NA,1.7
1995,08056,Castelldefels,Barcelona,28225,CiU,32.5,#1e4a8e,No nacionalistas,61.1,#18a1cd,5205,4412,3327,831,1852,NA,NA,NA,208,32.5,27.5,20.8,5.2,11.6,NA,NA,NA,1.3
1995,08057,Castell de l'Areny,Barcelona,45,CiU,66.7,#1e4a8e,Nacionalismo/independentismo,75,#fa8c00,24,4,2,3,2,NA,NA,NA,0,66.7,11.1,5.6,8.3,5.6,NA,NA,NA,0
1995,08058,Castellet i la Gornal,Barcelona,1049,CiU,49,#1e4a8e,Nacionalismo/independentismo,61.6,#fa8c00,333,174,41,85,38,NA,NA,NA,6,49,25.6,6,12.5,5.6,NA,NA,NA,0.9
1995,08059,Castellfollit del Boix,Barcelona,277,CiU,65.5,#1e4a8e,Nacionalismo/independentismo,79.9,#fa8c00,114,10,12,25,8,NA,NA,NA,2,65.5,5.8,6.9,14.4,4.6,NA,NA,NA,1.1
1995,08060,Castellfollit de Riubregós,Barcelona,207,CiU,65.2,#1e4a8e,Nacionalismo/independentismo,84.8,#fa8c00,103,9,12,31,0,NA,NA,NA,0,65.2,5.7,7.6,19.6,0,NA,NA,NA,0
1995,08061,Castellgalí,Barcelona,656,CiU,61.2,#1e4a8e,Nacionalismo/independentismo,75.9,#fa8c00,304,76,27,73,14,NA,NA,NA,1,61.2,15.3,5.4,14.7,2.8,NA,NA,NA,0.2
1995,08062,Castellnou de Bages,Barcelona,263,CiU,55.7,#1e4a8e,Nacionalismo/independentismo,67.2,#fa8c00,102,16,16,21,25,NA,NA,NA,1,55.7,8.7,8.7,11.5,13.7,NA,NA,NA,0.6
1995,08063,Castellolí,Barcelona,358,CiU,66.1,#1e4a8e,Nacionalismo/independentismo,79.6,#fa8c00,191,21,25,39,5,NA,NA,NA,3,66.1,7.3,8.7,13.5,1.7,NA,NA,NA,1
1995,08064,Castellterçol,Barcelona,1632,CiU,59.5,#1e4a8e,Nacionalismo/independentismo,75.1,#fa8c00,770,186,71,202,50,NA,NA,NA,8,59.5,14.4,5.5,15.6,3.9,NA,NA,NA,0.6
1995,08065,Castellví de la Marca,Barcelona,1159,CiU,60,#1e4a8e,Nacionalismo/independentismo,72.4,#fa8c00,439,141,34,90,15,NA,NA,NA,4,60,19.3,4.7,12.3,2,NA,NA,NA,0.6
1995,08066,Castellví de Rosanes,Barcelona,708,CiU,46.9,#1e4a8e,Nacionalismo/independentismo,61.8,#fa8c00,245,81,63,78,52,NA,NA,NA,0,46.9,15.5,12.1,14.9,9.9,NA,NA,NA,0
1995,08067,Centelles,Barcelona,4687,CiU,57,#1e4a8e,Nacionalismo/independentismo,69.2,#fa8c00,1913,601,266,409,117,NA,NA,NA,23,57,17.9,7.9,12.2,3.5,NA,NA,NA,0.7
1995,08068,Cervelló,Barcelona,5401,CiU,51.3,#1e4a8e,Nacionalismo/independentismo,65.3,#fa8c00,1802,470,399,490,289,NA,NA,NA,30,51.3,13.4,11.4,14,8.2,NA,NA,NA,0.9
1995,08069,Collbató,Barcelona,1162,CiU,46.7,#1e4a8e,Nacionalismo/independentismo,62.1,#fa8c00,385,160,86,127,47,NA,NA,NA,8,46.7,19.4,10.4,15.4,5.7,NA,NA,NA,1
1995,08070,Collsuspina,Barcelona,211,CiU,66.9,#1e4a8e,Nacionalismo/independentismo,85.5,#fa8c00,111,5,10,31,7,NA,NA,NA,0,66.9,3,6,18.7,4.2,NA,NA,NA,0
1995,08071,Copons,Barcelona,242,CiU,61.5,#1e4a8e,Nacionalismo/independentismo,70.1,#fa8c00,115,37,7,16,8,NA,NA,NA,2,61.5,19.8,3.7,8.6,4.3,NA,NA,NA,1.1
1995,08072,Corbera de Llobregat,Barcelona,5485,CiU,50.3,#1e4a8e,Nacionalismo/independentismo,61.4,#fa8c00,1719,601,383,378,270,NA,NA,NA,33,50.3,17.6,11.2,11.1,7.9,NA,NA,NA,1
1995,08073,Cornellà de Llobregat,Barcelona,68041,PSC,39.2,#da1f35,No nacionalistas,72.5,#18a1cd,9035,15962,5109,1792,7938,NA,NA,NA,514,22.2,39.2,12.5,4.4,19.5,NA,NA,NA,1.3
1995,08074,Cubelles,Barcelona,3447,CiU,40.5,#1e4a8e,No nacionalistas,50.5,#18a1cd,876,487,342,182,248,NA,NA,NA,17,40.5,22.5,15.8,8.4,11.5,NA,NA,NA,0.8
1995,08075,Dosrius,Barcelona,1735,CiU,50.7,#1e4a8e,Nacionalismo/independentismo,60.9,#fa8c00,583,173,149,117,103,NA,NA,NA,11,50.7,15.1,13,10.2,9,NA,NA,NA,1
1995,08076,Esparreguera,Barcelona,11170,CiU,38.8,#1e4a8e,No nacionalistas,50.3,#18a1cd,2818,2018,828,734,721,NA,NA,NA,83,38.8,27.8,11.4,10.1,9.9,NA,NA,NA,1.1
1995,08077,Esplugues de Llobregat,Barcelona,39044,PSC,32.8,#da1f35,No nacionalistas,64.7,#18a1cd,6785,7911,3968,1403,3448,NA,NA,NA,295,28.1,32.8,16.4,5.8,14.3,NA,NA,NA,1.2
1995,08078,L'Espunyola,Barcelona,244,CiU,70,#1e4a8e,Nacionalismo/independentismo,77.9,#fa8c00,98,9,20,11,1,NA,NA,NA,0,70,6.4,14.3,7.9,0.7,NA,NA,NA,0
1995,08079,L'Estany,Barcelona,327,CiU,61.3,#1e4a8e,Nacionalismo/independentismo,81,#fa8c00,165,13,18,53,12,NA,NA,NA,1,61.3,4.8,6.7,19.7,4.5,NA,NA,NA,0.4
1995,08080,Fígols,Barcelona,51,CiU,59,#1e4a8e,Nacionalismo/independentismo,87.2,#fa8c00,23,5,0,11,0,NA,NA,NA,0,59,12.8,0,28.2,0,NA,NA,NA,0
1995,08081,Fogars de Montclús,Barcelona,239,CiU,68.2,#1e4a8e,Nacionalismo/independentismo,89.4,#fa8c00,116,3,10,36,4,NA,NA,NA,1,68.2,1.8,5.9,21.2,2.4,NA,NA,NA,0.6
1995,08082,Fogars de la Selva,Barcelona,458,CiU,42.7,#1e4a8e,Nacionalismo/independentismo,51.9,#fa8c00,111,66,30,24,19,NA,NA,NA,9,42.7,25.4,11.5,9.2,7.3,NA,NA,NA,3.5
1995,08083,Folgueroles,Barcelona,1010,CiU,66.6,#1e4a8e,Nacionalismo/independentismo,85,#fa8c00,553,77,18,153,24,NA,NA,NA,1,66.6,9.3,2.2,18.4,2.9,NA,NA,NA,0.1
1995,08084,Fonollosa,Barcelona,618,CiU,68.2,#1e4a8e,Nacionalismo/independentismo,84.1,#fa8c00,296,31,26,69,5,NA,NA,NA,2,68.2,7.1,6,15.9,1.1,NA,NA,NA,0.5
1995,08085,Font-rubí,Barcelona,1001,CiU,63.9,#1e4a8e,Nacionalismo/independentismo,76.7,#fa8c00,457,79,52,91,27,NA,NA,NA,3,63.9,11.1,7.3,12.7,3.8,NA,NA,NA,0.4
1995,08086,Les Franqueses del Vallès,Barcelona,8464,CiU,47.8,#1e4a8e,Nacionalismo/independentismo,55.5,#fa8c00,2433,1385,446,391,327,NA,NA,NA,37,47.8,27.2,8.8,7.7,6.4,NA,NA,NA,0.7
1995,08087,Gallifa,Barcelona,105,CiU,60.2,#1e4a8e,Nacionalismo/independentismo,80.7,#fa8c00,53,7,7,18,2,NA,NA,NA,0,60.2,8,8,20.4,2.3,NA,NA,NA,0
1995,08088,La Garriga,Barcelona,8077,CiU,54.4,#1e4a8e,Nacionalismo/independentismo,67.3,#fa8c00,2967,950,512,703,229,NA,NA,NA,37,54.4,17.4,9.4,12.9,4.2,NA,NA,NA,0.7
1995,08089,Gavà,Barcelona,30510,PSC,37,#da1f35,No nacionalistas,63.8,#18a1cd,5163,6415,2498,967,1952,NA,NA,NA,218,29.7,37,14.4,5.6,11.2,NA,NA,NA,1.2
1995,08090,Gaià,Barcelona,134,CiU,65.3,#1e4a8e,Nacionalismo/independentismo,83.7,#fa8c00,64,12,1,18,0,NA,NA,NA,1,65.3,12.2,1,18.4,0,NA,NA,NA,1
1995,08091,Gelida,Barcelona,3390,CiU,45.8,#1e4a8e,Nacionalismo/independentismo,57.9,#fa8c00,1079,636,183,287,140,NA,NA,NA,21,45.8,27,7.8,12.2,5.9,NA,NA,NA,0.9
1995,08092,Gironella,Barcelona,4214,CiU,51.4,#1e4a8e,Nacionalismo/independentismo,66.6,#fa8c00,1583,704,195,468,93,NA,NA,NA,16,51.4,22.9,6.3,15.2,3,NA,NA,NA,0.5
1995,08093,Gisclareny,Barcelona,24,CiU,69.2,#1e4a8e,Nacionalismo/independentismo,84.6,#fa8c00,9,1,0,2,1,NA,NA,NA,0,69.2,7.7,0,15.4,7.7,NA,NA,NA,0
1995,08094,La Granada,Barcelona,1019,CiU,59.3,#1e4a8e,Nacionalismo/independentismo,71.6,#fa8c00,473,134,42,98,46,NA,NA,NA,3,59.3,16.8,5.3,12.3,5.8,NA,NA,NA,0.4
1995,08095,Granera,Barcelona,50,CiU,45.2,#1e4a8e,Nacionalismo/independentismo,59.5,#fa8c00,19,12,4,6,0,NA,NA,NA,0,45.2,28.6,9.5,14.3,0,NA,NA,NA,0
1995,08096,Granollers,Barcelona,41062,CiU,45.5,#1e4a8e,Nacionalismo/independentismo,54.5,#fa8c00,12005,6925,2627,2369,1977,NA,NA,NA,239,45.5,26.3,10,9,7.5,NA,NA,NA,0.9
1995,08097,Gualba,Barcelona,561,CiU,60.5,#1e4a8e,Nacionalismo/independentismo,75.9,#fa8c00,241,50,18,61,23,NA,NA,NA,3,60.5,12.6,4.5,15.3,5.8,NA,NA,NA,0.8
1995,08098,Sant Salvador de Guardiola,Barcelona,1309,CiU,50.5,#1e4a8e,Nacionalismo/independentismo,64.2,#fa8c00,441,147,96,119,57,NA,NA,NA,5,50.5,16.8,11,13.6,6.5,NA,NA,NA,0.6
1995,08099,Guardiola de Berguedà,Barcelona,809,CiU,45.9,#1e4a8e,Nacionalismo/independentismo,60.3,#fa8c00,280,187,34,88,11,NA,NA,NA,1,45.9,30.7,5.6,14.4,1.8,NA,NA,NA,0.2
1995,08100,Gurb,Barcelona,1446,CiU,71.8,#1e4a8e,Nacionalismo/independentismo,88.5,#fa8c00,765,40,51,178,20,NA,NA,NA,4,71.8,3.8,4.8,16.7,1.9,NA,NA,NA,0.4
1995,08101,L'Hospitalet de Llobregat,Barcelona,215692,PSC,35.5,#da1f35,No nacionalistas,68.5,#18a1cd,32898,46071,20344,6618,20740,NA,NA,NA,1632,25.4,35.5,15.7,5.1,16,NA,NA,NA,1.2
1995,08102,Igualada,Barcelona,26021,CiU,53.2,#1e4a8e,Nacionalismo/independentismo,62.9,#fa8c00,9313,3512,1759,1696,942,NA,NA,NA,110,53.2,20,10,9.7,5.4,NA,NA,NA,0.6
1995,08103,Jorba,Barcelona,467,CiU,69,#1e4a8e,Nacionalismo/independentismo,73.7,#fa8c00,218,38,32,15,8,NA,NA,NA,0,69,12,10.1,4.8,2.5,NA,NA,NA,0
1995,08104,La Llacuna,Barcelona,690,CiU,55.4,#1e4a8e,Nacionalismo/independentismo,71,#fa8c00,284,81,50,80,14,NA,NA,NA,1,55.4,15.8,9.8,15.6,2.7,NA,NA,NA,0.2
1995,08105,La Llagosta,Barcelona,9375,PSC,34.2,#da1f35,No nacionalistas,66.3,#18a1cd,1508,1790,599,197,1019,NA,NA,NA,56,28.9,34.2,11.5,3.8,19.5,NA,NA,NA,1.1
1995,08106,Llinars del Vallès,Barcelona,4886,CiU,47.5,#1e4a8e,Nacionalismo/independentismo,58.2,#fa8c00,1448,782,273,324,176,NA,NA,NA,26,47.5,25.7,9,10.6,5.8,NA,NA,NA,0.8
1995,08107,Lliçà d'Amunt,Barcelona,5946,CiU,46.2,#1e4a8e,Nacionalismo/independentismo,56,#fa8c00,1572,690,409,332,337,NA,NA,NA,26,46.2,20.3,12,9.8,9.9,NA,NA,NA,0.8
1995,08108,Lliçà de Vall,Barcelona,3351,CiU,48.9,#1e4a8e,Nacionalismo/independentismo,57.4,#fa8c00,1030,440,243,179,179,NA,NA,NA,24,48.9,20.9,11.5,8.5,8.5,NA,NA,NA,1.1
1995,08109,Lluçà,Barcelona,220,CiU,66.7,#1e4a8e,Nacionalismo/independentismo,89.5,#fa8c00,114,4,10,39,2,NA,NA,NA,0,66.7,2.3,5.8,22.8,1.2,NA,NA,NA,0
1995,08110,Malgrat de Mar,Barcelona,10035,CiU,46.2,#1e4a8e,Nacionalismo/independentismo,56.5,#fa8c00,2937,1663,569,653,453,NA,NA,NA,36,46.2,26.1,8.9,10.3,7.1,NA,NA,NA,0.6
1995,08111,Malla,Barcelona,207,CiU,64.9,#1e4a8e,Nacionalismo/independentismo,85,#fa8c00,113,10,10,35,3,NA,NA,NA,1,64.9,5.8,5.8,20.1,1.7,NA,NA,NA,0.6
1995,08112,Manlleu,Barcelona,13286,CiU,52.9,#1e4a8e,Nacionalismo/independentismo,66.3,#fa8c00,5035,2177,435,1276,488,NA,NA,NA,54,52.9,22.9,4.6,13.4,5.1,NA,NA,NA,0.6
1995,08113,Manresa,Barcelona,53935,CiU,48.1,#1e4a8e,Nacionalismo/independentismo,60.5,#fa8c00,17009,7925,3114,4371,2288,NA,NA,NA,270,48.1,22.4,8.8,12.4,6.5,NA,NA,NA,0.8
1995,08114,Martorell,Barcelona,14270,CiU,45.7,#1e4a8e,Nacionalismo/independentismo,55.1,#fa8c00,4186,2049,920,860,970,NA,NA,NA,85,45.7,22.4,10.1,9.4,10.6,NA,NA,NA,0.9
1995,08115,Martorelles,Barcelona,3936,CiU,44.3,#1e4a8e,Nacionalismo/independentismo,52.5,#fa8c00,1073,570,179,198,365,NA,NA,NA,18,44.3,23.5,7.4,8.2,15.1,NA,NA,NA,0.7
1995,08116,Les Masies de Roda,Barcelona,507,CiU,63,#1e4a8e,Nacionalismo/independentismo,79.8,#fa8c00,256,51,20,68,10,NA,NA,NA,0,63,12.6,4.9,16.8,2.5,NA,NA,NA,0
1995,08117,Les Masies de Voltregà,Barcelona,2112,CiU,62.4,#1e4a8e,Nacionalismo/independentismo,76.2,#fa8c00,956,203,109,213,36,NA,NA,NA,4,62.4,13.2,7.1,13.9,2.4,NA,NA,NA,0.3
1995,08118,El Masnou,Barcelona,16025,CiU,48.6,#1e4a8e,Nacionalismo/independentismo,59.6,#fa8c00,5036,1863,1299,1138,813,NA,NA,NA,86,48.6,18,12.5,11,7.8,NA,NA,NA,0.8
