cod_mun,municipio,ccaa,provincia,d_previo,pob,d_actual,variacion
44256,Villanueva del Rebollar de la Sierra,Aragón,Teruel,83.33,44,85,1.6700000000000017
44257,Villar del Cobo,Aragón,Teruel,61.74,165,79.86,18.119999999999997
44258,Villar del Salz,Aragón,Teruel,86.79,63,88.88,2.089999999999989
44260,Villarluengo,Aragón,Teruel,67.88,174,68.84,0.960000000000008
44261,Villarquemado,Aragón,Teruel,77.56,857,82.63,5.069999999999993
44262,Villarroya de los Pinares,Aragón,Teruel,73.76,172,90.51,16.75
44263,Villastar,Aragón,Teruel,71.58,543,72.2,0.6200000000000045
44264,Villel,Aragón,Teruel,66.93,329,77.97,11.039999999999992
44265,Vinaceite,Aragón,Teruel,78.86,211,87.27,8.409999999999997
44266,Visiedo,Aragón,Teruel,79.41,118,76.19,-3.219999999999999
44267,Vivel del Río Martín,Aragón,Teruel,67.14,68,82.81,15.670000000000002
44268,La Zoma,Aragón,Teruel,93.75,30,96.29,2.5400000000000063
50001,Abanto,Aragón,Zaragoza,76.4,89,75.94,-0.46000000000000796
50002,Acered,Aragón,Zaragoza,72.8,138,80.83,8.030000000000001
50003,Agón,Aragón,Zaragoza,76.07,139,75.6,-0.46999999999999886
50004,Aguarón,Aragón,Zaragoza,75.79,610,86.26,10.469999999999999
50005,Aguilón,Aragón,Zaragoza,81.14,244,93.3,12.159999999999997
50006,Ainzón,Aragón,Zaragoza,73.38,1066,81.36,7.980000000000004
50007,Aladrén,Aragón,Zaragoza,66.67,59,86.44,19.769999999999996
50008,Alagón,Aragón,Zaragoza,64.28,7178,58.03,-6.25
50009,Alarba,Aragón,Zaragoza,62.89,104,66.98,4.090000000000003
50010,Alberite de San Juan,Aragón,Zaragoza,77.61,78,83.78,6.170000000000002
50011,Albeta,Aragón,Zaragoza,76.92,144,89.06,12.14
50012,Alborge,Aragón,Zaragoza,80.85,111,78.4,-2.4499999999999886
50013,Alcalá de Ebro,Aragón,Zaragoza,79.4,239,84.39,4.989999999999995
50014,Alcalá de Moncayo,Aragón,Zaragoza,68.07,157,88.46,20.39
50015,Alconchel de Ariza,Aragón,Zaragoza,70.37,80,73.23,2.8599999999999994
50016,Aldehuela de Liestos,Aragón,Zaragoza,70.45,52,81.63,11.179999999999993
50017,Alfajarín,Aragón,Zaragoza,72.36,2434,72.53,0.1700000000000017
50018,Alfamén,Aragón,Zaragoza,70.44,1477,77.2,6.760000000000005
50019,Alforque,Aragón,Zaragoza,73.02,64,89.23,16.210000000000008
50020,Alhama de Aragón,Aragón,Zaragoza,68.93,964,67.47,-1.460000000000008
50021,Almochuel,Aragón,Zaragoza,84,22,85,1
50022,La Almolda,Aragón,Zaragoza,74.01,549,79.14,5.1299999999999955
50023,Almonacid de la Cuba,Aragón,Zaragoza,72.86,234,87.69,14.829999999999998
50024,Almonacid de la Sierra,Aragón,Zaragoza,73.66,756,82.6,8.939999999999998
50025,La Almunia de Doña Godina,Aragón,Zaragoza,68.49,7943,67.11,-1.3799999999999955
50026,Alpartir,Aragón,Zaragoza,69.86,602,77.5,7.640000000000001
50027,Ambel,Aragón,Zaragoza,74.44,253,83.18,8.740000000000009
50028,Anento,Aragón,Zaragoza,67.95,101,92.22,24.269999999999996
50029,Aniñón,Aragón,Zaragoza,72.73,659,74.69,1.9599999999999937
50030,Añón de Moncayo,Aragón,Zaragoza,62.94,202,81.15,18.210000000000008
50031,Aranda de Moncayo,Aragón,Zaragoza,58.21,132,81.03,22.82
50032,Arándiga,Aragón,Zaragoza,68.72,287,78.12,9.400000000000006
50033,Ardisa,Aragón,Zaragoza,72.13,74,95.77,23.64
50034,Ariza,Aragón,Zaragoza,67.28,1045,85.82,18.539999999999992
50035,Artieda,Aragón,Zaragoza,77.03,82,84.72,7.689999999999998
50036,Asín,Aragón,Zaragoza,76,104,87.23,11.230000000000004
50037,Atea,Aragón,Zaragoza,68,141,98.38,30.379999999999995
50038,Ateca,Aragón,Zaragoza,72.93,1690,73.39,0.45999999999999375
50039,Azuara,Aragón,Zaragoza,73.38,539,88.36,14.980000000000004
50040,Badules,Aragón,Zaragoza,80.49,74,84.81,4.320000000000007
50041,Bagüés,Aragón,Zaragoza,62.5,15,85.71,23.209999999999994
50042,Balconchán,Aragón,Zaragoza,89.47,18,100,10.530000000000001
50043,Bárboles,Aragón,Zaragoza,64.32,297,75.7,11.38000000000001
50044,Bardallur,Aragón,Zaragoza,70.98,249,73.89,2.9099999999999966
50045,Belchite,Aragón,Zaragoza,73.21,1533,79.26,6.050000000000011
50046,Belmonte de Gracián,Aragón,Zaragoza,77.16,183,79.48,2.3200000000000074
50047,Berdejo,Aragón,Zaragoza,63.16,42,80,16.840000000000003
50048,Berrueco,Aragón,Zaragoza,75.76,32,83.33,7.569999999999993
50050,Bijuesca,Aragón,Zaragoza,71.26,89,85.22,13.959999999999994
50051,Biota,Aragón,Zaragoza,68.7,874,83.93,15.230000000000004
50052,Bisimbre,Aragón,Zaragoza,75.31,80,80.51,5.200000000000003
50053,Boquiñeni,Aragón,Zaragoza,74.03,790,76.83,2.799999999999997
50054,Bordalba,Aragón,Zaragoza,67.27,49,83.67,16.400000000000006
50055,Borja,Aragón,Zaragoza,63.22,5054,67.18,3.960000000000008
50056,Botorrita,Aragón,Zaragoza,74.19,526,76.15,1.960000000000008
50057,Brea de Aragón,Aragón,Zaragoza,70.1,1547,78,7.900000000000006
50058,Bubierca,Aragón,Zaragoza,71.43,60,91.52,20.08999999999999
50059,Bujaraloz,Aragón,Zaragoza,73.45,1013,82.11,8.659999999999997
50060,Bulbuente,Aragón,Zaragoza,73.68,244,67.95,-5.730000000000004
50061,Bureta,Aragón,Zaragoza,82.63,213,87.22,4.590000000000003
50062,El Burgo de Ebro,Aragón,Zaragoza,70.66,2591,69.76,-0.8999999999999915
50063,El Buste,Aragón,Zaragoza,76.56,71,100,23.439999999999998
50064,Cabañas de Ebro,Aragón,Zaragoza,79.27,491,83.94,4.670000000000002
50065,Cabolafuente,Aragón,Zaragoza,66.07,49,87.5,21.430000000000007
50066,Cadrete,Aragón,Zaragoza,72.17,4473,66.73,-5.439999999999998
50067,Calatayud,Aragón,Zaragoza,70.58,19776,64.57,-6.010000000000005
50068,Calatorao,Aragón,Zaragoza,66.86,2882,74.13,7.269999999999996
50069,Calcena,Aragón,Zaragoza,50,74,87.67,37.67
50070,Calmarza,Aragón,Zaragoza,60,63,84.31,24.310000000000002
50071,Campillo de Aragón,Aragón,Zaragoza,66.67,127,84.48,17.810000000000002
50072,Carenas,Aragón,Zaragoza,71.58,178,76.21,4.6299999999999955
50073,Cariñena,Aragón,Zaragoza,73.47,3345,75.64,2.1700000000000017
50074,Caspe,Aragón,Zaragoza,66.6,10220,70.34,3.740000000000009
50075,Castejón de Alarba,Aragón,Zaragoza,78.57,73,91.13,12.560000000000002
50076,Castejón de las Armas,Aragón,Zaragoza,80,81,100,20
50077,Castejón de Valdejasa,Aragón,Zaragoza,69.65,209,85.71,16.059999999999988
50078,Castiliscar,Aragón,Zaragoza,74.01,230,77.04,3.030000000000001
50079,Cervera de la Cañada,Aragón,Zaragoza,71.68,264,90.98,19.299999999999997
50080,Cerveruela,Aragón,Zaragoza,79.41,39,91.89,12.480000000000004
50081,Cetina,Aragón,Zaragoza,72.9,570,77.08,4.179999999999993
50082,Cimballa,Aragón,Zaragoza,69.51,86,85.52,16.00999999999999
50083,Cinco Olivas,Aragón,Zaragoza,79.01,102,77.9,-1.1099999999999994
50084,Clarés de Ribota,Aragón,Zaragoza,70.15,71,94.44,24.289999999999992
50085,Codo,Aragón,Zaragoza,66.48,208,91.2,24.72
50086,Codos,Aragón,Zaragoza,60.23,232,73.45,13.220000000000006
50087,Contamina,Aragón,Zaragoza,67.86,31,85.18,17.320000000000007
50088,Cosuenda,Aragón,Zaragoza,71.17,326,89.04,17.870000000000005
50089,Cuarte de Huerva,Aragón,Zaragoza,74.51,14169,66.92,-7.590000000000003
50090,Cubel,Aragón,Zaragoza,71.64,153,72.86,1.2199999999999989
50091,Las Cuerlas,Aragón,Zaragoza,82.05,39,90.24,8.189999999999998
50092,Chiprana,Aragón,Zaragoza,75.17,515,88.52,13.349999999999994
50093,Chodes,Aragón,Zaragoza,75.86,96,76.74,0.8799999999999955
50094,Daroca,Aragón,Zaragoza,69.4,1921,73.53,4.1299999999999955
50095,Ejea de los Caballeros,Aragón,Zaragoza,68.5,17124,67,-1.5
50096,Embid de Ariza,Aragón,Zaragoza,64.71,31,82.75,18.040000000000006
50098,Encinacorba,Aragón,Zaragoza,73.46,185,73.12,-0.3399999999999892
50099,Épila,Aragón,Zaragoza,70.39,4447,74.86,4.469999999999999
50100,Erla,Aragón,Zaragoza,70.72,360,80.71,9.989999999999995
50101,Escatrón,Aragón,Zaragoza,66.87,1156,68.17,1.2999999999999972
50102,Fabara,Aragón,Zaragoza,72.88,1088,83.29,10.41000000000001
50104,Farlete,Aragón,Zaragoza,78.44,376,92.56,14.120000000000005
50105,Fayón,Aragón,Zaragoza,73.29,397,82.06,8.769999999999996
50106,Los Fayos,Aragón,Zaragoza,63.41,131,85,21.590000000000003
50107,Figueruelas,Aragón,Zaragoza,76.72,1226,76.2,-0.519999999999996
50108,Fombuena,Aragón,Zaragoza,74,59,83.01,9.010000000000005
50109,El Frago,Aragón,Zaragoza,68.42,117,85.71,17.289999999999992
50110,El Frasno,Aragón,Zaragoza,72.94,379,81.67,8.730000000000004
50111,Fréscano,Aragón,Zaragoza,71.82,204,68.92,-2.8999999999999915
50113,Fuendejalón,Aragón,Zaragoza,80.24,763,81.18,0.9400000000000119
50114,Fuendetodos,Aragón,Zaragoza,81.82,144,90.69,8.870000000000005
50115,Fuentes de Ebro,Aragón,Zaragoza,66.18,4613,68,1.8199999999999932
50116,Fuentes de Jiloca,Aragón,Zaragoza,73.37,208,87.07,13.699999999999989
50117,Gallocanta,Aragón,Zaragoza,75.61,120,83.8,8.189999999999998
50118,Gallur,Aragón,Zaragoza,70.63,2563,73.07,2.4399999999999977
50119,Gelsa,Aragón,Zaragoza,72.26,1007,77.43,5.170000000000002
50120,Godojos,Aragón,Zaragoza,76.36,49,81.25,4.890000000000001
50121,Gotor,Aragón,Zaragoza,77.41,290,81.56,4.150000000000006
50122,Grisel,Aragón,Zaragoza,63.24,82,85.52,22.279999999999994
50123,Grisén,Aragón,Zaragoza,70.7,623,73.61,2.9099999999999966
50124,Herrera de los Navarros,Aragón,Zaragoza,68.27,523,79.89,11.620000000000005
50125,Ibdes,Aragón,Zaragoza,67.65,384,87.34,19.689999999999998
50126,Illueca,Aragón,Zaragoza,68.21,2746,74.63,6.420000000000002
50128,Isuerre,Aragón,Zaragoza,88.46,33,79.31,-9.149999999999991
50129,Jaraba,Aragón,Zaragoza,60.85,280,67.74,6.8899999999999935
50130,Jarque de Moncayo,Aragón,Zaragoza,63.56,407,73.96,10.399999999999991
50131,Jaulín,Aragón,Zaragoza,71.7,278,77.2,5.5
50132,La Joyosa,Aragón,Zaragoza,70.38,1119,69.83,-0.5499999999999972
50133,Lagata,Aragón,Zaragoza,77.55,109,81.13,3.5799999999999983
50134,Langa del Castillo,Aragón,Zaragoza,70.83,115,82.56,11.730000000000004
50135,Layana,Aragón,Zaragoza,69.41,96,79.26,9.850000000000009
50136,Lécera,Aragón,Zaragoza,68.8,634,74.95,6.150000000000006
50137,Leciñena,Aragón,Zaragoza,77.24,1116,81.54,4.300000000000011
50138,Lechón,Aragón,Zaragoza,82.22,47,86.66,4.439999999999998
50139,Letux,Aragón,Zaragoza,74.53,337,87.01,12.480000000000004
50140,Litago,Aragón,Zaragoza,62.75,194,100,37.25
50141,Lituénigo,Aragón,Zaragoza,76.92,121,93.57,16.64999999999999
50142,Lobera de Onsella,Aragón,Zaragoza,69.57,26,91.3,21.730000000000004
50143,Longares,Aragón,Zaragoza,68.95,882,82.1,13.149999999999991
50144,Longás,Aragón,Zaragoza,77.42,42,76.08,-1.3400000000000034
50146,Lucena de Jalón,Aragón,Zaragoza,78.84,226,73.97,-4.8700000000000045
50147,Luceni,Aragón,Zaragoza,68.28,973,70.61,2.3299999999999983
50148,Luesia,Aragón,Zaragoza,70.07,333,78.54,8.470000000000013
50149,Luesma,Aragón,Zaragoza,73.53,38,73.68,0.15000000000000568
50150,Lumpiaque,Aragón,Zaragoza,62.02,841,64.48,2.460000000000001
50151,Luna,Aragón,Zaragoza,74.14,694,77.19,3.049999999999997
50152,Maella,Aragón,Zaragoza,69.73,2097,80.9,11.170000000000002
50153,Magallón,Aragón,Zaragoza,74.73,1118,81.44,6.709999999999994
50154,Mainar,Aragón,Zaragoza,80.7,170,82.2,1.5
50155,Malanquilla,Aragón,Zaragoza,68.42,90,83.54,15.120000000000005
50156,Maleján,Aragón,Zaragoza,73.58,262,86.25,12.670000000000002
50157,Malón,Aragón,Zaragoza,68.86,392,81.81,12.950000000000003
50159,Maluenda,Aragón,Zaragoza,77.03,905,82.02,4.989999999999995
50160,Mallén,Aragón,Zaragoza,66.4,2937,77.33,10.929999999999993
50161,Manchones,Aragón,Zaragoza,76.53,103,88.63,12.099999999999994
50162,Mara,Aragón,Zaragoza,74.07,168,79.54,5.470000000000013
50163,María de Huerva,Aragón,Zaragoza,74.44,6168,66.53,-7.909999999999997
50164,Mediana de Aragón,Aragón,Zaragoza,64.3,457,76.56,12.260000000000005
50165,Mequinenza,Aragón,Zaragoza,70.98,2294,68.14,-2.8400000000000034
50166,Mesones de Isuela,Aragón,Zaragoza,79.15,272,85.9,6.75
50167,Mezalocha,Aragón,Zaragoza,79.81,232,79.39,-0.4200000000000017
50168,Mianos,Aragón,Zaragoza,68.97,28,61.29,-7.68
50169,Miedes de Aragón,Aragón,Zaragoza,69.37,424,84.32,14.949999999999989
50170,Monegrillo,Aragón,Zaragoza,68.63,393,75.93,7.300000000000011
50171,Moneva,Aragón,Zaragoza,69.7,115,92.37,22.67
50172,Monreal de Ariza,Aragón,Zaragoza,71.84,193,87.42,15.579999999999998
50173,Monterde,Aragón,Zaragoza,73.08,133,90.84,17.760000000000005
50174,Montón,Aragón,Zaragoza,72.5,86,91.13,18.629999999999995
50175,Morata de Jalón,Aragón,Zaragoza,70.34,1101,75.02,4.679999999999993
50176,Morata de Jiloca,Aragón,Zaragoza,64.55,250,80.51,15.960000000000008
50177,Morés,Aragón,Zaragoza,68.06,332,80.53,12.469999999999999
50178,Moros,Aragón,Zaragoza,61.34,299,63.33,1.9899999999999949
50179,Moyuela,Aragón,Zaragoza,77.25,251,90.75,13.5
50180,Mozota,Aragón,Zaragoza,79.44,123,91.89,12.450000000000003
50181,Muel,Aragón,Zaragoza,74.87,1479,77.19,2.319999999999993
50182,La Muela,Aragón,Zaragoza,68.33,6247,61.86,-6.469999999999999
50183,Munébrega,Aragón,Zaragoza,71.84,356,85.15,13.310000000000002
50184,Murero,Aragón,Zaragoza,80.46,104,73.46,-7
50185,Murillo de Gállego,Aragón,Zaragoza,66.43,197,71.61,5.179999999999993
50186,Navardún,Aragón,Zaragoza,70.27,35,92.1,21.83
50187,Nigüella,Aragón,Zaragoza,76.36,59,81.03,4.670000000000002
50188,Nombrevilla,Aragón,Zaragoza,88.46,35,87.09,-1.3699999999999903
50189,Nonaspe,Aragón,Zaragoza,72.86,1011,82.15,9.290000000000006
50190,Novallas,Aragón,Zaragoza,79.52,845,81,1.480000000000004
50191,Novillas,Aragón,Zaragoza,73.32,514,76.51,3.190000000000012
50192,Nuévalos,Aragón,Zaragoza,80.18,279,85.82,5.639999999999986
50193,Nuez de Ebro,Aragón,Zaragoza,73.34,889,78.65,5.310000000000002
50194,Olvés,Aragón,Zaragoza,63.75,110,92.39,28.64
50195,Orcajo,Aragón,Zaragoza,79.25,57,100,20.75
50196,Orera,Aragón,Zaragoza,72.28,116,86.31,14.030000000000001
50197,Orés,Aragón,Zaragoza,72.63,95,68.75,-3.8799999999999955
50198,Oseja,Aragón,Zaragoza,68.09,52,80,11.909999999999997
50199,Osera de Ebro,Aragón,Zaragoza,64.78,413,66.56,1.7800000000000011
50200,Paniza,Aragón,Zaragoza,81.21,604,91.01,9.800000000000011
50201,Paracuellos de Jiloca,Aragón,Zaragoza,76.84,582,82.84,6
50202,Paracuellos de la Ribera,Aragón,Zaragoza,61.29,129,74.07,12.779999999999994
50203,Pastriz,Aragón,Zaragoza,76.71,1300,78.7,1.990000000000009
50204,Pedrola,Aragón,Zaragoza,71.91,3625,68.59,-3.319999999999993
50205,Las Pedrosas,Aragón,Zaragoza,70.83,97,86.74,15.909999999999997
50206,Perdiguera,Aragón,Zaragoza,76.37,553,72.74,-3.6300000000000097
50207,Piedratajada,Aragón,Zaragoza,66.67,91,65.47,-1.2000000000000028
50208,Pina de Ebro,Aragón,Zaragoza,71.95,2433,74.28,2.3299999999999983
50209,Pinseque,Aragón,Zaragoza,67.97,4278,65.2,-2.769999999999996
50210,Los Pintanos,Aragón,Zaragoza,70.27,37,90,19.730000000000004
50211,Plasencia de Jalón,Aragón,Zaragoza,73.73,325,86.07,12.33999999999999
50212,Pleitas,Aragón,Zaragoza,81.25,38,68.96,-12.290000000000006
50213,Plenas,Aragón,Zaragoza,76.09,100,91.39,15.299999999999997
50214,Pomer,Aragón,Zaragoza,100,26,64,-36
50215,Pozuel de Ariza,Aragón,Zaragoza,70,24,90.47,20.47
50216,Pozuelo de Aragón,Aragón,Zaragoza,71.61,263,78.37,6.760000000000005
50217,Pradilla de Ebro,Aragón,Zaragoza,78.17,541,80.96,2.789999999999992
50218,Puebla de Albortón,Aragón,Zaragoza,78.57,129,85.83,7.260000000000005
50219,La Puebla de Alfindén,Aragón,Zaragoza,70.84,6442,63.85,-6.990000000000002
50220,Puendeluna,Aragón,Zaragoza,84.44,48,85.71,1.269999999999996
50221,Purujosa,Aragón,Zaragoza,62.07,27,93.33,31.259999999999998
50222,Quinto,Aragón,Zaragoza,65.06,1916,74.45,9.39
50223,Remolinos,Aragón,Zaragoza,77.48,1035,81.77,4.289999999999992
50224,Retascón,Aragón,Zaragoza,72.13,60,80,7.8700000000000045
50225,Ricla,Aragón,Zaragoza,64.16,2932,64.8,0.6400000000000006
50227,Romanos,Aragón,Zaragoza,57.94,119,86.79,28.85000000000001
50228,Rueda de Jalón,Aragón,Zaragoza,83.13,317,89.61,6.480000000000004
50229,Ruesca,Aragón,Zaragoza,70.77,69,93.65,22.88000000000001
50230,Sádaba,Aragón,Zaragoza,67.63,1291,72.57,4.939999999999998
50231,Salillas de Jalón,Aragón,Zaragoza,78.66,355,83.01,4.3500000000000085
50232,Salvatierra de Esca,Aragón,Zaragoza,58.13,199,78.78,20.65
50233,Samper del Salz,Aragón,Zaragoza,81.25,96,84.52,3.269999999999996
50234,San Martín de la Virgen de Moncayo,Aragón,Zaragoza,65.7,283,75.87,10.170000000000002
50235,San Mateo de Gállego,Aragón,Zaragoza,71.09,3452,70.79,-0.29999999999999716
50236,Santa Cruz de Grío,Aragón,Zaragoza,81.05,94,90.47,9.420000000000002
50237,Santa Cruz de Moncayo,Aragón,Zaragoza,75,125,86,11
50238,Santa Eulalia de Gállego,Aragón,Zaragoza,77.38,102,82.14,4.760000000000005
50239,Santed,Aragón,Zaragoza,73.02,66,75,1.980000000000004
50240,Sástago,Aragón,Zaragoza,73.49,1093,77.04,3.5500000000000114
50241,Sabiñán,Aragón,Zaragoza,71.13,675,81.21,10.079999999999998
50242,Sediles,Aragón,Zaragoza,74.75,106,88.17,13.420000000000002
50243,Sestrica,Aragón,Zaragoza,73.94,349,86.71,12.769999999999996
50244,Sierra de Luna,Aragón,Zaragoza,68.23,281,75.64,7.409999999999997
50245,Sigüés,Aragón,Zaragoza,68.92,73,80.3,11.379999999999995
50246,Sisamón,Aragón,Zaragoza,64.86,45,100,35.14
50247,Sobradiel,Aragón,Zaragoza,70.42,1143,74.18,3.760000000000005
50248,Sos del Rey Católico,Aragón,Zaragoza,68.66,568,75.15,6.490000000000009
50249,Tabuenca,Aragón,Zaragoza,71.38,310,83.56,12.180000000000007
50250,Talamantes,Aragón,Zaragoza,81.48,64,93.33,11.849999999999994
50251,Tarazona,Aragón,Zaragoza,69.83,10565,68.32,-1.5100000000000051
50252,Tauste,Aragón,Zaragoza,69.46,6817,65,-4.459999999999994
50253,Terrer,Aragón,Zaragoza,77.57,565,75.63,-1.9399999999999977
50254,Tierga,Aragón,Zaragoza,64.25,179,88.95,24.700000000000003
50255,Tobed,Aragón,Zaragoza,76.38,215,76.24,-0.14000000000000057
50256,Torralba de los Frailes,Aragón,Zaragoza,61.43,73,74.24,12.809999999999995
50257,Torralba de Ribota,Aragón,Zaragoza,80.5,168,92.07,11.569999999999993
50258,Torralbilla,Aragón,Zaragoza,47.17,51,73.17,26
50259,Torrehermosa,Aragón,Zaragoza,67.07,70,76.11,9.040000000000006
50260,Torrelapaja,Aragón,Zaragoza,88.57,35,93.54,4.970000000000013
50261,Torrellas,Aragón,Zaragoza,76.62,236,100,23.379999999999995
50262,Torres de Berrellén,Aragón,Zaragoza,73.13,1476,73.81,0.6800000000000068
50263,Torrijo de la Cañada,Aragón,Zaragoza,64.33,201,79.21,14.879999999999995
50264,Tosos,Aragón,Zaragoza,73.51,162,87.97,14.459999999999994
50265,Trasmoz,Aragón,Zaragoza,72.97,89,87.32,14.349999999999994
50266,Trasobares,Aragón,Zaragoza,64.17,125,67.82,3.6499999999999915
50267,Uncastillo,Aragón,Zaragoza,67.26,628,78.16,10.899999999999991
50268,Undués de Lerda,Aragón,Zaragoza,78.05,52,88.09,10.040000000000006
50269,Urrea de Jalón,Aragón,Zaragoza,59.93,448,74.04,14.110000000000007
50270,Urriés,Aragón,Zaragoza,68.42,49,70.45,2.030000000000001
50271,Used,Aragón,Zaragoza,72.76,269,84.83,12.069999999999993
50272,Utebo,Aragón,Zaragoza,69.94,18881,64.09,-5.849999999999994
50273,Valdehorna,Aragón,Zaragoza,72.73,27,90.9,18.17
50274,Val de San Martín,Aragón,Zaragoza,71.88,60,61.29,-10.589999999999996
50275,Valmadrid,Aragón,Zaragoza,45.05,110,100,54.95
50276,Valpalmas,Aragón,Zaragoza,77.12,134,89.47,12.349999999999994
50277,Valtorres,Aragón,Zaragoza,75.56,64,81.66,6.099999999999994
50278,Velilla de Ebro,Aragón,Zaragoza,76,200,78.03,2.030000000000001
50279,Velilla de Jiloca,Aragón,Zaragoza,66.22,71,91.66,25.439999999999998
50280,Vera de Moncayo,Aragón,Zaragoza,75.86,316,89.89,14.030000000000001
50281,Vierlas,Aragón,Zaragoza,76.47,80,85.07,8.599999999999994
50282,La Vilueña,Aragón,Zaragoza,69.09,65,62.29,-6.800000000000004
50283,Villadoz,Aragón,Zaragoza,66.67,90,84.05,17.379999999999995
50284,Villafeliche,Aragón,Zaragoza,75.97,154,83.57,7.599999999999994
50285,Villafranca de Ebro,Aragón,Zaragoza,68.19,848,73.66,5.469999999999999
50286,Villalba de Perejil,Aragón,Zaragoza,72,100,82.66,10.659999999999997
50287,Villalengua,Aragón,Zaragoza,74.7,287,84.01,9.310000000000002
50288,Villanueva de Gállego,Aragón,Zaragoza,73.05,4769,70.17,-2.8799999999999955
50289,Villanueva de Jiloca,Aragón,Zaragoza,79.25,68,83.07,3.819999999999993
50290,Villanueva de Huerva,Aragón,Zaragoza,72.22,389,78.42,6.200000000000003
50291,Villar de los Navarros,Aragón,Zaragoza,80,141,92.74,12.739999999999995
50292,Villarreal de Huerva,Aragón,Zaragoza,83.08,266,88.81,5.730000000000004
50293,Villarroya de la Sierra,Aragón,Zaragoza,65.56,435,86.48,20.92
50294,Villarroya del Campo,Aragón,Zaragoza,69.23,82,82.25,13.019999999999996
50295,Vistabella,Aragón,Zaragoza,85.42,52,84.61,-0.8100000000000023
50296,La Zaida,Aragón,Zaragoza,62.34,435,72.11,9.769999999999996
50297,Zaragoza,Aragón,Zaragoza,72.51,673010,66.48,-6.030000000000001
50298,Zuera,Aragón,Zaragoza,74.52,8632,71.22,-3.299999999999997
50901,Biel,Aragón,Zaragoza,72.18,170,82.99,10.809999999999988
50902,Marracos,Aragón,Zaragoza,84.42,91,87.8,3.3799999999999955
50903,Villamayor de Gállego,Aragón,Zaragoza,74.29,2827,72.82,-1.470000000000013
33001,Allande,Asturias,Asturias,51.39,1574,82.77,31.379999999999995
33002,Aller,Asturias,Asturias,62.96,10201,66.68,3.720000000000006
33003,Amieva,Asturias,Asturias,53.4,603,75.94,22.54
33004,Avilés,Asturias,Asturias,66.57,75877,60.75,-5.819999999999993
33005,Belmonte de Miranda,Asturias,Asturias,61.31,1425,78.86,17.549999999999997
33006,Bimenes,Asturias,Asturias,58.4,1672,72.82,14.419999999999995
33007,Boal,Asturias,Asturias,58.18,1442,74.09,15.910000000000004
33008,Cabrales,Asturias,Asturias,67.9,1907,77.13,9.22999999999999
33009,Cabranes,Asturias,Asturias,62.07,1112,71.03,8.96
33010,Candamo,Asturias,Asturias,63.01,1943,68.91,5.899999999999999
33011,Cangas del Narcea,Asturias,Asturias,53.45,11817,64.15,10.700000000000003
33012,Cangas de Onís,Asturias,Asturias,62.1,6260,67.77,5.669999999999995
33013,Caravia,Asturias,Asturias,68.37,508,80.9,12.530000000000001
33014,Carreño,Asturias,Asturias,65.76,10226,66.66,0.8999999999999915
33015,Caso,Asturias,Asturias,60.82,1443,72.01,11.190000000000005
33016,Castrillón,Asturias,Asturias,68.15,22235,65.83,-2.3200000000000074
33017,Castropol,Asturias,Asturias,60.19,3288,71.3,11.11
33018,Coaña,Asturias,Asturias,65.26,3285,74.69,9.429999999999993
33019,Colunga,Asturias,Asturias,59.85,3220,68.69,8.839999999999996
33020,Corvera de Asturias,Asturias,Asturias,65.87,15563,61.89,-3.980000000000004
33021,Cudillero,Asturias,Asturias,61.41,4928,68.51,7.1000000000000085
33022,Degaña,Asturias,Asturias,57.36,821,74.51,17.150000000000006
33023,El Franco,Asturias,Asturias,65.47,3736,68.04,2.5700000000000074
33024,Gijón,Asturias,Asturias,67.48,267706,64.09,-3.3900000000000006
33025,Gozón,Asturias,Asturias,61.33,10433,64.61,3.280000000000001
33026,Grado,Asturias,Asturias,61.14,9598,61.54,0.3999999999999986
33027,Grandas de Salime,Asturias,Asturias,54.79,774,76.42,21.630000000000003
33028,Ibias,Asturias,Asturias,45.41,1152,72.28,26.870000000000005
33029,Illano,Asturias,Asturias,46.03,305,82.65,36.620000000000005
33030,Illas,Asturias,Asturias,72.15,1062,77.31,5.159999999999997
33031,Langreo,Asturias,Asturias,60.65,38262,58.35,-2.299999999999997
33032,Laviana,Asturias,Asturias,63.78,12584,65.68,1.9000000000000057
33033,Lena,Asturias,Asturias,62.34,10499,63.48,1.1399999999999935
33034,Valdés,Asturias,Asturias,59.49,11099,64.19,4.699999999999996
33035,Llanera,Asturias,Asturias,65.62,13792,66.97,1.3499999999999943
33036,Llanes,Asturias,Asturias,64.18,13545,70.52,6.339999999999989
33037,Mieres,Asturias,Asturias,62.57,36574,NA,NA
33038,Morcín,Asturias,Asturias,67.67,2560,72.4,4.730000000000004
33039,Muros de Nalón,Asturias,Asturias,67.92,1963,71.08,3.1599999999999966
33040,Nava,Asturias,Asturias,62.27,5236,66.83,4.559999999999995
33041,Navia,Asturias,Asturias,64.27,8263,67.13,2.8599999999999994
33042,Noreña,Asturias,Asturias,67.55,5088,68.13,0.5799999999999983
33043,Onís,Asturias,Asturias,62.2,735,74.88,12.679999999999993
33044,Oviedo,Asturias,Asturias,68.55,215167,64.01,-4.539999999999992
33045,Parres,Asturias,Asturias,64.67,5233,69.98,5.310000000000002
33046,Peñamellera Alta,Asturias,Asturias,69.58,529,86.82,17.239999999999995
33047,Peñamellera Baja,Asturias,Asturias,72.19,1225,79.56,7.3700000000000045
33048,Pesoz,Asturias,Asturias,65.15,138,91.53,26.379999999999995
