cod_mun,municipio,ccaa,provincia,d_previo,pob,d_actual,variacion
04001,Abla,Andalucía,Almería,71.56,1247,78.81,7.25
04002,Abrucena,Andalucía,Almería,70.19,1221,79.01,8.820000000000007
04003,Adra,Andalucía,Almería,62.91,25300,57.37,-5.539999999999999
04004,Albanchez,Andalucía,Almería,69.63,735,86.22,16.590000000000003
04005,Alboloduy,Andalucía,Almería,79.03,615,79.76,0.730000000000004
04006,Albox,Andalucía,Almería,61.03,12087,69.8,8.769999999999996
04007,Alcolea,Andalucía,Almería,69.93,831,70.89,0.9599999999999937
04008,Alcóntar,Andalucía,Almería,80.26,538,88.63,8.36999999999999
04009,Alcudia de Monteagud,Andalucía,Almería,77.86,133,80.5,2.6400000000000006
04010,Alhabia,Andalucía,Almería,71.72,685,80.2,8.480000000000004
04011,Alhama de Almería,Andalucía,Almería,73.25,3757,80.4,7.150000000000006
04012,Alicún,Andalucía,Almería,82.07,214,87.5,5.430000000000007
04013,Almería,Andalucía,Almería,64.72,199237,53.46,-11.259999999999998
04014,Almócita,Andalucía,Almería,69.08,201,86.88,17.799999999999997
04015,Alsodux,Andalucía,Almería,71.68,129,85.5,13.819999999999993
04016,Antas,Andalucía,Almería,69.57,3339,78.31,8.740000000000009
04017,Arboleas,Andalucía,Almería,65.28,4532,79.39,14.11
04018,Armuña de Almanzora,Andalucía,Almería,82.45,313,91.51,9.060000000000002
04019,Bacares,Andalucía,Almería,73.73,240,81.14,7.409999999999997
04020,Bayárcal,Andalucía,Almería,68.54,312,77.98,9.439999999999998
04021,Bayarque,Andalucía,Almería,73.74,226,80.66,6.920000000000002
04022,Bédar,Andalucía,Almería,66.57,1009,75.5,8.930000000000007
04023,Beires,Andalucía,Almería,71.19,138,81.25,10.060000000000002
04024,Benahadux,Andalucía,Almería,71.43,4605,76.29,4.859999999999999
04026,Benitagla,Andalucía,Almería,66.67,53,82.14,15.469999999999999
04027,Benizalón,Andalucía,Almería,59.63,253,73.63,13.999999999999993
04028,Bentarique,Andalucía,Almería,84.54,239,89.75,5.209999999999994
04029,Berja,Andalucía,Almería,62.81,12807,63.37,0.5599999999999952
04030,Canjáyar,Andalucía,Almería,65.59,1163,76.64,11.049999999999997
04031,Cantoria,Andalucía,Almería,73.68,3533,80.93,7.25
04032,Carboneras,Andalucía,Almería,65.2,8210,76.36,11.159999999999997
04033,Castro de Filabres,Andalucía,Almería,64.46,115,81.19,16.730000000000004
04034,Cóbdar,Andalucía,Almería,53.85,160,88.82,34.96999999999999
04035,Cuevas del Almanzora,Andalucía,Almería,68.99,14790,70.96,1.9699999999999989
04036,Chercos,Andalucía,Almería,74.48,301,87.02,12.539999999999992
04037,Chirivel,Andalucía,Almería,73.43,1511,79.5,6.069999999999993
04038,Dalías,Andalucía,Almería,65.06,4141,67.68,2.6200000000000045
04041,Enix,Andalucía,Almería,65.99,554,70.04,4.050000000000011
04043,Felix,Andalucía,Almería,76.98,697,87.24,10.259999999999991
04044,Fines,Andalucía,Almería,70.82,2161,77.93,7.110000000000014
04045,Fiñana,Andalucía,Almería,74.76,1978,82.36,7.599999999999994
04046,Fondón,Andalucía,Almería,72.67,1045,82.04,9.370000000000005
04047,Gádor,Andalucía,Almería,74.15,3018,78.87,4.719999999999999
04048,Los Gallardos,Andalucía,Almería,64.31,2991,77.29,12.980000000000004
04049,Garrucha,Andalucía,Almería,65.94,10027,68.69,2.75
04050,Gérgal,Andalucía,Almería,62.67,1115,69.33,6.659999999999997
04051,Huécija,Andalucía,Almería,79.95,503,95.05,15.099999999999994
04052,Huércal de Almería,Andalucía,Almería,65.21,18384,59.89,-5.319999999999993
04053,Huércal-Overa,Andalucía,Almería,70.66,20093,70.43,-0.22999999999998977
04054,Íllar,Andalucía,Almería,76.86,456,82.01,5.150000000000006
04055,Instinción,Andalucía,Almería,82.55,467,86.01,3.460000000000008
04056,Laroya,Andalucía,Almería,72.73,200,89.94,17.209999999999994
04057,Láujar de Andarax,Andalucía,Almería,70.26,1587,78.97,8.709999999999994
04058,Líjar,Andalucía,Almería,69.59,383,83.28,13.689999999999998
04059,Lubrín,Andalucía,Almería,67.6,1457,80.41,12.810000000000002
04060,Lucainena de las Torres,Andalucía,Almería,68.75,595,84.83,16.08
04061,Lúcar,Andalucía,Almería,78.24,803,85.45,7.210000000000008
04062,Macael,Andalucía,Almería,72.72,5393,79.47,6.75
04063,María,Andalucía,Almería,72.4,1228,72.97,0.5699999999999932
04064,Mojácar,Andalucía,Almería,67.3,7527,72.99,5.689999999999998
04065,Nacimiento,Andalucía,Almería,74.79,512,83.77,8.97999999999999
04066,Níjar,Andalucía,Almería,64.11,31816,64.26,0.15000000000000568
04067,Ohanes,Andalucía,Almería,67.46,551,72.78,5.320000000000007
04068,Olula de Castro,Andalucía,Almería,75.88,192,93.4,17.52000000000001
04069,Olula del Río,Andalucía,Almería,70.94,6259,76.81,5.8700000000000045
04070,Oria,Andalucía,Almería,71.16,2212,79.84,8.680000000000007
04071,Padules,Andalucía,Almería,79.01,424,81.74,2.7299999999999898
04072,Partaloa,Andalucía,Almería,68.17,1003,84.1,15.929999999999993
04073,Paterna del Río,Andalucía,Almería,68.5,395,76.02,7.519999999999996
04074,Pechina,Andalucía,Almería,62.3,4224,65.56,3.260000000000005
04075,Pulpí,Andalucía,Almería,68,10493,66.86,-1.1400000000000006
04076,Purchena,Andalucía,Almería,72.21,1550,85.71,13.5
04077,Rágol,Andalucía,Almería,91.22,288,94.13,2.9099999999999966
04078,Rioja,Andalucía,Almería,64.33,1510,80.59,16.260000000000005
04079,Roquetas de Mar,Andalucía,Almería,65.28,102881,50.64,-14.64
04080,Santa Cruz de Marchena,Andalucía,Almería,75.51,219,83.7,8.189999999999998
04081,Santa Fe de Mondújar,Andalucía,Almería,75.21,476,77.74,2.530000000000001
04082,Senés,Andalucía,Almería,67.27,285,81.46,14.189999999999998
04083,Serón,Andalucía,Almería,73.25,2062,83.32,10.069999999999993
04084,Sierro,Andalucía,Almería,70.62,384,83.67,13.049999999999997
04085,Somontín,Andalucía,Almería,80.83,445,95.25,14.420000000000002
04086,Sorbas,Andalucía,Almería,69.16,2505,74.78,5.6200000000000045
04087,Suflí,Andalucía,Almería,73.25,203,83.68,10.430000000000007
04088,Tabernas,Andalucía,Almería,64.93,4025,73.37,8.439999999999998
04089,Taberno,Andalucía,Almería,70.45,949,85.79,15.340000000000003
04090,Tahal,Andalucía,Almería,76.85,346,86.46,9.61
04091,Terque,Andalucía,Almería,78.93,386,75.56,-3.3700000000000045
04092,Tíjola,Andalucía,Almería,73.74,3520,79.63,5.890000000000001
04093,Turre,Andalucía,Almería,59.66,4067,76.83,17.17
04094,Turrillas,Andalucía,Almería,72.56,270,87.22,14.659999999999997
04095,Uleila del Campo,Andalucía,Almería,67.25,812,86.3,19.049999999999997
04096,Urrácal,Andalucía,Almería,77.89,371,92.33,14.439999999999998
04097,Velefique,Andalucía,Almería,74.89,248,89.06,14.170000000000002
04098,Vélez-Blanco,Andalucía,Almería,62.5,1925,79.61,17.11
04099,Vélez-Rubio,Andalucía,Almería,71.52,6528,73.51,1.990000000000009
04100,Vera,Andalucía,Almería,59.36,18224,57.82,-1.5399999999999991
04101,Viator,Andalucía,Almería,64.69,6066,62.78,-1.9099999999999966
04102,Vícar,Andalucía,Almería,65.23,27631,54.74,-10.490000000000002
04103,Zurgena,Andalucía,Almería,70.04,2912,79.34,9.299999999999997
04901,Las Tres Villas,Andalucía,Almería,70,573,78.47,8.469999999999999
04902,El Ejido,Andalucía,Almería,64.57,87500,52.11,-12.459999999999994
04903,La Mojonera,Andalucía,Almería,67.29,8824,68.76,1.4699999999999989
04904,Balanegra,Andalucía,Almería,68.84,2886,59.83,-9.010000000000005
11001,Alcalá de los Gazules,Andalucía,Cádiz,64.45,5227,68.18,3.730000000000004
11002,Alcalá del Valle,Andalucía,Cádiz,75.3,4982,89.34,14.040000000000006
11003,Algar,Andalucía,Cádiz,65.2,1433,83.45,18.25
11004,Algeciras,Andalucía,Cádiz,61.4,122368,47.97,-13.43
11005,Algodonales,Andalucía,Cádiz,66.06,5504,67.96,1.8999999999999915
11006,Arcos de la Frontera,Andalucía,Cádiz,62.44,30953,60.71,-1.7299999999999969
11007,Barbate,Andalucía,Cádiz,54.75,22872,57.94,3.1899999999999977
11008,Los Barrios,Andalucía,Cádiz,65.29,24069,56.46,-8.830000000000005
11009,Benaocaz,Andalucía,Cádiz,68.91,695,79.22,10.310000000000002
11010,Bornos,Andalucía,Cádiz,63.19,7607,62.6,-0.5899999999999963
11011,El Bosque,Andalucía,Cádiz,65.12,2209,68.57,3.4499999999999886
11012,Cádiz,Andalucía,Cádiz,68.96,113066,61.68,-7.279999999999994
11013,Castellar de la Frontera,Andalucía,Cádiz,66.5,3043,75.61,9.11
11014,Conil de la Frontera,Andalucía,Cádiz,63.49,23497,63.41,-0.0800000000000054
11015,Chiclana de la Frontera,Andalucía,Cádiz,61.53,87493,47.98,-13.550000000000004
11016,Chipiona,Andalucía,Cádiz,62.03,19592,58.06,-3.969999999999999
11017,Espera,Andalucía,Cádiz,64.23,3820,77.42,13.189999999999998
11018,El Gastor,Andalucía,Cádiz,69.8,1699,78.75,8.950000000000003
11019,Grazalema,Andalucía,Cádiz,70.18,2005,75.12,4.939999999999998
11020,Jerez de la Frontera,Andalucía,Cádiz,66.68,212730,56.3,-10.38000000000001
11021,Jimena de la Frontera,Andalucía,Cádiz,64.86,6681,70.48,5.6200000000000045
11022,La Línea de la Concepción,Andalucía,Cádiz,50.75,63271,46.63,-4.1199999999999974
11023,Medina Sidonia,Andalucía,Cádiz,67.79,11739,73.46,5.6699999999999875
11024,Olvera,Andalucía,Cádiz,68.7,7974,70.42,1.7199999999999989
11025,Paterna de Rivera,Andalucía,Cádiz,64.2,5451,78.72,14.519999999999996
11026,Prado del Rey,Andalucía,Cádiz,72.06,5647,70.65,-1.4099999999999966
11027,El Puerto de Santa María,Andalucía,Cádiz,66.26,89435,55.32,-10.940000000000005
11028,Puerto Real,Andalucía,Cádiz,66.81,41963,55.51,-11.300000000000004
11029,Puerto Serrano,Andalucía,Cádiz,51.93,6971,56.43,4.5
11030,Rota,Andalucía,Cádiz,64.6,29491,56.96,-7.6399999999999935
11031,San Fernando,Andalucía,Cádiz,65.12,94120,52.25,-12.870000000000005
11032,Sanlúcar de Barrameda,Andalucía,Cádiz,57.66,69727,48.74,-8.919999999999995
11033,San Roque,Andalucía,Cádiz,61.28,33018,58.61,-2.6700000000000017
11034,Setenil de las Bodegas,Andalucía,Cádiz,65.55,2675,82.69,17.14
11035,Tarifa,Andalucía,Cádiz,62.07,18564,62.42,0.3500000000000014
11036,Torre Alháquime,Andalucía,Cádiz,58.71,803,72.74,14.029999999999994
11037,Trebujena,Andalucía,Cádiz,77.33,7010,79.85,2.519999999999996
11038,Ubrique,Andalucía,Cádiz,73.7,16383,71.56,-2.1400000000000006
11039,Vejer de la Frontera,Andalucía,Cádiz,61.6,12656,66.73,5.130000000000003
11040,Villaluenga del Rosario,Andalucía,Cádiz,83.84,462,89.35,5.509999999999991
11041,Villamartín,Andalucía,Cádiz,65.23,12095,66.16,0.9299999999999926
11042,Zahara,Andalucía,Cádiz,69.6,1371,72.48,2.8800000000000097
11901,Benalup-Casas Viejas,Andalucía,Cádiz,65.5,7160,71.46,5.959999999999994
11902,San José del Valle,Andalucía,Cádiz,57.94,4453,71.79,13.850000000000009
11903,San Martín del Tesorillo,Andalucía,Cádiz,63.09,2797,75.18,12.090000000000003
14001,Adamuz,Andalucía,Córdoba,74.88,4125,84.12,9.240000000000009
14002,Aguilar de la Frontera,Andalucía,Córdoba,69.75,13318,65.58,-4.170000000000002
14003,Alcaracejos,Andalucía,Córdoba,74.3,1493,78.93,4.63000000000001
14004,Almedinilla,Andalucía,Córdoba,74.63,2350,80.17,5.540000000000006
14005,Almodóvar del Río,Andalucía,Córdoba,62,8093,61.85,-0.14999999999999858
14006,Añora,Andalucía,Córdoba,82.49,1509,84.17,1.6800000000000068
14007,Baena,Andalucía,Córdoba,68.25,18764,67.67,-0.5799999999999983
14008,Belalcázar,Andalucía,Córdoba,68.17,3166,77.53,9.36
14009,Belmez,Andalucía,Córdoba,62.5,2862,69.81,7.310000000000002
14010,Benamejí,Andalucía,Córdoba,69.79,4974,76.68,6.890000000000001
14011,Los Blázquez,Andalucía,Córdoba,76.55,661,88.27,11.719999999999999
14012,Bujalance,Andalucía,Córdoba,69.72,7257,66.96,-2.760000000000005
14013,Cabra,Andalucía,Córdoba,72.01,20097,64.29,-7.719999999999999
14014,Cañete de las Torres,Andalucía,Córdoba,78.61,2859,81.79,3.180000000000007
14015,Carcabuey,Andalucía,Córdoba,71.64,2367,77.01,5.3700000000000045
14016,Cardeña,Andalucía,Córdoba,73.53,1455,83.66,10.129999999999995
14017,La Carlota,Andalucía,Córdoba,72.39,14324,65.17,-7.219999999999999
14018,El Carpio,Andalucía,Córdoba,72.77,4353,77.02,4.25
14019,Castro del Río,Andalucía,Córdoba,77.32,7711,74.35,-2.969999999999999
14020,Conquista,Andalucía,Córdoba,67.56,380,76.81,9.25
14021,Córdoba,Andalucía,Córdoba,71.12,319515,58.24,-12.880000000000003
14022,Doña Mencía,Andalucía,Córdoba,74.41,4583,71.17,-3.239999999999995
14023,Dos Torres,Andalucía,Córdoba,81.49,2402,82.98,1.490000000000009
14024,Encinas Reales,Andalucía,Córdoba,76.64,2266,86.68,10.040000000000006
14025,Espejo,Andalucía,Córdoba,82.99,3245,86.63,3.6400000000000006
14026,Espiel,Andalucía,Córdoba,64.7,2423,73.93,9.230000000000004
14027,Fernán-Núñez,Andalucía,Córdoba,74.03,9646,68.61,-5.420000000000002
14028,Fuente la Lancha,Andalucía,Córdoba,79.8,329,97.42,17.620000000000005
14029,Fuente Obejuna,Andalucía,Córdoba,71.36,4462,70.57,-0.7900000000000063
14030,Fuente Palmera,Andalucía,Córdoba,73.59,9879,72.27,-1.3200000000000074
14031,Fuente-Tójar,Andalucía,Córdoba,83.09,663,87.97,4.8799999999999955
14032,La Granjuela,Andalucía,Córdoba,77.84,414,91.03,13.189999999999998
14033,Guadalcázar,Andalucía,Córdoba,70.62,1552,76.55,5.929999999999993
14034,El Guijo,Andalucía,Córdoba,73.51,344,89.16,15.649999999999991
14035,Hinojosa del Duque,Andalucía,Córdoba,70.59,6640,75.9,5.310000000000002
14036,Hornachuelos,Andalucía,Córdoba,71.23,4450,74.62,3.3900000000000006
14037,Iznájar,Andalucía,Córdoba,70.64,4002,69.79,-0.8499999999999943
14038,Lucena,Andalucía,Córdoba,71.3,42645,61.41,-9.89
14039,Luque,Andalucía,Córdoba,72.1,2926,85.5,13.400000000000006
14040,Montalbán de Córdoba,Andalucía,Córdoba,77.49,4494,74.23,-3.259999999999991
14041,Montemayor,Andalucía,Córdoba,71.76,3869,79.06,7.299999999999997
14042,Montilla,Andalucía,Córdoba,73.75,22490,68.34,-5.409999999999997
14043,Montoro,Andalucía,Córdoba,71.87,9203,74.86,2.989999999999995
14044,Monturque,Andalucía,Córdoba,73.53,1933,80.91,7.3799999999999955
14045,Moriles,Andalucía,Córdoba,77.71,3673,81.81,4.1000000000000085
14046,Nueva Carteya,Andalucía,Córdoba,73.91,5347,72.5,-1.4099999999999966
14047,Obejo,Andalucía,Córdoba,72.87,2054,68.24,-4.63000000000001
14048,Palenciana,Andalucía,Córdoba,73.64,1461,88.92,15.280000000000001
14049,Palma del Río,Andalucía,Córdoba,71.43,20810,64.72,-6.710000000000008
14050,Pedro Abad,Andalucía,Córdoba,75.49,2809,77.9,2.410000000000011
14051,Pedroche,Andalucía,Córdoba,73.7,1481,82.77,9.069999999999993
14052,Peñarroya-Pueblonuevo,Andalucía,Córdoba,61.72,10419,61.95,0.23000000000000398
14053,Posadas,Andalucía,Córdoba,68.5,7267,67.22,-1.2800000000000011
14054,Pozoblanco,Andalucía,Córdoba,75.96,17102,73.49,-2.469999999999999
14055,Priego de Córdoba,Andalucía,Córdoba,70.9,22092,60.36,-10.540000000000006
14056,Puente Genil,Andalucía,Córdoba,67.41,29748,60.89,-6.519999999999996
14057,La Rambla,Andalucía,Córdoba,77.52,7525,73.53,-3.989999999999995
14058,Rute,Andalucía,Córdoba,69.3,9801,69.2,-0.09999999999999432
14059,San Sebastián de los Ballesteros,Andalucía,Córdoba,77.61,835,79.77,2.1599999999999966
14060,Santaella,Andalucía,Córdoba,73.06,4637,68.61,-4.450000000000003
14061,Santa Eufemia,Andalucía,Córdoba,78.02,734,81.47,3.450000000000003
14062,Torrecampo,Andalucía,Córdoba,74.07,1032,82.81,8.740000000000009
14063,Valenzuela,Andalucía,Córdoba,73.54,1079,88.06,14.519999999999996
14064,Valsequillo,Andalucía,Córdoba,71.28,347,90.67,19.39
14065,La Victoria,Andalucía,Córdoba,75.49,2316,75.65,0.1600000000000108
14066,Villa del Río,Andalucía,Córdoba,71.61,6993,69.98,-1.6299999999999955
14067,Villafranca de Córdoba,Andalucía,Córdoba,74.52,4872,74.24,-0.28000000000000114
14068,Villaharta,Andalucía,Córdoba,75.05,632,70.87,-4.179999999999993
14069,Villanueva de Córdoba,Andalucía,Córdoba,69.48,8587,70.1,0.6199999999999903
14070,Villanueva del Duque,Andalucía,Córdoba,71.17,1431,80.89,9.719999999999999
14071,Villanueva del Rey,Andalucía,Córdoba,63.04,1007,82.01,18.970000000000006
14072,Villaralto,Andalucía,Córdoba,70.4,1111,85.62,15.219999999999999
14073,Villaviciosa de Córdoba,Andalucía,Córdoba,69.87,3160,72.72,2.8499999999999943
14074,El Viso,Andalucía,Córdoba,79.78,2528,81.24,1.4599999999999937
14075,Zuheros,Andalucía,Córdoba,74.82,631,80.18,5.360000000000014
14901,Fuente Carreteros,Andalucía,Córdoba,80.79,1109,87.84,7.049999999999997
14902,La Guijarrosa,Andalucía,Córdoba,78.8,1341,82.02,3.219999999999999
18001,Agrón,Andalucía,Granada,66.22,247,79.9,13.680000000000007
18002,Alamedilla,Andalucía,Granada,73.16,567,76.87,3.710000000000008
18003,Albolote,Andalucía,Granada,70.31,19199,58.68,-11.630000000000003
18004,Albondón,Andalucía,Granada,69.81,724,84.37,14.560000000000002
18005,Albuñán,Andalucía,Granada,63.91,407,78.34,14.430000000000007
18006,Albuñol,Andalucía,Granada,68.07,7420,74.29,6.220000000000013
18007,Albuñuelas,Andalucía,Granada,67.12,787,70.08,2.9599999999999937
18010,Aldeire,Andalucía,Granada,75.52,603,83.62,8.100000000000009
18011,Alfacar,Andalucía,Granada,68.18,5585,60.4,-7.780000000000008
18012,Algarinejo,Andalucía,Granada,71.85,2436,80.31,8.460000000000008
18013,Alhama de Granada,Andalucía,Granada,69.62,5703,75.74,6.11999999999999
18014,Alhendín,Andalucía,Granada,70.11,9941,56.98,-13.130000000000003
18015,Alicún de Ortega,Andalucía,Granada,78.07,458,89.05,10.980000000000004
18016,Almegíjar,Andalucía,Granada,67.34,328,89.7,22.36
18017,Almuñécar,Andalucía,Granada,63.18,26748,63.46,0.28000000000000114
18018,Alquife,Andalucía,Granada,70.85,586,87.3,16.450000000000003
18020,Arenas del Rey,Andalucía,Granada,65.03,623,81.55,16.519999999999996
18021,Armilla,Andalucía,Granada,67.85,24629,55.92,-11.929999999999993
18022,Atarfe,Andalucía,Granada,64.49,19452,53.39,-11.099999999999994
18023,Baza,Andalucía,Granada,69.76,20376,62.23,-7.530000000000008
18024,Beas de Granada,Andalucía,Granada,77.78,986,81.47,3.6899999999999977
18025,Beas de Guadix,Andalucía,Granada,71.48,319,83.14,11.659999999999997
18027,Benalúa,Andalucía,Granada,66.59,3260,76.2,9.61
18028,Benalúa de las Villas,Andalucía,Granada,80.51,1058,87.77,7.259999999999991
18029,Benamaurel,Andalucía,Granada,60.93,2275,73.03,12.100000000000001
18030,Bérchules,Andalucía,Granada,67.49,694,86.22,18.730000000000004
18032,Bubión,Andalucía,Granada,66.4,323,69.96,3.559999999999988
18033,Busquístar,Andalucía,Granada,64.16,302,88.29,24.13000000000001
18034,Cacín,Andalucía,Granada,71.28,547,79.35,8.069999999999993
18035,Cádiar,Andalucía,Granada,74.81,1542,82.05,7.239999999999995
18036,Cájar,Andalucía,Granada,74.16,5389,65.18,-8.97999999999999
18037,Calicasas,Andalucía,Granada,77.94,658,78.45,0.5100000000000051
18038,Campotéjar,Andalucía,Granada,75.05,1231,78.45,3.4000000000000057
18039,Caniles,Andalucía,Granada,68.59,4018,76.92,8.329999999999998
18040,Cáñar,Andalucía,Granada,61.6,400,57.53,-4.07
18042,Capileira,Andalucía,Granada,79.62,578,78.31,-1.3100000000000023
18043,Carataunas,Andalucía,Granada,57.36,201,82.41,25.049999999999997
18044,Cástaras,Andalucía,Granada,56.52,233,71.77,15.249999999999993
18045,Castilléjar,Andalucía,Granada,67.61,1312,82.04,14.430000000000007
18046,Castril,Andalucía,Granada,59.95,2019,78.12,18.17
18047,Cenes de la Vega,Andalucía,Granada,65.41,8121,52.69,-12.719999999999999
18048,Cijuela,Andalucía,Granada,68.48,3537,65.84,-2.6400000000000006
18049,Cogollos de Guadix,Andalucía,Granada,71.09,636,92.81,21.72
18050,Cogollos de la Vega,Andalucía,Granada,67.5,2042,75.68,8.180000000000007
18051,Colomera,Andalucía,Granada,67.31,1291,83.84,16.53
18053,Cortes de Baza,Andalucía,Granada,64.41,1824,75.26,10.850000000000009
18054,Cortes y Graena,Andalucía,Granada,69.88,994,85.04,15.16000000000001
18056,Cúllar,Andalucía,Granada,70.88,4017,77.96,7.079999999999998
18057,Cúllar Vega,Andalucía,Granada,72.39,7681,60.41,-11.980000000000004
18059,Chauchina,Andalucía,Granada,69.4,5667,69.55,0.14999999999999147
18061,Chimeneas,Andalucía,Granada,78.18,1254,86.06,7.8799999999999955
18062,Churriana de la Vega,Andalucía,Granada,70.99,16026,60.26,-10.729999999999997
18063,Darro,Andalucía,Granada,55.76,1652,67.03,11.270000000000003
18064,Dehesas de Guadix,Andalucía,Granada,78.96,404,83.57,4.609999999999999
18065,Dehesas Viejas,Andalucía,Granada,78.91,666,76.55,-2.3599999999999994
18066,Deifontes,Andalucía,Granada,66.87,2615,71.83,4.959999999999994
18067,Diezma,Andalucía,Granada,64.81,763,79.63,14.819999999999993
18068,Dílar,Andalucía,Granada,73.08,2188,73.23,0.15000000000000568
18069,Dólar,Andalucía,Granada,73.55,614,79.19,5.640000000000001
18070,Dúdar,Andalucía,Granada,75.26,355,82.7,7.439999999999998
18071,Dúrcal,Andalucía,Granada,69.36,7216,66.03,-3.3299999999999983
18072,Escúzar,Andalucía,Granada,69.01,835,84.15,15.14
18074,Ferreira,Andalucía,Granada,77.36,305,89.78,12.420000000000002
18076,Fonelas,Andalucía,Granada,67.68,981,82.02,14.33999999999999
18077,Fornes,Andalucía,Granada,74.31,519,83.52,9.209999999999994
18078,Freila,Andalucía,Granada,76.47,906,83.49,7.019999999999996
18079,Fuente Vaqueros,Andalucía,Granada,68.98,4451,65.1,-3.8800000000000097
18082,Galera,Andalucía,Granada,62.1,1116,71.44,9.339999999999996
18083,Gobernador,Andalucía,Granada,78.02,210,93.56,15.540000000000006
18084,Gójar,Andalucía,Granada,71.32,6096,61.93,-9.389999999999993
18085,Gor,Andalucía,Granada,63.77,735,82.7,18.93
18086,Gorafe,Andalucía,Granada,74.85,377,86.24,11.39
18087,Granada,Andalucía,Granada,72.08,228682,61.62,-10.46
18088,Guadahortuna,Andalucía,Granada,65.53,1836,83.77,18.239999999999995
18089,Guadix,Andalucía,Granada,67.94,18493,62.04,-5.899999999999999
18093,Gualchos,Andalucía,Granada,61.54,5292,62.62,1.0799999999999983
18094,Güéjar Sierra,Andalucía,Granada,74.47,2880,78,3.530000000000001
18095,Güevéjar,Andalucía,Granada,71.81,2664,72.43,0.6200000000000045
18096,Huélago,Andalucía,Granada,66.76,373,76.84,10.079999999999998
18097,Huéneja,Andalucía,Granada,66.84,1207,71.72,4.8799999999999955
18098,Huéscar,Andalucía,Granada,64.04,7246,68.41,4.36999999999999
18099,Huétor de Santillán,Andalucía,Granada,74.84,1923,76.47,1.6299999999999955
18100,Huétor Tájar,Andalucía,Granada,69.06,10543,67.53,-1.5300000000000011
18101,Huétor Vega,Andalucía,Granada,70.78,12089,60.12,-10.660000000000004
18102,Íllora,Andalucía,Granada,65.88,10020,71.61,5.730000000000004
18103,Ítrabo,Andalucía,Granada,70.03,937,85.84,15.810000000000002
18105,Iznalloz,Andalucía,Granada,63.65,5142,71.82,8.169999999999995
18106,Játar,Andalucía,Granada,65.38,579,81.29,15.91000000000001
18107,Jayena,Andalucía,Granada,69.89,1008,80.95,11.060000000000002
18108,Jérez del Marquesado,Andalucía,Granada,73.48,956,87.07,13.58999999999999
18109,Jete,Andalucía,Granada,72.03,1008,75.96,3.9299999999999926
18111,Jun,Andalucía,Granada,71.18,3991,62.52,-8.660000000000004
18112,Juviles,Andalucía,Granada,65.38,134,75.89,10.510000000000005
18114,La Calahorra,Andalucía,Granada,72.65,664,87.22,14.569999999999993
18115,Láchar,Andalucía,Granada,67.02,3657,74.91,7.890000000000001
18116,Lanjarón,Andalucía,Granada,70.97,3615,72.68,1.710000000000008
18117,Lanteira,Andalucía,Granada,72.43,566,91.07,18.639999999999986
18119,Lecrín,Andalucía,Granada,74,2225,76.85,2.8499999999999943
18120,Lentegí,Andalucía,Granada,76.69,335,91.22,14.530000000000001
18121,Lobras,Andalucía,Granada,66.39,135,83.59,17.200000000000003
18122,Loja,Andalucía,Granada,68.83,20555,68.13,-0.7000000000000028
18123,Lugros,Andalucía,Granada,71.13,304,66.42,-4.709999999999994
18124,Lújar,Andalucía,Granada,65.35,483,86.22,20.870000000000005
18126,La Malahá,Andalucía,Granada,71.31,1810,72.09,0.7800000000000011
18127,Maracena,Andalucía,Granada,69.33,22293,60.68,-8.649999999999999
18128,Marchal,Andalucía,Granada,79.22,414,93.33,14.11
18132,Moclín,Andalucía,Granada,77.97,3607,75.65,-2.319999999999993
18133,Molvízar,Andalucía,Granada,71.2,2731,77.64,6.439999999999998
18134,Monachil,Andalucía,Granada,66.33,8182,56.62,-9.71
18135,Montefrío,Andalucía,Granada,65.72,5406,73.39,7.670000000000002
18136,Montejícar,Andalucía,Granada,74.24,2058,69.89,-4.349999999999994
18137,Montillana,Andalucía,Granada,75.72,1083,82.58,6.859999999999999
18138,Moraleda de Zafayona,Andalucía,Granada,64.66,3123,64.24,-0.4200000000000017
18140,Motril,Andalucía,Granada,63.49,58798,56.94,-6.550000000000004
18141,Murtas,Andalucía,Granada,62.83,463,64.22,1.3900000000000006
18143,Nigüelas,Andalucía,Granada,69.95,1225,74.03,4.079999999999998
18144,Nívar,Andalucía,Granada,72.55,1099,70.57,-1.980000000000004
18145,Ogíjares,Andalucía,Granada,72.65,14627,63.81,-8.840000000000003
18146,Orce,Andalucía,Granada,69.35,1148,80.21,10.86
18147,Órgiva,Andalucía,Granada,62.19,5791,65.37,3.180000000000007
18148,Otívar,Andalucía,Granada,78.53,1004,88.88,10.349999999999994
18149,Villa de Otura,Andalucía,Granada,72.6,7362,63.86,-8.739999999999995
18150,Padul,Andalucía,Granada,67.73,9158,64.71,-3.0200000000000102
18151,Pampaneira,Andalucía,Granada,63.98,319,81.71,17.729999999999997
18152,Pedro Martínez,Andalucía,Granada,71.44,1120,77.05,5.609999999999999
18153,Peligros,Andalucía,Granada,69.89,11624,59.52,-10.369999999999997
18154,La Peza,Andalucía,Granada,68.02,1149,75.77,7.75
18157,Pinos Genil,Andalucía,Granada,73.43,1530,71.41,-2.0200000000000102
18158,Pinos Puente,Andalucía,Granada,60.93,9804,60.59,-0.3399999999999963
18159,Píñar,Andalucía,Granada,77.35,1106,83.61,6.260000000000005
