cod_mun,municipio,provincia,zona_iso,d_previo,d_actual,variacion,pob
03018,Altea,Alicante,Litoral norte de Alicante,36,35,1,24020
03020,Balones,Alicante,Litoral norte de Alicante,36,35,1,121
03022,Benasau,Alicante,Litoral norte de Alicante,36,35,1,173
03026,Beniarbeig,Alicante,Litoral norte de Alicante,36,35,1,2394
03027,Beniardá,Alicante,Litoral norte de Alicante,36,35,1,254
03028,Beniarrés,Alicante,Litoral norte de Alicante,36,35,1,1089
03033,Benifato,Alicante,Litoral norte de Alicante,36,35,1,140
03035,Benilloba,Alicante,Litoral norte de Alicante,36,35,1,738
03036,Benillup,Alicante,Litoral norte de Alicante,36,35,1,108
03037,Benimantell,Alicante,Litoral norte de Alicante,36,35,1,536
03038,Benimarfull,Alicante,Litoral norte de Alicante,36,35,1,427
03039,Benimassot,Alicante,Litoral norte de Alicante,36,35,1,105
03040,Benimeli,Alicante,Litoral norte de Alicante,36,35,1,456
03041,Benissa,Alicante,Litoral norte de Alicante,36,35,1,12372
03042,"Benitachell/Poble Nou de Benitatxell, el",Alicante,Litoral norte de Alicante,36,35,1,4926
03045,Bolulla,Alicante,Litoral norte de Alicante,36,35,1,434
03047,Calp,Alicante,Litoral norte de Alicante,36,35,1,25909
03048,Callosa d'en Sarrià,Alicante,Litoral norte de Alicante,36,35,1,7818
03054,Castell de Castells,Alicante,Litoral norte de Alicante,36,35,1,441
03060,Quatretondeta,Alicante,Litoral norte de Alicante,36,35,1,136
03063,Dénia,Alicante,Litoral norte de Alicante,36,35,1,45893
03067,Facheca,Alicante,Litoral norte de Alicante,36,35,1,100
03068,Famorca,Alicante,Litoral norte de Alicante,36,35,1,50
03071,Gata de Gorgos,Alicante,Litoral norte de Alicante,36,35,1,6581
03072,Gaianes,Alicante,Litoral norte de Alicante,36,35,1,567
03073,Gorga,Alicante,Litoral norte de Alicante,36,35,1,288
03075,El Castell de Guadalest,Alicante,Litoral norte de Alicante,36,35,1,268
03081,Xaló,Alicante,Litoral norte de Alicante,36,35,1,3024
03082,Jávea/Xàbia,Alicante,Litoral norte de Alicante,36,35,1,30249
03084,Lorcha/L'Orxa,Alicante,Litoral norte de Alicante,36,35,1,588
03085,Llíber,Alicante,Litoral norte de Alicante,36,35,1,1021
03086,Millena,Alicante,Litoral norte de Alicante,36,35,1,256
03095,Ondara,Alicante,Litoral norte de Alicante,36,35,1,7323
03097,Orba,Alicante,Litoral norte de Alicante,36,35,1,2428
03100,Parcent,Alicante,Litoral norte de Alicante,36,35,1,1018
03101,Pedreguer,Alicante,Litoral norte de Alicante,36,35,1,8570
03102,Pego,Alicante,Litoral norte de Alicante,36,35,1,10515
03106,Planes,Alicante,Litoral norte de Alicante,36,35,1,704
03110,El Ràfol d'Almúnia,Alicante,Litoral norte de Alicante,36,35,1,732
03115,Sagra,Alicante,Litoral norte de Alicante,36,35,1,442
03117,Sanet y Negrals,Alicante,Litoral norte de Alicante,36,35,1,743
03124,Sella,Alicante,Litoral norte de Alicante,36,35,1,610
03125,Senija,Alicante,Litoral norte de Alicante,36,35,1,670
03127,Tàrbena,Alicante,Litoral norte de Alicante,36,35,1,628
03128,Teulada,Alicante,Litoral norte de Alicante,36,35,1,12619
03134,La Vall d'Alcalà,Alicante,Litoral norte de Alicante,36,35,1,176
03135,La Vall d'Ebo,Alicante,Litoral norte de Alicante,36,35,1,230
03136,Vall de Gallinera,Alicante,Litoral norte de Alicante,36,35,1,584
03137,La Vall de Laguar,Alicante,Litoral norte de Alicante,36,35,1,874
03138,El Verger,Alicante,Litoral norte de Alicante,36,35,1,5160
03901,Els Poblets,Alicante,Litoral norte de Alicante,36,35,1,2794
03029,Benigembla,Alicante,Litoral norte de Alicante,36,35,1,548
03030,Benidoleig,Alicante,Litoral norte de Alicante,36,35,1,1245
03056,Cocentaina,Alicante,Litoral norte de Alicante,36,35,1,11311
03057,Confrides,Alicante,Litoral norte de Alicante,36,35,1,304
03091,Murla,Alicante,Litoral norte de Alicante,36,35,1,576
03092,Muro de Alcoy,Alicante,Litoral norte de Alicante,36,35,1,9230
03130,Tollos,Alicante,Litoral norte de Alicante,36,35,1,39
03131,Tormos,Alicante,Litoral norte de Alicante,36,35,1,340
07003,Alcúdia,Baleares,Norte y nordeste de Mallorca,36,34.8,1.2000000000000028,21725
07006,Artà,Baleares,Norte y nordeste de Mallorca,36,34.8,1.2000000000000028,8324
07009,Búger,Baleares,Norte y nordeste de Mallorca,36,34.8,1.2000000000000028,1152
07012,Campanet,Baleares,Norte y nordeste de Mallorca,36,34.8,1.2000000000000028,2785
07014,Capdepera,Baleares,Norte y nordeste de Mallorca,36,34.8,1.2000000000000028,12585
07039,Muro,Baleares,Norte y nordeste de Mallorca,36,34.8,1.2000000000000028,7842
07042,Pollença,Baleares,Norte y nordeste de Mallorca,36,34.8,1.2000000000000028,17260
07044,Sa Pobla,Baleares,Norte y nordeste de Mallorca,36,34.8,1.2000000000000028,14296
07055,Santa Margalida,Baleares,Norte y nordeste de Mallorca,36,34.8,1.2000000000000028,13231
01011,Baños de Ebro/Mañueta,Álava,Rioja alavesa,36,34.8,1.2000000000000028,298
01019,Kripan,Álava,Rioja alavesa,36,34.8,1.2000000000000028,176
01022,Elciego,Álava,Rioja alavesa,36,34.8,1.2000000000000028,968
01023,Elvillar/Bilar,Álava,Rioja alavesa,36,34.8,1.2000000000000028,314
01028,Labastida/Bastida,Álava,Rioja alavesa,36,34.8,1.2000000000000028,1577
01030,Lagrán,Álava,Rioja alavesa,36,34.8,1.2000000000000028,172
01031,Laguardia,Álava,Rioja alavesa,36,34.8,1.2000000000000028,1486
01032,Lanciego/Lantziego,Álava,Rioja alavesa,36,34.8,1.2000000000000028,708
01033,Lapuebla de Labarca,Álava,Rioja alavesa,36,34.8,1.2000000000000028,869
01034,Leza,Álava,Rioja alavesa,36,34.8,1.2000000000000028,220
01039,Moreda de Álava/Moreda Araba,Álava,Rioja alavesa,36,34.8,1.2000000000000028,208
01041,Navaridas,Álava,Rioja alavesa,36,34.8,1.2000000000000028,198
01043,Oyón-Oion,Álava,Rioja alavesa,36,34.8,1.2000000000000028,3462
01044,Peñacerrada-Urizaharra,Álava,Rioja alavesa,36,34.8,1.2000000000000028,303
01060,Yécora/Iekora,Álava,Rioja alavesa,36,34.8,1.2000000000000028,250
01052,Samaniego,Álava,Rioja alavesa,36,34.8,1.2000000000000028,305
01057,Villabuena de Álava/Eskuernaga,Álava,Rioja alavesa,36,34.8,1.2000000000000028,284
18004,Albondón,Granada,Costa granadina,36,34.7,1.2999999999999972,753
18006,Albuñol,Granada,Costa granadina,36,34.7,1.2999999999999972,7387
18017,Almuñécar,Granada,Costa granadina,36,34.7,1.2999999999999972,27759
18093,Gualchos,Granada,Costa granadina,36,34.7,1.2999999999999972,5329
18103,Ítrabo,Granada,Costa granadina,36,34.7,1.2999999999999972,993
18109,Jete,Granada,Costa granadina,36,34.7,1.2999999999999972,992
18120,Lentegí,Granada,Costa granadina,36,34.7,1.2999999999999972,348
18124,Lújar,Granada,Costa granadina,36,34.7,1.2999999999999972,483
18133,Molvízar,Granada,Costa granadina,36,34.7,1.2999999999999972,2794
18140,Motril,Granada,Costa granadina,36,34.7,1.2999999999999972,59199
18141,Murtas,Granada,Costa granadina,36,34.7,1.2999999999999972,458
18148,Otívar,Granada,Costa granadina,36,34.7,1.2999999999999972,1048
18162,Polopos,Granada,Costa granadina,36,34.7,1.2999999999999972,1661
18170,Rubite,Granada,Costa granadina,36,34.7,1.2999999999999972,417
18179,Torvizcón,Granada,Costa granadina,36,34.7,1.2999999999999972,622
18181,Turón,Granada,Costa granadina,36,34.7,1.2999999999999972,219
18184,Vélez de Benaudalla,Granada,Costa granadina,36,34.7,1.2999999999999972,3013
18906,Los Guájares,Granada,Costa granadina,36,34.7,1.2999999999999972,1169
18173,Salobreña,Granada,Costa granadina,36,34.7,1.2999999999999972,12567
18177,Sorvilán,Granada,Costa granadina,36,34.7,1.2999999999999972,524
18916,Torrenueva Costa,Granada,Costa granadina,36,34.7,1.2999999999999972,3113
11007,Barbate,Cádiz,Litoral gaditano,36,34.7,1.2999999999999972,22806
11012,Cádiz,Cádiz,Litoral gaditano,36,34.7,1.2999999999999972,112077
11014,Conil de la Frontera,Cádiz,Litoral gaditano,36,34.7,1.2999999999999972,23708
11015,Chiclana de la Frontera,Cádiz,Litoral gaditano,36,34.7,1.2999999999999972,88770
11016,Chipiona,Cádiz,Litoral gaditano,36,34.7,1.2999999999999972,19662
11027,El Puerto de Santa María,Cádiz,Litoral gaditano,36,34.7,1.2999999999999972,90197
11028,Puerto Real,Cádiz,Litoral gaditano,36,34.7,1.2999999999999972,42042
11030,Rota,Cádiz,Litoral gaditano,36,34.7,1.2999999999999972,29813
11031,San Fernando,Cádiz,Litoral gaditano,36,34.7,1.2999999999999972,94072
11032,Sanlúcar de Barrameda,Cádiz,Litoral gaditano,36,34.7,1.2999999999999972,69819
11037,Trebujena,Cádiz,Litoral gaditano,36,34.7,1.2999999999999972,7014
11039,Vejer de la Frontera,Cádiz,Litoral gaditano,36,34.7,1.2999999999999972,12914
46005,Alaquàs,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,29997
46007,Albal,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,17031
46009,Albalat dels Sorells,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,4167
46010,Albalat dels Tarongers,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,1447
46012,Alborache,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,1408
46013,Alboraia/Alboraya,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,25816
46014,Albuixech,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,4344
46015,Alcàsser,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,10609
46018,Alcublas,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,634
46021,Aldaia,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,33350
46022,Alfafar,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,21831
46024,Alfara de la Baronia,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,606
46025,Alfara del Patriarca,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,3493
46028,Algar de Palancia,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,528
46051,Benaguasil,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,11909
46052,Benavites,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,677
46054,Benetússer,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,15889
46058,Benifairó de les Valls,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,2315
46065,Beniparrell,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,2076
46067,Benissanó,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,2378
46070,Bétera,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,26797
46074,Bonrepòs i Mirambell,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,3900
46077,Buñol,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,9616
46078,Burjassot,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,40086
46082,Canet d'En Berenguer,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,7252
46094,Catarroja,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,29418
46101,Quart de les Valls,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,1057
46109,Cheste,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,8973
46110,Xirivella,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,30836
46111,Chiva,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,16873
46116,L'Eliana,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,19136
46117,Emperador,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,727
46120,Estivella,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,1599
46122,Faura,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,3628
46126,Foios,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,7629
46134,Gilet,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,3826
46135,Godella,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,13451
46136,Godelleta,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,4171
46147,Llíria,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,24675
46152,Llocnou de la Corona,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,125
46163,Massalfassar,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,2609
46164,Massamagrell,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,16839
46165,Massanassa,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,10140
46166,Meliana,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,10922
46169,Mislata,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,45695
46171,Moncada,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,22119
46172,Montserrat,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,9338
46177,Museros,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,6841
46178,Nàquera/Náquera,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,8198
46182,Olocau,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,2294
46186,Paiporta,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,27292
46190,Paterna,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,73362
46191,Pedralba,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,3076
46194,Picassent,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,22195
46199,La Pobla de Farnals,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,8807
46202,La Pobla de Vallbona,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,26685
46204,El Puig de Santa Maria,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,8978
46205,Puçol,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,20742
46207,Rafelbunyol,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,9465
46214,Riba-roja de Túria,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,23722
46216,Rocafort,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,7581
46220,Sagunto/Sagunt,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,70486
46223,Sedaví,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,10638
46224,Segart,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,172
46228,Serra,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,3629
46230,Silla,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,19690
46245,Torres Torres,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,747
46248,Turís,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,7247
46250,Valencia,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,804121
46256,Vilamarxant,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,10873
46260,Vinalesa,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,3513
46261,Yátova,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,2211
46902,Gátova,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,415
46903,San Antonio de Benagéber,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,10187
46030,Algímia d'Alfara,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,1109
46032,Almàssera,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,7546
46102,Quart de Poblet,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,25600
46103,Quartell,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,1688
46159,Manises,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,31647
46161,Marines,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,1966
46192,Petrés,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,1107
46193,Picanya,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,11759
46237,Tavernes Blanques,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,9451
46244,Torrent,Valencia,Litoral norte de Valencia,36,34.7,1.2999999999999972,87329
08002,Aguilar de Segarra,Barcelona,Depresión central de Barcelona,36,34.5,1.5,293
08010,Artés,Barcelona,Depresión central de Barcelona,36,34.5,1.5,5981
08011,Avià,Barcelona,Depresión central de Barcelona,36,34.5,1.5,2249
08012,Avinyó,Barcelona,Depresión central de Barcelona,36,34.5,1.5,2297
08014,Aiguafreda,Barcelona,Depresión central de Barcelona,36,34.5,1.5,2572
08017,Balenyà,Barcelona,Depresión central de Barcelona,36,34.5,1.5,3965
08018,Balsareny,Barcelona,Depresión central de Barcelona,36,34.5,1.5,3306
08022,Berga,Barcelona,Depresión central de Barcelona,36,34.5,1.5,16994
08026,El Brull,Barcelona,Depresión central de Barcelona,36,34.5,1.5,286
08031,Calaf,Barcelona,Depresión central de Barcelona,36,34.5,1.5,3549
08034,Calders,Barcelona,Depresión central de Barcelona,36,34.5,1.5,1098
08036,Calonge de Segarra,Barcelona,Depresión central de Barcelona,36,34.5,1.5,188
08037,Calldetenes,Barcelona,Depresión central de Barcelona,36,34.5,1.5,2596
08038,Callús,Barcelona,Depresión central de Barcelona,36,34.5,1.5,2100
08053,Castellbell i el Vilar,Barcelona,Depresión central de Barcelona,36,34.5,1.5,4062
08055,Castellcir,Barcelona,Depresión central de Barcelona,36,34.5,1.5,775
08059,Castellfollit del Boix,Barcelona,Depresión central de Barcelona,36,34.5,1.5,462
08060,Castellfollit de Riubregós,Barcelona,Depresión central de Barcelona,36,34.5,1.5,162
08061,Castellgalí,Barcelona,Depresión central de Barcelona,36,34.5,1.5,2308
08062,Castellnou de Bages,Barcelona,Depresión central de Barcelona,36,34.5,1.5,1415
08064,Castellterçol,Barcelona,Depresión central de Barcelona,36,34.5,1.5,2729
08067,Centelles,Barcelona,Depresión central de Barcelona,36,34.5,1.5,7737
08070,Collsuspina,Barcelona,Depresión central de Barcelona,36,34.5,1.5,387
08079,L'Estany,Barcelona,Depresión central de Barcelona,36,34.5,1.5,403
08083,Folgueroles,Barcelona,Depresión central de Barcelona,36,34.5,1.5,2261
08084,Fonollosa,Barcelona,Depresión central de Barcelona,36,34.5,1.5,1555
08090,Gaià,Barcelona,Depresión central de Barcelona,36,34.5,1.5,177
08098,Sant Salvador de Guardiola,Barcelona,Depresión central de Barcelona,36,34.5,1.5,3422
08100,Gurb,Barcelona,Depresión central de Barcelona,36,34.5,1.5,2697
08109,Lluçà,Barcelona,Depresión central de Barcelona,36,34.5,1.5,291
08111,Malla,Barcelona,Depresión central de Barcelona,36,34.5,1.5,266
08112,Manlleu,Barcelona,Depresión central de Barcelona,36,34.5,1.5,21182
08113,Manresa,Barcelona,Depresión central de Barcelona,36,34.5,1.5,78570
08116,Les Masies de Roda,Barcelona,Depresión central de Barcelona,36,34.5,1.5,745
08117,Les Masies de Voltregà,Barcelona,Depresión central de Barcelona,36,34.5,1.5,3224
08127,Monistrol de Montserrat,Barcelona,Depresión central de Barcelona,36,34.5,1.5,3176
08128,Monistrol de Calders,Barcelona,Depresión central de Barcelona,36,34.5,1.5,752
08129,Muntanyola,Barcelona,Depresión central de Barcelona,36,34.5,1.5,721
08130,Montclar,Barcelona,Depresión central de Barcelona,36,34.5,1.5,129
08138,Moià,Barcelona,Depresión central de Barcelona,36,34.5,1.5,6670
08141,Navàs,Barcelona,Depresión central de Barcelona,36,34.5,1.5,6161
08144,Olvan,Barcelona,Depresión central de Barcelona,36,34.5,1.5,894
08149,Olost,Barcelona,Depresión central de Barcelona,36,34.5,1.5,1218
08150,Orís,Barcelona,Depresión central de Barcelona,36,34.5,1.5,354
08151,Oristà,Barcelona,Depresión central de Barcelona,36,34.5,1.5,585
08160,Perafita,Barcelona,Depresión central de Barcelona,36,34.5,1.5,423
08170,Els Prats de Rei,Barcelona,Depresión central de Barcelona,36,34.5,1.5,560
08171,Prats de Lluçanès,Barcelona,Depresión central de Barcelona,36,34.5,1.5,2682
08175,Puig-reig,Barcelona,Depresión central de Barcelona,36,34.5,1.5,4390
08176,Pujalt,Barcelona,Depresión central de Barcelona,36,34.5,1.5,220
08177,La Quar,Barcelona,Depresión central de Barcelona,36,34.5,1.5,42
08178,Rajadell,Barcelona,Depresión central de Barcelona,36,34.5,1.5,573
08179,Rellinars,Barcelona,Depresión central de Barcelona,36,34.5,1.5,922
08188,Sagàs,Barcelona,Depresión central de Barcelona,36,34.5,1.5,152
08189,Sant Pere Sallavinera,Barcelona,Depresión central de Barcelona,36,34.5,1.5,162
08191,Sallent,Barcelona,Depresión central de Barcelona,36,34.5,1.5,6828
08192,Santpedor,Barcelona,Depresión central de Barcelona,36,34.5,1.5,7668
08195,Sant Agustí de Lluçanès,Barcelona,Depresión central de Barcelona,36,34.5,1.5,109
08199,Sant Bartomeu del Grau,Barcelona,Depresión central de Barcelona,36,34.5,1.5,939
08201,Sant Boi de Lluçanès,Barcelona,Depresión central de Barcelona,36,34.5,1.5,572
08212,Sant Feliu Sasserra,Barcelona,Depresión central de Barcelona,36,34.5,1.5,620
08213,Sant Fruitós de Bages,Barcelona,Depresión central de Barcelona,36,34.5,1.5,9137
08215,Sant Hipòlit de Voltregà,Barcelona,Depresión central de Barcelona,36,34.5,1.5,3704
08218,Sant Joan de Vilatorrada,Barcelona,Depresión central de Barcelona,36,34.5,1.5,10919
08220,Sant Julià de Vilatorta,Barcelona,Depresión central de Barcelona,36,34.5,1.5,3235
08225,Sant Martí d'Albars,Barcelona,Depresión central de Barcelona,36,34.5,1.5,121
08242,Marganell,Barcelona,Depresión central de Barcelona,36,34.5,1.5,297
08243,Santa Cecília de Voltregà,Barcelona,Depresión central de Barcelona,36,34.5,1.5,184
08246,Santa Eugènia de Berga,Barcelona,Depresión central de Barcelona,36,34.5,1.5,2295
08247,Santa Eulàlia de Riuprimer,Barcelona,Depresión central de Barcelona,36,34.5,1.5,1448
08255,Santa Maria de Merlès,Barcelona,Depresión central de Barcelona,36,34.5,1.5,174
08258,Santa Maria d'Oló,Barcelona,Depresión central de Barcelona,36,34.5,1.5,1084
08262,Sant Vicenç de Castellet,Barcelona,Depresión central de Barcelona,36,34.5,1.5,10061
08265,Sant Vicenç de Torelló,Barcelona,Depresión central de Barcelona,36,34.5,1.5,2071
08269,Seva,Barcelona,Depresión central de Barcelona,36,34.5,1.5,3775
08271,Sobremunt,Barcelona,Depresión central de Barcelona,36,34.5,1.5,86
08274,Súria,Barcelona,Depresión central de Barcelona,36,34.5,1.5,6035
08277,Talamanca,Barcelona,Depresión central de Barcelona,36,34.5,1.5,223
08278,Taradell,Barcelona,Depresión central de Barcelona,36,34.5,1.5,6797
08298,Vic,Barcelona,Depresión central de Barcelona,36,34.5,1.5,48235
08308,Viver i Serrateix,Barcelona,Depresión central de Barcelona,36,34.5,1.5,174
08047,Cardona,Barcelona,Depresión central de Barcelona,36,34.5,1.5,4561
08049,Casserres,Barcelona,Depresión central de Barcelona,36,34.5,1.5,1638
08092,Gironella,Barcelona,Depresión central de Barcelona,36,34.5,1.5,4982
08095,Granera,Barcelona,Depresión central de Barcelona,36,34.5,1.5,93
08139,Mura,Barcelona,Depresión central de Barcelona,36,34.5,1.5,227
08140,Navarcles,Barcelona,Depresión central de Barcelona,36,34.5,1.5,6112
08182,El Pont de Vilomara i Rocafort,Barcelona,Depresión central de Barcelona,36,34.5,1.5,4087
08183,Roda de Ter,Barcelona,Depresión central de Barcelona,36,34.5,1.5,6696
08228,Sant Martí Sesgueioles,Barcelona,Depresión central de Barcelona,36,34.5,1.5,359
08229,Sant Mateu de Bages,Barcelona,Depresión central de Barcelona,36,34.5,1.5,632
08283,Tona,Barcelona,Depresión central de Barcelona,36,34.5,1.5,8440
08285,Torelló,Barcelona,Depresión central de Barcelona,36,34.5,1.5,14922
42006,Alconaba,Soria,Meseta de Soria,36,34.5,1.5,199
42007,Alcubilla de Avellaneda,Soria,Meseta de Soria,36,34.5,1.5,113
42009,Aldealafuente,Soria,Meseta de Soria,36,34.5,1.5,84
42015,Alentisque,Soria,Meseta de Soria,36,34.5,1.5,26
42016,Aliud,Soria,Meseta de Soria,36,34.5,1.5,21
42020,Almazán,Soria,Meseta de Soria,36,34.5,1.5,5422
42021,Almazul,Soria,Meseta de Soria,36,34.5,1.5,60
42030,Barca,Soria,Meseta de Soria,36,34.5,1.5,107
42032,Bayubas de Abajo,Soria,Meseta de Soria,36,34.5,1.5,150
42033,Bayubas de Arriba,Soria,Meseta de Soria,36,34.5,1.5,62
42036,Blacos,Soria,Meseta de Soria,36,34.5,1.5,41
42037,Bliecos,Soria,Meseta de Soria,36,34.5,1.5,27
42038,Borjabad,Soria,Meseta de Soria,36,34.5,1.5,30
42041,Buberos,Soria,Meseta de Soria,36,34.5,1.5,28
42049,Candilichera,Soria,Meseta de Soria,36,34.5,1.5,105
42050,Cañamaque,Soria,Meseta de Soria,36,34.5,1.5,29
42058,Castillejo de Robledo,Soria,Meseta de Soria,36,34.5,1.5,102
42059,Centenera de Andaluz,Soria,Meseta de Soria,36,34.5,1.5,24
42063,Cihuela,Soria,Meseta de Soria,36,34.5,1.5,40
42068,Coscurita,Soria,Meseta de Soria,36,34.5,1.5,66
42071,Cubo de la Solana,Soria,Meseta de Soria,36,34.5,1.5,171
42076,Deza,Soria,Meseta de Soria,36,34.5,1.5,181
42079,Escobosa de Almazán,Soria,Meseta de Soria,36,34.5,1.5,19
42083,Frechilla de Almazán,Soria,Meseta de Soria,36,34.5,1.5,20
42084,Fresno de Caracena,Soria,Meseta de Soria,36,34.5,1.5,23
42085,Fuentearmegil,Soria,Meseta de Soria,36,34.5,1.5,153
42086,Fuentecambrón,Soria,Meseta de Soria,36,34.5,1.5,32
42096,Gómara,Soria,Meseta de Soria,36,34.5,1.5,300
42097,Gormaz,Soria,Meseta de Soria,36,34.5,1.5,28
42103,Langa de Duero,Soria,Meseta de Soria,36,34.5,1.5,698
42108,Maján,Soria,Meseta de Soria,36,34.5,1.5,9
42111,Matamala de Almazán,Soria,Meseta de Soria,36,34.5,1.5,262
42116,Miño de San Esteban,Soria,Meseta de Soria,36,34.5,1.5,39
42118,Momblona,Soria,Meseta de Soria,36,34.5,1.5,18
42119,Monteagudo de las Vicarías,Soria,Meseta de Soria,36,34.5,1.5,175
42123,Morón de Almazán,Soria,Meseta de Soria,36,34.5,1.5,199
42127,Nafría de Ucero,Soria,Meseta de Soria,36,34.5,1.5,38
42130,Nepas,Soria,Meseta de Soria,36,34.5,1.5,51
42131,Nolay,Soria,Meseta de Soria,36,34.5,1.5,50
42144,Quintana Redonda,Soria,Meseta de Soria,36,34.5,1.5,510
42158,Rioseco de Soria,Soria,Meseta de Soria,36,34.5,1.5,130
42162,San Esteban de Gormaz,Soria,Meseta de Soria,36,34.5,1.5,2951
42167,Santa María de Huerta,Soria,Meseta de Soria,36,34.5,1.5,246
42171,Serón de Nágima,Soria,Meseta de Soria,36,34.5,1.5,118
42172,Soliedra,Soria,Meseta de Soria,36,34.5,1.5,33
42177,Tajueco,Soria,Meseta de Soria,36,34.5,1.5,56
42181,Tardelcuende,Soria,Meseta de Soria,36,34.5,1.5,423
42183,Tejado,Soria,Meseta de Soria,36,34.5,1.5,96
42184,Torlengua,Soria,Meseta de Soria,36,34.5,1.5,49
