cod_mun,municipio,provincia,zona_iso,d_previo,d_actual,variacion,pob
11002,Alcalá del Valle,Cádiz,Grazalema,38,38.8,-0.7999999999999972,5000
11005,Algodonales,Cádiz,Grazalema,38,38.8,-0.7999999999999972,5497
11009,Benaocaz,Cádiz,Grazalema,38,38.8,-0.7999999999999972,716
11011,El Bosque,Cádiz,Grazalema,38,38.8,-0.7999999999999972,2227
11018,El Gastor,Cádiz,Grazalema,38,38.8,-0.7999999999999972,1705
11019,Grazalema,Cádiz,Grazalema,38,38.8,-0.7999999999999972,2009
11021,Jimena de la Frontera,Cádiz,Grazalema,38,38.8,-0.7999999999999972,6730
11024,Olvera,Cádiz,Grazalema,38,38.8,-0.7999999999999972,7887
11026,Prado del Rey,Cádiz,Grazalema,38,38.8,-0.7999999999999972,5672
11029,Puerto Serrano,Cádiz,Grazalema,38,38.8,-0.7999999999999972,6921
11034,Setenil de las Bodegas,Cádiz,Grazalema,38,38.8,-0.7999999999999972,2651
11036,Torre Alháquime,Cádiz,Grazalema,38,38.8,-0.7999999999999972,798
11038,Ubrique,Cádiz,Grazalema,38,38.8,-0.7999999999999972,16352
11040,Villaluenga del Rosario,Cádiz,Grazalema,38,38.8,-0.7999999999999972,480
11042,Zahara,Cádiz,Grazalema,38,38.8,-0.7999999999999972,1363
14001,Adamuz,Córdoba,Campiña cordobesa,38,40.4,-2.3999999999999986,4085
14005,Almodóvar del Río,Córdoba,Campiña cordobesa,38,40.4,-2.3999999999999986,7982
14012,Bujalance,Córdoba,Campiña cordobesa,38,40.4,-2.3999999999999986,7190
14014,Cañete de las Torres,Córdoba,Campiña cordobesa,38,40.4,-2.3999999999999986,2827
14017,La Carlota,Córdoba,Campiña cordobesa,38,40.4,-2.3999999999999986,14290
14018,El Carpio,Córdoba,Campiña cordobesa,38,40.4,-2.3999999999999986,4326
14021,Córdoba,Córdoba,Campiña cordobesa,38,40.4,-2.3999999999999986,324418
14027,Fernán-Núñez,Córdoba,Campiña cordobesa,38,40.4,-2.3999999999999986,9612
14030,Fuente Palmera,Córdoba,Campiña cordobesa,38,40.4,-2.3999999999999986,9952
14033,Guadalcázar,Córdoba,Campiña cordobesa,38,40.4,-2.3999999999999986,1534
14040,Montalbán de Córdoba,Córdoba,Campiña cordobesa,38,40.4,-2.3999999999999986,4472
14043,Montoro,Córdoba,Campiña cordobesa,38,40.4,-2.3999999999999986,9122
14049,Palma del Río,Córdoba,Campiña cordobesa,38,40.4,-2.3999999999999986,20746
14050,Pedro Abad,Córdoba,Campiña cordobesa,38,40.4,-2.3999999999999986,2798
14059,San Sebastián de los Ballesteros,Córdoba,Campiña cordobesa,38,40.4,-2.3999999999999986,833
14060,Santaella,Córdoba,Campiña cordobesa,38,40.4,-2.3999999999999986,4664
14065,La Victoria,Córdoba,Campiña cordobesa,38,40.4,-2.3999999999999986,2313
14066,Villa del Río,Córdoba,Campiña cordobesa,38,40.4,-2.3999999999999986,6895
14067,Villafranca de Córdoba,Córdoba,Campiña cordobesa,38,40.4,-2.3999999999999986,4865
14902,La Guijarrosa,Córdoba,Campiña cordobesa,38,40.4,-2.3999999999999986,1344
14053,Posadas,Córdoba,Campiña cordobesa,38,40.4,-2.3999999999999986,7255
14057,La Rambla,Córdoba,Campiña cordobesa,38,40.4,-2.3999999999999986,7482
14901,Fuente Carreteros,Córdoba,Campiña cordobesa,38,40.4,-2.3999999999999986,1088
29001,Alameda,Málaga,Antequera,38,40,-2,5425
29010,Almargen,Málaga,Antequera,38,40,-2,1928
29015,Antequera,Málaga,Antequera,38,40,-2,41290
29017,Archidona,Málaga,Antequera,38,40,-2,8042
29032,Campillos,Málaga,Antequera,38,40,-2,8435
29035,Cañete la Real,Málaga,Antequera,38,40,-2,1604
29047,Cuevas Bajas,Málaga,Antequera,38,40,-2,1338
29049,Cuevas de San Marcos,Málaga,Antequera,38,40,-2,3661
29055,Fuente de Piedra,Málaga,Antequera,38,40,-2,2893
29059,Humilladero,Málaga,Antequera,38,40,-2,3338
29072,Mollina,Málaga,Antequera,38,40,-2,5423
29088,Sierra de Yeguas,Málaga,Antequera,38,40,-2,3419
29089,Teba,Málaga,Antequera,38,40,-2,3684
29095,Villanueva de Algaidas,Málaga,Antequera,38,40,-2,4101
29098,Villanueva de Tapia,Málaga,Antequera,38,40,-2,1406
29902,Villanueva de la Concepción,Málaga,Antequera,38,40,-2,3299
29096,Villanueva del Rosario,Málaga,Antequera,38,40,-2,3347
29097,Villanueva del Trabuco,Málaga,Antequera,38,40,-2,5380
23004,Aldeaquemada,Jaén,Morena y Condado,38,40,-2,468
23005,Andújar,Jaén,Morena y Condado,38,40,-2,35894
23008,Arquillos,Jaén,Morena y Condado,38,40,-2,1683
23010,Bailén,Jaén,Morena y Condado,38,40,-2,17219
23011,Baños de la Encina,Jaén,Morena y Condado,38,40,-2,2561
23021,Carboneros,Jaén,Morena y Condado,38,40,-2,605
23024,La Carolina,Jaén,Morena y Condado,38,40,-2,14821
23025,Castellar,Jaén,Morena y Condado,38,40,-2,3174
23029,Chiclana de Segura,Jaén,Morena y Condado,38,40,-2,899
23039,Guarromán,Jaén,Morena y Condado,38,40,-2,2782
23055,Linares,Jaén,Morena y Condado,38,40,-2,55130
23062,Montizón,Jaén,Morena y Condado,38,40,-2,1614
23063,Navas de San Juan,Jaén,Morena y Condado,38,40,-2,4440
23076,Santa Elena,Jaén,Morena y Condado,38,40,-2,865
23096,Villanueva de la Reina,Jaén,Morena y Condado,38,40,-2,2969
23079,Santisteban del Puerto,Jaén,Morena y Condado,38,40,-2,4437
23094,Vilches,Jaén,Morena y Condado,38,40,-2,4244
41002,Alanís,Sevilla,Sierra norte de Sevilla,38,40,-2,1674
41009,Almadén de la Plata,Sevilla,Sierra norte de Sevilla,38,40,-2,1328
41027,Castilblanco de los Arroyos,Sevilla,Sierra norte de Sevilla,38,40,-2,5152
41031,El Castillo de las Guardas,Sevilla,Sierra norte de Sevilla,38,40,-2,1505
41032,Cazalla de la Sierra,Sevilla,Sierra norte de Sevilla,38,40,-2,4666
41033,Constantina,Sevilla,Sierra norte de Sevilla,38,40,-2,5740
41048,Guadalcanal,Sevilla,Sierra norte de Sevilla,38,40,-2,2548
41057,El Madroño,Sevilla,Sierra norte de Sevilla,38,40,-2,297
41066,Las Navas de la Concepción,Sevilla,Sierra norte de Sevilla,38,40,-2,1523
41073,El Pedroso,Sevilla,Sierra norte de Sevilla,38,40,-2,2055
41078,La Puebla de los Infantes,Sevilla,Sierra norte de Sevilla,38,40,-2,2953
41080,El Real de la Jara,Sevilla,Sierra norte de Sevilla,38,40,-2,1523
41083,El Ronquillo,Sevilla,Sierra norte de Sevilla,38,40,-2,1437
41088,San Nicolás del Puerto,Sevilla,Sierra norte de Sevilla,38,40,-2,605
23003,Alcaudete,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,10310
23006,Arjona,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,5342
23007,Arjonilla,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,3540
23009,Baeza,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,15708
23014,Begíjar,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,2967
23020,Canena,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,1777
23027,Cazalilla,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,737
23031,Escañuela,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,935
23032,Espeluy,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,603
23035,Fuerte del Rey,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,1354
23038,La Guardia de Jaén,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,5189
23040,Lahiguera,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,1602
23041,Higuera de Calatrava,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,603
23046,Ibros,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,2744
23051,Jamilena,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,3322
23053,Jódar,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,11445
23056,Lopera,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,3580
23057,Lupión,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,809
23058,Mancha Real,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,11376
23059,Marmolejo,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,6596
23060,Martos,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,24369
23061,Mengíbar,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,10068
23069,Porcuna,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,5979
23074,Rus,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,3455
23075,Sabiote,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,3821
23077,Santiago de Calatrava,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,678
23085,Torreblascopedro,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,2438
23088,Torreperogil,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,7103
23092,Úbeda,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,33838
23098,Villardompardo,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,919
23903,Villatorres,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,4289
23049,Jabalquinto,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,1962
23050,Jaén,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,111767
23086,Torredelcampo,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,13871
23087,Torredonjimeno,Jaén,Valle del Guadalquivir de Jaén,38,39.8,-1.7999999999999972,13297
21003,El Almendro,Huelva,Andévalo y Condado,38,39.7,-1.7000000000000028,849
21006,Alosno,Huelva,Andévalo y Condado,38,39.7,-1.7000000000000028,3988
21011,Beas,Huelva,Andévalo y Condado,38,39.7,-1.7000000000000028,4376
21013,Bollullos Par del Condado,Huelva,Andévalo y Condado,38,39.7,-1.7000000000000028,14389
21014,Bonares,Huelva,Andévalo y Condado,38,39.7,-1.7000000000000028,6154
21015,Cabezas Rubias,Huelva,Andévalo y Condado,38,39.7,-1.7000000000000028,706
21017,Calañas,Huelva,Andévalo y Condado,38,39.7,-1.7000000000000028,2754
21023,El Cerro de Andévalo,Huelva,Andévalo y Condado,38,39.7,-1.7000000000000028,2281
21030,Chucena,Huelva,Andévalo y Condado,38,39.7,-1.7000000000000028,2320
21032,Escacena del Campo,Huelva,Andévalo y Condado,38,39.7,-1.7000000000000028,2322
21035,Gibraleón,Huelva,Andévalo y Condado,38,39.7,-1.7000000000000028,13162
21037,El Granado,Huelva,Andévalo y Condado,38,39.7,-1.7000000000000028,497
21040,Hinojos,Huelva,Andévalo y Condado,38,39.7,-1.7000000000000028,4130
21047,Manzanilla,Huelva,Andévalo y Condado,38,39.7,-1.7000000000000028,2197
21056,Paterna del Campo,Huelva,Andévalo y Condado,38,39.7,-1.7000000000000028,3470
21057,Paymogo,Huelva,Andévalo y Condado,38,39.7,-1.7000000000000028,1175
21058,Puebla de Guzmán,Huelva,Andévalo y Condado,38,39.7,-1.7000000000000028,3142
21061,Rociana del Condado,Huelva,Andévalo y Condado,38,39.7,-1.7000000000000028,8192
21063,San Bartolomé de la Torre,Huelva,Andévalo y Condado,38,39.7,-1.7000000000000028,3994
21064,San Juan del Puerto,Huelva,Andévalo y Condado,38,39.7,-1.7000000000000028,9704
21065,Sanlúcar de Guadiana,Huelva,Andévalo y Condado,38,39.7,-1.7000000000000028,429
21066,San Silvestre de Guzmán,Huelva,Andévalo y Condado,38,39.7,-1.7000000000000028,664
21068,Santa Bárbara de Casa,Huelva,Andévalo y Condado,38,39.7,-1.7000000000000028,1128
21070,Trigueros,Huelva,Andévalo y Condado,38,39.7,-1.7000000000000028,8014
21072,Valverde del Camino,Huelva,Andévalo y Condado,38,39.7,-1.7000000000000028,12732
21074,Villalba del Alcor,Huelva,Andévalo y Condado,38,39.7,-1.7000000000000028,3335
21075,Villanueva de las Cruces,Huelva,Andévalo y Condado,38,39.7,-1.7000000000000028,392
21053,Niebla,Huelva,Andévalo y Condado,38,39.7,-1.7000000000000028,4257
21054,La Palma del Condado,Huelva,Andévalo y Condado,38,39.7,-1.7000000000000028,10722
21076,Villanueva de los Castillejos,Huelva,Andévalo y Condado,38,39.7,-1.7000000000000028,2962
21077,Villarrasa,Huelva,Andévalo y Condado,38,39.7,-1.7000000000000028,2173
21902,La Zarza-Perrunal,Huelva,Andévalo y Condado,38,39.7,-1.7000000000000028,1216
06017,Baterno,Badajoz,La Siberia extremeña,38,39.7,-1.7000000000000028,243
06030,Capilla,Badajoz,La Siberia extremeña,38,39.7,-1.7000000000000028,154
06033,Casas de Don Pedro,Badajoz,La Siberia extremeña,38,39.7,-1.7000000000000028,1383
06035,Castilblanco,Badajoz,La Siberia extremeña,38,39.7,-1.7000000000000028,853
06048,Esparragosa de Lares,Badajoz,La Siberia extremeña,38,39.7,-1.7000000000000028,876
06051,Fuenlabrada de los Montes,Badajoz,La Siberia extremeña,38,39.7,-1.7000000000000028,1729
06056,Garbayuela,Badajoz,La Siberia extremeña,38,39.7,-1.7000000000000028,493
06057,Garlitos,Badajoz,La Siberia extremeña,38,39.7,-1.7000000000000028,539
06062,Helechosa de los Montes,Badajoz,La Siberia extremeña,38,39.7,-1.7000000000000028,589
06063,Herrera del Duque,Badajoz,La Siberia extremeña,38,39.7,-1.7000000000000028,3417
06091,Navalvillar de Pela,Badajoz,La Siberia extremeña,38,39.7,-1.7000000000000028,4359
06102,Puebla de Alcocer,Badajoz,La Siberia extremeña,38,39.7,-1.7000000000000028,1129
06114,Risco,Badajoz,La Siberia extremeña,38,39.7,-1.7000000000000028,122
06118,Sancti-Spíritus,Badajoz,La Siberia extremeña,38,39.7,-1.7000000000000028,154
06130,Tamurejo,Badajoz,La Siberia extremeña,38,39.7,-1.7000000000000028,206
06137,Valdecaballeros,Badajoz,La Siberia extremeña,38,39.7,-1.7000000000000028,1065
06157,Villarta de los Montes,Badajoz,La Siberia extremeña,38,39.7,-1.7000000000000028,403
06125,Siruela,Badajoz,La Siberia extremeña,38,39.7,-1.7000000000000028,1802
06127,Talarrubias,Badajoz,La Siberia extremeña,38,39.7,-1.7000000000000028,3273
11001,Alcalá de los Gazules,Cádiz,Campiña gaditana,38,39.5,-1.5,5216
11003,Algar,Cádiz,Campiña gaditana,38,39.5,-1.5,1447
11006,Arcos de la Frontera,Cádiz,Campiña gaditana,38,39.5,-1.5,30964
11010,Bornos,Cádiz,Campiña gaditana,38,39.5,-1.5,7559
11017,Espera,Cádiz,Campiña gaditana,38,39.5,-1.5,3799
11020,Jerez de la Frontera,Cádiz,Campiña gaditana,38,39.5,-1.5,214294
11023,Medina Sidonia,Cádiz,Campiña gaditana,38,39.5,-1.5,11771
11025,Paterna de Rivera,Cádiz,Campiña gaditana,38,39.5,-1.5,5449
11041,Villamartín,Cádiz,Campiña gaditana,38,39.5,-1.5,12250
11901,Benalup-Casas Viejas,Cádiz,Campiña gaditana,38,39.5,-1.5,7201
11902,San José del Valle,Cádiz,Campiña gaditana,38,39.5,-1.5,4486
45002,Alameda de la Sagra,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,4158
45003,Albarreal de Tajo,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,738
45004,Alcabón,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,761
45005,Alcañizo,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,282
45006,Alcaudete de la Jara,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,1652
45007,Alcolea de Tajo,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,839
45009,Aldeanueva de Barbarroya,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,456
45010,Aldeanueva de San Bartolomé,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,412
45014,Añover de Tajo,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,5236
45015,Arcicóllar,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,1072
45017,Azután,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,292
45018,Barcience,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,1067
45019,Bargas,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,11018
45020,Belvís de la Jara,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,1489
45025,Cabañas de la Sagra,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,2112
45028,Calera y Chozas,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,4761
45029,Caleruela,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,202
45030,Calzada de Oropesa,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,499
45031,Camarena,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,4444
45032,Camarenilla,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,628
45035,Cardiel de los Montes,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,399
45036,Carmena,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,856
45037,El Carpio de Tajo,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,1863
45038,Carranque,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,5274
45039,Carriches,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,276
45040,El Casar de Escalona,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,2032
45041,Casarrubios del Monte,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,6828
45046,Cebolla,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,3188
45047,Cedillo del Condado,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,4331
45048,Los Cerralbos,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,436
45049,Cervera de los Montes,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,503
45051,Cobeja,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,2552
45056,Chozas de Canales,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,4719
45058,Domingo Pérez,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,410
45060,Erustes,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,227
45061,Escalona,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,3672
45062,Escalonilla,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,1470
45064,Esquivias,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,5771
45065,La Estrella,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,288
45066,Fuensalida,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,12322
45072,Las Herencias,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,796
45073,Herreruela de Oropesa,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,335
45076,Hormigos,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,952
45077,Huecas,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,847
45081,Illescas,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,31319
45082,Lagartera,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,1315
45085,Lominchar,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,2632
45086,Lucillos,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,611
45088,Magán,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,4043
45089,Malpica de Tajo,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,1676
45091,Maqueda,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,496
45095,La Mata,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,889
45097,Mejorada,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,1380
45102,Mocejón,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,5075
45104,Montearagón,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,571
45110,Navalcán,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,1861
45111,Navalmoralejo,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,50
45118,Novés,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,3412
45119,Numancia de la Sagra,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,5474
45122,Olías del Rey,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,8698
45125,Oropesa,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,2598
45126,Otero,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,419
45127,Palomeque,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,1151
45128,Pantoja,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,3627
45130,Parrillas,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,352
45132,Pepino,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,3240
45136,La Puebla de Montalbán,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,7908
45137,La Pueblanueva,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,2164
45138,El Puente del Arzobispo,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,1170
45143,Quismondo,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,1747
45145,Recas,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,5006
45147,Rielves,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,818
45150,San Bartolomé de las Abiertas,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,619
45152,San Martín de Pusa,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,595
45154,San Román de los Montes,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,2072
45155,Santa Ana de Pusa,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,347
45157,Santa Cruz del Retamar,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,3895
45158,Santa Olalla,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,3480
45160,Segurilla,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,1408
45168,Toledo,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,85818
45169,Torralba de Oropesa,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,192
45171,La Torre de Esteban Hambrán,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,1859
45172,Torrico,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,704
45173,Torrijos,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,13945
45176,Ugena,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,5750
45179,Valdeverdeja,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,554
45180,Valmojado,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,4688
45181,Velada,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,2901
45183,Las Ventas de Retamosa,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,4103
45184,Las Ventas de San Julián,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,232
45188,Villaluenga de la Sagra,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,4164
45189,Villamiel de Toledo,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,1068
45199,El Viso de San Juan,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,5978
45201,Yeles,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,6263
45203,Yuncler,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,4866
45204,Yunclillos,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,823
45205,Yuncos,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,12009
45901,Santo Domingo-Caudilla,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,1166
45021,Borox,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,4172
45024,Burujón,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,1303
45043,Castillo de Bayuela,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,919
45045,Cazalegas,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,2000
45069,Gerindote,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,2632
45070,Guadamur,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,1806
45099,Méntrida,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,6103
45100,Mesegar de Tajo,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,206
45133,Polán,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,3890
45134,Portillo de Toledo,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,2308
45161,Seseña,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,29187
45165,Talavera de la Reina,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,84102
45194,Villarejo de Montalbán,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,71
45196,Villaseca de la Sagra,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,1895
45080,Illán de Vacas,Toledo,Valle del Tajo,38,39.4,-1.3999999999999986,3
14002,Aguilar de la Frontera,Córdoba,Subbética cordobesa,38,39.1,-1.1000000000000014,13263
14004,Almedinilla,Córdoba,Subbética cordobesa,38,39.1,-1.1000000000000014,2331
14007,Baena,Córdoba,Subbética cordobesa,38,39.1,-1.1000000000000014,18459
14010,Benamejí,Córdoba,Subbética cordobesa,38,39.1,-1.1000000000000014,4973
14013,Cabra,Córdoba,Subbética cordobesa,38,39.1,-1.1000000000000014,20065
14015,Carcabuey,Córdoba,Subbética cordobesa,38,39.1,-1.1000000000000014,2330
14019,Castro del Río,Córdoba,Subbética cordobesa,38,39.1,-1.1000000000000014,7662
14022,Doña Mencía,Córdoba,Subbética cordobesa,38,39.1,-1.1000000000000014,4516
14024,Encinas Reales,Córdoba,Subbética cordobesa,38,39.1,-1.1000000000000014,2255
14025,Espejo,Córdoba,Subbética cordobesa,38,39.1,-1.1000000000000014,3212
14031,Fuente-Tójar,Córdoba,Subbética cordobesa,38,39.1,-1.1000000000000014,694
14037,Iznájar,Córdoba,Subbética cordobesa,38,39.1,-1.1000000000000014,3804
14038,Lucena,Córdoba,Subbética cordobesa,38,39.1,-1.1000000000000014,42856
14039,Luque,Córdoba,Subbética cordobesa,38,39.1,-1.1000000000000014,2863
14044,Monturque,Córdoba,Subbética cordobesa,38,39.1,-1.1000000000000014,1930
14045,Moriles,Córdoba,Subbética cordobesa,38,39.1,-1.1000000000000014,3659
14046,Nueva Carteya,Córdoba,Subbética cordobesa,38,39.1,-1.1000000000000014,5318
14048,Palenciana,Córdoba,Subbética cordobesa,38,39.1,-1.1000000000000014,1439
14055,Priego de Córdoba,Córdoba,Subbética cordobesa,38,39.1,-1.1000000000000014,22020
14056,Puente Genil,Córdoba,Subbética cordobesa,38,39.1,-1.1000000000000014,29862
14058,Rute,Córdoba,Subbética cordobesa,38,39.1,-1.1000000000000014,9734
14063,Valenzuela,Córdoba,Subbética cordobesa,38,39.1,-1.1000000000000014,1047
14075,Zuheros,Córdoba,Subbética cordobesa,38,39.1,-1.1000000000000014,621
14041,Montemayor,Córdoba,Subbética cordobesa,38,39.1,-1.1000000000000014,3894
14042,Montilla,Córdoba,Subbética cordobesa,38,39.1,-1.1000000000000014,22300
