cod_mun,municipio,provincia,poblacion,partido_ganador,por_votos,siglas_partido,color,partido_mapa
40055,Cilleruelo de San Mamés,Segovia,36,PARTIDO SOCIALISTA OBRERO ESPAÑOL,91.3,PSOE,#da1f35,PSOE
40056,Cobos de Fuentidueña,Segovia,42,PARTIDO POPULAR,63.16,PP,#009ade,PP
40057,Coca,Segovia,1716,PARTIDO POPULAR,38.23,PP,#009ade,PP
40058,Codorniz,Segovia,326,PARTIDO POPULAR,56.35,PP,#009ade,PP
40059,Collado Hermoso,Segovia,130,PARTIDO POPULAR,53.68,PP,#009ade,PP
40060,Condado de Castilnovo,Segovia,86,PARTIDO POPULAR,35.29,PP,#009ade,PP
40061,Corral de Ayllón,Segovia,79,PARTIDO POPULAR,65.96,PP,#009ade,PP
40062,Cubillo,Segovia,74,PARTIDO POPULAR,48,PP,#009ade,PP
40063,Cuéllar,Segovia,9588,PARTIDO POPULAR,42.46,PP,#009ade,PP
40065,Chañe,Segovia,703,PARTIDO POPULAR,67.45,PP,#009ade,PP
40068,Domingo García,Segovia,30,PARTIDO POPULAR,57.89,PP,#009ade,PP
40069,Donhierro,Segovia,83,PARTIDO POPULAR,58.18,PP,#009ade,PP
40070,Duruelo,Segovia,184,PARTIDO POPULAR,56.88,PP,#009ade,PP
40071,Encinas,Segovia,40,PARTIDO SOCIALISTA OBRERO ESPAÑOL,56.52,PSOE,#da1f35,PSOE
40072,Encinillas,Segovia,331,PARTIDO SOCIALISTA OBRERO ESPAÑOL,61.08,PSOE,#da1f35,PSOE
40073,Escalona del Prado,Segovia,489,PARTIDO POPULAR,67.44,PP,#009ade,PP
40074,Escarabajosa de Cabezas,Segovia,289,PARTIDO POPULAR,52.36,PP,#009ade,PP
40075,Escobar de Polendos,Segovia,174,AINZÓN VIVO,47.2,AV,#774757,Otros
40076,El Espinar,Segovia,9662,PARTIDO POPULAR,44.09,PP,#009ade,PP
40077,Espirdo,Segovia,1457,PARTIDO POPULAR,47.68,PP,#009ade,PP
40078,Fresneda de Cuéllar,Segovia,172,AGRUPACION INDEPENDIENTE DE FRESNEDA DE CUELLAR,69.44,AIFC,#888375,Otros
40079,Fresno de Cantespino,Segovia,317,PARTIDO POPULAR,57.51,PP,#009ade,PP
40080,Fresno de la Fuente,Segovia,73,PARTIDO POPULAR,73.33,PP,#009ade,PP
40081,Frumales,Segovia,118,PARTIDO POPULAR,70.33,PP,#009ade,PP
40082,Fuente de Santa Cruz,Segovia,103,PARTIDO POPULAR,48.48,PP,#009ade,PP
40083,Fuente el Olmo de Fuentidueña,Segovia,180,PARTIDO POPULAR,51.61,PP,#009ade,PP
40084,Fuente el Olmo de Íscar,Segovia,45,PARTIDO POPULAR,59.18,PP,#009ade,PP
40086,Fuentepelayo,Segovia,786,PARTIDO POPULAR,47.77,PP,#009ade,PP
40087,Fuentepiñel,Segovia,78,PARTIDO POPULAR,61.7,PP,#009ade,PP
40088,Fuenterrebollo,Segovia,332,PARTIDO POPULAR,85.96,PP,#009ade,PP
40089,Fuentesaúco de Fuentidueña,Segovia,237,PARTIDO POPULAR,58.96,PP,#009ade,PP
40091,Fuentesoto,Segovia,101,PARTIDO SOCIALISTA OBRERO ESPAÑOL,81.97,PSOE,#da1f35,PSOE
40092,Fuentidueña,Segovia,135,PARTIDO POPULAR,43.81,PP,#009ade,PP
40093,Gallegos,Segovia,101,PARTIDO POPULAR,58.62,PP,#009ade,PP
40094,Garcillán,Segovia,521,PARTIDO POPULAR,81.47,PP,#009ade,PP
40095,Gomezserracín,Segovia,657,PARTIDO POPULAR,71.39,PP,#009ade,PP
40097,Grajera,Segovia,250,PARTIDO SOCIALISTA OBRERO ESPAÑOL,45.87,PSOE,#da1f35,PSOE
40099,Honrubia de la Cuesta,Segovia,59,PARTIDO POPULAR,76.19,PP,#009ade,PP
40100,Hontalbilla,Segovia,298,POR HONTALBILLA,39.71,POR HONTALBILLA,#82757f,Otros
40101,Hontanares de Eresma,Segovia,1558,PARTIDO POPULAR,68.33,PP,#009ade,PP
40103,Los Huertos,Segovia,176,PARTIDO SOCIALISTA OBRERO ESPAÑOL,44.2,PSOE,#da1f35,PSOE
40104,Ituero y Lama,Segovia,424,PARTIDO POPULAR,67.08,PP,#009ade,PP
40105,Juarros de Riomoros,Segovia,49,PARTIDO POPULAR,72.22,PP,#009ade,PP
40106,Juarros de Voltoya,Segovia,193,PARTIDO POPULAR,75.33,PP,#009ade,PP
40107,Labajos,Segovia,102,PARTIDO POPULAR,51.85,PP,#009ade,PP
40108,Laguna de Contreras,Segovia,105,PARTIDO POPULAR,62.96,PP,#009ade,PP
40109,Languilla,Segovia,75,PARTIDO POPULAR,70.83,PP,#009ade,PP
40110,Lastras de Cuéllar,Segovia,322,PARTIDO POPULAR,56.47,PP,#009ade,PP
40111,Lastras del Pozo,Segovia,60,PARTIDO POPULAR,39.53,PP,#009ade,PP
40112,La Lastrilla,Segovia,4348,PARTIDO POPULAR,54.55,PP,#009ade,PP
40113,La Losa,Segovia,537,PARTIDO SOCIALISTA OBRERO ESPAÑOL,45.35,PSOE,#da1f35,PSOE
40115,Maderuelo,Segovia,115,PARTIDO SOCIALISTA OBRERO ESPAÑOL,58.43,PSOE,#da1f35,PSOE
40118,Marazuela,Segovia,53,PARTIDO POPULAR,60.71,PP,#009ade,PP
40119,Martín Miguel,Segovia,236,PARTIDO POPULAR,34.19,PP,#009ade,PP
40120,Martín Muñoz de la Dehesa,Segovia,245,PARTIDO POPULAR,51.95,PP,#009ade,PP
40121,Martín Muñoz de las Posadas,Segovia,261,PARTIDO POPULAR,83.54,PP,#009ade,PP
40122,Marugán,Segovia,730,PARTIDO SOCIALISTA OBRERO ESPAÑOL,51.98,PSOE,#da1f35,PSOE
40123,Matabuena,Segovia,175,PARTIDO POPULAR,41.32,PP,#009ade,PP
40124,Mata de Cuéllar,Segovia,263,PARTIDO POPULAR,82.05,PP,#009ade,PP
40125,La Matilla,Segovia,77,PARTIDO CASTELLANO-TIERRA COMUNERA,56.14,PCAS-TC,#713a82,Otros
40126,Melque de Cercos,Segovia,62,PARTIDO POPULAR,51.02,PP,#009ade,PP
40127,Membibre de la Hoz,Segovia,39,CIUDADANOS-PARTIDO DE LA CIUDADANIA,62.5,CS,#da5b1f,Cs
40128,Migueláñez,Segovia,130,PARTIDO POPULAR,44.79,PP,#009ade,PP
40129,Montejo de Arévalo,Segovia,171,PARTIDO POPULAR,83.33,PP,#009ade,PP
40130,Montejo de la Vega de la Serrezuela,Segovia,138,PARTIDO POPULAR,40.22,PP,#009ade,PP
40131,Monterrubio,Segovia,60,PARTIDO POPULAR,61.36,PP,#009ade,PP
40132,Moral de Hornuez,Segovia,45,PARTIDO SOCIALISTA OBRERO ESPAÑOL,64.71,PSOE,#da1f35,PSOE
40134,Mozoncillo,Segovia,858,PARTIDO SOCIALISTA OBRERO ESPAÑOL,40.75,PSOE,#da1f35,PSOE
40135,Muñopedro,Segovia,317,PARTIDO SOCIALISTA OBRERO ESPAÑOL,59.62,PSOE,#da1f35,PSOE
40136,Muñoveros,Segovia,127,PARTIDO POPULAR,65.28,PP,#009ade,PP
40138,Nava de la Asunción,Segovia,2751,PARTIDO SOCIALISTA OBRERO ESPAÑOL,52.24,PSOE,#da1f35,PSOE
40139,Navafría,Segovia,290,PARTIDO POPULAR,65.46,PP,#009ade,PP
40140,Navalilla,Segovia,99,PARTIDO POPULAR,53.19,PP,#009ade,PP
40141,Navalmanzano,Segovia,1033,PARTIDO SOCIALISTA OBRERO ESPAÑOL,73.07,PSOE,#da1f35,PSOE
40142,Navares de Ayuso,Segovia,50,PARTIDO SOCIALISTA OBRERO ESPAÑOL,82.05,PSOE,#da1f35,PSOE
40143,Navares de Enmedio,Segovia,91,PARTIDO POPULAR,54.55,PP,#009ade,PP
40144,Navares de las Cuevas,Segovia,22,NAVARES DE LAS CUEVAS VIVE,87.5,NCV,#887e76,Otros
40145,Navas de Oro,Segovia,1272,PUEBLO UNIDO,40.89,PU,#7f7583,Otros
40146,Navas de San Antonio,Segovia,356,PARTIDO POPULAR,64.23,PP,#009ade,PP
40148,Nieva,Segovia,255,PARTIDO SOCIALISTA OBRERO ESPAÑOL,52.68,PSOE,#da1f35,PSOE
40149,Olombrada,Segovia,517,PARTIDO POPULAR,54.05,PP,#009ade,PP
40150,Orejana,Segovia,67,PARTIDO POPULAR,45.28,PP,#009ade,PP
40151,Ortigosa de Pestaño,Segovia,46,PARTIDO POPULAR,46.67,PP,#009ade,PP
40152,Otero de Herreros,Segovia,962,PARTIDO POPULAR,52.85,PP,#009ade,PP
40154,Pajarejos,Segovia,24,PP / PSOE,38.1,EMPATE,#82757f,Otros
40155,Palazuelos de Eresma,Segovia,5743,PARTIDO POPULAR,33.93,PP,#009ade,PP
40156,Pedraza,Segovia,341,PARTIDO POPULAR,85.65,PP,#009ade,PP
40157,Pelayos del Arroyo,Segovia,46,PARTIDO POPULAR,83.87,PP,#009ade,PP
40158,Perosillo,Segovia,16,PARTIDO POPULAR,54.55,PP,#009ade,PP
40159,Pinarejos,Segovia,173,PARTIDO POPULAR,51.96,PP,#009ade,PP
40160,Pinarnegrillo,Segovia,106,PARTIDO SOCIALISTA OBRERO ESPAÑOL,41.33,PSOE,#da1f35,PSOE
40161,Carabias,Segovia,44,PARTIDO POPULAR,50,PP,#009ade,PP
40162,Prádena,Segovia,501,PARTIDO POPULAR,78.79,PP,#009ade,PP
40163,Puebla de Pedraza,Segovia,48,PARTIDO POPULAR,67.31,PP,#009ade,PP
40164,Rapariegos,Segovia,198,PARTIDO POPULAR,39.29,PP,#009ade,PP
40165,Rebollo,Segovia,75,AGRUPACION DE ELECTORES INDEPENDIENTES DE REBOLLO,40,IRVM,#82757f,Otros
40166,Remondo,Segovia,298,PARTIDO POPULAR,82.18,PP,#009ade,PP
40168,Riaguas de San Bartolomé,Segovia,29,PARTIDO SOCIALISTA OBRERO ESPAÑOL,60.87,PSOE,#da1f35,PSOE
40170,Riaza,Segovia,2128,PARTIDO POPULAR,53.25,PP,#009ade,PP
40171,Ribota,Segovia,48,PARTIDO SOCIALISTA OBRERO ESPAÑOL,72.41,PSOE,#da1f35,PSOE
40172,Riofrío de Riaza,Segovia,37,PARTIDO SOCIALISTA OBRERO ESPAÑOL,70,PSOE,#da1f35,PSOE
40173,Roda de Eresma,Segovia,225,PARTIDO POPULAR,49.56,PP,#009ade,PP
40174,Sacramenia,Segovia,358,PARTIDO POPULAR,63.81,PP,#009ade,PP
40176,Samboal,Segovia,464,AGRUPACION INDEPENDIENTE DE SAMBOAL,46.76,AIS,#888375,Otros
40177,San Cristóbal de Cuéllar,Segovia,152,AGRUPACION ELECTORES INDEPENDIENTES SAN CRISTOBAL,46.32,AEIS,#82757f,Otros
40178,San Cristóbal de la Vega,Segovia,88,PARTIDO POPULAR,36.76,PP,#009ade,PP
40179,Sanchonuño,Segovia,998,PARTIDO POPULAR,79.45,PP,#009ade,PP
40180,Sangarcía,Segovia,303,PARTIDO POPULAR,70.05,PP,#009ade,PP
40181,Real Sitio de San Ildefonso,Segovia,5188,PARTIDO SOCIALISTA OBRERO ESPAÑOL,37.75,PSOE,#da1f35,PSOE
40182,San Martín y Mudrián,Segovia,235,PARTIDO SOCIALISTA OBRERO ESPAÑOL,56.12,PSOE,#da1f35,PSOE
40183,San Miguel de Bernuy,Segovia,135,PARTIDO POPULAR,68.82,PP,#009ade,PP
40184,San Pedro de Gaíllos,Segovia,282,PARTIDO POPULAR,87.43,PP,#009ade,PP
40185,Santa María la Real de Nieva,Segovia,883,PARTIDO POPULAR,67.04,PP,#009ade,PP
40186,Santa Marta del Cerro,Segovia,39,PARTIDO POPULAR,58.62,PP,#009ade,PP
40188,Santiuste de Pedraza,Segovia,80,PARTIDO POPULAR,41.67,PP,#009ade,PP
40189,Santiuste de San Juan Bautista,Segovia,539,PARTIDO SOCIALISTA OBRERO ESPAÑOL,76.15,PSOE,#da1f35,PSOE
40190,Santo Domingo de Pirón,Segovia,47,PARTIDO POPULAR,77.42,PP,#009ade,PP
40191,Santo Tomé del Puerto,Segovia,252,AGRUPACION DE ELECTORES SANTO TOME DEL PUERTO,47.83,AEST,#82757f,Otros
40192,Sauquillo de Cabezas,Segovia,139,PARTIDO SOCIALISTA OBRERO ESPAÑOL,53.85,PSOE,#da1f35,PSOE
40193,Sebúlcor,Segovia,265,PARTIDO POPULAR,45.14,PP,#009ade,PP
40194,Segovia,Segovia,50802,PARTIDO POPULAR,44.58,PP,#009ade,PP
40195,Sepúlveda,Segovia,1001,PARTIDO SOCIALISTA OBRERO ESPAÑOL,43.81,PSOE,#da1f35,PSOE
40196,Sequera de Fresno,Segovia,43,PARTIDO SOCIALISTA OBRERO ESPAÑOL,71.43,PSOE,#da1f35,PSOE
40198,Sotillo,Segovia,29,PARTIDO POPULAR,43.48,PP,#009ade,PP
40199,Sotosalbos,Segovia,133,PARTIDO POPULAR,73.49,PP,#009ade,PP
40200,Tabanera la Luenga,Segovia,52,PARTIDO POPULAR,46.43,PP,#009ade,PP
40201,Tolocirio,Segovia,42,PARTIDO POPULAR,89.29,PP,#009ade,PP
40202,Torreadrada,Segovia,52,PARTIDO POPULAR,56.41,PP,#009ade,PP
40203,Torrecaballeros,Segovia,1410,PARTIDO SOCIALISTA OBRERO ESPAÑOL,52.94,PSOE,#da1f35,PSOE
40204,Torrecilla del Pinar,Segovia,179,PARTIDO POPULAR,41.98,PP,#009ade,PP
40205,Torreiglesias,Segovia,263,PARTIDO POPULAR,64.55,PP,#009ade,PP
40206,Torre Val de San Pedro,Segovia,193,IZQUIERDA UNIDA,44.19,I.U.,#930011,IU
40207,Trescasas,Segovia,1090,PARTIDO SOCIALISTA OBRERO ESPAÑOL,59.9,PSOE,#da1f35,PSOE
40208,Turégano,Segovia,978,PARTIDO POPULAR,51.54,PP,#009ade,PP
40210,Urueñas,Segovia,104,PARTIDO POPULAR,77.78,PP,#009ade,PP
40211,Valdeprados,Segovia,64,PARTIDO POPULAR,72.22,PP,#009ade,PP
40212,Valdevacas de Montejo,Segovia,31,PARTIDO POPULAR,69.23,PP,#009ade,PP
40213,Valdevacas y Guijar,Segovia,93,VOX,49.23,VOX,#69a93b,Vox
40214,Valseca,Segovia,223,PARTIDO POPULAR,72.8,PP,#009ade,PP
40215,Valtiendas,Segovia,82,PARTIDO POPULAR,50,PP,#009ade,PP
40216,Valverde del Majano,Segovia,1107,PARTIDO SOCIALISTA OBRERO ESPAÑOL,61.13,PSOE,#da1f35,PSOE
40218,Valle de Tabladillo,Segovia,76,PARTIDO POPULAR,51.72,PP,#009ade,PP
40219,Vallelado,Segovia,721,PARTIDO POPULAR,73.56,PP,#009ade,PP
40220,Valleruela de Pedraza,Segovia,79,AGRUPACION VALLERUELA DE PEDRAZA,59.32,A.V.D.P.,#7f7583,Otros
40221,Valleruela de Sepúlveda,Segovia,53,PARTIDO POPULAR,60.42,PP,#009ade,PP
40222,Veganzones,Segovia,212,PARTIDO POPULAR,50,PP,#009ade,PP
40223,Vegas de Matute,Segovia,325,PARTIDO SOCIALISTA OBRERO ESPAÑOL,76.05,PSOE,#da1f35,PSOE
40224,Ventosilla y Tejadilla,Segovia,18,PARTIDO POPULAR,61.54,PP,#009ade,PP
40225,Villacastín,Segovia,1524,VOX,38.97,VOX,#69a93b,Vox
40228,Villaverde de Íscar,Segovia,577,PARTIDO POPULAR,77.78,PP,#009ade,PP
40229,Villaverde de Montejo,Segovia,28,PARTIDO POPULAR,64.71,PP,#009ade,PP
40230,Villeguillo,Segovia,114,PARTIDO POPULAR,57.14,PP,#009ade,PP
40231,Yanguas de Eresma,Segovia,125,PARTIDO SOCIALISTA OBRERO ESPAÑOL,62.11,PSOE,#da1f35,PSOE
40233,Zarzuela del Monte,Segovia,499,PARTIDO SOCIALISTA OBRERO ESPAÑOL,60.76,PSOE,#da1f35,PSOE
40234,Zarzuela del Pinar,Segovia,413,PARTIDO SOCIALISTA OBRERO ESPAÑOL,54.7,PSOE,#da1f35,PSOE
40901,Ortigosa del Monte,Segovia,567,CANDIDATOS INDEPENDIENTES DE ORTIGOSA DEL MONTE,50,C.I.O.,#868576,Otros
40902,Cozuelos de Fuentidueña,Segovia,117,PARTIDO POPULAR,57.33,PP,#009ade,PP
40903,Marazoleja,Segovia,103,PARTIDO POPULAR,65.22,PP,#009ade,PP
40904,Navas de Riofrío,Segovia,413,PARTIDO POPULAR,56.01,PP,#009ade,PP
40905,Cuevas de Provanco,Segovia,129,PARTIDO POPULAR,49.47,PP,#009ade,PP
40906,San Cristóbal de Segovia,Segovia,3110,PARTIDO POPULAR,62.64,PP,#009ade,PP
41001,Aguadulce,Sevilla,2043,PARTIDO SOCIALISTA OBRERO ESPAÑOL,50.18,PSOE,#da1f35,PSOE
41002,Alanís,Sevilla,1689,PARTIDO POPULAR,48.58,PP,#009ade,PP
41003,Albaida del Aljarafe,Sevilla,3236,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,48.68,PSOE-A,#da1f35,PSOE
41004,Alcalá de Guadaíra,Sevilla,75917,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,36.6,PSOE-A,#da1f35,PSOE
41005,Alcalá del Río,Sevilla,12315,IZQUIERDA UNIDA ANDALUCIA-UNIDAS POR PRIEGO Y ALDEAS,42.07,CON ANDALUCIA,#930011,IU
41006,Alcolea del Río,Sevilla,3308,PLATAFORMA INDEPENDIENTE DE ALCOLEA,52.15,P.I.D.A,#888175,Otros
41007,La Algaba,Sevilla,16491,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,67.19,PSOE-A,#da1f35,PSOE
41008,Algámitas,Sevilla,1252,UNIDOS POR ALGÁMITAS,46.88,UXA,#7d7588,Otros
41009,Almadén de la Plata,Sevilla,1326,PARTIDO POPULAR,58.32,PP,#009ade,PP
41010,Almensilla,Sevilla,6415,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,28.64,PSOE-A,#da1f35,PSOE
41011,Arahal,Sevilla,19476,IZQUIERDA UNIDA ANDALUCIA-UNIDAS POR PRIEGO Y ALDEAS,42.5,CON ANDALUCIA,#930011,IU
41012,Aznalcázar,Sevilla,4664,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,59.58,PSOE-A,#da1f35,PSOE
41013,Aznalcóllar,Sevilla,6011,IZQUIERDA UNIDA ANDALUCIA-UNIDAS POR PRIEGO Y ALDEAS,67.24,CON ANDALUCIA,#930011,IU
41014,Badolatosa,Sevilla,3112,IZQUIERDA UNIDA ANDALUCIA-UNIDAS POR PRIEGO Y ALDEAS,48.25,CON ANDALUCIA,#930011,IU
41015,Benacazón,Sevilla,7299,PARTIDO POPULAR,33.66,PP,#009ade,PP
41016,Bollullos de la Mitación,Sevilla,11136,IZQUIERDA UNIDA ANDALUCIA-UNIDAS POR PRIEGO Y ALDEAS,49.43,CON ANDALUCIA,#930011,IU
41017,Bormujos,Sevilla,22536,PARTIDO POPULAR,37,PP,#009ade,PP
41018,Brenes,Sevilla,12652,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,73.65,PSOE-A,#da1f35,PSOE
41019,Burguillos,Sevilla,6907,PARTIDO POPULAR,67.64,PP,#009ade,PP
41020,Las Cabezas de San Juan,Sevilla,16386,IZQUIERDA UNIDA ANDALUCIA-UNIDAS POR PRIEGO Y ALDEAS,44.24,CON ANDALUCIA,#930011,IU
41021,Camas,Sevilla,27443,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,45.43,PSOE-A,#da1f35,PSOE
41022,La Campana,Sevilla,5177,JUNTOS POR LA CAMPANA,67.5,JUNTOS X LA CAMPANA,#7b8684,Otros
41023,Cantillana,Sevilla,10751,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,35.15,PSOE-A,#da1f35,PSOE
41024,Carmona,Sevilla,29279,PARTIDO POPULAR,66.37,PP,#009ade,PP
41025,Carrión de los Céspedes,Sevilla,2562,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,53.06,PSOE-A,#da1f35,PSOE
41026,Casariche,Sevilla,5332,IZQUIERDA UNIDA ANDALUCIA-UNIDAS POR PRIEGO Y ALDEAS,72.56,CON ANDALUCIA,#930011,IU
41027,Castilblanco de los Arroyos,Sevilla,5027,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,72.42,PSOE-A,#da1f35,PSOE
41028,Castilleja de Guzmán,Sevilla,2866,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,51.57,PSOE-A,#da1f35,PSOE
41029,Castilleja de la Cuesta,Sevilla,17230,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,43.7,PSOE-A,#da1f35,PSOE
41030,Castilleja del Campo,Sevilla,624,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,86.42,PSOE-A,#da1f35,PSOE
41031,El Castillo de las Guardas,Sevilla,1529,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,81.04,PSOE-A,#da1f35,PSOE
41032,Cazalla de la Sierra,Sevilla,4700,PARTIDO POPULAR,50.02,PP,#009ade,PP
41033,Constantina,Sevilla,5779,PARTIDO POPULAR,51.61,PP,#009ade,PP
41034,Coria del Río,Sevilla,30714,LOS BARRIOS 100X100 UNIÓN ANDALUCISTA,48.25,UA,#894949,Otros
41035,Coripe,Sevilla,1220,PARTIDO POPULAR,59.04,PP,#009ade,PP
41036,El Coronil,Sevilla,4720,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,49.39,PSOE-A,#da1f35,PSOE
41037,Los Corrales,Sevilla,3984,PARTIDO SOCIALISTA OBRERO ESPAÑOL,50.28,PSOE,#da1f35,PSOE
41038,Dos Hermanas,Sevilla,137561,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,50.67,PSOE-A,#da1f35,PSOE
41039,Écija,Sevilla,39743,PARTIDO POPULAR,45.84,PP,#009ade,PP
41040,Espartinas,Sevilla,16401,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,46.52,PSOE-A,#da1f35,PSOE
41041,Estepa,Sevilla,12390,PARTIDO SOCIALISTA OBRERO ESPAÑOL,52.71,PSOE,#da1f35,PSOE
41042,Fuentes de Andalucía,Sevilla,7173,IZQUIERDA UNIDA ANDALUCIA-UNIDAS POR PRIEGO Y ALDEAS,52.96,CON ANDALUCIA,#930011,IU
41043,El Garrobo,Sevilla,821,IZQUIERDA UNIDA ANDALUCIA-UNIDAS POR PRIEGO Y ALDEAS,57.06,CON ANDALUCIA,#930011,IU
41044,Gelves,Sevilla,10317,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,38.86,PSOE-A,#da1f35,PSOE
41045,Gerena,Sevilla,7774,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,50.18,PSOE-A,#da1f35,PSOE
41046,Gilena,Sevilla,3702,PARTIDO SOCIALISTA OBRERO ESPAÑOL,66.58,PSOE,#da1f35,PSOE
41047,Gines,Sevilla,13507,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,70.08,PSOE-A,#da1f35,PSOE
41048,Guadalcanal,Sevilla,2589,PARTIDO POPULAR,37.54,PP,#009ade,PP
41049,Guillena,Sevilla,13279,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,48.42,PSOE-A,#da1f35,PSOE
41050,Herrera,Sevilla,6503,PARTIDO POPULAR,54.31,PP,#009ade,PP
41051,Huévar del Aljarafe,Sevilla,3209,PARTIDO POPULAR,46.37,PP,#009ade,PP
41052,Lantejuela,Sevilla,3865,PARTIDO SOCIALISTA OBRERO ESPAÑOL,53.91,PSOE,#da1f35,PSOE
41053,Lebrija,Sevilla,27665,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,63.93,PSOE-A,#da1f35,PSOE
41054,Lora de Estepa,Sevilla,883,PARTIDO SOCIALISTA OBRERO ESPAÑOL,76.78,PSOE,#da1f35,PSOE
41055,Lora del Río,Sevilla,18417,PARTIDO POPULAR,44.26,PP,#009ade,PP
41056,La Luisiana,Sevilla,4588,UNIÓN LOCAL,40.88,U.L.L.Y.C.,#888375,Otros
41057,El Madroño,Sevilla,290,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,68.16,PSOE-A,#da1f35,PSOE
41058,Mairena del Alcor,Sevilla,23938,PARTIDO POPULAR,49.4,PP,#009ade,PP
41059,Mairena del Aljarafe,Sevilla,47161,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,35.57,PSOE-A,#da1f35,PSOE
41060,Marchena,Sevilla,19264,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,49.3,PSOE-A,#da1f35,PSOE
41061,Marinaleda,Sevilla,2579,IZQUIERDA UNIDA ANDALUCIA-UNIDAS POR PRIEGO Y ALDEAS,56.64,CON ANDALUCIA,#930011,IU
41062,Martín de la Jara,Sevilla,2643,PARTIDO SOCIALISTA OBRERO ESPAÑOL,48.49,PSOE,#da1f35,PSOE
41063,Los Molares,Sevilla,3559,PARTIDO POPULAR,62.28,PP,#009ade,PP
41064,Montellano,Sevilla,6976,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,37.02,PSOE-A,#da1f35,PSOE
41065,Morón de la Frontera,Sevilla,27357,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,39.98,PSOE-A,#da1f35,PSOE
41066,Las Navas de la Concepción,Sevilla,1552,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,72.43,PSOE-A,#da1f35,PSOE
41067,Olivares,Sevilla,9444,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,51.64,PSOE-A,#da1f35,PSOE
41068,Osuna,Sevilla,17442,PARTIDO SOCIALISTA OBRERO ESPAÑOL,47.7,PSOE,#da1f35,PSOE
41069,Los Palacios y Villafranca,Sevilla,38662,IZQUIERDA UNIDA ANDALUCIA-UNIDAS POR PRIEGO Y ALDEAS,49.24,CON ANDALUCIA,#930011,IU
41070,Palomares del Río,Sevilla,9083,"PALOMARES, UN PASO MÁS",53.46,"PALOMARES, UN PASO MÁS",#887a76,Otros
41071,Paradas,Sevilla,6832,IZQUIERDA UNIDA ANDALUCIA-UNIDAS POR PRIEGO Y ALDEAS,52.69,CON ANDALUCIA,#930011,IU
41072,Pedrera,Sevilla,5110,IZQUIERDA UNIDA ANDALUCIA-UNIDAS POR PRIEGO Y ALDEAS,60.78,CON ANDALUCIA,#930011,IU
41073,El Pedroso,Sevilla,2039,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,66.88,PSOE-A,#da1f35,PSOE
41074,Peñaflor,Sevilla,3685,IZQUIERDA UNIDA ANDALUCIA-UNIDAS POR PRIEGO Y ALDEAS,70.52,CON ANDALUCIA,#930011,IU
41075,Pilas,Sevilla,13964,PARTIDO POPULAR,68.32,PP,#009ade,PP
41076,Pruna,Sevilla,2563,JUNTOS POR PRUNA,63.32,JXP,#757a88,Otros
41077,La Puebla de Cazalla,Sevilla,10903,IZQUIERDA UNIDA ANDALUCIA-UNIDAS POR PRIEGO Y ALDEAS,41.65,CON ANDALUCIA,#930011,IU
41078,La Puebla de los Infantes,Sevilla,2990,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,54.77,PSOE-A,#da1f35,PSOE
