cod_mun,municipio,provincia,poblacion,partido_ganador,por_votos,siglas_partido,color,partido_mapa
10130,Navaconcejo,Cáceres,2054,PARTIDO SOCIALISTA OBRERO ESPAÑOL,54.49,PSOE,#da1f35,PSOE
10131,Navalmoral de la Mata,Cáceres,16784,PARTIDO POPULAR,32.36,PP,#009ade,PP
10132,Navalvillar de Ibor,Cáceres,387,PARTIDO SOCIALISTA OBRERO ESPAÑOL,70.24,PSOE,#da1f35,PSOE
10133,Navas del Madroño,Cáceres,1256,PARTIDO SOCIALISTA OBRERO ESPAÑOL,82.83,PSOE,#da1f35,PSOE
10134,Navezuelas,Cáceres,641,PARTIDO POPULAR,77.27,PP,#009ade,PP
10135,Nuñomoral,Cáceres,1218,PARTIDO POPULAR,53.28,PP,#009ade,PP
10136,Oliva de Plasencia,Cáceres,285,PARTIDO SOCIALISTA OBRERO ESPAÑOL,79.9,PSOE,#da1f35,PSOE
10137,Palomero,Cáceres,391,PARTIDO POPULAR,53.91,PP,#009ade,PP
10138,Pasarón de la Vera,Cáceres,600,PARTIDO SOCIALISTA OBRERO ESPAÑOL,81.2,PSOE,#da1f35,PSOE
10139,Pedroso de Acim,Cáceres,73,PARTIDO SOCIALISTA OBRERO ESPAÑOL,64.77,PSOE,#da1f35,PSOE
10140,Peraleda de la Mata,Cáceres,1416,PARTIDO POPULAR,66.86,PP,#009ade,PP
10141,Peraleda de San Román,Cáceres,304,PARTIDO SOCIALISTA OBRERO ESPAÑOL,55.25,PSOE,#da1f35,PSOE
10142,Perales del Puerto,Cáceres,931,PARTIDO POPULAR,68.99,PP,#009ade,PP
10143,Pescueza,Cáceres,125,PARTIDO SOCIALISTA OBRERO ESPAÑOL,56.6,PSOE,#da1f35,PSOE
10144,La Pesga,Cáceres,1006,PARTIDO SOCIALISTA OBRERO ESPAÑOL,51.4,PSOE,#da1f35,PSOE
10145,Piedras Albas,Cáceres,129,PARTIDO SOCIALISTA OBRERO ESPAÑOL,71.13,PSOE,#da1f35,PSOE
10146,Pinofranqueado,Cáceres,1686,PARTIDO SOCIALISTA OBRERO ESPAÑOL,59.82,PSOE,#da1f35,PSOE
10147,Piornal,Cáceres,1503,PARTIDO SOCIALISTA OBRERO ESPAÑOL,88.24,PSOE,#da1f35,PSOE
10148,Plasencia,Cáceres,39247,PARTIDO POPULAR,51.64,PP,#009ade,PP
10149,Plasenzuela,Cáceres,483,LEVANTA EXTREMADURA,47.99,LEVANTA,#747d88,Otros
10150,Portaje,Cáceres,371,PARTIDO SOCIALISTA OBRERO ESPAÑOL,87.04,PSOE,#da1f35,PSOE
10151,Portezuelo,Cáceres,219,PARTIDO SOCIALISTA OBRERO ESPAÑOL,44.16,PSOE,#da1f35,PSOE
10152,Pozuelo de Zarzón,Cáceres,437,PARTIDO SOCIALISTA OBRERO ESPAÑOL,69.69,PSOE,#da1f35,PSOE
10153,Puerto de Santa Cruz,Cáceres,277,PARTIDO POPULAR,76.4,PP,#009ade,PP
10154,Rebollar,Cáceres,200,PARTIDO POPULAR,47.65,PP,#009ade,PP
10155,Riolobos,Cáceres,1197,PARTIDO SOCIALISTA OBRERO ESPAÑOL,62.17,PSOE,#da1f35,PSOE
10156,Robledillo de Gata,Cáceres,86,PARTIDO SOCIALISTA OBRERO ESPAÑOL,63.16,PSOE,#da1f35,PSOE
10157,Robledillo de la Vera,Cáceres,252,PARTIDO SOCIALISTA OBRERO ESPAÑOL,69.38,PSOE,#da1f35,PSOE
10158,Robledillo de Trujillo,Cáceres,349,PARTIDO SOCIALISTA OBRERO ESPAÑOL,75.09,PSOE,#da1f35,PSOE
10159,Robledollano,Cáceres,282,PARTIDO SOCIALISTA OBRERO ESPAÑOL,49.13,PSOE,#da1f35,PSOE
10160,Romangordo,Cáceres,255,PARTIDO SOCIALISTA OBRERO ESPAÑOL,76.97,PSOE,#da1f35,PSOE
10161,Ruanes,Cáceres,80,PARTIDO SOCIALISTA OBRERO ESPAÑOL,56.92,PSOE,#da1f35,PSOE
10162,Salorino,Cáceres,554,PARTIDO SOCIALISTA OBRERO ESPAÑOL,87.74,PSOE,#da1f35,PSOE
10163,Salvatierra de Santiago,Cáceres,264,PARTIDO SOCIALISTA OBRERO ESPAÑOL,66.39,PSOE,#da1f35,PSOE
10164,San Martín de Trevejo,Cáceres,750,PARTIDO SOCIALISTA OBRERO ESPAÑOL,56.47,PSOE,#da1f35,PSOE
10165,Santa Ana,Cáceres,279,PARTIDO POPULAR,61.57,PP,#009ade,PP
10166,Santa Cruz de la Sierra,Cáceres,320,PARTIDO POPULAR,76.45,PP,#009ade,PP
10167,Santa Cruz de Paniagua,Cáceres,288,PARTIDO POPULAR,59.41,PP,#009ade,PP
10168,Santa Marta de Magasca,Cáceres,302,PARTIDO SOCIALISTA OBRERO ESPAÑOL,87.55,PSOE,#da1f35,PSOE
10169,Santiago de Alcántara,Cáceres,475,PARTIDO SOCIALISTA OBRERO ESPAÑOL,54.93,PSOE,#da1f35,PSOE
10170,Santiago del Campo,Cáceres,239,PARTIDO POPULAR,75.29,PP,#009ade,PP
10171,Santibáñez el Alto,Cáceres,342,PARTIDO SOCIALISTA OBRERO ESPAÑOL,59.57,PSOE,#da1f35,PSOE
10172,Santibáñez el Bajo,Cáceres,734,PARTIDO POPULAR,56.13,PP,#009ade,PP
10173,Saucedilla,Cáceres,888,LEVANTA EXTREMADURA,52.6,LEVANTA,#747d88,Otros
10174,Segura de Toro,Cáceres,177,PARTIDO SOCIALISTA OBRERO ESPAÑOL,52.7,PSOE,#da1f35,PSOE
10175,Serradilla,Cáceres,1490,PARTIDO SOCIALISTA OBRERO ESPAÑOL,69.35,PSOE,#da1f35,PSOE
10176,Serrejón,Cáceres,414,LEVANTA EXTREMADURA,46.55,LEVANTA,#747d88,Otros
10177,Sierra de Fuentes,Cáceres,2020,PARTIDO SOCIALISTA OBRERO ESPAÑOL,67.73,PSOE,#da1f35,PSOE
10178,Talaván,Cáceres,789,PARTIDO POPULAR,41.45,PP,#009ade,PP
10179,Talaveruela de la Vera,Cáceres,307,PARTIDO SOCIALISTA OBRERO ESPAÑOL,85.71,PSOE,#da1f35,PSOE
10180,Talayuela,Cáceres,7266,PARTIDO SOCIALISTA OBRERO ESPAÑOL,43.65,PSOE,#da1f35,PSOE
10181,Tejeda de Tiétar,Cáceres,778,PARTIDO SOCIALISTA OBRERO ESPAÑOL,52.8,PSOE,#da1f35,PSOE
10182,Toril,Cáceres,154,PARTIDO SOCIALISTA OBRERO ESPAÑOL,61.54,PSOE,#da1f35,PSOE
10183,Tornavacas,Cáceres,1017,PARTIDO POPULAR,49.12,PP,#009ade,PP
10184,El Torno,Cáceres,847,PARTIDO POPULAR,58.89,PP,#009ade,PP
10185,Torrecilla de los Ángeles,Cáceres,648,PARTIDO POPULAR,52.33,PP,#009ade,PP
10186,Torrecillas de la Tiesa,Cáceres,1067,PARTIDO SOCIALISTA OBRERO ESPAÑOL,65.38,PSOE,#da1f35,PSOE
10187,Torre de Don Miguel,Cáceres,487,PARTIDO SOCIALISTA OBRERO ESPAÑOL,40.75,PSOE,#da1f35,PSOE
10188,Torre de Santa María,Cáceres,531,PARTIDO POPULAR,55.22,PP,#009ade,PP
10189,Torrejoncillo,Cáceres,2854,PARTIDO POPULAR,55.43,PP,#009ade,PP
10190,Torrejón el Rubio,Cáceres,532,PARTIDO POPULAR,43.01,PP,#009ade,PP
10191,Torremenga,Cáceres,592,PARTIDO POPULAR,52.88,PP,#009ade,PP
10192,Torremocha,Cáceres,763,PARTIDO POPULAR,40.94,PP,#009ade,PP
10193,Torreorgaz,Cáceres,1673,PARTIDO POPULAR,76.3,PP,#009ade,PP
10194,Torrequemada,Cáceres,574,PARTIDO POPULAR,61.05,PP,#009ade,PP
10195,Trujillo,Cáceres,8695,PARTIDO POPULAR,46.66,PP,#009ade,PP
10196,Valdastillas,Cáceres,323,PARTIDO SOCIALISTA OBRERO ESPAÑOL,60.32,PSOE,#da1f35,PSOE
10197,Valdecañas de Tajo,Cáceres,119,PARTIDO POPULAR,69.66,PP,#009ade,PP
10198,Valdefuentes,Cáceres,1122,PARTIDO POPULAR,58.38,PP,#009ade,PP
10199,Valdehúncar,Cáceres,185,PARTIDO SOCIALISTA OBRERO ESPAÑOL,35.81,PSOE,#da1f35,PSOE
10200,Valdelacasa de Tajo,Cáceres,341,PARTIDO POPULAR,57.64,PP,#009ade,PP
10201,Valdemorales,Cáceres,210,PARTIDO SOCIALISTA OBRERO ESPAÑOL,57.41,PSOE,#da1f35,PSOE
10202,Valdeobispo,Cáceres,651,PARTIDO SOCIALISTA OBRERO ESPAÑOL,56.02,PSOE,#da1f35,PSOE
10203,Valencia de Alcántara,Cáceres,5272,PARTIDO SOCIALISTA OBRERO ESPAÑOL,34.93,PSOE,#da1f35,PSOE
10204,Valverde de la Vera,Cáceres,445,CIUDADANOS-PARTIDO DE LA CIUDADANIA,65.56,CS,#da5b1f,Cs
10205,Valverde del Fresno,Cáceres,2162,PARTIDO SOCIALISTA OBRERO ESPAÑOL,41.62,PSOE,#da1f35,PSOE
10206,Viandar de la Vera,Cáceres,215,PARTIDO SOCIALISTA OBRERO ESPAÑOL,70,PSOE,#da1f35,PSOE
10207,Villa del Campo,Cáceres,451,PARTIDO POPULAR,57.31,PP,#009ade,PP
10208,Villa del Rey,Cáceres,115,PARTIDO SOCIALISTA OBRERO ESPAÑOL,50.48,PSOE,#da1f35,PSOE
10209,Villamesías,Cáceres,256,PARTIDO SOCIALISTA OBRERO ESPAÑOL,65.56,PSOE,#da1f35,PSOE
10210,Villamiel,Cáceres,392,PARTIDO SOCIALISTA OBRERO ESPAÑOL,72.32,PSOE,#da1f35,PSOE
10211,Villanueva de la Sierra,Cáceres,476,PARTIDO SOCIALISTA OBRERO ESPAÑOL,70.13,PSOE,#da1f35,PSOE
10212,Villanueva de la Vera,Cáceres,2108,PARTIDO SOCIALISTA OBRERO ESPAÑOL,50.76,PSOE,#da1f35,PSOE
10213,Villar del Pedroso,Cáceres,554,PARTIDO POPULAR,64.11,PP,#009ade,PP
10214,Villar de Plasencia,Cáceres,237,PARTIDO SOCIALISTA OBRERO ESPAÑOL,48.47,PSOE,#da1f35,PSOE
10215,Villasbuenas de Gata,Cáceres,379,PARTIDO SOCIALISTA OBRERO ESPAÑOL,37.57,PSOE,#da1f35,PSOE
10216,Zarza de Granadilla,Cáceres,1803,PARTIDO POPULAR,44.7,PP,#009ade,PP
10217,Zarza de Montánchez,Cáceres,516,SOMOS CÁCERES,37.41,SOMOS CC,#778188,Otros
10218,Zarza la Mayor,Cáceres,1176,PARTIDO SOCIALISTA OBRERO ESPAÑOL,38.9,PSOE,#da1f35,PSOE
10219,Zorita,Cáceres,1297,PARTIDO SOCIALISTA OBRERO ESPAÑOL,57.38,PSOE,#da1f35,PSOE
10901,Rosalejo,Cáceres,1378,PARTIDO SOCIALISTA OBRERO ESPAÑOL,52.77,PSOE,#da1f35,PSOE
10902,Vegaviana,Cáceres,849,PARTIDO SOCIALISTA OBRERO ESPAÑOL,57.35,PSOE,#da1f35,PSOE
10903,Alagón del Río,Cáceres,924,PARTIDO SOCIALISTA OBRERO ESPAÑOL,45.03,PSOE,#da1f35,PSOE
10904,Tiétar,Cáceres,869,PARTIDO SOCIALISTA OBRERO ESPAÑOL,52.11,PSOE,#da1f35,PSOE
10905,Pueblonuevo de Miramontes,Cáceres,767,PARTIDO POPULAR,54.04,PP,#009ade,PP
11001,Alcalá de los Gazules,Cádiz,5227,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,62.3,PSOE-A,#da1f35,PSOE
11002,Alcalá del Valle,Cádiz,4982,IZQUIERDA UNIDA ANDALUCIA,59.92,I.U. ANDALUCIA,#930011,IU
11003,Algar,Cádiz,1433,PARTIDO POPULAR,60.26,PP,#009ade,PP
11004,Algeciras,Cádiz,122368,PARTIDO POPULAR,53.15,PP,#009ade,PP
11005,Algodonales,Cádiz,5504,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,53.2,PSOE-A,#da1f35,PSOE
11006,Arcos de la Frontera,Cádiz,30953,PARTIDO POPULAR,35.84,PP,#009ade,PP
11007,Barbate,Cádiz,22872,LOS BARRIOS 100X100 UNIÓN ANDALUCISTA,30.62,UA,#894949,Otros
11008,Los Barrios,Cádiz,24069,LOS BARRIOS 100X100 UNIÓN ANDALUCISTA,36.22,UA,#894949,Otros
11009,Benaocaz,Cádiz,695,CIUDADANOS-PARTIDO DE LA CIUDADANIA,35.32,CS,#da5b1f,Cs
11010,Bornos,Cádiz,7607,IZQUIERDA UNIDA ANDALUCIA,54.9,I.U. ANDALUCIA,#930011,IU
11011,El Bosque,Cádiz,2209,PARTIDO POPULAR,47.7,PP,#009ade,PP
11012,Cádiz,Cádiz,113066,PARTIDO POPULAR,40.11,PP,#009ade,PP
11013,Castellar de la Frontera,Cádiz,3043,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,61.87,PSOE-A,#da1f35,PSOE
11014,Conil de la Frontera,Cádiz,23497,IZQUIERDA UNIDA ANDALUCIA,27.44,I.U. ANDALUCIA,#930011,IU
11015,Chiclana de la Frontera,Cádiz,87493,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,39.56,PSOE-A,#da1f35,PSOE
11016,Chipiona,Cádiz,19592,UNIDOS POR CHIPIONA,33.52,U X CH,#887a76,Otros
11017,Espera,Cádiz,3820,IZQUIERDA UNIDA ANDALUCIA,56.29,I.U. ANDALUCIA,#930011,IU
11018,El Gastor,Cádiz,1699,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,56.73,PSOE-A,#da1f35,PSOE
11019,Grazalema,Cádiz,2005,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,54.02,PSOE-A,#da1f35,PSOE
11020,Jerez de la Frontera,Cádiz,212730,PARTIDO POPULAR,42.78,PP,#009ade,PP
11021,Jimena de la Frontera,Cádiz,6681,IZQUIERDA UNIDA ANDALUCIA,55.19,I.U. ANDALUCIA,#930011,IU
11022,La Línea de la Concepción,Cádiz,63271,LA LINEA 100X100,75.19,LL100X100,#82757f,Otros
11023,Medina Sidonia,Cádiz,11739,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,40.34,PSOE-A,#da1f35,PSOE
11024,Olvera,Cádiz,7974,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,42.34,PSOE-A,#da1f35,PSOE
11025,Paterna de Rivera,Cádiz,5451,PARTIDO POPULAR,36.83,PP,#009ade,PP
11026,Prado del Rey,Cádiz,5647,PARTIDO POPULAR,64.88,PP,#009ade,PP
11027,El Puerto de Santa María,Cádiz,89435,PARTIDO POPULAR,46.55,PP,#009ade,PP
11028,Puerto Real,Cádiz,41963,IZQUIERDA UNIDA ANDALUCIA - ALCALA SUMA PARA LA GENTE,33.4,PARA LA GENTE,#930011,IU
11029,Puerto Serrano,Cádiz,6971,IZQUIERDA UNIDA ANDALUCIA,71.28,I.U. ANDALUCIA,#930011,IU
11030,Rota,Cádiz,29491,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,43.1,PSOE-A,#da1f35,PSOE
11031,San Fernando,Cádiz,94120,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,46.03,PSOE-A,#da1f35,PSOE
11032,Sanlúcar de Barrameda,Cádiz,69727,PARTIDO POPULAR,32.22,PP,#009ade,PP
11033,San Roque,Cádiz,33018,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,46.59,PSOE-A,#da1f35,PSOE
11034,Setenil de las Bodegas,Cádiz,2675,LOS BARRIOS 100X100 UNIÓN ANDALUCISTA,52.94,UA,#894949,Otros
11035,Tarifa,Cádiz,18564,PARTIDO SOCIALISTA OBRERO ESPAÑOL,34.81,PSOE,#da1f35,PSOE
11036,Torre Alháquime,Cádiz,803,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,70.17,PSOE-A,#da1f35,PSOE
11037,Trebujena,Cádiz,7010,IZQUIERDA UNIDA ANDALUCIA,53.63,I.U. ANDALUCIA,#930011,IU
11038,Ubrique,Cádiz,16383,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,39.35,PSOE-A,#da1f35,PSOE
11039,Vejer de la Frontera,Cádiz,12656,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,49.17,PSOE-A,#da1f35,PSOE
11040,Villaluenga del Rosario,Cádiz,462,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,72.17,PSOE-A,#da1f35,PSOE
11041,Villamartín,Cádiz,12095,LOS BARRIOS 100X100 UNIÓN ANDALUCISTA,42.48,UA,#894949,Otros
11042,Zahara,Cádiz,1371,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,58.67,PSOE-A,#da1f35,PSOE
11901,Benalup-Casas Viejas,Cádiz,7160,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,48.97,PSOE-A,#da1f35,PSOE
11902,San José del Valle,Cádiz,4453,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,57.79,PSOE-A,#da1f35,PSOE
11903,San Martín del Tesorillo,Cádiz,2797,IZQUIERDA UNIDA ANDALUCIA,59.4,I.U. ANDALUCIA,#930011,IU
12001,Atzeneta del Maestrat,Castellón,1287,PARTIDO SOCIALISTA OBRERO ESPAÑOL,51.14,PSOE,#da1f35,PSOE
12002,Aín,Castellón,136,ACORD PER GUANYAR,46.94,ACORD PER GUANYAR,#e07c2c,Compromís
12003,Albocàsser,Castellón,1264,PARTIDO POPULAR,45.45,PP,#009ade,PP
12004,Alcalà de Xivert,Castellón,6831,PARTIDO POPULAR,56.36,PP,#009ade,PP
12005,L'Alcora,Castellón,10468,PARTIDO SOCIALISTA OBRERO ESPAÑOL,60.41,PSOE,#da1f35,PSOE
12006,Alcudia de Veo,Castellón,195,PARTIDO SOCIALISTA OBRERO ESPAÑOL,64.67,PSOE,#da1f35,PSOE
12007,Alfondeguilla,Castellón,877,PARTIDO POPULAR,60.87,PP,#009ade,PP
12008,Algimia de Almonacid,Castellón,247,PARTIDO POPULAR,55.03,PP,#009ade,PP
12009,Almazora/Almassora,Castellón,27383,PARTIDO POPULAR,36.73,PP,#009ade,PP
12010,Almedíjar,Castellón,269,PARTIDO SOCIALISTA OBRERO ESPAÑOL,67.54,PSOE,#da1f35,PSOE
12011,Almenara,Castellón,6388,PARTIT SOCIALISTA VALENCIA-PSOE,46.66,P.S.V.-P.S.O.E.,#da1f35,PSOE
12012,Altura,Castellón,3667,PARTIDO SOCIALISTA OBRERO ESPAÑOL,58.31,PSOE,#da1f35,PSOE
12013,Arañuel,Castellón,162,PARTIDO SOCIALISTA OBRERO ESPAÑOL,54.24,PSOE,#da1f35,PSOE
12014,Ares del Maestrat,Castellón,173,PARTIDO SOCIALISTA OBRERO ESPAÑOL,51.54,PSOE,#da1f35,PSOE
12015,Argelita,Castellón,153,ACORD PER GUANYAR,69.64,ACORD PER GUANYAR,#e07c2c,Compromís
12016,Artana,Castellón,1979,PARTIDO POPULAR,51.14,PP,#009ade,PP
12017,Ayódar,Castellón,156,PARTIDO POPULAR,54.96,PP,#009ade,PP
12018,Azuébar,Castellón,318,PARTIDO POPULAR,53.79,PP,#009ade,PP
12020,Barracas,Castellón,185,PARTIDO POPULAR,78.99,PP,#009ade,PP
12021,Betxí,Castellón,5587,ACORD PER GUANYAR,44.02,ACORD PER GUANYAR,#e07c2c,Compromís
12022,Bejís,Castellón,393,PARTIDO SOCIALISTA OBRERO ESPAÑOL,58.46,PSOE,#da1f35,PSOE
12024,Benafer,Castellón,171,PARTIDO SOCIALISTA OBRERO ESPAÑOL,50.39,PSOE,#da1f35,PSOE
12025,Benafigos,Castellón,136,PARTIDO SOCIALISTA OBRERO ESPAÑOL,67.39,PSOE,#da1f35,PSOE
12026,Benassal,Castellón,1040,PARTIDO SOCIALISTA OBRERO ESPAÑOL,46.77,PSOE,#da1f35,PSOE
12027,Benicarló,Castellón,27780,PARTIDO POPULAR,29.94,PP,#009ade,PP
12028,Benicasim/Benicàssim,Castellón,19507,PARTIDO POPULAR,42.74,PP,#009ade,PP
12029,Benlloc,Castellón,1092,PARTIDO SOCIALISTA OBRERO ESPAÑOL,57.5,PSOE,#da1f35,PSOE
12031,Borriol,Castellón,5749,ACORD PER GUANYAR,45.08,ACORD PER GUANYAR,#e07c2c,Compromís
12032,Borriana/Burriana,Castellón,35019,PARTIDO POPULAR,35.32,PP,#009ade,PP
12033,Cabanes,Castellón,3079,PARTIDO POPULAR,41.69,PP,#009ade,PP
12034,Càlig,Castellón,1990,PARTIDO SOCIALISTA OBRERO ESPAÑOL,57.24,PSOE,#da1f35,PSOE
12036,Canet lo Roig,Castellón,680,PARTIDO POPULAR,67.02,PP,#009ade,PP
12037,Castell de Cabres,Castellón,20,PSOE / AVANT C D C,47.06,EMPATE,#82757f,Otros
12038,Castellfort,Castellón,188,PARTIDO POPULAR,51.89,PP,#009ade,PP
12039,Castellnovo,Castellón,893,PARTIDO SOCIALISTA OBRERO ESPAÑOL,49.93,PSOE,#da1f35,PSOE
12040,Castelló de la Plana,Castellón,171857,PARTIDO POPULAR,35.89,PP,#009ade,PP
12041,Castillo de Villamalefa,Castellón,112,PARTIDO POPULAR,60.67,PP,#009ade,PP
12042,Catí,Castellón,711,PARTIDO POPULAR,83.95,PP,#009ade,PP
12043,Caudiel,Castellón,674,PARTIDO POPULAR,59.87,PP,#009ade,PP
12044,Cervera del Maestre,Castellón,593,PARTIDO SOCIALISTA OBRERO ESPAÑOL,67.51,PSOE,#da1f35,PSOE
12045,Cinctorres,Castellón,412,AGRUPACIÓN POR CASTAÑO,61.97,APC,#757f88,Otros
12046,Cirat,Castellón,226,PARTIDO POPULAR,51.72,PP,#009ade,PP
12048,Cortes de Arenoso,Castellón,293,PARTIDO POPULAR,49.26,PP,#009ade,PP
12049,Costur,Castellón,528,PARTIDO SOCIALISTA OBRERO ESPAÑOL,39.95,PSOE,#da1f35,PSOE
12050,Les Coves de Vinromà,Castellón,1791,PARTIDO SOCIALISTA OBRERO ESPAÑOL,56.46,PSOE,#da1f35,PSOE
12051,Culla,Castellón,499,PARTIDO POPULAR,81.82,PP,#009ade,PP
12052,Xert,Castellón,679,PARTIDO POPULAR,54.08,PP,#009ade,PP
12053,Chilches/Xilxes,Castellón,2846,PARTIDO POPULAR,53.74,PP,#009ade,PP
12055,Chodos/Xodos,Castellón,120,ACORD PER GUANYAR,57.5,ACORD PER GUANYAR,#e07c2c,Compromís
12056,Chóvar,Castellón,304,PARTIDO POPULAR,55.02,PP,#009ade,PP
12057,Eslida,Castellón,742,PARTIDO SOCIALISTA OBRERO ESPAÑOL,52.03,PSOE,#da1f35,PSOE
12058,Espadilla,Castellón,92,PARTIDO POPULAR,56.92,PP,#009ade,PP
12059,Fanzara,Castellón,283,PARTIDO POPULAR,50.66,PP,#009ade,PP
12060,Figueroles,Castellón,518,PARTIDO POPULAR,77.25,PP,#009ade,PP
12061,Forcall,Castellón,465,PARTIDO SOCIALISTA OBRERO ESPAÑOL,83.33,PSOE,#da1f35,PSOE
12063,Fuente la Reina,Castellón,58,PARTIDO SOCIALISTA OBRERO ESPAÑOL,81.08,PSOE,#da1f35,PSOE
12064,Fuentes de Ayódar,Castellón,95,PARTIDO POPULAR,58.54,PP,#009ade,PP
12065,Gaibiel,Castellón,201,PARTIDO POPULAR,70.32,PP,#009ade,PP
12067,Geldo,Castellón,643,PARTIDO SOCIALISTA OBRERO ESPAÑOL,74.82,PSOE,#da1f35,PSOE
12068,Herbés,Castellón,63,AGRUPACION DE ELECTORES HERMISENDE,54.76,AEH,#82757f,Otros
12069,Higueras,Castellón,46,PARTIDO POPULAR,54.76,PP,#009ade,PP
12070,La Jana,Castellón,669,PARTIDO POPULAR,59.31,PP,#009ade,PP
12071,Jérica,Castellón,1655,PARTIDO POPULAR,63.3,PP,#009ade,PP
12072,Llucena/Lucena del Cid,Castellón,1325,PARTIDO POPULAR,63.07,PP,#009ade,PP
12073,Ludiente,Castellón,140,PARTIDO SOCIALISTA OBRERO ESPAÑOL,62.4,PSOE,#da1f35,PSOE
12074,La Llosa,Castellón,969,PARTIDO POPULAR,56.79,PP,#009ade,PP
12075,La Mata de Morella,Castellón,179,PSOE / LMM,69.32,EMPATE,#82757f,Otros
12076,Matet,Castellón,78,PARTIDO POPULAR,50,PP,#009ade,PP
12077,Moncofa,Castellón,7338,PARTIDO POPULAR,46.41,PP,#009ade,PP
12078,Montán,Castellón,375,PARTIDO POPULAR,78.8,PP,#009ade,PP
12079,Montanejos,Castellón,553,PARTIDO SOCIALISTA OBRERO ESPAÑOL,56.39,PSOE,#da1f35,PSOE
12080,Morella,Castellón,2475,PARTIDO SOCIALISTA OBRERO ESPAÑOL,44.81,PSOE,#da1f35,PSOE
12081,Navajas,Castellón,781,ALTERNATIVA POR NAVAJAS,45.49,ALTERNATIVA POR NAVAJAS,#7a8688,Otros
12082,Nules,Castellón,13449,CENTRATS EN NULES,37.35,CEN,#757a88,Otros
12083,Olocau del Rey,Castellón,119,PARTIDO SOCIALISTA OBRERO ESPAÑOL,83.93,PSOE,#da1f35,PSOE
12084,Onda,Castellón,25099,PARTIDO POPULAR,65.43,PP,#009ade,PP
12085,Oropesa del Mar/Orpesa,Castellón,10184,PARTIDO SOCIALISTA OBRERO ESPAÑOL,39.07,PSOE,#da1f35,PSOE
12087,Palanques,Castellón,38,PARTIDO POPULAR,62.5,PP,#009ade,PP
12088,Pavías,Castellón,74,PARTIDO POPULAR,46.97,PP,#009ade,PP
12089,Peníscola/Peñíscola,Castellón,8210,PARTIDO POPULAR,52.77,PP,#009ade,PP
12090,Pina de Montalgrao,Castellón,113,PARTIDO POPULAR,64,PP,#009ade,PP
12091,Portell de Morella,Castellón,178,PARTIDO POPULAR,64,PP,#009ade,PP
12092,Puebla de Arenoso,Castellón,162,PARTIDO POPULAR,51.49,PP,#009ade,PP
12093,La Pobla de Benifassà,Castellón,225,PARTIDO POPULAR,53.49,PP,#009ade,PP
12094,La Pobla Tornesa,Castellón,1304,PARTIDO SOCIALISTA OBRERO ESPAÑOL,69.99,PSOE,#da1f35,PSOE
12095,Ribesalbes,Castellón,1159,PARTIDO POPULAR,50.89,PP,#009ade,PP
12096,Rossell,Castellón,886,PARTIDO SOCIALISTA OBRERO ESPAÑOL,54.8,PSOE,#da1f35,PSOE
12097,Sacañet,Castellón,52,PARTIDO POPULAR,34.07,PP,#009ade,PP
12098,La Salzadella,Castellón,671,PARTIDO POPULAR,76.53,PP,#009ade,PP
12099,Sant Jordi/San Jorge,Castellón,1171,PARTIDO POPULAR,74.59,PP,#009ade,PP
12100,Sant Mateu,Castellón,1954,PARTIDO SOCIALISTA OBRERO ESPAÑOL,58.51,PSOE,#da1f35,PSOE
12101,San Rafael del Río,Castellón,484,PARTIDO POPULAR,62.43,PP,#009ade,PP
12102,Santa Magdalena de Pulpis,Castellón,776,PARTIDO SOCIALISTA OBRERO ESPAÑOL,75.17,PSOE,#da1f35,PSOE
12103,La Serratella,Castellón,103,PARTIDO SOCIALISTA OBRERO ESPAÑOL,53.41,PSOE,#da1f35,PSOE
12104,Segorbe,Castellón,9146,PARTIDO POPULAR,49.07,PP,#009ade,PP
12105,Sierra Engarcerán,Castellón,997,PARTIDO POPULAR,89.47,PP,#009ade,PP
12106,Soneja,Castellón,1520,PARTIDO SOCIALISTA OBRERO ESPAÑOL,67.24,PSOE,#da1f35,PSOE
