cod_ine,mun,pob,nombre_completo,partido_alcalde,partido_ganador,segundo,gobierna
08289,Torrelles de Llobregat,6126,Eduard Garcia Riera,JxCat-JUNTS,CAT,ERC - AM,Otro
08290,Ullastrell,2096,Jaume Puig I Puig (Putxu),ERC,ERC,JxCAT-JUNTS,Lista más votada
08291,Vacarisses,7082,Antoni Masana I Ubach,ERC,ERC,UIPV,Lista más votada
08292,Vallbona d'Anoia,1375,Meritxell Baqué López,CUP VALLBONA-AMUNT,CUP VALLBONA-AMUNT,PSC-CP,Lista más votada
08293,Vallcebre,258,Lluis Cadena Andreu,JxCat-JUNTS,JxCat-JUNTS,-,Lista más votada
08294,Vallgorguina,3052,Joan Mora Alsina,JxCat-JUNTS,JxCat-JUNTS,ERC-AM,Lista más votada
08295,Vallirana,15438,Eva María Martínez Morales,PSOE,PSOE,ERC - AM,Lista más votada
08296,Vallromanes,2594,David Ricart I Miró,MxV-ERC-AM,MxV-ERC-AM,GDV,Lista más votada
08297,Veciana,179,Jordi Servitje Turull,JxCat-JUNTS,JxCat-JUNTS,ERC-AM,Lista más votada
08298,Vic,47319,Anna Erra Solà,JxCat-JUNTS,JxCat-JUNTS,ERC-AM,Lista más votada
08299,Vilada,424,Joaquim Espelt Santandreu,AV-AM,AV-AM,CP,Lista más votada
08301,Viladecans,66707,Carles Ruiz Novella,PSOE,PSOE,ERC / AM,Lista más votada
08300,Viladecavalls,7621,Cesca Berenguer Priego,TJxV-JUNTS,TJxV-JUNTS,ERC-AM,Lista más votada
08305,Vilafranca del Penedès,39969,Pere Regull Riba,JxCat-JUNTS,JxCat-JUNTS,ERC-AM,Lista más votada
08306,Vilalba Sasserra,758,Joan Pons Fiori,JxCat-JUNTS,JxCat-JUNTS,ERC-AM,Lista más votada
08303,Vilanova de Sau,314,Joan Riera Comellas,IPVS,IPVS,JxCat-JUNTS,Lista más votada
08302,Vilanova del Camí,12736,Noemi Trucharte Cervera,PSOE,PSOE,V Vilanova365,Lista más votada
08902,Vilanova del Vallès,5535,Yolanda Lorenzo Garcia,UpVV,UpVV,JUNTS,Lista más votada
08307,Vilanova i la Geltrú,67458,Olga Arnau I Sanabra,ERC,PSOE,ERC - AM,Otro
08214,Vilassar de Dalt,9074,Carola Llauró I Sastre,AV-AM,AV-AM,JUNTS,Lista más votada
08219,Vilassar de Mar,20936,Damià Del Clot I Trias,ERC-GxVdM-AM,ERC-GxVdM-AM,JUNTS,Lista más votada
08304,Vilobí del Penedès,1128,Francesc X. Edo Vargas,VV-CP,VV-CP,ViR-AM,Lista más votada
08308,Viver i Serrateix,175,Isabel Serra Montaña,JxCat-JUNTS,JxCat-JUNTS,-,Lista más votada
09001,Abajas,29,Maria Amparo Rodriguez Arnaiz,PP,PP,P.S.O.E.,Lista más votada
09003,Adrada de Haza,197,Maria Luisa Plaza Lazar,Cs,Cs,P.S.O.E.,Lista más votada
09006,Aguas Cándidas,56,Justo Garcia Barcena,PP,PP,P.S.O.E.,Lista más votada
09007,Aguilar de Bureba,52,Jose Maria Martinez Gonzalez,PP,PP,-,Lista más votada
09009,Albillos,221,Jesus Angel Santamaria Martinez,PP,PP,-,Lista más votada
09010,Alcocero de Mola,33,Juan Bautista Sagredo Arce,PP,PP,-,Lista más votada
09011,Alfoz de Bricia,73,Francisco Javier Fernández Gutiérrez,PP,PP,-,Lista más votada
09907,Alfoz de Quintanadueñas,2163,Gerardo Bilbao Leon,IAQ,IAQ,P.S.O.E.,Lista más votada
09012,Alfoz de Santa Gadea,105,Ricardo Martínez Rayón,PP,PP,P.S.O.E.,Lista más votada
09013,Altable,47,Francisco Javier Santamaria Cornejo,PP,PP,P.S.O.E.,Lista más votada
09014,"Altos, Los",191,José Adolfo Fernández Bárcena,PSOE,PSOE,PCAS-TC-PACTO,Lista más votada
09016,Ameyugo,116,Sergio Garoña Gutierrez,PP,PP,Cs,Lista más votada
09017,Anguix,158,Maria Teresa Arquero Gomez,PSOE,PSOE,-,Lista más votada
09018,Aranda de Duero,33084,Raquel Gonzalez Benito,PP,PSOE,PP,Otro
09019,Arandilla,158,Fernando Juez Gonzalo,PSOE,PSOE,IU-IB,Lista más votada
09020,Arauzo de Miel,288,Maria Teresa Mate Benito,PP,PP,-,Lista más votada
09021,Arauzo de Salce,47,Monica Arauzo Amador,PSOE,PSOE,Cs,Lista más votada
09022,Arauzo de Torre,71,Daniel Hernando Izcara,Cs,Cs,-,Lista más votada
09023,Arcos,1816,Francisco Javier Castillo Alonso,PP,PP,P.S.O.E.,Lista más votada
09024,Arenillas de Riopisuerga,176,Maria Concepcion Guerrero Gil,AEAR,AEAR,-,Lista más votada
09025,Arija,118,Pedro Saiz Peña,PP,PP,-,Lista más votada
09026,Arlanzón,419,Santiago Castro Garrido,Cs,PSOE,Cs,Otro
09027,Arraya de Oca,46,Joaquin Jesus Miravalles Villalain,PSOE,PSOE,PP,Lista más votada
09029,Atapuerca,182,Angel Carreton Castrillo,PP,PP,-,Lista más votada
09030,"Ausines, Los",131,Santiago Garcia Corzo,PP,PP,PCAS-TC-IB,Lista más votada
09032,Avellanosa de Muñó,103,Enrique Manuel Ortega Garcia,PSOE,PSOE,-,Lista más votada
09033,Bahabón de Esgueva,80,Maria Carmen Palomino Martinez,PP,PP,-,Lista más votada
09034,"Balbases, Los",321,Pedro Miguel Soto Cuesta,Cs,Cs,PP,Lista más votada
09035,Baños de Valdearados,322,Francisco Javier Hernando Del Alamo,PP,PP,IB,Lista más votada
09036,Bañuelos de Bureba,31,Jose Maria Diez Garcia,IB,IB,PP,Lista más votada
09037,Barbadillo de Herreros,112,Roberto Neila Garcia,AIBDH,AIBDH,P.S.O.E.,Lista más votada
09038,Barbadillo del Mercado,144,Jose Antonio Sancho Heras,PSOE,PSOE,-,Lista más votada
09039,Barbadillo del Pez,65,Julian Hoyuelos Quintanilla,PP,PP,P.S.O.E.,Lista más votada
09041,Barrio de Muñó,32,Isabel Del Prado Amor,PSOE,PSOE,-,Lista más votada
09043,"Barrios de Bureba, Los",186,Elias Plaza Gomez,GLB,GLB,PP,Lista más votada
09044,Barrios de Colina,51,David Lucas Ortega,PP,PP,Cs,Lista más votada
09045,Basconcillos del Tozo,292,Margarita Rosa Ortega Flores,PP,PP,P.S.O.E.,Lista más votada
09046,Bascuñana,21,Maria Montserrat Urizarna Del Hoyo,PP,PP,P.S.O.E.,Lista más votada
09047,Belbimbre,57,Roberto Perez Rodrigo,PP,PP,P.S.O.E.,Lista más votada
09048,Belorado,1754,Alvaro Eguiluz Urizarna,VECINOS,VECINOS,PP,Lista más votada
09050,Berberana,54,Luis María Usín Fernández,PCAS-TC-PACTO,PCAS-TC-PACTO,-,Lista más votada
09051,Berlangas de Roa,180,Silvio Pascual Cuevas,PP,PP,-,Lista más votada
09052,Berzosa de Bureba,27,Maria Jesus Hermosilla Gil,PP,PP,P.S.O.E.,Lista más votada
09054,Bozoó,100,Francisco Javier Abad Garcia,PP,PP,Cs,Lista más votada
09055,Brazacorta,51,Roberto Losada Garcia,PSOE,PSOE,-,Lista más votada
09056,Briviesca,6465,Alvaro Morales Alvarez,PSOE,PP,P.S.O.E.,Otro
09057,Bugedo,196,Juan Manuel Ramos Avellaneda,PP,PP,P.S.O.E.,Lista más votada
09058,Buniel,605,Jesus Diez Monzon,Cs,Cs,-,Lista más votada
09059,Burgos,174051,Daniel De La Rosa Villahoz,PSOE,PSOE,PP,Lista más votada
09060,Busto de Bureba,138,Julio Ruiz Capillas España,PP,PP,-,Lista más votada
09061,Cabañes de Esgueva,166,Nieves Lazaro Higuero,PP,PP,-,Lista más votada
09062,Cabezón de la Sierra,40,Maria Esperanza Lacalle Lacalle,PSOE,PSOE,-,Lista más votada
09064,Caleruega,419,Lidia Arribas Delgado,Cs,Cs,PP,Lista más votada
09065,Campillo de Aranda,169,Teodoro Bartolome Anton,PP,PP,P.S.O.E.,Lista más votada
09066,Campolara,56,Ignacio Rubio Landaluce,VOX,-,-,-
09067,Canicosa de la Sierra,436,Ramiro Ibañez Abad,PP,PP,-,Lista más votada
09068,Cantabrana,25,Maria Consuelo Garcia Barcena,PSOE,PSOE,-,Lista más votada
09070,Carazo,30,Jesus Maria Pinilla Cibrian,PP,PP,P.S.O.E.,Lista más votada
09071,Carcedo de Bureba,45,Agustin Gutierrez Conde,PP,PP,Cs,Lista más votada
09072,Carcedo de Burgos,448,Jose Luis Anton Ausin,PSOE,PSOE,PP,Lista más votada
09073,Cardeñadijo,1414,Maria Daniela Grijalvo Preciado,PSOE,PSOE,CCDEC,Lista más votada
09074,Cardeñajimeno,1175,Maria Del Carmen Montes Benedicte,AECSM,AECSM,P.S.O.E.,Lista más votada
09075,Cardeñuela Riopico,109,Nicasio Gomez Ruiz,VOX,VOX,P.S.O.E.,Lista más votada
09076,Carrias,25,Emilio Vadillo Campomar,PSOE,PSOE,-,Lista más votada
09077,Cascajares de Bureba,29,Rafael Cornejo Quintana,PP,PP,-,Lista más votada
09078,Cascajares de la Sierra,32,Juan Carlos Gutierrez Portugal,PSOE,PSOE,IBU,Lista más votada
09079,Castellanos de Castro,49,Lorenzo Santamaria Velez,PP,PP,-,Lista más votada
09083,Castil de Peones,25,Gregorio Ortega Martinez,PP,PP,-,Lista más votada
09082,Castildelgado,33,Juan Antonio Eraña Alonso,PP,PP,-,Lista más votada
09084,Castrillo de la Reina,173,Galo Contreras Sanz,PP,PP,-,Lista más votada
09085,Castrillo de la Vega,648,Isidro Garcia Revenga,PSOE,PP,P.S.O.E.,Otro
09088,Castrillo de Riopisuerga,57,Carmelo Dehesa Lopez,PP,PP,P.S.O.E.,Lista más votada
09086,Castrillo del Val,814,Jorge Minguez Nuñez,PP,PP,Cs,Lista más votada
09090,Castrillo Mota de Judíos,49,Lorenzo Rodriguez Perez,Cs,Cs,-,Lista más votada
09091,Castrojeriz,758,Maria Beatriz Frances Perez,PP,PP,P.S.O.E.,Lista más votada
09063,Cavia,248,Maria Elena Gonzalez Paisan,PP,PP,Cs,Lista más votada
09093,Cayuela,190,Jose Maria Garcia Adrian,PP,PP,Cs,Lista más votada
09094,Cebrecos,54,Alberto Merino Alonso,PP,PP,-,Lista más votada
09095,Celada del Camino,102,Manuel Revilla Moral,PP,PP,-,Lista más votada
09098,Cerezo de Río Tirón,532,Raul Sobrino Garrido,PP,PP,Cs,Lista más votada
09100,Cerratón de Juarros,52,Pedro Marina Moneo,PP,PSOE,PP,Otro
09101,Ciadoncha,78,Jose Luis Sanchez Jimenez,PP,PP,-,Lista más votada
09102,Cillaperlata,35,Saturnino Garcia Salcedo,PP,PP,P.S.O.E.,Lista más votada
09103,Cilleruelo de Abajo,218,Sonia Aragón Abajo,PSOE,PSOE,-,Lista más votada
09104,Cilleruelo de Arriba,41,Encarnacion Urquijo Lope,PP,PP,-,Lista más votada
09105,Ciruelos de Cervera,104,Alfredo Alonso Martinez,PP,PP,Cs,Lista más votada
09108,Cogollos,592,Felix Tejero Masa,PP,PP,P.S.O.E.,Lista más votada
09109,Condado de Treviño,1416,Adolfo Estavillo Musitu,CDC,CDC,AICT,Lista más votada
09110,Contreras,81,David Hortigüela Gutierrez,PP,PP,P.S.O.E.,Lista más votada
09112,Coruña del Conde,105,Jose Angel Esteban Hernando,PP,PP,-,Lista más votada
09113,Covarrubias,539,Mllan Victor Bermejo Barbadillo,Cs,Cs,-,Lista más votada
09114,Cubillo del Campo,102,Francisco Javier Llama Navarro,PP,PP,P.S.O.E.,Lista más votada
09115,Cubo de Bureba,105,Roberto Cabezon Gomez,PP,PP,-,Lista más votada
09117,"Cueva de Roa, La",106,Ignacio Arranz Cabornero,PSOE,PSOE,-,Lista más votada
09119,Cuevas de San Clemente,42,Eloy Miguel Alonso Calvo,PP,PP,-,Lista más votada
09120,Encío,43,Jorge Gonzalez La Red,PP,PP,P.S.O.E.,Lista más votada
09122,Espinosa de Cervera,90,Maria Nieves Espeja Nebreda,PP,PP,-,Lista más votada
09124,Espinosa de los Monteros,1674,Raúl Linares Martínez-Abascal,PP,PSOE,PP,Otro
09123,Espinosa del Camino,46,Epifanio Calleja Busto,PP,PP,-,Lista más votada
09125,Estépar,604,Jaime Martinez Gonzalez,PSOE,PSOE,PP,Lista más votada
09127,Fontioso,50,David Gutsens Lizarreta,PP,PP,-,Lista más votada
09128,Frandovínez,97,Eloy Tovar Garcia,PP,PP,-,Lista más votada
09129,Fresneda de la Sierra Tirón,94,Luis María Monja Monja,PSOE,PSOE,-,Lista más votada
09130,Fresneña,69,Felisa Bartolome Iñiguez,PSOE,PSOE,PP,Lista más votada
09131,Fresnillo de las Dueñas,695,Gustavo Garcia Garcia,PSOE,PSOE,PP,Lista más votada
09132,Fresno de Río Tirón,178,David Carcedo Gomez,PP,PP,P.S.O.E.,Lista más votada
09133,Fresno de Rodilla,46,Fernando Nuñez Ruiz,PP,PP,-,Lista más votada
09134,Frías,270,Jose Luis Gomez Ortiz,PSOE,PSOE,PP,Lista más votada
09135,Fuentebureba,40,Ana Isabel Cornejo Marroquin,PSOE,PSOE,PP,Lista más votada
09136,Fuentecén,223,Juan Antonio Martin Gonzalez,PSOE,PSOE,-,Lista más votada
09137,Fuentelcésped,257,Jose Luis Mateo Sanz,Cs,Cs,PF,Lista más votada
09138,Fuentelisendo,106,Alvaro Domingo Lazaro,PP,PP,-,Lista más votada
09139,Fuentemolinos,99,Sergio Martinez Sualdea,PP,PP,P.S.O.E.,Lista más votada
09140,Fuentenebro,150,Jose Luis Perez Pecharroman,PSOE,PSOE,PP,Lista más votada
09141,Fuentespina,770,Maria Josefa Mato Ramirez,PSOE,PSOE,PP,Lista más votada
09143,Galbarros,30,Luis Miguel Cuesta Santamaria,PP,PP,-,Lista más votada
09144,"Gallega, La",44,Francisco Peñas Andres,PP,PP,Cs,Lista más votada
09148,Grijalba,111,Enrique Ruiz Palacios,PSOE,PSOE,-,Lista más votada
09149,Grisaleña,65,Aitor Goikoetxea Puelles,Cs,Cs,PP,Lista más votada
09151,Gumiel de Izán,556,Jesus Briones Ontoria,PP,PP,P.S.O.E.,Lista más votada
09152,Gumiel de Mercado,374,Pedro Gomez Marino,PP,PP,P.S.O.E.,Lista más votada
09154,Hacinas,151,Jose Angel Juan Olalla,PP,PP,Cs,Lista más votada
09155,Haza,28,Antonio Muñoz Rodriguez,Cs,Cs,-,Lista más votada
09159,Hontanas,72,Francisco Javier Peña Tapia,PP,PP,-,Lista más votada
09160,Hontangas,91,Jose Antonio Fernandez Rosuero,Cs,Cs,PP,Lista más votada
09162,Hontoria de la Cantera,153,Rafael Iturriaga Murga,CHDLC,PSOE,PP,Otro
09164,Hontoria de Valdearados,169,Joaquin Bengoechea Garcia,Cs,Cs,PP,Lista más votada
09163,Hontoria del Pinar,644,Francisco Javier Mateo Olalla,PSOE,PSOE,PP,Lista más votada
09166,"Hormazas, Las",98,Ignacio Perez Gonzalez,PP,PP,P.S.O.E.,Lista más votada
09167,Hornillos del Camino,56,Pedro Mayor Gil,PP,PP,P.S.O.E.,Lista más votada
09168,"Horra, La",312,Jesus Javier Asenjo Cuesta,PSOE,PSOE,-,Lista más votada
09169,Hortigüela,100,Juan Martin Marcos,PP,PP,-,Lista más votada
09170,Hoyales de Roa,226,Juan Antonio Gonzalez Castrillo,PP,PP,Cs,Lista más votada
09172,Huérmeces,164,Silvia Gonzalez Rodriguez,PSOE,PSOE,PP,Lista más votada
09173,Huerta de Arriba,128,Maria Blanca Lopez Sainz,PCAS-TC,PP,-,Otro
09174,Huerta de Rey,908,Jose Antonio Camara Molinero,IH,IH,PP,Lista más votada
09175,Humada,123,Saturnino Ortega Garcia,PP,PP,-,Lista más votada
09176,Hurones,57,Yolanda Garcia Dolz,PP,PP,P.S.O.E.,Lista más votada
09177,Ibeas de Juarros,1438,Jose Ignacio Colina Contreras,PP,PP,P.S.O.E.,Lista más votada
09178,Ibrillos,37,Agustin Corral Jimenez,PSOE,PSOE,-,Lista más votada
09179,Iglesiarrubia,43,Felisa López Merinero,PP,PP,-,Lista más votada
09180,Iglesias,146,Javier Muñoz Rodriguez,PP,PP,P.S.O.E.,Lista más votada
09181,Isar,291,Jose Luis Pardo Garcia,PSOE,PSOE,PP,Lista más votada
09182,Itero del Castillo,82,Salvador Martinez Martinez,PP,PP,-,Lista más votada
09183,Jaramillo de la Fuente,42,Simon Bernabe Garcia,PP,PP,-,Lista más votada
09184,Jaramillo Quemado,10,David Sebastian Castrillo,PP,PP,-,Lista más votada
09189,Junta de Traslaloma,123,María Amparo Salinas Fernández,PP,PP,P.S.O.E.,Lista más votada
09190,Junta de Villalba de Losa,87,José Losa Orive,PSOE,PSOE,-,Lista más votada
09191,Jurisdicción de Lara,31,Jose Maria Vicario Garcia,PP,PP,P.S.O.E.,Lista más votada
09192,Jurisdicción de San Zadornil,62,Lucio Bodega Salazar,PP,PP,Cs,Lista más votada
09194,Lerma,2609,Maria Isabel Sancho Castejon,PP,PSOE,PP,Otro
09195,Llano de Bureba,53,Martin Diez Hoyo,GLB,GLB,P.S.O.E.,Lista más votada
09196,Madrigal del Monte,155,Roberto Abilio Moral Ortega,PSOE,PSOE,-,Lista más votada
09197,Madrigalejo del Monte,179,Juan Carlos Ramos Diez,PP,PP,-,Lista más votada
09198,Mahamud,111,Jorge Ortega Gonzalez,Cs,Cs,P.S.O.E.,Lista más votada
09199,Mambrilla de Castrejón,104,Ana Isabel Palomino Esgueva,PP,PP,-,Lista más votada
09200,Mambrillas de Lara,46,Jesus Ibañez Santamaria,PSOE,PSOE,-,Lista más votada
09201,Mamolar,27,Isidro Bartolome Peña,PP,PP,P.S.O.E.,Lista más votada
09202,Manciles,22,Pilar Garcia Delgado,PP,PP,-,Lista más votada
09206,Mazuela,59,Jose Andres Villanueva Diez,PP,PP,Cs,Lista más votada
09208,Mecerreyes,196,Francisco Rodriguez Martinez,PP,PP,-,Lista más votada
09209,Medina de Pomar,5834,Isaac Angulo Gutiérrez,PSOE,PSOE,Cs,Lista más votada
09211,Melgar de Fernamental,1553,Jose Antonio Del Olmo Fernandez,PCAS-TC-IB,PCAS-TC-IB,PP,Lista más votada
09213,Merindad de Cuesta-Urria,284,Alfredo Beltrán Gómez,PP,PP,-,Lista más votada
09214,Merindad de Montija,730,Florencio Martínez López,PP,PP,P.S.O.E.,Lista más votada
09906,Merindad de Río Ubierna,1436,Jose Maria Olmo Del Arce,PP,PP,P.S.O.E.,Lista más votada
09215,Merindad de Sotoscueva,409,José Luis Azcona Hoyo,PP,PP,P.S.O.E.,Lista más votada
09216,Merindad de Valdeporres,431,Belisario Peña Iglesias,PP,PP,I.M.C.,Lista más votada
09217,Merindad de Valdivielso,386,Joaquín Garmilla Ebro,JV,JV,PP,Lista más votada
09218,Milagros,438,Pedro Luis Miguel Gil,PSOE,PSOE,PP,Lista más votada
09219,Miranda de Ebro,35528,Maria Aitana Hernando Ruiz,PSOE,PSOE,P.P.,Lista más votada
09220,Miraveche,85,Franscisco Javier Ruiz Hermosilla,PP,PP,-,Lista más votada
09221,Modúbar de la Emparedada,768,Rafael Temiño Cabia,PP,PP,P.S.O.E.,Lista más votada
09223,Monasterio de la Sierra,40,Abel Garcia Portugal,IB,IB,Cs,Lista más votada
09224,Monasterio de Rodilla,164,Antonio Jose Ibeas Saiz,PP,PP,-,Lista más votada
09225,Moncalvillo,83,Juan Angel Elvira Benito,VOX,PP,VOX,Otro
09226,Monterrubio de la Demanda,58,Andres Rocandio Gomez,PSOE,PSOE,PP,Lista más votada
09227,Montorio,152,Cesar Serna Serna,PP,PP,P.S.O.E.,Lista más votada
09228,Moradillo de Roa,163,Francisco Javier Arroyo Rincon,PP,PP,-,Lista más votada
09229,Nava de Roa,206,Carlos Enrique Velasco Vicente,PP,PP,P.S.O.E.,Lista más votada
09230,Navas de Bureba,31,Rodrigo Palma Castañeda,PP,PP,-,Lista más votada
09231,Nebreda,51,Maria Soledad Valdezate Medrano,Cs,Cs,P.S.O.E.,Lista más votada
09232,Neila,144,Maximo Rubio Garcia,PP,PP,P.S.O.E.,Lista más votada
09235,Olmedillo de Roa,190,Miguel Ángel Muñoz Martínez,PP,PP,P.S.O.E.,Lista más votada
09236,Olmillos de Muñó,36,Victoriano Minguez Herreros,PP,PP,-,Lista más votada
09238,Oña,1008,Arturo Luis Perez Lopez,PSOE,PSOE,PP,Lista más votada
09239,Oquillas,48,Noelia Muñoz Pascual,PP,PP,-,Lista más votada
09241,Orbaneja Riopico,355,Jesus Manrique Merino,PP,Cs,PP,Otro
09242,Padilla de Abajo,75,Jesus Ignacio Grajal Martin,PSOE,PSOE,-,Lista más votada
09243,Padilla de Arriba,86,Alvaro Porras Vegas,PP,PP,-,Lista más votada
09244,Padrones de Bureba,45,Maria Jesus Vesga Castillo,PSOE,PSOE,PP,Lista más votada
09246,Palacios de la Sierra,702,Oscar Vicente Mediavilla,API,API,P.S.O.E.,Lista más votada
09247,Palacios de Riopisuerga,22,Rodrigo Rodriguez Ortega,PP,PP,P.S.O.E.,Lista más votada
09248,Palazuelos de la Sierra,87,Omar Villoldo Iturbe,PP,PP,-,Lista más votada
09249,Palazuelos de Muñó,53,Francisco Javier Lezcano Muñoz,PSOE,PSOE,-,Lista más votada
09250,Pampliega,287,Raul Tamayo Bermejo,PP,PP,P.S.O.E.,Lista más votada
09251,Pancorbo,423,Javier Vicente Cadiñanos Gago,Cs,Cs,PP,Lista más votada
09253,Pardilla,115,Alejandro Sanz Gutierrez,PP,PP,P.S.O.E.,Lista más votada
09255,Partido de la Sierra en Tobalina,84,Luis María Gómez Arnáiz,PP,PP,TXLASIERRA,Lista más votada
09256,Pedrosa de Duero,485,Jaime Juan Alonso Ruiz,PP,PP,P.S.O.E.,Lista más votada
09259,Pedrosa de Río Úrbel,252,Oscar Alonso Gonzalez,PP,PP,P.S.O.E.,Lista más votada
09257,Pedrosa del Páramo,84,Enrique Diego De Ruiz,PP,PP,-,Lista más votada
09258,Pedrosa del Príncipe,165,Victor Escribano Reinosa,PP,PP,-,Lista más votada
09261,Peñaranda de Duero,511,Fernando Antonio Rioja Palacio,PP,PP,Cs,Lista más votada
09262,Peral de Arlanza,175,Gabriel Garcia Mate,PP,PP,-,Lista más votada
09265,Piérnigas,37,Vicente Diez Arnaiz,PP,PP,-,Lista más votada
09266,Pineda de la Sierra,99,Santiago Rojo Gutierrez,PP,PP,P.S.O.E.,Lista más votada
09267,Pineda Trasmonte,117,Basilides Nuñez Angulo,PP,PP,-,Lista más votada
09268,Pinilla de los Barruecos,99,Jose Rubens Mamolar Camara,PP,PP,-,Lista más votada
09269,Pinilla de los Moros,40,Juan Antonio Redondo Andres,PP,PP,-,Lista más votada
09270,Pinilla Trasmonte,165,Ramon Arribas Arribas,Cs,Cs,-,Lista más votada
09272,Poza de la Sal,294,Jose Tomas Lopez Ortega,PSOE,PSOE,PP,Lista más votada
09273,Prádanos de Bureba,56,Juan Ricardo Hernando Lopez,PP,PP,P.S.O.E.,Lista más votada
09274,Pradoluengo,1120,Antonio Miguel Arauzo Gonzalez,PSOE,PSOE,PP,Lista más votada
09275,Presencio,190,Mario Ortega Pardo,PP,PP,-,Lista más votada
09276,"Puebla de Arganzón, La",513,Pablo Ortiz De Latierro Fernandez,EH Bildu,EH Bildu,EAJ-PNV,Lista más votada
09277,Puentedura,120,Jesús Ignacio Miguel Miguel,PSOE,PSOE,-,Lista más votada
09279,Quemada,255,Francisco Javier Nuñez Martinez,PP,PP,-,Lista más votada
09281,Quintana del Pidio,157,Daniel Maestre Carazo,PP,PP,P.S.O.E.,Lista más votada
09280,Quintanabureba,30,Andres Val Barriocanal,PP,PP,P.S.O.E.,Lista más votada
09283,Quintanaélez,43,Ana Victoria Gonzalez Palma,PP,PP,-,Lista más votada
09287,Quintanaortuño,274,Purificacion Rueda Martinez,PSOE,PSOE,PP,Lista más votada
09288,Quintanapalla,117,Javier Lozano Izquierdo,PP,PP,P.S.O.E.,Lista más votada
09289,Quintanar de la Sierra,1596,Maria Montserrat Ibañez Barcina,PP,PP,P.S.O.E.,Lista más votada
09292,Quintanavides,74,Maria Belen Gutierrez Escudero,PSOE,PSOE,PCAS-TC-PACTO,Lista más votada
09294,Quintanilla de la Mata,117,Raul Nuñez Mena,PP,PP,-,Lista más votada
09901,Quintanilla del Agua y Tordueles,357,Fermin Tejada Ortega,Cs,Cs,PP,Lista más votada
09295,Quintanilla del Coco,50,Domingo Pozo Martinez,PP,PP,-,Lista más votada
09298,Quintanilla San García,79,Juan Miguel Busto Gonzalez,PP,PP,-,Lista más votada
09301,Quintanilla Vivar,872,Maria Aranzazu Blanco Miranda,PP,PP,P.S.O.E.,Lista más votada
09297,"Quintanillas, Las",379,Victor Eduardo Munguia Garcia,Cs,Cs,-,Lista más votada
09302,Rabanera del Pinar,98,Idoya Ruiz Ruiz,PCAS-TC-PACTO,PCAS-TC-PACTO,VOX,Lista más votada
09303,Rábanos,82,Celestino Paramo Martinez,PP,PP,P.S.O.E.,Lista más votada
09304,Rabé de las Calzadas,232,Diego Rodriguez Prieto,Cs,Cs,-,Lista más votada
09306,Rebolledo de la Torre,95,Raul Bascones Moisen,PP,PSOE,PP,Otro
09307,Redecilla del Camino,104,Julio Gallo Garcia,PR,PR,Cs,Lista más votada
09308,Redecilla del Campo,63,Amando Corral Corral,PSOE,PSOE,-,Lista más votada
09309,Regumiel de la Sierra,336,Jose Luis Vazquez Gonzalez,PP,PP,-,Lista más votada
09310,Reinoso,15,Roberto Arsenio Zuñeda Vilumbrales,AIRE,AIRE,-,Lista más votada
09311,Retuerta,66,Alvar Alonso Castañeda,PSOE,PSOE,PP,Lista más votada
09314,Revilla del Campo,106,Jesus Barrio Camara,PSOE,PSOE,-,Lista más votada
09316,Revilla Vallejera,101,Alfonso Alvarez Bermejo,PP,PP,P.S.O.E.,Lista más votada
09312,"Revilla y Ahedo, La",102,Eduardo Hernandez Barriuso,PP,PP,P.S.O.E.,Lista más votada
09315,Revillarruz,564,Beatriz Martí Zaragoza,PCAS-TC-IMAGINA,PP,P.S.O.E.,Otro
09317,Rezmondo,21,Juan Carlos Santamaria Aparicio,PP,PP,P.S.O.E.,Lista más votada
09318,Riocavado de la Sierra,57,Martin Hoyuelos Sedano,PP,PP,-,Lista más votada
09321,Roa,2196,David Colinas Mate,PP,PP,P.S.O.E.,Lista más votada
09323,Rojas,64,Isabel Alonso Ibeas,AER,AER,PP,Lista más votada
09325,Royuela de Río Franco,177,María Encarnación Diez Rodríguez,PP,PP,P.S.O.E.,Lista más votada
09326,Rubena,193,Ismael Ruiz Martinez,PP,PP,P.S.O.E.,Lista más votada
09327,Rublacedo de Abajo,29,Jose Garcia Conde,PP,PSOE,PP,Otro
09328,Rucandio,64,Ruben Fernandez Ojeda,PSOE,PSOE,PP,Lista más votada
09329,Salas de Bureba,135,Ruben Saiz Saiz,PSOE,PSOE,-,Lista más votada
09330,Salas de los Infantes,1980,Francisco Azua Garcia,PP,ACS,PP,Otro
09332,Saldaña de Burgos,189,Alejandro Perez Marcos,Cs,Cs,P.S.O.E.,Lista más votada
09334,Salinillas de Bureba,51,Ricardo Perez Martinez,PSOE,PSOE,Cs,Lista más votada
09335,San Adrián de Juarros,94,Florencio Martinez Mediavilla,PP,PP,P.S.O.E.,Lista más votada
09337,San Juan del Monte,156,Juan Carlos Rocha Martinez,PP,PP,P.S.O.E.,Lista más votada
09338,San Mamés de Burgos,318,Alvaro Castrillejo Peña,Cs,Cs,P.S.O.E.,Lista más votada
09339,San Martín de Rubiales,151,Juan Cruz Velasco Perez,AGEISMR,AGEISMR,PP,Lista más votada
09340,San Millán de Lara,69,Aurelio Andres Blanco,PP,PP,-,Lista más votada
09360,San Vicente del Valle,27,Sebastian Espinosa Grijalba,PP,PP,-,Lista más votada
