cod_ine,municipio,provincia,poblacion,partido_ganador,por_votos,color_ganador,color_code_ganador,alcalde,partido_alcalde,color_alcalde,color_code_alcalde,gobierna
17073,Fornells de la Selva,Girona,2693,Junts,58.65,JUNTS,#00c4b2,Sònia Gràcia I Xuclà,Junts,JUNTS,#00c4b2,Lista más votada
17074,Fortià,Girona,778,ERC,92.25,ERC,#e5ab4b,Francesc Brugués I Massot,ERC,ERC,#e5ab4b,Lista más votada
17075,Garrigàs,Girona,458,Junts,52.71,JUNTS,#00c4b2,Pilar Bosch Bech,Junts,JUNTS,#00c4b2,Lista más votada
17075,Garrigàs,Girona,458,Junts,52.71,JUNTS,#00c4b2,Pilar Bosch Bech,Junts,JUNTS,#00c4b2,Lista más votada
17076,Garrigoles,Girona,177,Junts,39.8,JUNTS,#00c4b2,Joan Aliu Fornells,Junts,JUNTS,#00c4b2,Lista más votada
17076,Garrigoles,Girona,177,Junts,39.8,JUNTS,#00c4b2,Joan Aliu Fornells,Junts,JUNTS,#00c4b2,Lista más votada
17077,Garriguella,Girona,922,ERC,86.69,ERC,#e5ab4b,Raquel Salas Velazco,ERC,ERC,#e5ab4b,Lista más votada
17078,Ger,Girona,512,Junts,90.27,JUNTS,#00c4b2,Alfonso Casamajo Carrera,Junts,JUNTS,#00c4b2,Lista más votada
17078,Ger,Girona,512,Junts,90.27,JUNTS,#00c4b2,Alfonso Casamajo Carrera,Junts,JUNTS,#00c4b2,Lista más votada
17079,Girona,Girona,102666,PSOE,25.23,PSOE,#da1f35,Lluc Salellas Vilar,CUP,CUP,#e5c64b,Otro
17080,Gombrèn,Girona,200,ERC,63.16,ERC,#e5ab4b,Cèsar Ollé García,ERC,ERC,#e5ab4b,Lista más votada
17081,Gualta,Girona,439,TFG-TE,54.9,OTROS,#7d8781,Jaume Fontdevila Tarabal,TFG-TE,OTROS,#7d8781,Lista más votada
17082,Guils de Cerdanya,Girona,573,Junts,43.16,JUNTS,#00c4b2,NA,NA,NA,NA,NA
17083,Hostalric,Girona,4370,ERC,58.65,ERC,#e5ab4b,Nil Papiol Champagne,ERC,ERC,#e5ab4b,Lista más votada
17084,Isòvol,Girona,318,Junts,54.04,JUNTS,#00c4b2,Juan Bertran Bonet,Junts,JUNTS,#00c4b2,Lista más votada
17084,Isòvol,Girona,318,Junts,54.04,JUNTS,#00c4b2,Juan Bertran Bonet,Junts,JUNTS,#00c4b2,Lista más votada
17085,Jafre,Girona,386,GDJ,72.03,OTROS,#7d8781,Elia Banti Alabau,GDJ,OTROS,#7d8781,Lista más votada
17086,La Jonquera,Girona,3317,Junts,40.3,JUNTS,#00c4b2,Miriam Lanero Carrillo,Junts,JUNTS,#00c4b2,Lista más votada
17086,La Jonquera,Girona,3317,Junts,40.3,JUNTS,#00c4b2,Miriam Lanero Carrillo,Junts,JUNTS,#00c4b2,Lista más votada
17087,Juià,Girona,334,Junts,52.02,JUNTS,#00c4b2,Daniel Ramirez De Cartagena Hereu,Junts,JUNTS,#00c4b2,Lista más votada
17087,Juià,Girona,334,Junts,52.02,JUNTS,#00c4b2,Daniel Ramirez De Cartagena Hereu,Junts,JUNTS,#00c4b2,Lista más votada
17088,Lladó,Girona,827,ERC,79.34,ERC,#e5ab4b,Joaquim Tremoleda Trilla,ERC,ERC,#e5ab4b,Lista más votada
17089,Llagostera,Girona,9024,Junts,42.57,JUNTS,#00c4b2,Narcís Llinàs Gavilán,Junts,JUNTS,#00c4b2,Lista más votada
17089,Llagostera,Girona,9024,Junts,42.57,JUNTS,#00c4b2,Narcís Llinàs Gavilán,Junts,JUNTS,#00c4b2,Lista más votada
17090,Llambilles,Girona,731,Junts,58.41,JUNTS,#00c4b2,Josep Maria Vidal I Vidal,Junts,JUNTS,#00c4b2,Lista más votada
17090,Llambilles,Girona,731,Junts,58.41,JUNTS,#00c4b2,Josep Maria Vidal I Vidal,Junts,JUNTS,#00c4b2,Lista más votada
17091,Llanars,Girona,533,ERC,89.8,ERC,#e5ab4b,Amadeu Rosell Marti,ERC,ERC,#e5ab4b,Lista más votada
17092,Llançà,Girona,4905,Junts,32.27,JUNTS,#00c4b2,Núria Escarpanter I Olivet,Junts,JUNTS,#00c4b2,Lista más votada
17092,Llançà,Girona,4905,Junts,32.27,JUNTS,#00c4b2,Núria Escarpanter I Olivet,Junts,JUNTS,#00c4b2,Lista más votada
17093,Llers,Girona,1245,Junts,50.09,JUNTS,#00c4b2,Marius Verges Rosa,Junts,JUNTS,#00c4b2,Lista más votada
17093,Llers,Girona,1245,Junts,50.09,JUNTS,#00c4b2,Marius Verges Rosa,Junts,JUNTS,#00c4b2,Lista más votada
17094,Llívia,Girona,1495,FLL,58.24,OTROS,#7e877d,Albert Cruilles Ruaix,FLL,OTROS,#7e877d,Lista más votada
17095,Lloret de Mar,Girona,38941,PSOE,27.41,PSOE,#da1f35,Adrià Lamelas Martínez,PSOE,PSOE,#da1f35,Lista más votada
17096,Les Llosses,Girona,205,TLLL,45.45,OTROS,#818778,Jaume Cuní Soler,TLLL,OTROS,#818778,Lista más votada
17097,Madremanya,Girona,302,ERC,92.8,ERC,#e5ab4b,Anna Iglesias Castello,ERC,ERC,#e5ab4b,Lista más votada
17098,Maià de Montcal,Girona,462,Junts,80.89,JUNTS,#00c4b2,Xavier Casadevall I Ballada,Junts,JUNTS,#00c4b2,Lista más votada
17098,Maià de Montcal,Girona,462,Junts,80.89,JUNTS,#00c4b2,Xavier Casadevall I Ballada,Junts,JUNTS,#00c4b2,Lista más votada
17099,Meranges,Girona,111,Junts,58.82,JUNTS,#00c4b2,Eduard Isern Turet,Junts,JUNTS,#00c4b2,Lista más votada
17099,Meranges,Girona,111,Junts,58.82,JUNTS,#00c4b2,Eduard Isern Turet,Junts,JUNTS,#00c4b2,Lista más votada
17100,Masarac,Girona,294,Junts,91.74,JUNTS,#00c4b2,Lluis Pujol Molas,Junts,JUNTS,#00c4b2,Lista más votada
17100,Masarac,Girona,294,Junts,91.74,JUNTS,#00c4b2,Lluis Pujol Molas,Junts,JUNTS,#00c4b2,Lista más votada
17101,Massanes,Girona,825,ERC,69.21,ERC,#e5ab4b,Joan Pou I Lucea,ERC,ERC,#e5ab4b,Lista más votada
17102,Maçanet de Cabrenys,Girona,724,ERC,50.81,ERC,#e5ab4b,Javi Molina Mejuto,ERC,ERC,#e5ab4b,Lista más votada
17103,Maçanet de la Selva,Girona,7572,Junts,80.2,JUNTS,#00c4b2,Natalia Figueres Pages,Junts,JUNTS,#00c4b2,Lista más votada
17103,Maçanet de la Selva,Girona,7572,Junts,80.2,JUNTS,#00c4b2,Natalia Figueres Pages,Junts,JUNTS,#00c4b2,Lista más votada
17105,Mieres,Girona,341,VM,86.51,OTROS,#887a76,Anibal Jose Vazquez Fernandez,IU,IU,#930011,Otro
17106,Mollet de Peralada,Girona,202,Junts,60.75,JUNTS,#00c4b2,Alfons Vilanova Callis,Junts,JUNTS,#00c4b2,Lista más votada
17106,Mollet de Peralada,Girona,202,Junts,60.75,JUNTS,#00c4b2,Alfons Vilanova Callis,Junts,JUNTS,#00c4b2,Lista más votada
17107,Molló,Girona,365,Junts,94.7,JUNTS,#00c4b2,Josep Coma Guitart,Junts,JUNTS,#00c4b2,Lista más votada
17107,Molló,Girona,365,Junts,94.7,JUNTS,#00c4b2,Josep Coma Guitart,Junts,JUNTS,#00c4b2,Lista más votada
17109,Montagut i Oix,Girona,958,SMO,94.78,OTROS,#757f88,Lluis Abel Puigdevall,SMO,OTROS,#757f88,Lista más votada
17110,Mont-ras,Girona,1676,Junts,60.75,JUNTS,#00c4b2,Vanessa Peiró Royán,Junts,JUNTS,#00c4b2,Lista más votada
17110,Mont-ras,Girona,1676,Junts,60.75,JUNTS,#00c4b2,Vanessa Peiró Royán,Junts,JUNTS,#00c4b2,Lista más votada
17111,Navata,Girona,1465,ERC,47.71,ERC,#e5ab4b,Bibiana Vallmajó Cantenys,ERC,ERC,#e5ab4b,Lista más votada
17112,Ogassa,Girona,222,ERC,56.65,ERC,#e5ab4b,Albert Solà Serra,ERC,ERC,#e5ab4b,Lista más votada
17114,Olot,Girona,36716,Junts,32.81,JUNTS,#00c4b2,Josep Berga I Vayreda,Junts,JUNTS,#00c4b2,Lista más votada
17114,Olot,Girona,36716,Junts,32.81,JUNTS,#00c4b2,Josep Berga I Vayreda,Junts,JUNTS,#00c4b2,Lista más votada
17115,Ordis,Girona,373,ERC,82.16,ERC,#e5ab4b,Anna Maria Torrentà I Costa,ERC,ERC,#e5ab4b,Lista más votada
17116,Osor,Girona,423,ERC,58.7,ERC,#e5ab4b,Joan Pla Coll,ERC,ERC,#e5ab4b,Lista más votada
17117,Palafrugell,Girona,23396,PSOE,36.02,PSOE,#da1f35,Juli Fernandez Iruela,PSOE,PSOE,#da1f35,Lista más votada
17118,Palamós,Girona,18145,ERC,26.21,ERC,#e5ab4b,Lluís Puig Martorell,ERC,ERC,#e5ab4b,Lista más votada
17119,Palau de Santa Eulàlia,Girona,115,AD'EPDSE,50,OTROS,#888175,Xavier Baldrich Fàbrega,AD'EPDSE,OTROS,#888175,Lista más votada
17120,Palau-saverdera,Girona,1472,AXT-TE,40.19,OTROS,#888075,NA,NA,NA,NA,NA
17121,Palau-sator,Girona,327,ERC,64.97,ERC,#e5ab4b,Jordi Riembau Vila,ERC,ERC,#e5ab4b,Lista más votada
17123,Palol de Revardit,Girona,457,Junts,95.85,JUNTS,#00c4b2,Jordi Xargay I Congost,Junts,JUNTS,#00c4b2,Lista más votada
17123,Palol de Revardit,Girona,457,Junts,95.85,JUNTS,#00c4b2,Jordi Xargay I Congost,Junts,JUNTS,#00c4b2,Lista más votada
17124,Pals,Girona,2548,ERC,56.53,ERC,#e5ab4b,Carles Pi Renart,ERC,ERC,#e5ab4b,Lista más votada
17125,Pardines,Girona,165,ERC,49.5,ERC,#e5ab4b,Jordi Hubach Claramunt,ERC,ERC,#e5ab4b,Lista más votada
17126,Parlavà,Girona,415,ERC,67.18,ERC,#e5ab4b,Joaquim Sabrià Pujol,ERC,ERC,#e5ab4b,Lista más votada
17128,Pau,Girona,579,ERC,48.89,ERC,#e5ab4b,Jaume Isern Ruiz,ERC,ERC,#e5ab4b,Lista más votada
17129,Pedret i Marzà,Girona,181,ERC,55.84,ERC,#e5ab4b,Carles Mas Ellis,ERC,ERC,#e5ab4b,Lista más votada
17130,La Pera,Girona,438,Junts,89.89,JUNTS,#00c4b2,Oriol Balliu Castanyer,Junts,JUNTS,#00c4b2,Lista más votada
17130,La Pera,Girona,438,Junts,89.89,JUNTS,#00c4b2,Oriol Balliu Castanyer,Junts,JUNTS,#00c4b2,Lista más votada
17132,Peralada,Girona,1974,Junts,71.6,JUNTS,#00c4b2,Miquel Brugat Vilanova,Junts,JUNTS,#00c4b2,Lista más votada
17132,Peralada,Girona,1974,Junts,71.6,JUNTS,#00c4b2,Miquel Brugat Vilanova,Junts,JUNTS,#00c4b2,Lista más votada
17133,Les Planes d'Hostoles,Girona,1745,ELPH,71.62,OTROS,#788488,Marc Puig I Bosch,ELPH,OTROS,#788488,Lista más votada
17134,Planoles,Girona,307,IDR-IDC,85.96,OTROS,#757a88,David Verge Folia,IDR-IDC,OTROS,#757a88,Lista más votada
17135,Pont de Molins,Girona,542,ERC,47.67,ERC,#e5ab4b,Pere Borràs Pagès,ERC,ERC,#e5ab4b,Lista más votada
17136,Pontós,Girona,274,Junts,56.76,JUNTS,#00c4b2,Barbara Mieke J Van Hoestenberghe NA,Junts,JUNTS,#00c4b2,Lista más votada
17137,Porqueres,Girona,4712,ERC,75.4,ERC,#e5ab4b,Francesc Castañer Campolier,ERC,ERC,#e5ab4b,Lista más votada
17138,Portbou,Girona,1090,PSOE,56.99,PSOE,#da1f35,Gael Rodriguez Garrido,PSOE,PSOE,#da1f35,Lista más votada
17139,Les Preses,Girona,1875,Junts,67.43,JUNTS,#00c4b2,Albert Danés I Casalprim,Junts,JUNTS,#00c4b2,Lista más votada
17139,Les Preses,Girona,1875,Junts,67.43,JUNTS,#00c4b2,Albert Danés I Casalprim,Junts,JUNTS,#00c4b2,Lista más votada
17140,El Port de la Selva,Girona,1015,Junts,70.47,JUNTS,#00c4b2,Josep Maria Cervera Pinart,Junts,JUNTS,#00c4b2,Lista más votada
17140,El Port de la Selva,Girona,1015,Junts,70.47,JUNTS,#00c4b2,Josep Maria Cervera Pinart,Junts,JUNTS,#00c4b2,Lista más votada
17141,Puigcerdà,Girona,9484,ERC,28.67,ERC,#e5ab4b,Jordi Gassio Borras,Junts,JUNTS,#00c4b2,Otro
17141,Puigcerdà,Girona,9484,ERC,28.67,ERC,#e5ab4b,Jordi Gassio Borras,Junts,JUNTS,#00c4b2,Otro
17142,Quart,Girona,3906,Junts,36.08,JUNTS,#00c4b2,NA,NA,NA,NA,NA
17143,Rabós,Girona,210,Junts,49.56,JUNTS,#00c4b2,Maria Teresa Ginjaume Camps,Junts,JUNTS,#00c4b2,Lista más votada
17143,Rabós,Girona,210,Junts,49.56,JUNTS,#00c4b2,Maria Teresa Ginjaume Camps,Junts,JUNTS,#00c4b2,Lista más votada
17144,Regencós,Girona,271,ERC,48.53,ERC,#e5ab4b,Maria Pilar Pagès Andrés,ERC,ERC,#e5ab4b,Lista más votada
17145,Ribes de Freser,Girona,1810,Junts,49.27,JUNTS,#00c4b2,Mònica Sanjaume Colomer,Junts,JUNTS,#00c4b2,Lista más votada
17145,Ribes de Freser,Girona,1810,Junts,49.27,JUNTS,#00c4b2,Mònica Sanjaume Colomer,Junts,JUNTS,#00c4b2,Lista más votada
17146,Riells i Viabrea,Girona,4279,ERC,55.19,ERC,#e5ab4b,Josep Maria Bagot Belfort,ERC,ERC,#e5ab4b,Lista más votada
17147,Ripoll,Girona,10641,Amunt,30.76,AMUNT,#887876,Sílvia Orriols Serra,Amunt,AMUNT,#887876,Lista más votada
17148,Riudarenes,Girona,2337,Junts,51.87,JUNTS,#00c4b2,Josep Soler Turon,Junts,JUNTS,#00c4b2,Lista más votada
17148,Riudarenes,Girona,2337,Junts,51.87,JUNTS,#00c4b2,Josep Soler Turon,Junts,JUNTS,#00c4b2,Lista más votada
17149,Riudaura,Girona,511,Junts,75,JUNTS,#00c4b2,Anna Vegas I Serarols,Junts,JUNTS,#00c4b2,Lista más votada
17149,Riudaura,Girona,511,Junts,75,JUNTS,#00c4b2,Anna Vegas I Serarols,Junts,JUNTS,#00c4b2,Lista más votada
17150,Riudellots de la Selva,Girona,2072,Junts,39.04,JUNTS,#00c4b2,Josep Lluís Santamaria Moreno,Junts,JUNTS,#00c4b2,Lista más votada
17150,Riudellots de la Selva,Girona,2072,Junts,39.04,JUNTS,#00c4b2,Josep Lluís Santamaria Moreno,Junts,JUNTS,#00c4b2,Lista más votada
17151,Riumors,Girona,244,TXR-TE,64.67,OTROS,#7d8781,Josep Maria Padrosa Gorgot,TXR-TE,OTROS,#7d8781,Lista más votada
17152,Roses,Girona,19907,ERC,23.74,ERC,#e5ab4b,Jose Maria Martinez Chinchilla,PSOE,PSOE,#da1f35,Otro
17153,Rupià,Girona,300,SR,86.67,OTROS,#838677,Daniel Serrano Torró,SR,OTROS,#838677,Lista más votada
17154,Sales de Llierca,Girona,169,TPS,71.82,OTROS,#7a8688,Miquel Palomeras Anglada,TPS,OTROS,#7a8688,Lista más votada
17155,Salt,Girona,32517,ERC,25.23,ERC,#e5ab4b,Jordi Viñas I Xifra,ERC,ERC,#e5ab4b,Lista más votada
17157,Sant Andreu Salou,Girona,162,Junts,49.47,JUNTS,#00c4b2,NA,NA,NA,NA,NA
17158,Sant Climent Sescebes,Girona,696,ERC,61.98,ERC,#e5ab4b,Olga Carbonell Sabartés,ERC,ERC,#e5ab4b,Lista más votada
17159,Sant Feliu de Buixalleu,Girona,839,EMPATE,45.86,OTROS,#82757f,Xavier Santos Rodoreda,ERC,ERC,#e5ab4b,Otro
17160,Sant Feliu de Guíxols,Girona,22149,TSF-TE,40.93,OTROS,#7d7588,Carles Motas López,TSF-TE,OTROS,#7d7588,Lista más votada
17161,Sant Feliu de Pallerols,Girona,1495,ERC,63.58,ERC,#e5ab4b,Artur Colomer I Buchner,ERC,ERC,#e5ab4b,Lista más votada
17162,Sant Ferriol,Girona,256,Junts,94.87,JUNTS,#00c4b2,Albert Fàbrega I Sánchez,Junts,JUNTS,#00c4b2,Lista más votada
17162,Sant Ferriol,Girona,256,Junts,94.87,JUNTS,#00c4b2,Albert Fàbrega I Sánchez,Junts,JUNTS,#00c4b2,Lista más votada
17163,Sant Gregori,Girona,4085,Junts,64.96,JUNTS,#00c4b2,Joaquim Roca I Ventura,Junts,JUNTS,#00c4b2,Lista más votada
17163,Sant Gregori,Girona,4085,Junts,64.96,JUNTS,#00c4b2,Joaquim Roca I Ventura,Junts,JUNTS,#00c4b2,Lista más votada
17164,Sant Hilari Sacalm,Girona,5836,PIG-IDSELVA,45.03,OTROS,#888575,Jordi Rotllant Cors,PIG-IDSELVA,OTROS,#888575,Lista más votada
17165,Sant Jaume de Llierca,Girona,842,Junts,89.88,JUNTS,#00c4b2,Jordi Cargol I Cros,Junts,JUNTS,#00c4b2,Lista más votada
17165,Sant Jaume de Llierca,Girona,842,Junts,89.88,JUNTS,#00c4b2,Jordi Cargol I Cros,Junts,JUNTS,#00c4b2,Lista más votada
17166,Sant Jordi Desvalls,Girona,830,ERC,48.35,ERC,#e5ab4b,Marina Brusi Darnaculleta,ERC,ERC,#e5ab4b,Lista más votada
17167,Sant Joan de les Abadesses,Girona,3274,Compromís,50.64,COMPROMÍS,#e07c2c,Ramon Roqué Riu,Compromís,COMPROMÍS,#e07c2c,Lista más votada
17168,Sant Joan de Mollet,Girona,515,ERC,82.03,ERC,#e5ab4b,Sergi López Serrat,ERC,ERC,#e5ab4b,Lista más votada
17169,Sant Julià de Ramis,Girona,3623,ERC,51.71,ERC,#e5ab4b,Marc Puigtió I Rebollo,ERC,ERC,#e5ab4b,Lista más votada
17170,Vallfogona de Ripollès,Girona,222,ERC,60.15,ERC,#e5ab4b,Esteve Font Busoms,ERC,ERC,#e5ab4b,Lista más votada
17171,Sant Llorenç de la Muga,Girona,267,ERC,92.91,ERC,#e5ab4b,Montserrat Brugués Massot,ERC,ERC,#e5ab4b,Lista más votada
17172,Sant Martí de Llémena,Girona,679,ERC,56.23,ERC,#e5ab4b,Dolors Navarro I Pou,ERC,ERC,#e5ab4b,Lista más votada
17173,Sant Martí Vell,Girona,261,ERC,64.2,ERC,#e5ab4b,Robert Vila Brugues,ERC,ERC,#e5ab4b,Lista más votada
17174,Sant Miquel de Campmajor,Girona,239,ERC,58.06,ERC,#e5ab4b,Josep Oriol Serrà I Madriles,ERC,ERC,#e5ab4b,Lista más votada
17175,Sant Miquel de Fluvià,Girona,808,CP,89.3,PSOE,#da1f35,Ángel Posas Agulló,CP,OTROS,#7f7583,Otro
17175,Sant Miquel de Fluvià,Girona,808,CP,89.3,PSOE,#da1f35,Ángel Posas Agulló,CP,PSOE,#da1f35,Lista más votada
17176,Sant Mori,Girona,159,Som sant Mori,62.07,OTROS,#7b8684,Joan Geli Fàbregas,Som sant Mori,OTROS,#7b8684,Lista más votada
17177,Sant Pau de Segúries,Girona,732,ERC,56.47,ERC,#e5ab4b,Albert Coma Vila,ERC,ERC,#e5ab4b,Lista más votada
17178,Sant Pere Pescador,Girona,2079,Junts,55.28,JUNTS,#00c4b2,Agusti Badosa Figueras,Junts,JUNTS,#00c4b2,Lista más votada
17178,Sant Pere Pescador,Girona,2079,Junts,55.28,JUNTS,#00c4b2,Agusti Badosa Figueras,Junts,JUNTS,#00c4b2,Lista más votada
17180,Santa Coloma de Farners,Girona,13557,Junts,28.23,JUNTS,#00c4b2,M. Carme Salamaña Daranas,Junts,JUNTS,#00c4b2,Lista más votada
17180,Santa Coloma de Farners,Girona,13557,Junts,28.23,JUNTS,#00c4b2,M. Carme Salamaña Daranas,Junts,JUNTS,#00c4b2,Lista más votada
17181,Santa Cristina d'Aro,Girona,5585,TXSCA-TE,42.02,OTROS,#7d8781,Josep Xifre Deulofeu,TXSCA-TE,OTROS,#7d8781,Lista más votada
17182,Santa Llogaia d'Àlguema,Girona,379,Junts,90.42,JUNTS,#00c4b2,Mireia Pimentel López,Junts,JUNTS,#00c4b2,Lista más votada
17182,Santa Llogaia d'Àlguema,Girona,379,Junts,90.42,JUNTS,#00c4b2,Mireia Pimentel López,Junts,JUNTS,#00c4b2,Lista más votada
17183,Sant Aniol de Finestres,Girona,363,Junts,57.01,JUNTS,#00c4b2,Francesc Oliveras I Torrent,Junts,JUNTS,#00c4b2,Lista más votada
17183,Sant Aniol de Finestres,Girona,363,Junts,57.01,JUNTS,#00c4b2,Francesc Oliveras I Torrent,Junts,JUNTS,#00c4b2,Lista más votada
17184,Santa Pau,Girona,1605,ERC,60.83,ERC,#e5ab4b,Cristina Capó I Piris,ERC,ERC,#e5ab4b,Lista más votada
17185,Sant Joan les Fonts,Girona,3054,Junts,64.41,JUNTS,#00c4b2,Maria Vidal I Jodar,Junts,JUNTS,#00c4b2,Lista más votada
17185,Sant Joan les Fonts,Girona,3054,Junts,64.41,JUNTS,#00c4b2,Maria Vidal I Jodar,Junts,JUNTS,#00c4b2,Lista más votada
17186,Sarrià de Ter,Girona,5294,CUP,42.8,CUP,#e5c64b,Isaac Ramió Lafuente,CUP,CUP,#e5c64b,Lista más votada
17187,"Saus, Camallera i Llampaies",Girona,865,Junts,51.93,JUNTS,#00c4b2,Esteve Girones Hernandez,Junts,JUNTS,#00c4b2,Lista más votada
17187,"Saus, Camallera i Llampaies",Girona,865,Junts,51.93,JUNTS,#00c4b2,Esteve Girones Hernandez,Junts,JUNTS,#00c4b2,Lista más votada
17188,La Selva de Mar,Girona,220,Junts,58.04,JUNTS,#00c4b2,Joan Maria Roig Crespo,Junts,JUNTS,#00c4b2,Lista más votada
17188,La Selva de Mar,Girona,220,Junts,58.04,JUNTS,#00c4b2,Joan Maria Roig Crespo,Junts,JUNTS,#00c4b2,Lista más votada
17189,La Cellera de Ter,Girona,1967,ERC,44.68,ERC,#e5ab4b,NA,NA,NA,NA,NA
17190,Serinyà,Girona,1153,ERC,43.87,ERC,#e5ab4b,NA,NA,NA,NA,NA
17191,Serra de Daró,Girona,233,Junts,61.48,JUNTS,#00c4b2,Gloria Marull Coll,Junts,JUNTS,#00c4b2,Lista más votada
17191,Serra de Daró,Girona,233,Junts,61.48,JUNTS,#00c4b2,Gloria Marull Coll,Junts,JUNTS,#00c4b2,Lista más votada
17192,Setcases,Girona,200,ERC,47.58,ERC,#e5ab4b,Joan Casadevall Castellà,ERC,ERC,#e5ab4b,Lista más votada
17193,Sils,Girona,6507,Junts,30.03,JUNTS,#00c4b2,NA,NA,NA,NA,NA
17194,Susqueda,Girona,96,ERC,50,ERC,#e5ab4b,Eva Viñolas Marin,ERC,ERC,#e5ab4b,Lista más votada
17195,La Tallada d'Empordà,Girona,480,VCTMT,67.74,OTROS,#888375,Maria Dolors Guàrdia Gasull,VCTMT,OTROS,#888375,Lista más votada
17196,Terrades,Girona,345,ERC,46.54,ERC,#e5ab4b,Lluis Blavi Bonal,ERC,ERC,#e5ab4b,Lista más votada
17197,Torrent,Girona,166,Junts,57.14,JUNTS,#00c4b2,Amparo Folgado Tonda,PP,PP,#009ade,Otro
17198,Torroella de Fluvià,Girona,741,PSOE,54.09,PSOE,#da1f35,Pedro Moradell Puig,PSOE,PSOE,#da1f35,Lista más votada
17199,Torroella de Montgrí,Girona,12061,UPM,29.69,OTROS,#747d88,Jordi Colomí Massanas,UPM,OTROS,#747d88,Lista más votada
17200,Tortellà,Girona,823,ERC,88.73,ERC,#e5ab4b,Josep Reig I Canals,ERC,ERC,#e5ab4b,Lista más votada
17201,Toses,Girona,185,Junts,78.18,JUNTS,#00c4b2,Joan Bernadas Rosell,Junts,JUNTS,#00c4b2,Lista más votada
17201,Toses,Girona,185,Junts,78.18,JUNTS,#00c4b2,Joan Bernadas Rosell,Junts,JUNTS,#00c4b2,Lista más votada
17202,Tossa de Mar,Girona,5956,Junts,30.99,JUNTS,#00c4b2,Martí Pujals Castelló,Junts,JUNTS,#00c4b2,Lista más votada
17202,Tossa de Mar,Girona,5956,Junts,30.99,JUNTS,#00c4b2,Martí Pujals Castelló,Junts,JUNTS,#00c4b2,Lista más votada
17203,Ultramort,Girona,224,ERC,67.86,ERC,#e5ab4b,Miquel Pallés Blanco,ERC,ERC,#e5ab4b,Lista más votada
17204,Ullà,Girona,1195,PSOE,54.39,PSOE,#da1f35,Josep López Ruiz,PSOE,PSOE,#da1f35,Lista más votada
17205,Ullastret,Girona,250,Junts,42.11,JUNTS,#00c4b2,Josep Miquel Gatius Callis,Junts,JUNTS,#00c4b2,Lista más votada
17205,Ullastret,Girona,250,Junts,42.11,JUNTS,#00c4b2,Josep Miquel Gatius Callis,Junts,JUNTS,#00c4b2,Lista más votada
17206,Urús,Girona,214,Junts,50.82,JUNTS,#00c4b2,Maria Sans Pi-Gibert,Junts,JUNTS,#00c4b2,Lista más votada
17206,Urús,Girona,214,Junts,50.82,JUNTS,#00c4b2,Maria Sans Pi-Gibert,Junts,JUNTS,#00c4b2,Lista más votada
17207,La Vall d'en Bas,Girona,3143,ERC,59.1,ERC,#e5ab4b,Lluís Amat I Batalla,ERC,ERC,#e5ab4b,Lista más votada
17208,La Vall de Bianya,Girona,1345,Junts,93.62,JUNTS,#00c4b2,Santi Reixach I Garriga,Junts,JUNTS,#00c4b2,Lista más votada
17208,La Vall de Bianya,Girona,1345,Junts,93.62,JUNTS,#00c4b2,Santi Reixach I Garriga,Junts,JUNTS,#00c4b2,Lista más votada
17209,Vall-llobrega,Girona,926,Junts,56.07,JUNTS,#00c4b2,Rufino Guirado Iruela,Junts,JUNTS,#00c4b2,Lista más votada
17209,Vall-llobrega,Girona,926,Junts,56.07,JUNTS,#00c4b2,Rufino Guirado Iruela,Junts,JUNTS,#00c4b2,Lista más votada
17210,Ventalló,Girona,911,Junts,59.78,JUNTS,#00c4b2,M. Remei Costa Reig,Junts,JUNTS,#00c4b2,Lista más votada
17210,Ventalló,Girona,911,Junts,59.78,JUNTS,#00c4b2,M. Remei Costa Reig,Junts,JUNTS,#00c4b2,Lista más votada
17211,Verges,Girona,1162,CUP,48.18,CUP,#e5c64b,Diana Canals Batlle,CUP,CUP,#e5c64b,Lista más votada
17212,Vidrà,Girona,181,Junts,50.49,JUNTS,#00c4b2,Josep Anglada Dorca,Junts,JUNTS,#00c4b2,Lista más votada
17212,Vidrà,Girona,181,Junts,50.49,JUNTS,#00c4b2,Josep Anglada Dorca,Junts,JUNTS,#00c4b2,Lista más votada
17213,Vidreres,Girona,8167,Junts,33.12,JUNTS,#00c4b2,Jordi Camps Vicente,Junts,JUNTS,#00c4b2,Lista más votada
17213,Vidreres,Girona,8167,Junts,33.12,JUNTS,#00c4b2,Jordi Camps Vicente,Junts,JUNTS,#00c4b2,Lista más votada
17214,Vilabertran,Girona,991,ERC,59.15,ERC,#e5ab4b,Eudald Brugat Montiel,ERC,ERC,#e5ab4b,Lista más votada
17215,Vilablareix,Girona,3396,ERC,48.94,ERC,#e5ab4b,M. Teresa Tixis I Padrosa,ERC,ERC,#e5ab4b,Lista más votada
17216,Viladasens,Girona,216,ERC,55.15,ERC,#e5ab4b,Francesc Xavier Sánchez Sánchez,ERC,ERC,#e5ab4b,Lista más votada
17217,Viladamat,Girona,479,ERC,82.76,ERC,#e5ab4b,Dolors Pons I Sais,CUP,CUP,#e5c64b,Otro
17218,Vilademuls,Girona,840,Junts,65.38,JUNTS,#00c4b2,Alejandro Teres Cordón,Junts,JUNTS,#00c4b2,Lista más votada
