fecha,indicativo,fecha_maxima,temMax,nombre_clean,provincia_clean,latitud,longitud,record,nota,junio,mayo,abril,marzo,febrero,enero
2024-01-24,9091R,2023-01-01,19.8,Vitoria-Gasteiz Aeropuerto,Araba/Álava,42.87194444,-2.732777778,Mensual,NA,NA,NA,NA,NA,NA,19.8
2024-01-25,9111,2023-01-01,17.2,Belorado,Burgos,42.42111111,-3.170277778,Mensual,NA,NA,NA,NA,NA,NA,21.1
2024-01-25,9170,2007-01-20,19.3,"Logroño, Aeropuerto",La Rioja,42.45222222,-2.331111111,Mensual,NA,NA,NA,NA,NA,NA,22.3
2024-01-25,9208E,2022-01-01,19.7,Aragüés del Puerto,Huesca,42.70861111,-0.6727777778,Mensual,NA,NA,NA,NA,NA,NA,21.8
2024-01-26,9262,1982-01-07,19.5,Pamplona,Navarra,42.81777778,-1.638333333,Mensual,NA,NA,NA,NA,NA,NA,20
2024-01-26,9263D,2023-01-01,18.8,"Pamplona, Aeropuerto",Navarra,42.77694444,-1.65,Mensual,NA,NA,NA,NA,NA,NA,19.5
2024-01-25,9263X,2023-01-01,17.7,"Aranguren, Ilundain",Navarra,42.77611111,-1.5325,Mensual,NA,NA,NA,NA,NA,NA,18.1
2024-01-25,9381I,2016-01-24,21.2,Calamocha,Teruel,40.92611111,-1.293333333,Mensual,NA,NA,NA,NA,NA,NA,21.3
2024-01-25,9563X,2007-01-20,20.9,Castellfort,Castellón,40.49861111,-0.1866666667,Mensual,NA,NA,NA,NA,NA,NA,21.2
2024-01-28,9990X,2023-01-01,18.1,"Naut Aran, Arties",Lleida,42.70027778,0.8769444444,Mensual,NA,NA,NA,NA,NA,NA,20.4
2024-01-26,C139E,2008-01-20,27,La Palma Aeropuerto,Sta. Cruz de Tenerife,28.63305556,-17.755,Mensual,NA,NA,NA,NA,NA,NA,27.6
2024-01-16,C229J,2021-01-28,26.7,Pájara,Las Palmas,28.04916667,-14.35805556,Mensual,NA,NA,NA,NA,NA,NA,26.8
2024-01-16,C249I,2010-01-17,28.5,Fuerteventura Aeropuerto,Las Palmas,28.44472222,-13.86305556,Mensual,NA,NA,NA,NA,NA,NA,29.9
2024-01-12,C439J,2022-01-02,26.4,Güímar,Sta. Cruz de Tenerife,28.31833333,-16.38222222,Mensual,NA,NA,NA,NA,NA,NA,27.2
2024-01-28,C459Z,2007-01-12,28.1,Puerto de La Cruz,Sta. Cruz de Tenerife,28.41805556,-16.54805556,Mensual,NA,NA,NA,NA,NA,NA,28.3
2024-01-16,C649I,2010-01-18,29.5,Gran Canaria Aeropuerto,Las Palmas,27.91777778,-15.39527778,Mensual,Gran Canaria Aeropuerto 30.8ºC,NA,NA,NA,NA,NA,30.8
2024-01-16,C659H,2016-01-14,28.5,"Las Palmas de Gran Canaria, San Cristóbal",Las Palmas,28.08972222,-15.41611111,Mensual,NA,NA,NA,NA,NA,NA,29.1
2024-01-16,C659M,2021-01-07,26.1,"Las Palmas de Gran Canaria, Pl. de la Feria",Las Palmas,28.11305556,-15.42138889,Mensual,NA,NA,NA,NA,NA,NA,27.8
2024-01-16,C929I,2016-01-15,28.5,El Hierro Aeropuerto,Sta. Cruz de Tenerife,27.81888889,-17.88888889,Mensual,NA,NA,NA,NA,NA,NA,28.7
