indicativo,fecha_falsa,Máxima (media),Mínima (media),Máxima (umbral inferior),Máxima (umbral superior),Mínima (umbral inferior),Mínima (umbral superior),Máxima,Mínima,estacion,provincia,diferencia
1302F,2024-08-16,22.760230120553754,9.96571943452705,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-08-18,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-08-19,NA,NA,16.0760248083521,28.59349646818526,5.861094967190469,14.054861581067804,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-08-20,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-08-21,22.63249974315324,9.954011890537377,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-08-22,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-08-23,NA,NA,15.71297337913474,28.402683293644323,5.763000530442251,14.08016560727421,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-08-24,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-08-25,22.47297644121048,9.970444349282417,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-08-26,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-08-27,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-08-28,NA,NA,15.242704781449032,28.074053393512752,5.6096005370685456,13.997236908797026,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-08-29,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-08-30,22.165996701886563,9.886482587137516,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-08-31,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-09-01,NA,NA,14.463672129826794,27.536271163800624,5.409323611013031,13.759951630587713,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-09-02,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-09-03,21.581493019692335,9.64031340942604,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-09-04,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-09-05,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-09-06,NA,NA,13.574834985526277,26.899348392032827,5.161253859835262,13.454210077179743,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-09-07,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-09-08,20.877810896107142,9.317983041736166,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-09-09,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-09-10,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-09-11,NA,NA,12.934747115179338,26.245548217217465,4.800012482044344,13.096785098058342,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-09-12,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-09-13,20.23913475766456,8.95776011770577,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-09-14,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-09-15,NA,NA,12.33981443499409,25.459058788496503,4.3318722396531415,12.618816674847338,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-09-16,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-09-17,19.54728077868292,8.505685399032263,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-09-18,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-09-19,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-09-20,NA,NA,11.804723449676526,24.768097583710805,3.8725424998044855,12.182176702662526,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-09-21,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-09-22,18.855795340348138,8.0801428948594,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-09-23,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-09-24,NA,NA,11.577949960579284,24.264270213715964,3.433263633888491,11.793279217764606,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-09-25,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-09-26,18.192090471529596,7.692448069990507,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-09-27,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-09-28,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-09-29,NA,NA,11.389567663904378,23.780139315946293,2.976103096202899,11.413617484256305,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-09-30,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-10-01,17.510321168216503,7.301447058862741,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-10-02,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-10-03,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-10-04,NA,NA,10.8149999510493,23.298183175110083,2.509540363664775,11.12828265192486,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-10-05,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-10-06,16.822555788119814,6.955869100861094,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-10-07,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-10-08,NA,NA,10.07736058926508,22.957417270944525,2.02837109302358,10.95316661420808,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-10-09,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-10-10,16.17684041303,6.678659817178347,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-10-11,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-10-12,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-10-13,NA,NA,9.183434203337963,22.349125819081355,1.5337160535535808,10.686590057795945,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-10-14,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-10-15,15.378366789003625,6.306547050603857,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-10-16,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-10-17,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-10-18,NA,NA,7.886953395715508,21.228068811100275,0.9740315725795752,10.313753463916786,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-10-19,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-10-20,14.243641389361184,5.778746714789203,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-10-21,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-10-22,NA,NA,6.505723789061495,19.9658044704481,0.420795419418903,9.884133748007097,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-10-23,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-10-24,13.031704295270147,5.198877020727043,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-10-25,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-10-26,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-10-27,NA,NA,5.451489565437927,18.831040571587184,0.0041132736984321,9.366181014000556,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-10-28,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-10-29,11.998202461690449,4.621606602215489,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-10-30,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-10-31,NA,NA,4.433733307384219,17.592323529456095,-0.33207991124388586,8.772629405312394,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-11-01,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-11-02,10.967712556007788,3.996931665687701,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-11-03,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-11-04,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-11-05,NA,NA,3.534447134632776,16.47487979539024,-0.7497541849371726,8.122261644324142,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-11-06,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-11-07,10.003437628568724,3.368715237120385,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-11-08,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-11-09,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-11-10,NA,NA,2.7728064403380643,15.439117694741816,-1.3080712998244337,7.249468383407227,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-11-11,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-11-12,8.977605571533607,2.631706493000304,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-11-13,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-11-14,NA,NA,2.1375452671126727,14.48979933895184,-1.8633389775476072,6.360376536113144,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-11-15,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-11-16,8.032491395695933,1.9112009292102836,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-11-17,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-11-18,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-11-19,NA,NA,1.6620021978763817,13.712789737902598,-2.32411370498724,5.707126611335355,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-11-20,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-11-21,7.4121490219105315,1.39338437416882,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-11-22,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-11-23,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-11-24,NA,NA,1.3349190773155488,13.03147008690122,-2.7767121360824154,5.109225761520946,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-11-25,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-11-26,6.988688267012751,0.9651686814653466,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-11-27,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-11-28,NA,NA,1.0761226225273222,12.548150667190466,-3.2032374757201985,4.673995924681359,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-11-29,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-11-30,6.6785726250040005,0.6203873634020967,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-12-01,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-12-02,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-12-03,NA,NA,0.874392831722045,12.185720946019394,-3.6349521002490377,4.422147806965539,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-12-04,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-12-05,6.466516069761227,0.3527672873412511,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-12-06,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-12-07,NA,NA,0.7587828995025437,12.046999911734876,-4.015370121826777,4.281739775709234,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-12-08,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-12-09,6.38819922966213,0.16611916505672225,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-12-10,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-12-11,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-12-12,NA,NA,0.735736709885781,12.27017671134963,-4.27854012374015,4.2223881685780045,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-12-13,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-12-14,6.457789378958097,0.06790673799782082,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-12-15,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-12-16,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-12-17,NA,NA,0.8026656926568683,12.73836285587496,-4.474304452017298,4.270072588212,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-12-18,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-12-19,6.6640339366059,0.05433886704160248,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-12-20,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-12-21,NA,NA,0.9603713154593292,13.49303693417489,-4.598012024633998,4.417808306724955,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-12-22,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-12-23,7.010457231906293,0.1254487091392239,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-12-24,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-12-25,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-12-26,NA,NA,1.205136462797685,14.550984030682534,-4.649300867657506,4.65968195578316,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-12-27,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-12-28,7.497197472767951,0.27935306916024594,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-12-29,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-12-30,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-12-31,NA,NA,1.5368093707035029,15.88874178579764,-4.632501461696221,5.0004939306203235,NA,NA,Degaña,Asturias,6.60609973615421
2512Y,2024-01-01,NA,NA,4.456550696847988,13.33580192058576,-3.796301967241543,6.570856789055261,9.1,1.2,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-01-02,8.869008929801247,1.1618010149524478,NA,NA,NA,NA,12.8,3.9,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-01-03,NA,NA,NA,NA,NA,NA,12.3,5.9,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-01-04,NA,NA,NA,NA,NA,NA,9.6,5.3,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-01-05,NA,NA,3.778597278803234,12.976284630030758,-4.3833718414410985,6.171727659582889,5.9,1.3,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-01-06,8.362390484856556,0.7309736184372995,NA,NA,NA,NA,5.9,-0.3,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-01-07,NA,NA,NA,NA,NA,NA,5.7,-2,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-01-08,NA,NA,NA,NA,NA,NA,5.8,-2.8,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-01-09,NA,NA,NA,NA,NA,NA,4.8,1.7,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-01-10,NA,NA,3.225928221314245,12.73920217359492,-4.845938849957465,5.8436451929481645,6.2,3.4,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-01-11,7.989262365729826,0.3922674730487736,NA,NA,NA,NA,4.6,-1.4,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-01-12,NA,NA,NA,NA,NA,NA,6.8,-3.7,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-01-13,NA,NA,NA,NA,NA,NA,12.9,1.7,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-01-14,NA,NA,2.802077079036583,12.637351318108974,-5.16772990528098,5.597062939427635,11.7,6.8,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-01-15,7.7629831215820095,0.15586673555696198,NA,NA,NA,NA,12.9,10.1,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-01-16,NA,NA,NA,NA,NA,NA,14.8,9.7,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-01-17,NA,NA,NA,NA,NA,NA,11.6,6.8,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-01-18,NA,NA,NA,NA,NA,NA,12,6.9,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-01-19,NA,NA,2.510371873055663,12.65908525360326,-5.3559181581611766,5.421257196424547,7,-2,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-01-20,7.677034488990558,0.01565717055238513,NA,NA,NA,NA,3.2,-3.5,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-01-21,NA,NA,NA,NA,NA,NA,10.3,-1,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-01-22,NA,NA,NA,NA,NA,NA,12.8,3.7,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-01-23,NA,NA,NA,NA,NA,NA,15.1,8,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-01-24,NA,NA,2.344478529313894,12.77992016118317,-5.44066348064311,5.296741341659227,12.5,3.1,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-01-25,7.704303599677929,-0.04710355974425337,NA,NA,NA,NA,15.8,3.3,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-01-26,NA,NA,NA,NA,NA,NA,12.7,0.9,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-01-27,NA,NA,NA,NA,NA,NA,13.7,4.6,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-01-28,NA,NA,2.316946844895267,13.046592480249128,-5.355103426192544,5.268176537819089,16.5,6.4,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-01-29,7.888178782378228,0.0109384952942765,NA,NA,NA,NA,15.3,6.4,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-01-30,NA,NA,NA,NA,NA,NA,15,5,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-01-31,NA,NA,NA,NA,NA,NA,10.8,1.1,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-02-01,NA,NA,NA,NA,NA,NA,NA,NA,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-02-02,NA,NA,2.407521987596426,13.420182191518307,-5.168839864747638,5.298403852927639,11.1,2.4,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-02-03,8.188760988115789,0.1468047381996308,NA,NA,NA,NA,15,3.4,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-02-04,NA,NA,NA,NA,NA,NA,13.9,5.7,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-02-05,NA,NA,NA,NA,NA,NA,13.6,4,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-02-06,NA,NA,2.6040744906860223,13.850845477588464,-4.947988474206677,5.333017603879413,14.1,5.8,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-02-07,8.578741741677508,0.3181860220465969,NA,NA,NA,NA,12,4.9,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-02-08,NA,NA,NA,NA,NA,NA,12.3,7.3,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-02-09,NA,NA,NA,NA,NA,NA,11.5,5.7,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-02-10,NA,NA,NA,NA,NA,NA,6.2,1.8,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-02-11,NA,NA,2.9371535788238257,14.37397561156588,-4.613582037019044,5.396519010367279,9,2.2,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-02-12,9.12034150755877,0.5721049729585648,NA,NA,NA,NA,13.6,8.2,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-02-13,NA,NA,NA,NA,NA,NA,15.4,8.3,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-02-14,NA,NA,NA,NA,NA,NA,19,7.2,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-02-15,NA,NA,NA,NA,NA,NA,18.4,7.2,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-02-16,NA,NA,3.3578599788471273,14.929127095598226,-4.332823625688251,5.460594224591687,11.6,4.8,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-02-17,9.647153964099129,0.8072267864032157,NA,NA,NA,NA,12.7,3.3,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-02-18,NA,NA,NA,NA,NA,NA,15.5,3.8,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-02-19,NA,NA,NA,NA,NA,NA,14.9,5.9,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-02-20,NA,NA,3.964627971793847,15.532706324989867,-4.137422034751775,5.457178120711117,16.7,1.6,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-02-21,10.19020986329922,1.0253017047503468,NA,NA,NA,NA,15.6,5,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-02-22,NA,NA,NA,NA,NA,NA,12.6,3,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-02-23,NA,NA,NA,NA,NA,NA,7.2,1.7,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-02-24,NA,NA,NA,NA,NA,NA,7.5,1.1,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-02-25,NA,NA,4.628075788716185,16.170168596892623,-3.9434388335393313,5.494549658030159,11.5,5.2,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-02-26,10.746747882630087,1.2473946792205866,NA,NA,NA,NA,6.2,0.5,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-02-27,NA,NA,NA,NA,NA,NA,8.7,-1.7,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-02-28,NA,NA,NA,NA,NA,NA,9.1,-1.9,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-02-29,NA,NA,NA,NA,NA,NA,10.1,0.1,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-03-01,NA,NA,5.18883263331157,16.877524773642307,-3.7141195710912016,5.724691970324943,8,-0.7,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-03-02,NA,NA,NA,NA,NA,NA,9.2,-0.2,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-03-03,11.28969893103442,1.4678929490884849,NA,NA,NA,NA,7.1,-0.5,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-03-04,NA,NA,NA,NA,NA,NA,10.6,2.7,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-03-05,NA,NA,5.734397824680607,17.728879253017585,-3.4921073624017382,6.105429387264215,9.2,2.4,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-03-06,NA,NA,NA,NA,NA,NA,13.5,0.6,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-03-07,11.858924550134171,1.6888163214033411,NA,NA,NA,NA,10.2,1,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-03-08,NA,NA,NA,NA,NA,NA,8.7,0.9,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-03-09,NA,NA,NA,NA,NA,NA,6,2.1,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-03-10,NA,NA,6.2625622183987115,18.397768663511588,-3.2150263671716,6.43414802848254,8.7,3,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-03-11,NA,NA,NA,NA,NA,NA,10.9,2.7,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-03-12,12.3479250591242,1.924475994492513,NA,NA,NA,NA,14.9,1.7,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-03-13,NA,NA,NA,NA,NA,NA,17.8,4.5,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-03-14,NA,NA,6.822699168672967,18.835085597456448,-2.875228870841463,6.731980595533262,13.9,5,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-03-15,NA,NA,NA,NA,NA,NA,14.8,8.4,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-03-16,12.74495787665516,2.1413915263458336,NA,NA,NA,NA,17.3,5.4,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-03-17,NA,NA,NA,NA,NA,NA,19,8.7,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-03-18,NA,NA,NA,NA,NA,NA,20.3,9.3,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-03-19,NA,NA,7.374708783525262,19.23881591871371,-2.4887135771164637,7.0476943015366995,21,7.7,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-03-20,NA,NA,NA,NA,NA,NA,20.1,9.1,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-03-21,13.128988188941126,2.384373465532214,NA,NA,NA,NA,20.9,10.9,Rivilla de Barajas,Ávila,6.182495527443098
2512Y,2024-03-22,NA,NA,NA,NA,NA,NA,24,11.5,Rivilla de Barajas,Ávila,6.182495527443098
