indicativo,fecha_falsa,tmax_mean_smooth,tmin_mean_smooth,permax_p5_smooth,permax_p95_smooth,permin_p5_smooth,permin_p95_smooth,tmax,tmin,estacion,provincia,diferencia
3531X,2024-05-10,NA,NA,NA,NA,NA,NA,28.7,9,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-05-11,22.551331445874737,9.20357868430698,NA,NA,NA,NA,29.5,11.4,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-05-12,NA,NA,NA,NA,NA,NA,28.8,11.6,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-05-13,NA,NA,16.564294976018985,29.56466694108737,5.931644760484203,13.142574458921604,26.8,11.8,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-05-14,NA,NA,NA,NA,NA,NA,19.1,9.6,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-05-15,23.402010017087864,9.741348907784642,NA,NA,NA,NA,19.8,8,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-05-16,NA,NA,NA,NA,NA,NA,18.9,4.4,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-05-17,NA,NA,NA,NA,NA,NA,21.3,8.7,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-05-18,NA,NA,17.1777111956836,30.370826064351995,6.470185721458768,13.6816209837558,22.6,7,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-05-19,NA,NA,NA,NA,NA,NA,23.1,10.5,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-05-20,24.13689289658692,10.232297484221288,NA,NA,NA,NA,21.4,10.3,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-05-21,NA,NA,NA,NA,NA,NA,22.7,9.7,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-05-22,NA,NA,NA,NA,NA,NA,23,7.6,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-05-23,NA,NA,17.678261491729906,31.057181816177025,6.991892814073805,14.263424274443336,27.8,8.7,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-05-24,NA,NA,NA,NA,NA,NA,29.3,8.2,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-05-25,24.686175356201524,10.663749017969668,NA,NA,NA,NA,29.8,8,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-05-26,NA,NA,NA,NA,NA,NA,28.9,12.3,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-05-27,NA,NA,18.276797368317055,31.761358561506047,7.5143035410592995,14.895543813455207,31,10.9,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-05-28,NA,NA,NA,NA,NA,NA,33.2,13.6,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-05-29,25.279444303299716,11.11583910529298,NA,NA,NA,NA,35.6,15,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-05-30,NA,NA,NA,NA,NA,NA,36.3,15.8,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-05-31,NA,NA,NA,NA,NA,NA,33,17,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-06-01,NA,NA,19.201186590886095,32.61152247795993,7.999561308849684,15.629704585969446,31.8,14.5,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-06-02,NA,NA,NA,NA,NA,NA,31.6,13.3,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-06-03,26.0958422918723,11.643028394878751,NA,NA,NA,NA,32.4,15.8,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-06-04,NA,NA,NA,NA,NA,NA,33.8,14.8,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-06-05,NA,NA,NA,NA,NA,NA,33.1,15.2,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-06-06,NA,NA,20.328009096276485,33.557146106257996,8.467564753099097,16.465817711499625,35,14.7,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-06-07,NA,NA,NA,NA,NA,NA,33.1,20.1,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-06-08,27.020332626244304,12.216110111287954,NA,NA,NA,NA,27.3,17.6,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-06-09,NA,NA,NA,NA,NA,NA,25.1,16.6,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-06-10,NA,NA,21.46066989226419,34.42433670797523,8.990523525301438,17.200307077473077,26,12.1,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-06-11,NA,NA,NA,NA,NA,NA,28.9,9.4,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-06-12,27.98383321312685,12.820042447100226,NA,NA,NA,NA,29.3,15.2,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-06-13,NA,NA,NA,NA,NA,NA,30.8,10.4,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-06-14,NA,NA,NA,NA,NA,NA,31.9,13,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-06-15,NA,NA,22.726418703379196,35.309401267116726,9.545689422817215,17.946000777926663,26.9,12.2,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-06-16,NA,NA,NA,NA,NA,NA,30.9,11.2,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-06-17,29.08908542868585,13.506802116212585,NA,NA,NA,NA,28.6,10.6,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-06-18,NA,NA,NA,NA,NA,NA,22.3,10.7,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-06-19,NA,NA,23.96547268391887,36.113856246434565,10.09442460720309,18.600516160287953,20.3,8.8,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-06-20,NA,NA,NA,NA,NA,NA,26.2,10.5,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-06-21,30.146761825974725,14.148452376963794,NA,NA,NA,NA,30.5,10.5,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-06-22,NA,NA,NA,NA,NA,NA,32.1,13.6,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-06-23,NA,NA,NA,NA,NA,NA,35.5,16.3,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-06-24,NA,NA,25.30251957297346,36.85447261173073,10.756647338237956,19.128387787206755,36.3,16.2,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-06-25,NA,NA,NA,NA,NA,NA,33.8,14.9,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-06-26,31.245929633523243,14.782499247268728,NA,NA,NA,NA,32.2,12.2,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-06-27,NA,NA,NA,NA,NA,NA,30.7,17.7,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-06-28,NA,NA,NA,NA,NA,NA,21,15.6,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-06-29,NA,NA,26.679066390359356,37.5312079586951,11.46699346832892,19.575334723255384,20.1,14.8,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-06-30,NA,NA,NA,NA,NA,NA,27.2,12.2,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-07-01,32.358503570797545,15.417063645910227,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-07-03,NA,NA,27.637073427121475,37.949262776761465,11.967478490348649,19.84971416940326,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-07-05,33.09121751569062,15.85165057291752,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-07-08,NA,NA,28.318728920972188,38.1407941252091,12.33291005105872,19.93312255599547,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-07-10,33.544919419455425,16.118872369161615,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-07-13,NA,NA,28.83738845616026,38.28324853895897,12.618025945168906,19.997598856035104,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-07-15,33.881946475576704,16.33302559612554,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-07-17,NA,NA,29.21401015607239,38.416303431866574,12.825435565066105,20.069462587372787,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-07-19,34.122232420566945,16.524516832160977,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-07-22,NA,NA,29.45453286491322,38.47172035053861,12.971376292499288,20.0973836714413,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-07-24,34.25055509665864,16.663548195572538,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-07-26,NA,NA,29.57664062858202,38.43823652925346,13.10207139657185,20.13168212975086,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-07-28,34.31459900920424,16.765924627691874,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-07-31,NA,NA,29.518357972329124,38.289726470844386,13.19402540800065,20.15785460225033,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-08-02,34.25811344914393,16.82790200531304,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-08-05,NA,NA,29.395975481570048,38.126366221133225,13.210554454439098,20.14126887421273,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-08-06,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-08-07,34.15389353206872,16.82742830030341,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-08-08,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-08-09,NA,NA,29.31046731870499,38.03856704999485,13.153604673376025,20.129828314300727,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-08-11,34.08113251569821,16.774941610017464,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-08-12,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-08-13,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-08-14,NA,NA,29.141873516866767,37.93051849172935,13.03680381607215,20.0846240041342,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-08-15,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-08-16,33.951972216048276,16.66317427777621,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-08-18,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-08-19,NA,NA,28.771877702723927,37.687226218560795,12.848633227150676,19.900393640780916,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-08-20,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-08-21,33.667967021213066,16.463593220809756,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-08-22,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-08-23,NA,NA,28.29640159137327,37.366290321823655,12.584954497044132,19.63021387001406,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-08-24,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-08-25,33.30310043918368,16.19544797773066,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-08-26,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-08-27,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-08-28,NA,NA,27.60665386378114,36.93248382126559,12.249278514774742,19.269789184945605,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-08-29,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-08-30,32.77668768638183,15.849328076767447,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-08-31,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-09-01,NA,NA,26.4682543448581,36.3374929563527,11.794536729249389,18.732849524568493,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-09-02,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-09-03,31.93544604885721,15.37375936107861,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-09-04,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-09-05,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-09-06,NA,NA,25.150291839303073,35.65802751712494,11.275381861791104,18.119647053686396,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-09-07,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-09-08,30.96164674182255,14.826833347888762,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-09-09,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-09-10,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-09-11,NA,NA,24.005489089980053,34.95062724940098,10.79004231294686,17.579578090990463,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-09-12,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-09-13,30.10770858058263,14.280177934141784,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-09-14,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-09-15,NA,NA,22.787310873552343,34.13239185950838,10.292496130399732,17.007477652188008,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-09-16,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-09-17,29.228609248478385,13.664250757274782,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-09-18,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-09-19,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-09-20,NA,NA,21.697455460365585,33.364176560271865,9.774779686080777,16.46422832120309,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-09-21,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-09-22,28.352371845361027,13.080868257497402,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-09-23,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-09-24,NA,NA,20.86232311362968,32.75783609368437,9.23626206162034,15.96550980354336,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-09-25,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-09-26,27.560148446588972,12.5386077533595,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-09-27,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-09-28,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-09-29,NA,NA,20.08142257400863,32.14633696576575,8.666150399937894,15.484782248850854,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-09-30,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-10-01,26.740006166881493,12.008021904647617,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-10-02,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-10-03,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-10-04,NA,NA,19.219207345545993,31.434286322429916,8.055403170485874,15.027689251443856,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-10-05,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-10-06,25.757854551183915,11.527298893943252,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-10-07,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-10-08,NA,NA,18.419062345769344,30.761501773930604,7.420159611981062,14.60168729839903,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-10-09,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-10-10,24.71485133985271,11.103161796182512,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-10-11,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-10-12,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-10-13,NA,NA,17.543252761850734,29.84312738179487,6.770893171155795,14.17374432840673,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-10-14,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-10-15,23.592037136121903,10.645968570785604,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-10-16,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-10-17,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-10-18,NA,NA,16.35195203185434,28.42780726291473,6.045300960877441,13.748872538109872,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-10-19,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-10-20,22.129045945857044,10.1658070448221,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-10-21,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-10-22,NA,NA,15.123691129620994,26.869946124415737,5.2990352503529135,13.319911047315928,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-10-23,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-10-24,20.611148462556866,9.659852675079224,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-10-25,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-10-26,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-10-27,NA,NA,14.235008468913255,25.47364125902157,4.650274273465045,12.90788522389246,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-10-28,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-10-29,19.48050403881675,9.091988779242056,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-10-30,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-10-31,NA,NA,13.501118489178914,23.9916144505,4.0582383369965624,12.55543373464025,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-11-01,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-11-02,18.514584131509643,8.498854929538492,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-11-03,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-11-04,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-11-05,NA,NA,12.798984136445467,22.6722851074483,3.4240766001469316,12.08519901029687,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-11-06,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-11-07,17.609171726880067,7.851960940563156,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-11-08,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-11-09,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-11-10,NA,NA,12.136448193479804,21.49323136985491,2.681626392831805,11.378062308909795,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-11-11,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-11-12,16.75191554661383,7.035259607785857,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-11-13,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-11-14,NA,NA,11.526531138207991,20.41731015168016,1.9305087549897744,10.609320067339196,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-11-15,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-11-16,15.963501718325624,6.185761698941851,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-11-17,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-11-18,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-11-19,NA,NA,10.91557651760982,19.541291556116303,1.2196796496298,9.880536340913752,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-11-20,NA,NA,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
3531X,2024-11-21,15.23004747620567,5.445437078795145,NA,NA,NA,NA,NA,NA,Torrecilla de los Ángeles,Cáceres,-4.045929633523244
