indicativo,fecha_falsa,tmax_mean_smooth,tmin_mean_smooth,permax_p5_smooth,permax_p95_smooth,permin_p5_smooth,permin_p95_smooth,tmax,tmin,estacion,provincia,diferencia
6058I,2024-01-01,NA,NA,15.107638718275345,20.88498352480023,8.2167972345653,13.757969006033948,21.3,12.7,Estepona,Málaga,5.255380490635535
6058I,2024-01-02,18.08818999088492,11.024904839506906,NA,NA,NA,NA,18.4,11.6,Estepona,Málaga,5.255380490635535
6058I,2024-01-03,NA,NA,NA,NA,NA,NA,24.5,11,Estepona,Málaga,5.255380490635535
6058I,2024-01-04,NA,NA,NA,NA,NA,NA,21.9,13.1,Estepona,Málaga,5.255380490635535
6058I,2024-01-05,NA,NA,14.763426312250964,20.71433098300816,7.730847609142252,13.436259679556928,15.2,11.2,Estepona,Málaga,5.255380490635535
6058I,2024-01-06,17.8707911519023,10.678816229652508,NA,NA,NA,NA,17.9,8.1,Estepona,Málaga,5.255380490635535
6058I,2024-01-07,NA,NA,NA,NA,NA,NA,16.6,7.2,Estepona,Málaga,5.255380490635535
6058I,2024-01-08,NA,NA,NA,NA,NA,NA,15.7,7.6,Estepona,Málaga,5.255380490635535
6058I,2024-01-09,NA,NA,NA,NA,NA,NA,12.9,10.3,Estepona,Málaga,5.255380490635535
6058I,2024-01-10,NA,NA,14.491206788834498,20.5926055219773,7.336973449797883,13.178119007480367,15.6,9.5,Estepona,Málaga,5.255380490635535
6058I,2024-01-11,17.70409488498458,10.40084138126072,NA,NA,NA,NA,16.2,9.6,Estepona,Málaga,5.255380490635535
6058I,2024-01-12,NA,NA,NA,NA,NA,NA,16,13.1,Estepona,Málaga,5.255380490635535
6058I,2024-01-13,NA,NA,NA,NA,NA,NA,15.9,11.9,Estepona,Málaga,5.255380490635535
6058I,2024-01-14,NA,NA,14.29962619655453,20.516866431779633,7.040032978438454,12.993595835232028,17.7,10,Estepona,Málaga,5.255380490635535
6058I,2024-01-15,17.58936926738672,10.197566477189952,NA,NA,NA,NA,20.8,15.5,Estepona,Málaga,5.255380490635535
6058I,2024-01-16,NA,NA,NA,NA,NA,NA,20,12.9,Estepona,Málaga,5.255380490635535
6058I,2024-01-17,NA,NA,NA,NA,NA,NA,19.5,12.7,Estepona,Málaga,5.255380490635535
6058I,2024-01-18,NA,NA,NA,NA,NA,NA,19.8,15.1,Estepona,Málaga,5.255380490635535
6058I,2024-01-19,NA,NA,14.181325392213784,20.48605585120008,6.838562663071156,12.874781475883976,16.8,13.6,Estepona,Málaga,5.255380490635535
6058I,2024-01-20,17.523923076054697,10.065033037745929,NA,NA,NA,NA,17.6,10.9,Estepona,Málaga,5.255380490635535
6058I,2024-01-21,NA,NA,NA,NA,NA,NA,16.4,12.5,Estepona,Málaga,5.255380490635535
6058I,2024-01-22,NA,NA,NA,NA,NA,NA,17.2,12.2,Estepona,Málaga,5.255380490635535
6058I,2024-01-23,NA,NA,NA,NA,NA,NA,17.4,11,Estepona,Málaga,5.255380490635535
6058I,2024-01-24,NA,NA,14.124744856340463,20.507889655520135,6.725702215717644,12.804571499193663,20.1,10.9,Estepona,Málaga,5.255380490635535
6058I,2024-01-25,17.508123157855064,9.992039482959736,NA,NA,NA,NA,21.8,13.9,Estepona,Málaga,5.255380490635535
6058I,2024-01-26,NA,NA,NA,NA,NA,NA,19.6,12,Estepona,Málaga,5.255380490635535
6058I,2024-01-27,NA,NA,NA,NA,NA,NA,19.8,14.1,Estepona,Málaga,5.255380490635535
6058I,2024-01-28,NA,NA,14.200020100050605,20.5797472538113,6.746432437108465,12.839053137653073,18.1,13.5,Estepona,Málaga,5.255380490635535
6058I,2024-01-29,17.562587130851476,10.016853867139265,NA,NA,NA,NA,17.2,15.1,Estepona,Málaga,5.255380490635535
6058I,2024-01-30,NA,NA,NA,NA,NA,NA,17.6,15.1,Estepona,Málaga,5.255380490635535
6058I,2024-01-31,NA,NA,NA,NA,NA,NA,16.8,15.2,Estepona,Málaga,5.255380490635535
6058I,2024-02-01,NA,NA,NA,NA,NA,NA,17.4,13.2,Estepona,Málaga,5.255380490635535
6058I,2024-02-02,NA,NA,14.333956751716578,20.70334693792499,6.851881101133279,12.923242720746387,17.3,12.2,Estepona,Málaga,5.255380490635535
6058I,2024-02-03,17.664475015858667,10.100683407090976,NA,NA,NA,NA,17.1,13.8,Estepona,Málaga,5.255380490635535
6058I,2024-02-04,NA,NA,NA,NA,NA,NA,17.5,12.8,Estepona,Málaga,5.255380490635535
6058I,2024-02-05,NA,NA,NA,NA,NA,NA,17.5,11.6,Estepona,Málaga,5.255380490635535
6058I,2024-02-06,NA,NA,14.41992515229498,20.871038120910033,6.9873759816329954,12.973712083937146,23.1,11.1,Estepona,Málaga,5.255380490635535
6058I,2024-02-07,17.782176466509988,10.195119338240753,NA,NA,NA,NA,23.2,11.4,Estepona,Málaga,5.255380490635535
6058I,2024-02-08,NA,NA,NA,NA,NA,NA,18.7,10.4,Estepona,Málaga,5.255380490635535
6058I,2024-02-09,NA,NA,NA,NA,NA,NA,17.3,12.8,Estepona,Málaga,5.255380490635535
6058I,2024-02-10,NA,NA,NA,NA,NA,NA,19.7,13.5,Estepona,Málaga,5.255380490635535
6058I,2024-02-11,NA,NA,14.489450500941023,21.066361854372847,7.1895738418003505,13.018456213708433,18.1,13,Estepona,Málaga,5.255380490635535
6058I,2024-02-12,17.923819764911382,10.32899419029624,NA,NA,NA,NA,20.3,17.2,Estepona,Málaga,5.255380490635535
6058I,2024-02-13,NA,NA,NA,NA,NA,NA,23.2,14,Estepona,Málaga,5.255380490635535
6058I,2024-02-14,NA,NA,NA,NA,NA,NA,21.5,15.3,Estepona,Málaga,5.255380490635535
6058I,2024-02-15,NA,NA,NA,NA,NA,NA,19.5,14.8,Estepona,Málaga,5.255380490635535
6058I,2024-02-16,NA,NA,14.56291502819265,21.352000296756508,7.397828839908812,13.077563772502842,21.5,13.3,Estepona,Málaga,5.255380490635535
6058I,2024-02-17,18.094954778173925,10.46821642171836,NA,NA,NA,NA,20.9,11.3,Estepona,Málaga,5.255380490635535
6058I,2024-02-18,NA,NA,NA,NA,NA,NA,18.6,14.2,Estepona,Málaga,5.255380490635535
6058I,2024-02-19,NA,NA,NA,NA,NA,NA,19.6,11.2,Estepona,Málaga,5.255380490635535
6058I,2024-02-20,NA,NA,14.63207851340266,21.809338877180707,7.663547788202552,13.118353925454302,21.1,12.4,Estepona,Málaga,5.255380490635535
6058I,2024-02-21,18.33162548097993,10.615040649622069,NA,NA,NA,NA,21,11.9,Estepona,Málaga,5.255380490635535
6058I,2024-02-22,NA,NA,NA,NA,NA,NA,22.5,13.7,Estepona,Málaga,5.255380490635535
6058I,2024-02-23,NA,NA,NA,NA,NA,NA,19,12.4,Estepona,Málaga,5.255380490635535
6058I,2024-02-24,NA,NA,NA,NA,NA,NA,18.2,11.9,Estepona,Málaga,5.255380490635535
6058I,2024-02-25,NA,NA,14.719328382852815,22.30253510439403,7.958932513389004,13.180797710892486,19.6,12.8,Estepona,Málaga,5.255380490635535
6058I,2024-02-26,18.58225107126529,10.783583112928667,NA,NA,NA,NA,18.2,11.7,Estepona,Málaga,5.255380490635535
6058I,2024-02-27,NA,NA,NA,NA,NA,NA,19.3,10.2,Estepona,Málaga,5.255380490635535
6058I,2024-02-28,NA,NA,NA,NA,NA,NA,21.6,10.5,Estepona,Málaga,5.255380490635535
6058I,2024-02-29,NA,NA,NA,NA,NA,NA,21.6,10.1,Estepona,Málaga,5.255380490635535
6058I,2024-03-01,NA,NA,14.82504039049836,22.736958967589946,8.199829970387556,13.321165896364828,18.9,10.4,Estepona,Málaga,5.255380490635535
6058I,2024-03-02,NA,NA,NA,NA,NA,NA,17.6,10,Estepona,Málaga,5.255380490635535
6058I,2024-03-03,18.78772223525554,10.97059978835174,NA,NA,NA,NA,18.2,10.8,Estepona,Málaga,5.255380490635535
6058I,2024-03-04,NA,NA,NA,NA,NA,NA,19.9,13.1,Estepona,Málaga,5.255380490635535
6058I,2024-03-05,NA,NA,14.912921438986327,23.23487694916164,8.384088668253147,13.514611424980998,20.5,10.8,Estepona,Málaga,5.255380490635535
6058I,2024-03-06,NA,NA,NA,NA,NA,NA,18.2,10.5,Estepona,Málaga,5.255380490635535
6058I,2024-03-07,18.989823494360255,11.162995991305756,NA,NA,NA,NA,18.7,11,Estepona,Málaga,5.255380490635535
6058I,2024-03-08,NA,NA,NA,NA,NA,NA,15.3,9.3,Estepona,Málaga,5.255380490635535
6058I,2024-03-09,NA,NA,NA,NA,NA,NA,14,11.1,Estepona,Málaga,5.255380490635535
6058I,2024-03-10,NA,NA,15.101844403829444,23.61100668939036,8.630757055063045,13.731277280250504,19.6,10.3,Estepona,Málaga,5.255380490635535
6058I,2024-03-11,NA,NA,NA,NA,NA,NA,20,10.5,Estepona,Málaga,5.255380490635535
6058I,2024-03-12,19.212962924669668,11.390251853458864,NA,NA,NA,NA,17.8,10.2,Estepona,Málaga,5.255380490635535
6058I,2024-03-13,NA,NA,NA,NA,NA,NA,18.4,11.6,Estepona,Málaga,5.255380490635535
6058I,2024-03-14,NA,NA,15.410742557422056,23.7773932476774,8.99167892363972,14.028578880671413,19.3,10.3,Estepona,Málaga,5.255380490635535
6058I,2024-03-15,NA,NA,NA,NA,NA,NA,24.8,12.3,Estepona,Málaga,5.255380490635535
6058I,2024-03-16,19.408681585483514,11.695811630892576,NA,NA,NA,NA,20.8,13.8,Estepona,Málaga,5.255380490635535
6058I,2024-03-17,NA,NA,NA,NA,NA,NA,21.8,14.6,Estepona,Málaga,5.255380490635535
6058I,2024-03-18,NA,NA,NA,NA,NA,NA,21.2,13.1,Estepona,Málaga,5.255380490635535
6058I,2024-03-19,NA,NA,15.767463418738563,23.905880190184263,9.369829954826512,14.333639665834609,23.3,14.9,Estepona,Málaga,5.255380490635535
6058I,2024-03-20,NA,NA,NA,NA,NA,NA,22.9,14.5,Estepona,Málaga,5.255380490635535
6058I,2024-03-21,19.613407566435,12.015325059083942,NA,NA,NA,NA,18.2,15.2,Estepona,Málaga,5.255380490635535
6058I,2024-03-22,NA,NA,NA,NA,NA,NA,21.3,14.9,Estepona,Málaga,5.255380490635535
6058I,2024-03-23,NA,NA,NA,NA,NA,NA,22.9,15.8,Estepona,Málaga,5.255380490635535
6058I,2024-03-24,NA,NA,16.145405645357354,24.121101019196796,9.681991986885365,14.548548828820117,20.3,14.8,Estepona,Málaga,5.255380490635535
6058I,2024-03-25,NA,NA,NA,NA,NA,NA,17.4,14.4,Estepona,Málaga,5.255380490635535
6058I,2024-03-26,19.889331212866395,12.278127792605504,NA,NA,NA,NA,17.3,8.8,Estepona,Málaga,5.255380490635535
6058I,2024-03-27,NA,NA,NA,NA,NA,NA,17.6,12.2,Estepona,Málaga,5.255380490635535
6058I,2024-03-28,NA,NA,16.58741051297287,24.332265469262865,9.976294214651736,14.717760971488088,17.9,14.6,Estepona,Málaga,5.255380490635535
6058I,2024-03-29,NA,NA,NA,NA,NA,NA,18.6,10.9,Estepona,Málaga,5.255380490635535
6058I,2024-03-30,20.22228066261824,12.51829688973946,NA,NA,NA,NA,14.5,10.5,Estepona,Málaga,5.255380490635535
6058I,2024-03-31,NA,NA,NA,NA,NA,NA,15,10.1,Estepona,Málaga,5.255380490635535
6058I,2024-04-01,NA,NA,NA,NA,NA,NA,21.7,9.8,Estepona,Málaga,5.255380490635535
6058I,2024-04-02,NA,NA,17.010727733405588,24.614473692885053,10.281638547604953,14.904879648845856,19.8,9.7,Estepona,Málaga,5.255380490635535
6058I,2024-04-03,NA,NA,NA,NA,NA,NA,23,11.1,Estepona,Málaga,5.255380490635535
6058I,2024-04-04,20.571041568227415,12.77233861476059,NA,NA,NA,NA,20.3,13.4,Estepona,Málaga,5.255380490635535
6058I,2024-04-05,NA,NA,NA,NA,NA,NA,21.4,13.5,Estepona,Málaga,5.255380490635535
6058I,2024-04-06,NA,NA,NA,NA,NA,NA,23.5,18.1,Estepona,Málaga,5.255380490635535
6058I,2024-04-07,NA,NA,17.440239918236887,24.980953819599694,10.599574413418152,15.07250198124072,23.9,16.9,Estepona,Málaga,5.255380490635535
6058I,2024-04-08,NA,NA,NA,NA,NA,NA,24.6,15.7,Estepona,Málaga,5.255380490635535
6058I,2024-04-09,20.956046776570673,13.032672295042277,NA,NA,NA,NA,21.5,13.2,Estepona,Málaga,5.255380490635535
6058I,2024-04-10,NA,NA,NA,NA,NA,NA,20.3,12.9,Estepona,Málaga,5.255380490635535
6058I,2024-04-11,NA,NA,17.864560354212305,25.377589261322935,10.896443175238815,15.252691566442651,22.6,12.5,Estepona,Málaga,5.255380490635535
6058I,2024-04-12,NA,NA,NA,NA,NA,NA,20,15.8,Estepona,Málaga,5.255380490635535
6058I,2024-04-13,21.350330514490647,13.291204903438366,NA,NA,NA,NA,21.1,15,Estepona,Málaga,5.255380490635535
6058I,2024-04-14,NA,NA,NA,NA,NA,NA,22,15.2,Estepona,Málaga,5.255380490635535
6058I,2024-04-15,NA,NA,NA,NA,NA,NA,25.8,14.1,Estepona,Málaga,5.255380490635535
6058I,2024-04-16,NA,NA,18.230434566811013,25.783818588158216,11.139562955403184,15.485674726689044,26.1,15,Estepona,Málaga,5.255380490635535
6058I,2024-04-17,NA,NA,NA,NA,NA,NA,21.9,16.9,Estepona,Málaga,5.255380490635535
6058I,2024-04-18,21.71498071281065,13.542501965161378,NA,NA,NA,NA,22.2,16.2,Estepona,Málaga,5.255380490635535
6058I,2024-04-19,NA,NA,NA,NA,NA,NA,20.6,16.1,Estepona,Málaga,5.255380490635535
6058I,2024-04-20,NA,NA,18.54971133783984,26.22637614865947,11.350809441148826,15.74319495609417,19.2,14.5,Estepona,Málaga,5.255380490635535
6058I,2024-04-21,NA,NA,NA,NA,NA,NA,20.6,14.5,Estepona,Málaga,5.255380490635535
6058I,2024-04-22,22.06907944710906,13.78944978673754,NA,NA,NA,NA,22.7,12.7,Estepona,Málaga,5.255380490635535
6058I,2024-04-23,NA,NA,NA,NA,NA,NA,23.4,14.8,Estepona,Málaga,5.255380490635535
6058I,2024-04-24,NA,NA,NA,NA,NA,NA,22.3,14.6,Estepona,Málaga,5.255380490635535
6058I,2024-04-25,NA,NA,18.935688168223987,26.63075781395715,11.578461222828029,16.05258889494609,27.8,13.6,Estepona,Málaga,5.255380490635535
6058I,2024-04-26,NA,NA,NA,NA,NA,NA,23.6,13.9,Estepona,Málaga,5.255380490635535
6058I,2024-04-27,22.434740850527938,14.065221082441802,NA,NA,NA,NA,22.8,13.8,Estepona,Málaga,5.255380490635535
6058I,2024-04-28,NA,NA,NA,NA,NA,NA,24.8,12.7,Estepona,Málaga,5.255380490635535
6058I,2024-04-29,NA,NA,NA,NA,NA,NA,22.7,12,Estepona,Málaga,5.255380490635535
6058I,2024-04-30,NA,NA,19.363420474446773,26.94414714897837,11.747346335476443,16.425135356358208,22.6,12.7,Estepona,Málaga,5.255380490635535
6058I,2024-05-01,NA,NA,NA,NA,NA,NA,22.8,14.1,Estepona,Málaga,5.255380490635535
6058I,2024-05-02,22.780155561615096,14.341038065804822,NA,NA,NA,NA,23.3,10.5,Estepona,Málaga,5.255380490635535
6058I,2024-05-03,NA,NA,NA,NA,NA,NA,24,10.8,Estepona,Málaga,5.255380490635535
6058I,2024-05-04,NA,NA,19.821125791751143,27.281230196380584,11.947224025528026,16.826719102190975,24.5,11.9,Estepona,Málaga,5.255380490635535
6058I,2024-05-05,NA,NA,NA,NA,NA,NA,31.3,12.9,Estepona,Málaga,5.255380490635535
6058I,2024-05-06,23.15218968578039,14.640475202878957,NA,NA,NA,NA,29.8,17.8,Estepona,Málaga,5.255380490635535
6058I,2024-05-07,NA,NA,NA,NA,NA,NA,22.9,14.6,Estepona,Málaga,5.255380490635535
6058I,2024-05-08,NA,NA,NA,NA,NA,NA,21,16.1,Estepona,Málaga,5.255380490635535
6058I,2024-05-09,NA,NA,20.331099008309952,27.74039871750981,12.282477158992338,17.237496874513738,22.7,17.4,Estepona,Málaga,5.255380490635535
6058I,2024-05-10,NA,NA,NA,NA,NA,NA,22,17.8,Estepona,Málaga,5.255380490635535
6058I,2024-05-11,23.59599593059092,14.99921838287017,NA,NA,NA,NA,24.2,17,Estepona,Málaga,5.255380490635535
6058I,2024-05-12,NA,NA,NA,NA,NA,NA,24.7,13.9,Estepona,Málaga,5.255380490635535
6058I,2024-05-13,NA,NA,20.889373264754173,28.262382446423494,12.691453099953678,17.677472501623033,29.4,14.9,Estepona,Málaga,5.255380490635535
6058I,2024-05-14,NA,NA,NA,NA,NA,NA,28.1,16.9,Estepona,Málaga,5.255380490635535
6058I,2024-05-15,24.077292297689873,15.39965312815759,NA,NA,NA,NA,26.7,14.1,Estepona,Málaga,5.255380490635535
6058I,2024-05-16,NA,NA,NA,NA,NA,NA,27.9,13.4,Estepona,Málaga,5.255380490635535
6058I,2024-05-17,NA,NA,NA,NA,NA,NA,27.3,16.9,Estepona,Málaga,5.255380490635535
6058I,2024-05-18,NA,NA,21.45829685267913,28.827540348557093,13.137382351402616,18.13017556863649,30,13.7,Estepona,Málaga,5.255380490635535
6058I,2024-05-19,NA,NA,NA,NA,NA,NA,27.7,14.1,Estepona,Málaga,5.255380490635535
6058I,2024-05-20,24.603830609522767,15.823144567514438,NA,NA,NA,NA,26.5,15.6,Estepona,Málaga,5.255380490635535
6058I,2024-05-21,NA,NA,NA,NA,NA,NA,28.3,14.7,Estepona,Málaga,5.255380490635535
6058I,2024-05-22,NA,NA,NA,NA,NA,NA,26.5,14.7,Estepona,Málaga,5.255380490635535
6058I,2024-05-23,NA,NA,22.098774136034432,29.47673418803969,13.693982417996006,18.624963110106016,23.8,15.5,Estepona,Málaga,5.255380490635535
6058I,2024-05-24,NA,NA,NA,NA,NA,NA,25.6,17.9,Estepona,Málaga,5.255380490635535
6058I,2024-05-25,25.21735566948314,16.314545067440633,NA,NA,NA,NA,24.4,16.2,Estepona,Málaga,5.255380490635535
6058I,2024-05-26,NA,NA,NA,NA,NA,NA,26.7,16.7,Estepona,Málaga,5.255380490635535
6058I,2024-05-27,NA,NA,22.731427566030906,30.13662807563519,14.250537775282448,19.117752218586077,26.1,16.7,Estepona,Málaga,5.255380490635535
6058I,2024-05-28,NA,NA,NA,NA,NA,NA,25,17.7,Estepona,Málaga,5.255380490635535
6058I,2024-05-29,25.842970676524477,16.804455359186687,NA,NA,NA,NA,24.5,18.9,Estepona,Málaga,5.255380490635535
6058I,2024-05-30,NA,NA,NA,NA,NA,NA,26.6,16.4,Estepona,Málaga,5.255380490635535
6058I,2024-05-31,NA,NA,NA,NA,NA,NA,26.1,17.6,Estepona,Málaga,5.255380490635535
6058I,2024-06-01,NA,NA,23.292355707246063,30.763287294495964,14.713337432229672,19.580138702139937,24.5,19.6,Estepona,Málaga,5.255380490635535
6058I,2024-06-02,NA,NA,NA,NA,NA,NA,24.1,19.1,Estepona,Málaga,5.255380490635535
6058I,2024-06-03,26.438072482966504,17.236984289094977,NA,NA,NA,NA,25.7,19.2,Estepona,Málaga,5.255380490635535
6058I,2024-06-04,NA,NA,NA,NA,NA,NA,25.9,18.3,Estepona,Málaga,5.255380490635535
6058I,2024-06-05,NA,NA,NA,NA,NA,NA,25.9,16.8,Estepona,Málaga,5.255380490635535
6058I,2024-06-06,NA,NA,23.835544173339684,31.422649635965893,15.163566711974822,20.04575331256309,30.6,21.7,Estepona,Málaga,5.255380490635535
6058I,2024-06-07,NA,NA,NA,NA,NA,NA,30.6,20.6,Estepona,Málaga,5.255380490635535
6058I,2024-06-08,27.058178715793947,17.66185633502594,NA,NA,NA,NA,29.2,19.8,Estepona,Málaga,5.255380490635535
6058I,2024-06-09,NA,NA,NA,NA,NA,NA,27,18.1,Estepona,Málaga,5.255380490635535
6058I,2024-06-10,NA,NA,24.309712394717128,32.06150747144029,15.585475129323116,20.468119247929852,30.6,17.6,Estepona,Málaga,5.255380490635535
6058I,2024-06-11,NA,NA,NA,NA,NA,NA,31.1,18,Estepona,Málaga,5.255380490635535
6058I,2024-06-12,27.639671407886695,18.057085328927503,NA,NA,NA,NA,30.7,17.3,Estepona,Málaga,5.255380490635535
6058I,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-06-15,NA,NA,24.718721917215305,32.66698163157653,15.967022101503986,20.84190009279211,33.7,20,Estepona,Málaga,5.255380490635535
6058I,2024-06-16,NA,NA,NA,NA,NA,NA,34.5,16.7,Estepona,Málaga,5.255380490635535
6058I,2024-06-17,28.21207778815506,18.410848395173097,NA,NA,NA,NA,28.8,17.3,Estepona,Málaga,5.255380490635535
6058I,2024-06-18,NA,NA,NA,NA,NA,NA,31.5,16.7,Estepona,Málaga,5.255380490635535
6058I,2024-06-19,NA,NA,25.08866244089321,33.24774036779212,16.31460293755789,21.19706220564022,27.7,18.1,Estepona,Málaga,5.255380490635535
6058I,2024-06-20,NA,NA,NA,NA,NA,NA,30.6,17.1,Estepona,Málaga,5.255380490635535
6058I,2024-06-21,28.721638388065056,18.74564911988412,NA,NA,NA,NA,27.5,16.3,Estepona,Málaga,5.255380490635535
6058I,2024-06-22,NA,NA,NA,NA,NA,NA,29.5,16.6,Estepona,Málaga,5.255380490635535
6058I,2024-06-23,NA,NA,NA,NA,NA,NA,29.2,17.1,Estepona,Málaga,5.255380490635535
6058I,2024-06-24,NA,NA,25.397545424334886,33.84261512659536,16.650564578736915,21.54302757030327,28.1,21.1,Estepona,Málaga,5.255380490635535
6058I,2024-06-25,NA,NA,NA,NA,NA,NA,28.2,19.5,Estepona,Málaga,5.255380490635535
6058I,2024-06-26,29.144619509364464,19.079760712299834,NA,NA,NA,NA,28.2,18.5,Estepona,Málaga,5.255380490635535
6058I,2024-06-27,NA,NA,NA,NA,NA,NA,29.4,20.3,Estepona,Málaga,5.255380490635535
6058I,2024-06-28,NA,NA,NA,NA,NA,NA,28.9,19.5,Estepona,Málaga,5.255380490635535
6058I,2024-06-29,NA,NA,25.66281551398109,34.43297139842372,16.97127877855397,21.87155042869589,30.3,19.2,Estepona,Málaga,5.255380490635535
6058I,2024-06-30,NA,NA,NA,NA,NA,NA,34.4,16.4,Estepona,Málaga,5.255380490635535
6058I,2024-07-01,29.52515780839562,19.40376986881084,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-07-03,NA,NA,25.94642951595643,34.958463228482394,17.240087413529313,22.185988168070967,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-07-05,29.865203871074076,19.70296586727343,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-07-08,NA,NA,26.21540716656051,35.450495586140974,17.44583169816016,22.484063503148985,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-07-10,30.139447878059,19.974450662408785,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-07-13,NA,NA,26.47599573176258,35.883452845903044,17.642989586058377,22.762085772249925,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-07-15,30.382496270160917,20.229245041244532,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-07-17,NA,NA,26.77797596541274,36.2629147010435,17.85483042832695,23.027770711267404,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-07-19,30.612541585194705,20.491884018795375,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-07-22,NA,NA,27.073748042321903,36.58547430032677,18.05643612342236,23.27766080608283,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-07-24,30.81268323891318,20.742549481436814,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-07-26,NA,NA,27.282913124838,36.858985688479855,18.25652652595497,23.51078030310015,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-07-28,31.006717590893235,20.95173230271912,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-07-31,NA,NA,27.47155254933921,37.155514300499355,18.4834982977485,23.74558050157239,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-08-02,31.23942796335605,21.14781119509004,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-08-05,NA,NA,27.563297458387556,37.2765598685339,18.63279142628508,23.90225570264523,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-08-06,NA,NA,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-08-07,31.33893481685133,21.27171031082578,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-08-08,NA,NA,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-08-09,NA,NA,27.529248423426157,37.16481709296879,18.69156939694423,23.973726475239133,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-08-11,31.2242066937046,21.314965218117347,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-08-12,NA,NA,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-08-13,NA,NA,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-08-14,NA,NA,27.412266214234236,36.90148915797632,18.690464965250317,23.99490700150257,NA,NA,Estepona,Málaga,5.255380490635535
6058I,2024-08-15,NA,NA,NA,NA,NA,NA,NA,NA,Estepona,Málaga,5.255380490635535
