fecha,indicativo,nombre_clean,provincia,tmax,calor
2024-01-01,C316I,Arure,Sta. Cruz de Tenerife," 20,2",6
2024-01-01,C129V,Fuencaliente,Sta. Cruz de Tenerife," 23,7",6
2024-01-01,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 12,2",0
2024-01-01,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 24,3",6
2024-01-01,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 21,4",6
2024-01-02,C316I,Arure,Sta. Cruz de Tenerife," 19,9",6
2024-01-02,C129V,Fuencaliente,Sta. Cruz de Tenerife," 24,1",6
2024-01-02,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 12,1",0
2024-01-02,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 25,4",6
2024-01-02,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 20,5",6
2024-01-03,C316I,Arure,Sta. Cruz de Tenerife," 19,3",6
2024-01-03,C129V,Fuencaliente,Sta. Cruz de Tenerife," 24,3",6
2024-01-03,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 13,2",6
2024-01-03,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 25,9",6
2024-01-03,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 21,3",6
2024-01-04,C316I,Arure,Sta. Cruz de Tenerife," 20,1",6
2024-01-04,C129V,Fuencaliente,Sta. Cruz de Tenerife," 24,4",6
2024-01-04,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 13,1",6
2024-01-04,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 25,2",6
2024-01-04,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 20,5",6
2024-01-05,C316I,Arure,Sta. Cruz de Tenerife," 16,9",3
2024-01-05,C129V,Fuencaliente,Sta. Cruz de Tenerife," 24,4",6
2024-01-05,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 11,2",6
2024-01-05,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 25,8",6
2024-01-05,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 18,8",6
2024-01-06,C316I,Arure,Sta. Cruz de Tenerife," 17,0",6
2024-01-06,C129V,Fuencaliente,Sta. Cruz de Tenerife," 24,1",6
2024-01-06,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 12,0",6
2024-01-06,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 23,1",4
2024-01-06,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 18,8",6
2024-01-07,C316I,Arure,Sta. Cruz de Tenerife," 17,9",6
2024-01-07,C129V,Fuencaliente,Sta. Cruz de Tenerife," 23,6",6
2024-01-07,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 14,2",6
2024-01-07,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 25,1",6
2024-01-07,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 19,2",6
2024-01-08,C316I,Arure,Sta. Cruz de Tenerife," 19,5",6
2024-01-08,C129V,Fuencaliente,Sta. Cruz de Tenerife," 23,8",5
2024-01-08,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 12,2",6
2024-01-08,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 24,8",6
2024-01-08,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 19,3",6
2024-01-09,C316I,Arure,Sta. Cruz de Tenerife," 20,2",6
2024-01-09,C129V,Fuencaliente,Sta. Cruz de Tenerife," 24,1",5
2024-01-09,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 11,0",6
2024-01-09,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 24,6",5
2024-01-09,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 21,3",6
2024-01-10,C316I,Arure,Sta. Cruz de Tenerife," 20,7",6
2024-01-10,C129V,Fuencaliente,Sta. Cruz de Tenerife," 24,6",6
2024-01-10,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 11,0",0
2024-01-10,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 24,5",6
2024-01-10,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 22,3",6
2024-01-11,C316I,Arure,Sta. Cruz de Tenerife," 21,5",6
2024-01-11,C129V,Fuencaliente,Sta. Cruz de Tenerife," 24,7",6
2024-01-11,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 10,6",0
2024-01-11,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 27,0",6
2024-01-11,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 24,2",6
2024-01-12,C316I,Arure,Sta. Cruz de Tenerife," 19,9",6
2024-01-12,C129V,Fuencaliente,Sta. Cruz de Tenerife," 23,9",6
2024-01-12,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife,"  8,3",0
2024-01-12,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 23,6",5
2024-01-12,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 24,2",6
2024-01-13,C316I,Arure,Sta. Cruz de Tenerife," 20,5",6
2024-01-13,C129V,Fuencaliente,Sta. Cruz de Tenerife," 23,7",4
2024-01-13,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 10,2",0
2024-01-13,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 23,4",3
2024-01-13,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 22,5",6
2024-01-14,C316I,Arure,Sta. Cruz de Tenerife," 20,6",6
2024-01-14,C129V,Fuencaliente,Sta. Cruz de Tenerife," 23,3",4
2024-01-14,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 12,9",6
2024-01-14,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 24,4",5
2024-01-14,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 20,8",6
2024-01-15,C316I,Arure,Sta. Cruz de Tenerife," 22,7",6
2024-01-15,C129V,Fuencaliente,Sta. Cruz de Tenerife," 22,9",4
2024-01-15,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 12,2",6
2024-01-15,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 25,6",6
2024-01-15,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 26,4",6
2024-01-16,C316I,Arure,Sta. Cruz de Tenerife," 20,3",6
2024-01-16,C129V,Fuencaliente,Sta. Cruz de Tenerife," 24,0",5
2024-01-16,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife,"  8,9",0
2024-01-16,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 25,8",6
2024-01-16,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 26,3",6
2024-01-17,C316I,Arure,Sta. Cruz de Tenerife," 18,5",6
2024-01-17,C129V,Fuencaliente,Sta. Cruz de Tenerife," 22,8",4
2024-01-17,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife,"  8,7",0
2024-01-17,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 26,5",6
2024-01-17,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 19,3",6
2024-01-18,C316I,Arure,Sta. Cruz de Tenerife," 15,4",3
2024-01-18,C129V,Fuencaliente,Sta. Cruz de Tenerife," 21,8",4
2024-01-18,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife,"  6,1",0
2024-01-18,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 20,9",1
2024-01-18,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 18,4",0
2024-01-19,C316I,Arure,Sta. Cruz de Tenerife," 13,9",2
2024-01-19,C129V,Fuencaliente,Sta. Cruz de Tenerife," 22,8",5
2024-01-19,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife,"  8,9",0
2024-01-19,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 24,4",5
2024-01-19,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 16,9",0
2024-01-20,C316I,Arure,Sta. Cruz de Tenerife," 14,7",6
2024-01-20,C129V,Fuencaliente,Sta. Cruz de Tenerife," 23,1",6
2024-01-20,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife,"  8,1",0
2024-01-20,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 25,6",6
2024-01-20,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 15,1",6
2024-01-21,C316I,Arure,Sta. Cruz de Tenerife," 13,1",6
2024-01-21,C129V,Fuencaliente,Sta. Cruz de Tenerife," 22,1",4
2024-01-21,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 14,4",6
2024-01-21,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 24,3",6
2024-01-21,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 14,0",0
2024-01-22,C316I,Arure,Sta. Cruz de Tenerife," 17,8",6
2024-01-22,C129V,Fuencaliente,Sta. Cruz de Tenerife," 22,0",4
2024-01-22,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 19,2",6
2024-01-22,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 24,6",6
2024-01-22,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 16,9",0
2024-01-23,C316I,Arure,Sta. Cruz de Tenerife," 21,9",6
2024-01-23,C129V,Fuencaliente,Sta. Cruz de Tenerife," 25,9",6
2024-01-23,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 14,9",6
2024-01-23,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 24,5",6
2024-01-23,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 22,3",6
2024-01-24,C316I,Arure,Sta. Cruz de Tenerife," 20,2",6
2024-01-24,C129V,Fuencaliente,Sta. Cruz de Tenerife," 24,4",5
2024-01-24,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 13,4",6
2024-01-24,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 23,6",6
2024-01-24,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 20,0",6
2024-01-25,C316I,Arure,Sta. Cruz de Tenerife," 20,7",6
2024-01-25,C129V,Fuencaliente,Sta. Cruz de Tenerife," 25,6",6
2024-01-25,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 11,9",6
2024-01-25,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 24,2",5
2024-01-25,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 20,3",6
2024-01-26,C316I,Arure,Sta. Cruz de Tenerife," 20,4",6
2024-01-26,C129V,Fuencaliente,Sta. Cruz de Tenerife," 26,0",6
2024-01-26,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 24,7",6
2024-01-26,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 23,4",6
2024-01-26,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 13,6",6
2024-01-27,C316I,Arure,Sta. Cruz de Tenerife," 20,6",6
2024-01-27,C129V,Fuencaliente,Sta. Cruz de Tenerife," 25,5",6
2024-01-27,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 25,3",6
2024-01-27,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 22,9",6
2024-01-27,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 13,6",0
2024-01-28,C316I,Arure,Sta. Cruz de Tenerife," 23,5",6
2024-01-28,C129V,Fuencaliente,Sta. Cruz de Tenerife," 25,4",6
2024-01-28,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 26,5",6
2024-01-28,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 26,5",6
2024-01-28,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 12,3",6
2024-01-29,C316I,Arure,Sta. Cruz de Tenerife," 21,3",5
2024-01-29,C129V,Fuencaliente,Sta. Cruz de Tenerife," 24,8",6
2024-01-29,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 26,2",6
2024-01-29,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 22,6",0
2024-01-29,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 12,5",6
2024-01-30,C316I,Arure,Sta. Cruz de Tenerife," 21,5",4
2024-01-30,C129V,Fuencaliente,Sta. Cruz de Tenerife," 24,6",6
2024-01-30,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 11,6",0
2024-01-30,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 27,0",6
2024-01-30,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 23,2",0
2024-01-31,C316I,Arure,Sta. Cruz de Tenerife," 21,7",5
2024-01-31,C129V,Fuencaliente,Sta. Cruz de Tenerife," 23,9",5
2024-01-31,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 10,6",0
2024-01-31,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 26,7",6
2024-01-31,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 22,0",0
2024-02-01,C316I,Arure,Sta. Cruz de Tenerife," 21,3",4
2024-02-01,C129V,Fuencaliente,Sta. Cruz de Tenerife," 26,8",6
2024-02-01,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 11,8",0
2024-02-01,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 25,6",5
2024-02-01,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 23,0",0
2024-02-02,C316I,Arure,Sta. Cruz de Tenerife," 21,8",5
2024-02-02,C129V,Fuencaliente,Sta. Cruz de Tenerife," 24,9",5
2024-02-02,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 10,7",0
2024-02-02,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 25,5",5
2024-02-02,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 22,3",0
2024-02-03,C316I,Arure,Sta. Cruz de Tenerife," 20,3",4
2024-02-03,C129V,Fuencaliente,Sta. Cruz de Tenerife," 24,4",5
2024-02-03,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife,"  9,6",0
2024-02-03,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 24,5",5
2024-02-03,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 22,1",0
2024-02-04,C316I,Arure,Sta. Cruz de Tenerife," 20,5",6
2024-02-04,C129V,Fuencaliente,Sta. Cruz de Tenerife," 25,9",6
2024-02-04,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 10,2",0
2024-02-04,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 25,5",6
2024-02-04,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 21,0",0
2024-02-05,C316I,Arure,Sta. Cruz de Tenerife," 20,9",3
2024-02-05,C129V,Fuencaliente,Sta. Cruz de Tenerife," 24,6",5
2024-02-05,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 11,5",0
2024-02-05,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 24,6",5
2024-02-05,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 22,7",6
2024-02-06,C316I,Arure,Sta. Cruz de Tenerife," 20,7",6
2024-02-06,C129V,Fuencaliente,Sta. Cruz de Tenerife," 25,1",6
2024-02-06,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 12,8",0
2024-02-06,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 25,1",6
2024-02-06,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 21,0",6
2024-02-07,C316I,Arure,Sta. Cruz de Tenerife," 22,1",6
2024-02-07,C129V,Fuencaliente,Sta. Cruz de Tenerife," 25,6",6
2024-02-07,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 13,8",6
2024-02-07,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 26,7",6
2024-02-07,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 22,3",6
2024-02-08,C316I,Arure,Sta. Cruz de Tenerife," 21,8",6
2024-02-08,C129V,Fuencaliente,Sta. Cruz de Tenerife," 25,0",6
2024-02-08,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 11,9",0
2024-02-08,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 26,4",6
2024-02-08,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 24,8",6
2024-02-09,C316I,Arure,Sta. Cruz de Tenerife," 16,5",2
2024-02-09,C129V,Fuencaliente,Sta. Cruz de Tenerife," 24,8",6
2024-02-09,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife,"  9,3",0
2024-02-09,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 22,5",3
2024-02-09,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 22,7",6
2024-02-10,C316I,Arure,Sta. Cruz de Tenerife," 18,6",0
2024-02-10,C129V,Fuencaliente,Sta. Cruz de Tenerife," 23,0",5
2024-02-10,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 12,1",0
2024-02-10,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 27,9",6
2024-02-10,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 21,0",6
2024-02-11,C316I,Arure,Sta. Cruz de Tenerife," 19,5",0
2024-02-11,C129V,Fuencaliente,Sta. Cruz de Tenerife," 22,7",4
2024-02-11,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 16,6",6
2024-02-11,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 26,1",5
2024-02-11,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 18,4",0
2024-02-12,C316I,Arure,Sta. Cruz de Tenerife," 23,3",0
2024-02-12,C129V,Fuencaliente,Sta. Cruz de Tenerife," 24,4",6
2024-02-12,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 17,8",6
2024-02-12,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 26,1",5
2024-02-12,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 21,7",0
2024-02-13,C316I,Arure,Sta. Cruz de Tenerife," 26,4",6
2024-02-13,C129V,Fuencaliente,Sta. Cruz de Tenerife," 24,1",5
2024-02-13,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 16,1",6
2024-02-13,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 26,2",5
2024-02-13,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 25,9",6
2024-02-14,C316I,Arure,Sta. Cruz de Tenerife," 19,9",2
2024-02-14,C129V,Fuencaliente,Sta. Cruz de Tenerife," 24,1",6
2024-02-14,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 12,9",6
2024-02-14,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 24,9",5
2024-02-14,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 20,7",0
2024-02-15,C316I,Arure,Sta. Cruz de Tenerife," 21,3",6
2024-02-15,C129V,Fuencaliente,Sta. Cruz de Tenerife," 24,5",6
2024-02-15,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 15,4",6
2024-02-15,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 25,8",6
2024-02-15,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 19,2",0
2024-02-16,C316I,Arure,Sta. Cruz de Tenerife," 18,9",3
2024-02-16,C129V,Fuencaliente,Sta. Cruz de Tenerife," 23,4",6
2024-02-16,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 18,9",6
2024-02-16,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 26,4",6
2024-02-16,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 16,2",0
2024-02-17,C316I,Arure,Sta. Cruz de Tenerife," 23,3",5
2024-02-17,C129V,Fuencaliente,Sta. Cruz de Tenerife," 23,5",6
2024-02-17,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 20,5",6
2024-02-17,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 25,9",5
2024-02-17,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 18,8",6
2024-02-18,C316I,Arure,Sta. Cruz de Tenerife," 20,9",6
2024-02-18,C129V,Fuencaliente,Sta. Cruz de Tenerife," 22,9",6
2024-02-18,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 18,1",6
2024-02-18,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 26,3",6
2024-02-18,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 18,7",6
2024-02-19,C316I,Arure,Sta. Cruz de Tenerife," 22,7",6
2024-02-19,C129V,Fuencaliente,Sta. Cruz de Tenerife," 23,9",6
2024-02-19,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 15,2",6
2024-02-19,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 26,9",6
2024-02-19,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 22,5",6
2024-02-20,C316I,Arure,Sta. Cruz de Tenerife," 22,3",6
2024-02-20,C129V,Fuencaliente,Sta. Cruz de Tenerife," 23,4",6
2024-02-20,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 17,3",6
2024-02-20,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 27,5",6
2024-02-20,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 19,6",6
2024-02-21,C316I,Arure,Sta. Cruz de Tenerife," 21,7",6
2024-02-21,C129V,Fuencaliente,Sta. Cruz de Tenerife," 23,4",6
2024-02-21,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 15,8",6
2024-02-21,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 25,9",6
2024-02-21,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 17,6",6
2024-02-22,C316I,Arure,Sta. Cruz de Tenerife," 23,7",6
2024-02-22,C129V,Fuencaliente,Sta. Cruz de Tenerife," 23,3",5
2024-02-22,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 16,6",6
2024-02-22,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 26,2",6
2024-02-22,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 22,7",6
2024-02-23,C316I,Arure,Sta. Cruz de Tenerife," 15,9",0
2024-02-23,C129V,Fuencaliente,Sta. Cruz de Tenerife," 23,5",5
2024-02-23,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 14,0",0
2024-02-23,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 24,7",4
2024-02-23,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 17,4",0
2024-02-24,C316I,Arure,Sta. Cruz de Tenerife," 13,4",0
2024-02-24,C129V,Fuencaliente,Sta. Cruz de Tenerife," 22,6",4
2024-02-24,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 12,6",0
2024-02-24,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 24,5",5
2024-02-24,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 14,8",0
2024-02-25,C316I,Arure,Sta. Cruz de Tenerife," 16,7",0
2024-02-25,C129V,Fuencaliente,Sta. Cruz de Tenerife," 23,3",5
2024-02-25,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 20,2",6
2024-02-25,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 25,4",5
2024-02-25,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 14,8",0
2024-02-26,C316I,Arure,Sta. Cruz de Tenerife," 14,3",0
2024-02-26,C129V,Fuencaliente,Sta. Cruz de Tenerife," 22,7",5
2024-02-26,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 15,8",6
2024-02-26,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 22,5",3
2024-02-26,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 13,9",0
2024-02-27,C316I,Arure,Sta. Cruz de Tenerife," 13,3",0
2024-02-27,C129V,Fuencaliente,Sta. Cruz de Tenerife," 21,6",3
2024-02-27,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 14,6",6
2024-02-27,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 24,2",5
2024-02-27,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 15,0",6
2024-02-28,C316I,Arure,Sta. Cruz de Tenerife," 13,8",0
2024-02-28,C129V,Fuencaliente,Sta. Cruz de Tenerife," 22,4",4
2024-02-28,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 14,7",6
2024-02-28,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 24,4",6
2024-02-28,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 14,5",0
2024-02-29,C316I,Arure,Sta. Cruz de Tenerife," 14,4",0
2024-02-29,C129V,Fuencaliente,Sta. Cruz de Tenerife," 21,9",6
2024-02-29,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 11,8",0
2024-02-29,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 25,0",6
2024-02-29,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 15,3",0
2024-03-01,C316I,Arure,Sta. Cruz de Tenerife," 12,6",0
2024-03-01,C129V,Fuencaliente,Sta. Cruz de Tenerife," 21,6",5
2024-03-01,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife,"  5,6",0
2024-03-01,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 13,5",0
2024-03-01,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 24,2",6
2024-03-02,C129V,Fuencaliente,Sta. Cruz de Tenerife," 22,5",5
2024-03-02,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife,"  1,2",0
2024-03-02,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 14,7",0
2024-03-02,C316I,Arure,Sta. Cruz de Tenerife," 13,1",0
2024-03-02,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 23,3",4
2024-03-03,C316I,Arure,Sta. Cruz de Tenerife," 13,3",0
2024-03-03,C129V,Fuencaliente,Sta. Cruz de Tenerife," 22,8",5
2024-03-03,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife,"  8,6",0
2024-03-03,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 15,7",0
2024-03-03,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 26,4",6
2024-03-04,C316I,Arure,Sta. Cruz de Tenerife," 15,8",0
2024-03-04,C129V,Fuencaliente,Sta. Cruz de Tenerife," 23,2",5
2024-03-04,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 14,5",0
2024-03-04,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 15,7",0
2024-03-04,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 25,0",5
2024-03-05,C129V,Fuencaliente,Sta. Cruz de Tenerife," 23,5",6
2024-03-05,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 12,5",0
2024-03-05,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 23,7",4
2024-03-05,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 15,8",0
2024-03-05,C316I,Arure,Sta. Cruz de Tenerife," 15,9",1
2024-03-06,C129V,Fuencaliente,Sta. Cruz de Tenerife," 23,4",6
2024-03-06,C101A,Roque de los Muchachos,Sta. Cruz de Tenerife," 12,1",0
2024-03-06,C319W,"Vallehermoso, Dama",Sta. Cruz de Tenerife," 23,4",3
2024-03-06,C468X,San Juan de La Rambla,Sta. Cruz de Tenerife," 15,7",6
