cod_ine,mun_norm,prov_norm,ccaa_norm,municipio,provincia,ccaa
04007,alcolea,almeria,andalucia,Alcolea,Almería,Andalucía
04008,alcontar,almeria,andalucia,Alcóntar,Almería,Andalucía
04009,alcudia-de-monteagud,almeria,andalucia,Alcudia de Monteagud,Almería,Andalucía
04010,alhabia,almeria,andalucia,Alhabia,Almería,Andalucía
04011,alhama-de-almeria,almeria,andalucia,Alhama de Almería,Almería,Andalucía
04012,alicun,almeria,andalucia,Alicún,Almería,Andalucía
04013,almeria,almeria,andalucia,Almería,Almería,Andalucía
04014,almocita,almeria,andalucia,Almócita,Almería,Andalucía
04015,alsodux,almeria,andalucia,Alsodux,Almería,Andalucía
04016,antas,almeria,andalucia,Antas,Almería,Andalucía
04017,arboleas,almeria,andalucia,Arboleas,Almería,Andalucía
04018,armuna-de-almanzora,almeria,andalucia,Armuña de Almanzora,Almería,Andalucía
04019,bacares,almeria,andalucia,Bacares,Almería,Andalucía
04904,balanegra,almeria,andalucia,Balanegra,Almería,Andalucía
04020,bayarcal,almeria,andalucia,Bayárcal,Almería,Andalucía
04021,bayarque,almeria,andalucia,Bayarque,Almería,Andalucía
04022,bedar,almeria,andalucia,Bédar,Almería,Andalucía
04023,beires,almeria,andalucia,Beires,Almería,Andalucía
04024,benahadux,almeria,andalucia,Benahadux,Almería,Andalucía
04026,benitagla,almeria,andalucia,Benitagla,Almería,Andalucía
04027,benizalon,almeria,andalucia,Benizalón,Almería,Andalucía
04028,bentarique,almeria,andalucia,Bentarique,Almería,Andalucía
04029,berja,almeria,andalucia,Berja,Almería,Andalucía
04030,canjayar,almeria,andalucia,Canjáyar,Almería,Andalucía
04031,cantoria,almeria,andalucia,Cantoria,Almería,Andalucía
04032,carboneras,almeria,andalucia,Carboneras,Almería,Andalucía
04033,castro-de-filabres,almeria,andalucia,Castro de Filabres,Almería,Andalucía
04036,chercos,almeria,andalucia,Chercos,Almería,Andalucía
04037,chirivel,almeria,andalucia,Chirivel,Almería,Andalucía
04034,cobdar,almeria,andalucia,Cóbdar,Almería,Andalucía
04035,cuevas-del-almanzora,almeria,andalucia,Cuevas del Almanzora,Almería,Andalucía
04038,dalias,almeria,andalucia,Dalías,Almería,Andalucía
04902,el-ejido,almeria,andalucia,El Ejido,Almería,Andalucía
04041,enix,almeria,andalucia,Enix,Almería,Andalucía
04043,felix,almeria,andalucia,Felix,Almería,Andalucía
04044,fines,almeria,andalucia,Fines,Almería,Andalucía
04045,finana,almeria,andalucia,Fiñana,Almería,Andalucía
04046,fondon,almeria,andalucia,Fondón,Almería,Andalucía
04047,gador,almeria,andalucia,Gádor,Almería,Andalucía
04048,los-gallardos,almeria,andalucia,Los Gallardos,Almería,Andalucía
04049,garrucha,almeria,andalucia,Garrucha,Almería,Andalucía
04050,gergal,almeria,andalucia,Gérgal,Almería,Andalucía
04051,huecija,almeria,andalucia,Huécija,Almería,Andalucía
04052,huercal-de-almeria,almeria,andalucia,Huércal de Almería,Almería,Andalucía
04053,huercal-overa,almeria,andalucia,Huércal-Overa,Almería,Andalucía
04054,illar,almeria,andalucia,Íllar,Almería,Andalucía
04055,instincion,almeria,andalucia,Instinción,Almería,Andalucía
04056,laroya,almeria,andalucia,Laroya,Almería,Andalucía
04057,laujar-de-andarax,almeria,andalucia,Láujar de Andarax,Almería,Andalucía
04058,lijar,almeria,andalucia,Líjar,Almería,Andalucía
04059,lubrin,almeria,andalucia,Lubrín,Almería,Andalucía
04060,lucainena-de-las-torres,almeria,andalucia,Lucainena de las Torres,Almería,Andalucía
04061,lucar,almeria,andalucia,Lúcar,Almería,Andalucía
04062,macael,almeria,andalucia,Macael,Almería,Andalucía
04063,maria,almeria,andalucia,María,Almería,Andalucía
04064,mojacar,almeria,andalucia,Mojácar,Almería,Andalucía
04903,la-mojonera,almeria,andalucia,La Mojonera,Almería,Andalucía
04065,nacimiento,almeria,andalucia,Nacimiento,Almería,Andalucía
04066,nijar,almeria,andalucia,Níjar,Almería,Andalucía
04067,ohanes,almeria,andalucia,Ohanes,Almería,Andalucía
04068,olula-de-castro,almeria,andalucia,Olula de Castro,Almería,Andalucía
04069,olula-del-rio,almeria,andalucia,Olula del Río,Almería,Andalucía
04070,oria,almeria,andalucia,Oria,Almería,Andalucía
04071,padules,almeria,andalucia,Padules,Almería,Andalucía
04072,partaloa,almeria,andalucia,Partaloa,Almería,Andalucía
04073,paterna-del-rio,almeria,andalucia,Paterna del Río,Almería,Andalucía
04074,pechina,almeria,andalucia,Pechina,Almería,Andalucía
04075,pulpi,almeria,andalucia,Pulpí,Almería,Andalucía
04076,purchena,almeria,andalucia,Purchena,Almería,Andalucía
04077,ragol,almeria,andalucia,Rágol,Almería,Andalucía
04078,rioja,almeria,andalucia,Rioja,Almería,Andalucía
04079,roquetas-de-mar,almeria,andalucia,Roquetas de Mar,Almería,Andalucía
04080,santa-cruz-de-marchena,almeria,andalucia,Santa Cruz de Marchena,Almería,Andalucía
04081,santa-fe-de-mondujar,almeria,andalucia,Santa Fe de Mondújar,Almería,Andalucía
04082,senes,almeria,andalucia,Senés,Almería,Andalucía
04083,seron,almeria,andalucia,Serón,Almería,Andalucía
04084,sierro,almeria,andalucia,Sierro,Almería,Andalucía
04085,somontin,almeria,andalucia,Somontín,Almería,Andalucía
04086,sorbas,almeria,andalucia,Sorbas,Almería,Andalucía
04087,sufli,almeria,andalucia,Suflí,Almería,Andalucía
04088,tabernas,almeria,andalucia,Tabernas,Almería,Andalucía
04089,taberno,almeria,andalucia,Taberno,Almería,Andalucía
04090,tahal,almeria,andalucia,Tahal,Almería,Andalucía
04091,terque,almeria,andalucia,Terque,Almería,Andalucía
04092,tijola,almeria,andalucia,Tíjola,Almería,Andalucía
04901,las-tres-villas,almeria,andalucia,Las Tres Villas,Almería,Andalucía
04093,turre,almeria,andalucia,Turre,Almería,Andalucía
04094,turrillas,almeria,andalucia,Turrillas,Almería,Andalucía
04095,uleila-del-campo,almeria,andalucia,Uleila del Campo,Almería,Andalucía
04096,urracal,almeria,andalucia,Urrácal,Almería,Andalucía
04097,velefique,almeria,andalucia,Velefique,Almería,Andalucía
04098,velez-blanco,almeria,andalucia,Vélez-Blanco,Almería,Andalucía
04099,velez-rubio,almeria,andalucia,Vélez-Rubio,Almería,Andalucía
04100,vera,almeria,andalucia,Vera,Almería,Andalucía
04101,viator,almeria,andalucia,Viator,Almería,Andalucía
04102,vicar,almeria,andalucia,Vícar,Almería,Andalucía
04103,zurgena,almeria,andalucia,Zurgena,Almería,Andalucía
01051,agurain,alava,pais-vasco,Agurain/Salvatierra,Álava,País Vasco
01001,alegria-dulantzi,alava,pais-vasco,Alegría-Dulantzi,Álava,País Vasco
01002,amurrio,alava,pais-vasco,Amurrio,Álava,País Vasco
01049,anana,alava,pais-vasco,Añana,Álava,País Vasco
01003,aramaio,alava,pais-vasco,Aramaio,Álava,País Vasco
01006,arminon,alava,pais-vasco,Armiñón,Álava,País Vasco
01037,arraia-maeztu,alava,pais-vasco,Arraia-Maeztu,Álava,País Vasco
01008,arratzua-ubarrundia,alava,pais-vasco,Arratzua-Ubarrundia,Álava,País Vasco
01004,artziniega,alava,pais-vasco,Artziniega,Álava,País Vasco
01009,asparrena,alava,pais-vasco,Asparrena,Álava,País Vasco
01010,ayala,alava,pais-vasco,Ayala/Aiara,Álava,País Vasco
01011,banos-de-ebro,alava,pais-vasco,Baños de Ebro/Mañueta,Álava,País Vasco
01013,barrundia,alava,pais-vasco,Barrundia,Álava,País Vasco
01014,berantevilla,alava,pais-vasco,Berantevilla,Álava,País Vasco
01016,bernedo,alava,pais-vasco,Bernedo,Álava,País Vasco
01017,campezo,alava,pais-vasco,Campezo/Kanpezu,Álava,País Vasco
01021,elburgo,alava,pais-vasco,Elburgo/Burgelu,Álava,País Vasco
01022,elciego,alava,pais-vasco,Elciego,Álava,País Vasco
01023,elvillar,alava,pais-vasco,Elvillar/Bilar,Álava,País Vasco
01047,erriberabeitia,alava,pais-vasco,Erriberabeitia/Ribera Baja,Álava,País Vasco
01046,erriberagoitia,alava,pais-vasco,Erriberagoitia/Ribera Alta,Álava,País Vasco
01056,harana,alava,pais-vasco,Harana/Valle de Arana,Álava,País Vasco
01901,iruna-oka,alava,pais-vasco,Iruña Oka/Iruña de Oca,Álava,País Vasco
01027,iruraiz-gauna,alava,pais-vasco,Iruraiz-Gauna,Álava,País Vasco
01019,kripan,alava,pais-vasco,Kripan,Álava,País Vasco
01020,kuartango,alava,pais-vasco,Kuartango,Álava,País Vasco
01028,labastida,alava,pais-vasco,Labastida/Bastida,Álava,País Vasco
01030,lagran,alava,pais-vasco,Lagrán,Álava,País Vasco
01031,laguardia,alava,pais-vasco,Laguardia,Álava,País Vasco
01032,lanciego,alava,pais-vasco,Lanciego/Lantziego,Álava,País Vasco
01902,lantaron,alava,pais-vasco,Lantarón,Álava,País Vasco
01033,lapuebla-de-labarca,alava,pais-vasco,Lapuebla de Labarca,Álava,País Vasco
01036,laudio,alava,pais-vasco,Laudio/Llodio,Álava,País Vasco
01058,legutio,alava,pais-vasco,Legutio,Álava,País Vasco
01034,leza,alava,pais-vasco,Leza,Álava,País Vasco
01039,moreda-de-alava,alava,pais-vasco,Moreda de Álava/Moreda Araba,Álava,País Vasco
01041,navaridas,alava,pais-vasco,Navaridas,Álava,País Vasco
01042,okondo,alava,pais-vasco,Okondo,Álava,País Vasco
01043,oyon-oion,alava,pais-vasco,Oyón-Oion,Álava,País Vasco
01044,penacerrada-urizaharra,alava,pais-vasco,Peñacerrada-Urizaharra,Álava,País Vasco
01052,samaniego,alava,pais-vasco,Samaniego,Álava,País Vasco
01053,san-millan,alava,pais-vasco,San Millán/Donemiliaga,Álava,País Vasco
01054,urkabustaiz,alava,pais-vasco,Urkabustaiz,Álava,País Vasco
01055,valdegovia,alava,pais-vasco,Valdegovía/Gaubea,Álava,País Vasco
01057,villabuena-de-alava,alava,pais-vasco,Villabuena de Álava/Eskuernaga,Álava,País Vasco
01059,vitoria-gasteiz,alava,pais-vasco,Vitoria-Gasteiz,Álava,País Vasco
01060,yecora,alava,pais-vasco,Yécora/Iekora,Álava,País Vasco
01061,zalduondo,alava,pais-vasco,Zalduondo,Álava,País Vasco
01062,zambrana,alava,pais-vasco,Zambrana,Álava,País Vasco
01018,zigoitia,alava,pais-vasco,Zigoitia,Álava,País Vasco
01063,zuia,alava,pais-vasco,Zuia,Álava,País Vasco
33001,allande,asturias,asturias,Allande,Asturias,Asturias
33002,aller,asturias,asturias,Aller,Asturias,Asturias
33003,amieva,asturias,asturias,Amieva,Asturias,Asturias
33004,aviles,asturias,asturias,Avilés,Asturias,Asturias
33005,belmonte-de-miranda,asturias,asturias,Belmonte de Miranda,Asturias,Asturias
33006,bimenes,asturias,asturias,Bimenes,Asturias,Asturias
33007,boal,asturias,asturias,Boal,Asturias,Asturias
33008,cabrales,asturias,asturias,Cabrales,Asturias,Asturias
33009,cabranes,asturias,asturias,Cabranes,Asturias,Asturias
33010,candamo,asturias,asturias,Candamo,Asturias,Asturias
33012,cangas-de-onis,asturias,asturias,Cangas de Onís,Asturias,Asturias
33011,cangas-del-narcea,asturias,asturias,Cangas del Narcea,Asturias,Asturias
33013,caravia,asturias,asturias,Caravia,Asturias,Asturias
33014,carreno,asturias,asturias,Carreño,Asturias,Asturias
33015,caso,asturias,asturias,Caso,Asturias,Asturias
33016,castrillon,asturias,asturias,Castrillón,Asturias,Asturias
33017,castropol,asturias,asturias,Castropol,Asturias,Asturias
33018,coana,asturias,asturias,Coaña,Asturias,Asturias
33019,colunga,asturias,asturias,Colunga,Asturias,Asturias
33020,corvera-de-asturias,asturias,asturias,Corvera de Asturias,Asturias,Asturias
33021,cudillero,asturias,asturias,Cudillero,Asturias,Asturias
33022,degana,asturias,asturias,Degaña,Asturias,Asturias
33023,el-franco,asturias,asturias,El Franco,Asturias,Asturias
33024,gijon,asturias,asturias,Gijón,Asturias,Asturias
33025,gozon,asturias,asturias,Gozón,Asturias,Asturias
33026,grado,asturias,asturias,Grado,Asturias,Asturias
33027,grandas-de-salime,asturias,asturias,Grandas de Salime,Asturias,Asturias
33028,ibias,asturias,asturias,Ibias,Asturias,Asturias
33029,illano,asturias,asturias,Illano,Asturias,Asturias
33030,illas,asturias,asturias,Illas,Asturias,Asturias
33031,langreo,asturias,asturias,Langreo,Asturias,Asturias
33032,laviana,asturias,asturias,Laviana,Asturias,Asturias
33033,lena,asturias,asturias,Lena,Asturias,Asturias
33035,llanera,asturias,asturias,Llanera,Asturias,Asturias
33036,llanes,asturias,asturias,Llanes,Asturias,Asturias
33037,mieres,asturias,asturias,Mieres,Asturias,Asturias
33038,morcin,asturias,asturias,Morcín,Asturias,Asturias
33039,muros-de-nalon,asturias,asturias,Muros de Nalón,Asturias,Asturias
33040,nava,asturias,asturias,Nava,Asturias,Asturias
33041,navia,asturias,asturias,Navia,Asturias,Asturias
33042,norena,asturias,asturias,Noreña,Asturias,Asturias
33043,onis,asturias,asturias,Onís,Asturias,Asturias
33044,oviedo,asturias,asturias,Oviedo,Asturias,Asturias
33045,parres,asturias,asturias,Parres,Asturias,Asturias
33046,penamellera-alta,asturias,asturias,Peñamellera Alta,Asturias,Asturias
33047,penamellera-baja,asturias,asturias,Peñamellera Baja,Asturias,Asturias
33048,pesoz,asturias,asturias,Pesoz,Asturias,Asturias
33049,pilona,asturias,asturias,Piloña,Asturias,Asturias
33050,ponga,asturias,asturias,Ponga,Asturias,Asturias
33051,pravia,asturias,asturias,Pravia,Asturias,Asturias
33052,proaza,asturias,asturias,Proaza,Asturias,Asturias
33053,quiros,asturias,asturias,Quirós,Asturias,Asturias
33054,las-regueras,asturias,asturias,Las Regueras,Asturias,Asturias
33055,ribadedeva,asturias,asturias,Ribadedeva,Asturias,Asturias
33056,ribadesella,asturias,asturias,Ribadesella,Asturias,Asturias
33057,ribera-de-arriba,asturias,asturias,Ribera de Arriba,Asturias,Asturias
33058,riosa,asturias,asturias,Riosa,Asturias,Asturias
33059,salas,asturias,asturias,Salas,Asturias,Asturias
33061,san-martin-de-oscos,asturias,asturias,San Martín de Oscos,Asturias,Asturias
33060,san-martin-del-rey-aurelio,asturias,asturias,San Martín del Rey Aurelio,Asturias,Asturias
33063,san-tirso-de-abres,asturias,asturias,San Tirso de Abres,Asturias,Asturias
33062,santa-eulalia-de-oscos,asturias,asturias,Santa Eulalia de Oscos,Asturias,Asturias
33064,santo-adriano,asturias,asturias,Santo Adriano,Asturias,Asturias
33065,sariego,asturias,asturias,Sariego,Asturias,Asturias
33066,siero,asturias,asturias,Siero,Asturias,Asturias
33067,sobrescobio,asturias,asturias,Sobrescobio,Asturias,Asturias
33068,somiedo,asturias,asturias,Somiedo,Asturias,Asturias
33069,soto-del-barco,asturias,asturias,Soto del Barco,Asturias,Asturias
33070,tapia-de-casariego,asturias,asturias,Tapia de Casariego,Asturias,Asturias
33071,taramundi,asturias,asturias,Taramundi,Asturias,Asturias
33072,teverga,asturias,asturias,Teverga,Asturias,Asturias
33073,tineo,asturias,asturias,Tineo,Asturias,Asturias
33034,valdes,asturias,asturias,Valdés,Asturias,Asturias
33074,vegadeo,asturias,asturias,Vegadeo,Asturias,Asturias
33075,villanueva-de-oscos,asturias,asturias,Villanueva de Oscos,Asturias,Asturias
33076,villaviciosa,asturias,asturias,Villaviciosa,Asturias,Asturias
33077,villayon,asturias,asturias,Villayón,Asturias,Asturias
33078,yernes-y-tameza,asturias,asturias,Yernes y Tameza,Asturias,Asturias
05001,adanero,avila,castilla-y-leon,Adanero,Ávila,Castilla y León
05002,la-adrada,avila,castilla-y-leon,La Adrada,Ávila,Castilla y León
05005,albornos,avila,castilla-y-leon,Albornos,Ávila,Castilla y León
05007,aldeanueva-de-santa-cruz,avila,castilla-y-leon,Aldeanueva de Santa Cruz,Ávila,Castilla y León
05008,aldeaseca,avila,castilla-y-leon,Aldeaseca,Ávila,Castilla y León
05010,la-aldehuela,avila,castilla-y-leon,La Aldehuela,Ávila,Castilla y León
05012,amavida,avila,castilla-y-leon,Amavida,Ávila,Castilla y León
05013,el-arenal,avila,castilla-y-leon,El Arenal,Ávila,Castilla y León
05014,arenas-de-san-pedro,avila,castilla-y-leon,Arenas de San Pedro,Ávila,Castilla y León
05015,arevalillo,avila,castilla-y-leon,Arevalillo,Ávila,Castilla y León
05016,arevalo,avila,castilla-y-leon,Arévalo,Ávila,Castilla y León
05017,aveinte,avila,castilla-y-leon,Aveinte,Ávila,Castilla y León
05018,avellaneda,avila,castilla-y-leon,Avellaneda,Ávila,Castilla y León
05019,avila,avila,castilla-y-leon,Ávila,Ávila,Castilla y León
05021,el-barco-de-avila,avila,castilla-y-leon,El Barco de Ávila,Ávila,Castilla y León
05022,el-barraco,avila,castilla-y-leon,El Barraco,Ávila,Castilla y León
05023,barroman,avila,castilla-y-leon,Barromán,Ávila,Castilla y León
05024,becedas,avila,castilla-y-leon,Becedas,Ávila,Castilla y León
05025,becedillas,avila,castilla-y-leon,Becedillas,Ávila,Castilla y León
05026,bercial-de-zapardiel,avila,castilla-y-leon,Bercial de Zapardiel,Ávila,Castilla y León
05027,las-berlanas,avila,castilla-y-leon,Las Berlanas,Ávila,Castilla y León
05029,bernuy-zapardiel,avila,castilla-y-leon,Bernuy-Zapardiel,Ávila,Castilla y León
05030,berrocalejo-de-aragona,avila,castilla-y-leon,Berrocalejo de Aragona,Ávila,Castilla y León
05033,blascomillan,avila,castilla-y-leon,Blascomillán,Ávila,Castilla y León
05034,blasconuno-de-matacabras,avila,castilla-y-leon,Blasconuño de Matacabras,Ávila,Castilla y León
05035,blascosancho,avila,castilla-y-leon,Blascosancho,Ávila,Castilla y León
05036,el-bohodon,avila,castilla-y-leon,El Bohodón,Ávila,Castilla y León
05037,bohoyo,avila,castilla-y-leon,Bohoyo,Ávila,Castilla y León
05038,bonilla-de-la-sierra,avila,castilla-y-leon,Bonilla de la Sierra,Ávila,Castilla y León
05039,brabos,avila,castilla-y-leon,Brabos,Ávila,Castilla y León
05040,bularros,avila,castilla-y-leon,Bularros,Ávila,Castilla y León
05041,burgohondo,avila,castilla-y-leon,Burgohondo,Ávila,Castilla y León
05042,cabezas-de-alambre,avila,castilla-y-leon,Cabezas de Alambre,Ávila,Castilla y León
05043,cabezas-del-pozo,avila,castilla-y-leon,Cabezas del Pozo,Ávila,Castilla y León
05044,cabezas-del-villar,avila,castilla-y-leon,Cabezas del Villar,Ávila,Castilla y León
05045,cabizuela,avila,castilla-y-leon,Cabizuela,Ávila,Castilla y León
05046,canales,avila,castilla-y-leon,Canales,Ávila,Castilla y León
05047,candeleda,avila,castilla-y-leon,Candeleda,Ávila,Castilla y León
05048,cantiveros,avila,castilla-y-leon,Cantiveros,Ávila,Castilla y León
05049,cardenosa,avila,castilla-y-leon,Cardeñosa,Ávila,Castilla y León
05051,la-carrera,avila,castilla-y-leon,La Carrera,Ávila,Castilla y León
05052,casas-del-puerto,avila,castilla-y-leon,Casas del Puerto,Ávila,Castilla y León
05053,casasola,avila,castilla-y-leon,Casasola,Ávila,Castilla y León
05054,casavieja,avila,castilla-y-leon,Casavieja,Ávila,Castilla y León
05055,casillas,avila,castilla-y-leon,Casillas,Ávila,Castilla y León
05056,castellanos-de-zapardiel,avila,castilla-y-leon,Castellanos de Zapardiel,Ávila,Castilla y León
05057,cebreros,avila,castilla-y-leon,Cebreros,Ávila,Castilla y León
05058,cepeda-la-mora,avila,castilla-y-leon,Cepeda la Mora,Ávila,Castilla y León
05067,chamartin,avila,castilla-y-leon,Chamartín,Ávila,Castilla y León
05059,cillan,avila,castilla-y-leon,Cillán,Ávila,Castilla y León
05060,cisla,avila,castilla-y-leon,Cisla,Ávila,Castilla y León
05061,la-colilla,avila,castilla-y-leon,La Colilla,Ávila,Castilla y León
05062,collado-de-contreras,avila,castilla-y-leon,Collado de Contreras,Ávila,Castilla y León
10065,collado-de-la-vera,caceres,extremadura,Collado de la Vera,Cáceres,Extremadura
05064,constanzana,avila,castilla-y-leon,Constanzana,Ávila,Castilla y León
05065,crespos,avila,castilla-y-leon,Crespos,Ávila,Castilla y León
05066,cuevas-del-valle,avila,castilla-y-leon,Cuevas del Valle,Ávila,Castilla y León
05903,diego-del-carpio,avila,castilla-y-leon,Diego del Carpio,Ávila,Castilla y León
05069,donjimeno,avila,castilla-y-leon,Donjimeno,Ávila,Castilla y León
05070,donvidas,avila,castilla-y-leon,Donvidas,Ávila,Castilla y León
05072,espinosa-de-los-caballeros,avila,castilla-y-leon,Espinosa de los Caballeros,Ávila,Castilla y León
05073,flores-de-avila,avila,castilla-y-leon,Flores de Ávila,Ávila,Castilla y León
05074,fontiveros,avila,castilla-y-leon,Fontiveros,Ávila,Castilla y León
