fecha,fecha_falsa,indicativo,tmax,mediana,fecha_fin,dif_actual,estacion,provincia,recuento,inicio_serie,color
1966-06-20,06-20,8414A,34.5,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1967-06-20,06-20,8414A,25.6,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1968-06-20,06-20,8414A,27.2,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1969-06-20,06-20,8414A,25.4,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1970-06-20,06-20,8414A,26.2,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1971-06-20,06-20,8414A,30.3,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1972-06-20,06-20,8414A,24.2,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1973-06-20,06-20,8414A,27.4,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1974-06-20,06-20,8414A,26.2,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1975-06-20,06-20,8414A,27.2,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1976-06-20,06-20,8414A,30.6,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1977-06-20,06-20,8414A,29.5,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1978-06-20,06-20,8414A,22.4,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1979-06-20,06-20,8414A,26.8,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1980-06-20,06-20,8414A,25.6,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1981-06-20,06-20,8414A,25.4,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1982-06-20,06-20,8414A,28.2,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1983-06-20,06-20,8414A,23.6,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1984-06-20,06-20,8414A,26.8,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1985-06-20,06-20,8414A,26,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1986-06-20,06-20,8414A,26.2,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1987-06-20,06-20,8414A,29.9,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1988-06-20,06-20,8414A,29.4,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1989-06-20,06-20,8414A,28.6,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1990-06-20,06-20,8414A,33,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1991-06-20,06-20,8414A,32,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1992-06-20,06-20,8414A,22,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1993-06-20,06-20,8414A,29,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1994-06-20,06-20,8414A,28,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1995-06-20,06-20,8414A,25,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1996-06-20,06-20,8414A,34,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1997-06-20,06-20,8414A,27,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1998-06-20,06-20,8414A,28,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
1999-06-20,06-20,8414A,27.2,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
2000-06-20,06-20,8414A,27,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
2001-06-20,06-20,8414A,29.8,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
2002-06-20,06-20,8414A,30.4,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
2003-06-20,06-20,8414A,33.4,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
2004-06-20,06-20,8414A,26,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
2005-06-20,06-20,8414A,34.1,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
2006-06-20,06-20,8414A,29.1,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
2007-06-20,06-20,8414A,30.5,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
2008-06-20,06-20,8414A,28.9,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
2009-06-20,06-20,8414A,27.8,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
2010-06-20,06-20,8414A,28.5,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
2011-06-20,06-20,8414A,27.4,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
2012-06-20,06-20,8414A,32.6,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
2013-06-20,06-20,8414A,26.3,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
2014-06-20,06-20,8414A,29.7,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
2015-06-20,06-20,8414A,26.5,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
2016-06-20,06-20,8414A,26.3,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
2017-06-20,06-20,8414A,32.3,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
2018-06-20,06-20,8414A,29.9,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
2019-06-20,06-20,8414A,26.6,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
2020-06-20,06-20,8414A,28.2,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
2021-06-20,06-20,8414A,30.4,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
2022-06-20,06-20,8414A,32.3,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
2023-06-20,06-20,8414A,31,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c4c4c4
2024-06-20,06-20,8414A,31.5,28,2024-06-20,3.5,Valencia Aeropuerto,Valencia,443,1965-01-01,#c71e1d
1961-06-20,06-20,1351,17.1,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
1962-06-20,06-20,1351,21.8,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
1963-06-20,06-20,1351,25,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
1965-06-20,06-20,1351,19,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
1966-06-20,06-20,1351,17,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
1967-06-20,06-20,1351,19,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
1968-06-20,06-20,1351,17.4,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
1969-06-20,06-20,1351,17,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
1995-06-20,06-20,1351,19,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
1996-06-20,06-20,1351,20.9,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
1997-06-20,06-20,1351,18.7,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
1998-06-20,06-20,1351,22.3,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
1999-06-20,06-20,1351,20.9,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
2000-06-20,06-20,1351,20.2,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
2001-06-20,06-20,1351,17.2,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
2002-06-20,06-20,1351,16.3,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
2006-06-20,06-20,1351,19.1,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
2007-06-20,06-20,1351,20.2,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
2008-06-20,06-20,1351,21.8,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
2010-06-20,06-20,1351,18.6,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
2011-06-20,06-20,1351,22.7,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
2012-06-20,06-20,1351,18.6,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
2013-06-20,06-20,1351,16.6,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
2014-06-20,06-20,1351,22.2,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
2015-06-20,06-20,1351,18.6,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
2016-06-20,06-20,1351,22,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
2017-06-20,06-20,1351,23.9,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
2018-06-20,06-20,1351,19.3,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
2019-06-20,06-20,1351,18.6,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
2020-06-20,06-20,1351,20.4,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
2021-06-20,06-20,1351,16,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
2022-06-20,06-20,1351,17.3,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
2023-06-20,06-20,1351,20.2,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c4c4c4
2024-06-20,06-20,1351,16.5,19,2024-06-20,-2.5,Estaca de Bares,A Coruña,289,1961-01-01,#c71e1d
1931-06-20,06-20,1387,17.3,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1932-06-20,06-20,1387,19,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1933-06-20,06-20,1387,18.3,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1934-06-20,06-20,1387,18.4,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1935-06-20,06-20,1387,21.9,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1936-06-20,06-20,1387,19.6,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1937-06-20,06-20,1387,18.1,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1938-06-20,06-20,1387,24.6,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1939-06-20,06-20,1387,20.5,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1940-06-20,06-20,1387,22,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1941-06-20,06-20,1387,26,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1942-06-20,06-20,1387,21.5,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1943-06-20,06-20,1387,20,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1944-06-20,06-20,1387,19.6,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1945-06-20,06-20,1387,17.6,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1946-06-20,06-20,1387,18.5,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1947-06-20,06-20,1387,22.4,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1948-06-20,06-20,1387,19.9,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1949-06-20,06-20,1387,23.4,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1950-06-20,06-20,1387,18.5,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1951-06-20,06-20,1387,23.2,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1952-06-20,06-20,1387,18.2,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1953-06-20,06-20,1387,22.4,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1954-06-20,06-20,1387,19,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1955-06-20,06-20,1387,20.8,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1956-06-20,06-20,1387,19.2,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1957-06-20,06-20,1387,19.2,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1958-06-20,06-20,1387,18.8,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1959-06-20,06-20,1387,19.8,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1960-06-20,06-20,1387,19.4,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1961-06-20,06-20,1387,22.6,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1962-06-20,06-20,1387,20.6,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1963-06-20,06-20,1387,22.6,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1964-06-20,06-20,1387,20.8,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1965-06-20,06-20,1387,24,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1966-06-20,06-20,1387,17.6,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1967-06-20,06-20,1387,20,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1968-06-20,06-20,1387,19,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1969-06-20,06-20,1387,17.8,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1970-06-20,06-20,1387,18.6,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1971-06-20,06-20,1387,17.6,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1972-06-20,06-20,1387,16.6,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1973-06-20,06-20,1387,17.2,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1974-06-20,06-20,1387,20,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1975-06-20,06-20,1387,20.2,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1976-06-20,06-20,1387,18.4,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1977-06-20,06-20,1387,19,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1978-06-20,06-20,1387,18,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1979-06-20,06-20,1387,18.6,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1980-06-20,06-20,1387,17.2,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1981-06-20,06-20,1387,21.8,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1982-06-20,06-20,1387,21.6,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1983-06-20,06-20,1387,24.4,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1984-06-20,06-20,1387,17.8,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1985-06-20,06-20,1387,21.2,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1986-06-20,06-20,1387,17.4,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1987-06-20,06-20,1387,19.8,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1988-06-20,06-20,1387,23.6,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1989-06-20,06-20,1387,23,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1990-06-20,06-20,1387,21,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1991-06-20,06-20,1387,21.8,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1992-06-20,06-20,1387,21.6,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1993-06-20,06-20,1387,22.8,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1994-06-20,06-20,1387,20,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1995-06-20,06-20,1387,21,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1996-06-20,06-20,1387,20.2,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1997-06-20,06-20,1387,19.4,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1998-06-20,06-20,1387,27,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
1999-06-20,06-20,1387,19.6,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
2000-06-20,06-20,1387,21,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
2001-06-20,06-20,1387,28.4,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
2002-06-20,06-20,1387,19.4,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
2003-06-20,06-20,1387,30.8,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
2004-06-20,06-20,1387,20.8,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
2005-06-20,06-20,1387,20,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
2006-06-20,06-20,1387,19.2,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
2007-06-20,06-20,1387,21.2,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
2008-06-20,06-20,1387,24.8,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
2009-06-20,06-20,1387,22.6,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
2010-06-20,06-20,1387,20.2,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
2011-06-20,06-20,1387,25,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
2012-06-20,06-20,1387,20.4,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
2013-06-20,06-20,1387,17.8,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
2014-06-20,06-20,1387,22,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
2015-06-20,06-20,1387,21.8,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
2016-06-20,06-20,1387,23.2,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
2017-06-20,06-20,1387,27.3,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
2018-06-20,06-20,1387,22.7,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
2019-06-20,06-20,1387,17.9,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
2020-06-20,06-20,1387,23.9,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
2021-06-20,06-20,1387,17.4,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
2022-06-20,06-20,1387,17.2,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
2023-06-20,06-20,1387,22.1,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c4c4c4
2024-06-20,06-20,1387,17.4,20.1,2024-06-20,-2.700000000000003,A Coruña,A Coruña,1064,1930-10-01,#c71e1d
1972-06-20,06-20,1387E,17.6,21,2024-06-20,-2.8000000000000007,A Coruña Aeropuerto,A Coruña,874,1971-12-01,#c4c4c4
1973-06-20,06-20,1387E,17.8,21,2024-06-20,-2.8000000000000007,A Coruña Aeropuerto,A Coruña,874,1971-12-01,#c4c4c4
1974-06-20,06-20,1387E,20,21,2024-06-20,-2.8000000000000007,A Coruña Aeropuerto,A Coruña,874,1971-12-01,#c4c4c4
1975-06-20,06-20,1387E,21.5,21,2024-06-20,-2.8000000000000007,A Coruña Aeropuerto,A Coruña,874,1971-12-01,#c4c4c4
1976-06-20,06-20,1387E,22.2,21,2024-06-20,-2.8000000000000007,A Coruña Aeropuerto,A Coruña,874,1971-12-01,#c4c4c4
1977-06-20,06-20,1387E,17.7,21,2024-06-20,-2.8000000000000007,A Coruña Aeropuerto,A Coruña,874,1971-12-01,#c4c4c4
1978-06-20,06-20,1387E,18,21,2024-06-20,-2.8000000000000007,A Coruña Aeropuerto,A Coruña,874,1971-12-01,#c4c4c4
1979-06-20,06-20,1387E,18.6,21,2024-06-20,-2.8000000000000007,A Coruña Aeropuerto,A Coruña,874,1971-12-01,#c4c4c4
1980-06-20,06-20,1387E,17.8,21,2024-06-20,-2.8000000000000007,A Coruña Aeropuerto,A Coruña,874,1971-12-01,#c4c4c4
1981-06-20,06-20,1387E,24.8,21,2024-06-20,-2.8000000000000007,A Coruña Aeropuerto,A Coruña,874,1971-12-01,#c4c4c4
1982-06-20,06-20,1387E,19.8,21,2024-06-20,-2.8000000000000007,A Coruña Aeropuerto,A Coruña,874,1971-12-01,#c4c4c4
1983-06-20,06-20,1387E,25.6,21,2024-06-20,-2.8000000000000007,A Coruña Aeropuerto,A Coruña,874,1971-12-01,#c4c4c4
1984-06-20,06-20,1387E,18,21,2024-06-20,-2.8000000000000007,A Coruña Aeropuerto,A Coruña,874,1971-12-01,#c4c4c4
1985-06-20,06-20,1387E,21.8,21,2024-06-20,-2.8000000000000007,A Coruña Aeropuerto,A Coruña,874,1971-12-01,#c4c4c4
1986-06-20,06-20,1387E,19,21,2024-06-20,-2.8000000000000007,A Coruña Aeropuerto,A Coruña,874,1971-12-01,#c4c4c4
1987-06-20,06-20,1387E,19.6,21,2024-06-20,-2.8000000000000007,A Coruña Aeropuerto,A Coruña,874,1971-12-01,#c4c4c4
1988-06-20,06-20,1387E,26.6,21,2024-06-20,-2.8000000000000007,A Coruña Aeropuerto,A Coruña,874,1971-12-01,#c4c4c4
1989-06-20,06-20,1387E,28.4,21,2024-06-20,-2.8000000000000007,A Coruña Aeropuerto,A Coruña,874,1971-12-01,#c4c4c4
1990-06-20,06-20,1387E,20.6,21,2024-06-20,-2.8000000000000007,A Coruña Aeropuerto,A Coruña,874,1971-12-01,#c4c4c4
1991-06-20,06-20,1387E,22.6,21,2024-06-20,-2.8000000000000007,A Coruña Aeropuerto,A Coruña,874,1971-12-01,#c4c4c4
1992-06-20,06-20,1387E,19,21,2024-06-20,-2.8000000000000007,A Coruña Aeropuerto,A Coruña,874,1971-12-01,#c4c4c4
