date,provincia,2024,Media 2009-2023,tipo,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,min,max
2024-12-10,Almería,NA,1.8,Incendios,2,5,0,2,3,1,4,0,0,0,1,2,1,3,1,4,0,4
2024-12-11,Almería,NA,1354.3333333333333,Hectáreas,271,9280,0,95,663,88,6509,0,0,0,121,1236,224,1737,71,291,0,6509
2024-12-11,Almería,NA,1.8,Incendios,2,5,0,2,3,1,4,0,0,0,1,2,1,3,1,4,0,4
2024-12-12,Almería,NA,1354.3333333333333,Hectáreas,271,9280,0,95,663,88,6509,0,0,0,121,1236,224,1737,71,291,0,6509
2024-12-12,Almería,NA,1.8,Incendios,2,5,0,2,3,1,4,0,0,0,1,2,1,3,1,4,0,4
2024-12-13,Almería,NA,1354.3333333333333,Hectáreas,271,9280,0,95,663,88,6509,0,0,0,121,1236,224,1737,71,291,0,6509
2024-12-13,Almería,NA,1.8,Incendios,2,5,0,2,3,1,4,0,0,0,1,2,1,3,1,4,0,4
2024-12-14,Almería,NA,1354.3333333333333,Hectáreas,271,9280,0,95,663,88,6509,0,0,0,121,1236,224,1737,71,291,0,6509
2024-12-14,Almería,NA,1.8,Incendios,2,5,0,2,3,1,4,0,0,0,1,2,1,3,1,4,0,4
2024-12-15,Almería,NA,1354.3333333333333,Hectáreas,271,9280,0,95,663,88,6509,0,0,0,121,1236,224,1737,71,291,0,6509
2024-12-15,Almería,NA,1.8,Incendios,2,5,0,2,3,1,4,0,0,0,1,2,1,3,1,4,0,4
2024-12-16,Almería,NA,1354.3333333333333,Hectáreas,271,9280,0,95,663,88,6509,0,0,0,121,1236,224,1737,71,291,0,6509
2024-12-16,Almería,NA,1.8,Incendios,2,5,0,2,3,1,4,0,0,0,1,2,1,3,1,4,0,4
2024-12-17,Almería,NA,1354.3333333333333,Hectáreas,271,9280,0,95,663,88,6509,0,0,0,121,1236,224,1737,71,291,0,6509
2024-12-17,Almería,NA,1.8,Incendios,2,5,0,2,3,1,4,0,0,0,1,2,1,3,1,4,0,4
2024-12-18,Almería,NA,1354.3333333333333,Hectáreas,271,9280,0,95,663,88,6509,0,0,0,121,1236,224,1737,71,291,0,6509
2024-12-18,Almería,NA,1.8,Incendios,2,5,0,2,3,1,4,0,0,0,1,2,1,3,1,4,0,4
2024-12-19,Almería,NA,1354.3333333333333,Hectáreas,271,9280,0,95,663,88,6509,0,0,0,121,1236,224,1737,71,291,0,6509
2024-12-19,Almería,NA,1.8,Incendios,2,5,0,2,3,1,4,0,0,0,1,2,1,3,1,4,0,4
2024-12-20,Almería,NA,1354.3333333333333,Hectáreas,271,9280,0,95,663,88,6509,0,0,0,121,1236,224,1737,71,291,0,6509
2024-12-20,Almería,NA,1.8,Incendios,2,5,0,2,3,1,4,0,0,0,1,2,1,3,1,4,0,4
2024-12-21,Almería,NA,1354.3333333333333,Hectáreas,271,9280,0,95,663,88,6509,0,0,0,121,1236,224,1737,71,291,0,6509
2024-12-21,Almería,NA,1.8,Incendios,2,5,0,2,3,1,4,0,0,0,1,2,1,3,1,4,0,4
2024-12-22,Almería,NA,1354.3333333333333,Hectáreas,271,9280,0,95,663,88,6509,0,0,0,121,1236,224,1737,71,291,0,6509
2024-12-22,Almería,NA,1.8,Incendios,2,5,0,2,3,1,4,0,0,0,1,2,1,3,1,4,0,4
2024-12-23,Almería,NA,1354.3333333333333,Hectáreas,271,9280,0,95,663,88,6509,0,0,0,121,1236,224,1737,71,291,0,6509
2024-12-23,Almería,NA,1.8,Incendios,2,5,0,2,3,1,4,0,0,0,1,2,1,3,1,4,0,4
2024-12-24,Almería,NA,1354.3333333333333,Hectáreas,271,9280,0,95,663,88,6509,0,0,0,121,1236,224,1737,71,291,0,6509
2024-12-24,Almería,NA,1.8,Incendios,2,5,0,2,3,1,4,0,0,0,1,2,1,3,1,4,0,4
2024-12-25,Almería,NA,1354.3333333333333,Hectáreas,271,9280,0,95,663,88,6509,0,0,0,121,1236,224,1737,71,291,0,6509
2024-12-25,Almería,NA,1.8,Incendios,2,5,0,2,3,1,4,0,0,0,1,2,1,3,1,4,0,4
2024-12-26,Almería,NA,1354.3333333333333,Hectáreas,271,9280,0,95,663,88,6509,0,0,0,121,1236,224,1737,71,291,0,6509
2024-12-26,Almería,NA,1.8,Incendios,2,5,0,2,3,1,4,0,0,0,1,2,1,3,1,4,0,4
2024-12-27,Almería,NA,1354.3333333333333,Hectáreas,271,9280,0,95,663,88,6509,0,0,0,121,1236,224,1737,71,291,0,6509
2024-12-27,Almería,NA,1.8,Incendios,2,5,0,2,3,1,4,0,0,0,1,2,1,3,1,4,0,4
2024-12-28,Almería,NA,1354.3333333333333,Hectáreas,271,9280,0,95,663,88,6509,0,0,0,121,1236,224,1737,71,291,0,6509
2024-12-28,Almería,NA,1.8,Incendios,2,5,0,2,3,1,4,0,0,0,1,2,1,3,1,4,0,4
2024-12-29,Almería,NA,1354.3333333333333,Hectáreas,271,9280,0,95,663,88,6509,0,0,0,121,1236,224,1737,71,291,0,6509
2024-12-29,Almería,NA,1.8,Incendios,2,5,0,2,3,1,4,0,0,0,1,2,1,3,1,4,0,4
2024-12-30,Almería,NA,1354.3333333333333,Hectáreas,271,9280,0,95,663,88,6509,0,0,0,121,1236,224,1737,71,291,0,6509
2024-12-30,Almería,NA,1.8,Incendios,2,5,0,2,3,1,4,0,0,0,1,2,1,3,1,4,0,4
2024-12-31,Almería,NA,1354.3333333333333,Hectáreas,271,9280,0,95,663,88,6509,0,0,0,121,1236,224,1737,71,291,0,6509
2024-12-31,Almería,NA,1.8,Incendios,2,5,0,2,3,1,4,0,0,0,1,2,1,3,1,4,0,4
2024-04-04,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-04,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-05,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-05,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-06,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-06,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-07,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-07,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-08,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-08,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-09,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-09,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-10,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-10,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-11,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-11,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-12,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-12,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-13,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-13,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-14,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-14,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-15,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-15,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-16,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-16,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-17,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-17,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-18,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-18,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-19,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-19,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-20,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-20,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-21,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-21,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-22,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-22,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-23,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-23,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-24,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-24,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-25,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-25,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-26,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-26,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-27,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-27,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-28,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-28,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-29,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-29,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-30,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-30,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-01,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-01,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-02,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-02,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-03,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-03,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-04,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-04,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-05,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-05,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-06,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-06,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-07,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-07,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-08,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-08,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-09,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-09,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-10,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-10,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-11,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-11,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-12,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-12,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-13,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-13,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-16,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-16,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-17,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-17,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-18,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-18,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-19,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-19,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-20,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-20,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-21,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-21,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-22,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-22,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-24,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-24,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-25,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-25,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-26,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-26,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-27,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-27,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-28,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-28,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-30,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-30,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-31,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-31,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-01,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-01,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-02,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-02,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-03,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-03,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-04,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-04,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-05,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-05,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-06,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-06,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-07,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-07,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-08,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-08,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-09,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-09,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-10,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-10,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-11,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-11,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-12,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-12,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-13,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-13,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-14,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-14,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-15,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-15,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-16,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-16,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-18,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-18,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-19,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-19,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-20,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-20,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-21,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-21,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-22,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-22,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-23,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-23,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-24,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-24,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-25,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-25,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-26,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-26,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-27,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-27,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-28,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-28,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-29,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-29,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-30,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-30,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-01,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-01,Araba/Álava,NA,0,Incendios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-02,Araba/Álava,NA,0,Hectáreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
