nombre_clean,cod_ine,tipo_distintivo,tipo_area,num_dist22,prov,pob,tot22,por_dist22,tasa_dist22,edad_media,em_nacional,dif_edad_media
Castalla,03053,SIN DISTINTIVO,Áreas no urbanas,158,Alicante,11097,208,75.96,14.24,18.75,17.4,1.35
Castañar de Ibor,10060,CERO,Áreas no urbanas,0,Cáceres,1025,11,0,0,NA,2.92,NA
Castañar de Ibor,10060,DISTINTIVO B,Áreas no urbanas,0,Cáceres,1025,11,0,0,NA,11.9,NA
Castañar de Ibor,10060,DISTINTIVO C,Áreas no urbanas,1,Cáceres,1025,11,9.09,0.98,9,4.61,4.39
Castañar de Ibor,10060,ECO,Áreas no urbanas,0,Cáceres,1025,11,0,0,NA,3.53,NA
Castañar de Ibor,10060,SIN DISTINTIVO,Áreas no urbanas,10,Cáceres,1025,11,90.91,9.76,15.8,17.4,-1.6
Castañares de Rioja,26043,CERO,Áreas no urbanas,0,La Rioja,395,9,0,0,NA,2.92,NA
Castañares de Rioja,26043,DISTINTIVO B,Áreas no urbanas,0,La Rioja,395,9,0,0,NA,11.9,NA
Castañares de Rioja,26043,DISTINTIVO C,Áreas no urbanas,1,La Rioja,395,9,11.11,2.53,5,4.61,0.39
Castañares de Rioja,26043,ECO,Áreas no urbanas,0,La Rioja,395,9,0,0,NA,3.53,NA
Castañares de Rioja,26043,SIN DISTINTIVO,Áreas no urbanas,8,La Rioja,395,9,88.89,20.25,15.25,17.4,-2.15
Castañeda,39019,CERO,Áreas no urbanas,0,Cantabria,3067,54,0,0,NA,2.92,NA
Castañeda,39019,DISTINTIVO B,Áreas no urbanas,7,Cantabria,3067,54,12.96,2.28,7.86,11.9,-4.04
Castañeda,39019,DISTINTIVO C,Áreas no urbanas,13,Cantabria,3067,54,24.07,4.24,4.62,4.61,0.01
Castañeda,39019,ECO,Áreas no urbanas,0,Cantabria,3067,54,0,0,NA,3.53,NA
Castañeda,39019,SIN DISTINTIVO,Áreas no urbanas,34,Cantabria,3067,54,62.96,11.09,10.47,17.4,-6.93
Castaño del Robledo,21022,DISTINTIVO B,Áreas no urbanas,0,Huelva,227,5,0,0,NA,11.9,NA
Castaño del Robledo,21022,DISTINTIVO C,Áreas no urbanas,0,Huelva,227,5,0,0,NA,4.61,NA
Castaño del Robledo,21022,ECO,Áreas no urbanas,0,Huelva,227,5,0,0,NA,3.53,NA
Castaño del Robledo,21022,SIN DISTINTIVO,Áreas no urbanas,5,Huelva,227,5,100,22.03,9.8,17.4,-7.6
Castejón,16067,CERO,Áreas no urbanas,0,Cuenca,124,55,0,0,NA,2.92,NA
Castejón,16067,DISTINTIVO B,Áreas no urbanas,6,Cuenca,124,55,10.91,48.39,13.5,11.9,1.6
Castejón,16067,DISTINTIVO C,Áreas no urbanas,4,Cuenca,124,55,7.27,32.26,5.5,4.61,0.89
Castejón,16067,ECO,Áreas no urbanas,0,Cuenca,124,55,0,0,NA,3.53,NA
Castejón,16067,SIN DISTINTIVO,Áreas no urbanas,45,Cuenca,124,55,81.82,362.9,15.98,17.4,-1.42
Castejón de Alarba,50075,DISTINTIVO B,Áreas no urbanas,0,Zaragoza,73,4,0,0,NA,11.9,NA
Castejón de Alarba,50075,DISTINTIVO C,Áreas no urbanas,0,Zaragoza,73,4,0,0,NA,4.61,NA
Castejón de Alarba,50075,ECO,Áreas no urbanas,0,Zaragoza,73,4,0,0,NA,3.53,NA
Castejón de Alarba,50075,SIN DISTINTIVO,Áreas no urbanas,4,Zaragoza,73,4,100,54.79,29.75,17.4,12.35
Castejón de Henares,19075,DISTINTIVO B,Áreas no urbanas,0,Guadalajara,61,2,0,0,NA,11.9,NA
Castejón de Henares,19075,DISTINTIVO C,Áreas no urbanas,0,Guadalajara,61,2,0,0,NA,4.61,NA
Castejón de Henares,19075,ECO,Áreas no urbanas,0,Guadalajara,61,2,0,0,NA,3.53,NA
Castejón de Henares,19075,SIN DISTINTIVO,Áreas no urbanas,2,Guadalajara,61,2,100,32.79,39,17.4,21.6
Castejón de Monegros,22083,DISTINTIVO B,Áreas no urbanas,0,Huesca,512,5,0,0,NA,11.9,NA
Castejón de Monegros,22083,DISTINTIVO C,Áreas no urbanas,0,Huesca,512,5,0,0,NA,4.61,NA
Castejón de Monegros,22083,ECO,Áreas no urbanas,0,Huesca,512,5,0,0,NA,3.53,NA
Castejón de Monegros,22083,SIN DISTINTIVO,Áreas no urbanas,5,Huesca,512,5,100,9.77,11.8,17.4,-5.6
Castejón de Sos,22084,CERO,Áreas no urbanas,0,Huesca,805,5,0,0,NA,2.92,NA
Castejón de Sos,22084,DISTINTIVO B,Áreas no urbanas,0,Huesca,805,5,0,0,NA,11.9,NA
Castejón de Sos,22084,DISTINTIVO C,Áreas no urbanas,0,Huesca,805,5,0,0,NA,4.61,NA
Castejón de Sos,22084,ECO,Áreas no urbanas,0,Huesca,805,5,0,0,NA,3.53,NA
Castejón de Sos,22084,SIN DISTINTIVO,Áreas no urbanas,5,Huesca,805,5,100,6.21,24.6,17.4,7.2
Castejón de Tornos,44065,DISTINTIVO B,Áreas no urbanas,0,Teruel,53,0,NA,0,NA,11.9,NA
Castejón de Tornos,44065,DISTINTIVO C,Áreas no urbanas,0,Teruel,53,0,NA,0,NA,4.61,NA
Castejón de Tornos,44065,ECO,Áreas no urbanas,0,Teruel,53,0,NA,0,NA,3.53,NA
Castejón de Tornos,44065,SIN DISTINTIVO,Áreas no urbanas,0,Teruel,53,0,NA,0,NA,17.4,NA
Castejón de Valdejasa,50077,DISTINTIVO B,Áreas no urbanas,0,Zaragoza,209,2,0,0,NA,11.9,NA
Castejón de Valdejasa,50077,DISTINTIVO C,Áreas no urbanas,0,Zaragoza,209,2,0,0,NA,4.61,NA
Castejón de Valdejasa,50077,ECO,Áreas no urbanas,0,Zaragoza,209,2,0,0,NA,3.53,NA
Castejón de Valdejasa,50077,SIN DISTINTIVO,Áreas no urbanas,2,Zaragoza,209,2,100,9.57,21.5,17.4,4.1
Castejón de las Armas,50076,DISTINTIVO B,Áreas no urbanas,5,Zaragoza,81,22,22.73,61.73,8.8,11.9,-3.1
Castejón de las Armas,50076,DISTINTIVO C,Áreas no urbanas,0,Zaragoza,81,22,0,0,NA,4.61,NA
Castejón de las Armas,50076,ECO,Áreas no urbanas,0,Zaragoza,81,22,0,0,NA,3.53,NA
Castejón de las Armas,50076,SIN DISTINTIVO,Áreas no urbanas,17,Zaragoza,81,22,77.27,209.88,19.94,17.4,2.54
Castejón del Puente,22082,DISTINTIVO B,Áreas no urbanas,5,Huesca,333,32,15.62,15.02,14.8,11.9,2.9
Castejón del Puente,22082,DISTINTIVO C,Áreas no urbanas,2,Huesca,333,32,6.25,6.01,3.5,4.61,-1.11
Castejón del Puente,22082,ECO,Áreas no urbanas,0,Huesca,333,32,0,0,NA,3.53,NA
Castejón del Puente,22082,SIN DISTINTIVO,Áreas no urbanas,25,Huesca,333,32,78.12,75.08,23.68,17.4,6.28
Castel de Cabra,44066,DISTINTIVO B,Áreas no urbanas,0,Teruel,95,1,0,0,NA,11.9,NA
Castel de Cabra,44066,DISTINTIVO C,Áreas no urbanas,0,Teruel,95,1,0,0,NA,4.61,NA
Castel de Cabra,44066,SIN DISTINTIVO,Áreas no urbanas,1,Teruel,95,1,100,10.53,21,17.4,3.6
Castelflorite,22085,DISTINTIVO B,Áreas no urbanas,0,Huesca,100,0,NA,0,NA,11.9,NA
Castelflorite,22085,DISTINTIVO C,Áreas no urbanas,0,Huesca,100,0,NA,0,NA,4.61,NA
Castelflorite,22085,ECO,Áreas no urbanas,0,Huesca,100,0,NA,0,NA,3.53,NA
Castelflorite,22085,SIN DISTINTIVO,Áreas no urbanas,0,Huesca,100,0,NA,0,NA,17.4,NA
Castell de Cabres,12037,DISTINTIVO B,Áreas no urbanas,0,Castellón,20,0,NA,0,NA,11.9,NA
Castell de Cabres,12037,DISTINTIVO C,Áreas no urbanas,0,Castellón,20,0,NA,0,NA,4.61,NA
Castell de Cabres,12037,SIN DISTINTIVO,Áreas no urbanas,0,Castellón,20,0,NA,0,NA,17.4,NA
Castell de Castells,03054,CERO,Áreas no urbanas,0,Alicante,426,1,0,0,NA,2.92,NA
Castell de Castells,03054,DISTINTIVO B,Áreas no urbanas,0,Alicante,426,1,0,0,NA,11.9,NA
Castell de Castells,03054,DISTINTIVO C,Áreas no urbanas,0,Alicante,426,1,0,0,NA,4.61,NA
Castell de Castells,03054,ECO,Áreas no urbanas,0,Alicante,426,1,0,0,NA,3.53,NA
Castell de Castells,03054,SIN DISTINTIVO,Áreas no urbanas,1,Alicante,426,1,100,2.35,7,17.4,-10.4
Castell de Mur,25904,DISTINTIVO B,Áreas no urbanas,0,Lleida,171,3,0,0,NA,11.9,NA
Castell de Mur,25904,DISTINTIVO C,Áreas no urbanas,0,Lleida,171,3,0,0,NA,4.61,NA
Castell de Mur,25904,ECO,Áreas no urbanas,0,Lleida,171,3,0,0,NA,3.53,NA
Castell de Mur,25904,SIN DISTINTIVO,Áreas no urbanas,3,Lleida,171,3,100,17.54,18.33,17.4,0.93
Castell de l'Areny,08057,CERO,Áreas no urbanas,0,Barcelona,69,0,NA,0,NA,2.92,NA
Castell de l'Areny,08057,DISTINTIVO B,Áreas no urbanas,0,Barcelona,69,0,NA,0,NA,11.9,NA
Castell de l'Areny,08057,DISTINTIVO C,Áreas no urbanas,0,Barcelona,69,0,NA,0,NA,4.61,NA
Castell de l'Areny,08057,ECO,Áreas no urbanas,0,Barcelona,69,0,NA,0,NA,3.53,NA
Castell de l'Areny,08057,SIN DISTINTIVO,Áreas no urbanas,0,Barcelona,69,0,NA,0,NA,17.4,NA
Castell-Platja d'Aro,17048,CERO,Grandes áreas urbanas,0,Girona,11757,65,0,0,NA,2.92,NA
Castell-Platja d'Aro,17048,DISTINTIVO B,Grandes áreas urbanas,6,Girona,11757,65,9.23,0.51,9.67,11.9,-2.24
Castell-Platja d'Aro,17048,DISTINTIVO C,Grandes áreas urbanas,1,Girona,11757,65,1.54,0.09,8,4.61,3.39
Castell-Platja d'Aro,17048,ECO,Grandes áreas urbanas,0,Girona,11757,65,0,0,NA,3.53,NA
Castell-Platja d'Aro,17048,SIN DISTINTIVO,Grandes áreas urbanas,58,Girona,11757,65,89.23,4.93,24.97,17.4,7.57
Castellanos de Castro,09079,DISTINTIVO B,Áreas no urbanas,1,Burgos,48,4,25,20.83,12,11.9,0.1
Castellanos de Castro,09079,DISTINTIVO C,Áreas no urbanas,1,Burgos,48,4,25,20.83,9,4.61,4.39
Castellanos de Castro,09079,ECO,Áreas no urbanas,0,Burgos,48,4,0,0,NA,3.53,NA
Castellanos de Castro,09079,SIN DISTINTIVO,Áreas no urbanas,2,Burgos,48,4,50,41.67,20.5,17.4,3.1
Castellanos de Moriscos,37092,CERO,Áreas no urbanas,0,Salamanca,2918,137,0,0,NA,2.92,NA
Castellanos de Moriscos,37092,DISTINTIVO B,Áreas no urbanas,3,Salamanca,2918,137,2.19,1.03,14.33,11.9,2.43
Castellanos de Moriscos,37092,DISTINTIVO C,Áreas no urbanas,36,Salamanca,2918,137,26.28,12.34,5.39,4.61,0.78
Castellanos de Moriscos,37092,ECO,Áreas no urbanas,0,Salamanca,2918,137,0,0,NA,3.53,NA
Castellanos de Moriscos,37092,SIN DISTINTIVO,Áreas no urbanas,98,Salamanca,2918,137,71.53,33.58,13.55,17.4,-3.85
Castellanos de Villiquera,37185,CERO,Áreas no urbanas,0,Salamanca,673,7,0,0,NA,2.92,NA
Castellanos de Villiquera,37185,DISTINTIVO B,Áreas no urbanas,1,Salamanca,673,7,14.29,1.49,16,11.9,4.1
Castellanos de Villiquera,37185,DISTINTIVO C,Áreas no urbanas,0,Salamanca,673,7,0,0,NA,4.61,NA
Castellanos de Villiquera,37185,ECO,Áreas no urbanas,0,Salamanca,673,7,0,0,NA,3.53,NA
Castellanos de Villiquera,37185,SIN DISTINTIVO,Áreas no urbanas,6,Salamanca,673,7,85.71,8.92,20.17,17.4,2.77
Castellanos de Zapardiel,05056,DISTINTIVO B,Áreas no urbanas,0,Ávila,90,5,0,0,NA,11.9,NA
Castellanos de Zapardiel,05056,DISTINTIVO C,Áreas no urbanas,1,Ávila,90,5,20,11.11,8,4.61,3.39
Castellanos de Zapardiel,05056,ECO,Áreas no urbanas,0,Ávila,90,5,0,0,NA,3.53,NA
Castellanos de Zapardiel,05056,SIN DISTINTIVO,Áreas no urbanas,4,Ávila,90,5,80,44.44,23,17.4,5.6
Castellar,23025,DISTINTIVO B,Áreas no urbanas,4,Jaén,3209,67,5.97,1.25,14.5,11.9,2.6
Castellar,23025,DISTINTIVO C,Áreas no urbanas,4,Jaén,3209,67,5.97,1.25,5.25,4.61,0.64
Castellar,23025,ECO,Áreas no urbanas,0,Jaén,3209,67,0,0,NA,3.53,NA
Castellar,23025,SIN DISTINTIVO,Áreas no urbanas,59,Jaén,3209,67,88.06,18.39,23.75,17.4,6.35
Castellar de Santiago,13033,CERO,Áreas no urbanas,0,Ciudad Real,1819,24,0,0,NA,2.92,NA
Castellar de Santiago,13033,DISTINTIVO B,Áreas no urbanas,2,Ciudad Real,1819,24,8.33,1.1,14,11.9,2.1
Castellar de Santiago,13033,DISTINTIVO C,Áreas no urbanas,1,Ciudad Real,1819,24,4.17,0.55,6,4.61,1.39
Castellar de Santiago,13033,ECO,Áreas no urbanas,0,Ciudad Real,1819,24,0,0,NA,3.53,NA
Castellar de Santiago,13033,SIN DISTINTIVO,Áreas no urbanas,21,Ciudad Real,1819,24,87.5,11.54,20.1,17.4,2.7
Castellar de la Frontera,11013,CERO,Áreas no urbanas,0,Cádiz,3043,72,0,0,NA,2.92,NA
Castellar de la Frontera,11013,DISTINTIVO B,Áreas no urbanas,7,Cádiz,3043,72,9.72,2.3,10.71,11.9,-1.19
Castellar de la Frontera,11013,DISTINTIVO C,Áreas no urbanas,14,Cádiz,3043,72,19.44,4.6,4.86,4.61,0.25
Castellar de la Frontera,11013,ECO,Áreas no urbanas,0,Cádiz,3043,72,0,0,NA,3.53,NA
Castellar de la Frontera,11013,SIN DISTINTIVO,Áreas no urbanas,51,Cádiz,3043,72,70.83,16.76,15.47,17.4,-1.93
Castellar de la Muela,19076,DISTINTIVO B,Áreas no urbanas,0,Guadalajara,27,0,NA,0,NA,11.9,NA
Castellar de la Muela,19076,DISTINTIVO C,Áreas no urbanas,0,Guadalajara,27,0,NA,0,NA,4.61,NA
Castellar de la Muela,19076,ECO,Áreas no urbanas,0,Guadalajara,27,0,NA,0,NA,3.53,NA
Castellar de la Muela,19076,SIN DISTINTIVO,Áreas no urbanas,0,Guadalajara,27,0,NA,0,NA,17.4,NA
Castellar de la Ribera,25064,DISTINTIVO B,Áreas no urbanas,0,Lleida,135,15,0,0,NA,11.9,NA
Castellar de la Ribera,25064,DISTINTIVO C,Áreas no urbanas,2,Lleida,135,15,13.33,14.81,7.5,4.61,2.89
Castellar de la Ribera,25064,ECO,Áreas no urbanas,0,Lleida,135,15,0,0,NA,3.53,NA
Castellar de la Ribera,25064,SIN DISTINTIVO,Áreas no urbanas,13,Lleida,135,15,86.67,96.3,21.69,17.4,4.29
Castellar de n'Hug,08052,CERO,Áreas no urbanas,0,Barcelona,176,6,0,0,NA,2.92,NA
Castellar de n'Hug,08052,DISTINTIVO B,Áreas no urbanas,1,Barcelona,176,6,16.67,5.68,15,11.9,3.1
Castellar de n'Hug,08052,DISTINTIVO C,Áreas no urbanas,0,Barcelona,176,6,0,0,NA,4.61,NA
Castellar de n'Hug,08052,SIN DISTINTIVO,Áreas no urbanas,5,Barcelona,176,6,83.33,28.41,15.4,17.4,-2
Castellar del Riu,08050,CERO,Áreas no urbanas,0,Barcelona,175,1,0,0,NA,2.92,NA
Castellar del Riu,08050,DISTINTIVO B,Áreas no urbanas,0,Barcelona,175,1,0,0,NA,11.9,NA
Castellar del Riu,08050,DISTINTIVO C,Áreas no urbanas,0,Barcelona,175,1,0,0,NA,4.61,NA
Castellar del Riu,08050,ECO,Áreas no urbanas,0,Barcelona,175,1,0,0,NA,3.53,NA
Castellar del Riu,08050,SIN DISTINTIVO,Áreas no urbanas,1,Barcelona,175,1,100,5.71,17,17.4,-0.4
Castellar del Vallès,08051,CERO,Grandes áreas urbanas,0,Barcelona,24933,484,0,0,NA,2.92,NA
Castellar del Vallès,08051,DISTINTIVO B,Grandes áreas urbanas,37,Barcelona,24933,484,7.64,1.48,11.65,11.9,-0.25
Castellar del Vallès,08051,DISTINTIVO C,Grandes áreas urbanas,36,Barcelona,24933,484,7.44,1.44,4.31,4.61,-0.3
Castellar del Vallès,08051,ECO,Grandes áreas urbanas,0,Barcelona,24933,484,0,0,NA,3.53,NA
Castellar del Vallès,08051,SIN DISTINTIVO,Grandes áreas urbanas,411,Barcelona,24933,484,84.92,16.48,19.58,17.4,2.18
Castellbell i el Vilar,08053,CERO,Áreas no urbanas,0,Barcelona,3889,47,0,0,NA,2.92,NA
Castellbell i el Vilar,08053,DISTINTIVO B,Áreas no urbanas,1,Barcelona,3889,47,2.13,0.26,14,11.9,2.1
Castellbell i el Vilar,08053,DISTINTIVO C,Áreas no urbanas,1,Barcelona,3889,47,2.13,0.26,7,4.61,2.39
Castellbell i el Vilar,08053,ECO,Áreas no urbanas,0,Barcelona,3889,47,0,0,NA,3.53,NA
Castellbell i el Vilar,08053,SIN DISTINTIVO,Áreas no urbanas,45,Barcelona,3889,47,95.74,11.57,19.67,17.4,2.27
Castellbisbal,08054,CERO,Grandes áreas urbanas,0,Barcelona,12735,924,0,0,NA,2.92,NA
Castellbisbal,08054,DISTINTIVO B,Grandes áreas urbanas,33,Barcelona,12735,924,3.57,2.59,12.73,11.9,0.83
Castellbisbal,08054,DISTINTIVO C,Grandes áreas urbanas,118,Barcelona,12735,924,12.77,9.27,4.81,4.61,0.2
Castellbisbal,08054,ECO,Grandes áreas urbanas,7,Barcelona,12735,924,0.76,0.55,4.43,3.53,0.9
Castellbisbal,08054,SIN DISTINTIVO,Grandes áreas urbanas,766,Barcelona,12735,924,82.9,60.15,11.77,17.4,-5.63
Castellcir,08055,CERO,Grandes áreas urbanas,0,Barcelona,778,16,0,0,NA,2.92,NA
Castellcir,08055,DISTINTIVO B,Grandes áreas urbanas,1,Barcelona,778,16,6.25,1.29,12,11.9,0.1
Castellcir,08055,DISTINTIVO C,Grandes áreas urbanas,1,Barcelona,778,16,6.25,1.29,4,4.61,-0.61
Castellcir,08055,ECO,Grandes áreas urbanas,0,Barcelona,778,16,0,0,NA,3.53,NA
Castellcir,08055,SIN DISTINTIVO,Grandes áreas urbanas,14,Barcelona,778,16,87.5,17.99,15.36,17.4,-2.04
Castelldans,25067,CERO,Áreas no urbanas,0,Lleida,895,14,0,0,NA,2.92,NA
Castelldans,25067,DISTINTIVO B,Áreas no urbanas,2,Lleida,895,14,14.29,2.23,14.5,11.9,2.6
Castelldans,25067,DISTINTIVO C,Áreas no urbanas,1,Lleida,895,14,7.14,1.12,4,4.61,-0.61
Castelldans,25067,ECO,Áreas no urbanas,0,Lleida,895,14,0,0,NA,3.53,NA
Castelldans,25067,SIN DISTINTIVO,Áreas no urbanas,11,Lleida,895,14,78.57,12.29,18.18,17.4,0.78
Castelldefels,08056,CERO,Grandes áreas urbanas,1,Barcelona,67307,579,0.17,0.01,5,2.92,2.08
Castelldefels,08056,DISTINTIVO B,Grandes áreas urbanas,44,Barcelona,67307,579,7.6,0.65,12.91,11.9,1.01
Castelldefels,08056,DISTINTIVO C,Grandes áreas urbanas,44,Barcelona,67307,579,7.6,0.65,5.91,4.61,1.3
Castelldefels,08056,ECO,Grandes áreas urbanas,0,Barcelona,67307,579,0,0,NA,3.53,NA
Castelldefels,08056,SIN DISTINTIVO,Grandes áreas urbanas,490,Barcelona,67307,579,84.63,7.28,22.66,17.4,5.26
Castellet i la Gornal,08058,CERO,Grandes áreas urbanas,0,Barcelona,2474,87,0,0,NA,2.92,NA
Castellet i la Gornal,08058,DISTINTIVO B,Grandes áreas urbanas,8,Barcelona,2474,87,9.2,3.23,11.5,11.9,-0.4
Castellet i la Gornal,08058,DISTINTIVO C,Grandes áreas urbanas,11,Barcelona,2474,87,12.64,4.45,5.09,4.61,0.48
Castellet i la Gornal,08058,ECO,Grandes áreas urbanas,0,Barcelona,2474,87,0,0,NA,3.53,NA
Castellet i la Gornal,08058,SIN DISTINTIVO,Grandes áreas urbanas,68,Barcelona,2474,87,78.16,27.49,20.03,17.4,2.63
Castellfollit de Riubregós,08060,DISTINTIVO B,Áreas no urbanas,0,Barcelona,159,4,0,0,NA,11.9,NA
Castellfollit de Riubregós,08060,DISTINTIVO C,Áreas no urbanas,0,Barcelona,159,4,0,0,NA,4.61,NA
Castellfollit de Riubregós,08060,ECO,Áreas no urbanas,0,Barcelona,159,4,0,0,NA,3.53,NA
Castellfollit de Riubregós,08060,SIN DISTINTIVO,Áreas no urbanas,4,Barcelona,159,4,100,25.16,18.25,17.4,0.85
Castellfollit de la Roca,17046,CERO,Áreas no urbanas,0,Girona,926,122,0,0,NA,2.92,NA
Castellfollit de la Roca,17046,DISTINTIVO B,Áreas no urbanas,0,Girona,926,122,0,0,NA,11.9,NA
Castellfollit de la Roca,17046,DISTINTIVO C,Áreas no urbanas,47,Girona,926,122,38.52,50.76,2.51,4.61,-2.1
Castellfollit de la Roca,17046,ECO,Áreas no urbanas,0,Girona,926,122,0,0,NA,3.53,NA
Castellfollit de la Roca,17046,SIN DISTINTIVO,Áreas no urbanas,75,Girona,926,122,61.48,80.99,9.25,17.4,-8.15
Castellfollit del Boix,08059,CERO,Áreas no urbanas,0,Barcelona,460,13,0,0,NA,2.92,NA
Castellfollit del Boix,08059,DISTINTIVO B,Áreas no urbanas,1,Barcelona,460,13,7.69,2.17,6,11.9,-5.9
Castellfollit del Boix,08059,DISTINTIVO C,Áreas no urbanas,0,Barcelona,460,13,0,0,NA,4.61,NA
Castellfollit del Boix,08059,ECO,Áreas no urbanas,0,Barcelona,460,13,0,0,NA,3.53,NA
Castellfollit del Boix,08059,SIN DISTINTIVO,Áreas no urbanas,12,Barcelona,460,13,92.31,26.09,14.5,17.4,-2.9
Castellfort,12038,DISTINTIVO B,Áreas no urbanas,0,Castellón,188,10,0,0,NA,11.9,NA
Castellfort,12038,DISTINTIVO C,Áreas no urbanas,1,Castellón,188,10,10,5.32,5,4.61,0.39
Castellfort,12038,ECO,Áreas no urbanas,0,Castellón,188,10,0,0,NA,3.53,NA
Castellfort,12038,SIN DISTINTIVO,Áreas no urbanas,9,Castellón,188,10,90,47.87,15,17.4,-2.4
Castellgalí,08061,CERO,Áreas no urbanas,0,Barcelona,2236,41,0,0,NA,2.92,NA
Castellgalí,08061,DISTINTIVO B,Áreas no urbanas,2,Barcelona,2236,41,4.88,0.89,9.5,11.9,-2.4
Castellgalí,08061,DISTINTIVO C,Áreas no urbanas,5,Barcelona,2236,41,12.2,2.24,4.8,4.61,0.19
Castellgalí,08061,ECO,Áreas no urbanas,0,Barcelona,2236,41,0,0,NA,3.53,NA
Castellgalí,08061,SIN DISTINTIVO,Áreas no urbanas,34,Barcelona,2236,41,82.93,15.21,12.03,17.4,-5.37
Castellnou de Bages,08062,CERO,Áreas no urbanas,0,Barcelona,1431,32,0,0,NA,2.92,NA
Castellnou de Bages,08062,DISTINTIVO B,Áreas no urbanas,1,Barcelona,1431,32,3.12,0.7,9,11.9,-2.9
Castellnou de Bages,08062,DISTINTIVO C,Áreas no urbanas,1,Barcelona,1431,32,3.12,0.7,4,4.61,-0.61
Castellnou de Bages,08062,ECO,Áreas no urbanas,0,Barcelona,1431,32,0,0,NA,3.53,NA
Castellnou de Bages,08062,SIN DISTINTIVO,Áreas no urbanas,30,Barcelona,1431,32,93.75,20.96,13.83,17.4,-3.57
Castellnou de Seana,25068,CERO,Áreas no urbanas,0,Lleida,715,78,0,0,NA,2.92,NA
Castellnou de Seana,25068,DISTINTIVO B,Áreas no urbanas,3,Lleida,715,78,3.85,4.2,12.67,11.9,0.76
Castellnou de Seana,25068,DISTINTIVO C,Áreas no urbanas,32,Lleida,715,78,41.03,44.76,4.78,4.61,0.17
Castellnou de Seana,25068,ECO,Áreas no urbanas,0,Lleida,715,78,0,0,NA,3.53,NA
Castellnou de Seana,25068,SIN DISTINTIVO,Áreas no urbanas,43,Lleida,715,78,55.13,60.14,13.12,17.4,-4.28
Castellnovo,12039,CERO,Áreas no urbanas,0,Castellón,893,17,0,0,NA,2.92,NA
Castellnovo,12039,DISTINTIVO B,Áreas no urbanas,1,Castellón,893,17,5.88,1.12,16,11.9,4.1
Castellnovo,12039,DISTINTIVO C,Áreas no urbanas,0,Castellón,893,17,0,0,NA,4.61,NA
Castellnovo,12039,ECO,Áreas no urbanas,0,Castellón,893,17,0,0,NA,3.53,NA
Castellnovo,12039,SIN DISTINTIVO,Áreas no urbanas,16,Castellón,893,17,94.12,17.92,17,17.4,-0.4
Castellolí,08063,CERO,Áreas no urbanas,0,Barcelona,636,9,0,0,NA,2.92,NA
Castellolí,08063,DISTINTIVO B,Áreas no urbanas,0,Barcelona,636,9,0,0,NA,11.9,NA
Castellolí,08063,DISTINTIVO C,Áreas no urbanas,0,Barcelona,636,9,0,0,NA,4.61,NA
Castellolí,08063,ECO,Áreas no urbanas,0,Barcelona,636,9,0,0,NA,3.53,NA
Castellolí,08063,SIN DISTINTIVO,Áreas no urbanas,9,Barcelona,636,9,100,14.15,20.33,17.4,2.93
Castellonet de la Conquesta,46091,CERO,Áreas no urbanas,0,Valencia,137,1,0,0,NA,2.92,NA
Castellonet de la Conquesta,46091,DISTINTIVO B,Áreas no urbanas,0,Valencia,137,1,0,0,NA,11.9,NA
Castellonet de la Conquesta,46091,DISTINTIVO C,Áreas no urbanas,0,Valencia,137,1,0,0,NA,4.61,NA
Castellonet de la Conquesta,46091,ECO,Áreas no urbanas,0,Valencia,137,1,0,0,NA,3.53,NA
Castellonet de la Conquesta,46091,SIN DISTINTIVO,Áreas no urbanas,1,Valencia,137,1,100,7.3,19,17.4,1.6
Castellote,44071,DISTINTIVO B,Áreas no urbanas,0,Teruel,677,12,0,0,NA,11.9,NA
Castellote,44071,DISTINTIVO C,Áreas no urbanas,1,Teruel,677,12,8.33,1.48,5,4.61,0.39
Castellote,44071,ECO,Áreas no urbanas,0,Teruel,677,12,0,0,NA,3.53,NA
Castellote,44071,SIN DISTINTIVO,Áreas no urbanas,11,Teruel,677,12,91.67,16.25,19.55,17.4,2.15
Castellserà,25070,CERO,Áreas no urbanas,0,Lleida,961,8,0,0,NA,2.92,NA
Castellserà,25070,DISTINTIVO B,Áreas no urbanas,0,Lleida,961,8,0,0,NA,11.9,NA
Castellserà,25070,DISTINTIVO C,Áreas no urbanas,0,Lleida,961,8,0,0,NA,4.61,NA
Castellserà,25070,ECO,Áreas no urbanas,0,Lleida,961,8,0,0,NA,3.53,NA
Castellserà,25070,SIN DISTINTIVO,Áreas no urbanas,8,Lleida,961,8,100,8.32,23,17.4,5.6
Castellterçol,08064,CERO,Grandes áreas urbanas,0,Barcelona,2655,25,0,0,NA,2.92,NA
Castellterçol,08064,DISTINTIVO B,Grandes áreas urbanas,0,Barcelona,2655,25,0,0,NA,11.9,NA
Castellterçol,08064,DISTINTIVO C,Grandes áreas urbanas,0,Barcelona,2655,25,0,0,NA,4.61,NA
Castellterçol,08064,ECO,Grandes áreas urbanas,0,Barcelona,2655,25,0,0,NA,3.53,NA
Castellterçol,08064,SIN DISTINTIVO,Grandes áreas urbanas,25,Barcelona,2655,25,100,9.42,19.8,17.4,2.4
Castellvell del Camp,43042,CERO,Grandes áreas urbanas,0,Tarragona,2946,21,0,0,NA,2.92,NA
Castellvell del Camp,43042,DISTINTIVO B,Grandes áreas urbanas,1,Tarragona,2946,21,4.76,0.34,10,11.9,-1.9
