recuento,fecuencia_supera,tipo,temp,date,indicativo,inicio_serie
128,27.9,Minimas,0.1,01-22,2298,1934-02-01
51,6.8,Máximas,15.1,01-22,9051,1949-09-01
103,13.6,Minimas,5.5,01-22,9051,1949-09-01
82,27,Máximas,21.3,01-22,C659M,2013-09-21
8,2.6,Minimas,18.6,01-22,C659M,2013-09-21
3,1,Máximas,26,01-23,C439J,2014-01-01
97,31.4,Minimas,14.5,01-23,C439J,2014-01-01
1,0.2,Máximas,25.5,01-23,5612B,2009-02-13
156,37.4,Minimas,4.3,01-23,5612B,2009-02-13
24,5.9,Máximas,16.4,01-23,3094B,2009-08-01
69,17,Minimas,4.5,01-23,3094B,2009-08-01
20,2.7,Máximas,17.6,01-23,9394X,1993-04-01
50,6.6,Minimas,7.2,01-23,9394X,1993-04-01
156,16.8,Máximas,18,01-23,B434X,1993-01-01
327,35.2,Minimas,9.2,01-23,B434X,1993-01-01
52,6,Máximas,22.9,01-23,8293X,1990-04-02
221,25.5,Minimas,6.9,01-23,8293X,1990-04-02
228,23.5,Máximas,11.1,01-23,2755X,1988-12-17
8,0.8,Minimas,9.2,01-23,2755X,1988-12-17
216,20.1,Máximas,9.6,01-23,2400E,1988-12-03
15,1.4,Minimas,7.4,01-23,2400E,1988-12-03
67,4.5,Máximas,21.5,01-23,8500A,1976-01-01
147,9.9,Minimas,9.7,01-23,8500A,1976-01-01
216,12.7,Máximas,22.4,01-23,C249I,1967-01-01
239,14,Minimas,16.7,01-23,C249I,1967-01-01
66,2.7,Máximas,11.1,01-23,2462,1946-01-01
88,3.6,Minimas,3.5,01-23,2462,1946-01-01
52,9.4,Máximas,12.6,01-23,9001D,2005-02-21
131,23.8,Minimas,1.3,01-23,9001D,2005-02-21
7,1.1,Máximas,21,01-23,5047E,2000-01-01
334,53.2,Minimas,-0.9,01-23,5047E,2000-01-01
54,6.2,Máximas,13.9,01-23,9563X,1991-11-20
34,3.9,Minimas,7.3,01-23,9563X,1991-11-20
9,1,Máximas,19.6,01-23,9573X,1990-01-01
144,15.3,Minimas,5.1,01-23,9573X,1990-01-01
21,2.1,Máximas,18.6,01-23,4358X,1989-03-01
347,34.9,Minimas,4.8,01-23,4358X,1989-03-01
85,5.3,Máximas,16.9,01-23,1387E,1971-12-01
6,0.4,Minimas,14.3,01-23,1387E,1971-12-01
117,6.9,Máximas,18.2,01-23,1212E,1968-08-01
77,4.5,Minimas,10.7,01-23,1212E,1968-08-01
365,16.6,Máximas,17,01-23,0016A,1945-02-01
942,42.9,Minimas,4.8,01-23,0016A,1945-02-01
79,3.1,Máximas,20.8,01-23,C447A,1941-08-01
86,3.4,Minimas,13,01-23,C447A,1941-08-01
95,4.2,Máximas,17.1,01-23,9434,1941-01-01
907,40.1,Minimas,3.5,01-23,9434,1941-01-01
39,1.4,Máximas,25,01-23,C449C,1931-01-01
119,4.1,Minimas,17.5,01-23,C449C,1931-01-01
135,36.8,Máximas,17.4,01-23,6293X,2009-07-19
222,60.5,Minimas,6.3,01-23,6293X,2009-07-19
61,8,Máximas,21.4,01-23,8050X,1997-03-14
344,45,Minimas,6,01-23,8050X,1997-03-14
457,57.8,Minimas,8.7,01-23,5972X,1997-03-01
82,9.1,Máximas,13.2,01-23,2235U,1986-06-01
244,26.9,Minimas,0.7,01-23,2235U,1986-06-01
30,2.4,Máximas,17.6,01-23,3260B,1982-02-01
464,36.7,Minimas,2.7,01-23,3260B,1982-02-01
169,10.7,Máximas,17.2,01-23,0367,1973-01-01
757,48.1,Minimas,1,01-23,0367,1973-01-01
16,0.8,Máximas,17.9,01-23,3175,1961-01-01
851,43.6,Minimas,1,01-23,3175,1961-01-01
602,26.8,Máximas,16.7,01-23,6001,1945-05-01
275,12.3,Minimas,13.7,01-23,6001,1945-05-01
74,2.3,Máximas,21.6,01-23,9981A,1920-01-01
788,24.8,Minimas,7.7,01-23,9981A,1920-01-01
7,2.5,Máximas,19.9,01-23,1331A,2014-11-20
15,5.4,Minimas,12.7,01-23,1331A,2014-11-20
6,2,Máximas,18.6,01-23,8489X,2009-01-25
8,2.6,Minimas,6.9,01-23,8489X,2009-01-25
32,4.5,Máximas,19.4,01-23,1183X,1997-04-02
89,12.5,Minimas,10.5,01-23,1183X,1997-04-02
23,1.9,Máximas,24.3,01-23,7178I,1984-04-01
166,13.7,Minimas,8.5,01-23,7178I,1984-04-01
345,27.8,Máximas,13.1,01-23,9771C,1983-02-01
758,61.1,Minimas,-0.1,01-23,9771C,1983-02-01
53,3.2,Máximas,16,01-23,4067,1945-06-01
616,37.7,Minimas,1.1,01-23,4067,1945-06-01
161,6.8,Máximas,15.7,01-23,3365A,1920-01-01
678,28.4,Minimas,3.2,01-23,3365A,1920-01-01
18,3.9,Máximas,15.9,01-23,9784P,2006-01-29
50,10.8,Minimas,1.9,01-23,9784P,2006-01-29
64,13,Máximas,15.2,01-23,0149X,2005-01-14
244,49.4,Minimas,0.1,01-23,0149X,2005-01-14
10,1.6,Máximas,21.7,01-23,5641X,2001-01-01
167,26,Minimas,6.2,01-23,5641X,2001-01-01
205,29.5,Máximas,19.3,01-23,6156X,2001-01-01
514,73.9,Minimas,7.2,01-23,6156X,2001-01-01
17,2.3,Máximas,25.1,01-23,C459Z,1996-06-12
366,49.9,Minimas,15.2,01-23,C459Z,1996-06-12
182,23,Máximas,11.3,01-23,9019B,1993-01-01
22,2.8,Minimas,8.2,01-23,9019B,1993-01-01
6,0.8,Máximas,21.4,01-23,5995B,1997-03-01
293,37.6,Minimas,10.3,01-23,5995B,1997-03-01
45,5.7,Máximas,19.7,01-23,7096B,1987-08-01
50,6.3,Minimas,8.4,01-23,7096B,1987-08-01
74,8.7,Máximas,17.2,01-23,0252D,1981-01-01
330,38.8,Minimas,6,01-23,0252D,1981-01-01
13,0.6,Máximas,17.7,01-23,9262,1953-09-01
5,2,Máximas,21.1,01-23,1083L,2014-04-29
20,8.1,Minimas,11.3,01-23,1083L,2014-04-29
16,2.3,Máximas,20.9,01-23,1208H,2001-03-06
45,6.6,Minimas,11.6,01-23,1208H,2001-03-06
2,0.3,Máximas,23.6,01-23,5427X,2000-02-19
24,3.6,Minimas,10.5,01-23,5427X,2000-02-19
14,1.9,Máximas,14.9,01-23,1631E,1994-01-01
94,12.6,Minimas,5.5,01-23,1631E,1994-01-01
39,4.3,Máximas,16.4,01-23,1700X,1994-01-01
9,1,Minimas,11.3,01-23,1700X,1994-01-01
21,2.4,Máximas,19,01-23,9569A,1990-04-01
42,4.7,Minimas,8.7,01-23,9569A,1990-04-01
146,9.2,Máximas,22.9,01-23,C029O,1972-11-01
331,20.9,Minimas,15.4,01-23,C029O,1972-11-01
120,26.1,Máximas,10.4,01-23,2298,1934-02-01
48,10.5,Minimas,3.5,01-23,2298,1934-02-01
10,0.4,Máximas,21.2,01-23,5514,1937-12-01
779,34.6,Minimas,2.5,01-23,5514,1937-12-01
72,2.2,Máximas,16.5,01-23,9390,1920-01-01
532,16.5,Minimas,3.5,01-23,9390,1920-01-01
11,2.6,Máximas,19,01-23,4220X,2006-11-10
139,33.2,Minimas,2.8,01-23,4220X,2006-11-10
30,6.9,Máximas,19.8,01-23,7119B,2009-01-30
59,13.7,Minimas,5.5,01-23,7119B,2009-01-30
25,11.6,Minimas,6.9,01-23,5192,1985-12-01
2,0.3,Máximas,14.1,01-23,1221D,1997-03-01
33,4.7,Minimas,4.3,01-23,1221D,1997-03-01
18,2.1,Máximas,19.8,01-23,1111,1946-06-01
66,7.6,Minimas,11.8,01-23,1111,1946-06-01
665,38.4,Máximas,17.5,01-23,6325O,1968-01-01
1272,73.4,Minimas,7.2,01-23,6325O,1968-01-01
59,2.8,Máximas,20.4,01-23,1014,1955-08-18
233,11.1,Minimas,9.6,01-23,1014,1955-08-18
8,2.1,Máximas,19.3,01-23,1002Y,2009-03-16
85,22.5,Minimas,4.8,01-23,1002Y,2009-03-16
18,3.9,Máximas,13,01-23,3111D,2005-07-03
2,0.4,Minimas,5.9,01-23,3111D,2005-07-03
318,56.3,Máximas,17.4,01-23,6058I,2001-01-01
223,39.5,Minimas,11,01-23,6058I,2001-01-01
94,11.2,Máximas,19.9,01-23,8325X,1991-02-01
200,23.9,Minimas,8.9,01-23,8325X,1991-02-01
22,4.9,Máximas,16.9,01-23,4148,1964-01-01
101,22.5,Minimas,3.4,01-23,4148,1964-01-01
39,4.7,Máximas,19.6,01-23,1159,1961-01-01
127,15.3,Minimas,9.3,01-23,1159,1961-01-01
505,30.8,Máximas,17.8,01-23,6000A,1965-01-01
1259,76.7,Minimas,8.3,01-23,6000A,1965-01-01
33,1.5,Máximas,19.4,01-23,4452,1955-01-01
852,39.8,Minimas,4.9,01-23,4452,1955-01-01
63,10.4,Máximas,25.4,01-23,C629X,2003-02-07
116,19.1,Minimas,16.6,01-23,C629X,2003-02-07
45,8.2,Máximas,18.3,01-23,1283U,1997-04-01
45,8.2,Minimas,11.8,01-23,1283U,1997-04-01
7,1.2,Máximas,19.2,01-23,4244X,2001-01-24
231,38.1,Minimas,3.3,01-23,4244X,2001-01-24
14,1.6,Máximas,12.8,01-23,2630X,1991-10-04
83,9.2,Minimas,1.3,01-23,2630X,1991-10-04
15,1.6,Máximas,19.8,01-23,4410X,1989-06-04
366,39.4,Minimas,4.6,01-23,4410X,1989-06-04
11,0.7,Máximas,17.4,01-23,9263D,1975-01-01
723,47.7,Minimas,1.5,01-23,9263D,1975-01-01
28,1.8,Máximas,18.5,01-23,1690A,1972-08-01
158,10.2,Minimas,9.5,01-23,1690A,1972-08-01
16,0.7,Máximas,17.4,01-23,9898,1943-03-01
449,18.5,Minimas,4.3,01-23,9898,1943-03-01
10,2.9,Máximas,19.8,01-23,1111X,2012-03-01
23,6.7,Minimas,11.9,01-23,1111X,2012-03-01
15,3.2,Máximas,16.8,01-23,9208E,2006-02-01
25,5.3,Minimas,5.1,01-23,9208E,2006-02-01
42,5.5,Máximas,16.3,01-23,3576X,1996-08-01
154,20.2,Minimas,6.4,01-23,3576X,1996-08-01
7,0.7,Máximas,18.3,01-23,2946X,1988-12-29
72,7.3,Minimas,7,01-23,2946X,1988-12-29
174,16.3,Máximas,18.7,01-23,7012C,1988-09-01
285,26.8,Minimas,10.4,01-23,7012C,1988-09-01
13,1.2,Máximas,19.4,01-23,5270B,1983-04-02
236,21.8,Minimas,7.4,01-23,5270B,1983-04-02
12,1,Máximas,22,01-23,4642E,1984-06-01
359,29.9,Minimas,7.7,01-23,4642E,1984-06-01
14,0.9,Máximas,25.6,01-23,C139E,1970-04-01
211,13.1,Minimas,17.1,01-23,C139E,1970-04-01
23,1,Máximas,17.7,01-23,9170,1948-11-01
773,33.2,Minimas,3.8,01-23,9170,1948-11-01
19,0.8,Máximas,21.5,01-23,1082,1947-03-01
332,14.3,Minimas,9.2,01-23,1082,1947-03-01
11,3,Máximas,17,01-23,3168D,2011-08-01
113,30.4,Minimas,2.5,01-23,3168D,2011-08-01
10,2.4,Minimas,10.8,01-23,4560Y,2009-06-05
25,6.5,Máximas,16.3,01-23,4103X,2006-11-10
133,34.5,Minimas,1.6,01-23,4103X,2006-11-10
7,1.6,Máximas,21,01-23,7275C,2009-01-16
120,27.4,Minimas,4.6,01-23,7275C,2009-01-16
47,11,Máximas,14.2,01-23,9698U,2002-01-01
90,21.1,Minimas,2.1,01-23,9698U,2002-01-01
41,4.3,Máximas,16.8,01-23,1351,1961-01-01
6,0.6,Minimas,14.2,01-23,1351,1961-01-01
54,3,Máximas,22.5,01-23,8414A,1965-01-01
467,26,Minimas,7.4,01-23,8414A,1965-01-01
20,0.9,Máximas,17.6,01-23,3200,1951-01-01
982,43.5,Minimas,2,01-23,3200,1951-01-01
653,27.1,Máximas,17.5,01-23,7031,1944-08-01
810,33.7,Minimas,7,01-23,7031,1944-08-01
23,6.8,Máximas,17.2,01-23,9434P,2012-10-01
122,36.2,Minimas,4.5,01-23,9434P,2012-10-01
15,4.1,Máximas,20.5,01-23,1014A,2011-11-01
62,17,Minimas,9.2,01-23,1014A,2011-11-01
96,26.7,Máximas,18.2,01-23,B691Y,2011-04-19
149,41.4,Minimas,5.4,01-23,B691Y,2011-04-19
1,0.2,Máximas,22.4,01-23,4549Y,2003-03-01
83,13.6,Minimas,10.5,01-23,4549Y,2003-03-01
18,2.8,Máximas,17.8,01-23,4267X,2000-03-01
221,34.4,Minimas,2.9,01-23,4267X,2000-03-01
6,0.7,Máximas,16.1,01-23,9111,1989-04-18
124,13.7,Minimas,4.8,01-23,9111,1989-04-18
40,3,Máximas,25.8,01-23,C429I,1980-07-01
107,8.1,Minimas,17.3,01-23,C429I,1980-07-01
43,5,Máximas,19.6,01-23,3391,1954-03-01
338,41.3,Minimas,3.6,01-23,3391,1954-03-01
412,15.7,Máximas,11,01-23,2539,1936-11-01
13,0.5,Minimas,8.5,01-23,2539,1936-11-01
7,1.9,Máximas,17.2,01-23,9091R,2011-09-30
168,45.2,Minimas,0.9,01-23,9091R,2011-09-30
2,0.4,Máximas,20.8,01-23,1059X,2005-02-09
31,6.4,Minimas,11.1,01-23,1059X,2005-02-09
7,1.1,Máximas,21.9,01-23,5181D,2001-01-02
137,21.7,Minimas,5.3,01-23,5181D,2001-01-02
22,3.4,Máximas,22.3,01-23,6302A,2001-01-01
60,9.3,Minimas,7.9,01-23,6302A,2001-01-01
195,24.8,Minimas,8,01-23,5860E,1997-01-11
141,15.6,Máximas,16.5,01-23,B013X,1993-04-15
436,48.2,Minimas,1.9,01-23,B013X,1993-04-15
101,8.6,Máximas,15.8,01-23,1484C,1985-10-01
20,1.7,Minimas,12.9,01-23,1484C,1985-10-01
29,1.1,Máximas,17.8,01-23,8175,1939-12-01
813,31.5,Minimas,1.9,01-23,8175,1939-12-01
991,37.8,Máximas,8.4,01-23,2661,1938-01-01
174,6.6,Minimas,4.5,01-23,2661,1938-01-01
92,2.9,Máximas,14.9,01-23,3195,1920-01-01
832,26.1,Minimas,4.4,01-23,3195,1920-01-01
3,0.9,Máximas,17,01-23,9263X,2010-03-19
56,16.6,Minimas,4.5,01-23,9263X,2010-03-19
34,8.5,Máximas,23.8,01-23,C229J,1993-02-01
7,1.8,Minimas,19.7,01-23,C229J,1993-02-01
33,6,Máximas,22.6,01-23,8416Y,1994-07-02
133,24.4,Minimas,9.4,01-23,8416Y,1994-07-02
14,2.2,Máximas,19.3,01-23,5390Y,2000-01-01
86,13.5,Minimas,6.5,01-23,5390Y,2000-01-01
10,1.1,Máximas,17.1,01-23,2916A,1991-10-23
44,4.9,Minimas,6.9,01-23,2916A,1991-10-23
152,14.9,Máximas,12.4,01-23,2775X,1988-12-17
12,1.2,Minimas,8.6,01-23,2775X,1988-12-17
245,24.1,Máximas,10.2,01-23,2374X,1988-12-03
23,2.3,Minimas,7.1,01-23,2374X,1988-12-03
20,1,Máximas,17.1,01-23,3013,1949-09-01
304,15.2,Minimas,1.9,01-23,3013,1949-09-01
99,3.4,Máximas,17.4,01-23,1387,1930-10-01
12,0.4,Minimas,14.7,01-23,1387,1930-10-01
23,7.5,Máximas,18.3,01-23,0372C,2013-03-08
93,30.4,Minimas,2.4,01-23,0372C,2013-03-08
46,8.6,Máximas,14.4,01-23,1735X,2001-02-22
28,5.2,Minimas,8.2,01-23,1735X,2001-02-22
62,9.4,Máximas,16.2,01-23,3434X,2001-09-22
306,46.3,Minimas,2.2,01-23,3434X,2001-09-22
145,18.9,Máximas,14.6,01-23,1473A,1994-01-01
26,3.4,Minimas,12.2,01-23,1473A,1994-01-01
20,2.7,Máximas,15.9,01-23,9244X,1992-02-04
170,22.6,Minimas,4.1,01-23,9244X,1992-02-04
93,6.5,Máximas,18.9,01-23,B228,1978-01-01
385,27,Minimas,10,01-23,B228,1978-01-01
13,0.9,Máximas,16.8,01-23,9091O,1976-01-01
520,36.5,Minimas,2.3,01-23,9091O,1976-01-01
3,0.2,Máximas,21.5,01-23,5973,1935-11-01
1104,55.4,Minimas,9.4,01-23,5973,1935-11-01
45,1.9,Máximas,16.7,01-23,3196,1945-05-01
731,30.2,Minimas,3.2,01-23,3196,1945-05-01
851,34.2,Máximas,17.6,01-23,6155A,1942-05-01
1679,67.4,Minimas,6.4,01-23,6155A,1942-05-01
8,1.4,Máximas,21.7,01-23,7247X,2004-01-14
119,20.1,Minimas,5.2,01-23,7247X,2004-01-14
10,1.3,Máximas,21.5,01-23,1041A,1997-04-01
82,10.4,Minimas,10.8,01-23,1041A,1997-04-01
158,17.9,Máximas,14.3,01-23,1475X,1994-01-01
7,0.8,Minimas,13,01-23,1475X,1994-01-01
56,5.4,Máximas,15,01-23,3130C,1984-10-01
147,14.2,Minimas,2.5,01-23,3130C,1984-10-01
42,3.4,Máximas,14.6,01-23,3191E,1978-01-01
119,9.6,Minimas,5.5,01-23,3191E,1978-01-01
54,3.6,Máximas,19.4,01-23,B278,1972-08-01
281,18.5,Minimas,7.7,01-23,B278,1972-08-01
18,1,Máximas,21.3,01-23,5402,1959-04-01
721,39.8,Minimas,4.9,01-23,5402,1959-04-01
55,3.5,Máximas,17.1,01-23,9619,1928-09-01
711,41.8,Minimas,-2.7,01-23,9619,1928-09-01
191,9.8,Máximas,14.8,01-23,1495,1956-05-01
79,4,Minimas,10.9,01-23,1495,1956-05-01
19,0.9,Máximas,22,01-23,5796,1946-02-01
479,23,Minimas,7.8,01-23,5796,1946-02-01
66,2.5,Máximas,23.3,01-23,7228,1940-01-01
344,13.2,Minimas,8,01-23,7228,1940-01-01
5,1.2,Máximas,21.1,01-23,4511C,2007-07-09
118,27.3,Minimas,5.9,01-23,4511C,2007-07-09
112,21.9,Máximas,23.2,01-23,C659H,2002-05-01
131,25.3,Minimas,17.4,01-23,C659H,2002-05-01
3,0.4,Máximas,20.5,01-23,1078I,1997-04-01
37,5.2,Minimas,9.8,01-23,1078I,1997-04-01
34,4.3,Máximas,17.4,01-23,3526X,1989-02-01
315,39.7,Minimas,4.3,01-23,3526X,1989-02-01
9,0.8,Máximas,21.4,01-23,5910,1988-09-01
531,49.2,Minimas,6.2,01-23,5910,1988-09-01
343,19.8,Máximas,16.1,01-23,B893,1965-01-01
1174,67.9,Minimas,6.4,01-23,B893,1965-01-01
378,15,Máximas,16.1,01-23,0076,1924-03-01
583,22.7,Minimas,7,01-23,0076,1924-03-01
139,4.7,Máximas,17.2,01-23,1024E,1928-01-01
282,9.5,Minimas,10,01-23,1024E,1928-01-01
74,16.8,Máximas,20,01-23,7002Y,2009-01-11
181,41,Minimas,8.8,01-23,7002Y,2009-01-11
2,0.4,Máximas,17.4,01-23,1037Y,2007-12-19
24,4.8,Minimas,7.9,01-23,1037Y,2007-12-19
40,7.3,Máximas,12.3,01-23,9990X,2002-01-01
51,9.3,Minimas,1.2,01-23,9990X,2002-01-01
1,0.2,Máximas,27.4,01-23,C129Z,2000-01-22
225,37.9,Minimas,16,01-23,C129Z,2000-01-22
12,1,Máximas,12.5,01-23,2150H,1977-01-01
61,5.3,Minimas,3.8,01-23,2150H,1977-01-01
97,8.5,Máximas,15.6,01-23,8368U,1986-04-01
91,7.9,Minimas,3.6,01-23,8368U,1986-04-01
75,3.6,Máximas,22.5,01-23,7209,1955-01-01
405,19.6,Minimas,6.5,01-23,7209,1955-01-01
21,1.1,Máximas,20.7,01-23,1109,1953-09-12
395,20.6,Minimas,9,01-23,1109,1953-09-12
28,5.9,Máximas,16.5,01-23,4147X,2006-11-09
149,31.5,Minimas,2.3,01-23,4147X,2006-11-09
20,1.8,Máximas,15.9,01-23,2465,1988-10-01
5,0.5,Minimas,8.8,01-23,2465,1988-10-01
78,7.1,Máximas,16.2,01-23,3100B,1976-04-01
446,40.7,Minimas,1.5,01-23,3100B,1976-04-01
5,0.3,Máximas,18.5,01-23,2870,1970-01-01
57,3.8,Minimas,7.7,01-23,2870,1970-01-01
24,1.5,Máximas,24.8,01-23,C929I,1973-12-01
247,15.9,Minimas,18.2,01-23,C929I,1973-12-01
96,4.4,Máximas,23.7,01-23,C649I,1951-01-01
142,6.5,Minimas,17.1,01-23,C649I,1951-01-01
464,18.7,Máximas,10,01-23,2331,1943-08-01
25,1,Minimas,8,01-23,2331,1943-08-01
380,12.5,Máximas,14.4,01-23,0200E,1920-01-01
121,4,Minimas,9.8,01-23,0200E,1920-01-01
21,6.3,Máximas,15.5,01-23,4090Y,2008-09-14
102,30.7,Minimas,0.9,01-23,4090Y,2008-09-14
39,11.4,Máximas,17.3,01-23,1249X,2012-03-01
26,7.6,Minimas,9.4,01-23,1249X,2012-03-01
9,1.5,Máximas,22.3,01-23,5298X,2001-01-01
212,35.5,Minimas,3.6,01-23,5298X,2001-01-01
11,1.8,Máximas,12.3,01-23,3266A,1997-01-01
23,3.7,Minimas,4.2,01-23,3266A,1997-01-01
5,0.7,Máximas,21.1,01-23,5911A,2000-02-01
151,21.9,Minimas,5.4,01-23,5911A,2000-02-01
10,1.4,Máximas,16.9,01-23,3110C,1997-01-01
74,10.5,Minimas,3.8,01-23,3110C,1997-01-01
7,0.9,Máximas,22.3,01-23,5704B,1997-01-29
77,10,Minimas,6.8,01-23,5704B,1997-01-29
30,3.6,Máximas,16.4,01-23,9381I,1992-08-01
86,10.3,Minimas,3.5,01-23,9381I,1992-08-01
33,2.6,Máximas,18.3,01-23,8178D,1983-01-01
338,26.6,Minimas,3.2,01-23,8178D,1983-01-01
373,15.5,Máximas,13.6,01-23,1428,1943-11-01
25,1,Minimas,11.5,01-23,1428,1943-11-01
9,1.9,Máximas,18.7,01-23,4386B,2007-06-01
74,15.9,Minimas,7.3,01-23,4386B,2007-06-01
108,17.4,Máximas,11.5,01-23,2117D,2002-04-16
15,2.4,Minimas,7.8,01-23,2117D,2002-04-16
29,4.4,Máximas,17.1,01-23,3519X,1999-03-24
144,21.9,Minimas,6.5,01-23,3519X,1999-03-24
164,21.9,Máximas,16.1,01-23,0201D,1994-04-21
324,43.3,Minimas,8.5,01-23,0201D,1994-04-21
48,5.1,Máximas,17.9,01-23,8309X,1991-01-10
354,37.7,Minimas,1.1,01-23,8309X,1991-01-10
178,19.4,Máximas,11.3,01-23,B248,1971-04-01
51,5.6,Minimas,8.7,01-23,B248,1971-04-01
92,10.2,Máximas,14.1,01-23,1400,1951-01-01
12,1.3,Minimas,12.8,01-23,1400,1951-01-01
5,0.2,Máximas,23.3,01-23,5960,1946-02-01
1327,61.2,Minimas,4.1,01-23,5960,1946-02-01
393,13.7,Máximas,12.2,01-23,2614,1920-02-01
31,1.1,Minimas,9.9,01-23,2614,1920-02-01
8,2.1,Máximas,17.1,01-23,3298X,2006-11-03
13,3.4,Minimas,7.6,01-23,3298X,2006-11-03
24,4.7,Máximas,11.3,01-23,2491C,2001-12-17
7,1.4,Minimas,4.3,01-23,2491C,2001-12-17
3,2.1,Máximas,20.1,01-23,1057B,1997-04-01
11,7.9,Minimas,11.4,01-23,1057B,1997-04-01
233,23.8,Máximas,17.9,01-23,B569X,1989-01-01
221,22.6,Minimas,11.9,01-23,B569X,1989-01-01
40,6,Máximas,22.9,01-23,6367B,1988-04-07
284,42.6,Minimas,5.6,01-23,6367B,1988-04-07
256,16.5,Máximas,11.7,01-23,2422,1973-10-01
11,0.7,Minimas,9.1,01-23,2422,1973-10-01
16,1,Máximas,20.7,01-23,5530E,1972-07-01
615,38.9,Minimas,1.2,01-23,5530E,1972-07-01
73,4.4,Máximas,19.2,01-23,B954,1944-01-01
836,50.5,Minimas,7.8,01-23,B954,1944-01-01
13,0.5,Máximas,16.8,01-23,2867,1945-01-01
459,18.8,Minimas,3.5,01-23,2867,1945-01-01
45,1.8,Máximas,16.4,01-23,2030,1943-11-01
173,7,Minimas,3.7,01-23,2030,1943-11-01
253,9.6,Máximas,21,01-23,8025,1938-09-01
837,31.9,Minimas,7.7,01-23,8025,1938-09-01
157,39,Máximas,17.8,01-23,7031X,2011-01-01
130,32.3,Minimas,7.3,01-23,7031X,2011-01-01
20,4.1,Máximas,19.9,01-23,1207U,1979-01-01
84,17.1,Minimas,7.4,01-23,1207U,1979-01-01
10,1.3,Máximas,19.9,01-23,1050J,1997-04-01
85,11,Minimas,9.4,01-23,1050J,1997-04-01
57,7.4,Máximas,15.1,01-23,1393,1994-01-01
6,0.8,Minimas,13.7,01-23,1393,1994-01-01
6,0.8,Máximas,23.7,01-23,7145D,1997-02-19
150,19.2,Minimas,6.2,01-23,7145D,1997-02-19
29,3.7,Máximas,17.3,01-23,9294E,1993-07-24
536,68.4,Minimas,0.7,01-23,9294E,1993-07-24
10,0.8,Máximas,16.6,01-23,2444,1983-01-01
54,4.2,Minimas,5.5,01-23,2444,1983-01-01
112,6.8,Máximas,15.6,01-23,4121,1970-11-01
556,33.8,Minimas,2.9,01-23,4121,1970-11-01
133,7.3,Máximas,9.9,01-23,9585,1927-04-01
73,4,Minimas,2.2,01-23,9585,1927-04-01
42,2.1,Máximas,17,01-23,3129,1945-01-01
1011,49.4,Minimas,0.1,01-23,3129,1945-01-01
89,3.3,Máximas,22.6,01-23,8416,1937-11-01
592,22.2,Minimas,9.4,01-23,8416,1937-11-01
193,32.1,Máximas,17.3,01-23,5000C,2003-06-01
261,43.4,Minimas,12,01-23,5000C,2003-06-01
1,0.2,Máximas,22.5,01-23,5582A,2001-01-01
74,13.5,Minimas,6,01-23,5582A,2001-01-01
12,1,Máximas,16.9,01-23,1505,1951-01-01
64,5.6,Minimas,9.1,01-23,1505,1951-01-01
230,13,Máximas,20.2,01-23,8019,1967-01-01
671,38,Minimas,7.5,01-23,8019,1967-01-01
11,0.5,Máximas,17,01-23,1549,1951-01-01
209,9.3,Minimas,6.6,01-23,1549,1951-01-01
28,1.4,Máximas,18.4,01-23,8096,1951-01-01
448,23,Minimas,2.4,01-23,8096,1951-01-01
44,1.9,Máximas,20.7,01-23,5783,1951-01-01
658,29.1,Minimas,7.8,01-23,5783,1951-01-01
87,2.8,Máximas,14.4,01-23,C430E,1920-01-01
545,17.4,Minimas,4.1,01-23,C430E,1920-01-01
14,5.3,Máximas,16.6,01-23,4061X,2006-10-31
98,37,Minimas,2.2,01-23,4061X,2006-10-31
8,1.4,Máximas,13,01-23,1542,1997-03-01
55,9.7,Minimas,2.9,01-23,1542,1997-03-01
43,3.4,Máximas,16.9,01-23,3469A,1982-12-01
531,41.8,Minimas,4.4,01-23,3469A,1982-12-01
22,2.9,Máximas,16.7,01-23,9051,1949-09-01
46,6.1,Minimas,7.4,01-23,9051,1949-09-01
10,3.3,Máximas,23.6,01-23,C659M,2013-09-21
34,11.2,Minimas,18,01-23,C659M,2013-09-21
40,12.9,Máximas,22.1,01-24,C439J,2014-01-01
3,1,Minimas,17.1,01-24,C439J,2014-01-01
2,0.5,Máximas,23.4,01-24,5612B,2009-02-13
53,12.7,Minimas,7.8,01-24,5612B,2009-02-13
8,2,Máximas,18.5,01-24,3094B,2009-08-01
42,10.4,Minimas,5.9,01-24,3094B,2009-08-01
25,3.3,Máximas,17.3,01-24,9394X,1993-04-01
107,14.2,Minimas,5.2,01-24,9394X,1993-04-01
48,5.2,Máximas,19.6,01-24,B434X,1993-01-01
272,29.3,Minimas,9.7,01-24,B434X,1993-01-01
7,0.8,Máximas,26.3,01-24,8293X,1990-04-02
288,33.3,Minimas,6,01-24,8293X,1990-04-02
391,40.2,Máximas,9.6,01-24,2755X,1988-12-17
49,5,Minimas,6.9,01-24,2755X,1988-12-17
284,26.5,Máximas,9,01-24,2400E,1988-12-03
108,10.1,Minimas,3.8,01-24,2400E,1988-12-03
130,8.7,Máximas,20.2,01-24,8500A,1976-01-01
314,21.1,Minimas,8.3,01-24,8500A,1976-01-01
693,40.8,Máximas,20.8,01-24,C249I,1967-01-01
26,1.5,Minimas,18.4,01-24,C249I,1967-01-01
6,1.1,Máximas,16.2,01-24,9001D,2005-02-21
