recuento,fecuencia_supera,tipo,temp,date,indicativo,inicio_serie
411,78.1,Minimas,0.8,03-09,9698U,2002-01-01
878,86.2,Máximas,11.2,03-09,1351,1961-01-01
852,83.5,Minimas,6.6,03-09,1351,1961-01-01
1184,49,Máximas,18,03-09,7031,1944-08-01
985,40.8,Minimas,9,03-09,7031,1944-08-01
369,97.9,Máximas,8.8,03-09,4103X,2006-11-10
215,57,Minimas,3.6,03-09,4103X,2006-11-10
390,94.4,Máximas,11,03-09,4560Y,2009-06-05
332,80.4,Minimas,5.3,03-09,4560Y,2009-06-05
296,82.7,Máximas,15.4,03-09,B691Y,2011-04-19
176,49.2,Minimas,7,03-09,B691Y,2011-04-19
571,89.4,Máximas,16.2,03-09,4549Y,2003-03-01
196,30.7,Minimas,10.9,03-09,4549Y,2003-03-01
2395,90.4,Máximas,7.9,03-09,2539,1936-11-01
1268,47.9,Minimas,1.8,03-09,2539,1936-11-01
713,82.3,Máximas,8,03-09,9111,1989-04-18
420,48.5,Minimas,2.3,03-09,9111,1989-04-18
388,29.2,Máximas,23.6,03-09,C429I,1980-07-01
386,29,Minimas,16.1,03-09,C429I,1980-07-01
797,97.1,Máximas,9.2,03-09,3391,1954-03-01
616,75.1,Minimas,3.9,03-09,3391,1954-03-01
271,80.7,Máximas,13.5,03-09,9434P,2012-10-01
158,47,Minimas,7.1,03-09,9434P,2012-10-01
594,96.1,Máximas,10.7,03-09,4267X,2000-03-01
299,48.4,Minimas,4.9,03-09,4267X,2000-03-01
157,42.8,Máximas,16.9,03-09,1014A,2011-11-01
122,33.2,Minimas,9.1,03-09,1014A,2011-11-01
2458,94.8,Máximas,8.8,03-09,8175,1939-12-01
1225,47.2,Minimas,3.3,03-09,8175,1939-12-01
587,93.9,Máximas,10.8,03-09,6302A,2001-01-01
564,90.2,Minimas,2.9,03-09,6302A,2001-01-01
3059,95.3,Máximas,8.8,03-09,3195,1920-01-01
2140,66.7,Minimas,4.4,03-09,3195,1920-01-01
268,72.2,Máximas,11.5,03-09,9091R,2011-09-30
120,32.3,Minimas,3.9,03-09,9091R,2011-09-30
1083,92,Máximas,12.2,03-09,1484C,1985-10-01
1005,85.4,Minimas,4.7,03-09,1484C,1985-10-01
737,92.4,Máximas,15.8,03-09,5860E,1997-01-11
185,23.2,Minimas,10.5,03-09,5860E,1997-01-11
610,93,Máximas,10.8,03-09,5181D,2001-01-02
532,81.2,Minimas,3.6,03-09,5181D,2001-01-02
767,84.7,Máximas,10.8,03-09,B013X,1993-04-15
131,14.5,Minimas,7.9,03-09,B013X,1993-04-15
2526,94.7,Máximas,6.1,03-09,2661,1938-01-01
1828,68.6,Minimas,0.2,03-09,2661,1938-01-01
223,41,Máximas,15.1,03-09,1059X,2005-02-09
62,11.4,Minimas,11.1,03-09,1059X,2005-02-09
1020,98.9,Máximas,5.4,03-09,2775X,1988-12-17
487,47.2,Minimas,0.9,03-09,2775X,1988-12-17
617,96,Máximas,8.7,03-09,5390Y,2000-01-01
545,84.8,Minimas,2.7,03-09,5390Y,2000-01-01
505,91.5,Máximas,14.2,03-09,8416Y,1994-07-02
337,61.1,Minimas,9.2,03-09,8416Y,1994-07-02
960,93,Máximas,7.6,03-09,2374X,1988-12-03
400,38.8,Minimas,1.7,03-09,2374X,1988-12-03
2642,92,Máximas,11.5,03-09,1387,1930-10-01
2275,79.2,Minimas,6.5,03-09,1387,1930-10-01
760,99,Máximas,10.6,03-09,1473A,1994-01-01
559,72.8,Minimas,4.1,03-09,1473A,1994-01-01
263,74.5,Máximas,10.6,03-09,9263X,2010-03-19
222,62.9,Minimas,2.6,03-09,9263X,2010-03-19
952,98.1,Máximas,7.6,03-09,2916A,1991-10-23
626,65.3,Minimas,1.6,03-09,2916A,1991-10-23
1877,93.3,Máximas,5.5,03-09,3013,1949-09-01
681,33.9,Minimas,0.6,03-09,3013,1949-09-01
598,98.5,Máximas,6.2,03-09,1735X,2001-02-22
439,72.3,Minimas,0,03-09,1735X,2001-02-22
613,96.2,Máximas,11.6,03-09,3434X,2001-09-22
380,59.7,Minimas,5.2,03-09,3434X,2001-09-22
857,58.8,Máximas,12.6,03-09,9091O,1976-01-01
582,39.9,Minimas,3.4,03-09,9091O,1976-01-01
735,80.9,Máximas,10.3,03-09,9244X,1992-02-04
637,70.2,Minimas,2.4,03-09,9244X,1992-02-04
1073,75.2,Máximas,15.7,03-09,B228,1978-01-01
423,29.7,Minimas,11.1,03-09,B228,1978-01-01
301,90.9,Máximas,12.5,03-09,0372C,2013-03-08
100,30.2,Minimas,5.9,03-09,0372C,2013-03-08
2402,96.3,Máximas,14.6,03-09,6155A,1942-05-01
1766,70.8,Minimas,8.2,03-09,6155A,1942-05-01
528,93.3,Máximas,10.7,03-09,7247X,2004-01-14
272,48.1,Minimas,4.7,03-09,7247X,2004-01-14
1428,99.8,Máximas,2.6,03-09,9619,1928-09-01
889,54.5,Minimas,0.4,03-09,9619,1928-09-01
2305,95.4,Máximas,8.6,03-09,3196,1945-05-01
1302,53.9,Minimas,4.5,03-09,3196,1945-05-01
197,24.8,Máximas,18.5,03-09,1041A,1997-04-01
140,17.6,Minimas,10.6,03-09,1041A,1997-04-01
848,94.7,Máximas,10.7,03-09,1475X,1994-01-01
661,73.9,Minimas,4.7,03-09,1475X,1994-01-01
1212,97.7,Máximas,5.4,03-09,3191E,1978-01-01
1015,81.9,Minimas,1.4,03-09,3191E,1978-01-01
1960,94.4,Máximas,14.6,03-09,5796,1946-02-01
460,22.2,Minimas,9.6,03-09,5796,1946-02-01
1855,73,Máximas,18,03-09,7228,1940-01-01
1075,42.3,Minimas,7.8,03-09,7228,1940-01-01
996,96.5,Máximas,5.8,03-09,3130C,1984-10-01
301,29.1,Minimas,1.6,03-09,3130C,1984-10-01
1179,77.6,Máximas,15.7,03-09,B278,1972-08-01
124,8.2,Minimas,10.7,03-09,B278,1972-08-01
1802,97.7,Máximas,13.2,03-09,5402,1959-04-01
881,47.8,Minimas,7.2,03-09,5402,1959-04-01
890,98.3,Máximas,10.1,03-09,3526X,1989-02-01
706,78.1,Minimas,4.8,03-09,3526X,1989-02-01
466,64.4,Máximas,13.3,03-09,1078I,1997-04-01
110,15.2,Minimas,9,03-09,1078I,1997-04-01
1143,66,Máximas,15,03-09,B893,1965-01-01
217,12.5,Minimas,11.3,03-09,B893,1965-01-01
1215,41.3,Máximas,13.9,03-09,1024E,1928-01-01
1570,52.8,Minimas,7,03-09,1024E,1928-01-01
141,25.1,Máximas,22.5,03-09,C659H,2002-05-01
191,34.3,Minimas,16.9,03-09,C659H,2002-05-01
1020,94.1,Máximas,15.6,03-09,5910,1988-09-01
395,36.4,Minimas,10.8,03-09,5910,1988-09-01
2084,80.4,Máximas,14.2,03-09,0076,1924-03-01
675,26,Minimas,9.2,03-09,0076,1924-03-01
558,96.4,Máximas,11.2,03-09,6106X,2001-01-01
301,52.2,Minimas,6.4,03-09,6106X,2001-01-01
435,98.6,Máximas,11.1,03-09,4511C,2007-07-09
290,65.8,Minimas,5.3,03-09,4511C,2007-07-09
368,79.5,Máximas,17.1,03-09,7002Y,2009-01-11
391,84.8,Minimas,8.5,03-09,7002Y,2009-01-11
413,72.8,Máximas,22.3,03-09,C129Z,2000-01-22
160,28.2,Minimas,16.3,03-09,C129Z,2000-01-22
1062,92.6,Máximas,8.1,03-09,8368U,1986-04-01
312,27.2,Minimas,3.2,03-09,8368U,1986-04-01
1026,88.9,Máximas,-0.1,03-09,2150H,1977-01-01
872,75.5,Minimas,-3.9,03-09,2150H,1977-01-01
623,97.8,Máximas,7.1,03-09,3338,1997-01-04
480,75.4,Minimas,2.7,03-09,3338,1997-01-04
503,82.9,Máximas,7.1,03-09,9990X,2002-01-01
348,57.3,Minimas,-0.4,03-09,9990X,2002-01-01
795,42.4,Máximas,15.5,03-09,1109,1953-09-12
232,12.4,Minimas,10.6,03-09,1109,1953-09-12
1539,74.1,Máximas,16.2,03-09,7209,1955-01-01
1135,54.8,Minimas,6,03-09,7209,1955-01-01
276,56.8,Máximas,12,03-09,1037Y,2007-12-19
136,28,Minimas,5.9,03-09,1037Y,2007-12-19
1991,80.3,Máximas,7.8,03-09,2331,1943-08-01
1059,42.7,Minimas,1.5,03-09,2331,1943-08-01
436,20,Máximas,23.3,03-09,C649I,1951-01-01
1105,50.8,Minimas,15.4,03-09,C649I,1951-01-01
422,96.3,Máximas,8.8,03-09,4147X,2006-11-09
341,77.9,Minimas,2.3,03-09,4147X,2006-11-09
248,16,Máximas,22.5,03-09,C929I,1973-12-01
151,9.8,Minimas,18.3,03-09,C929I,1973-12-01
2617,86.1,Máximas,10.9,03-09,0200E,1920-01-01
1761,58,Minimas,7,03-09,0200E,1920-01-01
1041,96.5,Máximas,10.4,03-09,3100B,1976-04-01
492,45.6,Minimas,3.9,03-09,3100B,1976-04-01
968,89.2,Máximas,7.8,03-09,2465,1988-10-01
820,75.6,Minimas,0.7,03-09,2465,1988-10-01
324,95.6,Máximas,8.4,03-09,4090Y,2008-09-14
180,53.1,Minimas,3.3,03-09,4090Y,2008-09-14
597,91.7,Máximas,1,03-09,3266A,1997-01-01
506,77.7,Minimas,-2.8,03-09,3266A,1997-01-01
748,96.9,Máximas,10.4,03-09,5704B,1997-01-29
394,51,Minimas,5.2,03-09,5704B,1997-01-29
234,62.9,Máximas,13.7,03-09,1249X,2012-03-01
266,71.5,Minimas,4.5,03-09,1249X,2012-03-01
1224,96.3,Máximas,8.8,03-09,8178D,1983-01-01
815,64.1,Minimas,3.2,03-09,8178D,1983-01-01
652,73.3,Máximas,8.3,03-09,B248,1971-04-01
574,64.6,Minimas,3.9,03-09,B248,1971-04-01
928,92.1,Máximas,10.3,03-09,1400,1951-01-01
929,92.2,Minimas,5.3,03-09,1400,1951-01-01
919,98.1,Máximas,6.6,03-09,8309X,1991-01-10
416,44.4,Minimas,3,03-09,8309X,1991-01-10
438,94.4,Máximas,10.2,03-09,4386B,2007-06-01
352,75.9,Minimas,4.6,03-09,4386B,2007-06-01
2333,95.5,Máximas,8.7,03-09,1428,1943-11-01
1881,77,Minimas,2.7,03-09,1428,1943-11-01
571,90.1,Máximas,7.5,03-09,3110C,1997-01-01
315,49.7,Minimas,1.3,03-09,3110C,1997-01-01
564,96.1,Máximas,13.3,03-09,5298X,2001-01-01
251,42.7,Minimas,6.9,03-09,5298X,2001-01-01
706,84.3,Máximas,10,03-09,9381I,1992-08-01
281,33.6,Minimas,2.3,03-09,9381I,1992-08-01
597,85.4,Máximas,8.9,03-09,5911A,2000-02-01
568,81.3,Minimas,2.7,03-09,5911A,2000-02-01
633,86.8,Máximas,13.5,03-09,0201D,1994-04-21
385,52.9,Minimas,10.2,03-09,0201D,1994-04-21
698,98.3,Máximas,9.5,03-09,3519X,1999-03-24
608,85.6,Minimas,4.3,03-09,3519X,1999-03-24
410,95.8,Máximas,7.2,03-09,8177A,2006-01-01
323,75.5,Minimas,1.4,03-09,8177A,2006-01-01
672,70.1,Máximas,15.4,03-09,B569X,1989-01-01
475,49.6,Minimas,11.5,03-09,B569X,1989-01-01
2245,91.7,Máximas,8.5,03-09,2867,1945-01-01
1436,58.7,Minimas,0.9,03-09,2867,1945-01-01
584,86.8,Máximas,14.9,03-09,6367B,1988-04-07
560,83.2,Minimas,5.2,03-09,6367B,1988-04-07
278,90.6,Máximas,7.7,03-09,3298X,2006-11-03
241,78.5,Minimas,1.8,03-09,3298X,2006-11-03
64,34.4,Máximas,16.4,03-09,1057B,1997-04-01
54,29,Minimas,10.3,03-09,1057B,1997-04-01
2050,93.7,Máximas,15.3,03-09,5960,1946-02-01
557,25.5,Minimas,10.1,03-09,5960,1946-02-01
2306,93,Máximas,5.1,03-09,2030,1943-11-01
1435,57.9,Minimas,0.2,03-09,2030,1943-11-01
2237,84.9,Máximas,16.4,03-09,8025,1938-09-01
1177,44.7,Minimas,8.9,03-09,8025,1938-09-01
1531,96.8,Máximas,10.9,03-09,5530E,1972-07-01
670,42.4,Minimas,4.3,03-09,5530E,1972-07-01
1480,95.5,Máximas,8.3,03-09,2422,1973-10-01
729,47,Minimas,3,03-09,2422,1973-10-01
1182,70.7,Máximas,16.4,03-09,B954,1944-01-01
663,39.7,Minimas,10.1,03-09,B954,1944-01-01
516,92.1,Máximas,-0.7,03-09,2491C,2001-12-17
472,84.3,Minimas,-5.7,03-09,2491C,2001-12-17
1118,88,Máximas,7.2,03-09,2444,1983-01-01
667,52.5,Minimas,1.3,03-09,2444,1983-01-01
735,89.6,Máximas,14.5,03-09,7145D,1997-02-19
662,81.6,Minimas,4.5,03-09,7145D,1997-02-19
1955,96.6,Máximas,8.7,03-09,3129,1945-01-01
820,40.5,Minimas,4.4,03-09,3129,1945-01-01
1587,96.6,Máximas,9.5,03-09,4121,1970-11-01
900,54.8,Minimas,4.3,03-09,4121,1970-11-01
324,59.2,Máximas,14.3,03-09,1207U,1979-01-01
407,74.5,Minimas,4.1,03-09,1207U,1979-01-01
1681,89.7,Máximas,1.2,03-09,9585,1927-04-01
1007,53.7,Minimas,-2.4,03-09,9585,1927-04-01
395,49.7,Máximas,15.1,03-09,1050J,1997-04-01
109,13.7,Minimas,9.9,03-09,1050J,1997-04-01
644,86.7,Máximas,11.3,03-09,1393,1994-01-01
661,89,Minimas,6,03-09,1393,1994-01-01
254,64.1,Máximas,18.3,03-09,7031X,2011-01-01
196,49.7,Minimas,9.2,03-09,7031X,2011-01-01
686,84.2,Máximas,12.4,03-09,9294E,1993-07-24
508,62.3,Minimas,4.2,03-09,9294E,1993-07-24
2414,90.5,Máximas,14.2,03-09,8416,1937-11-01
903,33.9,Minimas,10.2,03-09,8416,1937-11-01
1860,95.2,Máximas,6.7,03-09,8096,1951-01-01
1290,66.1,Minimas,1,03-09,8096,1951-01-01
2165,95.9,Máximas,15,03-09,5783,1951-01-01
994,44.1,Minimas,9.3,03-09,5783,1951-01-01
513,84.8,Máximas,15.5,03-09,5000C,2003-06-01
477,78.8,Minimas,11.1,03-09,5000C,2003-06-01
1448,82,Máximas,16.2,03-09,8019,1967-01-01
1173,66.5,Minimas,7.3,03-09,8019,1967-01-01
1120,98.6,Máximas,7.3,03-09,1505,1951-01-01
673,59.2,Minimas,2.1,03-09,1505,1951-01-01
442,85.5,Máximas,12.7,03-09,5582A,2001-01-01
357,69.1,Minimas,5.2,03-09,5582A,2001-01-01
2109,93.3,Máximas,8.7,03-09,1549,1951-01-01
1317,58.2,Minimas,3.3,03-09,1549,1951-01-01
1819,57.4,Máximas,9.5,03-09,C430E,1920-01-01
2345,74.1,Minimas,-0.6,03-09,C430E,1920-01-01
375,97.7,Máximas,8.6,03-09,4061X,2006-10-31
232,60.4,Minimas,3.8,03-09,4061X,2006-10-31
473,88.2,Máximas,1.2,03-09,1542,1997-03-01
447,83.4,Minimas,-3.3,03-09,1542,1997-03-01
1247,98.1,Máximas,10.4,03-09,3469A,1982-12-01
996,78.4,Minimas,4.7,03-09,3469A,1982-12-01
2600,92.2,Máximas,9.1,03-09,2614,1920-02-01
1339,48,Minimas,3.5,03-09,2614,1920-02-01
65,21,Máximas,22.7,03-09,C439J,2014-01-01
231,74.5,Minimas,12.6,03-09,C439J,2014-01-01
1571,78,Máximas,16.3,03-09,5973,1935-11-01
893,44.3,Minimas,12.5,03-09,5973,1935-11-01
526,86.5,Máximas,9.1,03-09,2117D,2002-04-16
226,37.2,Minimas,2.1,03-09,2117D,2002-04-16
1320,90,Máximas,9.3,03-09,2870,1970-01-01
619,42.2,Minimas,3.1,03-09,2870,1970-01-01
267,97.4,Máximas,15.1,03-09,6293X,2009-07-19
109,39.8,Minimas,11.3,03-09,6293X,2009-07-19
187,31.4,Máximas,14.3,03-09,1210X,1997-06-01
283,47.6,Minimas,9,03-09,1210X,1997-06-01
714,68.2,Máximas,10.8,03-10,2400E,1988-12-03
561,53.6,Minimas,1.6,03-10,2400E,1988-12-03
580,66.1,Máximas,19.2,03-10,8293X,1990-04-02
470,53.6,Minimas,7,03-10,8293X,1990-04-02
250,61.1,Máximas,16.9,03-10,5612B,2009-02-13
104,25.4,Minimas,8.2,03-10,5612B,2009-02-13
2092,86.5,Máximas,-0.4,03-10,2462,1946-01-01
1679,69.4,Minimas,-3.7,03-10,2462,1946-01-01
325,82.1,Máximas,11.6,03-10,3094B,2009-08-01
275,69.4,Minimas,3.2,03-10,3094B,2009-08-01
674,64.6,Máximas,13.5,03-10,2755X,1988-12-17
351,33.6,Minimas,4.1,03-10,2755X,1988-12-17
322,18.9,Máximas,23.5,03-10,C249I,1967-01-01
331,19.5,Minimas,16.7,03-10,C249I,1967-01-01
383,42.5,Máximas,17.8,03-10,B434X,1993-01-01
198,22,Minimas,11.6,03-10,B434X,1993-01-01
691,86.9,Máximas,11.6,03-10,9394X,1993-04-01
268,33.7,Minimas,4.9,03-10,9394X,1993-04-01
430,28.9,Máximas,20.2,03-10,8500A,1976-01-01
1114,74.9,Minimas,6.7,03-10,8500A,1976-01-01
1228,77.7,Máximas,12.9,03-10,1387E,1971-12-01
555,35.1,Minimas,8,03-10,1387E,1971-12-01
1098,64.5,Máximas,12.8,03-10,1212E,1968-08-01
452,26.6,Minimas,8.5,03-10,1212E,1968-08-01
1652,76.2,Máximas,15,03-10,0016A,1945-02-01
1902,87.9,Minimas,3.3,03-10,0016A,1945-02-01
749,73.6,Máximas,14.3,03-10,9573X,1990-01-01
931,91.5,Minimas,0.3,03-10,9573X,1990-01-01
761,76.3,Máximas,16.2,03-10,4358X,1989-03-01
377,37.8,Minimas,7.9,03-10,4358X,1989-03-01
1255,49.5,Máximas,16.9,03-10,C447A,1941-08-01
275,11,Minimas,12.3,03-10,C447A,1941-08-01
1224,54.1,Máximas,16.3,03-10,9434,1941-01-01
1337,59.1,Minimas,4.9,03-10,9434,1941-01-01
340,11.8,Máximas,24.3,03-10,C449C,1931-01-01
95,3.3,Minimas,18.5,03-10,C449C,1931-01-01
374,66.2,Máximas,9.6,03-10,9001D,2005-02-21
147,26,Minimas,2.5,03-10,9001D,2005-02-21
693,76,Máximas,7.4,03-10,9563X,1991-11-20
702,77,Minimas,0.1,03-10,9563X,1991-11-20
1275,55.7,Máximas,16.5,03-10,6001,1945-05-01
1961,85.6,Minimas,9.8,03-10,6001,1945-05-01
552,67.2,Máximas,17.2,03-10,5972X,1997-03-01
520,63.3,Minimas,11.1,03-10,5972X,1997-03-01
766,49.3,Máximas,16.7,03-10,0367,1973-01-01
832,53.6,Minimas,3.7,03-10,0367,1973-01-01
2554,80,Máximas,15.5,03-10,9981A,1920-01-01
3041,95.2,Minimas,3.2,03-10,9981A,1920-01-01
1496,76.6,Máximas,12.8,03-10,3175,1961-01-01
779,39.9,Minimas,4.4,03-10,3175,1961-01-01
368,49.4,Máximas,19.2,03-10,8050X,1997-03-14
530,71.1,Minimas,6.4,03-10,8050X,1997-03-14
594,72.7,Máximas,11.9,03-10,9051,1949-09-01
176,21.5,Minimas,5.2,03-10,9051,1949-09-01
711,70.7,Máximas,9.1,03-10,2235U,1986-06-01
570,56.7,Minimas,0.3,03-10,2235U,1986-06-01
1034,79.4,Máximas,14.3,03-10,3260B,1982-02-01
524,40.2,Minimas,6.2,03-10,3260B,1982-02-01
159,59.3,Máximas,14.8,03-10,1331A,2014-11-20
108,40.3,Minimas,7.8,03-10,1331A,2014-11-20
1754,74.2,Máximas,14.6,03-10,3365A,1920-01-01
624,26.4,Minimas,7,03-10,3365A,1920-01-01
470,63.9,Máximas,13.8,03-10,1183X,1997-04-02
362,49.2,Minimas,8.7,03-10,1183X,1997-04-02
239,68.3,Máximas,10.2,03-10,8489X,2009-01-25
249,71.1,Minimas,-0.1,03-10,8489X,2009-01-25
1105,86.9,Máximas,14.2,03-10,9771C,1983-02-01
921,72.5,Minimas,2.7,03-10,9771C,1983-02-01
651,53.8,Máximas,20.6,03-10,7178I,1984-04-01
956,79.1,Minimas,5.9,03-10,7178I,1984-04-01
1276,75.5,Máximas,12.4,03-10,4067,1945-06-01
677,40,Minimas,4.6,03-10,4067,1945-06-01
427,47,Máximas,16.3,03-10,0252D,1981-01-01
598,65.8,Minimas,6.6,03-10,0252D,1981-01-01
411,61.3,Máximas,18.8,03-10,6156X,2001-01-01
515,76.8,Minimas,9.1,03-10,6156X,2001-01-01
615,76.4,Máximas,14.2,03-10,7096B,1987-08-01
655,81.4,Minimas,4.1,03-10,7096B,1987-08-01
444,67.8,Máximas,18,03-10,5641X,2001-01-01
104,15.9,Minimas,10,03-10,5641X,2001-01-01
614,75.3,Máximas,16.1,03-10,5995B,1997-03-01
650,79.8,Minimas,9.6,03-10,5995B,1997-03-01
176,22.3,Máximas,22.9,03-10,C459Z,1996-06-12
152,19.3,Minimas,16.8,03-10,C459Z,1996-06-12
502,62.7,Máximas,12.5,03-10,9019B,1993-01-01
288,35.9,Minimas,2,03-10,9019B,1993-01-01
428,87.3,Máximas,13.2,03-10,0149X,2005-01-14
286,58.4,Minimas,3.5,03-10,0149X,2005-01-14
448,94.9,Máximas,5.4,03-10,9784P,2006-01-29
342,72.5,Minimas,-0.7,03-10,9784P,2006-01-29
579,73.8,Máximas,13.6,03-10,9569A,1990-04-01
722,92,Minimas,1.4,03-10,9569A,1990-04-01
485,68.5,Máximas,13.8,03-10,1208H,2001-03-06
252,35.6,Minimas,9.8,03-10,1208H,2001-03-06
1936,86.7,Máximas,12.2,03-10,5514,1937-12-01
488,21.9,Minimas,6.7,03-10,5514,1937-12-01
137,49.8,Máximas,14.7,03-10,1083L,2014-04-29
97,35.3,Minimas,9.2,03-10,1083L,2014-04-29
635,80.2,Máximas,9.6,03-10,1631E,1994-01-01
465,58.7,Minimas,2.4,03-10,1631E,1994-01-01
310,19.6,Máximas,24.7,03-10,C029O,1972-11-01
642,40.6,Minimas,15.2,03-10,C029O,1972-11-01
2585,80.2,Máximas,10.2,03-10,9390,1920-01-01
1087,33.7,Minimas,3.6,03-10,9390,1920-01-01
770,85.7,Máximas,11.9,03-10,1700X,1994-01-01
266,29.6,Minimas,5.5,03-10,1700X,1994-01-01
331,74.7,Máximas,8.2,03-10,2298,1934-02-01
185,41.7,Minimas,0.5,03-10,2298,1934-02-01
630,88.2,Máximas,1,03-10,1221D,1997-03-01
521,73,Minimas,-1.7,03-10,1221D,1997-03-01
343,77.1,Máximas,14.4,03-10,4220X,2006-11-10
134,30.1,Minimas,5.7,03-10,4220X,2006-11-10
236,90.4,Máximas,9.5,03-10,5192,1985-12-01
201,77,Minimas,4,03-10,5192,1985-12-01
951,55.5,Máximas,18.8,03-10,6325O,1968-01-01
1607,93.8,Minimas,7,03-10,6325O,1968-01-01
732,34.7,Máximas,17.2,03-10,1014,1955-08-18
545,25.9,Minimas,9.2,03-10,1014,1955-08-18
299,64.4,Máximas,15.9,03-10,7119B,2009-01-30
389,84.6,Minimas,1.9,03-10,7119B,2009-01-30
639,73.6,Máximas,12.6,03-10,1111,1946-06-01
563,64.9,Minimas,8.1,03-10,1111,1946-06-01
407,91.3,Máximas,2.9,03-10,3111D,2005-07-03
341,76.5,Minimas,-1.9,03-10,3111D,2005-07-03
1551,72.5,Máximas,16.6,03-10,4452,1955-01-01
452,21.1,Minimas,9,03-10,4452,1955-01-01
264,68.8,Máximas,13.6,03-10,1002Y,2009-03-16
115,29.9,Minimas,5.5,03-10,1002Y,2009-03-16
425,83.3,Máximas,11.3,03-10,4148,1964-01-01
255,50,Minimas,4.2,03-10,4148,1964-01-01
575,63.5,Máximas,13,03-10,1159,1961-01-01
265,29.2,Minimas,8.7,03-10,1159,1961-01-01
785,84.7,Máximas,10.8,03-10,0324A,1987-09-01
557,60.1,Minimas,0.2,03-10,0324A,1987-09-01
560,34.1,Máximas,19.1,03-10,6000A,1965-01-01
445,27.1,Minimas,13.1,03-10,6000A,1965-01-01
256,48.4,Máximas,19.6,03-10,6058I,2001-01-01
429,81.2,Minimas,10.3,03-10,6058I,2001-01-01
560,61.8,Máximas,17.9,03-10,8325X,1991-02-01
343,37.9,Minimas,9.1,03-10,8325X,1991-02-01
2081,85,Máximas,11.1,03-10,9898,1943-03-01
2000,81.7,Minimas,1.1,03-10,9898,1943-03-01
340,51.9,Máximas,14.1,03-10,1283U,1997-04-01
225,34.4,Minimas,9.3,03-10,1283U,1997-04-01
783,51.6,Máximas,14.1,03-10,9263D,1975-01-01
1092,72,Minimas,1.6,03-10,9263D,1975-01-01
713,83.9,Máximas,1.9,03-10,2630X,1991-10-04
523,61.5,Minimas,-1.7,03-10,2630X,1991-10-04
33,11.5,Máximas,22.7,03-10,C659M,2013-09-21
8,2.8,Minimas,18.8,03-10,C659M,2013-09-21
468,69.5,Máximas,14.4,03-10,4244X,2001-01-24
172,25.6,Minimas,7.5,03-10,4244X,2001-01-24
770,77.4,Máximas,16.8,03-10,4410X,1989-06-04
432,43.4,Minimas,7.6,03-10,4410X,1989-06-04
1228,77.8,Máximas,14.8,03-10,1690A,1972-08-01
406,25.7,Minimas,7.5,03-10,1690A,1972-08-01
833,69,Máximas,18.8,03-10,4642E,1984-06-01
316,26.2,Minimas,10.3,03-10,4642E,1984-06-01
508,80,Máximas,22.1,03-10,C629X,2003-02-07
301,47.4,Minimas,15.9,03-10,C629X,2003-02-07
944,89.3,Máximas,10.4,03-10,2946X,1988-12-29
378,35.8,Minimas,3.9,03-10,2946X,1988-12-29
612,78.2,Máximas,14,03-10,3576X,1996-08-01
353,45.1,Minimas,6.5,03-10,3576X,1996-08-01
1359,58.5,Máximas,14.4,03-10,9170,1948-11-01
2231,96,Minimas,-0.5,03-10,9170,1948-11-01
958,58.7,Máximas,20.5,03-10,C139E,1970-04-01
590,36.2,Minimas,16.1,03-10,C139E,1970-04-01
926,85.3,Máximas,12.7,03-10,5270B,1983-04-02
755,69.6,Minimas,7.2,03-10,5270B,1983-04-02
479,91.4,Máximas,5.4,03-10,9208E,2006-02-01
330,63,Minimas,0.6,03-10,9208E,2006-02-01
178,16.7,Máximas,21,03-10,7012C,1988-09-01
368,34.6,Minimas,12.3,03-10,7012C,1988-09-01
1571,69.4,Máximas,13.5,03-10,3200,1951-01-01
1459,64.5,Minimas,3.8,03-10,3200,1951-01-01
882,49.1,Máximas,18.8,03-10,8414A,1965-01-01
616,34.3,Minimas,8.6,03-10,8414A,1965-01-01
271,72.8,Máximas,12.8,03-10,3168D,2011-08-01
217,58.3,Minimas,3.8,03-10,3168D,2011-08-01
319,69.3,Máximas,14.1,03-10,7275C,2009-01-16
346,75.5,Minimas,2,03-10,7275C,2009-01-16
709,69.6,Máximas,12.3,03-10,1351,1961-01-01
876,85.9,Minimas,6.4,03-10,1351,1961-01-01
716,29.6,Máximas,19.7,03-10,7031,1944-08-01
2062,85.5,Minimas,4.6,03-10,7031,1944-08-01
516,98.1,Máximas,6.2,03-10,9698U,2002-01-01
471,89.5,Minimas,-0.6,03-10,9698U,2002-01-01
291,77.2,Máximas,13,03-10,4103X,2006-11-10
165,43.8,Minimas,4.9,03-10,4103X,2006-11-10
316,76.5,Máximas,13.6,03-10,4560Y,2009-06-05
268,64.9,Minimas,6.5,03-10,4560Y,2009-06-05
235,65.6,Máximas,17.4,03-10,B691Y,2011-04-19
79,22.1,Minimas,10,03-10,B691Y,2011-04-19
221,34.6,Máximas,20.5,03-10,4549Y,2003-03-01
258,40.4,Minimas,10.2,03-10,4549Y,2003-03-01
310,23.3,Máximas,24.1,03-10,C429I,1980-07-01
526,39.5,Minimas,15.7,03-10,C429I,1980-07-01
1772,66.9,Máximas,11.2,03-10,2539,1936-11-01
1168,44.1,Minimas,2.1,03-10,2539,1936-11-01
626,72.3,Máximas,9.8,03-10,9111,1989-04-18
297,34.3,Minimas,3.6,03-10,9111,1989-04-18
671,81.7,Máximas,12.7,03-10,3391,1954-03-01
