cod_ine,cod_region_iso,nom_region_iso,indicativo,nom_mun,prov_isla,tmed,tmax,calor,anomalia_tmax,tmin,frio,anomalia_tmin,fecha,hora,nombre_clean
08250,690803,Prelitoral de Barcelona,0229I,Santa Margarida de Montbui,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08251,690803,Prelitoral de Barcelona,0229I,Santa Margarida i els Monjos,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08252,690803,Prelitoral de Barcelona,0229I,Barberà del Vallès,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08253,690801,Prepirineo de Barcelona,0324A,Santa Maria de Besora,Barcelona,6.75,13.4,hace calor,"+0,6",0.1,más cálida de lo normal,"+0,6",2024-03-05,20:30:00,Ripoll
08254,690801,Prepirineo de Barcelona,0324A,"Esquirol, L'",Barcelona,6.75,13.4,hace calor,"+0,6",0.1,más cálida de lo normal,"+0,6",2024-03-05,20:30:00,Ripoll
08255,690802,Depresión central de Barcelona,0149X,Santa Maria de Merlès,Barcelona,8.85,16.7,hace calor,"+1,8",1,hace mucho frío,"-2,6",2024-03-05,20:30:00,Manresa
08256,690803,Prelitoral de Barcelona,0229I,Santa Maria de Martorelles,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08257,690803,Prelitoral de Barcelona,0229I,Santa Maria de Miralles,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08258,690802,Depresión central de Barcelona,0149X,Santa Maria d'Oló,Barcelona,8.85,16.7,hace calor,"+1,8",1,hace mucho frío,"-2,6",2024-03-05,20:30:00,Manresa
08259,690803,Prelitoral de Barcelona,0229I,Santa Maria de Palautordera,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08260,690803,Prelitoral de Barcelona,0229I,Santa Perpètua de Mogoda,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08261,690804,Litoral de Barcelona,0255B,Santa Susanna,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08262,690802,Depresión central de Barcelona,0149X,Sant Vicenç de Castellet,Barcelona,8.85,16.7,hace calor,"+1,8",1,hace mucho frío,"-2,6",2024-03-05,20:30:00,Manresa
08263,690804,Litoral de Barcelona,0200E,Sant Vicenç dels Horts,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08264,690804,Litoral de Barcelona,0252D,Sant Vicenç de Montalt,Barcelona,12.55,18,hace mucho calor,"+2,4",7.1,más cálida de lo normal,"+0,1",2024-03-05,20:30:00,Arenys de Mar
08265,690802,Depresión central de Barcelona,0149X,Sant Vicenç de Torelló,Barcelona,8.85,16.7,hace calor,"+1,8",1,hace mucho frío,"-2,6",2024-03-05,20:30:00,Manresa
08266,690803,Prelitoral de Barcelona,0229I,Cerdanyola del Vallès,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08267,690803,Prelitoral de Barcelona,0229I,Sentmenat,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08268,690801,Prepirineo de Barcelona,9585,Cercs,Barcelona,1.15,6.2,hace calor,+1,-3.9,el frío es normal,"-0,1",2024-03-05,20:30:00,La Molina
08269,690802,Depresión central de Barcelona,0149X,Seva,Barcelona,8.85,16.7,hace calor,"+1,8",1,hace mucho frío,"-2,6",2024-03-05,20:30:00,Manresa
08270,690804,Litoral de Barcelona,0076,Sitges,Barcelona,13,19.4,hace mucho calor,"+4,4",6.6,hace frío,"-1,6",2024-03-05,20:30:00,Barcelona Aeropuerto
08271,690802,Depresión central de Barcelona,0149X,Sobremunt,Barcelona,8.85,16.7,hace calor,"+1,8",1,hace mucho frío,"-2,6",2024-03-05,20:30:00,Manresa
08272,690801,Prepirineo de Barcelona,0324A,Sora,Barcelona,6.75,13.4,hace calor,"+0,6",0.1,más cálida de lo normal,"+0,6",2024-03-05,20:30:00,Ripoll
08273,690803,Prelitoral de Barcelona,0229I,Subirats,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08274,690802,Depresión central de Barcelona,0149X,Súria,Barcelona,8.85,16.7,hace calor,"+1,8",1,hace mucho frío,"-2,6",2024-03-05,20:30:00,Manresa
08275,690801,Prepirineo de Barcelona,0324A,Tavèrnoles,Barcelona,6.75,13.4,hace calor,"+0,6",0.1,más cálida de lo normal,"+0,6",2024-03-05,20:30:00,Ripoll
08276,690803,Prelitoral de Barcelona,0229I,Tagamanent,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08277,690802,Depresión central de Barcelona,0149X,Talamanca,Barcelona,8.85,16.7,hace calor,"+1,8",1,hace mucho frío,"-2,6",2024-03-05,20:30:00,Manresa
08278,690802,Depresión central de Barcelona,0149X,Taradell,Barcelona,8.85,16.7,hace calor,"+1,8",1,hace mucho frío,"-2,6",2024-03-05,20:30:00,Manresa
08279,690803,Prelitoral de Barcelona,0229I,Terrassa,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08280,690801,Prepirineo de Barcelona,0324A,Tavertet,Barcelona,6.75,13.4,hace calor,"+0,6",0.1,más cálida de lo normal,"+0,6",2024-03-05,20:30:00,Ripoll
08281,690804,Litoral de Barcelona,0201D,Teià,Barcelona,13,16.6,hace calor,"+1,8",9.4,hace frío,"-0,5",2024-03-05,20:30:00,Barcelona
08282,690804,Litoral de Barcelona,0201D,Tiana,Barcelona,13,16.6,hace calor,"+1,8",9.4,hace frío,"-0,5",2024-03-05,20:30:00,Barcelona
08283,690802,Depresión central de Barcelona,0149X,Tona,Barcelona,8.85,16.7,hace calor,"+1,8",1,hace mucho frío,"-2,6",2024-03-05,20:30:00,Manresa
08284,690804,Litoral de Barcelona,0255B,Tordera,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08285,690802,Depresión central de Barcelona,0149X,Torelló,Barcelona,8.85,16.7,hace calor,"+1,8",1,hace mucho frío,"-2,6",2024-03-05,20:30:00,Manresa
08286,690803,Prelitoral de Barcelona,0229I,"Torre de Claramunt, La",Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08287,690803,Prelitoral de Barcelona,0229I,Torrelavit,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08288,690803,Prelitoral de Barcelona,0229I,Torrelles de Foix,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08289,690804,Litoral de Barcelona,0076,Torrelles de Llobregat,Barcelona,13,19.4,hace mucho calor,"+4,4",6.6,hace frío,"-1,6",2024-03-05,20:30:00,Barcelona Aeropuerto
08290,690803,Prelitoral de Barcelona,0229I,Ullastrell,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08291,690803,Prelitoral de Barcelona,0229I,Vacarisses,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08292,690803,Prelitoral de Barcelona,0229I,Vallbona d'Anoia,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08293,690801,Prepirineo de Barcelona,9585,Vallcebre,Barcelona,1.15,6.2,hace calor,+1,-3.9,el frío es normal,"-0,1",2024-03-05,20:30:00,La Molina
08294,690803,Prelitoral de Barcelona,0229I,Vallgorguina,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08295,690804,Litoral de Barcelona,0076,Vallirana,Barcelona,13,19.4,hace mucho calor,"+4,4",6.6,hace frío,"-1,6",2024-03-05,20:30:00,Barcelona Aeropuerto
08296,690804,Litoral de Barcelona,0201D,Vallromanes,Barcelona,13,16.6,hace calor,"+1,8",9.4,hace frío,"-0,5",2024-03-05,20:30:00,Barcelona
08297,690803,Prelitoral de Barcelona,0229I,Veciana,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08298,690802,Depresión central de Barcelona,0149X,Vic,Barcelona,8.85,16.7,hace calor,"+1,8",1,hace mucho frío,"-2,6",2024-03-05,20:30:00,Manresa
08299,690801,Prepirineo de Barcelona,9585,Vilada,Barcelona,1.15,6.2,hace calor,+1,-3.9,el frío es normal,"-0,1",2024-03-05,20:30:00,La Molina
08300,690803,Prelitoral de Barcelona,0229I,Viladecavalls,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08301,690804,Litoral de Barcelona,0076,Viladecans,Barcelona,13,19.4,hace mucho calor,"+4,4",6.6,hace frío,"-1,6",2024-03-05,20:30:00,Barcelona Aeropuerto
08302,690803,Prelitoral de Barcelona,0229I,Vilanova del Camí,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08303,690801,Prepirineo de Barcelona,0367,Vilanova de Sau,Barcelona,9.6,16.4,el calor es normal,"+1,2",2.8,hace frío,"-1,2",2024-03-05,20:30:00,Girona Aeropuerto
08304,690803,Prelitoral de Barcelona,0229I,Vilobí del Penedès,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08305,690803,Prelitoral de Barcelona,0229I,Vilafranca del Penedès,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08306,690803,Prelitoral de Barcelona,0229I,Vilalba Sasserra,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08307,690804,Litoral de Barcelona,0076,Vilanova i la Geltrú,Barcelona,13,19.4,hace mucho calor,"+4,4",6.6,hace frío,"-1,6",2024-03-05,20:30:00,Barcelona Aeropuerto
08308,690802,Depresión central de Barcelona,0149X,Viver i Serrateix,Barcelona,8.85,16.7,hace calor,"+1,8",1,hace mucho frío,"-2,6",2024-03-05,20:30:00,Manresa
08901,690801,Prepirineo de Barcelona,0372C,Rupit i Pruit,Barcelona,10.3,17.4,el calor es normal,"+0,2",3.2,hace frío,"-0,8",2024-03-05,20:30:00,Porqueres
08902,690803,Prelitoral de Barcelona,0229I,Vilanova del Vallès,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08903,690801,Prepirineo de Barcelona,9585,Sant Julià de Cerdanyola,Barcelona,1.15,6.2,hace calor,+1,-3.9,el frío es normal,"-0,1",2024-03-05,20:30:00,La Molina
08904,690803,Prelitoral de Barcelona,0229I,Badia del Vallès,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08905,690804,Litoral de Barcelona,0200E,"Palma de Cervelló, La",Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
09001,670902,Norte de Burgos,9051,Abajas,Burgos,6.95,13.6,hace calor,"+0,5",0.3,hace frío,-1,2024-03-05,20:30:00,Medina de Pomar
09003,670904,Meseta de Burgos,2117D,Adrada de Haza,Burgos,6.25,11.1,hace calor,"+0,6",1.4,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Aranda de Duero
09006,670902,Norte de Burgos,9051,Aguas Cándidas,Burgos,6.95,13.6,hace calor,"+0,5",0.3,hace frío,-1,2024-03-05,20:30:00,Medina de Pomar
09007,670902,Norte de Burgos,9111,Aguilar de Bureba,Burgos,6.5,10.6,hace calor,"+0,9",2.4,el frío es normal,"+0,9",2024-03-05,20:30:00,Belorado
09009,670904,Meseta de Burgos,2331,Albillos,Burgos,5.3500000000000005,9.8,el calor es normal,"+0,3",0.9,el frío es normal,"-0,6",2024-03-05,16:40:00,Burgos Aeropuerto
09010,670902,Norte de Burgos,9111,Alcocero de Mola,Burgos,6.5,10.6,hace calor,"+0,9",2.4,el frío es normal,"+0,9",2024-03-05,20:30:00,Belorado
09011,670901,Cordillera Cantábrica de Burgos,9019B,Alfoz de Bricia,Burgos,5.8,13,hace calor,"+1,8",-1.4,hace frío,"-1,4",2024-03-05,20:20:00,"Valderredible, Polientes"
09012,670901,Cordillera Cantábrica de Burgos,9019B,Alfoz de Santa Gadea,Burgos,5.8,13,hace calor,"+1,8",-1.4,hace frío,"-1,4",2024-03-05,20:20:00,"Valderredible, Polientes"
09013,670902,Norte de Burgos,9111,Altable,Burgos,6.5,10.6,hace calor,"+0,9",2.4,el frío es normal,"+0,9",2024-03-05,20:30:00,Belorado
09014,670901,Cordillera Cantábrica de Burgos,9051,"Altos, Los",Burgos,6.95,13.6,hace calor,"+0,5",0.3,hace frío,-1,2024-03-05,20:30:00,Medina de Pomar
09016,670902,Norte de Burgos,9111,Ameyugo,Burgos,6.5,10.6,hace calor,"+0,9",2.4,el frío es normal,"+0,9",2024-03-05,20:30:00,Belorado
09017,670904,Meseta de Burgos,2117D,Anguix,Burgos,6.25,11.1,hace calor,"+0,6",1.4,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Aranda de Duero
09018,670904,Meseta de Burgos,2117D,Aranda de Duero,Burgos,6.25,11.1,hace calor,"+0,6",1.4,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Aranda de Duero
09019,670904,Meseta de Burgos,2117D,Arandilla,Burgos,6.25,11.1,hace calor,"+0,6",1.4,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Aranda de Duero
09020,670904,Meseta de Burgos,2117D,Arauzo de Miel,Burgos,6.25,11.1,hace calor,"+0,6",1.4,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Aranda de Duero
09021,670904,Meseta de Burgos,2117D,Arauzo de Salce,Burgos,6.25,11.1,hace calor,"+0,6",1.4,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Aranda de Duero
09022,670904,Meseta de Burgos,2117D,Arauzo de Torre,Burgos,6.25,11.1,hace calor,"+0,6",1.4,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Aranda de Duero
09023,670904,Meseta de Burgos,2331,Arcos,Burgos,5.3500000000000005,9.8,el calor es normal,"+0,3",0.9,el frío es normal,"-0,6",2024-03-05,16:40:00,Burgos Aeropuerto
09024,670904,Meseta de Burgos,2331,Arenillas de Riopisuerga,Burgos,5.3500000000000005,9.8,el calor es normal,"+0,3",0.9,el frío es normal,"-0,6",2024-03-05,16:40:00,Burgos Aeropuerto
09025,670901,Cordillera Cantábrica de Burgos,9001D,Arija,Burgos,4.3,11.2,hace mucho calor,"+3,3",-2.6,el frío es extremo,"-2,7",2024-03-05,20:30:00,Reinosa
09026,670905,Ibérica de Burgos,2298,Arlanzón,Burgos,2.95,4.4,no hace calor,"-4,4",1.5,más cálida de lo normal,"+0,4",2024-03-05,12:00:00,Palacios de la Sierra
09027,670905,Ibérica de Burgos,2298,Arraya de Oca,Burgos,2.95,4.4,no hace calor,"-4,4",1.5,más cálida de lo normal,"+0,4",2024-03-05,12:00:00,Palacios de la Sierra
09029,670904,Meseta de Burgos,2331,Atapuerca,Burgos,5.3500000000000005,9.8,el calor es normal,"+0,3",0.9,el frío es normal,"-0,6",2024-03-05,16:40:00,Burgos Aeropuerto
09030,670904,Meseta de Burgos,2331,"Ausines, Los",Burgos,5.3500000000000005,9.8,el calor es normal,"+0,3",0.9,el frío es normal,"-0,6",2024-03-05,16:40:00,Burgos Aeropuerto
09032,670904,Meseta de Burgos,2117D,Avellanosa de Muñó,Burgos,6.25,11.1,hace calor,"+0,6",1.4,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Aranda de Duero
09033,670904,Meseta de Burgos,2117D,Bahabón de Esgueva,Burgos,6.25,11.1,hace calor,"+0,6",1.4,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Aranda de Duero
09034,670904,Meseta de Burgos,2331,"Balbases, Los",Burgos,5.3500000000000005,9.8,el calor es normal,"+0,3",0.9,el frío es normal,"-0,6",2024-03-05,16:40:00,Burgos Aeropuerto
09035,670904,Meseta de Burgos,2117D,Baños de Valdearados,Burgos,6.25,11.1,hace calor,"+0,6",1.4,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Aranda de Duero
09036,670902,Norte de Burgos,9111,Bañuelos de Bureba,Burgos,6.5,10.6,hace calor,"+0,9",2.4,el frío es normal,"+0,9",2024-03-05,20:30:00,Belorado
09037,670905,Ibérica de Burgos,2298,Barbadillo de Herreros,Burgos,2.95,4.4,no hace calor,"-4,4",1.5,más cálida de lo normal,"+0,4",2024-03-05,12:00:00,Palacios de la Sierra
09038,670905,Ibérica de Burgos,2298,Barbadillo del Mercado,Burgos,2.95,4.4,no hace calor,"-4,4",1.5,más cálida de lo normal,"+0,4",2024-03-05,12:00:00,Palacios de la Sierra
09039,670905,Ibérica de Burgos,2298,Barbadillo del Pez,Burgos,2.95,4.4,no hace calor,"-4,4",1.5,más cálida de lo normal,"+0,4",2024-03-05,12:00:00,Palacios de la Sierra
09041,670904,Meseta de Burgos,2331,Barrio de Muñó,Burgos,5.3500000000000005,9.8,el calor es normal,"+0,3",0.9,el frío es normal,"-0,6",2024-03-05,16:40:00,Burgos Aeropuerto
09043,670902,Norte de Burgos,9111,"Barrios de Bureba, Los",Burgos,6.5,10.6,hace calor,"+0,9",2.4,el frío es normal,"+0,9",2024-03-05,20:30:00,Belorado
09044,670905,Ibérica de Burgos,2298,Barrios de Colina,Burgos,2.95,4.4,no hace calor,"-4,4",1.5,más cálida de lo normal,"+0,4",2024-03-05,12:00:00,Palacios de la Sierra
09045,670901,Cordillera Cantábrica de Burgos,9019B,Basconcillos del Tozo,Burgos,5.8,13,hace calor,"+1,8",-1.4,hace frío,"-1,4",2024-03-05,20:20:00,"Valderredible, Polientes"
09046,670902,Norte de Burgos,9111,Bascuñana,Burgos,6.5,10.6,hace calor,"+0,9",2.4,el frío es normal,"+0,9",2024-03-05,20:30:00,Belorado
09047,670904,Meseta de Burgos,2331,Belbimbre,Burgos,5.3500000000000005,9.8,el calor es normal,"+0,3",0.9,el frío es normal,"-0,6",2024-03-05,16:40:00,Burgos Aeropuerto
09048,670902,Norte de Burgos,9111,Belorado,Burgos,6.5,10.6,hace calor,"+0,9",2.4,el frío es normal,"+0,9",2024-03-05,20:30:00,Belorado
09050,670902,Norte de Burgos,9051,Berberana,Burgos,6.95,13.6,hace calor,"+0,5",0.3,hace frío,-1,2024-03-05,20:30:00,Medina de Pomar
09051,670904,Meseta de Burgos,2117D,Berlangas de Roa,Burgos,6.25,11.1,hace calor,"+0,6",1.4,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Aranda de Duero
09052,670902,Norte de Burgos,9111,Berzosa de Bureba,Burgos,6.5,10.6,hace calor,"+0,9",2.4,el frío es normal,"+0,9",2024-03-05,20:30:00,Belorado
09054,670902,Norte de Burgos,9111,Bozoó,Burgos,6.5,10.6,hace calor,"+0,9",2.4,el frío es normal,"+0,9",2024-03-05,20:30:00,Belorado
09055,670904,Meseta de Burgos,2117D,Brazacorta,Burgos,6.25,11.1,hace calor,"+0,6",1.4,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Aranda de Duero
09056,670902,Norte de Burgos,9111,Briviesca,Burgos,6.5,10.6,hace calor,"+0,9",2.4,el frío es normal,"+0,9",2024-03-05,20:30:00,Belorado
09057,670902,Norte de Burgos,9111,Bugedo,Burgos,6.5,10.6,hace calor,"+0,9",2.4,el frío es normal,"+0,9",2024-03-05,20:30:00,Belorado
09058,670904,Meseta de Burgos,2331,Buniel,Burgos,5.3500000000000005,9.8,el calor es normal,"+0,3",0.9,el frío es normal,"-0,6",2024-03-05,16:40:00,Burgos Aeropuerto
09059,670904,Meseta de Burgos,2331,Burgos,Burgos,5.3500000000000005,9.8,el calor es normal,"+0,3",0.9,el frío es normal,"-0,6",2024-03-05,16:40:00,Burgos Aeropuerto
09060,670902,Norte de Burgos,9111,Busto de Bureba,Burgos,6.5,10.6,hace calor,"+0,9",2.4,el frío es normal,"+0,9",2024-03-05,20:30:00,Belorado
09061,670904,Meseta de Burgos,2117D,Cabañes de Esgueva,Burgos,6.25,11.1,hace calor,"+0,6",1.4,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Aranda de Duero
09062,670905,Ibérica de Burgos,2298,Cabezón de la Sierra,Burgos,2.95,4.4,no hace calor,"-4,4",1.5,más cálida de lo normal,"+0,4",2024-03-05,12:00:00,Palacios de la Sierra
09063,670904,Meseta de Burgos,2331,Cavia,Burgos,5.3500000000000005,9.8,el calor es normal,"+0,3",0.9,el frío es normal,"-0,6",2024-03-05,16:40:00,Burgos Aeropuerto
09064,670904,Meseta de Burgos,2117D,Caleruega,Burgos,6.25,11.1,hace calor,"+0,6",1.4,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Aranda de Duero
09065,670904,Meseta de Burgos,2117D,Campillo de Aranda,Burgos,6.25,11.1,hace calor,"+0,6",1.4,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Aranda de Duero
09066,670905,Ibérica de Burgos,2298,Campolara,Burgos,2.95,4.4,no hace calor,"-4,4",1.5,más cálida de lo normal,"+0,4",2024-03-05,12:00:00,Palacios de la Sierra
09067,670905,Ibérica de Burgos,2298,Canicosa de la Sierra,Burgos,2.95,4.4,no hace calor,"-4,4",1.5,más cálida de lo normal,"+0,4",2024-03-05,12:00:00,Palacios de la Sierra
09068,670902,Norte de Burgos,9051,Cantabrana,Burgos,6.95,13.6,hace calor,"+0,5",0.3,hace frío,-1,2024-03-05,20:30:00,Medina de Pomar
09070,670905,Ibérica de Burgos,2298,Carazo,Burgos,2.95,4.4,no hace calor,"-4,4",1.5,más cálida de lo normal,"+0,4",2024-03-05,12:00:00,Palacios de la Sierra
09071,670902,Norte de Burgos,9111,Carcedo de Bureba,Burgos,6.5,10.6,hace calor,"+0,9",2.4,el frío es normal,"+0,9",2024-03-05,20:30:00,Belorado
09072,670904,Meseta de Burgos,2331,Carcedo de Burgos,Burgos,5.3500000000000005,9.8,el calor es normal,"+0,3",0.9,el frío es normal,"-0,6",2024-03-05,16:40:00,Burgos Aeropuerto
09073,670904,Meseta de Burgos,2331,Cardeñadijo,Burgos,5.3500000000000005,9.8,el calor es normal,"+0,3",0.9,el frío es normal,"-0,6",2024-03-05,16:40:00,Burgos Aeropuerto
09074,670904,Meseta de Burgos,2331,Cardeñajimeno,Burgos,5.3500000000000005,9.8,el calor es normal,"+0,3",0.9,el frío es normal,"-0,6",2024-03-05,16:40:00,Burgos Aeropuerto
09075,670904,Meseta de Burgos,2331,Cardeñuela Riopico,Burgos,5.3500000000000005,9.8,el calor es normal,"+0,3",0.9,el frío es normal,"-0,6",2024-03-05,16:40:00,Burgos Aeropuerto
09076,670902,Norte de Burgos,9111,Carrias,Burgos,6.5,10.6,hace calor,"+0,9",2.4,el frío es normal,"+0,9",2024-03-05,20:30:00,Belorado
09077,670902,Norte de Burgos,9111,Cascajares de Bureba,Burgos,6.5,10.6,hace calor,"+0,9",2.4,el frío es normal,"+0,9",2024-03-05,20:30:00,Belorado
09078,670905,Ibérica de Burgos,2298,Cascajares de la Sierra,Burgos,2.95,4.4,no hace calor,"-4,4",1.5,más cálida de lo normal,"+0,4",2024-03-05,12:00:00,Palacios de la Sierra
09079,670904,Meseta de Burgos,2331,Castellanos de Castro,Burgos,5.3500000000000005,9.8,el calor es normal,"+0,3",0.9,el frío es normal,"-0,6",2024-03-05,16:40:00,Burgos Aeropuerto
09082,670902,Norte de Burgos,9111,Castildelgado,Burgos,6.5,10.6,hace calor,"+0,9",2.4,el frío es normal,"+0,9",2024-03-05,20:30:00,Belorado
09083,670902,Norte de Burgos,9111,Castil de Peones,Burgos,6.5,10.6,hace calor,"+0,9",2.4,el frío es normal,"+0,9",2024-03-05,20:30:00,Belorado
09084,670905,Ibérica de Burgos,2298,Castrillo de la Reina,Burgos,2.95,4.4,no hace calor,"-4,4",1.5,más cálida de lo normal,"+0,4",2024-03-05,12:00:00,Palacios de la Sierra
09085,670904,Meseta de Burgos,2117D,Castrillo de la Vega,Burgos,6.25,11.1,hace calor,"+0,6",1.4,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Aranda de Duero
09086,670904,Meseta de Burgos,2331,Castrillo del Val,Burgos,5.3500000000000005,9.8,el calor es normal,"+0,3",0.9,el frío es normal,"-0,6",2024-03-05,16:40:00,Burgos Aeropuerto
09088,670904,Meseta de Burgos,2331,Castrillo de Riopisuerga,Burgos,5.3500000000000005,9.8,el calor es normal,"+0,3",0.9,el frío es normal,"-0,6",2024-03-05,16:40:00,Burgos Aeropuerto
09090,670904,Meseta de Burgos,2331,Castrillo Mota de Judíos,Burgos,5.3500000000000005,9.8,el calor es normal,"+0,3",0.9,el frío es normal,"-0,6",2024-03-05,16:40:00,Burgos Aeropuerto
09091,670904,Meseta de Burgos,2331,Castrojeriz,Burgos,5.3500000000000005,9.8,el calor es normal,"+0,3",0.9,el frío es normal,"-0,6",2024-03-05,16:40:00,Burgos Aeropuerto
09093,670904,Meseta de Burgos,2331,Cayuela,Burgos,5.3500000000000005,9.8,el calor es normal,"+0,3",0.9,el frío es normal,"-0,6",2024-03-05,16:40:00,Burgos Aeropuerto
09094,670904,Meseta de Burgos,2117D,Cebrecos,Burgos,6.25,11.1,hace calor,"+0,6",1.4,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Aranda de Duero
09095,670904,Meseta de Burgos,2331,Celada del Camino,Burgos,5.3500000000000005,9.8,el calor es normal,"+0,3",0.9,el frío es normal,"-0,6",2024-03-05,16:40:00,Burgos Aeropuerto
09098,670902,Norte de Burgos,9111,Cerezo de Río Tirón,Burgos,6.5,10.6,hace calor,"+0,9",2.4,el frío es normal,"+0,9",2024-03-05,20:30:00,Belorado
09100,670905,Ibérica de Burgos,2298,Cerratón de Juarros,Burgos,2.95,4.4,no hace calor,"-4,4",1.5,más cálida de lo normal,"+0,4",2024-03-05,12:00:00,Palacios de la Sierra
09101,670904,Meseta de Burgos,2331,Ciadoncha,Burgos,5.3500000000000005,9.8,el calor es normal,"+0,3",0.9,el frío es normal,"-0,6",2024-03-05,16:40:00,Burgos Aeropuerto
09102,670902,Norte de Burgos,9051,Cillaperlata,Burgos,6.95,13.6,hace calor,"+0,5",0.3,hace frío,-1,2024-03-05,20:30:00,Medina de Pomar
09103,670904,Meseta de Burgos,2117D,Cilleruelo de Abajo,Burgos,6.25,11.1,hace calor,"+0,6",1.4,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Aranda de Duero
09104,670904,Meseta de Burgos,2117D,Cilleruelo de Arriba,Burgos,6.25,11.1,hace calor,"+0,6",1.4,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Aranda de Duero
09105,670904,Meseta de Burgos,2117D,Ciruelos de Cervera,Burgos,6.25,11.1,hace calor,"+0,6",1.4,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Aranda de Duero
09108,670904,Meseta de Burgos,2331,Cogollos,Burgos,5.3500000000000005,9.8,el calor es normal,"+0,3",0.9,el frío es normal,"-0,6",2024-03-05,16:40:00,Burgos Aeropuerto
09109,670903,Condado de Treviño,9087,Condado de Treviño,Burgos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
09110,670905,Ibérica de Burgos,2298,Contreras,Burgos,2.95,4.4,no hace calor,"-4,4",1.5,más cálida de lo normal,"+0,4",2024-03-05,12:00:00,Palacios de la Sierra
09112,670904,Meseta de Burgos,2117D,Coruña del Conde,Burgos,6.25,11.1,hace calor,"+0,6",1.4,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Aranda de Duero
09113,670904,Meseta de Burgos,2331,Covarrubias,Burgos,5.3500000000000005,9.8,el calor es normal,"+0,3",0.9,el frío es normal,"-0,6",2024-03-05,16:40:00,Burgos Aeropuerto
09114,670905,Ibérica de Burgos,2298,Cubillo del Campo,Burgos,2.95,4.4,no hace calor,"-4,4",1.5,más cálida de lo normal,"+0,4",2024-03-05,12:00:00,Palacios de la Sierra
09115,670902,Norte de Burgos,9111,Cubo de Bureba,Burgos,6.5,10.6,hace calor,"+0,9",2.4,el frío es normal,"+0,9",2024-03-05,20:30:00,Belorado
