fecha,indicativo,nombre_clean,provincia_clean,tmax,calor
2024-01-16,2422,Valladolid,Valladolid,14.7,el calor es extremo
2024-01-16,5530E,Granada Aeropuerto,Granada,15.7,hace mucho calor
2024-01-16,B954,"Ibiza, Aeropuerto",Baleares,21.9,el calor es extremo
2024-01-16,2867,Salamanca Aeropuerto,Salamanca,14.6,el calor es extremo
2024-01-16,2030,Soria,Soria,12.6,hace mucho calor
2024-01-16,8025,Alacant/Alicante,Alicante,25.9,el calor es extremo
2024-01-16,7031X,San Javier Aeropuerto,Murcia,20.3,el calor es extremo
2024-01-16,1207U,"Gijón, Campus",Asturias,20.4,hace mucho calor
2024-01-16,1050J,Elgoibar,Gipuzkoa,19.2,el calor es extremo
2024-01-16,1393,Cabo Vilán,A Coruña,15.9,el calor es extremo
2024-01-16,7145D,Cieza,Murcia,22.4,el calor es extremo
2024-01-16,9294E,"Bardenas Reales, Base Aérea",Navarra,13.7,hace mucho calor
2024-01-16,2444,Ávila,Ávila,14.2,el calor es extremo
2024-01-16,4121,Ciudad Real,Ciudad Real,16.9,el calor es extremo
2024-01-16,9585,La Molina,Girona,7.5,hace mucho calor
2024-01-16,3129,Madrid Aeropuerto,Madrid,14.7,el calor es extremo
2024-01-16,5000C,Ceuta,Ceuta,19.3,el calor es extremo
2024-01-16,C329Z,San Sebastián de la Gomera,Sta. Cruz de Tenerife,NA,NA
2024-01-16,1505,Lugo Aeropuerto,Lugo,15.3,el calor es extremo
2024-01-16,8019,Alicante-Elche Aeropuerto,Alicante,24.5,el calor es extremo
2024-01-16,1549,Ponferrada,León,14,hace mucho calor
2024-01-16,8096,Cuenca,Cuenca,13.6,hace mucho calor
2024-01-16,5783,Sevilla Aeropuerto,Sevilla,18.1,hace mucho calor
2024-01-16,C430E,Izaña,Sta. Cruz de Tenerife,13.8,el calor es extremo
2024-01-16,4061X,Quintanar de la Orden,Toledo,15.3,el calor es extremo
2024-01-16,1542,Puerto de Leitariegos,Asturias,8,el calor es extremo
2024-01-16,3469A,Cáceres,Cáceres,16.8,el calor es extremo
2024-01-16,2630X,Puerto de San Isidro,León,8.6,el calor es extremo
2024-01-16,2117D,Aranda de Duero,Burgos,14.9,el calor es extremo
2024-01-16,C659M,"Las Palmas de Gran Canaria, Pl. de la Feria",Las Palmas,27.8,el calor es extremo
2024-01-17,5612B,La Roda de Andalucía,Sevilla,19.6,el calor es extremo
2024-01-17,3094B,Tarancón,Cuenca,11.9,hace mucho calor
2024-01-17,9394X,Calatayud,Zaragoza,15.7,hace mucho calor
2024-01-17,B434X,Portocolom,Baleares,19.4,el calor es extremo
2024-01-17,8293X,Xàtiva,Valencia,24.1,el calor es extremo
2024-01-17,2755X,Benavente,Zamora,12.2,el calor es extremo
2024-01-17,2400E,Autilla del Pino,Palencia,11,el calor es extremo
2024-01-17,8500A,Castelló - Almassora,Castellón,22.7,el calor es extremo
2024-01-17,C249I,Fuerteventura Aeropuerto,Las Palmas,22.9,el calor es extremo
2024-01-17,2462,Puerto de Navacerrada,Madrid,4.2,hace calor
2024-01-17,9563X,Castellfort,Castellón,12,hace mucho calor
2024-01-17,9573X,Alcañiz,Teruel,19.9,el calor es extremo
2024-01-17,4358X,Don Benito,Badajoz,16.9,el calor es extremo
2024-01-17,1387E,A Coruña Aeropuerto,A Coruña,16.7,el calor es extremo
2024-01-17,1212E,Asturias Aeropuerto,Asturias,18,hace mucho calor
2024-01-17,0016A,Reus Aeropuerto,Tarragona,20,el calor es extremo
2024-01-17,C447A,Tenerife Norte Aeropuerto,Sta. Cruz de Tenerife,17.5,hace calor
2024-01-17,9434,"Zaragoza, Aeropuerto",Zaragoza,17.8,el calor es extremo
2024-01-17,C449C,Sta. Cruz de Tenerife,Sta. Cruz de Tenerife,23.9,hace mucho calor
2024-01-17,6293X,Roquetas de Mar,Almería,19.1,hace mucho calor
2024-01-17,8050X,Jávea/Xàbia,Alicante,22.7,el calor es extremo
2024-01-17,5972X,San Fernando,Cádiz,19.3,el calor es extremo
2024-01-17,2235U,Cervera de Pisuerga,Palencia,8.9,hace calor
2024-01-17,3260B,Toledo,Toledo,15.7,el calor es extremo
2024-01-17,0367,Girona Aeropuerto,Girona,20.3,el calor es extremo
2024-01-17,6001,Tarifa,Cádiz,19.5,el calor es extremo
2024-01-17,9981A,Estación de Tortosa (Roquetes),Tarragona,23.8,el calor es extremo
2024-01-17,1331A,Castropol,Asturias,17.9,el calor es extremo
2024-01-17,6084X,Fuengirola,Málaga,NA,NA
2024-01-17,1183X,Llanes,Asturias,19.5,el calor es extremo
2024-01-17,7178I,Murcia,Murcia,25.7,el calor es extremo
2024-01-17,9771C,Lleida,Lleida,15,hace mucho calor
2024-01-17,4067,Madridejos,Toledo,14.6,el calor es extremo
2024-01-17,3365A,Talavera de la Reina,Toledo,15.7,hace mucho calor
2024-01-17,9784P,Bielsa,Huesca,9.5,hace calor
2024-01-17,0149X,Manresa,Barcelona,16.7,el calor es extremo
2024-01-17,5641X,Écija,Sevilla,19.2,el calor es extremo
2024-01-17,6156X,"Málaga, Centro Meteorológico",Málaga,21.9,el calor es extremo
2024-01-17,C459Z,Puerto de la Cruz,Sta. Cruz de Tenerife,24.3,el calor es extremo
2024-01-17,5995B,Vejer de La Frontera,Cádiz,17.9,hace mucho calor
2024-01-17,7096B,Hellín,Albacete,18.9,el calor es extremo
2024-01-17,0252D,Arenys de Mar,Barcelona,17.8,hace mucho calor
2024-01-17,1083L,Castro Urdiales,Cantabria,20.5,el calor es extremo
2024-01-17,6277B,Adra,Almería,NA,NA
2024-01-17,1631E,A Pobra de Trives,Ourense,12.1,el calor es extremo
2024-01-17,1700X,O Carballiño,Ourense,13.6,hace mucho calor
2024-01-17,9569A,Calanda,Teruel,19.5,el calor es extremo
2024-01-17,C029O,Lanzarote Aeropuerto,Las Palmas,23.9,el calor es extremo
2024-01-17,2298,Palacios de la Sierra,Burgos,8.9,el calor es extremo
2024-01-17,5514,Granada Base Aérea,Granada,18.2,el calor es extremo
2024-01-17,9390,Daroca,Zaragoza,14,el calor es extremo
2024-01-17,4220X,Puebla de Don Rodrigo,Ciudad Real,14.4,hace mucho calor
2024-01-17,7119B,Caravaca de la Cruz,Murcia,19.7,el calor es extremo
2024-01-17,5192,Villarrodrigo,Jaén,14.3,el calor es extremo
2024-01-17,1221D,Pajares-Valgrande,Asturias,7,hace mucho calor
2024-01-17,1111,Santander,Cantabria,19.5,el calor es extremo
2024-01-17,6325O,Almería Aeropuerto,Almería,20.9,el calor es extremo
2024-01-17,1002Y,"Baztan, Irurita",Navarra,18.9,el calor es extremo
2024-01-17,3111D,Somosierra,Madrid,7,hace mucho calor
2024-01-17,6058I,Estepona,Málaga,19.5,hace calor
2024-01-17,8325X,Polinyà de Xúquer,Valencia,22.9,el calor es extremo
2024-01-17,4148,Viso del Marqués,Ciudad Real,13.5,el calor es extremo
2024-01-17,1159,San Vicente de la Barquera,Cantabria,21.1,el calor es extremo
2024-01-17,6000A,Melilla,Melilla,26.7,el calor es extremo
2024-01-17,4452,Badajoz Aeropuerto,Badajoz,17.9,el calor es extremo
2024-01-17,C629X,"Mogán, Puerto",Las Palmas,25,hace mucho calor
2024-01-17,4244X,Herrera del Duque,Badajoz,14.7,hace mucho calor
2024-01-17,2630X,Puerto de San Isidro,León,7.4,el calor es extremo
2024-01-17,4410X,Mérida,Badajoz,17.9,el calor es extremo
2024-01-17,9263D,"Pamplona, Aeropuerto",Navarra,17.4,el calor es extremo
2024-01-17,1690A,Ourense,Ourense,15.7,hace mucho calor
2024-01-17,9898,"Huesca, Aeropuerto",Huesca,12.3,hace mucho calor
2024-01-17,1111X,Santander,Cantabria,19.5,el calor es extremo
2024-01-17,9208E,Aragüés del Puerto,Huesca,9.9,hace mucho calor
2024-01-17,3576X,Valencia de Alcántara,Cáceres,15.2,hace mucho calor
2024-01-17,2946X,Saelices El Chico,Salamanca,14.7,el calor es extremo
2024-01-17,7012C,Cartagena,Murcia,20.1,el calor es extremo
2024-01-17,5270B,Jaén,Jaén,18.1,el calor es extremo
2024-01-17,C139E,La Palma Aeropuerto,Sta. Cruz de Tenerife,23.1,el calor es extremo
2024-01-17,9170,"Logroño, Aeropuerto",La Rioja,16.9,el calor es extremo
2024-01-17,1082,Bilbao Aeropuerto,Bizkaia,21.1,el calor es extremo
2024-01-17,3168D,Guadalajara,Guadalajara,11.6,hace mucho calor
2024-01-17,4103X,Tomelloso,Ciudad Real,15.2,el calor es extremo
2024-01-17,7275C,Yecla,Murcia,19.9,el calor es extremo
2024-01-17,9698U,Talarn,Lleida,10.3,hace calor
2024-01-17,1351,Estaca de Bares,A Coruña,16.8,el calor es extremo
2024-01-17,8414A,Valencia Aeropuerto,Valencia,22.4,el calor es extremo
2024-01-17,7031,San Javier Aeropuerto,Murcia,21.8,el calor es extremo
2024-01-17,9434P,"Zaragoza, Valdespartera",Zaragoza,18.4,el calor es extremo
2024-01-17,B691Y,Sa Pobla,Baleares,20.1,el calor es extremo
2024-01-17,4549Y,Ayamonte,Huelva,21.6,el calor es extremo
2024-01-17,4267X,Hinojosa del Duque,Córdoba,15.8,el calor es extremo
2024-01-17,2737E,Lagunas de Somoza,León,NA,NA
2024-01-17,C429I,Tenerife Sur Aeropuerto,Sta. Cruz de Tenerife,24.8,hace mucho calor
2024-01-17,1059X,Punta Galea,Bizkaia,20.3,el calor es extremo
2024-01-17,5181D,Arroyo del Ojanco,Jaén,NA,NA
2024-01-17,5860E,"Moguer, El Arenosillo",Huelva,18.6,hace mucho calor
2024-01-17,B013X,"Escorca, Lluc",Baleares,20.2,el calor es extremo
2024-01-17,1484C,Pontevedra,Pontevedra,15.5,el calor es extremo
2024-01-17,8175,Albacete Base Aérea,Albacete,15.9,el calor es extremo
2024-01-17,2661,"León, Virgen del Camino",León,10.4,hace mucho calor
2024-01-17,3195,"Madrid, Retiro",Madrid,12.3,hace mucho calor
2024-01-17,9263X,"Aranguren, Ilundain",Navarra,15.7,el calor es extremo
2024-01-17,C229J,Pájara,Las Palmas,24.9,el calor es extremo
2024-01-17,8416Y,"València, Viveros",Valencia,23.4,el calor es extremo
2024-01-17,5390Y,Villanueva de Córdoba,Córdoba,13.1,hace mucho calor
2024-01-17,2916A,Vitigudino,Salamanca,12.3,hace mucho calor
2024-01-17,2775X,Villardeciervos,Zamora,11.4,hace mucho calor
2024-01-17,2374X,Carrión de los Condes,Palencia,11.4,el calor es extremo
2024-01-17,3013,Molina de Aragón,Guadalajara,10.9,hace mucho calor
2024-01-17,1387,A Coruña,A Coruña,17.6,el calor es extremo
2024-01-17,0372C,Porqueres,Girona,21.1,el calor es extremo
2024-01-17,1735X,Xinzo de Limia,Ourense,12.3,hace mucho calor
2024-01-17,3434X,Navalmoral de la Mata,Cáceres,16.1,hace mucho calor
2024-01-17,1473A,Padrón,A Coruña,14.2,hace mucho calor
2024-01-17,9244X,Sos del Rey Católico,Zaragoza,14.2,el calor es extremo
2024-01-17,B228,"Palma, Puerto",Baleares,19.6,el calor es extremo
2024-01-17,5973,Cádiz,Cádiz,19.6,el calor es extremo
2024-01-17,6155A,Málaga Aeropuerto,Málaga,21.9,el calor es extremo
2024-01-17,7247X,El Pinós/Pinoso,Alicante,20.8,el calor es extremo
2024-01-17,1041A,Zumaia,Gipuzkoa,21,el calor es extremo
2024-01-17,3130C,Sigüenza,Guadalajara,10,hace mucho calor
2024-01-17,3191E,Colmenar Viejo,Madrid,9.2,hace calor
2024-01-17,B278,"Palma de Mallorca, Aeropuerto",Baleares,18.1,el calor es extremo
2024-01-17,5402,Córdoba Aeropuerto,Córdoba,18.9,el calor es extremo
2024-01-17,1495,Vigo Aeropuerto,Pontevedra,14.9,hace mucho calor
2024-01-17,5796,Morón de la Frontera,Sevilla,19.1,el calor es extremo
2024-01-17,4511C,Jerez de los Caballeros,Badajoz,15.9,hace calor
2024-01-17,6106X,Antequera,Málaga,17.6,el calor es extremo
2024-01-17,1078I,Güeñes,Bizkaia,19.7,el calor es extremo
2024-01-17,3526X,Coria,Cáceres,15.4,hace mucho calor
2024-01-17,5910,"Rota, Base Naval",Cádiz,20.5,el calor es extremo
2024-01-17,B893,"Menorca, Aeropuerto",Baleares,16.9,el calor es extremo
2024-01-17,0076,Barcelona Aeropuerto,Barcelona,17.4,hace mucho calor
2024-01-17,7002Y,Águilas,Murcia,24.6,el calor es extremo
2024-01-17,1037Y,Zumarraga,Gipuzkoa,16.6,el calor es extremo
2024-01-17,9990X,"Naut Aran, Arties",Lleida,10.6,el calor es extremo
2024-01-17,C129Z,Tazacorte,Sta. Cruz de Tenerife,22.3,hace mucho calor
2024-01-17,C689E,Maspalomas,Las Palmas,NA,NA
2024-01-17,2150H,"La Pinilla, Estación de Esquí",Segovia,4.7,hace mucho calor
2024-01-17,8368U,Teruel,Teruel,13.7,hace mucho calor
2024-01-17,7209,Lorca,Murcia,23,el calor es extremo
2024-01-17,1109,Santander Aeropuerto,Cantabria,20.4,el calor es extremo
2024-01-17,4147X,Valdepeñas,Ciudad Real,15.4,el calor es extremo
2024-01-17,2465,Segovia,Segovia,11.8,el calor es extremo
2024-01-17,3100B,Aranjuez,Madrid,14.4,el calor es extremo
2024-01-17,2870,Salamanca,Salamanca,14.1,el calor es extremo
2024-01-17,C929I,Hierro Aeropuerto,Sta. Cruz de Tenerife,23.6,hace mucho calor
2024-01-17,C649I,Gran Canaria Aeropuerto,Las Palmas,23.8,el calor es extremo
2024-01-17,2331,Burgos Aeropuerto,Burgos,11.1,el calor es extremo
2024-01-17,4090Y,San Clemente,Cuenca,14.3,el calor es extremo
2024-01-17,1249X,Oviedo,Asturias,19.1,el calor es extremo
2024-01-17,5298X,Andújar,Jaén,19.2,hace mucho calor
2024-01-17,3266A,Puerto Alto del León,Madrid,6,hace calor
2024-01-17,5911A,Grazalema,Cádiz,14.5,hace mucho calor
2024-01-17,3110C,Buitrago del Lozoya,Madrid,10.8,hace mucho calor
2024-01-17,5704B,Cazalla de la Sierra,Sevilla,15.3,hace calor
2024-01-17,9381I,Calamocha,Teruel,13.6,el calor es extremo
2024-01-17,1428,Santiago de Compostela Aeropuerto,A Coruña,13.9,hace mucho calor
2024-01-17,4386B,Llerena,Badajoz,14.4,el calor es extremo
2024-01-17,3519X,Plasencia,Cáceres,15.3,el calor es extremo
2024-01-17,0201D,Barcelona,Barcelona,18.4,el calor es extremo
2024-01-17,8309X,Utiel,Valencia,14.4,hace mucho calor
2024-01-17,1400,Fisterra,A Coruña,14.4,el calor es extremo
2024-01-17,5960,Jerez de la Frontera Aeropuerto,Cádiz,20.5,el calor es extremo
2024-01-17,3298X,San Pablo de los Montes,Toledo,10.8,hace calor
2024-01-17,6367B,Huércal-Overa,Almería,23.5,el calor es extremo
2024-01-17,2422,Valladolid,Valladolid,12.5,el calor es extremo
2024-01-17,5530E,Granada Aeropuerto,Granada,17.6,el calor es extremo
2024-01-17,B954,"Ibiza, Aeropuerto",Baleares,19.1,el calor es extremo
2024-01-17,2867,Salamanca Aeropuerto,Salamanca,13.4,hace mucho calor
2024-01-17,2030,Soria,Soria,10.8,hace mucho calor
2024-01-17,8025,Alacant/Alicante,Alicante,25.3,el calor es extremo
2024-01-17,7031X,San Javier Aeropuerto,Murcia,21.2,hace mucho calor
2024-01-17,1207U,"Gijón, Campus",Asturias,NA,NA
2024-01-17,1050J,Elgoibar,Gipuzkoa,19.4,el calor es extremo
2024-01-17,1393,Cabo Vilán,A Coruña,14.7,el calor es extremo
2024-01-17,7145D,Cieza,Murcia,24.8,el calor es extremo
2024-01-17,9294E,"Bardenas Reales, Base Aérea",Navarra,17.2,el calor es extremo
2024-01-17,2444,Ávila,Ávila,12,hace mucho calor
2024-01-17,4121,Ciudad Real,Ciudad Real,14.8,el calor es extremo
2024-01-17,9585,La Molina,Girona,7.7,el calor es extremo
2024-01-17,3129,Madrid Aeropuerto,Madrid,12.9,hace mucho calor
2024-01-17,5000C,Ceuta,Ceuta,20.8,el calor es extremo
2024-01-17,C329Z,San Sebastián de la Gomera,Sta. Cruz de Tenerife,NA,NA
2024-01-17,1505,Lugo Aeropuerto,Lugo,13.9,el calor es extremo
2024-01-17,8019,Alicante-Elche Aeropuerto,Alicante,24.7,el calor es extremo
2024-01-17,1549,Ponferrada,León,15.2,el calor es extremo
2024-01-17,8096,Cuenca,Cuenca,11,hace calor
2024-01-17,5783,Sevilla Aeropuerto,Sevilla,19.5,el calor es extremo
2024-01-17,C430E,Izaña,Sta. Cruz de Tenerife,13.3,el calor es extremo
2024-01-17,4061X,Quintanar de la Orden,Toledo,14.2,el calor es extremo
2024-01-17,1542,Puerto de Leitariegos,Asturias,7.3,el calor es extremo
2024-01-17,3469A,Cáceres,Cáceres,15.1,el calor es extremo
2024-01-17,2117D,Aranda de Duero,Burgos,13.1,el calor es extremo
2024-01-17,C659M,"Las Palmas de Gran Canaria, Pl. de la Feria",Las Palmas,23.3,el calor es extremo
2024-01-18,5612B,La Roda de Andalucía,Sevilla,18.7,el calor es extremo
2024-01-18,3094B,Tarancón,Cuenca,14.3,hace mucho calor
2024-01-18,9394X,Calatayud,Zaragoza,16.9,el calor es extremo
2024-01-18,B434X,Portocolom,Baleares,20.6,el calor es extremo
2024-01-18,8293X,Xàtiva,Valencia,23.8,el calor es extremo
2024-01-18,2755X,Benavente,Zamora,14.1,el calor es extremo
2024-01-18,2400E,Autilla del Pino,Palencia,11.2,el calor es extremo
2024-01-18,8500A,Castelló - Almassora,Castellón,23.5,el calor es extremo
2024-01-18,C249I,Fuerteventura Aeropuerto,Las Palmas,24,el calor es extremo
2024-01-18,2462,Puerto de Navacerrada,Madrid,6.9,hace mucho calor
2024-01-18,9563X,Castellfort,Castellón,14,el calor es extremo
2024-01-18,9573X,Alcañiz,Teruel,20.6,el calor es extremo
2024-01-18,4358X,Don Benito,Badajoz,15.3,hace mucho calor
2024-01-18,1387E,A Coruña Aeropuerto,A Coruña,13.9,hace calor
2024-01-18,1212E,Asturias Aeropuerto,Asturias,16.8,hace mucho calor
2024-01-18,0016A,Reus Aeropuerto,Tarragona,21.3,el calor es extremo
2024-01-18,C447A,Tenerife Norte Aeropuerto,Sta. Cruz de Tenerife,18.4,hace mucho calor
2024-01-18,9434,"Zaragoza, Aeropuerto",Zaragoza,20.1,el calor es extremo
2024-01-18,C449C,Sta. Cruz de Tenerife,Sta. Cruz de Tenerife,23.7,el calor es extremo
2024-01-18,6293X,Roquetas de Mar,Almería,19.6,el calor es extremo
2024-01-18,8050X,Jávea/Xàbia,Alicante,22.7,el calor es extremo
2024-01-18,5972X,San Fernando,Cádiz,19,el calor es extremo
2024-01-18,2235U,Cervera de Pisuerga,Palencia,10.2,hace mucho calor
2024-01-18,3260B,Toledo,Toledo,14,hace mucho calor
2024-01-18,0367,Girona Aeropuerto,Girona,22.2,el calor es extremo
2024-01-18,6001,Tarifa,Cádiz,19.6,el calor es extremo
2024-01-18,9981A,Estación de Tortosa (Roquetes),Tarragona,24.3,el calor es extremo
2024-01-18,1331A,Castropol,Asturias,14.5,hace mucho calor
2024-01-18,6084X,Fuengirola,Málaga,NA,NA
2024-01-18,1183X,Llanes,Asturias,18,hace mucho calor
2024-01-18,7178I,Murcia,Murcia,24.1,el calor es extremo
2024-01-18,9771C,Lleida,Lleida,19.2,el calor es extremo
2024-01-18,4067,Madridejos,Toledo,13.8,el calor es extremo
2024-01-18,3365A,Talavera de la Reina,Toledo,15.1,el calor es extremo
2024-01-18,9784P,Bielsa,Huesca,10.3,hace calor
2024-01-18,0149X,Manresa,Barcelona,18.1,el calor es extremo
2024-01-18,5641X,Écija,Sevilla,19.8,el calor es extremo
2024-01-18,6156X,"Málaga, Centro Meteorológico",Málaga,20.1,hace mucho calor
2024-01-18,C459Z,Puerto de la Cruz,Sta. Cruz de Tenerife,24.6,hace mucho calor
2024-01-18,5995B,Vejer de La Frontera,Cádiz,17.9,hace mucho calor
2024-01-18,7096B,Hellín,Albacete,18,hace mucho calor
2024-01-18,0252D,Arenys de Mar,Barcelona,20.6,el calor es extremo
2024-01-18,1083L,Castro Urdiales,Cantabria,18.4,el calor es extremo
2024-01-18,6277B,Adra,Almería,NA,NA
2024-01-18,1631E,A Pobra de Trives,Ourense,8.9,hace calor
2024-01-18,1700X,O Carballiño,Ourense,10.9,el calor es normal
2024-01-18,9569A,Calanda,Teruel,19.7,el calor es extremo
2024-01-18,C029O,Lanzarote Aeropuerto,Las Palmas,22.8,hace mucho calor
2024-01-18,2298,Palacios de la Sierra,Burgos,9.5,hace calor
2024-01-18,5514,Granada Base Aérea,Granada,18,el calor es extremo
2024-01-18,9390,Daroca,Zaragoza,15.6,el calor es extremo
2024-01-18,4220X,Puebla de Don Rodrigo,Ciudad Real,15.6,hace mucho calor
2024-01-18,7119B,Caravaca de la Cruz,Murcia,20,el calor es extremo
2024-01-18,5192,Villarrodrigo,Jaén,12.1,el calor es extremo
2024-01-18,1221D,Pajares-Valgrande,Asturias,5.4,hace calor
2024-01-18,1111,Santander,Cantabria,17.1,hace mucho calor
2024-01-18,6325O,Almería Aeropuerto,Almería,20.3,el calor es extremo
2024-01-18,1002Y,"Baztan, Irurita",Navarra,18.9,el calor es extremo
2024-01-18,3111D,Somosierra,Madrid,7.8,el calor es extremo
2024-01-18,6058I,Estepona,Málaga,19.8,el calor es extremo
2024-01-18,8325X,Polinyà de Xúquer,Valencia,22.9,el calor es extremo
2024-01-18,4148,Viso del Marqués,Ciudad Real,14.4,el calor es extremo
2024-01-18,1159,San Vicente de la Barquera,Cantabria,14.3,hace mucho calor
2024-01-18,6000A,Melilla,Melilla,20.3,hace mucho calor
2024-01-18,4452,Badajoz Aeropuerto,Badajoz,17.3,el calor es extremo
2024-01-18,C629X,"Mogán, Puerto",Las Palmas,24.5,hace calor
2024-01-18,4244X,Herrera del Duque,Badajoz,14.9,el calor es extremo
2024-01-18,2630X,Puerto de San Isidro,León,6.2,hace mucho calor
2024-01-18,4410X,Mérida,Badajoz,16.7,hace mucho calor
2024-01-18,9263D,"Pamplona, Aeropuerto",Navarra,16.9,el calor es extremo
2024-01-18,1690A,Ourense,Ourense,14.1,hace calor
2024-01-18,9898,"Huesca, Aeropuerto",Huesca,15.6,el calor es extremo
2024-01-18,1111X,Santander,Cantabria,15.9,el calor es extremo
2024-01-18,9208E,Aragüés del Puerto,Huesca,10,hace calor
2024-01-18,3576X,Valencia de Alcántara,Cáceres,14.8,hace mucho calor
2024-01-18,2946X,Saelices El Chico,Salamanca,14.5,el calor es extremo
2024-01-18,7012C,Cartagena,Murcia,19.6,hace mucho calor
2024-01-18,5270B,Jaén,Jaén,17.3,el calor es extremo
2024-01-18,C139E,La Palma Aeropuerto,Sta. Cruz de Tenerife,22.6,hace mucho calor
2024-01-18,9170,"Logroño, Aeropuerto",La Rioja,16.6,el calor es extremo
2024-01-18,1082,Bilbao Aeropuerto,Bizkaia,18.5,hace mucho calor
2024-01-18,3168D,Guadalajara,Guadalajara,14.1,hace mucho calor
2024-01-18,4103X,Tomelloso,Ciudad Real,15.5,el calor es extremo
2024-01-18,7275C,Yecla,Murcia,19.4,el calor es extremo
2024-01-18,9698U,Talarn,Lleida,14,el calor es extremo
2024-01-18,1351,Estaca de Bares,A Coruña,14.3,hace mucho calor
2024-01-18,8414A,Valencia Aeropuerto,Valencia,22.2,el calor es extremo
2024-01-18,7031,San Javier Aeropuerto,Murcia,22,el calor es extremo
2024-01-18,9434P,"Zaragoza, Valdespartera",Zaragoza,20.4,el calor es extremo
2024-01-18,B691Y,Sa Pobla,Baleares,21.4,el calor es extremo
2024-01-18,4549Y,Ayamonte,Huelva,20.9,el calor es extremo
2024-01-18,4267X,Hinojosa del Duque,Córdoba,15.8,el calor es extremo
2024-01-18,2737E,Lagunas de Somoza,León,NA,NA
2024-01-18,C429I,Tenerife Sur Aeropuerto,Sta. Cruz de Tenerife,24.5,hace mucho calor
2024-01-18,1059X,Punta Galea,Bizkaia,18.9,el calor es extremo
2024-01-18,5181D,Arroyo del Ojanco,Jaén,15.8,hace mucho calor
2024-01-18,5860E,"Moguer, El Arenosillo",Huelva,19.1,hace mucho calor
2024-01-18,B013X,"Escorca, Lluc",Baleares,17.6,el calor es extremo
2024-01-18,1484C,Pontevedra,Pontevedra,13.6,hace calor
2024-01-18,8175,Albacete Base Aérea,Albacete,14.5,el calor es extremo
2024-01-18,2661,"León, Virgen del Camino",León,10.8,hace mucho calor
2024-01-18,3195,"Madrid, Retiro",Madrid,14.3,el calor es extremo
2024-01-18,9263X,"Aranguren, Ilundain",Navarra,14.8,el calor es extremo
2024-01-18,C229J,Pájara,Las Palmas,22.7,hace mucho calor
2024-01-18,8416Y,"València, Viveros",Valencia,23.2,el calor es extremo
2024-01-18,5390Y,Villanueva de Córdoba,Córdoba,13.1,hace calor
2024-01-18,2775X,Villardeciervos,Zamora,10.7,hace mucho calor
2024-01-18,2374X,Carrión de los Condes,Palencia,12.6,el calor es extremo
2024-01-18,3013,Molina de Aragón,Guadalajara,12,hace mucho calor
2024-01-18,1387,A Coruña,A Coruña,14.7,hace calor
2024-01-18,0372C,Porqueres,Girona,21.6,el calor es extremo
2024-01-18,1735X,Xinzo de Limia,Ourense,9.2,no hace calor
2024-01-18,3434X,Navalmoral de la Mata,Cáceres,15.8,hace mucho calor
2024-01-18,1473A,Padrón,A Coruña,12.1,no hace calor
2024-01-18,9244X,Sos del Rey Católico,Zaragoza,16.6,el calor es extremo
2024-01-18,B228,"Palma, Puerto",Baleares,21.1,el calor es extremo
2024-01-18,5973,Cádiz,Cádiz,19.2,el calor es extremo
2024-01-18,6155A,Málaga Aeropuerto,Málaga,20.4,hace mucho calor
2024-01-18,7247X,El Pinós/Pinoso,Alicante,20.3,el calor es extremo
2024-01-18,1041A,Zumaia,Gipuzkoa,20.6,el calor es extremo
2024-01-18,3130C,Sigüenza,Guadalajara,12.1,hace mucho calor
2024-01-18,3191E,Colmenar Viejo,Madrid,11.8,hace mucho calor
2024-01-18,B278,"Palma de Mallorca, Aeropuerto",Baleares,20.1,el calor es extremo
2024-01-18,5402,Córdoba Aeropuerto,Córdoba,17,hace mucho calor
2024-01-18,1495,Vigo Aeropuerto,Pontevedra,13.7,hace mucho calor
2024-01-18,5796,Morón de la Frontera,Sevilla,19.3,el calor es extremo
2024-01-18,4511C,Jerez de los Caballeros,Badajoz,15.9,hace calor
2024-01-18,6106X,Antequera,Málaga,17.3,hace mucho calor
2024-01-18,1078I,Güeñes,Bizkaia,17.7,el calor es extremo
2024-01-18,3526X,Coria,Cáceres,16.5,el calor es extremo
2024-01-18,5910,"Rota, Base Naval",Cádiz,20.4,el calor es extremo
2024-01-18,B893,"Menorca, Aeropuerto",Baleares,18.4,el calor es extremo
2024-01-18,0076,Barcelona Aeropuerto,Barcelona,19.1,el calor es extremo
2024-01-18,7002Y,Águilas,Murcia,22.4,el calor es extremo
2024-01-18,1037Y,Zumarraga,Gipuzkoa,15.4,el calor es extremo
2024-01-18,9990X,"Naut Aran, Arties",Lleida,11.9,el calor es extremo
2024-01-18,C129Z,Tazacorte,Sta. Cruz de Tenerife,20.7,no hace calor
2024-01-18,C689E,Maspalomas,Las Palmas,NA,NA
2024-01-18,2150H,"La Pinilla, Estación de Esquí",Segovia,4.1,hace calor
2024-01-18,8368U,Teruel,Teruel,15.4,el calor es extremo
2024-01-18,7209,Lorca,Murcia,23.8,el calor es extremo
2024-01-18,1109,Santander Aeropuerto,Cantabria,17.4,hace mucho calor
2024-01-18,4147X,Valdepeñas,Ciudad Real,15.2,el calor es extremo
2024-01-18,2465,Segovia,Segovia,12,hace mucho calor
2024-01-18,3100B,Aranjuez,Madrid,13.5,hace mucho calor
2024-01-18,2870,Salamanca,Salamanca,14.2,hace mucho calor
