fecha,indicativo,nombre_clean,provincia_clean,tmax,calor
2024-01-01,5612B,La Roda de Andalucía,Sevilla,17.1,hace calor
2024-01-01,3094B,Tarancón,Cuenca,11,el calor es normal
2024-01-01,9394X,Calatayud,Zaragoza,12.3,el calor es normal
2024-01-01,B434X,Portocolom,Baleares,15.8,no hace calor
2024-01-01,8293X,Xàtiva,Valencia,17,no hace calor
2024-01-01,2755X,Benavente,Zamora,10.2,hace calor
2024-01-01,2400E,Autilla del Pino,Palencia,7.5,el calor es normal
2024-01-01,8500A,Castelló - Almassora,Castellón,16.6,hace calor
2024-01-01,C249I,Fuerteventura Aeropuerto,Las Palmas,21.3,hace calor
2024-01-01,2462,Puerto de Navacerrada,Madrid,4.3,el calor es normal
2024-01-01,9563X,Castellfort,Castellón,7.2,no hace calor
2024-01-01,9573X,Alcañiz,Teruel,14,hace calor
2024-01-01,4358X,Don Benito,Badajoz,12.1,no hace calor
2024-01-01,1387E,A Coruña Aeropuerto,A Coruña,12.9,no hace calor
2024-01-01,1212E,Asturias Aeropuerto,Asturias,15.3,hace calor
2024-01-01,0016A,Reus Aeropuerto,Tarragona,15.3,hace calor
2024-01-01,C447A,Tenerife Norte Aeropuerto,Sta. Cruz de Tenerife,20.5,el calor es extremo
2024-01-01,9434,"Zaragoza, Aeropuerto",Zaragoza,14.2,hace mucho calor
2024-01-01,C449C,Sta. Cruz de Tenerife,Sta. Cruz de Tenerife,23.5,hace mucho calor
2024-01-01,6293X,Roquetas de Mar,Almería,18.5,hace mucho calor
2024-01-01,8050X,Jávea/Xàbia,Alicante,18,hace calor
2024-01-01,5972X,San Fernando,Cádiz,18.2,hace mucho calor
2024-01-01,2235U,Cervera de Pisuerga,Palencia,9,hace calor
2024-01-01,3260B,Toledo,Toledo,13,hace calor
2024-01-01,0367,Girona Aeropuerto,Girona,14.7,hace mucho calor
2024-01-01,6001,Tarifa,Cádiz,18.1,hace mucho calor
2024-01-01,9981A,Estación de Tortosa (Roquetes),Tarragona,18.2,hace mucho calor
2024-01-01,1331A,Castropol,Asturias,14.7,el calor es normal
2024-01-01,6084X,Fuengirola,Málaga,NA,NA
2024-01-01,1183X,Llanes,Asturias,16.5,hace mucho calor
2024-01-01,7178I,Murcia,Murcia,19.8,hace calor
2024-01-01,9771C,Lleida,Lleida,13.3,hace mucho calor
2024-01-01,4067,Madridejos,Toledo,12.4,hace mucho calor
2024-01-01,3365A,Talavera de la Reina,Toledo,12.1,no hace calor
2024-01-01,9784P,Bielsa,Huesca,8.9,el calor es normal
2024-01-01,0149X,Manresa,Barcelona,13.6,el calor es extremo
2024-01-01,5641X,Écija,Sevilla,18,hace mucho calor
2024-01-01,6156X,"Málaga, Centro Meteorológico",Málaga,21.5,hace mucho calor
2024-01-01,C459Z,Puerto de la Cruz,Sta. Cruz de Tenerife,23.9,el calor es extremo
2024-01-01,5995B,Vejer de La Frontera,Cádiz,19.2,hace mucho calor
2024-01-01,7096B,Hellín,Albacete,13.8,no hace calor
2024-01-01,0252D,Arenys de Mar,Barcelona,15.7,el calor es extremo
2024-01-01,1083L,Castro Urdiales,Cantabria,16.1,hace calor
2024-01-01,6277B,Adra,Almería,NA,NA
2024-01-01,1631E,A Pobra de Trives,Ourense,9.5,el calor es normal
2024-01-01,1700X,O Carballiño,Ourense,10.3,no hace calor
2024-01-01,9569A,Calanda,Teruel,12.6,hace calor
2024-01-01,C029O,Lanzarote Aeropuerto,Las Palmas,22.4,hace mucho calor
2024-01-01,2298,Palacios de la Sierra,Burgos,7.3,no hace calor
2024-01-01,5514,Granada Base Aérea,Granada,15.4,hace mucho calor
2024-01-01,9390,Daroca,Zaragoza,10.3,no hace calor
2024-01-01,4220X,Puebla de Don Rodrigo,Ciudad Real,12.3,hace calor
2024-01-01,7119B,Caravaca de la Cruz,Murcia,14.9,el calor es normal
2024-01-01,5192,Villarrodrigo,Jaén,11.7,no hace calor
2024-01-01,1221D,Pajares-Valgrande,Asturias,4.9,no hace calor
2024-01-01,1111,Santander,Cantabria,15.6,hace calor
2024-01-01,6325O,Almería Aeropuerto,Almería,20,hace mucho calor
2024-01-01,1002Y,"Baztan, Irurita",Navarra,15,hace mucho calor
2024-01-01,3111D,Somosierra,Madrid,6.2,hace calor
2024-01-01,6058I,Estepona,Málaga,21.3,hace mucho calor
2024-01-01,8325X,Polinyà de Xúquer,Valencia,16.8,hace calor
2024-01-01,4148,Viso del Marqués,Ciudad Real,12.9,hace calor
2024-01-01,1159,San Vicente de la Barquera,Cantabria,16.7,hace calor
2024-01-01,6000A,Melilla,Melilla,20.4,hace mucho calor
2024-01-01,4452,Badajoz Aeropuerto,Badajoz,13.2,no hace calor
2024-01-01,C629X,"Mogán, Puerto",Las Palmas,23.5,no hace calor
2024-01-01,4244X,Herrera del Duque,Badajoz,11.3,no hace calor
2024-01-01,2630X,Puerto de San Isidro,León,4.4,no hace calor
2024-01-01,4410X,Mérida,Badajoz,15.2,el calor es normal
2024-01-01,9263D,"Pamplona, Aeropuerto",Navarra,11.5,hace calor
2024-01-01,1690A,Ourense,Ourense,13.3,hace calor
2024-01-01,9898,"Huesca, Aeropuerto",Huesca,11.8,hace mucho calor
2024-01-01,1111X,Santander,Cantabria,15.9,hace calor
2024-01-01,9208E,Aragüés del Puerto,Huesca,9.8,no hace calor
2024-01-01,3576X,Valencia de Alcántara,Cáceres,11.8,no hace calor
2024-01-01,2946X,Saelices El Chico,Salamanca,12.3,hace calor
2024-01-01,7012C,Cartagena,Murcia,19.2,hace mucho calor
2024-01-01,5270B,Jaén,Jaén,13,hace calor
2024-01-01,C139E,La Palma Aeropuerto,Sta. Cruz de Tenerife,22.3,hace calor
2024-01-01,9170,"Logroño, Aeropuerto",La Rioja,11.3,el calor es normal
2024-01-01,1082,Bilbao Aeropuerto,Bizkaia,15.9,hace mucho calor
2024-01-01,3168D,Guadalajara,Guadalajara,9.9,no hace calor
2024-01-01,4103X,Tomelloso,Ciudad Real,12.1,hace mucho calor
2024-01-01,7275C,Yecla,Murcia,13.2,no hace calor
2024-01-01,9698U,Talarn,Lleida,9.8,hace calor
2024-01-01,1351,Estaca de Bares,A Coruña,13.8,hace calor
2024-01-01,8414A,Valencia Aeropuerto,Valencia,18.2,hace mucho calor
2024-01-01,7031,San Javier Aeropuerto,Murcia,16,no hace calor
2024-01-01,9434P,"Zaragoza, Valdespartera",Zaragoza,14.2,hace mucho calor
2024-01-01,B691Y,Sa Pobla,Baleares,15.6,no hace calor
2024-01-01,4549Y,Ayamonte,Huelva,19,el calor es extremo
2024-01-01,4267X,Hinojosa del Duque,Córdoba,13.9,hace calor
2024-01-01,2737E,Lagunas de Somoza,León,NA,NA
2024-01-01,C429I,Tenerife Sur Aeropuerto,Sta. Cruz de Tenerife,23.2,hace mucho calor
2024-01-01,1059X,Punta Galea,Bizkaia,15.2,hace calor
2024-01-01,5181D,Arroyo del Ojanco,Jaén,14.3,el calor es normal
2024-01-01,5860E,"Moguer, El Arenosillo",Huelva,16.3,no hace calor
2024-01-01,B013X,"Escorca, Lluc",Baleares,11.8,no hace calor
2024-01-01,1484C,Pontevedra,Pontevedra,12.8,el calor es normal
2024-01-01,8175,Albacete Base Aérea,Albacete,11.9,hace calor
2024-01-01,2661,"León, Virgen del Camino",León,8,el calor es normal
2024-01-01,3195,"Madrid, Retiro",Madrid,9.4,no hace calor
2024-01-01,9263X,"Aranguren, Ilundain",Navarra,11.7,hace calor
2024-01-01,C229J,Pájara,Las Palmas,22.3,hace mucho calor
2024-01-01,8416Y,"València, Viveros",Valencia,19,hace mucho calor
2024-01-01,5390Y,Villanueva de Córdoba,Córdoba,11.6,el calor es normal
2024-01-01,2916A,Vitigudino,Salamanca,10.7,hace calor
2024-01-01,2775X,Villardeciervos,Zamora,8,no hace calor
2024-01-01,2374X,Carrión de los Condes,Palencia,8.6,el calor es normal
2024-01-01,3013,Molina de Aragón,Guadalajara,8.9,el calor es normal
2024-01-01,1387,A Coruña,A Coruña,13.9,no hace calor
2024-01-01,0372C,Porqueres,Girona,15.1,hace calor
2024-01-01,1735X,Xinzo de Limia,Ourense,10.2,no hace calor
2024-01-01,3434X,Navalmoral de la Mata,Cáceres,10.2,no hace calor
2024-01-01,1473A,Padrón,A Coruña,11.9,no hace calor
2024-01-01,9244X,Sos del Rey Católico,Zaragoza,11.5,hace calor
2024-01-01,B228,"Palma, Puerto",Baleares,16.5,el calor es normal
2024-01-01,5973,Cádiz,Cádiz,17.7,hace calor
2024-01-01,6155A,Málaga Aeropuerto,Málaga,21.4,hace mucho calor
2024-01-01,7247X,El Pinós/Pinoso,Alicante,14.3,no hace calor
2024-01-01,1041A,Zumaia,Gipuzkoa,17,hace mucho calor
2024-01-01,3130C,Sigüenza,Guadalajara,9.6,hace calor
2024-01-01,3191E,Colmenar Viejo,Madrid,7.8,el calor es normal
2024-01-01,B278,"Palma de Mallorca, Aeropuerto",Baleares,16,el calor es normal
2024-01-01,5402,Córdoba Aeropuerto,Córdoba,17.9,hace mucho calor
2024-01-01,1495,Vigo Aeropuerto,Pontevedra,11.6,el calor es normal
2024-01-01,5796,Morón de la Frontera,Sevilla,18.2,hace mucho calor
2024-01-01,4511C,Jerez de los Caballeros,Badajoz,15.3,hace calor
2024-01-01,6106X,Antequera,Málaga,15.3,el calor es normal
2024-01-01,1078I,Güeñes,Bizkaia,14.5,hace mucho calor
2024-01-01,3526X,Coria,Cáceres,12.6,el calor es normal
2024-01-01,5910,"Rota, Base Naval",Cádiz,18,hace mucho calor
2024-01-01,B893,"Menorca, Aeropuerto",Baleares,14.5,no hace calor
2024-01-01,0076,Barcelona Aeropuerto,Barcelona,14.3,hace calor
2024-01-01,7002Y,Águilas,Murcia,19.1,hace mucho calor
2024-01-01,1037Y,Zumarraga,Gipuzkoa,13.2,el calor es extremo
2024-01-01,9990X,"Naut Aran, Arties",Lleida,5.4,no hace calor
2024-01-01,C129Z,Tazacorte,Sta. Cruz de Tenerife,22.9,hace mucho calor
2024-01-01,C689E,Maspalomas,Las Palmas,NA,NA
2024-01-01,2150H,"La Pinilla, Estación de Esquí",Segovia,5,hace calor
2024-01-01,8368U,Teruel,Teruel,10.8,el calor es normal
2024-01-01,7209,Lorca,Murcia,19.3,hace mucho calor
2024-01-01,1109,Santander Aeropuerto,Cantabria,16.5,hace calor
2024-01-01,4147X,Valdepeñas,Ciudad Real,12.2,hace calor
2024-01-01,2465,Segovia,Segovia,9,el calor es normal
2024-01-01,3100B,Aranjuez,Madrid,11.2,no hace calor
2024-01-01,2870,Salamanca,Salamanca,11.8,hace calor
2024-01-01,C929I,Hierro Aeropuerto,Sta. Cruz de Tenerife,23.4,hace mucho calor
2024-01-01,C649I,Gran Canaria Aeropuerto,Las Palmas,22.9,hace mucho calor
2024-01-01,2331,Burgos Aeropuerto,Burgos,6.7,no hace calor
2024-01-01,4090Y,San Clemente,Cuenca,10,no hace calor
2024-01-01,1249X,Oviedo,Asturias,13.9,hace calor
2024-01-01,5298X,Andújar,Jaén,16.8,hace mucho calor
2024-01-01,3266A,Puerto Alto del León,Madrid,5.6,el calor es normal
2024-01-01,5911A,Grazalema,Cádiz,14,hace calor
2024-01-01,3110C,Buitrago del Lozoya,Madrid,11.1,hace calor
2024-01-01,5704B,Cazalla de la Sierra,Sevilla,15.6,hace mucho calor
2024-01-01,9381I,Calamocha,Teruel,10,el calor es normal
2024-01-01,1428,Santiago de Compostela Aeropuerto,A Coruña,10.2,no hace calor
2024-01-01,4386B,Llerena,Badajoz,13.8,hace calor
2024-01-01,2117D,Aranda de Duero,Burgos,8.9,no hace calor
2024-01-01,3519X,Plasencia,Cáceres,11.4,no hace calor
2024-01-01,0201D,Barcelona,Barcelona,14.6,el calor es normal
2024-01-01,8309X,Utiel,Valencia,11.3,no hace calor
2024-01-01,1400,Fisterra,A Coruña,12.8,hace calor
2024-01-01,5960,Jerez de la Frontera Aeropuerto,Cádiz,18.7,hace mucho calor
2024-01-01,3298X,San Pablo de los Montes,Toledo,10.8,hace calor
2024-01-01,6367B,Huércal-Overa,Almería,20.2,hace calor
2024-01-01,2422,Valladolid,Valladolid,9.7,hace calor
2024-01-01,5530E,Granada Aeropuerto,Granada,16,hace mucho calor
2024-01-01,B954,"Ibiza, Aeropuerto",Baleares,15.6,no hace calor
2024-01-01,2867,Salamanca Aeropuerto,Salamanca,11,hace calor
2024-01-01,2030,Soria,Soria,9,hace calor
2024-01-01,8025,Alacant/Alicante,Alicante,18.4,hace calor
2024-01-01,7031X,San Javier Aeropuerto,Murcia,16.1,no hace calor
2024-01-01,1207U,"Gijón, Campus",Asturias,16.5,hace calor
2024-01-01,1050J,Elgoibar,Gipuzkoa,15.1,hace calor
2024-01-01,1393,Cabo Vilán,A Coruña,13.8,hace mucho calor
2024-01-01,7145D,Cieza,Murcia,18.6,hace mucho calor
2024-01-01,9294E,"Bardenas Reales, Base Aérea",Navarra,13.2,hace calor
2024-01-01,2444,Ávila,Ávila,10.6,hace calor
2024-01-01,4121,Ciudad Real,Ciudad Real,12.5,hace calor
2024-01-01,9585,La Molina,Girona,3.6,no hace calor
2024-01-01,3129,Madrid Aeropuerto,Madrid,10.1,no hace calor
2024-01-01,5000C,Ceuta,Ceuta,20.3,el calor es extremo
2024-01-01,C329Z,San Sebastián de la Gomera,Sta. Cruz de Tenerife,NA,NA
2024-01-01,1505,Lugo Aeropuerto,Lugo,10.1,el calor es normal
2024-01-01,8019,Alicante-Elche Aeropuerto,Alicante,18.4,hace calor
2024-01-01,1549,Ponferrada,León,10.3,hace calor
2024-01-01,8096,Cuenca,Cuenca,10.7,hace calor
2024-01-01,5783,Sevilla Aeropuerto,Sevilla,16.8,el calor es normal
2024-01-01,C430E,Izaña,Sta. Cruz de Tenerife,13.8,hace mucho calor
2024-01-01,4061X,Quintanar de la Orden,Toledo,11.7,hace mucho calor
2024-01-01,1542,Puerto de Leitariegos,Asturias,3.7,no hace calor
2024-01-01,3469A,Cáceres,Cáceres,11.5,no hace calor
2024-01-01,C659M,"Las Palmas de Gran Canaria, Pl. de la Feria",Las Palmas,22.7,el calor es extremo
2024-01-02,5612B,La Roda de Andalucía,Sevilla,21,el calor es extremo
2024-01-02,3094B,Tarancón,Cuenca,11.7,hace calor
2024-01-02,9394X,Calatayud,Zaragoza,12.2,hace calor
2024-01-02,B434X,Portocolom,Baleares,17.4,hace calor
2024-01-02,8293X,Xàtiva,Valencia,19.9,hace mucho calor
2024-01-02,2755X,Benavente,Zamora,12.4,hace mucho calor
2024-01-02,2400E,Autilla del Pino,Palencia,10.2,hace mucho calor
2024-01-02,8500A,Castelló - Almassora,Castellón,15.8,el calor es normal
2024-01-02,C249I,Fuerteventura Aeropuerto,Las Palmas,21.4,hace calor
2024-01-02,2462,Puerto de Navacerrada,Madrid,6.7,hace calor
2024-01-02,9563X,Castellfort,Castellón,13,hace mucho calor
2024-01-02,9573X,Alcañiz,Teruel,13.4,hace calor
2024-01-02,4358X,Don Benito,Badajoz,16.7,el calor es extremo
2024-01-02,1387E,A Coruña Aeropuerto,A Coruña,16.7,hace mucho calor
2024-01-02,1212E,Asturias Aeropuerto,Asturias,20.6,el calor es extremo
2024-01-02,0016A,Reus Aeropuerto,Tarragona,15.9,hace calor
2024-01-02,C447A,Tenerife Norte Aeropuerto,Sta. Cruz de Tenerife,21.1,el calor es extremo
2024-01-02,9434,"Zaragoza, Aeropuerto",Zaragoza,17.1,el calor es extremo
2024-01-02,C449C,Sta. Cruz de Tenerife,Sta. Cruz de Tenerife,23.9,el calor es extremo
2024-01-02,6293X,Roquetas de Mar,Almería,18.6,hace mucho calor
2024-01-02,8050X,Jávea/Xàbia,Alicante,20.9,hace mucho calor
2024-01-02,5972X,San Fernando,Cádiz,20.3,el calor es extremo
2024-01-02,2235U,Cervera de Pisuerga,Palencia,8.9,hace calor
2024-01-02,3260B,Toledo,Toledo,11.7,no hace calor
2024-01-02,0367,Girona Aeropuerto,Girona,15.3,hace calor
2024-01-02,6001,Tarifa,Cádiz,18.8,el calor es extremo
2024-01-02,9981A,Estación de Tortosa (Roquetes),Tarragona,17.2,hace calor
2024-01-02,1331A,Castropol,Asturias,17.8,hace mucho calor
2024-01-02,6084X,Fuengirola,Málaga,NA,NA
2024-01-02,1183X,Llanes,Asturias,21.1,hace mucho calor
2024-01-02,7178I,Murcia,Murcia,20.6,hace mucho calor
2024-01-02,9771C,Lleida,Lleida,7.1,no hace calor
2024-01-02,4067,Madridejos,Toledo,13,el calor es extremo
2024-01-02,3365A,Talavera de la Reina,Toledo,10.7,no hace calor
2024-01-02,9784P,Bielsa,Huesca,7.6,no hace calor
2024-01-02,0149X,Manresa,Barcelona,12.2,el calor es normal
2024-01-02,5641X,Écija,Sevilla,20.1,el calor es extremo
2024-01-02,6156X,"Málaga, Centro Meteorológico",Málaga,23.3,el calor es extremo
2024-01-02,C459Z,Puerto de la Cruz,Sta. Cruz de Tenerife,25.7,el calor es extremo
2024-01-02,5995B,Vejer de La Frontera,Cádiz,21.1,el calor es extremo
2024-01-02,7096B,Hellín,Albacete,17.5,hace mucho calor
2024-01-02,0252D,Arenys de Mar,Barcelona,16.6,hace mucho calor
2024-01-02,1083L,Castro Urdiales,Cantabria,18.6,el calor es extremo
2024-01-02,6277B,Adra,Almería,NA,NA
2024-01-02,1631E,A Pobra de Trives,Ourense,14.2,el calor es extremo
2024-01-02,1700X,O Carballiño,Ourense,13.9,hace mucho calor
2024-01-02,9569A,Calanda,Teruel,13.1,hace calor
2024-01-02,C029O,Lanzarote Aeropuerto,Las Palmas,22.3,hace mucho calor
2024-01-02,2298,Palacios de la Sierra,Burgos,9.5,hace calor
2024-01-02,5514,Granada Base Aérea,Granada,17.1,el calor es extremo
2024-01-02,9390,Daroca,Zaragoza,11.2,hace calor
2024-01-02,4220X,Puebla de Don Rodrigo,Ciudad Real,13.9,hace calor
2024-01-02,7119B,Caravaca de la Cruz,Murcia,17.2,hace mucho calor
2024-01-02,5192,Villarrodrigo,Jaén,14.2,el calor es extremo
2024-01-02,1221D,Pajares-Valgrande,Asturias,8.3,hace calor
2024-01-02,1111,Santander,Cantabria,17.3,hace mucho calor
2024-01-02,6325O,Almería Aeropuerto,Almería,18,hace calor
2024-01-02,1002Y,"Baztan, Irurita",Navarra,15.9,el calor es extremo
2024-01-02,3111D,Somosierra,Madrid,8.9,hace mucho calor
2024-01-02,6058I,Estepona,Málaga,18.4,no hace calor
2024-01-02,8325X,Polinyà de Xúquer,Valencia,18.7,hace mucho calor
2024-01-02,4148,Viso del Marqués,Ciudad Real,15.4,el calor es extremo
2024-01-02,1159,San Vicente de la Barquera,Cantabria,20.1,hace mucho calor
2024-01-02,6000A,Melilla,Melilla,22.2,el calor es extremo
2024-01-02,4452,Badajoz Aeropuerto,Badajoz,18,el calor es extremo
2024-01-02,C629X,"Mogán, Puerto",Las Palmas,23.9,hace mucho calor
2024-01-02,4244X,Herrera del Duque,Badajoz,14.9,hace mucho calor
2024-01-02,2630X,Puerto de San Isidro,León,7.4,hace mucho calor
2024-01-02,4410X,Mérida,Badajoz,19.6,el calor es extremo
2024-01-02,9263D,"Pamplona, Aeropuerto",Navarra,9.2,no hace calor
2024-01-02,1690A,Ourense,Ourense,17.5,el calor es extremo
2024-01-02,9898,"Huesca, Aeropuerto",Huesca,9,no hace calor
2024-01-02,1111X,Santander,Cantabria,17.2,hace mucho calor
2024-01-02,9208E,Aragüés del Puerto,Huesca,7.8,no hace calor
2024-01-02,3576X,Valencia de Alcántara,Cáceres,15.6,el calor es extremo
2024-01-02,2946X,Saelices El Chico,Salamanca,13.3,hace mucho calor
2024-01-02,7012C,Cartagena,Murcia,16.8,el calor es normal
2024-01-02,5270B,Jaén,Jaén,14.5,hace mucho calor
2024-01-02,C139E,La Palma Aeropuerto,Sta. Cruz de Tenerife,23.5,el calor es extremo
2024-01-02,9170,"Logroño, Aeropuerto",La Rioja,5.7,no hace calor
2024-01-02,1082,Bilbao Aeropuerto,Bizkaia,18.4,hace mucho calor
2024-01-02,3168D,Guadalajara,Guadalajara,8.4,no hace calor
2024-01-02,4103X,Tomelloso,Ciudad Real,14.5,el calor es extremo
2024-01-02,7275C,Yecla,Murcia,16.7,el calor es extremo
2024-01-02,9698U,Talarn,Lleida,6.1,no hace calor
2024-01-02,1351,Estaca de Bares,A Coruña,16.7,el calor es extremo
2024-01-02,8414A,Valencia Aeropuerto,Valencia,19,hace calor
2024-01-02,7031,San Javier Aeropuerto,Murcia,18.6,hace calor
2024-01-02,9434P,"Zaragoza, Valdespartera",Zaragoza,15.2,el calor es extremo
2024-01-02,B691Y,Sa Pobla,Baleares,18,no hace calor
2024-01-02,4549Y,Ayamonte,Huelva,19.3,el calor es extremo
2024-01-02,4267X,Hinojosa del Duque,Córdoba,17.1,el calor es extremo
2024-01-02,2737E,Lagunas de Somoza,León,NA,NA
2024-01-02,C429I,Tenerife Sur Aeropuerto,Sta. Cruz de Tenerife,23.5,hace mucho calor
2024-01-02,1059X,Punta Galea,Bizkaia,18.1,el calor es extremo
2024-01-02,5181D,Arroyo del Ojanco,Jaén,16.6,hace calor
2024-01-02,5860E,"Moguer, El Arenosillo",Huelva,18.8,hace mucho calor
2024-01-02,B013X,"Escorca, Lluc",Baleares,18.2,el calor es extremo
2024-01-02,1484C,Pontevedra,Pontevedra,15.6,hace mucho calor
2024-01-02,8175,Albacete Base Aérea,Albacete,15.3,el calor es extremo
2024-01-02,2661,"León, Virgen del Camino",León,10.1,hace mucho calor
2024-01-02,3195,"Madrid, Retiro",Madrid,8.2,no hace calor
2024-01-02,9263X,"Aranguren, Ilundain",Navarra,10.8,hace mucho calor
2024-01-02,C229J,Pájara,Las Palmas,22.1,hace mucho calor
2024-01-02,8416Y,"València, Viveros",Valencia,18.9,hace calor
2024-01-02,5390Y,Villanueva de Córdoba,Córdoba,13.5,hace mucho calor
2024-01-02,2916A,Vitigudino,Salamanca,11.6,hace mucho calor
2024-01-02,2775X,Villardeciervos,Zamora,11.7,hace mucho calor
2024-01-02,2374X,Carrión de los Condes,Palencia,10.7,hace mucho calor
2024-01-02,3013,Molina de Aragón,Guadalajara,8.6,el calor es normal
2024-01-02,1387,A Coruña,A Coruña,16.9,el calor es extremo
2024-01-02,0372C,Porqueres,Girona,12.7,no hace calor
2024-01-02,1735X,Xinzo de Limia,Ourense,14.2,el calor es extremo
2024-01-02,3434X,Navalmoral de la Mata,Cáceres,10.5,no hace calor
2024-01-02,1473A,Padrón,A Coruña,14.8,hace mucho calor
2024-01-02,9244X,Sos del Rey Católico,Zaragoza,10.4,hace mucho calor
2024-01-02,B228,"Palma, Puerto",Baleares,18.3,hace mucho calor
2024-01-02,5973,Cádiz,Cádiz,20.6,el calor es extremo
2024-01-02,6155A,Málaga Aeropuerto,Málaga,23.1,el calor es extremo
2024-01-02,7247X,El Pinós/Pinoso,Alicante,17.6,el calor es extremo
2024-01-02,1041A,Zumaia,Gipuzkoa,19.1,el calor es extremo
2024-01-02,3130C,Sigüenza,Guadalajara,6.4,no hace calor
2024-01-02,3191E,Colmenar Viejo,Madrid,6.3,no hace calor
2024-01-02,B278,"Palma de Mallorca, Aeropuerto",Baleares,17.9,hace mucho calor
2024-01-02,5402,Córdoba Aeropuerto,Córdoba,16.6,hace calor
2024-01-02,1495,Vigo Aeropuerto,Pontevedra,15.5,el calor es extremo
2024-01-02,5796,Morón de la Frontera,Sevilla,21.1,el calor es extremo
2024-01-02,4511C,Jerez de los Caballeros,Badajoz,18.5,el calor es extremo
2024-01-02,6106X,Antequera,Málaga,17.1,hace mucho calor
2024-01-02,1078I,Güeñes,Bizkaia,16,hace mucho calor
2024-01-02,3526X,Coria,Cáceres,13.3,el calor es normal
2024-01-02,5910,"Rota, Base Naval",Cádiz,22,el calor es extremo
2024-01-02,B893,"Menorca, Aeropuerto",Baleares,16.2,hace mucho calor
2024-01-02,0076,Barcelona Aeropuerto,Barcelona,15.6,hace calor
2024-01-02,7002Y,Águilas,Murcia,18.6,hace calor
2024-01-02,1037Y,Zumarraga,Gipuzkoa,15.7,el calor es extremo
2024-01-02,9990X,"Naut Aran, Arties",Lleida,10.9,el calor es extremo
2024-01-02,C129Z,Tazacorte,Sta. Cruz de Tenerife,24.3,el calor es extremo
2024-01-02,C689E,Maspalomas,Las Palmas,NA,NA
2024-01-02,2150H,"La Pinilla, Estación de Esquí",Segovia,7.9,hace mucho calor
2024-01-02,8368U,Teruel,Teruel,12.8,hace mucho calor
2024-01-02,7209,Lorca,Murcia,19.7,hace mucho calor
2024-01-02,1109,Santander Aeropuerto,Cantabria,18.2,hace mucho calor
2024-01-02,4147X,Valdepeñas,Ciudad Real,15.8,el calor es extremo
2024-01-02,2465,Segovia,Segovia,12.7,hace mucho calor
2024-01-02,3100B,Aranjuez,Madrid,10,no hace calor
2024-01-02,2870,Salamanca,Salamanca,12.3,hace mucho calor
2024-01-02,C929I,Hierro Aeropuerto,Sta. Cruz de Tenerife,23.8,el calor es extremo
2024-01-02,C649I,Gran Canaria Aeropuerto,Las Palmas,NA,NA
2024-01-02,2331,Burgos Aeropuerto,Burgos,10.2,hace mucho calor
2024-01-02,4090Y,San Clemente,Cuenca,13,el calor es extremo
2024-01-02,1249X,Oviedo,Asturias,20.1,el calor es extremo
2024-01-02,5298X,Andújar,Jaén,17.6,el calor es extremo
2024-01-02,3266A,Puerto Alto del León,Madrid,8.2,hace mucho calor
2024-01-02,5911A,Grazalema,Cádiz,15.4,hace mucho calor
2024-01-02,3110C,Buitrago del Lozoya,Madrid,5.7,no hace calor
2024-01-02,5704B,Cazalla de la Sierra,Sevilla,16.3,hace mucho calor
2024-01-02,9381I,Calamocha,Teruel,11,hace mucho calor
2024-01-02,1428,Santiago de Compostela Aeropuerto,A Coruña,14.1,hace mucho calor
2024-01-02,4386B,Llerena,Badajoz,15.9,el calor es extremo
2024-01-02,2117D,Aranda de Duero,Burgos,12.1,el calor es extremo
2024-01-02,3519X,Plasencia,Cáceres,12.1,no hace calor
2024-01-02,0201D,Barcelona,Barcelona,15.4,hace calor
2024-01-02,8309X,Utiel,Valencia,12.8,hace calor
2024-01-02,1400,Fisterra,A Coruña,14.4,el calor es extremo
2024-01-02,5960,Jerez de la Frontera Aeropuerto,Cádiz,21.6,el calor es extremo
2024-01-02,3298X,San Pablo de los Montes,Toledo,10.4,no hace calor
2024-01-02,6367B,Huércal-Overa,Almería,19.7,hace calor
2024-01-02,2422,Valladolid,Valladolid,11,hace mucho calor
2024-01-02,5530E,Granada Aeropuerto,Granada,17.3,el calor es extremo
2024-01-02,B954,"Ibiza, Aeropuerto",Baleares,17.5,hace calor
2024-01-02,2867,Salamanca Aeropuerto,Salamanca,11.8,hace calor
2024-01-02,2030,Soria,Soria,9.6,hace calor
2024-01-02,8025,Alacant/Alicante,Alicante,20.5,hace mucho calor
2024-01-02,7031X,San Javier Aeropuerto,Murcia,18.1,no hace calor
2024-01-02,1207U,"Gijón, Campus",Asturias,20.2,el calor es extremo
2024-01-02,1050J,Elgoibar,Gipuzkoa,18.5,el calor es extremo
2024-01-02,1393,Cabo Vilán,A Coruña,15.1,hace mucho calor
2024-01-02,7145D,Cieza,Murcia,19.3,el calor es extremo
2024-01-02,9294E,"Bardenas Reales, Base Aérea",Navarra,12.8,hace calor
2024-01-02,2444,Ávila,Ávila,12.8,hace mucho calor
2024-01-02,4121,Ciudad Real,Ciudad Real,15.1,el calor es extremo
2024-01-02,9585,La Molina,Girona,6.1,hace mucho calor
2024-01-02,3129,Madrid Aeropuerto,Madrid,7.3,no hace calor
2024-01-02,5000C,Ceuta,Ceuta,18.8,hace mucho calor
2024-01-02,C329Z,San Sebastián de la Gomera,Sta. Cruz de Tenerife,NA,NA
