fecha,indicativo,nombre_completo,provincia_clean,tmin,tmin_median,anomalia,anomalia_positiva,anomalia_negativa,texto_anomalia,texto_fecha,tipo_anomalia,color_anomalia
2024-02-19,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,7,5,2,7,5,+2,19 feb.,▲,#cb181d
2024-02-19,1351,Estaca de Bares (A Coruña),A Coruña,11.1,8.8,2.3,11.1,8.8,"+2,3",19 feb.,▲,#cb181d
2024-02-19,1387,A Coruña (A Coruña),A Coruña,10.8,7.8,3,10.8,7.8,+3,19 feb.,▲,#cb181d
2024-02-19,1473A,Padrón (A Coruña),A Coruña,8.9,3.8,5.1,8.9,3.8,"+5,1",19 feb.,▲,#cb181d
2024-02-19,1475X,Santiago de Compostela (A Coruña),A Coruña,10.2,4.9,5.3,10.2,4.9,"+5,3",19 feb.,▲,#cb181d
2024-02-19,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,7.1,3.9,3.2,7.1,3.9,"+3,2",19 feb.,▲,#cb181d
2024-02-19,1400,Fisterra (A Coruña),A Coruña,10.5,7.5,3,10.5,7.5,+3,19 feb.,▲,#cb181d
2024-02-19,1393,Cabo Vilán (A Coruña),A Coruña,11.3,7.8,3.5,11.3,7.8,"+3,5",19 feb.,▲,#cb181d
2024-02-20,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,4.1,5.6,-1.5,5.6,4.1,"-1,5",20 feb.,▼,#2171b5
2024-02-20,1351,Estaca de Bares (A Coruña),A Coruña,10.7,8.4,2.3,10.7,8.4,"+2,3",20 feb.,▲,#cb181d
2024-02-20,1387,A Coruña (A Coruña),A Coruña,8.7,7.9,0.8,8.7,7.9,"+0,8",20 feb.,▲,#cb181d
2024-02-20,1473A,Padrón (A Coruña),A Coruña,4.5,4,0.5,4.5,4,"+0,5",20 feb.,▲,#cb181d
2024-02-20,1475X,Santiago de Compostela (A Coruña),A Coruña,6.8,5.1,1.7,6.8,5.1,"+1,7",20 feb.,▲,#cb181d
2024-02-20,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,4.6,3.6,1,4.6,3.6,+1,20 feb.,▲,#cb181d
2024-02-20,1400,Fisterra (A Coruña),A Coruña,11.6,8.3,3.3,11.6,8.3,"+3,3",20 feb.,▲,#cb181d
2024-02-20,1393,Cabo Vilán (A Coruña),A Coruña,9.5,8.3,1.2,9.5,8.3,"+1,2",20 feb.,▲,#cb181d
2024-02-21,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,9.6,5,4.6,9.6,5,"+4,6",21 feb.,▲,#cb181d
2024-02-21,1351,Estaca de Bares (A Coruña),A Coruña,12.3,8.7,3.6,12.3,8.7,"+3,6",21 feb.,▲,#cb181d
2024-02-21,1387,A Coruña (A Coruña),A Coruña,11.6,8.7,2.9,11.6,8.7,"+2,9",21 feb.,▲,#cb181d
2024-02-21,1473A,Padrón (A Coruña),A Coruña,7.7,5.7,2,7.7,5.7,+2,21 feb.,▲,#cb181d
2024-02-21,1475X,Santiago de Compostela (A Coruña),A Coruña,9.7,5.4,4.3,9.7,5.4,"+4,3",21 feb.,▲,#cb181d
2024-02-21,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,8.6,4,4.6,8.6,4,"+4,6",21 feb.,▲,#cb181d
2024-02-21,1400,Fisterra (A Coruña),A Coruña,10.7,7,3.7,10.7,7,"+3,7",21 feb.,▲,#cb181d
2024-02-21,1393,Cabo Vilán (A Coruña),A Coruña,12.1,8.3,3.8,12.1,8.3,"+3,8",21 feb.,▲,#cb181d
2024-02-22,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,7.1,5.5,1.6,7.1,5.5,"+1,6",22 feb.,▲,#cb181d
2024-02-22,1351,Estaca de Bares (A Coruña),A Coruña,6.5,8.9,-2.4,8.9,6.5,"-2,4",22 feb.,▼,#2171b5
2024-02-22,1387,A Coruña (A Coruña),A Coruña,8.7,8.4,0.3,8.7,8.4,"+0,3",22 feb.,▲,#cb181d
2024-02-22,1473A,Padrón (A Coruña),A Coruña,6.4,4,2.4,6.4,4,"+2,4",22 feb.,▲,#cb181d
2024-02-22,1475X,Santiago de Compostela (A Coruña),A Coruña,6.4,4.6,1.8,6.4,4.6,"+1,8",22 feb.,▲,#cb181d
2024-02-22,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,4.5,3.5,1,4.5,3.5,+1,22 feb.,▲,#cb181d
2024-02-22,1400,Fisterra (A Coruña),A Coruña,6.1,8.4,-2.3,8.4,6.1,"-2,3",22 feb.,▼,#2171b5
2024-02-22,1393,Cabo Vilán (A Coruña),A Coruña,7.4,8.5,-1.1,8.5,7.4,"-1,1",22 feb.,▼,#2171b5
2024-02-23,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,5.7,7.2,-1.5,7.2,5.7,"-1,5",23 feb.,▼,#2171b5
2024-02-23,1351,Estaca de Bares (A Coruña),A Coruña,6,9,-3,9,6,-3,23 feb.,▼,#2171b5
2024-02-23,1473A,Padrón (A Coruña),A Coruña,5.3,6.3,-1,6.3,5.3,-1,23 feb.,▼,#2171b5
2024-02-23,1387,A Coruña (A Coruña),A Coruña,8,8.4,-0.4,8.4,8,"-0,4",23 feb.,▼,#2171b5
2024-02-23,1475X,Santiago de Compostela (A Coruña),A Coruña,5.1,6.1,-1,6.1,5.1,-1,23 feb.,▼,#2171b5
2024-02-23,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,3.3,5.2,-1.9,5.2,3.3,"-1,9",23 feb.,▼,#2171b5
2024-02-23,1400,Fisterra (A Coruña),A Coruña,6.7,8.3,-1.6,8.3,6.7,"-1,6",23 feb.,▼,#2171b5
2024-02-23,1393,Cabo Vilán (A Coruña),A Coruña,6.2,8.8,-2.6,8.8,6.2,"-2,6",23 feb.,▼,#2171b5
2024-02-24,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,7,6.8,0.2,7,6.8,"+0,2",24 feb.,▲,#cb181d
2024-02-24,1351,Estaca de Bares (A Coruña),A Coruña,7.3,9.3,-2,9.3,7.3,-2,24 feb.,▼,#2171b5
2024-02-24,1387,A Coruña (A Coruña),A Coruña,8.6,9.2,-0.6,9.2,8.6,"-0,6",24 feb.,▼,#2171b5
2024-02-24,1473A,Padrón (A Coruña),A Coruña,4.6,6.2,-1.6,6.2,4.6,"-1,6",24 feb.,▼,#2171b5
2024-02-24,1475X,Santiago de Compostela (A Coruña),A Coruña,5,5.8,-0.8,5.8,5,"-0,8",24 feb.,▼,#2171b5
2024-02-24,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,4,5.7,-1.7,5.7,4,"-1,7",24 feb.,▼,#2171b5
2024-02-24,1400,Fisterra (A Coruña),A Coruña,6.9,7.7,-0.8,7.7,6.9,"-0,8",24 feb.,▼,#2171b5
2024-02-24,1393,Cabo Vilán (A Coruña),A Coruña,8.1,9,-0.9,9,8.1,"-0,9",24 feb.,▼,#2171b5
2024-02-25,1351,Estaca de Bares (A Coruña),A Coruña,9.7,9.4,0.3,9.7,9.4,"+0,3",25 feb.,▲,#cb181d
2024-02-25,1387,A Coruña (A Coruña),A Coruña,11.2,8.6,2.6,11.2,8.6,"+2,6",25 feb.,▲,#cb181d
2024-02-25,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,10.1,6.2,3.9,10.1,6.2,"+3,9",25 feb.,▲,#cb181d
2024-02-25,1393,Cabo Vilán (A Coruña),A Coruña,10.1,9.1,1,10.1,9.1,+1,25 feb.,▲,#cb181d
2024-02-25,1400,Fisterra (A Coruña),A Coruña,9.2,8.3,0.9,9.2,8.3,"+0,9",25 feb.,▲,#cb181d
2024-02-25,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,7.4,4.8,2.6,7.4,4.8,"+2,6",25 feb.,▲,#cb181d
2024-02-25,1473A,Padrón (A Coruña),A Coruña,8.7,5.6,3.1,8.7,5.6,"+3,1",25 feb.,▲,#cb181d
2024-02-25,1475X,Santiago de Compostela (A Coruña),A Coruña,9.2,6,3.2,9.2,6,"+3,2",25 feb.,▲,#cb181d
2024-02-26,1351,Estaca de Bares (A Coruña),A Coruña,7.4,8.6,-1.2,8.6,7.4,"-1,2",26 feb.,▼,#2171b5
2024-02-26,1387,A Coruña (A Coruña),A Coruña,8,8.1,-0.1,8.1,8,"-0,1",26 feb.,▼,#2171b5
2024-02-26,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,6.5,5.8,0.7,6.5,5.8,"+0,7",26 feb.,▲,#cb181d
2024-02-26,1393,Cabo Vilán (A Coruña),A Coruña,6.4,7.7,-1.3,7.7,6.4,"-1,3",26 feb.,▼,#2171b5
2024-02-26,1400,Fisterra (A Coruña),A Coruña,6.8,7.8,-1,7.8,6.8,-1,26 feb.,▼,#2171b5
2024-02-26,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,4.5,3.4,1.1,4.5,3.4,"+1,1",26 feb.,▲,#cb181d
2024-02-26,1473A,Padrón (A Coruña),A Coruña,5.3,4.2,1.1,5.3,4.2,"+1,1",26 feb.,▲,#cb181d
2024-02-26,1475X,Santiago de Compostela (A Coruña),A Coruña,5.8,5.1,0.7,5.8,5.1,"+0,7",26 feb.,▲,#cb181d
2024-03-01,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,7.4,5,2.4,7.4,5,"+2,4", 1 mar.,▲,#cb181d
2024-03-01,1351,Estaca de Bares (A Coruña),A Coruña,8.9,8.5,0.4,8.9,8.5,"+0,4", 1 mar.,▲,#cb181d
2024-03-01,1387,A Coruña (A Coruña),A Coruña,9.2,8.4,0.8,9.2,8.4,"+0,8", 1 mar.,▲,#cb181d
2024-03-01,1473A,Padrón (A Coruña),A Coruña,5.4,5.8,-0.4,5.8,5.4,"-0,4", 1 mar.,▼,#2171b5
2024-03-01,1475X,Santiago de Compostela (A Coruña),A Coruña,4.8,4.2,0.6,4.8,4.2,"+0,6", 1 mar.,▲,#cb181d
2024-03-01,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,4,3.8,0.2,4,3.8,"+0,2", 1 mar.,▲,#cb181d
2024-03-01,1400,Fisterra (A Coruña),A Coruña,8.4,6.8,1.6,8.4,6.8,"+1,6", 1 mar.,▲,#cb181d
2024-03-01,1393,Cabo Vilán (A Coruña),A Coruña,9.8,6.7,3.1,9.8,6.7,"+3,1", 1 mar.,▲,#cb181d
2024-03-02,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,6.4,6.4,0,6.4,6.4,0, 2 mar.,▼,#2171b5
2024-03-02,1351,Estaca de Bares (A Coruña),A Coruña,6.9,8.9,-2,8.9,6.9,-2, 2 mar.,▼,#2171b5
2024-03-02,1387,A Coruña (A Coruña),A Coruña,7.8,8,-0.2,8,7.8,"-0,2", 2 mar.,▼,#2171b5
2024-03-02,1473A,Padrón (A Coruña),A Coruña,3.5,6.3,-2.8,6.3,3.5,"-2,8", 2 mar.,▼,#2171b5
2024-03-02,1475X,Santiago de Compostela (A Coruña),A Coruña,4.1,5.9,-1.8,5.9,4.1,"-1,8", 2 mar.,▼,#2171b5
2024-03-02,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,2.4,4,-1.6,4,2.4,"-1,6", 2 mar.,▼,#2171b5
2024-03-02,1400,Fisterra (A Coruña),A Coruña,6,7.8,-1.8,7.8,6,"-1,8", 2 mar.,▼,#2171b5
2024-03-02,1393,Cabo Vilán (A Coruña),A Coruña,6.6,7.8,-1.2,7.8,6.6,"-1,2", 2 mar.,▼,#2171b5
2024-03-03,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,6.3,6.7,-0.4,6.7,6.3,"-0,4", 3 mar.,▼,#2171b5
2024-03-03,1351,Estaca de Bares (A Coruña),A Coruña,6.4,9.1,-2.7,9.1,6.4,"-2,7", 3 mar.,▼,#2171b5
2024-03-03,1387,A Coruña (A Coruña),A Coruña,7.4,8.5,-1.1,8.5,7.4,"-1,1", 3 mar.,▼,#2171b5
2024-03-03,1473A,Padrón (A Coruña),A Coruña,3.8,6.3,-2.5,6.3,3.8,"-2,5", 3 mar.,▼,#2171b5
2024-03-03,1475X,Santiago de Compostela (A Coruña),A Coruña,3.6,6,-2.4,6,3.6,"-2,4", 3 mar.,▼,#2171b5
2024-03-03,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,2,5.2,-3.2,5.2,2,"-3,2", 3 mar.,▼,#2171b5
2024-03-03,1400,Fisterra (A Coruña),A Coruña,6.8,6.2,0.6,6.8,6.2,"+0,6", 3 mar.,▲,#cb181d
2024-03-03,1393,Cabo Vilán (A Coruña),A Coruña,7,8.1,-1.1,8.1,7,"-1,1", 3 mar.,▼,#2171b5
2024-03-04,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,6.8,6.7,0.1,6.8,6.7,"+0,1", 4 mar.,▲,#cb181d
2024-03-04,1351,Estaca de Bares (A Coruña),A Coruña,7.2,8.4,-1.2,8.4,7.2,"-1,2", 4 mar.,▼,#2171b5
2024-03-04,1387,A Coruña (A Coruña),A Coruña,8.4,8.8,-0.4,8.8,8.4,"-0,4", 4 mar.,▼,#2171b5
2024-03-04,1473A,Padrón (A Coruña),A Coruña,6.3,5.8,0.5,6.3,5.8,"+0,5", 4 mar.,▲,#cb181d
2024-03-04,1475X,Santiago de Compostela (A Coruña),A Coruña,6.3,5.6,0.7,6.3,5.6,"+0,7", 4 mar.,▲,#cb181d
2024-03-04,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,5.4,4.3,1.1,5.4,4.3,"+1,1", 4 mar.,▲,#cb181d
2024-03-04,1400,Fisterra (A Coruña),A Coruña,7.4,7.1,0.3,7.4,7.1,"+0,3", 4 mar.,▲,#cb181d
2024-03-04,1393,Cabo Vilán (A Coruña),A Coruña,8.5,7.4,1.1,8.5,7.4,"+1,1", 4 mar.,▲,#cb181d
2024-03-05,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,4.1,6.4,-2.3,6.4,4.1,"-2,3", 5 mar.,▼,#2171b5
2024-03-05,1351,Estaca de Bares (A Coruña),A Coruña,8.6,8.4,0.2,8.6,8.4,"+0,2", 5 mar.,▲,#cb181d
2024-03-05,1387,A Coruña (A Coruña),A Coruña,8.2,8.8,-0.6,8.8,8.2,"-0,6", 5 mar.,▼,#2171b5
2024-03-05,1473A,Padrón (A Coruña),A Coruña,3.2,6.8,-3.6,6.8,3.2,"-3,6", 5 mar.,▼,#2171b5
2024-03-05,1475X,Santiago de Compostela (A Coruña),A Coruña,4,6.5,-2.5,6.5,4,"-2,5", 5 mar.,▼,#2171b5
2024-03-05,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,2.5,5.7,-3.2,5.7,2.5,"-3,2", 5 mar.,▼,#2171b5
2024-03-05,1400,Fisterra (A Coruña),A Coruña,8.4,6.9,1.5,8.4,6.9,"+1,5", 5 mar.,▲,#cb181d
2024-03-05,1393,Cabo Vilán (A Coruña),A Coruña,9.1,7.3,1.8,9.1,7.3,"+1,8", 5 mar.,▲,#cb181d
2024-03-06,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,5.9,6.4,-0.5,6.4,5.9,"-0,5", 6 mar.,▼,#2171b5
2024-03-06,1351,Estaca de Bares (A Coruña),A Coruña,9.7,8.8,0.9,9.7,8.8,"+0,9", 6 mar.,▲,#cb181d
2024-03-06,1387,A Coruña (A Coruña),A Coruña,9.6,8.2,1.4,9.6,8.2,"+1,4", 6 mar.,▲,#cb181d
2024-03-06,1473A,Padrón (A Coruña),A Coruña,7.3,5.9,1.4,7.3,5.9,"+1,4", 6 mar.,▲,#cb181d
2024-03-06,1475X,Santiago de Compostela (A Coruña),A Coruña,8,5.7,2.3,8,5.7,"+2,3", 6 mar.,▲,#cb181d
2024-03-06,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,5.1,4.8,0.3,5.1,4.8,"+0,3", 6 mar.,▲,#cb181d
2024-03-06,1400,Fisterra (A Coruña),A Coruña,9.5,8.2,1.3,9.5,8.2,"+1,3", 6 mar.,▲,#cb181d
2024-03-06,1393,Cabo Vilán (A Coruña),A Coruña,10.3,8.9,1.4,10.3,8.9,"+1,4", 6 mar.,▲,#cb181d
2024-03-07,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,7.5,5.6,1.9,7.5,5.6,"+1,9", 7 mar.,▲,#cb181d
2024-03-07,1351,Estaca de Bares (A Coruña),A Coruña,9.1,8.6,0.5,9.1,8.6,"+0,5", 7 mar.,▲,#cb181d
2024-03-07,1473A,Padrón (A Coruña),A Coruña,6.2,5.9,0.3,6.2,5.9,"+0,3", 7 mar.,▲,#cb181d
2024-03-07,1387,A Coruña (A Coruña),A Coruña,8.6,8.9,-0.3,8.9,8.6,"-0,3", 7 mar.,▼,#2171b5
2024-03-07,1475X,Santiago de Compostela (A Coruña),A Coruña,6.6,5.9,0.7,6.6,5.9,"+0,7", 7 mar.,▲,#cb181d
2024-03-07,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,4,4.7,-0.7,4.7,4,"-0,7", 7 mar.,▼,#2171b5
2024-03-07,1400,Fisterra (A Coruña),A Coruña,6.9,8.8,-1.9,8.8,6.9,"-1,9", 7 mar.,▼,#2171b5
2024-03-07,1393,Cabo Vilán (A Coruña),A Coruña,7.7,9.6,-1.9,9.6,7.7,"-1,9", 7 mar.,▼,#2171b5
2024-03-08,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,6.6,6.8,-0.2,6.8,6.6,"-0,2", 8 mar.,▼,#2171b5
2024-03-08,1351,Estaca de Bares (A Coruña),A Coruña,7.8,9.3,-1.5,9.3,7.8,"-1,5", 8 mar.,▼,#2171b5
2024-03-08,1387,A Coruña (A Coruña),A Coruña,7.8,9,-1.2,9,7.8,"-1,2", 8 mar.,▼,#2171b5
2024-03-08,1473A,Padrón (A Coruña),A Coruña,6.2,5.8,0.4,6.2,5.8,"+0,4", 8 mar.,▲,#cb181d
2024-03-08,1475X,Santiago de Compostela (A Coruña),A Coruña,6.6,6.8,-0.2,6.8,6.6,"-0,2", 8 mar.,▼,#2171b5
2024-03-08,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,4.2,5.7,-1.5,5.7,4.2,"-1,5", 8 mar.,▼,#2171b5
2024-03-08,1400,Fisterra (A Coruña),A Coruña,6.1,8.2,-2.1,8.2,6.1,"-2,1", 8 mar.,▼,#2171b5
2024-03-08,1393,Cabo Vilán (A Coruña),A Coruña,7.6,8.8,-1.2,8.8,7.6,"-1,2", 8 mar.,▼,#2171b5
2024-03-09,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,5.1,7,-1.9,7,5.1,"-1,9", 9 mar.,▼,#2171b5
2024-03-09,1351,Estaca de Bares (A Coruña),A Coruña,6.6,9.1,-2.5,9.1,6.6,"-2,5", 9 mar.,▼,#2171b5
2024-03-09,1387,A Coruña (A Coruña),A Coruña,6.5,9.4,-2.9,9.4,6.5,"-2,9", 9 mar.,▼,#2171b5
2024-03-09,1473A,Padrón (A Coruña),A Coruña,4.1,6.4,-2.3,6.4,4.1,"-2,3", 9 mar.,▼,#2171b5
2024-03-09,1475X,Santiago de Compostela (A Coruña),A Coruña,4.7,7,-2.3,7,4.7,"-2,3", 9 mar.,▼,#2171b5
2024-03-09,1400,Fisterra (A Coruña),A Coruña,5.3,9.4,-4.1,9.4,5.3,"-4,1", 9 mar.,▼,#2171b5
2024-03-09,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,2.7,5.9,-3.2,5.9,2.7,"-3,2", 9 mar.,▼,#2171b5
2024-03-09,1393,Cabo Vilán (A Coruña),A Coruña,6,9.2,-3.2,9.2,6,"-3,2", 9 mar.,▼,#2171b5
2024-03-10,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,8,8,0,8,8,0,10 mar.,▼,#2171b5
2024-03-10,1351,Estaca de Bares (A Coruña),A Coruña,6.4,9.4,-3,9.4,6.4,-3,10 mar.,▼,#2171b5
2024-03-10,1473A,Padrón (A Coruña),A Coruña,7.7,6.2,1.5,7.7,6.2,"+1,5",10 mar.,▲,#cb181d
2024-03-10,1387,A Coruña (A Coruña),A Coruña,9.6,9.7,-0.1,9.7,9.6,"-0,1",10 mar.,▼,#2171b5
2024-03-10,1475X,Santiago de Compostela (A Coruña),A Coruña,7.9,7.9,0,7.9,7.9,0,10 mar.,▼,#2171b5
2024-03-10,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,6.4,6.5,-0.1,6.5,6.4,"-0,1",10 mar.,▼,#2171b5
2024-03-10,1400,Fisterra (A Coruña),A Coruña,7.5,8.9,-1.4,8.9,7.5,"-1,4",10 mar.,▼,#2171b5
2024-03-10,1393,Cabo Vilán (A Coruña),A Coruña,9.4,10,-0.6,10,9.4,"-0,6",10 mar.,▼,#2171b5
2024-03-11,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,9.9,8.1,1.8,9.9,8.1,"+1,8",11 mar.,▲,#cb181d
2024-03-11,1351,Estaca de Bares (A Coruña),A Coruña,10.7,9.9,0.8,10.7,9.9,"+0,8",11 mar.,▲,#cb181d
2024-03-11,1387,A Coruña (A Coruña),A Coruña,10.8,9.8,1,10.8,9.8,+1,11 mar.,▲,#cb181d
2024-03-11,1473A,Padrón (A Coruña),A Coruña,5.3,6.4,-1.1,6.4,5.3,"-1,1",11 mar.,▼,#2171b5
2024-03-11,1475X,Santiago de Compostela (A Coruña),A Coruña,6.8,7.2,-0.4,7.2,6.8,"-0,4",11 mar.,▼,#2171b5
2024-03-11,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,5.9,6.4,-0.5,6.4,5.9,"-0,5",11 mar.,▼,#2171b5
2024-03-11,1400,Fisterra (A Coruña),A Coruña,9.4,8.5,0.9,9.4,8.5,"+0,9",11 mar.,▲,#cb181d
2024-03-11,1393,Cabo Vilán (A Coruña),A Coruña,10.1,9.4,0.7,10.1,9.4,"+0,7",11 mar.,▲,#cb181d
2024-03-12,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,7.4,7.6,-0.2,7.6,7.4,"-0,2",12 mar.,▼,#2171b5
2024-03-12,1351,Estaca de Bares (A Coruña),A Coruña,10.9,9.2,1.7,10.9,9.2,"+1,7",12 mar.,▲,#cb181d
2024-03-12,1387,A Coruña (A Coruña),A Coruña,11,9.4,1.6,11,9.4,"+1,6",12 mar.,▲,#cb181d
2024-03-12,1473A,Padrón (A Coruña),A Coruña,7,6.6,0.4,7,6.6,"+0,4",12 mar.,▲,#cb181d
2024-03-12,1475X,Santiago de Compostela (A Coruña),A Coruña,7.9,6.6,1.3,7.9,6.6,"+1,3",12 mar.,▲,#cb181d
2024-03-12,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,5.9,5.8,0.1,5.9,5.8,"+0,1",12 mar.,▲,#cb181d
2024-03-12,1400,Fisterra (A Coruña),A Coruña,9.7,8.1,1.6,9.7,8.1,"+1,6",12 mar.,▲,#cb181d
2024-03-12,1393,Cabo Vilán (A Coruña),A Coruña,10,8.9,1.1,10,8.9,"+1,1",12 mar.,▲,#cb181d
2024-03-13,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,5.6,6.8,-1.2,6.8,5.6,"-1,2",13 mar.,▼,#2171b5
2024-03-13,1351,Estaca de Bares (A Coruña),A Coruña,10.5,8.8,1.7,10.5,8.8,"+1,7",13 mar.,▲,#cb181d
2024-03-13,1387,A Coruña (A Coruña),A Coruña,9.3,9.6,-0.3,9.6,9.3,"-0,3",13 mar.,▼,#2171b5
2024-03-13,1473A,Padrón (A Coruña),A Coruña,3.7,6.4,-2.7,6.4,3.7,"-2,7",13 mar.,▼,#2171b5
2024-03-13,1475X,Santiago de Compostela (A Coruña),A Coruña,5.7,6,-0.3,6,5.7,"-0,3",13 mar.,▼,#2171b5
2024-03-13,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,6.6,5.2,1.4,6.6,5.2,"+1,4",13 mar.,▲,#cb181d
2024-03-13,1400,Fisterra (A Coruña),A Coruña,10.8,7.8,3,10.8,7.8,+3,13 mar.,▲,#cb181d
2024-03-13,1393,Cabo Vilán (A Coruña),A Coruña,10.2,8.4,1.8,10.2,8.4,"+1,8",13 mar.,▲,#cb181d
2024-03-14,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,11,6.7,4.3,11,6.7,"+4,3",14 mar.,▲,#cb181d
2024-03-14,1351,Estaca de Bares (A Coruña),A Coruña,13.1,8.9,4.2,13.1,8.9,"+4,2",14 mar.,▲,#cb181d
2024-03-14,1387,A Coruña (A Coruña),A Coruña,13.1,9,4.1,13.1,9,"+4,1",14 mar.,▲,#cb181d
2024-03-14,1473A,Padrón (A Coruña),A Coruña,10.4,6.8,3.6,10.4,6.8,"+3,6",14 mar.,▲,#cb181d
2024-03-14,1475X,Santiago de Compostela (A Coruña),A Coruña,10.5,6.5,4,10.5,6.5,+4,14 mar.,▲,#cb181d
2024-03-14,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,9.4,5,4.4,9.4,5,"+4,4",14 mar.,▲,#cb181d
2024-03-14,1400,Fisterra (A Coruña),A Coruña,11.8,7.7,4.1,11.8,7.7,"+4,1",14 mar.,▲,#cb181d
2024-03-14,1393,Cabo Vilán (A Coruña),A Coruña,12.7,8.3,4.4,12.7,8.3,"+4,4",14 mar.,▲,#cb181d
2024-03-15,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,10.9,5.2,5.7,10.9,5.2,"+5,7",15 mar.,▲,#cb181d
2024-03-15,1351,Estaca de Bares (A Coruña),A Coruña,12.5,9.3,3.2,12.5,9.3,"+3,2",15 mar.,▲,#cb181d
2024-03-15,1387,A Coruña (A Coruña),A Coruña,13.3,8.8,4.5,13.3,8.8,"+4,5",15 mar.,▲,#cb181d
2024-03-15,1473A,Padrón (A Coruña),A Coruña,11.7,4.9,6.8,11.7,4.9,"+6,8",15 mar.,▲,#cb181d
2024-03-15,1475X,Santiago de Compostela (A Coruña),A Coruña,11.5,6.5,5,11.5,6.5,+5,15 mar.,▲,#cb181d
2024-03-15,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,10.6,5,5.6,10.6,5,"+5,6",15 mar.,▲,#cb181d
2024-03-15,1400,Fisterra (A Coruña),A Coruña,11.5,8.2,3.3,11.5,8.2,"+3,3",15 mar.,▲,#cb181d
2024-03-15,1393,Cabo Vilán (A Coruña),A Coruña,12.4,8.5,3.9,12.4,8.5,"+3,9",15 mar.,▲,#cb181d
2024-03-16,1351,Estaca de Bares (A Coruña),A Coruña,11.8,9.2,2.6,11.8,9.2,"+2,6",16 mar.,▲,#cb181d
2024-03-16,1387,A Coruña (A Coruña),A Coruña,12.5,9.2,3.3,12.5,9.2,"+3,3",16 mar.,▲,#cb181d
2024-03-16,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,10.9,6.1,4.8,10.9,6.1,"+4,8",16 mar.,▲,#cb181d
2024-03-16,1393,Cabo Vilán (A Coruña),A Coruña,12,8.9,3.1,12,8.9,"+3,1",16 mar.,▲,#cb181d
2024-03-16,1400,Fisterra (A Coruña),A Coruña,11.1,8.6,2.5,11.1,8.6,"+2,5",16 mar.,▲,#cb181d
2024-03-16,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,9.1,5.3,3.8,9.1,5.3,"+3,8",16 mar.,▲,#cb181d
2024-03-16,1473A,Padrón (A Coruña),A Coruña,9.7,5.5,4.2,9.7,5.5,"+4,2",16 mar.,▲,#cb181d
2024-03-16,1475X,Santiago de Compostela (A Coruña),A Coruña,10.9,6.4,4.5,10.9,6.4,"+4,5",16 mar.,▲,#cb181d
2024-03-17,1351,Estaca de Bares (A Coruña),A Coruña,13.2,9.2,4,13.2,9.2,+4,17 mar.,▲,#cb181d
