fecha,indicativo,nombre_completo,provincia_clean,tmin,tmin_median,anomalia,anomalia_positiva,anomalia_negativa,texto_anomalia,texto_fecha,tipo_anomalia,color_anomalia
2024-02-25,1111,Santander (Cantabria),Cantabria,8.8,8.1,0.7,8.8,8.1,"+0,7",25 feb.,▲,#cb181d
2024-02-25,1111X,Santander (Cantabria),Cantabria,8.8,7.8,1,8.8,7.8,+1,25 feb.,▲,#cb181d
2024-02-25,1159,San Vicente de la Barquera (Cantabria),Cantabria,8.4,5.9,2.5,8.4,5.9,"+2,5",25 feb.,▲,#cb181d
2024-02-25,9001D,Reinosa (Cantabria),Cantabria,2.9,-0.7,3.6,2.9,-0.7,"+3,6",25 feb.,▲,#cb181d
2024-02-25,9019B,"Valderredible, Polientes (Cantabria)",Cantabria,4.9,-0.4,5.3,4.9,-0.4,"+5,3",25 feb.,▲,#cb181d
2024-02-26,1083L,Castro Urdiales (Cantabria),Cantabria,8.2,7.8,0.4,8.2,7.8,"+0,4",26 feb.,▲,#cb181d
2024-02-26,1109,Santander Aeropuerto (Cantabria),Cantabria,7.9,5.8,2.1,7.9,5.8,"+2,1",26 feb.,▲,#cb181d
2024-02-26,1111,Santander (Cantabria),Cantabria,7.4,8.4,-1,8.4,7.4,-1,26 feb.,▼,#2171b5
2024-02-26,1111X,Santander (Cantabria),Cantabria,7.4,6.4,1,7.4,6.4,+1,26 feb.,▲,#cb181d
2024-02-26,1159,San Vicente de la Barquera (Cantabria),Cantabria,7.9,6.9,1,7.9,6.9,+1,26 feb.,▲,#cb181d
2024-02-26,9001D,Reinosa (Cantabria),Cantabria,0.8,-1.5,2.3,0.8,-1.5,"+2,3",26 feb.,▲,#cb181d
2024-02-26,9019B,"Valderredible, Polientes (Cantabria)",Cantabria,1.3,-0.8,2.1,1.3,-0.8,"+2,1",26 feb.,▲,#cb181d
2024-03-01,9001D,Reinosa (Cantabria),Cantabria,-2.9,-0.1,-2.8,-0.1,-2.9,"-2,8", 1 mar.,▼,#2171b5
2024-03-01,9019B,"Valderredible, Polientes (Cantabria)",Cantabria,-1.8,0.5,-2.3,0.5,-1.8,"-2,3", 1 mar.,▼,#2171b5
2024-03-01,1083L,Castro Urdiales (Cantabria),Cantabria,7.6,7.8,-0.2,7.8,7.6,"-0,2", 1 mar.,▼,#2171b5
2024-03-01,1111,Santander (Cantabria),Cantabria,6.2,8.5,-2.3,8.5,6.2,"-2,3", 1 mar.,▼,#2171b5
2024-03-01,1159,San Vicente de la Barquera (Cantabria),Cantabria,5.9,5.9,0,5.9,5.9,0, 1 mar.,▼,#2171b5
2024-03-01,1109,Santander Aeropuerto (Cantabria),Cantabria,7.2,7.4,-0.2,7.4,7.2,"-0,2", 1 mar.,▼,#2171b5
2024-03-01,1111X,Santander (Cantabria),Cantabria,NA,8.8,NA,NA,NA,NA, 1 mar.,NA,NA
2024-03-02,9001D,Reinosa (Cantabria),Cantabria,0,-0.7,0.7,0,-0.7,"+0,7", 2 mar.,▲,#cb181d
2024-03-02,9019B,"Valderredible, Polientes (Cantabria)",Cantabria,0.1,-1.2,1.3,0.1,-1.2,"+1,3", 2 mar.,▲,#cb181d
2024-03-02,1083L,Castro Urdiales (Cantabria),Cantabria,6.8,9.8,-3,9.8,6.8,-3, 2 mar.,▼,#2171b5
2024-03-02,1111,Santander (Cantabria),Cantabria,6.2,8,-1.8,8,6.2,"-1,8", 2 mar.,▼,#2171b5
2024-03-02,1159,San Vicente de la Barquera (Cantabria),Cantabria,5.6,6.4,-0.8,6.4,5.6,"-0,8", 2 mar.,▼,#2171b5
2024-03-02,1111X,Santander (Cantabria),Cantabria,5.7,9.1,-3.4,9.1,5.7,"-3,4", 2 mar.,▼,#2171b5
2024-03-02,1109,Santander Aeropuerto (Cantabria),Cantabria,5,6.3,-1.3,6.3,5,"-1,3", 2 mar.,▼,#2171b5
2024-03-03,9001D,Reinosa (Cantabria),Cantabria,-4.4,0.6,-5,0.6,-4.4,-5, 3 mar.,▼,#2171b5
2024-03-03,9019B,"Valderredible, Polientes (Cantabria)",Cantabria,-2.5,1,-3.5,1,-2.5,"-3,5", 3 mar.,▼,#2171b5
2024-03-03,1083L,Castro Urdiales (Cantabria),Cantabria,5.3,8,-2.7,8,5.3,"-2,7", 3 mar.,▼,#2171b5
2024-03-03,1111,Santander (Cantabria),Cantabria,5,8.5,-3.5,8.5,5,"-3,5", 3 mar.,▼,#2171b5
2024-03-03,1159,San Vicente de la Barquera (Cantabria),Cantabria,5.2,6.4,-1.2,6.4,5.2,"-1,2", 3 mar.,▼,#2171b5
2024-03-03,1111X,Santander (Cantabria),Cantabria,5.2,8.8,-3.6,8.8,5.2,"-3,6", 3 mar.,▼,#2171b5
2024-03-03,1109,Santander Aeropuerto (Cantabria),Cantabria,4.5,6.5,-2,6.5,4.5,-2, 3 mar.,▼,#2171b5
2024-03-04,9001D,Reinosa (Cantabria),Cantabria,-0.4,0.6,-1,0.6,-0.4,-1, 4 mar.,▼,#2171b5
2024-03-04,9019B,"Valderredible, Polientes (Cantabria)",Cantabria,-0.4,0.6,-1,0.6,-0.4,-1, 4 mar.,▼,#2171b5
2024-03-04,1083L,Castro Urdiales (Cantabria),Cantabria,7.4,7.9,-0.5,7.9,7.4,"-0,5", 4 mar.,▼,#2171b5
2024-03-04,1111,Santander (Cantabria),Cantabria,6.8,8.5,-1.7,8.5,6.8,"-1,7", 4 mar.,▼,#2171b5
2024-03-04,1159,San Vicente de la Barquera (Cantabria),Cantabria,6.9,7.2,-0.3,7.2,6.9,"-0,3", 4 mar.,▼,#2171b5
2024-03-04,1111X,Santander (Cantabria),Cantabria,6.9,8.4,-1.5,8.4,6.9,"-1,5", 4 mar.,▼,#2171b5
2024-03-04,1109,Santander Aeropuerto (Cantabria),Cantabria,7,7.1,-0.1,7.1,7,"-0,1", 4 mar.,▼,#2171b5
2024-03-05,9001D,Reinosa (Cantabria),Cantabria,-2.7,0.1,-2.8,0.1,-2.7,"-2,8", 5 mar.,▼,#2171b5
2024-03-05,9019B,"Valderredible, Polientes (Cantabria)",Cantabria,-1.5,0,-1.5,0,-1.5,"-1,5", 5 mar.,▼,#2171b5
2024-03-05,1083L,Castro Urdiales (Cantabria),Cantabria,7.3,8.2,-0.9,8.2,7.3,"-0,9", 5 mar.,▼,#2171b5
2024-03-05,1111,Santander (Cantabria),Cantabria,8.7,8.4,0.3,8.7,8.4,"+0,3", 5 mar.,▲,#cb181d
2024-03-05,1159,San Vicente de la Barquera (Cantabria),Cantabria,5.1,5.6,-0.5,5.6,5.1,"-0,5", 5 mar.,▼,#2171b5
2024-03-05,1111X,Santander (Cantabria),Cantabria,8.5,8.9,-0.4,8.9,8.5,"-0,4", 5 mar.,▼,#2171b5
2024-03-05,1109,Santander Aeropuerto (Cantabria),Cantabria,7.6,7,0.6,7.6,7,"+0,6", 5 mar.,▲,#cb181d
2024-03-06,9001D,Reinosa (Cantabria),Cantabria,-4.5,-0.2,-4.3,-0.2,-4.5,"-4,3", 6 mar.,▼,#2171b5
2024-03-06,9019B,"Valderredible, Polientes (Cantabria)",Cantabria,-3.1,-0,-3.1,-0,-3.1,"-3,1", 6 mar.,▼,#2171b5
2024-03-06,1083L,Castro Urdiales (Cantabria),Cantabria,6.2,5.9,0.3,6.2,5.9,"+0,3", 6 mar.,▲,#cb181d
2024-03-06,1111,Santander (Cantabria),Cantabria,7.4,7.5,-0.1,7.5,7.4,"-0,1", 6 mar.,▼,#2171b5
2024-03-06,1159,San Vicente de la Barquera (Cantabria),Cantabria,4,5.9,-1.9,5.9,4,"-1,9", 6 mar.,▼,#2171b5
2024-03-06,1111X,Santander (Cantabria),Cantabria,7.1,7.3,-0.2,7.3,7.1,"-0,2", 6 mar.,▼,#2171b5
2024-03-06,1109,Santander Aeropuerto (Cantabria),Cantabria,4,6,-2,6,4,-2, 6 mar.,▼,#2171b5
2024-03-07,9001D,Reinosa (Cantabria),Cantabria,2.8,-1.4,4.2,2.8,-1.4,"+4,2", 7 mar.,▲,#cb181d
2024-03-07,9019B,"Valderredible, Polientes (Cantabria)",Cantabria,-0.2,-2,1.8,-0.2,-2,"+1,8", 7 mar.,▲,#cb181d
2024-03-07,1083L,Castro Urdiales (Cantabria),Cantabria,11.1,7.3,3.8,11.1,7.3,"+3,8", 7 mar.,▲,#cb181d
2024-03-07,1111,Santander (Cantabria),Cantabria,11.4,8.2,3.2,11.4,8.2,"+3,2", 7 mar.,▲,#cb181d
2024-03-07,1159,San Vicente de la Barquera (Cantabria),Cantabria,8.3,6.4,1.9,8.3,6.4,"+1,9", 7 mar.,▲,#cb181d
2024-03-07,1111X,Santander (Cantabria),Cantabria,11.3,8.6,2.7,11.3,8.6,"+2,7", 7 mar.,▲,#cb181d
2024-03-07,1109,Santander Aeropuerto (Cantabria),Cantabria,8,5.4,2.6,8,5.4,"+2,6", 7 mar.,▲,#cb181d
2024-03-08,9001D,Reinosa (Cantabria),Cantabria,2.2,0.4,1.8,2.2,0.4,"+1,8", 8 mar.,▲,#cb181d
2024-03-08,9019B,"Valderredible, Polientes (Cantabria)",Cantabria,3.6,0.9,2.7,3.6,0.9,"+2,7", 8 mar.,▲,#cb181d
2024-03-08,1083L,Castro Urdiales (Cantabria),Cantabria,10.4,8.1,2.3,10.4,8.1,"+2,3", 8 mar.,▲,#cb181d
2024-03-08,1111,Santander (Cantabria),Cantabria,10,9.2,0.8,10,9.2,"+0,8", 8 mar.,▲,#cb181d
2024-03-08,1159,San Vicente de la Barquera (Cantabria),Cantabria,9.2,5.9,3.3,9.2,5.9,"+3,3", 8 mar.,▲,#cb181d
2024-03-08,1111X,Santander (Cantabria),Cantabria,9.9,9.3,0.6,9.9,9.3,"+0,6", 8 mar.,▲,#cb181d
2024-03-08,1109,Santander Aeropuerto (Cantabria),Cantabria,10.5,7,3.5,10.5,7,"+3,5", 8 mar.,▲,#cb181d
2024-03-09,9001D,Reinosa (Cantabria),Cantabria,1.9,-0.3,2.2,1.9,-0.3,"+2,2", 9 mar.,▲,#cb181d
2024-03-09,9019B,"Valderredible, Polientes (Cantabria)",Cantabria,2,0,2,2,0,+2, 9 mar.,▲,#cb181d
2024-03-09,1083L,Castro Urdiales (Cantabria),Cantabria,11.2,9.6,1.6,11.2,9.6,"+1,6", 9 mar.,▲,#cb181d
2024-03-09,1111,Santander (Cantabria),Cantabria,10,8.9,1.1,10,8.9,"+1,1", 9 mar.,▲,#cb181d
2024-03-09,1159,San Vicente de la Barquera (Cantabria),Cantabria,8.4,7.9,0.5,8.4,7.9,"+0,5", 9 mar.,▲,#cb181d
2024-03-09,1111X,Santander (Cantabria),Cantabria,10.2,11.1,-0.9,11.1,10.2,"-0,9", 9 mar.,▼,#2171b5
2024-03-09,1109,Santander Aeropuerto (Cantabria),Cantabria,10.6,6.6,4,10.6,6.6,+4, 9 mar.,▲,#cb181d
2024-03-10,9001D,Reinosa (Cantabria),Cantabria,2.5,-0.5,3,2.5,-0.5,+3,10 mar.,▲,#cb181d
2024-03-10,9019B,"Valderredible, Polientes (Cantabria)",Cantabria,2,0.1,1.9,2,0.1,"+1,9",10 mar.,▲,#cb181d
2024-03-10,1083L,Castro Urdiales (Cantabria),Cantabria,9.2,8.1,1.1,9.2,8.1,"+1,1",10 mar.,▲,#cb181d
2024-03-10,1111,Santander (Cantabria),Cantabria,8.1,8.6,-0.5,8.6,8.1,"-0,5",10 mar.,▼,#2171b5
2024-03-10,1159,San Vicente de la Barquera (Cantabria),Cantabria,8.7,6.8,1.9,8.7,6.8,"+1,9",10 mar.,▲,#cb181d
2024-03-10,1109,Santander Aeropuerto (Cantabria),Cantabria,9.4,6.8,2.6,9.4,6.8,"+2,6",10 mar.,▲,#cb181d
2024-03-10,1111X,Santander (Cantabria),Cantabria,8.1,9.1,-1,9.1,8.1,-1,10 mar.,▼,#2171b5
2024-03-11,9001D,Reinosa (Cantabria),Cantabria,0.8,-0.3,1.1,0.8,-0.3,"+1,1",11 mar.,▲,#cb181d
2024-03-11,9019B,"Valderredible, Polientes (Cantabria)",Cantabria,0,1,-1,1,0,-1,11 mar.,▼,#2171b5
2024-03-11,1083L,Castro Urdiales (Cantabria),Cantabria,9.2,8.3,0.9,9.2,8.3,"+0,9",11 mar.,▲,#cb181d
2024-03-11,1111,Santander (Cantabria),Cantabria,7.6,9.3,-1.7,9.3,7.6,"-1,7",11 mar.,▼,#2171b5
2024-03-11,1159,San Vicente de la Barquera (Cantabria),Cantabria,8.6,7.3,1.3,8.6,7.3,"+1,3",11 mar.,▲,#cb181d
2024-03-11,1109,Santander Aeropuerto (Cantabria),Cantabria,10.2,9,1.2,10.2,9,"+1,2",11 mar.,▲,#cb181d
2024-03-11,1111X,Santander (Cantabria),Cantabria,NA,9.1,NA,NA,NA,NA,11 mar.,NA,NA
2024-03-12,9001D,Reinosa (Cantabria),Cantabria,-2.1,-1.2,-0.9,-1.2,-2.1,"-0,9",12 mar.,▼,#2171b5
2024-03-12,9019B,"Valderredible, Polientes (Cantabria)",Cantabria,-2,0.8,-2.8,0.8,-2,"-2,8",12 mar.,▼,#2171b5
2024-03-12,1083L,Castro Urdiales (Cantabria),Cantabria,10.1,8.3,1.8,10.1,8.3,"+1,8",12 mar.,▲,#cb181d
2024-03-12,1111,Santander (Cantabria),Cantabria,10.2,8.3,1.9,10.2,8.3,"+1,9",12 mar.,▲,#cb181d
2024-03-12,1159,San Vicente de la Barquera (Cantabria),Cantabria,8.2,7.3,0.9,8.2,7.3,"+0,9",12 mar.,▲,#cb181d
2024-03-12,1111X,Santander (Cantabria),Cantabria,NA,8.4,NA,NA,NA,NA,12 mar.,NA,NA
2024-03-12,1109,Santander Aeropuerto (Cantabria),Cantabria,7.8,8.1,-0.3,8.1,7.8,"-0,3",12 mar.,▼,#2171b5
2024-03-13,9001D,Reinosa (Cantabria),Cantabria,-3.2,-1.4,-1.8,-1.4,-3.2,"-1,8",13 mar.,▼,#2171b5
2024-03-13,9019B,"Valderredible, Polientes (Cantabria)",Cantabria,-2.2,-0.7,-1.5,-0.7,-2.2,"-1,5",13 mar.,▼,#2171b5
2024-03-13,1083L,Castro Urdiales (Cantabria),Cantabria,8.8,7.8,1,8.8,7.8,+1,13 mar.,▲,#cb181d
2024-03-13,1111,Santander (Cantabria),Cantabria,8.6,8.7,-0.1,8.7,8.6,"-0,1",13 mar.,▼,#2171b5
2024-03-13,1159,San Vicente de la Barquera (Cantabria),Cantabria,6.5,6.5,0,6.5,6.5,0,13 mar.,▼,#2171b5
2024-03-13,1111X,Santander (Cantabria),Cantabria,8.7,8.4,0.3,8.7,8.4,"+0,3",13 mar.,▲,#cb181d
2024-03-13,1109,Santander Aeropuerto (Cantabria),Cantabria,4.2,8.1,-3.9,8.1,4.2,"-3,9",13 mar.,▼,#2171b5
2024-03-14,9001D,Reinosa (Cantabria),Cantabria,7.3,-0.6,7.9,7.3,-0.6,"+7,9",14 mar.,▲,#cb181d
2024-03-14,9019B,"Valderredible, Polientes (Cantabria)",Cantabria,-0.7,-0.9,0.2,-0.7,-0.9,"+0,2",14 mar.,▲,#cb181d
2024-03-14,1083L,Castro Urdiales (Cantabria),Cantabria,11,7.7,3.3,11,7.7,"+3,3",14 mar.,▲,#cb181d
2024-03-14,1111,Santander (Cantabria),Cantabria,10.7,9,1.7,10.7,9,"+1,7",14 mar.,▲,#cb181d
2024-03-14,1159,San Vicente de la Barquera (Cantabria),Cantabria,8.2,6.3,1.9,8.2,6.3,"+1,9",14 mar.,▲,#cb181d
2024-03-14,1111X,Santander (Cantabria),Cantabria,10.8,8.5,2.3,10.8,8.5,"+2,3",14 mar.,▲,#cb181d
2024-03-14,1109,Santander Aeropuerto (Cantabria),Cantabria,7.2,8.4,-1.2,8.4,7.2,"-1,2",14 mar.,▼,#2171b5
2024-03-15,9001D,Reinosa (Cantabria),Cantabria,2.1,-0.8,2.9,2.1,-0.8,"+2,9",15 mar.,▲,#cb181d
2024-03-15,9019B,"Valderredible, Polientes (Cantabria)",Cantabria,3.9,-0.3,4.2,3.9,-0.3,"+4,2",15 mar.,▲,#cb181d
2024-03-15,1083L,Castro Urdiales (Cantabria),Cantabria,11.9,7.7,4.2,11.9,7.7,"+4,2",15 mar.,▲,#cb181d
2024-03-15,1111,Santander (Cantabria),Cantabria,12.6,9,3.6,12.6,9,"+3,6",15 mar.,▲,#cb181d
2024-03-15,1159,San Vicente de la Barquera (Cantabria),Cantabria,11.1,6.9,4.2,11.1,6.9,"+4,2",15 mar.,▲,#cb181d
2024-03-15,1111X,Santander (Cantabria),Cantabria,12.6,8.3,4.3,12.6,8.3,"+4,3",15 mar.,▲,#cb181d
2024-03-15,1109,Santander Aeropuerto (Cantabria),Cantabria,10.5,6.5,4,10.5,6.5,+4,15 mar.,▲,#cb181d
2024-03-16,1083L,Castro Urdiales (Cantabria),Cantabria,11.8,6.6,5.2,11.8,6.6,"+5,2",16 mar.,▲,#cb181d
2024-03-16,1109,Santander Aeropuerto (Cantabria),Cantabria,8,6,2,8,6,+2,16 mar.,▲,#cb181d
2024-03-16,1111,Santander (Cantabria),Cantabria,11.2,8.8,2.4,11.2,8.8,"+2,4",16 mar.,▲,#cb181d
2024-03-16,1111X,Santander (Cantabria),Cantabria,11.2,7,4.2,11.2,7,"+4,2",16 mar.,▲,#cb181d
2024-03-16,1159,San Vicente de la Barquera (Cantabria),Cantabria,9.3,5.4,3.9,9.3,5.4,"+3,9",16 mar.,▲,#cb181d
2024-03-16,9001D,Reinosa (Cantabria),Cantabria,0.6,-0.4,1,0.6,-0.4,+1,16 mar.,▲,#cb181d
2024-03-16,9019B,"Valderredible, Polientes (Cantabria)",Cantabria,2.2,0.6,1.6,2.2,0.6,"+1,6",16 mar.,▲,#cb181d
2024-03-17,1083L,Castro Urdiales (Cantabria),Cantabria,13.1,8.4,4.7,13.1,8.4,"+4,7",17 mar.,▲,#cb181d
2024-03-17,1109,Santander Aeropuerto (Cantabria),Cantabria,9.9,6.8,3.1,9.9,6.8,"+3,1",17 mar.,▲,#cb181d
2024-03-17,1111,Santander (Cantabria),Cantabria,13,9,4,13,9,+4,17 mar.,▲,#cb181d
2024-03-17,1111X,Santander (Cantabria),Cantabria,13,7.7,5.3,13,7.7,"+5,3",17 mar.,▲,#cb181d
2024-03-17,1159,San Vicente de la Barquera (Cantabria),Cantabria,12.2,6.6,5.6,12.2,6.6,"+5,6",17 mar.,▲,#cb181d
2024-03-17,9001D,Reinosa (Cantabria),Cantabria,11.1,0.2,10.9,11.1,0.2,"+10,9",17 mar.,▲,#cb181d
2024-03-17,9019B,"Valderredible, Polientes (Cantabria)",Cantabria,6.6,-0.8,7.4,6.6,-0.8,"+7,4",17 mar.,▲,#cb181d
2024-03-18,1083L,Castro Urdiales (Cantabria),Cantabria,14.1,7.6,6.5,14.1,7.6,"+6,5",18 mar.,▲,#cb181d
2024-03-18,1109,Santander Aeropuerto (Cantabria),Cantabria,11.6,7.6,4,11.6,7.6,+4,18 mar.,▲,#cb181d
2024-03-18,1111,Santander (Cantabria),Cantabria,13.4,9.1,4.3,13.4,9.1,"+4,3",18 mar.,▲,#cb181d
2024-03-18,1111X,Santander (Cantabria),Cantabria,13.4,8.2,5.2,13.4,8.2,"+5,2",18 mar.,▲,#cb181d
2024-03-18,1159,San Vicente de la Barquera (Cantabria),Cantabria,12.2,7.1,5.1,12.2,7.1,"+5,1",18 mar.,▲,#cb181d
2024-03-18,9001D,Reinosa (Cantabria),Cantabria,4.2,0.3,3.9,4.2,0.3,"+3,9",18 mar.,▲,#cb181d
2024-03-18,9019B,"Valderredible, Polientes (Cantabria)",Cantabria,4.4,0.2,4.2,4.4,0.2,"+4,2",18 mar.,▲,#cb181d
2024-03-19,1083L,Castro Urdiales (Cantabria),Cantabria,13.7,8.7,5,13.7,8.7,+5,19 mar.,▲,#cb181d
2024-03-19,1109,Santander Aeropuerto (Cantabria),Cantabria,13.9,7.6,6.3,13.9,7.6,"+6,3",19 mar.,▲,#cb181d
2024-03-19,1111,Santander (Cantabria),Cantabria,13.3,9.3,4,13.3,9.3,+4,19 mar.,▲,#cb181d
2024-03-19,1111X,Santander (Cantabria),Cantabria,13.3,9,4.3,13.3,9,"+4,3",19 mar.,▲,#cb181d
2024-03-19,1159,San Vicente de la Barquera (Cantabria),Cantabria,13.7,6.7,7,13.7,6.7,+7,19 mar.,▲,#cb181d
2024-03-19,9001D,Reinosa (Cantabria),Cantabria,3.6,0.8,2.8,3.6,0.8,"+2,8",19 mar.,▲,#cb181d
2024-03-19,9019B,"Valderredible, Polientes (Cantabria)",Cantabria,7.2,1.2,6,7.2,1.2,+6,19 mar.,▲,#cb181d
2024-02-19,8500A,Castelló - Almassora (Castellón),Castellón,10.7,6.6,4.1,10.7,6.6,"+4,1",19 feb.,▲,#cb181d
2024-02-19,9563X,Castellfort (Castellón),Castellón,5.6,0.3,5.3,5.6,0.3,"+5,3",19 feb.,▲,#cb181d
2024-02-20,8500A,Castelló - Almassora (Castellón),Castellón,9,6.4,2.6,9,6.4,"+2,6",20 feb.,▲,#cb181d
2024-02-20,9563X,Castellfort (Castellón),Castellón,5,1.3,3.7,5,1.3,"+3,7",20 feb.,▲,#cb181d
2024-02-21,8500A,Castelló - Almassora (Castellón),Castellón,6.8,7,-0.2,7,6.8,"-0,2",21 feb.,▼,#2171b5
2024-02-21,9563X,Castellfort (Castellón),Castellón,8.8,1,7.8,8.8,1,"+7,8",21 feb.,▲,#cb181d
2024-02-22,9563X,Castellfort (Castellón),Castellón,1.2,1.7,-0.5,1.7,1.2,"-0,5",22 feb.,▼,#2171b5
2024-02-22,8500A,Castelló - Almassora (Castellón),Castellón,10.1,7.6,2.5,10.1,7.6,"+2,5",22 feb.,▲,#cb181d
2024-02-23,9563X,Castellfort (Castellón),Castellón,-0.4,1.8,-2.2,1.8,-0.4,"-2,2",23 feb.,▼,#2171b5
2024-02-23,8500A,Castelló - Almassora (Castellón),Castellón,10.7,7.2,3.5,10.7,7.2,"+3,5",23 feb.,▲,#cb181d
2024-02-24,8500A,Castelló - Almassora (Castellón),Castellón,9.7,7.2,2.5,9.7,7.2,"+2,5",24 feb.,▲,#cb181d
2024-02-24,9563X,Castellfort (Castellón),Castellón,0.6,1.2,-0.6,1.2,0.6,"-0,6",24 feb.,▼,#2171b5
2024-02-25,8500A,Castelló - Almassora (Castellón),Castellón,10.7,7.2,3.5,10.7,7.2,"+3,5",25 feb.,▲,#cb181d
2024-02-25,9563X,Castellfort (Castellón),Castellón,2.2,1.9,0.3,2.2,1.9,"+0,3",25 feb.,▲,#cb181d
2024-02-26,8500A,Castelló - Almassora (Castellón),Castellón,12.4,7.8,4.6,12.4,7.8,"+4,6",26 feb.,▲,#cb181d
2024-02-26,9563X,Castellfort (Castellón),Castellón,0.3,2,-1.7,2,0.3,"-1,7",26 feb.,▼,#2171b5
2024-03-01,8500A,Castelló - Almassora (Castellón),Castellón,10.3,7.8,2.5,10.3,7.8,"+2,5", 1 mar.,▲,#cb181d
2024-03-01,9563X,Castellfort (Castellón),Castellón,-0.9,1.3,-2.2,1.3,-0.9,"-2,2", 1 mar.,▼,#2171b5
2024-03-02,8500A,Castelló - Almassora (Castellón),Castellón,10,8,2,10,8,+2, 2 mar.,▲,#cb181d
2024-03-02,9563X,Castellfort (Castellón),Castellón,-0.3,1.6,-1.9,1.6,-0.3,"-1,9", 2 mar.,▼,#2171b5
2024-03-03,8500A,Castelló - Almassora (Castellón),Castellón,9.5,8.4,1.1,9.5,8.4,"+1,1", 3 mar.,▲,#cb181d
2024-03-03,9563X,Castellfort (Castellón),Castellón,-1.9,2.1,-4,2.1,-1.9,-4, 3 mar.,▼,#2171b5
2024-03-04,8500A,Castelló - Almassora (Castellón),Castellón,6.8,8.4,-1.6,8.4,6.8,"-1,6", 4 mar.,▼,#2171b5
2024-03-04,9563X,Castellfort (Castellón),Castellón,0.5,2.9,-2.4,2.9,0.5,"-2,4", 4 mar.,▼,#2171b5
2024-03-05,8500A,Castelló - Almassora (Castellón),Castellón,8.8,8.6,0.2,8.8,8.6,"+0,2", 5 mar.,▲,#cb181d
2024-03-05,9563X,Castellfort (Castellón),Castellón,1.5,2.3,-0.8,2.3,1.5,"-0,8", 5 mar.,▼,#2171b5
2024-03-06,8500A,Castelló - Almassora (Castellón),Castellón,7.4,8.6,-1.2,8.6,7.4,"-1,2", 6 mar.,▼,#2171b5
2024-03-06,9563X,Castellfort (Castellón),Castellón,1.5,1.5,0,1.5,1.5,0, 6 mar.,▼,#2171b5
2024-03-07,9563X,Castellfort (Castellón),Castellón,2,1.9,0.1,2,1.9,"+0,1", 7 mar.,▲,#cb181d
2024-03-07,8500A,Castelló - Almassora (Castellón),Castellón,9.6,8.6,1,9.6,8.6,+1, 7 mar.,▲,#cb181d
2024-03-08,8500A,Castelló - Almassora (Castellón),Castellón,8.4,7.4,1,8.4,7.4,+1, 8 mar.,▲,#cb181d
2024-03-08,9563X,Castellfort (Castellón),Castellón,0.7,2.9,-2.2,2.9,0.7,"-2,2", 8 mar.,▼,#2171b5
2024-03-09,8500A,Castelló - Almassora (Castellón),Castellón,9.5,8.4,1.1,9.5,8.4,"+1,1", 9 mar.,▲,#cb181d
2024-03-09,9563X,Castellfort (Castellón),Castellón,1.2,3,-1.8,3,1.2,"-1,8", 9 mar.,▼,#2171b5
2024-03-10,8500A,Castelló - Almassora (Castellón),Castellón,6.7,8.2,-1.5,8.2,6.7,"-1,5",10 mar.,▼,#2171b5
2024-03-10,9563X,Castellfort (Castellón),Castellón,0.1,1.9,-1.8,1.9,0.1,"-1,8",10 mar.,▼,#2171b5
2024-03-11,8500A,Castelló - Almassora (Castellón),Castellón,6.8,8.4,-1.6,8.4,6.8,"-1,6",11 mar.,▼,#2171b5
2024-03-11,9563X,Castellfort (Castellón),Castellón,1.8,3.9,-2.1,3.9,1.8,"-2,1",11 mar.,▼,#2171b5
2024-03-12,8500A,Castelló - Almassora (Castellón),Castellón,8,9,-1,9,8,-1,12 mar.,▼,#2171b5
2024-03-12,9563X,Castellfort (Castellón),Castellón,1.1,2.7,-1.6,2.7,1.1,"-1,6",12 mar.,▼,#2171b5
2024-03-13,8500A,Castelló - Almassora (Castellón),Castellón,7.9,8.2,-0.3,8.2,7.9,"-0,3",13 mar.,▼,#2171b5
2024-03-13,9563X,Castellfort (Castellón),Castellón,4.8,2.2,2.6,4.8,2.2,"+2,6",13 mar.,▲,#cb181d
2024-03-14,9563X,Castellfort (Castellón),Castellón,8.1,3.1,5,8.1,3.1,+5,14 mar.,▲,#cb181d
2024-03-14,8500A,Castelló - Almassora (Castellón),Castellón,7.3,9,-1.7,9,7.3,"-1,7",14 mar.,▼,#2171b5
2024-03-15,8500A,Castelló - Almassora (Castellón),Castellón,9.4,9,0.4,9.4,9,"+0,4",15 mar.,▲,#cb181d
2024-03-15,9563X,Castellfort (Castellón),Castellón,6.5,3.1,3.4,6.5,3.1,"+3,4",15 mar.,▲,#cb181d
2024-03-16,8500A,Castelló - Almassora (Castellón),Castellón,11.9,8.6,3.3,11.9,8.6,"+3,3",16 mar.,▲,#cb181d
2024-03-16,9563X,Castellfort (Castellón),Castellón,8.3,3.5,4.8,8.3,3.5,"+4,8",16 mar.,▲,#cb181d
2024-03-17,8500A,Castelló - Almassora (Castellón),Castellón,11.7,7.8,3.9,11.7,7.8,"+3,9",17 mar.,▲,#cb181d
2024-03-17,9563X,Castellfort (Castellón),Castellón,10.8,3.6,7.2,10.8,3.6,"+7,2",17 mar.,▲,#cb181d
2024-03-18,8500A,Castelló - Almassora (Castellón),Castellón,10.3,9.3,1,10.3,9.3,+1,18 mar.,▲,#cb181d
2024-03-18,9563X,Castellfort (Castellón),Castellón,11.8,4,7.8,11.8,4,"+7,8",18 mar.,▲,#cb181d
