fecha,indicativo,nombre_completo,provincia_clean,tmax,tmax_median,anomalia,anomalia_positiva,anomalia_negativa,texto_anomalia,texto_fecha,tipo_anomalia,color_anomalia
2024-03-15,4244X,Herrera del Duque (Badajoz),Badajoz,20.4,18.2,2.2,20.4,18.2,"+2,2",15 mar.,▲,#cb181d
2024-03-15,4410X,Mérida (Badajoz),Badajoz,21.6,21.5,0.1,21.6,21.5,"+0,1",15 mar.,▲,#cb181d
2024-03-15,4511C,Jerez de los Caballeros (Badajoz),Badajoz,21.4,19.2,2.2,21.4,19.2,"+2,2",15 mar.,▲,#cb181d
2024-03-15,4386B,Llerena (Badajoz),Badajoz,19.9,16.6,3.3,19.9,16.6,"+3,3",15 mar.,▲,#cb181d
2024-03-16,4244X,Herrera del Duque (Badajoz),Badajoz,23,16.6,6.4,23,16.6,"+6,4",16 mar.,▲,#cb181d
2024-03-16,4358X,Don Benito (Badajoz),Badajoz,23.2,20.2,3,23.2,20.2,+3,16 mar.,▲,#cb181d
2024-03-16,4386B,Llerena (Badajoz),Badajoz,22.2,16,6.2,22.2,16,"+6,2",16 mar.,▲,#cb181d
2024-03-16,4410X,Mérida (Badajoz),Badajoz,24.4,20.6,3.8,24.4,20.6,"+3,8",16 mar.,▲,#cb181d
2024-03-16,4452,Badajoz Aeropuerto (Badajoz),Badajoz,23.6,20.6,3,23.6,20.6,+3,16 mar.,▲,#cb181d
2024-03-16,4511C,Jerez de los Caballeros (Badajoz),Badajoz,24.2,18.6,5.6,24.2,18.6,"+5,6",16 mar.,▲,#cb181d
2024-03-17,4244X,Herrera del Duque (Badajoz),Badajoz,24.7,17.5,7.2,24.7,17.5,"+7,2",17 mar.,▲,#cb181d
2024-03-17,4358X,Don Benito (Badajoz),Badajoz,25.4,19.7,5.7,25.4,19.7,"+5,7",17 mar.,▲,#cb181d
2024-03-17,4386B,Llerena (Badajoz),Badajoz,23.4,16.5,6.9,23.4,16.5,"+6,9",17 mar.,▲,#cb181d
2024-03-17,4410X,Mérida (Badajoz),Badajoz,26.4,20.7,5.7,26.4,20.7,"+5,7",17 mar.,▲,#cb181d
2024-03-17,4452,Badajoz Aeropuerto (Badajoz),Badajoz,25.5,20.5,5,25.5,20.5,+5,17 mar.,▲,#cb181d
2024-03-17,4511C,Jerez de los Caballeros (Badajoz),Badajoz,26,18.1,7.9,26,18.1,"+7,9",17 mar.,▲,#cb181d
2024-03-18,4244X,Herrera del Duque (Badajoz),Badajoz,23.5,16.2,7.3,23.5,16.2,"+7,3",18 mar.,▲,#cb181d
2024-03-18,4358X,Don Benito (Badajoz),Badajoz,24.1,21.2,2.9,24.1,21.2,"+2,9",18 mar.,▲,#cb181d
2024-03-18,4386B,Llerena (Badajoz),Badajoz,23.7,17.9,5.8,23.7,17.9,"+5,8",18 mar.,▲,#cb181d
2024-03-18,4410X,Mérida (Badajoz),Badajoz,24.1,22.6,1.5,24.1,22.6,"+1,5",18 mar.,▲,#cb181d
2024-03-18,4452,Badajoz Aeropuerto (Badajoz),Badajoz,24.4,22.7,1.7,24.4,22.7,"+1,7",18 mar.,▲,#cb181d
2024-03-18,4511C,Jerez de los Caballeros (Badajoz),Badajoz,24.6,20.9,3.7,24.6,20.9,"+3,7",18 mar.,▲,#cb181d
2024-03-19,4244X,Herrera del Duque (Badajoz),Badajoz,15.2,17,-1.8,17,15.2,"-1,8",19 mar.,▼,#2171b5
2024-03-19,4358X,Don Benito (Badajoz),Badajoz,16.1,20.8,-4.7,20.8,16.1,"-4,7",19 mar.,▼,#2171b5
2024-03-19,4386B,Llerena (Badajoz),Badajoz,19,16.9,2.1,19,16.9,"+2,1",19 mar.,▲,#cb181d
2024-03-19,4410X,Mérida (Badajoz),Badajoz,16.6,22.8,-6.2,22.8,16.6,"-6,2",19 mar.,▼,#2171b5
2024-03-19,4452,Badajoz Aeropuerto (Badajoz),Badajoz,15.7,22.8,-7.1,22.8,15.7,"-7,1",19 mar.,▼,#2171b5
2024-03-19,4511C,Jerez de los Caballeros (Badajoz),Badajoz,16.2,19.3,-3.1,19.3,16.2,"-3,1",19 mar.,▼,#2171b5
2024-02-19,B434X,Portocolom (Baleares),Baleares,18.3,16.2,2.1,18.3,16.2,"+2,1",19 feb.,▲,#cb181d
2024-02-19,B691Y,Sa Pobla (Baleares),Baleares,20.1,16.6,3.5,20.1,16.6,"+3,5",19 feb.,▲,#cb181d
2024-02-19,B013X,"Escorca, Lluc (Baleares)",Baleares,17.3,13.2,4.1,17.3,13.2,"+4,1",19 feb.,▲,#cb181d
2024-02-19,B228,"Palma, Puerto (Baleares)",Baleares,17.3,15.7,1.6,17.3,15.7,"+1,6",19 feb.,▲,#cb181d
2024-02-19,B278,"Palma de Mallorca, Aeropuerto (Baleares)",Baleares,17,15.6,1.4,17,15.6,"+1,4",19 feb.,▲,#cb181d
2024-02-19,B893,"Menorca, Aeropuerto (Baleares)",Baleares,16.8,14.5,2.3,16.8,14.5,"+2,3",19 feb.,▲,#cb181d
2024-02-19,B954,"Ibiza, Aeropuerto (Baleares)",Baleares,17.6,15.9,1.7,17.6,15.9,"+1,7",19 feb.,▲,#cb181d
2024-02-19,B248,"Sierra de Alfabia, Bunyola (Baleares)",Baleares,NA,7.7,NA,NA,NA,NA,19 feb.,NA,NA
2024-02-20,B434X,Portocolom (Baleares),Baleares,18.6,15.3,3.3,18.6,15.3,"+3,3",20 feb.,▲,#cb181d
2024-02-20,B691Y,Sa Pobla (Baleares),Baleares,17.7,16.7,1,17.7,16.7,+1,20 feb.,▲,#cb181d
2024-02-20,B013X,"Escorca, Lluc (Baleares)",Baleares,14.8,13.9,0.9,14.8,13.9,"+0,9",20 feb.,▲,#cb181d
2024-02-20,B228,"Palma, Puerto (Baleares)",Baleares,18.2,16.4,1.8,18.2,16.4,"+1,8",20 feb.,▲,#cb181d
2024-02-20,B278,"Palma de Mallorca, Aeropuerto (Baleares)",Baleares,19,16.3,2.7,19,16.3,"+2,7",20 feb.,▲,#cb181d
2024-02-20,B893,"Menorca, Aeropuerto (Baleares)",Baleares,15,14.6,0.4,15,14.6,"+0,4",20 feb.,▲,#cb181d
2024-02-20,B954,"Ibiza, Aeropuerto (Baleares)",Baleares,18.5,16,2.5,18.5,16,"+2,5",20 feb.,▲,#cb181d
2024-02-20,B248,"Sierra de Alfabia, Bunyola (Baleares)",Baleares,NA,9.2,NA,NA,NA,NA,20 feb.,NA,NA
2024-02-21,B434X,Portocolom (Baleares),Baleares,16.7,16.1,0.6,16.7,16.1,"+0,6",21 feb.,▲,#cb181d
2024-02-21,B691Y,Sa Pobla (Baleares),Baleares,19.1,18.3,0.8,19.1,18.3,"+0,8",21 feb.,▲,#cb181d
2024-02-21,B013X,"Escorca, Lluc (Baleares)",Baleares,16.6,12.7,3.9,16.6,12.7,"+3,9",21 feb.,▲,#cb181d
2024-02-21,B228,"Palma, Puerto (Baleares)",Baleares,17.7,16.4,1.3,17.7,16.4,"+1,3",21 feb.,▲,#cb181d
2024-02-21,B278,"Palma de Mallorca, Aeropuerto (Baleares)",Baleares,16.8,17,-0.2,17,16.8,"-0,2",21 feb.,▼,#2171b5
2024-02-21,B893,"Menorca, Aeropuerto (Baleares)",Baleares,16.7,14.7,2,16.7,14.7,+2,21 feb.,▲,#cb181d
2024-02-21,B954,"Ibiza, Aeropuerto (Baleares)",Baleares,17.4,16.4,1,17.4,16.4,+1,21 feb.,▲,#cb181d
2024-02-21,B248,"Sierra de Alfabia, Bunyola (Baleares)",Baleares,13.3,9.4,3.9,13.3,9.4,"+3,9",21 feb.,▲,#cb181d
2024-02-22,B434X,Portocolom (Baleares),Baleares,18.6,16.9,1.7,18.6,16.9,"+1,7",22 feb.,▲,#cb181d
2024-02-22,B691Y,Sa Pobla (Baleares),Baleares,19.9,17.5,2.4,19.9,17.5,"+2,4",22 feb.,▲,#cb181d
2024-02-22,B228,"Palma, Puerto (Baleares)",Baleares,18.8,16.8,2,18.8,16.8,+2,22 feb.,▲,#cb181d
2024-02-22,B278,"Palma de Mallorca, Aeropuerto (Baleares)",Baleares,18.1,16.1,2,18.1,16.1,+2,22 feb.,▲,#cb181d
2024-02-22,B893,"Menorca, Aeropuerto (Baleares)",Baleares,17.2,15.4,1.8,17.2,15.4,"+1,8",22 feb.,▲,#cb181d
2024-02-22,B248,"Sierra de Alfabia, Bunyola (Baleares)",Baleares,13.9,9.2,4.7,13.9,9.2,"+4,7",22 feb.,▲,#cb181d
2024-02-22,B954,"Ibiza, Aeropuerto (Baleares)",Baleares,19.6,16.2,3.4,19.6,16.2,"+3,4",22 feb.,▲,#cb181d
2024-02-22,B013X,"Escorca, Lluc (Baleares)",Baleares,21.3,12.4,8.9,21.3,12.4,"+8,9",22 feb.,▲,#cb181d
2024-02-23,B434X,Portocolom (Baleares),Baleares,17.3,16.6,0.7,17.3,16.6,"+0,7",23 feb.,▲,#cb181d
2024-02-23,B691Y,Sa Pobla (Baleares),Baleares,17.7,19.5,-1.8,19.5,17.7,"-1,8",23 feb.,▼,#2171b5
2024-02-23,B013X,"Escorca, Lluc (Baleares)",Baleares,14.6,13.9,0.7,14.6,13.9,"+0,7",23 feb.,▲,#cb181d
2024-02-23,B228,"Palma, Puerto (Baleares)",Baleares,18.4,16.5,1.9,18.4,16.5,"+1,9",23 feb.,▲,#cb181d
2024-02-23,B278,"Palma de Mallorca, Aeropuerto (Baleares)",Baleares,17.7,16.5,1.2,17.7,16.5,"+1,2",23 feb.,▲,#cb181d
2024-02-23,B893,"Menorca, Aeropuerto (Baleares)",Baleares,14.4,15.6,-1.2,15.6,14.4,"-1,2",23 feb.,▼,#2171b5
2024-02-23,B248,"Sierra de Alfabia, Bunyola (Baleares)",Baleares,9.8,9.2,0.6,9.8,9.2,"+0,6",23 feb.,▲,#cb181d
2024-02-23,B954,"Ibiza, Aeropuerto (Baleares)",Baleares,19.2,17.5,1.7,19.2,17.5,"+1,7",23 feb.,▲,#cb181d
2024-02-24,B434X,Portocolom (Baleares),Baleares,15,16,-1,16,15,-1,24 feb.,▼,#2171b5
2024-02-24,B691Y,Sa Pobla (Baleares),Baleares,13.6,16,-2.4,16,13.6,"-2,4",24 feb.,▼,#2171b5
2024-02-24,B013X,"Escorca, Lluc (Baleares)",Baleares,10,13.7,-3.7,13.7,10,"-3,7",24 feb.,▼,#2171b5
2024-02-24,B228,"Palma, Puerto (Baleares)",Baleares,15.1,16.6,-1.5,16.6,15.1,"-1,5",24 feb.,▼,#2171b5
2024-02-24,B278,"Palma de Mallorca, Aeropuerto (Baleares)",Baleares,14.7,16.8,-2.1,16.8,14.7,"-2,1",24 feb.,▼,#2171b5
2024-02-24,B893,"Menorca, Aeropuerto (Baleares)",Baleares,14.8,15.4,-0.6,15.4,14.8,"-0,6",24 feb.,▼,#2171b5
2024-02-24,B248,"Sierra de Alfabia, Bunyola (Baleares)",Baleares,6,10.1,-4.1,10.1,6,"-4,1",24 feb.,▼,#2171b5
2024-02-24,B954,"Ibiza, Aeropuerto (Baleares)",Baleares,16.5,17,-0.5,17,16.5,"-0,5",24 feb.,▼,#2171b5
2024-02-25,B013X,"Escorca, Lluc (Baleares)",Baleares,14.7,13.3,1.4,14.7,13.3,"+1,4",25 feb.,▲,#cb181d
2024-02-25,B228,"Palma, Puerto (Baleares)",Baleares,NA,16.5,NA,NA,NA,NA,25 feb.,NA,NA
2024-02-25,B248,"Sierra de Alfabia, Bunyola (Baleares)",Baleares,10.5,9.1,1.4,10.5,9.1,"+1,4",25 feb.,▲,#cb181d
2024-02-25,B278,"Palma de Mallorca, Aeropuerto (Baleares)",Baleares,16.8,16.8,0,16.8,16.8,0,25 feb.,▼,#2171b5
2024-02-25,B434X,Portocolom (Baleares),Baleares,16.4,16.2,0.2,16.4,16.2,"+0,2",25 feb.,▲,#cb181d
2024-02-25,B691Y,Sa Pobla (Baleares),Baleares,16.6,17.2,-0.6,17.2,16.6,"-0,6",25 feb.,▼,#2171b5
2024-02-25,B893,"Menorca, Aeropuerto (Baleares)",Baleares,15.4,15.7,-0.3,15.7,15.4,"-0,3",25 feb.,▼,#2171b5
2024-02-25,B954,"Ibiza, Aeropuerto (Baleares)",Baleares,17.7,17,0.7,17.7,17,"+0,7",25 feb.,▲,#cb181d
2024-02-26,B013X,"Escorca, Lluc (Baleares)",Baleares,15.1,14,1.1,15.1,14,"+1,1",26 feb.,▲,#cb181d
2024-02-26,B228,"Palma, Puerto (Baleares)",Baleares,18.6,17.3,1.3,18.6,17.3,"+1,3",26 feb.,▲,#cb181d
2024-02-26,B248,"Sierra de Alfabia, Bunyola (Baleares)",Baleares,11.1,9.1,2,11.1,9.1,+2,26 feb.,▲,#cb181d
2024-02-26,B278,"Palma de Mallorca, Aeropuerto (Baleares)",Baleares,17.5,16.4,1.1,17.5,16.4,"+1,1",26 feb.,▲,#cb181d
2024-02-26,B434X,Portocolom (Baleares),Baleares,17,16.9,0.1,17,16.9,"+0,1",26 feb.,▲,#cb181d
2024-02-26,B691Y,Sa Pobla (Baleares),Baleares,17.1,18.3,-1.2,18.3,17.1,"-1,2",26 feb.,▼,#2171b5
2024-02-26,B893,"Menorca, Aeropuerto (Baleares)",Baleares,15.5,15.6,-0.1,15.6,15.5,"-0,1",26 feb.,▼,#2171b5
2024-02-26,B954,"Ibiza, Aeropuerto (Baleares)",Baleares,17.6,17.5,0.1,17.6,17.5,"+0,1",26 feb.,▲,#cb181d
2024-03-01,B434X,Portocolom (Baleares),Baleares,16.5,16,0.5,16.5,16,"+0,5", 1 mar.,▲,#cb181d
2024-03-01,B691Y,Sa Pobla (Baleares),Baleares,16,20.2,-4.2,20.2,16,"-4,2", 1 mar.,▼,#2171b5
2024-03-01,B013X,"Escorca, Lluc (Baleares)",Baleares,11.3,14.6,-3.3,14.6,11.3,"-3,3", 1 mar.,▼,#2171b5
2024-03-01,B228,"Palma, Puerto (Baleares)",Baleares,17.5,16.5,1,17.5,16.5,+1, 1 mar.,▲,#cb181d
2024-03-01,B278,"Palma de Mallorca, Aeropuerto (Baleares)",Baleares,16.1,16.4,-0.3,16.4,16.1,"-0,3", 1 mar.,▼,#2171b5
2024-03-01,B893,"Menorca, Aeropuerto (Baleares)",Baleares,14.7,15.6,-0.9,15.6,14.7,"-0,9", 1 mar.,▼,#2171b5
2024-03-01,B248,"Sierra de Alfabia, Bunyola (Baleares)",Baleares,8.8,10.2,-1.4,10.2,8.8,"-1,4", 1 mar.,▼,#2171b5
2024-03-01,B954,"Ibiza, Aeropuerto (Baleares)",Baleares,17.2,16.7,0.5,17.2,16.7,"+0,5", 1 mar.,▲,#cb181d
2024-03-02,B434X,Portocolom (Baleares),Baleares,16.8,16.9,-0.1,16.9,16.8,"-0,1", 2 mar.,▼,#2171b5
2024-03-02,B691Y,Sa Pobla (Baleares),Baleares,17.4,18.9,-1.5,18.9,17.4,"-1,5", 2 mar.,▼,#2171b5
2024-03-02,B013X,"Escorca, Lluc (Baleares)",Baleares,15.1,15.8,-0.7,15.8,15.1,"-0,7", 2 mar.,▼,#2171b5
2024-03-02,B228,"Palma, Puerto (Baleares)",Baleares,17.8,16.7,1.1,17.8,16.7,"+1,1", 2 mar.,▲,#cb181d
2024-03-02,B893,"Menorca, Aeropuerto (Baleares)",Baleares,16,15.8,0.2,16,15.8,"+0,2", 2 mar.,▲,#cb181d
2024-03-02,B248,"Sierra de Alfabia, Bunyola (Baleares)",Baleares,9.5,11.4,-1.9,11.4,9.5,"-1,9", 2 mar.,▼,#2171b5
2024-03-02,B954,"Ibiza, Aeropuerto (Baleares)",Baleares,17.1,17,0.1,17.1,17,"+0,1", 2 mar.,▲,#cb181d
2024-03-02,B278,"Palma de Mallorca, Aeropuerto (Baleares)",Baleares,17,17.3,-0.3,17.3,17,"-0,3", 2 mar.,▼,#2171b5
2024-03-03,B434X,Portocolom (Baleares),Baleares,15.7,16.5,-0.8,16.5,15.7,"-0,8", 3 mar.,▼,#2171b5
2024-03-03,B691Y,Sa Pobla (Baleares),Baleares,14.4,19.6,-5.2,19.6,14.4,"-5,2", 3 mar.,▼,#2171b5
2024-03-03,B013X,"Escorca, Lluc (Baleares)",Baleares,10.8,15.3,-4.5,15.3,10.8,"-4,5", 3 mar.,▼,#2171b5
2024-03-03,B228,"Palma, Puerto (Baleares)",Baleares,17.2,16.7,0.5,17.2,16.7,"+0,5", 3 mar.,▲,#cb181d
2024-03-03,B278,"Palma de Mallorca, Aeropuerto (Baleares)",Baleares,15.1,16.9,-1.8,16.9,15.1,"-1,8", 3 mar.,▼,#2171b5
2024-03-03,B893,"Menorca, Aeropuerto (Baleares)",Baleares,14.1,15.6,-1.5,15.6,14.1,"-1,5", 3 mar.,▼,#2171b5
2024-03-03,B248,"Sierra de Alfabia, Bunyola (Baleares)",Baleares,8.5,10.9,-2.4,10.9,8.5,"-2,4", 3 mar.,▼,#2171b5
2024-03-03,B954,"Ibiza, Aeropuerto (Baleares)",Baleares,15.9,17,-1.1,17,15.9,"-1,1", 3 mar.,▼,#2171b5
2024-03-04,B434X,Portocolom (Baleares),Baleares,17.5,17.3,0.2,17.5,17.3,"+0,2", 4 mar.,▲,#cb181d
2024-03-04,B691Y,Sa Pobla (Baleares),Baleares,16.5,18.6,-2.1,18.6,16.5,"-2,1", 4 mar.,▼,#2171b5
2024-03-04,B013X,"Escorca, Lluc (Baleares)",Baleares,12.9,14.8,-1.9,14.8,12.9,"-1,9", 4 mar.,▼,#2171b5
2024-03-04,B228,"Palma, Puerto (Baleares)",Baleares,19.1,17.1,2,19.1,17.1,+2, 4 mar.,▲,#cb181d
2024-03-04,B278,"Palma de Mallorca, Aeropuerto (Baleares)",Baleares,17.2,16.6,0.6,17.2,16.6,"+0,6", 4 mar.,▲,#cb181d
2024-03-04,B893,"Menorca, Aeropuerto (Baleares)",Baleares,13.9,15.2,-1.3,15.2,13.9,"-1,3", 4 mar.,▼,#2171b5
2024-03-04,B248,"Sierra de Alfabia, Bunyola (Baleares)",Baleares,9.3,10.2,-0.9,10.2,9.3,"-0,9", 4 mar.,▼,#2171b5
2024-03-04,B954,"Ibiza, Aeropuerto (Baleares)",Baleares,18.2,17.4,0.8,18.2,17.4,"+0,8", 4 mar.,▲,#cb181d
2024-03-05,B434X,Portocolom (Baleares),Baleares,16.8,16.2,0.6,16.8,16.2,"+0,6", 5 mar.,▲,#cb181d
2024-03-05,B691Y,Sa Pobla (Baleares),Baleares,18.5,17.7,0.8,18.5,17.7,"+0,8", 5 mar.,▲,#cb181d
2024-03-05,B013X,"Escorca, Lluc (Baleares)",Baleares,14,14.3,-0.3,14.3,14,"-0,3", 5 mar.,▼,#2171b5
2024-03-05,B228,"Palma, Puerto (Baleares)",Baleares,19.7,17,2.7,19.7,17,"+2,7", 5 mar.,▲,#cb181d
2024-03-05,B893,"Menorca, Aeropuerto (Baleares)",Baleares,15.8,15.2,0.6,15.8,15.2,"+0,6", 5 mar.,▲,#cb181d
2024-03-05,B248,"Sierra de Alfabia, Bunyola (Baleares)",Baleares,10.2,9.5,0.7,10.2,9.5,"+0,7", 5 mar.,▲,#cb181d
2024-03-05,B954,"Ibiza, Aeropuerto (Baleares)",Baleares,18.7,16.5,2.2,18.7,16.5,"+2,2", 5 mar.,▲,#cb181d
2024-03-05,B278,"Palma de Mallorca, Aeropuerto (Baleares)",Baleares,17.7,16.5,1.2,17.7,16.5,"+1,2", 5 mar.,▲,#cb181d
2024-03-06,B434X,Portocolom (Baleares),Baleares,16.8,16.3,0.5,16.8,16.3,"+0,5", 6 mar.,▲,#cb181d
2024-03-06,B691Y,Sa Pobla (Baleares),Baleares,19.6,18,1.6,19.6,18,"+1,6", 6 mar.,▲,#cb181d
2024-03-06,B013X,"Escorca, Lluc (Baleares)",Baleares,15.1,13,2.1,15.1,13,"+2,1", 6 mar.,▲,#cb181d
2024-03-06,B228,"Palma, Puerto (Baleares)",Baleares,19.1,16.6,2.5,19.1,16.6,"+2,5", 6 mar.,▲,#cb181d
2024-03-06,B893,"Menorca, Aeropuerto (Baleares)",Baleares,15.6,15.4,0.2,15.6,15.4,"+0,2", 6 mar.,▲,#cb181d
2024-03-06,B248,"Sierra de Alfabia, Bunyola (Baleares)",Baleares,11.8,7.8,4,11.8,7.8,+4, 6 mar.,▲,#cb181d
2024-03-06,B954,"Ibiza, Aeropuerto (Baleares)",Baleares,17.5,16.7,0.8,17.5,16.7,"+0,8", 6 mar.,▲,#cb181d
2024-03-06,B278,"Palma de Mallorca, Aeropuerto (Baleares)",Baleares,17.4,16.8,0.6,17.4,16.8,"+0,6", 6 mar.,▲,#cb181d
2024-03-07,B434X,Portocolom (Baleares),Baleares,15.9,17,-1.1,17,15.9,"-1,1", 7 mar.,▼,#2171b5
2024-03-07,B691Y,Sa Pobla (Baleares),Baleares,17.5,19.4,-1.9,19.4,17.5,"-1,9", 7 mar.,▼,#2171b5
2024-03-07,B013X,"Escorca, Lluc (Baleares)",Baleares,14.2,12.8,1.4,14.2,12.8,"+1,4", 7 mar.,▲,#cb181d
2024-03-07,B893,"Menorca, Aeropuerto (Baleares)",Baleares,15.2,15.8,-0.6,15.8,15.2,"-0,6", 7 mar.,▼,#2171b5
2024-03-07,B248,"Sierra de Alfabia, Bunyola (Baleares)",Baleares,11,9.1,1.9,11,9.1,"+1,9", 7 mar.,▲,#cb181d
2024-03-07,B954,"Ibiza, Aeropuerto (Baleares)",Baleares,17.5,17,0.5,17.5,17,"+0,5", 7 mar.,▲,#cb181d
2024-03-07,B228,"Palma, Puerto (Baleares)",Baleares,20.2,17,3.2,20.2,17,"+3,2", 7 mar.,▲,#cb181d
2024-03-07,B278,"Palma de Mallorca, Aeropuerto (Baleares)",Baleares,18,16.9,1.1,18,16.9,"+1,1", 7 mar.,▲,#cb181d
2024-03-08,B434X,Portocolom (Baleares),Baleares,16.7,16.4,0.3,16.7,16.4,"+0,3", 8 mar.,▲,#cb181d
2024-03-08,B691Y,Sa Pobla (Baleares),Baleares,17.4,19.1,-1.7,19.1,17.4,"-1,7", 8 mar.,▼,#2171b5
2024-03-08,B013X,"Escorca, Lluc (Baleares)",Baleares,14.6,13.8,0.8,14.6,13.8,"+0,8", 8 mar.,▲,#cb181d
2024-03-08,B278,"Palma de Mallorca, Aeropuerto (Baleares)",Baleares,16.8,16.5,0.3,16.8,16.5,"+0,3", 8 mar.,▲,#cb181d
2024-03-08,B893,"Menorca, Aeropuerto (Baleares)",Baleares,15.7,15.2,0.5,15.7,15.2,"+0,5", 8 mar.,▲,#cb181d
2024-03-08,B248,"Sierra de Alfabia, Bunyola (Baleares)",Baleares,9.2,9.7,-0.5,9.7,9.2,"-0,5", 8 mar.,▼,#2171b5
2024-03-08,B954,"Ibiza, Aeropuerto (Baleares)",Baleares,17.5,17.6,-0.1,17.6,17.5,"-0,1", 8 mar.,▼,#2171b5
2024-03-08,B228,"Palma, Puerto (Baleares)",Baleares,18.9,16.6,2.3,18.9,16.6,"+2,3", 8 mar.,▲,#cb181d
2024-03-09,B434X,Portocolom (Baleares),Baleares,15.6,17.6,-2,17.6,15.6,-2, 9 mar.,▼,#2171b5
2024-03-09,B691Y,Sa Pobla (Baleares),Baleares,15.4,18.1,-2.7,18.1,15.4,"-2,7", 9 mar.,▼,#2171b5
2024-03-09,B013X,"Escorca, Lluc (Baleares)",Baleares,10.8,14.7,-3.9,14.7,10.8,"-3,9", 9 mar.,▼,#2171b5
2024-03-09,B228,"Palma, Puerto (Baleares)",Baleares,15.7,17.5,-1.8,17.5,15.7,"-1,8", 9 mar.,▼,#2171b5
2024-03-09,B278,"Palma de Mallorca, Aeropuerto (Baleares)",Baleares,15.7,17.7,-2,17.7,15.7,-2, 9 mar.,▼,#2171b5
2024-03-09,B893,"Menorca, Aeropuerto (Baleares)",Baleares,15,16,-1,16,15,-1, 9 mar.,▼,#2171b5
2024-03-09,B248,"Sierra de Alfabia, Bunyola (Baleares)",Baleares,8.3,11.1,-2.8,11.1,8.3,"-2,8", 9 mar.,▼,#2171b5
2024-03-09,B954,"Ibiza, Aeropuerto (Baleares)",Baleares,16.4,17.7,-1.3,17.7,16.4,"-1,3", 9 mar.,▼,#2171b5
2024-03-10,B434X,Portocolom (Baleares),Baleares,17.8,17,0.8,17.8,17,"+0,8",10 mar.,▲,#cb181d
2024-03-10,B691Y,Sa Pobla (Baleares),Baleares,17.4,20.3,-2.9,20.3,17.4,"-2,9",10 mar.,▼,#2171b5
2024-03-10,B013X,"Escorca, Lluc (Baleares)",Baleares,13.2,14.5,-1.3,14.5,13.2,"-1,3",10 mar.,▼,#2171b5
2024-03-10,B228,"Palma, Puerto (Baleares)",Baleares,18.1,17,1.1,18.1,17,"+1,1",10 mar.,▲,#cb181d
2024-03-10,B278,"Palma de Mallorca, Aeropuerto (Baleares)",Baleares,16.9,17.4,-0.5,17.4,16.9,"-0,5",10 mar.,▼,#2171b5
2024-03-10,B893,"Menorca, Aeropuerto (Baleares)",Baleares,16.2,15.8,0.4,16.2,15.8,"+0,4",10 mar.,▲,#cb181d
2024-03-10,B248,"Sierra de Alfabia, Bunyola (Baleares)",Baleares,8.9,10.6,-1.7,10.6,8.9,"-1,7",10 mar.,▼,#2171b5
2024-03-10,B954,"Ibiza, Aeropuerto (Baleares)",Baleares,17.2,17.3,-0.1,17.3,17.2,"-0,1",10 mar.,▼,#2171b5
2024-03-11,B434X,Portocolom (Baleares),Baleares,18.9,17.3,1.6,18.9,17.3,"+1,6",11 mar.,▲,#cb181d
2024-03-11,B691Y,Sa Pobla (Baleares),Baleares,17.8,20.1,-2.3,20.1,17.8,"-2,3",11 mar.,▼,#2171b5
2024-03-11,B013X,"Escorca, Lluc (Baleares)",Baleares,13.1,14.1,-1,14.1,13.1,-1,11 mar.,▼,#2171b5
2024-03-11,B228,"Palma, Puerto (Baleares)",Baleares,18.7,17.1,1.6,18.7,17.1,"+1,6",11 mar.,▲,#cb181d
2024-03-11,B278,"Palma de Mallorca, Aeropuerto (Baleares)",Baleares,18.1,17.7,0.4,18.1,17.7,"+0,4",11 mar.,▲,#cb181d
2024-03-11,B893,"Menorca, Aeropuerto (Baleares)",Baleares,15.8,15.6,0.2,15.8,15.6,"+0,2",11 mar.,▲,#cb181d
2024-03-11,B248,"Sierra de Alfabia, Bunyola (Baleares)",Baleares,9.3,10.7,-1.4,10.7,9.3,"-1,4",11 mar.,▼,#2171b5
2024-03-11,B954,"Ibiza, Aeropuerto (Baleares)",Baleares,19.5,17.3,2.2,19.5,17.3,"+2,2",11 mar.,▲,#cb181d
2024-03-12,B434X,Portocolom (Baleares),Baleares,16.7,17.3,-0.6,17.3,16.7,"-0,6",12 mar.,▼,#2171b5
2024-03-12,B691Y,Sa Pobla (Baleares),Baleares,18.9,19.1,-0.2,19.1,18.9,"-0,2",12 mar.,▼,#2171b5
2024-03-12,B013X,"Escorca, Lluc (Baleares)",Baleares,15.7,15.5,0.2,15.7,15.5,"+0,2",12 mar.,▲,#cb181d
2024-03-12,B228,"Palma, Puerto (Baleares)",Baleares,17.4,17.5,-0.1,17.5,17.4,"-0,1",12 mar.,▼,#2171b5
2024-03-12,B278,"Palma de Mallorca, Aeropuerto (Baleares)",Baleares,17.7,18.4,-0.7,18.4,17.7,"-0,7",12 mar.,▼,#2171b5
2024-03-12,B893,"Menorca, Aeropuerto (Baleares)",Baleares,15.8,15.6,0.2,15.8,15.6,"+0,2",12 mar.,▲,#cb181d
2024-03-12,B248,"Sierra de Alfabia, Bunyola (Baleares)",Baleares,12.4,10.4,2,12.4,10.4,+2,12 mar.,▲,#cb181d
2024-03-12,B954,"Ibiza, Aeropuerto (Baleares)",Baleares,17.6,17.5,0.1,17.6,17.5,"+0,1",12 mar.,▲,#cb181d
