Series,Localidad,Administración,Recep.,Domicilio,Provincia,Teléfono,Calle,Número,Premio,Valor,Dirección,Latitude,Longitude,premios_serie
0.6,BAENA,2,27610,"HENARES, 6",CÓRDOBA,957671040,"Henares, 6",45353,5º Premio,"6,000","Henares, 6, Baena, Córdoba",37.6163468,-4.3239466,36000
0.6,PUÇOL,1,80555,"AV VALENCIA, 7",VALENCIA,961420593,"Av Valencia, 7",45353,5º Premio,"6,000","Av Valencia, 7, Puçol, Valencia",39.6170826,-0.3057986,36000
0.5,PLASENCIA,5,20545,"C.C. CARREFOUR PLASENCIA JULIAN BESTEIRO, S/N L-5",CÁCERES,927044316,"C.C. Carrefour Plasencia Julian Besteiro, S/N L-5",45353,5º Premio,"6,000","C.C. Carrefour Plasencia Julian Besteiro, S/N L-5, Plasencia, Cáceres",40.038481,-6.0786109,30000
0.2,EL EJIDO,6,5490,"CRTRA. DE LA MOJONERA, 152 C (LAS NORIAS)",ALMERÍA,950587427,"Crtra. De La Mojonera, 152 C (Las Norias)",45353,5º Premio,"6,000","Crtra. De La Mojonera, 152 C (Las Norias), El Ejido, Almería",36.7575985,-2.751558,12000
0.1,LA RODA,2,1680,"RAMON Y CAJAL, 3",ALBACETE,967443094,"Ramon Y Cajal, 3",45353,5º Premio,"6,000","Ramon Y Cajal, 3, La Roda, Albacete",39.2054013,-2.1580577,6000
0.1,AGOST,1,3045,"DEAN MAS, 2 (ESQ. VIRGEN DE LA PAZ)",ALICANTE,965626680,"Dean Mas, 2 (Esq. Virgen De La Paz)",45353,5º Premio,"6,000","Dean Mas, 2 (Esq. Virgen De La Paz), Agost, Alicante",38.4382784,-0.6384185,6000
0.1,COX,2,32740,"AVDA. DEL CARMEN, 34",ALICANTE,966751234,"Avda. Del Carmen, 34",45353,5º Premio,"6,000","Avda. Del Carmen, 34, Cox, Alicante",38.1430715,-0.8881823,6000
0.1,PILAR DE LA HORADADA,1,32675,"MAYOR, 62",ALICANTE,966766667,"Mayor, 62",45353,5º Premio,"6,000","Mayor, 62, Pilar De La Horadada, Alicante",37.8631809,-0.7901334,6000
0.1,ALMERÍA,15,5515,"DR. BARRAQUER, 2",ALMERÍA,950266799,"Dr. Barraquer, 2",45353,5º Premio,"6,000","Dr. Barraquer, 2, Almería, Almería",36.8412513,-2.4561265,6000
0.1,HUÉRCAL-OVERA,2,5790,"POSADAS, 10",ALMERÍA,950134627,"Posadas, 10",45353,5º Premio,"6,000","Posadas, 10, Huércal-Overa, Almería",37.3894477,-1.9421305,6000
0.1,ROQUETAS DE MAR,4,5335,"AV. MEDITERRANEO, 67",ALMERÍA,950333231,"Av. Mediterraneo, 67",45353,5º Premio,"6,000","Av. Mediterraneo, 67, Roquetas De Mar, Almería",36.733487,-2.619678,6000
0.1,VÍCAR,2,5545,"PLAZA GARCIA LORCA, 5 (LAS CABAÑUELAS)",ALMERÍA,950555789,"Plaza Garcia Lorca, 5 (Las Cabañuelas)",45353,5º Premio,"6,000","Plaza Garcia Lorca, 5 (Las Cabañuelas), Vícar, Almería",36.8039835,-2.6310625,6000
0.1,GIJÓN,5,35705,"PALACIO VALDES, 9",ASTURIAS,985340547,"Palacio Valdes, 9",45353,5º Premio,"6,000","Palacio Valdes, 9, Gijón, Asturias",43.5392039,-5.6657349,6000
0.1,ARÉVALO,2,6440,"TESO NUEVO, 1",ÁVILA,920300704,"Teso Nuevo, 1",45353,5º Premio,"6,000","Teso Nuevo, 1, Arévalo, Ávila",41.0583831,-4.7187186,6000
0.1,CORNELLÀ DE LLOBREGAT,6,15955,"DOCTOR ARUS, 11",BARCELONA,933761346,"Doctor Arus, 11",45353,5º Premio,"6,000","Doctor Arus, 11, Cornellà De Llobregat, Barcelona",41.3612278,2.0838085,6000
0.1,SANTA COLOMA DE GRAMENET,19,14825,"SANT SILVESTRE, 32",BARCELONA,937073114,"Sant Silvestre, 32",45353,5º Premio,"6,000","Sant Silvestre, 32, Santa Coloma De Gramenet, Barcelona",41.4497608,2.2118717,6000
0.1,LEIOA,4,16810,"C.C. ARTEA, BARRIO PERURI, 33 L- B-74 B",BIZKAIA,944913960,"C.C. Artea, Barrio Peruri, 33 L- B-74 B",45353,5º Premio,"6,000","C.C. Artea, Barrio Peruri, 33 L- B-74 B, Leioa, Bizkaia",43.3366037,-2.9882918,6000
0.1,BARBATE,2,21515,"BAESSIPO, 6",CÁDIZ,956431829,"Baessipo, 6",45353,5º Premio,"6,000","Baessipo, 6, Barbate, Cádiz",36.1898194,-5.9226727,6000
0.1,CÁDIZ,3,21260,"JOSE DEL TORO, 13 (MODERNO)",CÁDIZ,956213213,"Jose Del Toro, 13 (Moderno)",45353,5º Premio,"6,000","Jose Del Toro, 13 (Moderno), Cádiz, Cádiz",36.5324902,-6.2961737,6000
0.1,JEREZ DE LA FRONTERA,16,42200,"ENRIQUE DOMINGUEZ RODIÑO, EDIF HUELVA II LOC 12",CÁDIZ,956320438,"Enrique Dominguez Rodiño, Edif Huelva Ii Loc 12",45353,5º Premio,"6,000","Enrique Dominguez Rodiño, Edif Huelva Ii Loc 12, Jerez De La Frontera, Cádiz",36.6921746,-6.1290005,6000
0.1,ALCÁZAR DE SAN JUAN,4,26845,"C.C. CARREFOUR, CRRTA. HERENCIA S/N LOC.10",CIUDAD REAL,926682712,"C.C. Carrefour, Crrta. Herencia S/N Loc.10",45353,5º Premio,"6,000","C.C. Carrefour, Crrta. Herencia S/N Loc.10, Alcázar De San Juan, Ciudad Real",39.3858342,-3.2364784,6000
0.1,CÓRDOBA,18,28575,"AVDA. DE LA VIÑUELA, 4",CÓRDOBA,957268503,"Avda. De La Viñuela, 4",45353,5º Premio,"6,000","Avda. De La Viñuela, 4, Córdoba, Córdoba",37.8903434,-4.763345,6000
0.1,CUENCA,4,31660,"PZA. DE LA HISPANIDAD, 11",CUENCA,969214040,"Pza. De La Hispanidad, 11",45353,5º Premio,"6,000","Pza. De La Hispanidad, 11, Cuenca, Cuenca",40.0703925,-2.1374162,6000
0.1,CUENCA,9,31645,"HERMANOS BECERRIL, 5",CUENCA,969214136,"Hermanos Becerril, 5",45353,5º Premio,"6,000","Hermanos Becerril, 5, Cuenca, Cuenca",40.0657723,-2.1339701,6000
0.1,PORQUERES,1,33875,"SANT. ANDREU, 29",GIRONA,972575302,"Sant. Andreu, 29",45353,5º Premio,"6,000","Sant. Andreu, 29, Porqueres, Girona",42.1078345,2.7801594,6000
0.1,BAZA,5,36715,"PLAZA DE LAS ERAS, 16",GRANADA,958704553,"Plaza De Las Eras, 16",45353,5º Premio,"6,000","Plaza De Las Eras, 16, Baza, Granada",37.4884064,-2.7755698,6000
0.1,BAILÉN,2,41135,"POETA MIGUEL HERNANDEZ, 7",JAÉN,953671371,"Poeta Miguel Hernandez, 7",45353,5º Premio,"6,000","Poeta Miguel Hernandez, 7, Bailén, Jaén",38.0962948,-3.7787477,6000
0.1,JAÉN,8,41595,"ALAMOS,1",JAÉN,953237194,"Alamos,1",45353,5º Premio,"6,000","Alamos,1, Jaén, Jaén",37.7660997,-3.7902353,6000
0.1,JAÉN,16,41535,"VIRGEN DE LA CAPILLA, 9",JAÉN,953889612,"Virgen De La Capilla, 9",45353,5º Premio,"6,000","Virgen De La Capilla, 9, Jaén, Jaén",37.7685631,-3.7870745,6000
0.1,NÁJERA,1,48075,"PLAZA DE ESPAÑA,13",LA RIOJA,941360320,"Plaza De España,13",45353,5º Premio,"6,000","Plaza De España,13, Nájera, La Rioja",42.4158383,-2.7346731,6000
0.1,BOÑAR,1,45395,"AVDA. DE LA CONSTITUCION, 52",LEÓN,987735667,"Avda. De La Constitucion, 52",45353,5º Premio,"6,000","Avda. De La Constitucion, 52, Boñar, León",42.8658072,-5.3232804,6000
0.1,LLEIDA,12,46095,"PASSEIG DE RONDA, 122",LLEIDA,973221722,"Passeig De Ronda, 122",45353,5º Premio,"6,000","Passeig De Ronda, 122, Lleida, Lleida",41.6217,0.61841,6000
0.1,ALCALÁ DE HENARES,15,98290,"C.C. EL VAL,LOCAL 122  -AV. VALLADOLID S/N",MADRID,918823091,"C.C. El Val,Local 122  -Av. Valladolid S/N",45353,5º Premio,"6,000","C.C. El Val,Local 122  -Av. Valladolid S/N, Alcalá De Henares, Madrid",40.4851851,-3.3476247,6000
0.1,ALCORCÓN,8,99015,PL. CONSTITUCION 23-24,MADRID,916191934,Pl. Constitucion 23-24,45353,5º Premio,"6,000","Pl. Constitucion 23-24, Alcorcón, Madrid",40.3538225,-3.8122361,6000
0.1,MADRID,330,95080,"ARQUITECTURA, 7",MADRID,914730515,"Arquitectura, 7",45353,5º Premio,"6,000","Arquitectura, 7, Madrid, Madrid",40.4167754,-3.7037902,6000
0.1,MADRID,523,94365,"INTER.TRANSP.MONCLOA PRINCESA, 89 L-32",MADRID,915443323,"Inter.Transp.Moncloa Princesa, 89 L-32",45353,5º Premio,"6,000","Inter.Transp.Moncloa Princesa, 89 L-32, Madrid, Madrid",40.4340478,-3.7189602,6000
0.1,MADRID,468,97035,"ALCALÁ, 146",MADRID,914013704,"Alcalá, 146",45353,5º Premio,"6,000","Alcalá, 146, Madrid, Madrid",40.4273934,-3.6697512,6000
0.1,MADRID,125,95375,"NARVAEZ, 13 L-DCH",MADRID,914357087,"Narvaez, 13 L-Dch",45353,5º Premio,"6,000","Narvaez, 13 L-Dch, Madrid, Madrid",40.4167754,-3.7037902,6000
0.1,PARLA,1,99615,"PINTO, 37",MADRID,916991783,"Pinto, 37",45353,5º Premio,"6,000","Pinto, 37, Parla, Madrid",40.2393204,-3.7675092,6000
0.1,SAN LORENZO DEL ESCORIAL,1,99240,"DEL REY, 22",MADRID,918904331,"Del Rey, 22",45353,5º Premio,"6,000","Del Rey, 22, San Lorenzo Del Escorial, Madrid",40.5932386,-4.1475748,6000
0.1,ARROYO DE LA MIEL,1,50050,"AVDA. CONSTITUCIÓN, 2 L-7",MÁLAGA,952443728,"Avda. Constitución, 2 L-7",45353,5º Premio,"6,000","Avda. Constitución, 2 L-7, Arroyo De La Miel, Málaga",36.5989978,-4.5347337,6000
0.1,MÁLAGA,35,51705,"DUQUE DE RIVAS, 2",MÁLAGA,952250840,"Duque De Rivas, 2",45353,5º Premio,"6,000","Duque De Rivas, 2, Málaga, Málaga",36.726902,-4.4236387,6000
0.1,MÁLAGA,54,51605,"AVD. VELAZQUEZ, 68",MÁLAGA,952230399,"Avd. Velazquez, 68",45353,5º Premio,"6,000","Avd. Velazquez, 68, Málaga, Málaga",36.6949055,-4.4523878,6000
0.1,MÁLAGA,51,51580,"CATAPILCO, 3",MÁLAGA,952244260,"Catapilco, 3",45353,5º Premio,"6,000","Catapilco, 3, Málaga, Málaga",36.6904311,-4.45331,6000
0.1,TORREMOLINOS,72,51980,"PZA.DEL LIDO, CONJ.LOS JAZMINES",MÁLAGA,952386675,"Pza.Del Lido, Conj.Los Jazmines",45353,5º Premio,"6,000","Pza.Del Lido, Conj.Los Jazmines, Torremolinos, Málaga",36.6265566,-4.5160396,6000
0.1,CEUTÍ,1,54055,"PZA. NUEVA, 1",MURCIA,968690289,"Pza. Nueva, 1",45353,5º Premio,"6,000","Pza. Nueva, 1, Ceutí, Murcia",38.07923,-1.2719,6000
0.1,LAS TORRES DE COTILLAS,1,54080,"MAYOR, 15",MURCIA,968627784,"Mayor, 15",45353,5º Premio,"6,000","Mayor, 15, Las Torres De Cotillas, Murcia",38.0274986,-1.2433848,6000
0.1,MAZARRÓN,3,53885,"LARGA, 4",MURCIA,968590806,"Larga, 4",45353,5º Premio,"6,000","Larga, 4, Mazarrón, Murcia",37.5958175,-1.3147353,6000
0.1,OURENSE,2,56005,"RÚA DO PASEO, 10",OURENSE,988235123,"Rúa Do Paseo, 10",45353,5º Premio,"6,000","Rúa Do Paseo, 10, Ourense, Ourense",42.3387914,-7.864645,6000
0.1,OURENSE,4,56015,"ERVEDELO, 20",OURENSE,988225440,"Ervedelo, 20",45353,5º Premio,"6,000","Ervedelo, 20, Ourense, Ourense",42.3396441,-7.8690762,6000
0.1,XINZO DE LIMIA,1,56085,"AVDA. DE MADRID, 4",OURENSE,988462394,"Avda. De Madrid, 4",45353,5º Premio,"6,000","Avda. De Madrid, 4, Xinzo De Limia, Ourense",42.0627464,-7.7253028,6000
0.1,CANGAS,2,86475,"MONTERO RIOS, 6",PONTEVEDRA,986303543,"Montero Rios, 6",45353,5º Premio,"6,000","Montero Rios, 6, Cangas, Pontevedra",42.2623952,-8.7854471,6000
0.1,ILLA DE AROUSA (A),1,86875,"RUA TRAVESIA CRUCEIRO,2",PONTEVEDRA,986527647,"Rua Travesia Cruceiro,2",45353,5º Premio,"6,000","Rua Travesia Cruceiro,2, Illa De Arousa (A), Pontevedra",42.5621564,-8.8704166,6000
0.1,REDONDELA,2,86490,"GENERAL RUBIN, 26",PONTEVEDRA,986401309,"General Rubin, 26",45353,5º Premio,"6,000","General Rubin, 26, Redondela, Pontevedra",42.426683,-8.6472642,6000
0.1,VIGO,27,88575,"AVDA. CAMELIAS, 110",PONTEVEDRA,986239091,"Avda. Camelias, 110",45353,5º Premio,"6,000","Avda. Camelias, 110, Vigo, Pontevedra",42.2255115,-8.7296894,6000
0.1,MORÓN DE LA FRONTERA,4,71480,"AVDA. DE LA ASUNCIÓN, 4",SEVILLA,955856193,"Avda. De La Asunción, 4",45353,5º Premio,"6,000","Avda. De La Asunción, 4, Morón De La Frontera, Sevilla",37.1208966,-5.4669277,6000
0.1,SEVILLA,94,73385,C.C. ALCAMPO R.TAMARGUILLO S/N- L-21,SEVILLA,954921536,C.C. Alcampo R.Tamarguillo S/N- L-21,45353,5º Premio,"6,000","C.C. Alcampo R.Tamarguillo S/N- L-21, Sevilla, Sevilla",37.3703357,-5.9666383,6000
0.1,LA GUANCHA,1,67560,"AVENIDA HIPOLITO SINFORIANO, 23",STA.CRUZ.TFE,922828457,"Avenida Hipolito Sinforiano, 23",45353,5º Premio,"6,000","Avenida Hipolito Sinforiano, 23, La Guancha, Sta.Cruz.Tfe",28.3743048,-16.65195,6000
0.1,ANDORRA,1,76565,"SAN JORGE, 43",TERUEL,978842834,"San Jorge, 43",45353,5º Premio,"6,000","San Jorge, 43, Andorra, Teruel",40.9772888,-0.4459806,6000
0.1,TOLEDO,12,78825,"COMERCIO, 27",TOLEDO,925223379,"Comercio, 27",45353,5º Premio,"6,000","Comercio, 27, Toledo, Toledo",39.8628296,-4.0273067,6000
0.1,ALDAIA,3,80155,"C.C. BONAIRE,LOC B- 346, CTRA NAC. III, KM 345",VALENCIA,961921378,"C.C. Bonaire,Loc B- 346, Ctra Nac. Iii, Km 345",45353,5º Premio,"6,000","C.C. Bonaire,Loc B- 346, Ctra Nac. Iii, Km 345, Aldaia, Valencia",39.5494559,-1.3015884,6000
0.1,ALFARA DEL PATRIARCA,1,81495,"DOCTOR NAVARRO, 19",VALENCIA,961391662,"Doctor Navarro, 19",45353,5º Premio,"6,000","Doctor Navarro, 19, Alfara Del Patriarca, Valencia",39.5447712,-0.3852599,6000
0.1,BENIFAIRO DE VALLDIGNA,1,80420,"MESTRE LUIS BLANES, 4",VALENCIA,962811160,"Mestre Luis Blanes, 4",45353,5º Premio,"6,000","Mestre Luis Blanes, 4, Benifairo De Valldigna, Valencia",39.0547984,-0.3031019,6000
0.1,BÉTERA,1,80940,"JOSE SAEZ, 20",VALENCIA,961602447,"Jose Saez, 20",45353,5º Premio,"6,000","Jose Saez, 20, Bétera, Valencia",39.5911226,-0.4580011,6000
0.1,BURJASSOT,4,81940,"C.C. P. ALBAN-CRTA.ADEMUZ KM.2,9",VALENCIA,963904810,"C.C. P. Alban-Crta.Ademuz Km.2,9",45353,5º Premio,"6,000","C.C. P. Alban-Crta.Ademuz Km.2,9, Burjassot, Valencia",39.5046534,-0.4171714,6000
0.1,GANDIA,2,79190,"DUC ALFONS EL VELL, 16",VALENCIA,962873784,"Duc Alfons El Vell, 16",45353,5º Premio,"6,000","Duc Alfons El Vell, 16, Gandia, Valencia",38.9656165,-0.18053,6000
0.1,MISLATA,4,82010,"AVDA. DEL SUR, 10 BAJO",VALENCIA,963795724,"Avda. Del Sur, 10 Bajo",45353,5º Premio,"6,000","Avda. Del Sur, 10 Bajo, Mislata, Valencia",39.4721369,-0.4189684,6000
0.1,MISLATA,2,82130,"POETA MIGUEL HERNANDEZ, 9",VALENCIA,963595564,"Poeta Miguel Hernandez, 9",45353,5º Premio,"6,000","Poeta Miguel Hernandez, 9, Mislata, Valencia",39.4740994,-0.4163964,6000
0.1,MONCADA,1,81505,"VEINTICINCO DE ABRIL, 4",VALENCIA,961394602,"Veinticinco De Abril, 4",45353,5º Premio,"6,000","Veinticinco De Abril, 4, Moncada, Valencia",39.5448715,-0.3942637,6000
0.1,QUART DE POBLET,2,80980,"PARET DE PILES, 16-BAJO",VALENCIA,961533846,"Paret De Piles, 16-Bajo",45353,5º Premio,"6,000","Paret De Piles, 16-Bajo, Quart De Poblet, Valencia",39.4824352,-0.4414004,6000
0.1,SAGUNTO,1,80570,"PZA CRONISTA CHABRET, 8",VALENCIA,962661576,"Pza Cronista Chabret, 8",45353,5º Premio,"6,000","Pza Cronista Chabret, 8, Sagunto, Valencia",39.6808121,-0.277723,6000
0.1,SEDAVÍ,1,81730,"VALENCIA, 54",VALENCIA,963760853,"Valencia, 54",45353,5º Premio,"6,000","Valencia, 54, Sedaví, Valencia",39.4245468,-0.3829931,6000
0.1,VALENCIA,85,83820,"CALIXTO III,22, BJ DCHA 2",VALENCIA,963857137,"Calixto Iii,22, Bj Dcha 2",45353,5º Premio,"6,000","Calixto Iii,22, Bj Dcha 2, Valencia, Valencia",39.4710108,-0.3901213,6000
0.1,VALENCIA,79,83785,"ENRIQUE NAVARRO,30 BAJO D2",VALENCIA,963932089,"Enrique Navarro,30 Bajo D2",45353,5º Premio,"6,000","Enrique Navarro,30 Bajo D2, Valencia, Valencia",39.4846232,-0.3579377,6000
0.1,XÀTIVA,6,79620,"C.C. PLAZA MAYOR C/ LLOSA DE RANES, S/N",VALENCIA,962259023,"C.C. Plaza Mayor C/ Llosa De Ranes, S/N",45353,5º Premio,"6,000","C.C. Plaza Mayor C/ Llosa De Ranes, S/N, Xàtiva, Valencia",39.0037631,-0.5272592,6000
0.1,XÀTIVA,3,79680,"PASAJE DEL LLEO, 4",VALENCIA,962273597,"Pasaje Del Lleo, 4",45353,5º Premio,"6,000","Pasaje Del Lleo, 4, Xàtiva, Valencia",39.4579283,-0.3713229,6000
0.1,ARROYO DE LA ENCOMIENDA,2,85385,C.C. RÍO SHOPPING L-B70ME FALTA UN,VALLADOLID,983399860,C.C. Río Shopping L-B70Me Falta Un,45353,5º Premio,"6,000","C.C. Río Shopping L-B70Me Falta Un, Arroyo De La Encomienda, Valladolid",41.6280639,-4.7865539,6000
0.1,VALLADOLID,7,85935,"LENCERIA, 1 LOCAL 5",VALLADOLID,983354743,"Lenceria, 1 Local 5",45353,5º Premio,"6,000","Lenceria, 1 Local 5, Valladolid, Valladolid",41.652251,-4.7245321,6000
0.1,ZARAGOZA,57,92125,"MONASTERIO DE PIEDRA,1",ZARAGOZA,976338876,"Monasterio De Piedra,1",45353,5º Premio,"6,000","Monasterio De Piedra,1, Zaragoza, Zaragoza",41.652084,-0.921469,6000
45,DOS HERMANAS,4,71430,"VIRGEN LOS DESAMPARADOS, 17",SEVILLA,955668328,"Virgen Los Desamparados, 17",88979,5º Premio,"6,000","Virgen Los Desamparados, 17, Dos Hermanas, Sevilla",37.2865803,-5.9242391,2700000
16.4,TEROR,,44115,"AVDA. DE VENEZUELA, 14",LAS PALMAS,928634739,"Avda. De Venezuela, 14",88979,5º Premio,"6,000","Avda. De Venezuela, 14, Teror, Las Palmas",28.0616461,-15.5459718,984000
15,ATECA,1,93385,"GOYA, 10",ZARAGOZA,976872288,"Goya, 10",88979,5º Premio,"6,000","Goya, 10, Ateca, Zaragoza",41.3300034,-1.7920215,900000
2.8,ALMERÍA,,5145,"PEREZ GALDOS, 14",ALMERÍA,950227400,"Perez Galdos, 14",88979,5º Premio,"6,000","Perez Galdos, 14, Almería, Almería",36.8420724,-2.4484257,168000
2.8,MADRID,,105,WWW.LOTERIASYAPUESTAS.ES,MADRID,,Www.Loteriasyapuestas.Es,88979,5º Premio,"6,000","Www.Loteriasyapuestas.Es, Madrid, Madrid",40.4167754,-3.7037902,168000
2.7,GRANADA,,37060,"AVDA. DE AMERICA, 46",GRANADA,958127103,"Avda. De America, 46",88979,5º Premio,"6,000","Avda. De America, 46, Granada, Granada",37.160217,-3.5947561,162000
2.4,GRANADILLA DE ABONA,,68515,AUTOPISTA DEL SUR KM. 54,STA.CRUZ.TFE,922394396,Autopista Del Sur Km. 54,88979,5º Premio,"6,000","Autopista Del Sur Km. 54, Granadilla De Abona, Sta.Cruz.Tfe",28.2115523,-16.424025,144000
2,MADRID,150,97245,"ARENAL, 16",MADRID,914093383,"Arenal, 16",88979,5º Premio,"6,000","Arenal, 16, Madrid, Madrid",40.4173467,-3.7064284,120000
1.8,MANISES,3,81980,"MAESTRO GUILLEM, 5",VALENCIA,960661000,"Maestro Guillem, 5",88979,5º Premio,"6,000","Maestro Guillem, 5, Manises, Valencia",39.4909139,-0.4572508,108000
1.3,ALMERÍA,,5075,"PL.ANTONIO TORRES, 8",ALMERÍA,950291801,"Pl.Antonio Torres, 8",88979,5º Premio,"6,000","Pl.Antonio Torres, 8, Almería, Almería",36.8408366,-2.4078314,78000
1.2,FIRGAS,,44100,"EL MOLINO,2",LAS PALMAS,928625335,"El Molino,2",88979,5º Premio,"6,000","El Molino,2, Firgas, Las Palmas",28.1068916,-15.5634091,72000
1.1,ALCORCÓN,,99405,"OSLO, 29",MADRID,916419367,"Oslo, 29",88979,5º Premio,"6,000","Oslo, 29, Alcorcón, Madrid",40.3459212,-3.8411117,66000
1,BARCELONA,298,9050,"CONCILIO DE TRENTO, 116",BARCELONA,933033745,"Concilio De Trento, 116",88979,5º Premio,"6,000","Concilio De Trento, 116, Barcelona, Barcelona",41.4144468,2.19653,60000
1,LINARES,8,41990,C.C. ALCAMPO-AV SAN CRISTOBAL,JAÉN,953656950,C.C. Alcampo-Av San Cristobal,88979,5º Premio,"6,000","C.C. Alcampo-Av San Cristobal, Linares, Jaén",38.0889856,-3.6468055,60000
1,CERVERA DEL RÍO ALHAMA,1,48270,"ANDRES MARTINEZ, 27",LA RIOJA,941391194,"Andres Martinez, 27",88979,5º Premio,"6,000","Andres Martinez, 27, Cervera Del Río Alhama, La Rioja",42.0045157,-1.9559705,60000
1,ARRECIFE,5,44805,"RUPERTO GLEZ NEGRIN, 18",LAS PALMAS,928813921,"Ruperto Glez Negrin, 18",88979,5º Premio,"6,000","Ruperto Glez Negrin, 18, Arrecife, Las Palmas",28.9584706,-13.5516085,60000
1,PUERTO DEL ROSARIO,2,44940,"VIRGEN DE LA PEÑA, 13",LAS PALMAS,928855323,"Virgen De La Peña, 13",88979,5º Premio,"6,000","Virgen De La Peña, 13, Puerto Del Rosario, Las Palmas",28.5000925,-13.8659662,60000
1,MADRID,67,97310,"CARMEN, 22",MADRID,915214694,"Carmen, 22",88979,5º Premio,"6,000","Carmen, 22, Madrid, Madrid",40.4189689,-3.7047011,60000
1,MADRID,326,95055,"AVDA. DE LA ALBUFERA, 300",MADRID,913031173,"Avda. De La Albufera, 300",88979,5º Premio,"6,000","Avda. De La Albufera, 300, Madrid, Madrid",40.3861007,-3.6377075,60000
1,MADRID,162,95470,"CARRERA DE SAN JERONIMO, 5",MADRID,915225953,"Carrera De San Jeronimo, 5",88979,5º Premio,"6,000","Carrera De San Jeronimo, 5, Madrid, Madrid",40.4168066,-3.7012452,60000
1,MADRID,404,96780,"AVDA. CIUDAD DE BARCELONA, 57",MADRID,915512065,"Avda. Ciudad De Barcelona, 57",88979,5º Premio,"6,000","Avda. Ciudad De Barcelona, 57, Madrid, Madrid",40.4024213,-3.6767247,60000
1,VILLANUEVA DEL PARDILLO,1,97915,"REAL, 1",MADRID,918107166,"Real, 1",88979,5º Premio,"6,000","Real, 1, Villanueva Del Pardillo, Madrid",40.45211,-4.00707,60000
1,MÁLAGA,5,51590,"GRANADA, 5",MÁLAGA,952212960,"Granada, 5",88979,5º Premio,"6,000","Granada, 5, Málaga, Málaga",36.721261,-4.4212655,60000
1,SAN PEDRO DEL PINATAR,2,53945,"GABRIEL CAÑADAS, 17",MURCIA,968187588,"Gabriel Cañadas, 17",88979,5º Premio,"6,000","Gabriel Cañadas, 17, San Pedro Del Pinatar, Murcia",37.8337936,-0.7922442,60000
1,SALCEDA DE CASELAS,1,86080,"PONTEVEDRA, 15",PONTEVEDRA,986347175,"Pontevedra, 15",88979,5º Premio,"6,000","Pontevedra, 15, Salceda De Caselas, Pontevedra",42.1022472,-8.5567797,60000
1,BORJA,1,93270,"JOAQUÍN COSTA, 22-24",ZARAGOZA,976867056,"Joaquín Costa, 22-24",88979,5º Premio,"6,000","Joaquín Costa, 22-24, Borja, Zaragoza",41.8332939,-1.5335898,60000
0.6,FALCES,,62055,"PLAZA DE LA CRUZ,1",NAVARRA,948714888,"Plaza De La Cruz,1",88979,5º Premio,"6,000","Plaza De La Cruz,1, Falces, Navarra",42.8116084,-1.6412504,36000
0.5,MENGÍBAR,,41425,"CTRA. BAILEN-MOTRIL, 10",JAÉN,953374004,"Ctra. Bailen-Motril, 10",88979,5º Premio,"6,000","Ctra. Bailen-Motril, 10, Mengíbar, Jaén",37.9812488,-3.798133,30000
0.5,VIGO,,87790,"PORTA DO SOL, 12",PONTEVEDRA,986220289,"Porta Do Sol, 12",88979,5º Premio,"6,000","Porta Do Sol, 12, Vigo, Pontevedra",42.2379551,-8.7258126,30000
0.5,ILLESCAS,,77180,"PUERTA DEL SOL, 1",TOLEDO,925541017,"Puerta Del Sol, 1",88979,5º Premio,"6,000","Puerta Del Sol, 1, Illescas, Toledo",40.1237556,-3.8486516,30000
0.4,SARRIÀ DE TER,,33615,"AVINGUDA DE FRANÇA, 242",GIRONA,972171282,"Avinguda De França, 242",88979,5º Premio,"6,000","Avinguda De França, 242, Sarrià De Ter, Girona",42.019627,2.8231823,24000
0.4,GRANADA,,37070,PLAZA NUEVA- KIOSKO No 71,GRANADA,958224290,Plaza Nueva- Kiosko No 71,88979,5º Premio,"6,000","Plaza Nueva- Kiosko No 71, Granada, Granada",37.1767291,-3.5959164,24000
0.4,LAS PALMAS GC,,43305,"MESA DE LEON, 3",LAS PALMAS,928317638,"Mesa De Leon, 3",88979,5º Premio,"6,000","Mesa De Leon, 3, Las Palmas Gc, Las Palmas",28.1018083,-15.4152889,24000
0.4,CUBAS DE LA SAGRA,,97975,"SAN SEBASTIAN, 20",MADRID,918143350,"San Sebastian, 20",88979,5º Premio,"6,000","San Sebastian, 20, Cubas De La Sagra, Madrid",40.1899381,-3.8378009,24000
0.4,SAN ISIDRO,,67905,"CTRA. GRANADILLA - EL MÉDANO KM. 7,7",STA.CRUZ.TFE,922179420,"Ctra. Granadilla - El Médano Km. 7,7",88979,5º Premio,"6,000","Ctra. Granadilla - El Médano Km. 7,7, San Isidro, Sta.Cruz.Tfe",-34.470829,-58.5286102,24000
0.3,ELDA,,3610,"AVDA. JOSE MARTÍNEZ GONZALEZ, 80",ALICANTE,965383452,"Avda. Jose Martínez Gonzalez, 80",88979,5º Premio,"6,000","Avda. Jose Martínez Gonzalez, 80, Elda, Alicante",38.4774166,-0.7858292,18000
0.3,CARBONERAS,,5910,"PLAZA DEL CASTILLO, 22",ALMERÍA,950136327,"Plaza Del Castillo, 22",88979,5º Premio,"6,000","Plaza Del Castillo, 22, Carboneras, Almería",36.9967054,-1.8947372,18000
