cod_mun,municipio,provincia,renta,renta_previa,var_anual
01051,Agurain/Salvatierra,Araba/Álava,5022,4937,1.721693336034029
01001,Alegría-Dulantzi,Araba/Álava,2924,2860,2.237762237762238
01002,Amurrio,Araba/Álava,10295,10071,2.2242081223314467
01049,Añana,Araba/Álava,154,165,-6.666666666666667
01003,Aramaio,Araba/Álava,1456,1507,-3.3842070338420704
01006,Armiñón,Araba/Álava,231,227,1.762114537444934
01037,Arraia-Maeztu,Araba/Álava,799,739,8.119079837618404
01008,Arratzua-Ubarrundia,Araba/Álava,1013,953,6.295907660020986
01004,Artziniega,Araba/Álava,1806,1854,-2.5889967637540456
01009,Asparrena,Araba/Álava,1633,1691,-3.4299231224127738
01010,Ayala/Aiara,Araba/Álava,2950,2894,1.9350380096751902
01011,Baños de Ebro/Mañueta,Araba/Álava,286,314,-8.9171974522293
01013,Barrundia,Araba/Álava,891,904,-1.4380530973451326
01014,Berantevilla,Araba/Álava,462,480,-3.75
01016,Bernedo,Araba/Álava,539,572,-5.769230769230769
01017,Campezo/Kanpezu,Araba/Álava,1080,1146,-5.7591623036649215
01021,Elburgo/Burgelu,Araba/Álava,633,624,1.4423076923076923
01022,Elciego,Araba/Álava,997,1048,-4.866412213740458
01023,Elvillar/Bilar,Araba/Álava,325,363,-10.46831955922865
01047,Erriberabeitia,Araba/Álava,1413,1311,7.780320366132723
01046,Erriberagoitia/Ribera Alta,Araba/Álava,829,787,5.336721728081321
01056,Harana/Valle de Arana,Araba/Álava,226,283,-20.141342756183743
01901,Iruña Oka/Iruña de Oca,Araba/Álava,3471,3043,14.065067367729215
01027,Iruraiz-Gauna,Araba/Álava,530,540,-1.8518518518518516
01019,Kripan,Araba/Álava,175,196,-10.714285714285714
01020,Kuartango,Araba/Álava,395,355,11.267605633802818
01028,Labastida/Bastida,Araba/Álava,1529,1489,2.6863666890530555
01030,Lagrán,Araba/Álava,170,182,-6.593406593406594
01031,Laguardia,Araba/Álava,1469,1541,-4.672290720311486
01032,Lanciego/Lantziego,Araba/Álava,693,690,0.43478260869565216
01902,Lantarón,Araba/Álava,908,909,-0.11001100110011
01033,Lapuebla de Labarca,Araba/Álava,863,859,0.46565774155995343
01036,Laudio/Llodio,Araba/Álava,18005,18461,-2.4700720437679435
01058,Legutio,Araba/Álava,1993,1739,14.606095457159288
01034,Leza,Araba/Álava,219,222,-1.3513513513513513
01039,Moreda de Álava/Moreda Araba,Araba/Álava,212,248,-14.516129032258066
01041,Navaridas,Araba/Álava,196,223,-12.10762331838565
01042,Okondo,Araba/Álava,1195,1159,3.106125970664366
01043,Oyón-Oion,Araba/Álava,3455,3283,5.239110569600975
01044,Peñacerrada-Urizaharra,Araba/Álava,300,278,7.913669064748201
01052,Samaniego,Araba/Álava,308,334,-7.784431137724551
01053,San Millán/Donemiliaga,Araba/Álava,720,720,0
01054,Urkabustaiz,Araba/Álava,1417,1355,4.575645756457565
01055,Valdegovía/Gaubea,Araba/Álava,1047,1079,-2.9657089898053752
01057,Villabuena de Álava/Eskuernaga,Araba/Álava,287,330,-13.030303030303031
01059,Vitoria-Gasteiz,Araba/Álava,252953,240753,5.067434258347768
01060,Yécora/Iekora,Araba/Álava,266,286,-6.993006993006993
01061,Zalduondo,Araba/Álava,192,185,3.783783783783784
01062,Zambrana,Araba/Álava,430,434,-0.9216589861751152
01018,Zigoitia,Araba/Álava,1804,1740,3.67816091954023
01063,Zuia,Araba/Álava,2319,2420,-4.1735537190082646
02001,Abengibre,Albacete,752,859,-12.456344586728754
02002,Alatoz,Albacete,510,587,-13.1175468483816
02003,Albacete,Albacete,172806,171999,0.4691887743533392
02004,Albatana,Albacete,679,784,-13.392857142857142
02005,Alborea,Albacete,685,830,-17.46987951807229
02006,Alcadozo,Albacete,633,732,-13.524590163934427
02007,Alcalá del Júcar,Albacete,1160,1335,-13.108614232209737
02008,Alcaraz,Albacete,1316,1585,-16.971608832807572
02009,Almansa,Albacete,24377,25316,-3.7091167641017537
02010,Alpera,Albacete,2290,2410,-4.979253112033195
02011,Ayna,Albacete,585,788,-25.761421319796955
02012,Balazote,Albacete,2355,2410,-2.2821576763485476
02014,El Ballestero,Albacete,413,459,-10.021786492374728
02013,Balsa de Ves,Albacete,130,182,-28.57142857142857
02015,Barrax,Albacete,1836,2010,-8.656716417910449
02016,Bienservida,Albacete,596,703,-15.220483641536273
02017,Bogarra,Albacete,768,1007,-23.733862959285005
02018,Bonete,Albacete,1025,1226,-16.39477977161501
02019,El Bonillo,Albacete,2717,3010,-9.73421926910299
02020,Carcelén,Albacete,500,633,-21.011058451816748
02021,Casas de Juan Núñez,Albacete,1361,1433,-5.024424284717377
02022,Casas de Lázaro,Albacete,327,453,-27.81456953642384
02023,Casas de Ves,Albacete,565,711,-20.534458509142052
02024,Casas-Ibáñez,Albacete,4530,4805,-5.7232049947970864
02025,Caudete,Albacete,10058,10460,-3.8432122370936908
02026,Cenizate,Albacete,1198,1243,-3.620273531777957
02029,Chinchilla de Monte-Aragón,Albacete,4330,4081,6.101445724087234
02027,Corral-Rubio,Albacete,306,403,-24.069478908188586
02028,Cotillas,Albacete,132,157,-15.92356687898089
02030,Elche de la Sierra,Albacete,3551,3937,-9.804419608839218
02031,Férez,Albacete,629,737,-14.654002713704205
02032,Fuensanta,Albacete,284,369,-23.035230352303522
02033,Fuente-Álamo,Albacete,2445,2657,-7.978923598042906
02034,Fuentealbilla,Albacete,1830,1981,-7.622412922766279
02035,La Gineta,Albacete,2539,2576,-1.436335403726708
02036,Golosalvo,Albacete,99,119,-16.80672268907563
02037,Hellín,Albacete,30305,31202,-2.874815716941222
02038,La Herrera,Albacete,318,350,-9.142857142857142
02039,Higueruela,Albacete,1143,1296,-11.805555555555555
02040,Hoya-Gonzalo,Albacete,604,745,-18.926174496644297
02041,Jorquera,Albacete,365,425,-14.117647058823529
02042,Letur,Albacete,906,1073,-15.563839701770737
02043,Lezuza,Albacete,1326,1585,-16.340694006309146
02044,Liétor,Albacete,1124,1406,-20.056899004267425
02045,Madrigueras,Albacete,4651,4847,-4.043738394883433
02046,Mahora,Albacete,1389,1432,-3.0027932960893855
02047,Masegoso,Albacete,105,117,-10.256410256410255
02048,Minaya,Albacete,1503,1679,-10.48243001786778
02049,Molinicos,Albacete,843,1012,-16.699604743083004
02050,Montalvos,Albacete,86,127,-32.28346456692913
02051,Montealegre del Castillo,Albacete,2038,2240,-9.017857142857142
02052,Motilleja,Albacete,610,588,3.741496598639456
02053,Munera,Albacete,3436,3753,-8.446576072475354
02054,Navas de Jorquera,Albacete,535,550,-2.727272727272727
02055,Nerpio,Albacete,1199,1476,-18.766937669376695
02056,Ontur,Albacete,1965,2239,-12.23760607414024
02057,Ossa de Montiel,Albacete,2241,2633,-14.887960501329282
02058,Paterna del Madera,Albacete,324,440,-26.36363636363636
02060,Peñas de San Pedro,Albacete,1412,1354,4.283604135893649
02059,Peñascosa,Albacete,322,391,-17.647058823529413
02061,Pétrola,Albacete,674,820,-17.804878048780488
02062,Povedilla,Albacete,404,536,-24.62686567164179
02901,Pozo Cañada,Albacete,2800,2865,-2.2687609075043627
02063,Pozohondo,Albacete,1583,1788,-11.465324384787472
02064,Pozo-Lorente,Albacete,391,449,-12.91759465478842
02065,Pozuelo,Albacete,465,573,-18.848167539267017
02066,La Recueja,Albacete,225,310,-27.419354838709676
02067,Riópar,Albacete,1324,1466,-9.686221009549795
02068,Robledo,Albacete,390,459,-15.032679738562091
02069,La Roda,Albacete,15513,16325,-4.973966309341501
02070,Salobre,Albacete,463,585,-20.854700854700855
02071,San Pedro,Albacete,1152,1297,-11.17964533538936
02072,Socovos,Albacete,1738,1952,-10.96311475409836
02073,Tarazona de la Mancha,Albacete,6210,6678,-7.008086253369273
02074,Tobarra,Albacete,7700,8195,-6.0402684563758395
02075,Valdeganga,Albacete,1956,1981,-1.2619888944977284
02076,Vianos,Albacete,327,405,-19.25925925925926
02077,Villa de Ves,Albacete,61,54,12.962962962962962
02078,Villalgordo del Júcar,Albacete,1089,1230,-11.463414634146343
02079,Villamalea,Albacete,4029,4110,-1.9708029197080292
02080,Villapalacios,Albacete,554,685,-19.124087591240876
02081,Villarrobledo,Albacete,25037,26526,-5.613360476513609
02082,Villatoya,Albacete,108,131,-17.557251908396946
02083,Villavaliente,Albacete,216,271,-20.29520295202952
02084,Villaverde de Guadalimar,Albacete,334,405,-17.530864197530864
02085,Viveros,Albacete,332,358,-7.262569832402235
02086,Yeste,Albacete,2584,3183,-18.81872447376689
03002,Agost,Alicante/Alacant,4909,4752,3.303872053872054
03003,Agres,Alicante/Alacant,582,576,1.0416666666666665
03004,Aigües,Alicante/Alacant,1045,1051,-0.570884871550904
03005,Albatera,Alicante/Alacant,12704,11690,8.674080410607358
03006,Alcalalí,Alicante/Alacant,1321,1334,-0.9745127436281859
03007,Alcocer de Planes,Alicante/Alacant,245,222,10.36036036036036
03008,Alcoleja,Alicante/Alacant,186,193,-3.6269430051813467
03009,Alcoy/Alcoi,Alicante/Alacant,59187,60716,-2.5182818367481388
03010,Alfafara,Alicante/Alacant,408,416,-1.9230769230769231
03011,L'Alfàs del Pi,Alicante/Alacant,19615,19802,-0.9443490556509443
03012,Algorfa,Alicante/Alacant,3459,3312,4.438405797101449
03013,Algueña,Alicante/Alacant,1339,1506,-11.088977423638777
03014,Alicante/Alacant,Alicante/Alacant,338768,329325,2.867380247475898
03015,Almoradí,Alicante/Alacant,21303,19280,10.49273858921162
03016,Almudaina,Alicante/Alacant,118,119,-0.8403361344537815
03017,L'Alqueria d'Asnar,Alicante/Alacant,498,517,-3.67504835589942
03018,Altea,Alicante/Alacant,22810,22385,1.8985928076837169
03019,Aspe,Alicante/Alacant,21065,20186,4.354503120974933
03001,L'Atzúbia,Alicante/Alacant,625,677,-7.680945347119645
03020,Balones,Alicante/Alacant,134,147,-8.843537414965986
03021,Banyeres de Mariola,Alicante/Alacant,7103,7225,-1.6885813148788928
03022,Benasau,Alicante/Alacant,167,172,-2.9069767441860463
03023,Beneixama,Alicante/Alacant,1719,1771,-2.9361942405420667
03024,Benejúzar,Alicante/Alacant,5487,5288,3.763237518910741
03025,Benferri,Alicante/Alacant,1934,1881,2.817650186071239
03026,Beniarbeig,Alicante/Alacant,2237,1881,18.92610313662945
03027,Beniardá,Alicante/Alacant,197,209,-5.741626794258373
03028,Beniarrés,Alicante/Alacant,1088,1249,-12.890312249799841
03030,Benidoleig,Alicante/Alacant,1153,1187,-2.864363942712721
03031,Benidorm,Alicante/Alacant,68874,68045,1.2183114115658755
03032,Benifallim,Alicante/Alacant,102,110,-7.2727272727272725
03033,Benifato,Alicante/Alacant,133,193,-31.088082901554404
03029,Benigembla,Alicante/Alacant,477,519,-8.092485549132949
03034,Benijófar,Alicante/Alacant,3303,3355,-1.5499254843517138
03035,Benilloba,Alicante/Alacant,739,790,-6.455696202531645
03036,Benillup,Alicante/Alacant,102,109,-6.422018348623854
03037,Benimantell,Alicante/Alacant,496,483,2.691511387163561
03038,Benimarfull,Alicante/Alacant,398,405,-1.728395061728395
03039,Benimassot,Alicante/Alacant,97,124,-21.774193548387096
03040,Benimeli,Alicante/Alacant,411,411,0
03041,Benissa,Alicante/Alacant,11517,11613,-0.8266597778351847
03042,"Benitachell/Poble Nou de Benitatxell, el",Alicante/Alacant,4481,4540,-1.2995594713656389
03043,Biar,Alicante/Alacant,3632,3719,-2.339338531863404
03044,Bigastro,Alicante/Alacant,6972,6737,3.488199495324328
03045,Bolulla,Alicante/Alacant,424,408,3.9215686274509802
03046,Busot,Alicante/Alacant,3191,3123,2.1773935318603903
03049,Callosa de Segura,Alicante/Alacant,19274,17919,7.561805904347341
03048,Callosa d'en Sarrià,Alicante/Alacant,7677,7653,0.31360250882007057
03047,Calp,Alicante/Alacant,23593,23241,1.5145647777634352
03050,El Campello,Alicante/Alacant,29106,26505,9.813242784380305
03051,El Campo de Mirra/El Camp de Mirra,Alicante/Alacant,428,432,-0.9259259259259258
03052,Cañada,Alicante/Alacant,1191,1240,-3.951612903225806
03053,Castalla,Alicante/Alacant,10798,10304,4.794254658385093
03054,Castell de Castells,Alicante/Alacant,427,446,-4.260089686098654
03075,El Castell de Guadalest,Alicante/Alacant,245,227,7.929515418502203
03055,Catral,Alicante/Alacant,8940,8574,4.268719384184744
03056,Cocentaina,Alicante/Alacant,11459,11424,0.30637254901960786
03057,Confrides,Alicante/Alacant,278,283,-1.76678445229682
03058,Cox,Alicante/Alacant,7405,6975,6.164874551971327
03059,Crevillent,Alicante/Alacant,29659,28269,4.917046941879797
03061,Daya Nueva,Alicante/Alacant,1777,1896,-6.276371308016877
03062,Daya Vieja,Alicante/Alacant,698,596,17.114093959731544
03063,Dénia,Alicante/Alacant,43126,42743,0.8960531549025572
03064,Dolores,Alicante/Alacant,7614,7303,4.258523894290018
03065,Elche/Elx,Alicante/Alacant,235566,227417,3.5832853304722163
03066,Elda,Alicante/Alacant,52580,54357,-3.2691281711647076
03067,Facheca,Alicante/Alacant,104,100,4
03068,Famorca,Alicante/Alacant,45,56,-19.642857142857142
03069,Finestrat,Alicante/Alacant,7428,6099,21.790457452041316
03077,El Fondó de les Neus/El Hondón de las Nieves,Alicante/Alacant,2636,2731,-3.478579274990846
03070,Formentera del Segura,Alicante/Alacant,4380,3995,9.637046307884855
03072,Gaianes,Alicante/Alacant,519,435,19.310344827586206
03071,Gata de Gorgos,Alicante/Alacant,6241,6129,1.8273780388317833
03073,Gorga,Alicante/Alacant,262,255,2.7450980392156863
03074,Granja de Rocamora,Alicante/Alacant,2601,2471,5.2610279239174425
03076,Guardamar del Segura,Alicante/Alacant,15850,15520,2.1262886597938144
03078,Hondón de los Frailes,Alicante/Alacant,1284,1109,15.779981965734896
03079,Ibi,Alicante/Alacant,23692,23569,0.521871950443379
03080,Jacarilla,Alicante/Alacant,1948,2008,-2.9880478087649402
03082,Jávea/Xàbia,Alicante/Alacant,28782,28936,-0.5322090129941941
03083,Jijona/Xixona,Alicante/Alacant,6882,7366,-6.570730382840076
03085,Llíber,Alicante/Alacant,960,927,3.559870550161812
03084,Lorcha/L'Orxa,Alicante/Alacant,581,717,-18.967921896792188
03086,Millena,Alicante/Alacant,243,208,16.826923076923077
03088,Monforte del Cid,Alicante/Alacant,8543,7749,10.246483417215124
03089,Monóvar/Monòver,Alicante/Alacant,12185,12683,-3.9265158085626433
03903,Los Montesinos,Alicante/Alacant,5115,4852,5.420445177246496
03091,Murla,Alicante/Alacant,533,554,-3.790613718411552
03092,Muro de Alcoy,Alicante/Alacant,9329,8993,3.7362392972311795
03090,Mutxamel,Alicante/Alacant,25798,23213,11.136001378537888
03093,Novelda,Alicante/Alacant,25578,26573,-3.7444022127723633
03094,La Nucia,Alicante/Alacant,18180,17096,6.340664482919982
03095,Ondara,Alicante/Alacant,7082,6568,7.825822168087698
03096,Onil,Alicante/Alacant,7612,7676,-0.8337675872850442
03097,Orba,Alicante/Alacant,2288,2272,0.7042253521126761
03099,Orihuela,Alicante/Alacant,78486,79889,-1.7561867090588192
03098,Orxeta,Alicante/Alacant,821,875,-6.171428571428572
03100,Parcent,Alicante/Alacant,1004,1034,-2.9013539651837523
03101,Pedreguer,Alicante/Alacant,7968,7434,7.183212267958031
03102,Pego,Alicante/Alacant,10247,10418,-1.6413899020925322
03103,Penàguila,Alicante/Alacant,278,327,-14.984709480122325
03104,Petrer,Alicante/Alacant,34055,34690,-1.8304987027961948
03902,Pilar de la Horadada,Alicante/Alacant,22626,20836,8.590900364753312
03105,El Pinós/Pinoso,Alicante/Alacant,8150,7742,5.269956083699302
03106,Planes,Alicante/Alacant,697,814,-14.373464373464373
03901,Els Poblets,Alicante/Alacant,2724,3029,-10.069329811819081
03107,Polop,Alicante/Alacant,5095,4159,22.50540995431594
03060,Quatretondeta,Alicante/Alacant,117,110,6.363636363636363
03109,Rafal,Alicante/Alacant,4583,4203,9.041161075422318
03110,El Ràfol d'Almúnia,Alicante/Alacant,674,704,-4.261363636363636
03111,Redován,Alicante/Alacant,8025,7562,6.12271885744512
03112,Relleu,Alicante/Alacant,1184,1208,-1.9867549668874174
03113,Rojales,Alicante/Alacant,16295,17986,-9.401756922050483
03114,La Romana,Alicante/Alacant,2530,2463,2.7202598457166056
03115,Sagra,Alicante/Alacant,427,439,-2.733485193621868
03116,Salinas,Alicante/Alacant,1643,1577,4.185161699429296
03118,San Fulgencio,Alicante/Alacant,8823,9572,-7.824905975762642
03904,San Isidro,Alicante/Alacant,2139,1925,11.116883116883116
03120,San Miguel de Salinas,Alicante/Alacant,6662,6391,4.240337975277734
03122,San Vicente del Raspeig/Sant Vicent del Raspeig,Alicante/Alacant,58925,54781,7.5646665814789795
03117,Sanet y Negrals,Alicante/Alacant,692,660,4.848484848484849
03119,Sant Joan d'Alacant,Alicante/Alacant,24354,22438,8.539085479989303
03121,Santa Pola,Alicante/Alacant,34453,32454,6.159487274295927
03123,Sax,Alicante/Alacant,9933,9883,0.5059192552868562
03124,Sella,Alicante/Alacant,579,607,-4.612850082372323
03125,Senija,Alicante/Alacant,606,601,0.8319467554076538
03127,Tàrbena,Alicante/Alacant,634,721,-12.066574202496533
03128,Teulada,Alicante/Alacant,11608,12094,-4.018521580949231
03129,Tibi,Alicante/Alacant,1698,1704,-0.35211267605633806
03130,Tollos,Alicante/Alacant,39,44,-11.363636363636363
03131,Tormos,Alicante/Alacant,331,356,-7.02247191011236
03132,Torremanzanas/la Torre de les Maçanes,Alicante/Alacant,687,742,-7.412398921832884
03133,Torrevieja,Alicante/Alacant,83740,90097,-7.055728825599076
03134,La Vall d'Alcalà,Alicante/Alacant,165,180,-8.333333333333332
03136,Vall de Gallinera,Alicante/Alacant,505,657,-23.13546423135464
03137,La Vall de Laguar,Alicante/Alacant,848,934,-9.207708779443255
03135,La Vall d'Ebo,Alicante/Alacant,207,278,-25.539568345323744
03138,El Verger,Alicante/Alacant,4856,4856,0
03139,Villajoyosa/La Vila Joiosa,Alicante/Alacant,34719,32649,6.340163557842507
03140,Villena,Alicante/Alacant,33992,34747,-2.172849454629177
03081,Xaló,Alicante/Alacant,2935,2875,2.086956521739131
04001,Abla,Almería,1260,1459,-13.639479095270735
04002,Abrucena,Almería,1212,1352,-10.355029585798817
04003,Adra,Almería,25482,24375,4.541538461538462
04004,Albanchez,Almería,720,745,-3.3557046979865772
04005,Alboloduy,Almería,614,684,-10.23391812865497
04006,Albox,Almería,12336,10885,13.330271015158477
04007,Alcolea,Almería,853,911,-6.366630076838639
04008,Alcóntar,Almería,550,624,-11.858974358974358
04009,Alcudia de Monteagud,Almería,128,158,-18.9873417721519
04010,Alhabia,Almería,677,686,-1.3119533527696794
04011,Alhama de Almería,Almería,3744,3841,-2.5253840145795365
04012,Alicún,Almería,203,268,-24.253731343283583
04013,Almería,Almería,200273,189680,5.58466891606917
04014,Almócita,Almería,197,190,3.684210526315789
04015,Alsodux,Almería,132,151,-12.582781456953644
04016,Antas,Almería,3354,3261,2.8518859245630175
04017,Arboleas,Almería,4666,4534,2.9113365681517425
04018,Armuña de Almanzora,Almería,310,347,-10.662824207492795
04019,Bacares,Almería,246,286,-13.986013986013987
04904,Balanegra,Almería,3062,NA,NA
04020,Bayárcal,Almería,322,377,-14.588859416445624
04021,Bayarque,Almería,218,224,-2.6785714285714284
04022,Bédar,Almería,977,942,3.715498938428875
04023,Beires,Almería,133,115,15.65217391304348
04024,Benahadux,Almería,4534,4185,8.339307048984468
04026,Benitagla,Almería,59,75,-21.333333333333336
04027,Benizalón,Almería,259,289,-10.380622837370241
04028,Bentarique,Almería,240,277,-13.357400722021662
04029,Berja,Almería,12623,15155,-16.7073573078192
04030,Canjáyar,Almería,1175,1439,-18.34607366226546
04031,Cantoria,Almería,3432,3849,-10.83398285268901
04032,Carboneras,Almería,8195,7881,3.984265956096942
04033,Castro de Filabres,Almería,114,159,-28.30188679245283
04036,Chercos,Almería,291,301,-3.322259136212625
04037,Chirivel,Almería,1506,1780,-15.393258426966291
04034,Cóbdar,Almería,169,161,4.968944099378882
04035,Cuevas del Almanzora,Almería,14567,13139,10.868407032498668
04038,Dalías,Almería,4092,4007,2.1212877464437234
04902,El Ejido,Almería,83310,80839,3.0566929328665617
04041,Enix,Almería,540,426,26.76056338028169
04043,Felix,Almería,664,663,0.1508295625942685
04044,Fines,Almería,2147,2227,-3.592276605298608
04045,Fiñana,Almería,2001,2364,-15.355329949238577
04046,Fondón,Almería,1033,990,4.343434343434343
04047,Gádor,Almería,3003,3190,-5.862068965517241
04048,Los Gallardos,Almería,3008,3401,-11.555424875036755
04049,Garrucha,Almería,9826,8529,15.206941024739127
04050,Gérgal,Almería,1101,1072,2.7052238805970146
04051,Huécija,Almería,487,523,-6.8833652007648185
04052,Huércal de Almería,Almería,18110,16298,11.117928580193889
04053,Huércal-Overa,Almería,19656,18188,8.071255773037167
04054,Íllar,Almería,431,423,1.8912529550827424
04055,Instinción,Almería,462,469,-1.4925373134328357
04056,Laroya,Almería,195,167,16.766467065868262
04057,Láujar de Andarax,Almería,1591,1736,-8.352534562211982
04058,Líjar,Almería,402,462,-12.987012987012985
04059,Lubrín,Almería,1493,1666,-10.384153661464586
04060,Lucainena de las Torres,Almería,582,648,-10.185185185185185
04061,Lúcar,Almería,778,883,-11.89127972819932
04062,Macael,Almería,5483,5951,-7.864224500084019
04063,María,Almería,1236,1385,-10.75812274368231
04064,Mojácar,Almería,7210,7085,1.7642907551164433
04903,La Mojonera,Almería,8967,8476,5.792826805096744
04065,Nacimiento,Almería,488,513,-4.8732943469785575
04066,Níjar,Almería,31558,28223,11.81660347943167
04067,Ohanes,Almería,560,711,-21.237693389592124
04068,Olula de Castro,Almería,188,191,-1.5706806282722512
04069,Olula del Río,Almería,6254,6486,-3.5769349367869254
04070,Oria,Almería,2254,2587,-12.872052570545033
04071,Padules,Almería,435,519,-16.184971098265898
04072,Partaloa,Almería,1007,867,16.147635524798154
04073,Paterna del Río,Almería,388,433,-10.392609699769054
04074,Pechina,Almería,4156,3756,10.649627263045794
04075,Pulpí,Almería,10642,8692,22.43442245743212
04076,Purchena,Almería,1615,1731,-6.701328711727325
04077,Rágol,Almería,305,362,-15.745856353591158
04078,Rioja,Almería,1507,1353,11.38211382113821
04079,Roquetas de Mar,Almería,98364,86799,13.323886219887326
04080,Santa Cruz de Marchena,Almería,190,232,-18.103448275862068
04081,Santa Fe de Mondújar,Almería,478,466,2.575107296137339
04082,Senés,Almería,297,309,-3.8834951456310676
04083,Serón,Almería,2051,2325,-11.78494623655914
04084,Sierro,Almería,380,433,-12.240184757505773
04085,Somontín,Almería,449,522,-13.984674329501914
04086,Sorbas,Almería,2459,2696,-8.79080118694362
04087,Suflí,Almería,197,245,-19.591836734693878
04088,Tabernas,Almería,3882,3588,8.193979933110368
04089,Taberno,Almería,997,1123,-11.219946571682991
04090,Tahal,Almería,350,489,-28.425357873210633
04091,Terque,Almería,366,446,-17.937219730941703
04092,Tíjola,Almería,3517,3824,-8.028242677824268
04901,Las Tres Villas,Almería,564,662,-14.803625377643503
04093,Turre,Almería,3969,3718,6.750941366325981
04094,Turrillas,Almería,258,227,13.656387665198238
04095,Uleila del Campo,Almería,821,962,-14.656964656964657
04096,Urrácal,Almería,366,336,8.928571428571429
04097,Velefique,Almería,235,296,-20.60810810810811
04098,Vélez-Blanco,Almería,1952,2171,-10.087517273146016
04099,Vélez-Rubio,Almería,6507,6932,-6.130986728216965
04100,Vera,Almería,17607,14650,20.18430034129693
04101,Viator,Almería,6077,5459,11.320754716981133
04102,Vícar,Almería,27227,23482,15.948385997785538
04103,Zurgena,Almería,2872,3067,-6.3580045647212255
05001,Adanero,Ávila,196,264,-25.757575757575758
05002,La Adrada,Ávila,2752,2685,2.495344506517691
05005,Albornos,Ávila,171,218,-21.55963302752294
05007,Aldeanueva de Santa Cruz,Ávila,114,135,-15.555555555555555
05008,Aldeaseca,Ávila,218,277,-21.299638989169676
05010,La Aldehuela,Ávila,150,203,-26.108374384236456
05012,Amavida,Ávila,127,174,-27.011494252873565
05013,El Arenal,Ávila,942,1027,-8.27653359298929
05014,Arenas de San Pedro,Ávila,6431,6870,-6.390101892285298
05015,Arevalillo,Ávila,67,104,-35.57692307692308
05016,Arévalo,Ávila,7896,8098,-2.4944430723635462
05017,Aveinte,Ávila,82,92,-10.869565217391305
05018,Avellaneda,Ávila,27,32,-15.625
05019,Ávila,Ávila,58120,59482,-2.289768333277294
05021,El Barco de Ávila,Ávila,2310,2688,-14.0625
05022,El Barraco,Ávila,1970,2073,-4.968644476603956
05023,Barromán,Ávila,181,203,-10.83743842364532
05024,Becedas,Ávila,182,266,-31.57894736842105
05025,Becedillas,Ávila,77,117,-34.18803418803419
05026,Bercial de Zapardiel,Ávila,192,246,-21.951219512195124
05027,Las Berlanas,Ávila,335,365,-8.21917808219178
05029,Bernuy-Zapardiel,Ávila,90,138,-34.78260869565217
05030,Berrocalejo de Aragona,Ávila,49,49,0
05033,Blascomillán,Ávila,181,210,-13.80952380952381
05034,Blasconuño de Matacabras,Ávila,15,18,-16.666666666666664
05035,Blascosancho,Ávila,101,105,-3.8095238095238098
05036,El Bohodón,Ávila,117,142,-17.6056338028169
05037,Bohoyo,Ávila,232,324,-28.39506172839506
05038,Bonilla de la Sierra,Ávila,131,136,-3.6764705882352944
05039,Brabos,Ávila,45,55,-18.181818181818183
05040,Bularros,Ávila,63,80,-21.25
05041,Burgohondo,Ávila,1227,1302,-5.76036866359447
05042,Cabezas de Alambre,Ávila,160,177,-9.6045197740113
05043,Cabezas del Pozo,Ávila,68,87,-21.839080459770116
05044,Cabezas del Villar,Ávila,271,316,-14.240506329113925
05045,Cabizuela,Ávila,82,113,-27.43362831858407
05046,Canales,Ávila,39,49,-20.408163265306122
05047,Candeleda,Ávila,5043,5223,-3.4462952326249283
05048,Cantiveros,Ávila,101,143,-29.37062937062937
05049,Cardeñosa,Ávila,427,495,-13.737373737373737
05051,La Carrera,Ávila,163,212,-23.11320754716981
05052,Casas del Puerto,Ávila,83,106,-21.69811320754717
05053,Casasola,Ávila,71,89,-20.224719101123593
05054,Casavieja,Ávila,1433,1578,-9.188846641318124
05055,Casillas,Ávila,635,808,-21.41089108910891
05056,Castellanos de Zapardiel,Ávila,94,101,-6.9306930693069315
05057,Cebreros,Ávila,3254,3505,-7.161198288159771
05058,Cepeda la Mora,Ávila,71,90,-21.11111111111111
05067,Chamartín,Ávila,68,91,-25.274725274725274
05059,Cillán,Ávila,82,116,-29.310344827586203
05060,Cisla,Ávila,103,138,-25.36231884057971
05061,La Colilla,Ávila,341,342,-0.29239766081871343
05062,Collado de Contreras,Ávila,160,237,-32.48945147679325
05063,Collado del Mirón,Ávila,31,45,-31.11111111111111
05064,Constanzana,Ávila,107,123,-13.008130081300814
05065,Crespos,Ávila,496,536,-7.462686567164178
05066,Cuevas del Valle,Ávila,514,541,-4.990757855822551
05903,Diego del Carpio,Ávila,118,174,-32.18390804597701
05069,Donjimeno,Ávila,73,95,-23.157894736842106
05070,Donvidas,Ávila,30,44,-31.818181818181817
05072,Espinosa de los Caballeros,Ávila,110,108,1.8518518518518516
05073,Flores de Ávila,Ávila,287,343,-16.3265306122449
05074,Fontiveros,Ávila,736,836,-11.961722488038278
05075,Fresnedilla,Ávila,110,111,-0.9009009009009009
05076,El Fresno,Ávila,592,572,3.4965034965034967
05077,Fuente el Saúz,Ávila,158,196,-19.387755102040817
05078,Fuentes de Año,Ávila,96,135,-28.888888888888886
05079,Gallegos de Altamiros,Ávila,64,63,1.5873015873015872
05080,Gallegos de Sobrinos,Ávila,36,74,-51.35135135135135
05081,Garganta del Villar,Ávila,42,47,-10.638297872340425
05082,Gavilanes,Ávila,577,657,-12.1765601217656
05083,Gemuño,Ávila,147,161,-8.695652173913043
