cod_mun,municipio,provincia,Alemania,EE.UU.,Francia,Italia,Otros,Países Bajos,Reino Unido,turistas
08094,"Granada, La",Barcelona,0.0,0.0,95.0,0.0,0.0,0.0,0.0,95.0
08096,Granollers,Barcelona,5763.0,2185.0,10267.0,3921.0,26993.0,3534.0,3749.0,56412.0
08097,Gualba,Barcelona,0.0,0.0,147.0,0.0,0.0,0.0,0.0,147.0
08098,Sant Salvador de Guardiola,Barcelona,0.0,0.0,381.0,31.0,0.0,204.0,0.0,616.0
08099,Guardiola de Berguedà,Barcelona,0.0,0.0,855.0,0.0,354.0,330.0,0.0,1539.0
08100,Gurb,Barcelona,2238.0,113.0,2183.0,729.0,5354.0,1132.0,601.0,12350.0
08101,"Hospitalet de Llobregat, L'",Barcelona,28285.0,32351.0,35878.0,20414.0,228840.0,16386.0,30964.0,393118.0
08102,Igualada,Barcelona,1994.0,531.0,3224.0,548.0,6762.0,1244.0,785.0,15088.0
08103,Jorba,Barcelona,64.0,0.0,79.0,0.0,240.0,0.0,0.0,383.0
08104,"Llacuna, La",Barcelona,0.0,0.0,158.0,0.0,0.0,37.0,36.0,231.0
08105,"Llagosta, La",Barcelona,34.0,0.0,548.0,0.0,335.0,0.0,0.0,917.0
08106,Llinars del Vallès,Barcelona,7970.0,822.0,9297.0,4159.0,21686.0,2201.0,1261.0,47396.0
08107,Lliçà d'Amunt,Barcelona,559.0,155.0,1201.0,73.0,660.0,729.0,243.0,3620.0
08108,Lliçà de Vall,Barcelona,1284.0,35.0,1532.0,808.0,3456.0,568.0,145.0,7828.0
08109,Lluçà,Barcelona,0.0,0.0,210.0,0.0,38.0,68.0,0.0,316.0
08110,Malgrat de Mar,Barcelona,24432.0,2098.0,21127.0,4056.0,44014.0,18334.0,22489.0,136550.0
08112,Manlleu,Barcelona,999.0,0.0,1264.0,0.0,3214.0,479.0,62.0,6018.0
08113,Manresa,Barcelona,3198.0,1755.0,12567.0,1862.0,25421.0,5662.0,1859.0,52324.0
08114,Martorell,Barcelona,3394.0,659.0,4539.0,1156.0,15366.0,3134.0,1092.0,29340.0
08115,Martorelles,Barcelona,0.0,0.0,485.0,0.0,0.0,0.0,0.0,485.0
08116,"Masies de Roda, Les",Barcelona,98.0,0.0,327.0,0.0,219.0,259.0,0.0,903.0
08117,"Masies de Voltregà, Les",Barcelona,0.0,0.0,39.0,0.0,75.0,31.0,0.0,145.0
08118,"Masnou, El",Barcelona,2419.0,1674.0,5022.0,1658.0,8336.0,1987.0,2218.0,23314.0
08119,Masquefa,Barcelona,407.0,32.0,489.0,42.0,515.0,0.0,47.0,1532.0
08120,Matadepera,Barcelona,65.0,31.0,611.0,0.0,119.0,588.0,32.0,1446.0
08121,Mataró,Barcelona,10639.0,4466.0,25495.0,6130.0,54080.0,14562.0,6113.0,121485.0
08122,Mediona,Barcelona,0.0,0.0,255.0,0.0,0.0,180.0,32.0,467.0
08123,Molins de Rei,Barcelona,1699.0,1332.0,2880.0,977.0,5171.0,954.0,1184.0,14197.0
08124,Mollet del Vallès,Barcelona,2523.0,796.0,4804.0,1516.0,11912.0,1510.0,1182.0,24243.0
08125,Montcada i Reixac,Barcelona,2567.0,1059.0,7027.0,1551.0,15175.0,2002.0,3872.0,33253.0
08126,Montgat,Barcelona,884.0,506.0,1912.0,1237.0,2390.0,704.0,671.0,8304.0
08127,Monistrol de Montserrat,Barcelona,0.0,382.0,1555.0,30.0,594.0,315.0,285.0,3161.0
08129,Muntanyola,Barcelona,0.0,0.0,100.0,0.0,0.0,64.0,0.0,164.0
08135,Montmeló,Barcelona,838.0,0.0,2003.0,846.0,721.0,197.0,685.0,5290.0
08136,Montornès del Vallès,Barcelona,1560.0,483.0,3797.0,1342.0,6717.0,779.0,694.0,15372.0
08138,Moià,Barcelona,256.0,0.0,1206.0,0.0,515.0,717.0,313.0,3007.0
08139,Mura,Barcelona,0.0,0.0,106.0,0.0,0.0,343.0,0.0,449.0
08140,Navarcles,Barcelona,0.0,0.0,82.0,0.0,30.0,34.0,0.0,146.0
08141,Navàs,Barcelona,0.0,0.0,291.0,0.0,0.0,30.0,0.0,321.0
08143,Òdena,Barcelona,541.0,0.0,1084.0,63.0,325.0,456.0,35.0,2504.0
08144,Olvan,Barcelona,0.0,0.0,820.0,0.0,63.0,106.0,35.0,1024.0
08145,Olèrdola,Barcelona,224.0,0.0,857.0,0.0,100.0,221.0,80.0,1482.0
08146,Olesa de Bonesvalls,Barcelona,151.0,0.0,539.0,0.0,0.0,115.0,47.0,852.0
08147,Olesa de Montserrat,Barcelona,1320.0,32.0,1208.0,50.0,1340.0,295.0,386.0,4631.0
08148,Olivella,Barcelona,651.0,363.0,2339.0,641.0,640.0,877.0,2256.0,7767.0
08149,Olost,Barcelona,0.0,0.0,603.0,0.0,292.0,142.0,0.0,1037.0
08150,Orís,Barcelona,136.0,0.0,407.0,0.0,318.0,188.0,0.0,1049.0
08151,Oristà,Barcelona,0.0,0.0,294.0,0.0,116.0,0.0,0.0,410.0
08152,Orpí,Barcelona,0.0,0.0,34.0,0.0,0.0,86.0,35.0,155.0
08155,Palafolls,Barcelona,1939.0,187.0,5040.0,804.0,4191.0,1389.0,1675.0,15225.0
08156,Palau-solità i Plegamans,Barcelona,978.0,263.0,1468.0,500.0,2257.0,867.0,769.0,7102.0
08157,Pallejà,Barcelona,818.0,119.0,1211.0,187.0,482.0,206.0,115.0,3138.0
08158,"Papiol, El",Barcelona,110.0,33.0,647.0,74.0,111.0,0.0,0.0,975.0
08159,Parets del Vallès,Barcelona,1334.0,36.0,2260.0,643.0,4851.0,1039.0,662.0,10825.0
08161,Piera,Barcelona,1466.0,262.0,1917.0,594.0,2895.0,985.0,852.0,8971.0
08163,Pineda de Mar,Barcelona,6486.0,1466.0,15319.0,2606.0,24437.0,11386.0,11289.0,72989.0
08165,"Pobla de Claramunt, La",Barcelona,221.0,0.0,707.0,0.0,30.0,254.0,146.0,1358.0
08167,Polinyà,Barcelona,621.0,0.0,453.0,93.0,1160.0,36.0,34.0,2397.0
08169,"Prat de Llobregat, El",Barcelona,38729.0,50943.0,66241.0,41307.0,346903.0,20284.0,46366.0,610773.0
08170,"Prats de Rei, Els",Barcelona,0.0,0.0,530.0,0.0,293.0,0.0,0.0,823.0
08172,Premià de Mar,Barcelona,1580.0,899.0,2953.0,1064.0,4592.0,1220.0,1380.0,13688.0
08175,Puig-reig,Barcelona,0.0,0.0,175.0,0.0,0.0,40.0,0.0,215.0
08176,Pujalt,Barcelona,43.0,0.0,489.0,0.0,187.0,234.0,0.0,953.0
