cod_ine,Alemania,EE.UU.,Francia,Italia,Países Bajos,Reino Unido,Total,Otros,municipio,provincia,censo
08248,219.0,33.0,419.0,34.0,126.0,94.0,1744.0,819.0,Santa Eulàlia de Ronçana,Barcelona,7916.0
08249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Santa Fe del Penedès,Barcelona,360.0
08250,242.0,0.0,320.0,40.0,42.0,0.0,1518.0,874.0,Santa Margarida de Montbui,Barcelona,10519.0
08251,156.0,0.0,498.0,0.0,67.0,0.0,2144.0,1423.0,Santa Margarida i els Monjos,Barcelona,7718.0
08252,841.0,616.0,1611.0,485.0,589.0,775.0,12109.0,7192.0,Barberà del Vallès,Barcelona,33644.0
08253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Santa Maria de Besora,Barcelona,164.0
08254,70.0,0.0,301.0,0.0,202.0,35.0,1338.0,730.0,L'Esquirol,Barcelona,2275.0
08255,0.0,0.0,48.0,0.0,0.0,0.0,337.0,289.0,Santa Maria de Merlès,Barcelona,175.0
08256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Santa Maria de Martorelles,Barcelona,872.0
08257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Santa Maria de Miralles,Barcelona,137.0
08258,36.0,0.0,219.0,0.0,43.0,0.0,1015.0,717.0,Santa Maria d'Oló,Barcelona,1078.0
08259,445.0,0.0,777.0,158.0,239.0,110.0,2815.0,1086.0,Santa Maria de Palautordera,Barcelona,9994.0
08260,3615.0,509.0,3408.0,1958.0,1036.0,1011.0,23636.0,12099.0,Santa Perpètua de Mogoda,Barcelona,25936.0
08261,16498.0,1943.0,15962.0,2166.0,18391.0,21215.0,107184.0,31009.0,Santa Susanna,Barcelona,3999.0
08262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sant Vicenç de Castellet,Barcelona,10131.0
08263,414.0,243.0,1086.0,237.0,346.0,278.0,4316.0,1712.0,Sant Vicenç dels Horts,Barcelona,28595.0
08264,737.0,429.0,1308.0,201.0,641.0,612.0,6344.0,2416.0,Sant Vicenç de Montalt,Barcelona,6725.0
08265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sant Vicenç de Torelló,Barcelona,2090.0
08266,1666.0,896.0,3310.0,1014.0,1260.0,1278.0,17686.0,8262.0,Cerdanyola del Vallès,Barcelona,57831.0
08267,173.0,0.0,321.0,0.0,283.0,168.0,1968.0,1023.0,Sentmenat,Barcelona,9523.0
08268,0.0,0.0,654.0,0.0,293.0,0.0,1935.0,988.0,Cercs,Barcelona,1193.0
08269,127.0,0.0,467.0,0.0,411.0,136.0,2200.0,1059.0,Seva,Barcelona,3801.0
08270,9754.0,11621.0,18977.0,9428.0,6772.0,29942.0,131755.0,45261.0,Sitges,Barcelona,32496.0
08271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sobremunt,Barcelona,101.0
08272,0.0,0.0,0.0,0.0,50.0,0.0,503.0,453.0,Sora,Barcelona,219.0
08273,449.0,66.0,910.0,198.0,313.0,214.0,3843.0,1693.0,Subirats,Barcelona,3287.0
08274,0.0,0.0,187.0,0.0,73.0,32.0,915.0,623.0,Súria,Barcelona,6072.0
08275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tavèrnoles,Barcelona,341.0
08276,31.0,0.0,178.0,0.0,46.0,35.0,1099.0,809.0,Tagamanent,Barcelona,339.0
08277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Talamanca,Barcelona,212.0
08278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Taradell,Barcelona,6828.0
08279,2871.0,1981.0,8039.0,1522.0,3841.0,1986.0,37794.0,17554.0,Terrassa,Barcelona,228294.0
08280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tavertet,Barcelona,131.0
08281,290.0,284.0,516.0,307.0,222.0,518.0,3525.0,1388.0,Teià,Barcelona,6812.0
08282,236.0,35.0,599.0,101.0,257.0,219.0,2495.0,1048.0,Tiana,Barcelona,9323.0
08283,110.0,0.0,112.0,0.0,50.0,38.0,924.0,614.0,Tona,Barcelona,8499.0
08284,876.0,266.0,1807.0,880.0,651.0,565.0,8157.0,3112.0,Tordera,Barcelona,18795.0
08285,0.0,0.0,142.0,0.0,33.0,0.0,966.0,791.0,Torelló,Barcelona,15107.0
08286,0.0,0.0,87.0,0.0,83.0,0.0,713.0,543.0,La Torre de Claramunt,Barcelona,4115.0
08287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Torrelavit,Barcelona,1509.0
08288,40.0,0.0,295.0,0.0,135.0,169.0,1209.0,570.0,Torrelles de Foix,Barcelona,2662.0
08289,0.0,0.0,0.0,0.0,81.0,0.0,561.0,480.0,Torrelles de Llobregat,Barcelona,6136.0
08290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ullastrell,Barcelona,2179.0
08291,124.0,32.0,322.0,0.0,67.0,33.0,1534.0,956.0,Vacarisses,Barcelona,7549.0
08292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vallbona d'Anoia,Barcelona,1405.0
08293,31.0,0.0,108.0,0.0,67.0,40.0,644.0,398.0,Vallcebre,Barcelona,272.0
08294,92.0,0.0,265.0,0.0,59.0,0.0,1050.0,634.0,Vallgorguina,Barcelona,3203.0
08295,139.0,44.0,653.0,32.0,804.0,232.0,3169.0,1265.0,Vallirana,Barcelona,15952.0
08296,201.0,104.0,773.0,107.0,274.0,328.0,2887.0,1100.0,Vallromanes,Barcelona,2749.0
08297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Veciana,Barcelona,175.0
08298,1495.0,262.0,2593.0,426.0,1000.0,910.0,13107.0,6421.0,Vic,Barcelona,49333.0
08299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vilada,Barcelona,443.0
08300,0.0,0.0,260.0,0.0,101.0,0.0,1129.0,768.0,Viladecavalls,Barcelona,7790.0
08301,3099.0,2200.0,5383.0,2093.0,2330.0,2561.0,30935.0,13269.0,Viladecans,Barcelona,67179.0
08302,68.0,0.0,167.0,0.0,36.0,0.0,1026.0,755.0,Vilanova del Camí,Barcelona,12853.0
08303,0.0,0.0,333.0,0.0,116.0,41.0,1274.0,784.0,Vilanova de Sau,Barcelona,317.0
08304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vilobí del Penedès,Barcelona,1149.0
08305,1624.0,512.0,2791.0,716.0,1647.0,799.0,14241.0,6152.0,Vilafranca del Penedès,Barcelona,41541.0
08306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vilalba Sasserra,Barcelona,780.0
08307,2999.0,1766.0,11366.0,3323.0,3105.0,5526.0,41901.0,13816.0,Vilanova i la Geltrú,Barcelona,70293.0
08308,0.0,0.0,408.0,0.0,277.0,0.0,1423.0,738.0,Viver i Serrateix,Barcelona,173.0
08901,0.0,0.0,50.0,0.0,0.0,0.0,362.0,312.0,Rupit i Pruit,Barcelona,281.0
08902,211.0,0.0,362.0,63.0,75.0,85.0,1919.0,1123.0,Vilanova del Vallès,Barcelona,5644.0
08903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sant Julià de Cerdanyola,Barcelona,231.0
08904,0.0,0.0,43.0,0.0,0.0,0.0,117.0,74.0,Badia del Vallès,Barcelona,13109.0
08905,0.0,0.0,75.0,0.0,0.0,0.0,289.0,214.0,La Palma de Cervelló,Barcelona,3048.0
09001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Abajas,Burgos,28.0
09003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Adrada de Haza,Burgos,205.0
09006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aguas Cándidas,Burgos,59.0
09007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aguilar de Bureba,Burgos,50.0
09009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Albillos,Burgos,215.0
09010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alcocero de Mola,Burgos,41.0
09011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alfoz de Bricia,Burgos,68.0
09012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alfoz de Santa Gadea,Burgos,101.0
09013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Altable,Burgos,46.0
09014,0.0,0.0,32.0,0.0,0.0,0.0,274.0,242.0,Los Altos,Burgos,186.0
09016,160.0,0.0,2459.0,0.0,213.0,30.0,5397.0,2535.0,Ameyugo,Burgos,107.0
09017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Anguix,Burgos,158.0
09018,1406.0,290.0,1719.0,372.0,872.0,305.0,9031.0,4067.0,Aranda de Duero,Burgos,33675.0
09019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arandilla,Burgos,155.0
09020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arauzo de Miel,Burgos,272.0
09021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arauzo de Salce,Burgos,46.0
09022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arauzo de Torre,Burgos,61.0
09023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arcos,Burgos,1838.0
09024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arenillas de Riopisuerga,Burgos,169.0
09025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arija,Burgos,115.0
09026,0.0,0.0,231.0,0.0,205.0,0.0,990.0,554.0,Arlanzón,Burgos,427.0
09027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arraya de Oca,Burgos,53.0
09029,51.0,0.0,829.0,0.0,0.0,0.0,1725.0,845.0,Atapuerca,Burgos,182.0
09030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Los Ausines,Burgos,165.0
09032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Avellanosa de Muñó,Burgos,97.0
09033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bahabón de Esgueva,Burgos,84.0
09034,181.0,0.0,929.0,0.0,94.0,0.0,2235.0,1031.0,Los Balbases,Burgos,306.0
09035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baños de Valdearados,Burgos,320.0
09036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bañuelos de Bureba,Burgos,31.0
09037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barbadillo de Herreros,Burgos,104.0
09038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barbadillo del Mercado,Burgos,133.0
09039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barbadillo del Pez,Burgos,66.0
09041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barrio de Muñó,Burgos,32.0
09043,31.0,0.0,64.0,0.0,0.0,0.0,395.0,300.0,Los Barrios de Bureba,Burgos,178.0
09044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barrios de Colina,Burgos,55.0
09045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Basconcillos del Tozo,Burgos,294.0
09046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bascuñana,Burgos,18.0
09047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belbimbre,Burgos,55.0
09048,205.0,61.0,662.0,172.0,358.0,31.0,2705.0,1216.0,Belorado,Burgos,1836.0
09050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Berberana,Burgos,48.0
09051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Berlangas de Roa,Burgos,203.0
09052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Berzosa de Bureba,Burgos,26.0
09054,0.0,0.0,101.0,0.0,0.0,0.0,492.0,391.0,Bozoó,Burgos,102.0
09055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brazacorta,Burgos,45.0
09056,1275.0,45.0,9189.0,189.0,948.0,371.0,18945.0,6928.0,Briviesca,Burgos,6547.0
09057,0.0,0.0,44.0,0.0,0.0,0.0,160.0,116.0,Bugedo,Burgos,191.0
09058,0.0,0.0,706.0,0.0,0.0,0.0,1099.0,393.0,Buniel,Burgos,611.0
09059,7602.0,2429.0,17689.0,2676.0,6548.0,2753.0,63925.0,24228.0,Burgos,Burgos,176551.0
09060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Busto de Bureba,Burgos,143.0
09061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cabañes de Esgueva,Burgos,149.0
09062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cabezón de la Sierra,Burgos,36.0
09063,221.0,0.0,639.0,0.0,132.0,0.0,1566.0,574.0,Cavia,Burgos,252.0
09064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Caleruega,Burgos,387.0
09065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Campillo de Aranda,Burgos,172.0
09066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Campolara,Burgos,48.0
09067,0.0,0.0,32.0,0.0,0.0,0.0,350.0,318.0,Canicosa de la Sierra,Burgos,425.0
09068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cantabrana,Burgos,23.0
09070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Carazo,Burgos,39.0
09071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Carcedo de Bureba,Burgos,37.0
09072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Carcedo de Burgos,Burgos,485.0
09073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cardeñadijo,Burgos,1430.0
09074,0.0,0.0,34.0,0.0,0.0,0.0,164.0,130.0,Cardeñajimeno,Burgos,1168.0
09075,345.0,0.0,1115.0,0.0,140.0,46.0,3545.0,1899.0,Cardeñuela Riopico,Burgos,111.0
09076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Carrias,Burgos,24.0
09077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cascajares de Bureba,Burgos,27.0
09078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cascajares de la Sierra,Burgos,27.0
09079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Castellanos de Castro,Burgos,46.0
09082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Castildelgado,Burgos,35.0
09083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Castil de Peones,Burgos,28.0
09084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Castrillo de la Reina,Burgos,158.0
09085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Castrillo de la Vega,Burgos,620.0
09086,0.0,0.0,125.0,0.0,0.0,0.0,430.0,305.0,Castrillo del Val,Burgos,819.0
09088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Castrillo de Riopisuerga,Burgos,58.0
09090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Castrillo Mota de Judíos,Burgos,52.0
09091,233.0,0.0,329.0,0.0,210.0,64.0,1657.0,821.0,Castrojeriz,Burgos,780.0
09093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cayuela,Burgos,188.0
09094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cebrecos,Burgos,58.0
09095,0.0,0.0,122.0,0.0,0.0,0.0,414.0,292.0,Celada del Camino,Burgos,90.0
09098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cerezo de Río Tirón,Burgos,491.0
09100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cerratón de Juarros,Burgos,45.0
09101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ciadoncha,Burgos,73.0
09102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cillaperlata,Burgos,30.0
09103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cilleruelo de Abajo,Burgos,209.0
09104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cilleruelo de Arriba,Burgos,49.0
09105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ciruelos de Cervera,Burgos,99.0
09108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogollos,Burgos,677.0
09109,206.0,0.0,1217.0,33.0,831.0,32.0,4090.0,1771.0,Condado de Treviño,Burgos,1490.0
09110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Contreras,Burgos,87.0
09112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Coruña del Conde,Burgos,100.0
09113,0.0,0.0,74.0,0.0,155.0,0.0,490.0,261.0,Covarrubias,Burgos,505.0
09114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cubillo del Campo,Burgos,102.0
09115,0.0,0.0,246.0,0.0,0.0,0.0,543.0,297.0,Cubo de Bureba,Burgos,102.0
09117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,La Cueva de Roa,Burgos,90.0
09119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cuevas de San Clemente,Burgos,45.0
09120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Encío,Burgos,41.0
09122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Espinosa de Cervera,Burgos,85.0
09123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Espinosa del Camino,Burgos,42.0
09124,34.0,0.0,125.0,0.0,165.0,0.0,645.0,321.0,Espinosa de los Monteros,Burgos,1648.0
09125,809.0,0.0,2060.0,275.0,356.0,170.0,8798.0,5128.0,Estépar,Burgos,635.0
09127,309.0,0.0,643.0,0.0,163.0,0.0,2440.0,1325.0,Fontioso,Burgos,54.0
09128,0.0,0.0,242.0,0.0,0.0,0.0,487.0,245.0,Frandovínez,Burgos,96.0
09129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fresneda de la Sierra Tirón,Burgos,97.0
09130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fresneña,Burgos,66.0
09131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fresnillo de las Dueñas,Burgos,696.0
09132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fresno de Río Tirón,Burgos,161.0
09133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fresno de Rodilla,Burgos,49.0
09134,0.0,0.0,37.0,0.0,0.0,0.0,177.0,140.0,Frías,Burgos,270.0
09135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fuentebureba,Burgos,56.0
09136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fuentecén,Burgos,234.0
09137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fuentelcésped,Burgos,275.0
09138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fuentelisendo,Burgos,101.0
09139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fuentemolinos,Burgos,91.0
09140,31.0,0.0,86.0,0.0,84.0,0.0,957.0,756.0,Fuentenebro,Burgos,138.0
09141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fuentespina,Burgos,816.0
09143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Galbarros,Burgos,27.0
09144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,La Gallega,Burgos,39.0
09148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grijalba,Burgos,118.0
09149,0.0,0.0,188.0,0.0,0.0,0.0,424.0,236.0,Grisaleña,Burgos,53.0
09151,40.0,0.0,399.0,0.0,128.0,0.0,1362.0,795.0,Gumiel de Izán,Burgos,582.0
09152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gumiel de Mercado,Burgos,385.0
09154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hacinas,Burgos,147.0
09155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haza,Burgos,34.0
09159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hontanas,Burgos,70.0
09160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hontangas,Burgos,99.0
09162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hontoria de la Cantera,Burgos,174.0
09163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hontoria del Pinar,Burgos,609.0
09164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hontoria de Valdearados,Burgos,168.0
09166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Las Hormazas,Burgos,99.0
09167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hornillos del Camino,Burgos,47.0
09168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,La Horra,Burgos,299.0
09169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hortigüela,Burgos,107.0
09170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hoyales de Roa,Burgos,212.0
09172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Huérmeces,Burgos,153.0
09173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Huerta de Arriba,Burgos,128.0
09174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Huerta de Rey,Burgos,880.0
09175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Humada,Burgos,116.0
09176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hurones,Burgos,53.0
09177,0.0,0.0,227.0,0.0,141.0,0.0,855.0,487.0,Ibeas de Juarros,Burgos,1459.0
09178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ibrillos,Burgos,29.0
09179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Iglesiarrubia,Burgos,45.0
09180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Iglesias,Burgos,141.0
09181,0.0,0.0,142.0,0.0,0.0,0.0,415.0,273.0,Isar,Burgos,285.0
09182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Itero del Castillo,Burgos,71.0
09183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jaramillo de la Fuente,Burgos,47.0
09184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jaramillo Quemado,Burgos,10.0
09189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Junta de Traslaloma,Burgos,122.0
09190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Junta de Villalba de Losa,Burgos,77.0
09191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jurisdicción de Lara,Burgos,41.0
09192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jurisdicción de San Zadornil,Burgos,66.0
09194,393.0,0.0,385.0,0.0,253.0,127.0,2512.0,1354.0,Lerma,Burgos,2570.0
09195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Llano de Bureba,Burgos,49.0
09196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Madrigal del Monte,Burgos,144.0
09197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Madrigalejo del Monte,Burgos,176.0
09198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mahamud,Burgos,105.0
09199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mambrilla de Castrejón,Burgos,105.0
09200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mambrillas de Lara,Burgos,56.0
09201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mamolar,Burgos,28.0
09202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manciles,Burgos,21.0
09206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mazuela,Burgos,57.0
09208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mecerreyes,Burgos,187.0
09209,39.0,0.0,207.0,0.0,123.0,46.0,984.0,569.0,Medina de Pomar,Burgos,5979.0
09211,32.0,0.0,981.0,0.0,0.0,0.0,1633.0,620.0,Melgar de Fernamental,Burgos,1517.0
09213,0.0,0.0,0.0,0.0,34.0,0.0,315.0,281.0,Merindad de Cuesta-Urria,Burgos,270.0
09214,0.0,0.0,30.0,0.0,0.0,0.0,337.0,307.0,Merindad de Montija,Burgos,741.0
09215,0.0,0.0,64.0,0.0,0.0,0.0,415.0,351.0,Merindad de Sotoscueva,Burgos,412.0
09216,0.0,0.0,38.0,0.0,0.0,0.0,227.0,189.0,Merindad de Valdeporres,Burgos,416.0
09217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Merindad de Valdivielso,Burgos,403.0
09218,0.0,0.0,248.0,0.0,39.0,0.0,802.0,515.0,Milagros,Burgos,418.0
09219,2777.0,230.0,6655.0,2381.0,1420.0,582.0,25763.0,11718.0,Miranda de Ebro,Burgos,36025.0
09220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Miraveche,Burgos,95.0
09221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Modúbar de la Emparedada,Burgos,767.0
09223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Monasterio de la Sierra,Burgos,40.0
09224,0.0,0.0,1547.0,0.0,47.0,0.0,2395.0,801.0,Monasterio de Rodilla,Burgos,168.0
09225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moncalvillo,Burgos,76.0
09226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Monterrubio de la Demanda,Burgos,56.0
09227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Montorio,Burgos,149.0
09228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moradillo de Roa,Burgos,170.0
09229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nava de Roa,Burgos,199.0
09230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Navas de Bureba,Burgos,24.0
09231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nebreda,Burgos,55.0
09232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neila,Burgos,119.0
09235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Olmedillo de Roa,Burgos,185.0
09236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Olmillos de Muñó,Burgos,40.0
09238,67.0,0.0,305.0,0.0,201.0,0.0,993.0,420.0,Oña,Burgos,953.0
09239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oquillas,Burgos,49.0
09241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orbaneja Riopico,Burgos,350.0
09242,0.0,0.0,153.0,0.0,0.0,0.0,276.0,123.0,Padilla de Abajo,Burgos,69.0
09243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Padilla de Arriba,Burgos,92.0
09244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Padrones de Bureba,Burgos,59.0
09246,0.0,0.0,0.0,0.0,33.0,0.0,405.0,372.0,Palacios de la Sierra,Burgos,677.0
09247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Palacios de Riopisuerga,Burgos,18.0
